"assignmentKey","videoType","supportLang","targetOrBundle","contentScope","file","sha256","CJK text","technical status","visual review","approval"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|HU","ordinary","TR","HU","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-HU.jpg","a6534f74a69df946c8b86545b2d4c47fa46c1f8cfd327f34383edd2c351801f2","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|HY","ordinary","TR","HY","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-HY.jpg","f570fd473e45e8bfb13690a69439f24f2237555faa9c3a9a0e1c13f0b70efb6d","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|ID","ordinary","TR","ID","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-ID.jpg","eccd350b439bb0c24549fb3f354951813b4d51e79271abc06c543f27e2f8ecb4","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|IS","ordinary","TR","IS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-IS.jpg","3a0deeacd0e497532f104b19f15084f7917d373eaf7465c4c321c261513363f4","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|TR|romance_core|f34a59a474f1|full","polyglot","TR","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-TR-romance_core-f34a59a474f1-full.jpg","44a4f418d364f5bf2768770862413843fcb02765c1e307f3799f9d3f9491b2b0","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|UZ|NO","ordinary","UZ","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-UZ-NO.jpg","a3a1e8d059ceb92aedf3c88c7d8e4c8dcaaba60c06ce4e95a7de2184fed925de","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|NL","ordinary","VI","NL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-NL.jpg","07e64bf7aff4d7ca51e96cd6c4f8e5e030491996feb6f7fc742b6dd67ab47756","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|NO","ordinary","VI","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-NO.jpg","eaffa920dce8da08d8d067aebb6a19c75f4b10a8754f030287c14024b089b930","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|PL","ordinary","VI","PL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-PL.jpg","7cf43b7c5018dc7bc37a599dccff4da7672ca6e86fd8b9ebb546e7d9f4d7d364","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|PT","ordinary","VI","PT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-PT.jpg","164fdee60b2f3b1c024fd981d9f37f3d1c5bba0e6165d493a72cf976eb874837","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|PT-BR","ordinary","VI","PT-BR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-PT-BR.jpg","8c11470902b666553d7eeed0672830cb9ff5984ee185263b81cd41dff01e6b46","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|VI|romance_core|f34a59a474f1|full","polyglot","VI","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-VI-romance_core-f34a59a474f1-full.jpg","ef6ee31ee0330efa017e35ba33fc913c6737b2990a467e24e792502b0a8ddd43","no","passed-render","APPROVED","APPROVED"
