hsk_key	source_word	simplified	PT-BR	example_PT-BR	ES-419	example_ES-419
2510:灰色	灰色	灰色	cinza	Ele está usando um casaco cinza.	gris	Lleva puesto un abrigo gris.
2514:伙	伙	伙	grupo; turma	Um grupo de jovens conversa na entrada.	grupo; pandilla	Un grupo de jóvenes charla en la entrada.
2516:火锅	火锅	火锅	hot pot; panela quente chinesa	Comer hot pot no inverno é muito agradável.	olla caliente china; hot pot	Comer hot pot en invierno es muy agradable.
2517:或是	或是	或是	ou	Você pode ir de metrô ou pegar um táxi.	o	Puedes tomar el metro o ir en taxi.
2518:货物	货物	货物	mercadorias; carga	O armazém está cheio de mercadorias.	mercancías; carga	El almacén está lleno de mercancías.
2523:机器人	机器人	机器人	robô	Este robô ajuda a entregar refeições.	robot; máquina automática	Este robot puede ayudar a entregar comidas.
2525:及	及	及	e; bem como	A reunião discutiu questões de segurança e serviço.	y; así como	La reunión trató temas de seguridad y servicio.
2526:级	级	级	nível; grau	Ele está agora em nível intermediário de chinês.	nivel; grado	Ahora tiene un nivel intermedio de chino.
2527:集	集	集	episódio; coleção	Este documentário tem seis episódios no total.	episodio; colección	Este documental tiene seis episodios en total.
2535:急需	急需	急需	precisar urgentemente	A área atingida pelo desastre precisa urgentemente de comida e remédios.	necesitar urgentemente	La zona afectada por el desastre necesita urgentemente alimentos y medicinas.
2538:挤	挤	挤	apertar; ficar espremido	Há gente demais no metrô, e todos ficam espremidos juntos.	apretar; estar apretado	Hay demasiada gente en el metro y todos están apretados.
2539:系	系	系	amarrar; prender	Por favor, amarre bem os cadarços antes de sair.	atar; abrochar	Por favor, ata bien tus agujetas antes de salir.
2543:纪录片	纪录片	纪录片	documentário	Este documentário apresenta a cultura do chá chinês.	documental	Este documental presenta la cultura china del té.
2544:技能	技能	技能	habilidade; competência	Aprender uma nova habilidade leva tempo.	habilidad; competencia	Aprender una nueva habilidad toma tiempo.
2546:纪念日	纪念日	纪念日	aniversário; data comemorativa	Hoje é o décimo aniversário de casamento deles.	aniversario; fecha conmemorativa	Hoy es su décimo aniversario de bodas.
2548:计算机	计算机	计算机	computador	A escola comprou um novo lote de computadores.	computadora; ordenador	La escuela compró un nuevo lote de computadoras.
2552:家电	家电	家电	eletrodomésticos	Esta loja é especializada em vender eletrodomésticos.	electrodomésticos	Esta tienda se especializa en vender electrodomésticos.
2554:加热	加热	加热	aquecer	A comida esfriou e precisa ser aquecida de novo.	calentar	La comida se enfrió y hay que calentarla otra vez.
2555:加深	加深	加深	aprofundar	Esta conversa aprofundou nosso entendimento.	profundizar	Esta conversación profundizó nuestro entendimiento.
2556:加速	加速	加速	acelerar	A nova política vai acelerar o desenvolvimento urbano.	acelerar	La nueva política acelerará el desarrollo urbano.
2560:架	架	架	estrutura; prateleira; classificador	A estante está cheia de livros velhos.	estructura; estante; clasificador	El estante está lleno de libros viejos.
2562:驾照	驾照	驾照	carteira de motorista	Ele tirou a carteira de motorista no ano passado.	licencia de conducir	Obtuvo su licencia de conducir el año pasado.
2567:剪	剪	剪	cortar com tesoura	Ela cortou a embalagem com uma tesoura.	cortar con tijeras	Cortó el paquete con unas tijeras.
2572:建	建	建	construir	A aldeia planeja construir uma nova escola.	construir	El pueblo planea construir una escuela nueva.
2573:键	键	键	tecla; botão	Uma tecla do teclado do computador está quebrada.	tecla; botón	Una tecla del teclado de la computadora está dañada.
2574:渐渐	渐渐	渐渐	aos poucos; gradualmente	O céu foi escurecendo aos poucos.	poco a poco; gradualmente	El cielo se fue oscureciendo poco a poco.
2578:建造	建造	建造	construir; edificar	A construção desta ponte levou três anos.	construir; edificar	La construcción de este puente tomó tres años.
2581:讲话	讲话	讲话	falar; discurso	O líder está falando no palco.	hablar; discurso	El líder está hablando en el escenario.
2584:讲述	讲述	讲述	contar; narrar	Este livro conta uma história real.	contar; narrar	Este libro cuenta una historia real.
2586:降水	降水	降水	precipitação; chuva	A precipitação aumentou claramente nesta semana.	precipitación; lluvia	La precipitación aumentó notablemente esta semana.
2591:脚步	脚步	脚步	passos; ritmo	Passos apressados vieram de fora da porta.	pasos; ritmo	Se escucharon pasos rápidos afuera de la puerta.
2593:较	较	较	relativamente; comparativamente	Este plano é relativamente razoável.	relativamente; comparativamente	Este plan es relativamente razonable.
2599:接收	接收	接收	receber; aceitar	A caixa de e-mail já recebeu o arquivo.	recibir; aceptar	El buzón de correo ya recibió el archivo.
2600:结	结	结	nó; formar	Ele deu um nó na corda.	nudo; formar	Hizo un nudo en la cuerda.
2606:今日	今日	今日	hoje	A reunião de hoje já foi cancelada.	hoy	La reunión de hoy ya fue cancelada.
2607:紧	紧	紧	apertado; tenso	A mala está cheia demais, e a tampa ficou bem fechada.	apretado; tenso	La maleta está demasiado llena y la tapa quedó muy apretada.
2611:紧密	紧密	紧密	próximo; estreito	Os dois departamentos mantêm cooperação estreita.	estrecho; cercano	Los dos departamentos mantienen una cooperación estrecha.
2617:近年来	近年来	近年来	nos últimos anos	Nos últimos anos, esta cidade mudou muito.	en los últimos años	En los últimos años, esta ciudad ha cambiado mucho.
2618:近期	近期	近期	recentemente; futuro próximo	Em breve, anunciaremos os novos planos.	recientemente; futuro cercano	En el futuro cercano anunciaremos los nuevos planes.
2619:近日	近日	近日	nos últimos dias; recentemente	Nos últimos dias, a temperatura caiu claramente.	recientemente; en estos días	En estos días, la temperatura bajó notablemente.
2620:进一步	进一步	进一步	mais adiante; ainda mais	Os dois lados discutirão mais adiante os detalhes da cooperação.	más a fondo; un paso más	Las dos partes discutirán más a fondo los detalles de la cooperación.
2624:惊喜	惊喜	惊喜	surpresa agradável	Os amigos prepararam uma surpresa para ela.	sorpresa agradable	Sus amigos le prepararon una sorpresa.
2626:静	静	静	silencioso; quieto	Já era tarde da noite, e a rua estava muito silenciosa.	silencioso; quieto	Ya era tarde en la noche y la calle estaba muy silenciosa.
2628:久远	久远	久远	remoto; muito antigo	Esta lenda vem de uma época remota.	remoto; lejano	Esta leyenda viene de una época remota.
2635:橘子	橘子	橘子	tangerina	Ela comprou um saco de tangerinas frescas.	mandarina	Compró una bolsa de mandarinas frescas.
2636:据	据	据	segundo; de acordo com	Segundo a previsão do tempo, vai chover amanhã.	según; de acuerdo con	Según el pronóstico del tiempo, mañana lloverá.
2637:距	距	距	estar distante de; distância	A escola fica a cerca de dois quilômetros da estação.	estar a distancia de	La escuela está a unos dos kilómetros de la estación.
2639:剧场	剧场	剧场	teatro	O novo teatro será inaugurado oficialmente na semana que vem.	teatro	El nuevo teatro se inaugurará oficialmente la próxima semana.
2643:具有	具有	具有	ter; possuir	Este livro tem alto valor de referência.	tener; poseer	Este libro tiene un alto valor de referencia.
2651:开幕	开幕	开幕	abrir; começar	O festival de cinema abre oficialmente hoje à noite.	inaugurarse; comenzar	El festival de cine se inaugura oficialmente esta noche.
2654:开通	开通	开通	abrir; ativar serviço	Esta linha de metrô entra em operação amanhã.	abrir; habilitar servicio	Esta línea de metro se habilita mañana.
2655:开业	开业	开业	abrir para funcionamento; inaugurar	A nova livraria abre para funcionamento na semana que vem.	abrir al público; inaugurar	La nueva librería abrirá al público la próxima semana.
2659:看作	看作	看作	considerar como; ver como	Todos o veem como o núcleo da equipe.	considerar como; ver como	Todos lo consideran el núcleo del equipo.
2661:靠近	靠近	靠近	aproximar-se; ficar perto	Por favor, não se aproxime da área perigosa.	acercarse; estar cerca	Por favor, no te acerques a la zona peligrosa.
2663:科研	科研	科研	pesquisa científica	Esta universidade dá muita importância à pesquisa científica.	investigación científica	Esta universidad le da mucha importancia a la investigación científica.
2668:客服	客服	客服	atendimento ao cliente	Entrei em contato com o atendimento ao cliente para resolver o problema do pedido.	servicio al cliente	Contacté al servicio al cliente para resolver el problema del pedido.
2672:空中	空中	空中	no ar	A pipa está voando alto no ar.	en el aire	El papalote vuela alto en el aire.
2674:口袋	口袋	口袋	bolso	Ele colocou a chave no bolso.	bolsillo	Guardó la llave en el bolsillo.
2676:库	库	库	depósito; banco de dados	A empresa armazenou os materiais no banco de dados.	almacén; base de datos	La empresa guardó los materiales en la base de datos.
2678:宽度	宽度	宽度	largura	A largura desta mesa é de um metro.	ancho; anchura	El ancho de esta mesa es de un metro.
2679:亏	亏	亏	ter prejuízo; perder dinheiro	Esta loja teve bastante prejuízo no mês passado.	perder dinero; quedar corto	Esta tienda perdió bastante dinero el mes pasado.
2686:老公	老公	老公	marido	O marido dela trabalhou até tarde hoje.	esposo; marido	Su esposo trabajó hasta tarde hoy.
2689:姥爷	姥爷	姥爷	avô materno	Quando eu era pequeno, costumava passar as férias de verão na casa do meu avô materno.	abuelo materno	Cuando era niño, solía pasar las vacaciones de verano en casa de mi abuelo materno.
2692:泪	泪	泪	lágrima	Depois de ouvir a notícia, ela derramou lágrimas.	lágrima	Después de escuchar la noticia, derramó lágrimas.
2693:类	类	类	tipo; categoria	Este tipo de problema precisa ser tratado com cuidado.	tipo; categoría	Este tipo de problema debe tratarse con cuidado.
2694:泪水	泪水	泪水	lágrimas	As lágrimas escorreram pelo rosto dela.	lágrimas	Las lágrimas le corrieron por el rostro.
2700:离职	离职	离职	pedir demissão; sair do emprego	Ele planeja pedir demissão no mês que vem.	renunciar; dejar el empleo	Planea renunciar el próximo mes.
2702:里头	里头	里头	dentro; parte de dentro	Há uma carta dentro da caixa.	dentro; en el interior	Hay una carta dentro de la caja.
2704:力	力	力	força; energia	A força de uma pessoa é limitada; a equipe é mais importante.	fuerza	La fuerza de una sola persona es limitada; el equipo es más importante.
2712:连接	连接	连接	conectar	Esta estrada conecta dois distritos urbanos.	conectar	Este camino conecta dos distritos urbanos.
2715:脸色	脸色	脸色	semblante; cor do rosto	O semblante dele não está muito bom; talvez esteja cansado.	semblante; color de la cara	Su semblante no se ve muy bien; quizá está cansado.
2719:量	量	量	quantidade; volume	A quantidade de lição desta vez é um pouco grande.	cantidad; volumen	La cantidad de tarea esta vez es un poco grande.
2725:领	领	领	receber; gola	Por favor, vá à recepção para receber os materiais da reunião.	recibir; cuello	Por favor, ve a la recepción para recibir los materiales de la reunión.
2726:领带	领带	领带	gravata	Hoje ele usou uma gravata azul.	corbata	Hoy lleva una corbata azul.
2728:领取	领取	领取	receber; retirar	Os alunos podem retirar os livros didáticos apresentando o documento.	recibir; recoger	Los estudiantes pueden recoger los libros de texto con su documento.
2731:令	令	令	fazer; causar	Este resultado deixou todos muito satisfeitos.	hacer; causar	Este resultado hizo que todos quedaran muy satisfechos.
2733:流感	流感	流感	gripe; influenza	A gripe tem estado bastante séria recentemente.	gripe; influenza	La gripe ha estado bastante fuerte recientemente.
2735:留言	留言	留言	deixar recado; mensagem	Se eu não estiver aqui, por favor deixe um recado.	dejar mensaje; mensaje	Si no estoy aquí, por favor déjame un mensaje.
2738:录	录	录	gravar	O professor gravou esta conversa.	grabar	El maestro grabó esta conversación.
2741:路人	路人	路人	pedestre; pessoa que passa	Alguns pedestres ajudaram o idoso a chamar um carro.	transeúnte; peatón	Varios transeúntes ayudaron al anciano a pedir un auto.
2742:路线	路线	路线	rota	O guia nos explicou a rota de hoje.	ruta	El guía nos explicó la ruta de hoy.
2745:旅行社	旅行社	旅行社	agência de viagens	Reservamos as passagens pela agência de viagens.	agencia de viajes	Reservamos los boletos a través de una agencia de viajes.
2749:买卖	买卖	买卖	negócio; transação	Os dois lados ficaram satisfeitos com esta transação.	negocio; transacción	Ambas partes quedaron satisfechas con esta transacción.
2752:毛笔	毛笔	毛笔	pincel de caligrafia	Meu avô escreve dísticos do Festival da Primavera com um pincel de caligrafia.	pincel de caligrafía	Mi abuelo escribe coplas de la Fiesta de Primavera con un pincel de caligrafía.
2755:没法儿	没法儿	没法儿	não ter como; não poder	A chuva está forte demais; não temos como sair.	no poder; no haber manera	Llueve demasiado fuerte; no podemos salir.
2756:玫瑰	玫瑰	玫瑰	rosa	Há muitas rosas expostas na entrada da floricultura.	rosa	Hay muchas rosas exhibidas en la entrada de la florería.
2759:美味	美味	美味	delicioso; comida deliciosa	Este prato é muito delicioso.	delicioso; comida deliciosa	Este platillo es muy delicioso.
2761:门诊	门诊	门诊	ambulatório; consulta externa	De manhã, ele foi ao ambulatório do hospital.	consulta externa; clínica ambulatoria	En la mañana fue a consulta externa en el hospital.
2762:迷	迷	迷	fã; entusiasta	Ele é fã de basquete.	aficionado; fan	Es aficionado al baloncesto.
2767:面2	面2	面	lado; superfície	Este lado da parede precisa ser pintado de novo.	lado; superficie	Este lado de la pared necesita pintarse de nuevo.
2770:面向	面向	面向	voltado para; direcionado a	Este curso é voltado para iniciantes.	dirigido a; orientado a	Este curso está dirigido a principiantes.
2771:描述	描述	描述	descrever	Por favor, descreva o que aconteceu.	describir	Por favor, describe lo que pasó.
2773:名称	名称	名称	nome; título	Por favor, preencha o nome da empresa no formulário.	nombre; título	Por favor, completa el nombre de la empresa en el formulario.
2779:命1	命1	命	vida; destino	Esta cirurgia salvou a vida dele.	vida; destino	Esta operación le salvó la vida.
2790:难度	难度	难度	dificuldade	Esta questão tem uma dificuldade considerável.	dificultad	Este problema tiene bastante dificultad.
2791:难以	难以	难以	difícil de	Este problema é difícil de resolver no curto prazo.	difícil de	Este problema es difícil de resolver a corto plazo.
2792:男子	男子	男子	homem; masculino	Um jovem está pedindo informações sobre o caminho.	hombre; varón	Un hombre joven está preguntando por el camino.
2793:闹	闹	闹	barulhento; fazer confusão	Está barulhento demais lá fora; não consigo descansar.	ruidoso; hacer alboroto	Afuera hay demasiado ruido; no puedo descansar.
2794:闹钟	闹钟	闹钟	despertador	Programei o despertador para as seis da manhã.	despertador	Programé el despertador para las seis de la mañana.
2797:年初	年初	年初	início do ano	No início do ano, a empresa fez um novo plano.	principios de año	A principios de año, la empresa elaboró un nuevo plan.
2800:年夜饭	年夜饭	年夜饭	jantar da véspera do Ano-Novo Lunar	A família toda come junta o jantar da véspera do Ano-Novo Lunar.	cena de víspera del Año Nuevo Lunar	Toda la familia cena junta en la víspera del Año Nuevo Lunar.
2806:女子	女子	女子	mulher; feminino	Aquela mulher está sendo entrevistada.	mujer; femenino	Esa mujer está siendo entrevistada.
2810:拍摄	拍摄	拍摄	filmar; fotografar	Eles estão tirando fotos de casamento à beira-mar.	filmar; fotografiar	Están tomando fotos de boda junto al mar.
2813:派出所	派出所	派出所	delegacia de polícia	Ele entregou a carteira perdida na delegacia.	estación de policía; comisaría	Entregó la billetera perdida en la estación de policía.
2814:跑道	跑道	跑道	pista de corrida; pista de pouso	O atleta ficou no ponto de partida da pista.	pista de carrera; pista de aterrizaje	El atleta se paró en la línea de salida de la pista.
2815:赔	赔	赔	indenizar; pagar prejuízo	Ele quebrou o copo e se ofereceu para pagar o prejuízo.	compensar; pagar daños	Rompió el vaso y se ofreció a pagar los daños.
2816:陪伴	陪伴	陪伴	acompanhar; companhia	A companhia da família a deixou muito mais tranquila.	acompañar; compañía	La compañía de su familia la hizo sentirse mucho más tranquila.
2819:配	配	配	combinar; distribuir	Esta gravata combina bem com o terno.	combinar; asignar	Esta corbata combina muy bien con el traje.
2821:配送	配送	配送	entregar; distribuir	A plataforma entregará as mercadorias em até duas horas.	entregar; distribuir	La plataforma entregará las mercancías en un plazo de dos horas.
2824:碰见	碰见	碰见	encontrar por acaso	Encontrei um antigo colega no supermercado.	encontrarse por casualidad	Me encontré por casualidad con un antiguo compañero en el supermercado.
2830:拼	拼	拼	juntar; soletrar; esforçar-se	A criança juntou estas figuras.	unir; deletrear; esforzarse	El niño unió estas imágenes.
2832:品	品	品	produto; categoria; provar	Esta loja vende muitos produtos especiais locais.	producto; categoría; probar	Esta tienda vende muchos productos típicos locales.
2833:品牌	品牌	品牌	marca	Os eletrodomésticos desta marca são de boa qualidade.	marca	Los electrodomésticos de esta marca son de buena calidad.
2836:聘请	聘请	聘请	contratar	A escola contratou uma nova professora.	contratar	La escuela contrató a una nueva maestra.
2838:评	评	评	avaliar; comentar	O professor vai avaliar a redação de cada aluno.	evaluar; comentar	El maestro evaluará la redacción de cada estudiante.
2843:凭借	凭借	凭借	por meio de; contando com	Ele entrou na universidade por meio de muito esforço.	gracias a; apoyándose en	Entró a la universidad gracias a su esfuerzo.
2847:平台	平台	平台	plataforma	Esta plataforma permite estudar chinês online.	plataforma	Esta plataforma permite estudiar chino en línea.
2852:齐	齐	齐	arrumado; completo; junto	Todos alinharam as mesas e cadeiras.	ordenado; completo; junto	Todos acomodaron las mesas y sillas en orden.
2853:其	其	其	seu; dele; deles	Esta empresa está expandindo seus negócios no exterior.	su; de él; de ellos	Esta empresa está ampliando sus negocios en el extranjero.
2857:气球	气球	气球	balão	A criança está segurando um balão vermelho.	globo	El niño sostiene un globo rojo.
2860:签订	签订	签订	assinar; firmar	As duas partes assinarão o acordo de cooperação amanhã.	firmar; concluir	Ambas partes firmarán el acuerdo de cooperación mañana.
2861:签名	签名	签名	assinatura; assinar o nome	Por favor, assine seu nome abaixo do formulário.	firma; firmar	Por favor, firma debajo del formulario.
2862:签字	签字	签字	assinar	O contrato precisa ser assinado pela própria pessoa.	firmar	El contrato debe ser firmado por la persona interesada.
2863:前进	前进	前进	avançar; seguir em frente	A equipe continuou avançando em direção ao topo da montanha.	avanzar; seguir adelante	El equipo siguió avanzando hacia la cima de la montaña.
2864:前来	前来	前来	vir; comparecer	Muitos espectadores vieram assistir à competição.	venir; acudir	Muchos espectadores acudieron a ver la competencia.
2866:前往	前往	前往	ir para; dirigir-se a	A delegação irá para Xangai amanhã.	dirigirse a; ir a	La delegación se dirigirá a Shanghái mañana.
2870:强大	强大	强大	forte; poderoso	Esta equipe é muito forte.	fuerte; poderoso	Este equipo es muy fuerte.
2872:强度	强度	强度	intensidade; força	A intensidade do treino é alta demais, e todos estão muito cansados.	intensidad; fuerza	La intensidad del entrenamiento es demasiado alta y todos están muy cansados.
2878:亲	亲	亲	beijar; próximo	A mãe beijou o rosto da criança.	besar; cercano	La madre besó la cara del niño.
2880:亲朋好友	亲朋好友	亲朋好友	parentes e amigos	Durante o Festival da Primavera, parentes e amigos vieram jantar em casa.	parientes y amigos	Durante la Fiesta de Primavera, parientes y amigos vinieron a comer a casa.
2882:亲情	亲情	亲情	afeto familiar	Este filme fala sobre afeto familiar.	afecto familiar	Esta película trata sobre el afecto familiar.
2883:亲人	亲人	亲人	familiar; pessoa querida	Quando alguém fica doente, a companhia da família é muito importante.	familiar; ser querido	Cuando alguien está enfermo, la compañía de la familia es muy importante.
2888:轻重	轻重	轻重	importância relativa; peso	Ao resolver assuntos, é preciso distinguir as prioridades.	importancia relativa; peso	Al manejar asuntos, hay que distinguir las prioridades.
2889:情感	情感	情感	emoção; sentimento	A música consegue expressar emoções complexas.	emoción; sentimiento	La música puede expresar emociones complejas.
2898:权	权	权	direito; autoridade	O poder de decisão está nas mãos do gerente.	derecho; autoridad	La autoridad para decidir está en manos del gerente.
2900:全力	全力	全力	com todo esforço; com força total	Os médicos estão fazendo todo o possível para salvar o paciente.	con todo esfuerzo; con todas las fuerzas	Los médicos están haciendo todo lo posible para salvar al paciente.
2902:全体	全体	全体	todos; grupo inteiro	Todos os funcionários participaram do treinamento.	todos; grupo entero	Todos los empleados asistieron a la capacitación.
2903:全新	全新	全新	novinho em folha; completamente novo	Ele comprou um computador novinho em folha.	completamente nuevo; nuevo de paquete	Compró una computadora completamente nueva.
2910:群体	群体	群体	grupo; comunidade	Os idosos são um grupo que precisa de atenção.	grupo; comunidad	Las personas mayores son un grupo que necesita atención.
2914:热量	热量	热量	calor; calorias	Esta bebida tem muitas calorias.	calor; calorías	Esta bebida tiene muchas calorías.
2919:人际	人际	人际	interpessoal	Bons relacionamentos interpessoais ajudam no trabalho.	entre personas; interpersonal	Las buenas relaciones interpersonales ayudan en el trabajo.
2922:人力	人力	人力	mão de obra; recursos humanos	Este projeto precisa de mais mão de obra.	mano de obra; recursos humanos	Este proyecto necesita más mano de obra.
2923:人民	人民	人民	povo; população	Este memorial tem entrada gratuita para o público.	el pueblo; la gente	Este memorial está abierto gratis al público.
2925:人群	人群	人群	multidão; grupo de pessoas	A multidão do feriado encheu a praça.	multitud; grupo de personas	La multitud del feriado llenó la plaza.
2926:人体	人体	人体	corpo humano	Este curso apresenta a estrutura básica do corpo humano.	cuerpo humano	Este curso presenta la estructura básica del cuerpo humano.
2928:忍	忍	忍	suportar; aguentar	A dor era forte, mas ele continuou aguentando.	soportar; aguantar	El dolor era fuerte, pero siguió aguantándolo.
2929:认	认	认	reconhecer; admitir	Reconheci-o à primeira vista.	reconocer; admitir	Lo reconocí a primera vista.
2932:如	如	如	como; se	O resultado foi como esperávamos.	como; si	El resultado fue como esperábamos.
2933:如此	如此	如此	tão; assim	Eu não esperava que o problema fosse tão complicado.	tan; así	No esperaba que el problema fuera tan complicado.
2936:如同	如同	如同	como; tal qual	À noite, a superfície do lago parecia um espelho.	como; igual que	La superficie del lago por la noche era como un espejo.
2937:如下	如下	如下	como segue	Os arranjos específicos são os seguintes.	como sigue	Los arreglos específicos son los siguientes.
2942:赛场	赛场	赛场	campo de competição; arena	Os atletas já entraram na arena.	campo de competencia; arena	Los atletas ya entraron al campo de competencia.
2945:沙子	沙子	沙子	areia	A criança está brincando com areia à beira-mar.	arena	El niño juega con arena junto al mar.
2948:删	删	删	apagar; deletar	Por favor, apague o conteúdo repetido.	borrar; eliminar	Por favor, borra el contenido repetido.
2949:扇	扇	扇	abanar	Ela se abanou suavemente com um leque.	abanicar	Ella se abanicó suavemente con un abanico.
2951:山区	山区	山区	região montanhosa	As noites na região montanhosa são muito tranquilas.	zona montañosa	Las noches en la zona montañosa son muy tranquilas.
2956:伤	伤	伤	ferimento; machucar	A mão dele ficou ferida.	herida; lastimar	Su mano quedó herida.
2958:商家	商家	商家	comerciante; vendedor	Muitos comerciantes participaram desta promoção.	comerciante; vendedor	Muchos comerciantes participaron en esta promoción.
2959:商人	商人	商人	empresário; comerciante	Este empresário viaja frequentemente ao exterior a trabalho.	empresario; comerciante	Este empresario viaja con frecuencia al extranjero por trabajo.
2962:赏	赏	赏	apreciar; admirar	Os turistas admiravam as flores à beira do lago.	apreciar; admirar	Los turistas admiraban las flores junto al lago.
2963:上传	上传	上传	enviar; fazer upload	Por favor, envie as fotos para a plataforma.	subir; cargar	Por favor, sube las fotos a la plataforma.
2964:上升	上升	上升	subir; aumentar	As vendas deste ano continuam subindo.	subir; aumentar	Las ventas de este año siguen aumentando.
2965:上下	上下	上下	de cima a baixo; ao todo	Este prédio tem dez andares ao todo.	arriba y abajo; en total	Este edificio tiene diez pisos en total.
2966:上涨	上涨	上涨	subir; aumentar	Os preços dos legumes subiram recentemente.	subir; aumentar	Los precios de las verduras subieron recientemente.
2967:烧	烧	烧	queimar; cozinhar; ferver	A água na panela já ferveu.	quemar; cocinar; hervir	El agua de la olla ya hirvió.
2968:烧烤	烧烤	烧烤	churrasco; grelhado	No fim de semana, fomos comer churrasco à beira do rio.	parrillada; asado	El fin de semana fuimos a comer parrillada junto al río.
2971:舍得	舍得	舍得	estar disposto a dedicar; não se importar em gastar	Pelo filho, ela está disposta a dedicar tempo para acompanhá-lo.	estar dispuesto a dedicar; no doler gastar	Por su hijo, está dispuesta a dedicar tiempo para acompañarlo.
2981:深度	深度	深度	profundidade	A profundidade deste lago passa de vinte metros.	profundidad	La profundidad de este lago supera los veinte metros.
2983:深厚	深厚	深厚	profundo; sólido	Há uma amizade profunda entre eles.	profundo; sólido	Entre ellos hay una amistad profunda.
2985:深入	深入	深入	aprofundar; entrar a fundo	O repórter entrou a fundo na região montanhosa para entrevistar pessoas.	profundizar; adentrarse	El periodista se adentró en la zona montañosa para entrevistar a la gente.
2986:深远	深远	深远	profundo; de longo alcance	Esta reforma teve um impacto de longo alcance.	profundo; de largo alcance	Esta reforma tuvo un impacto de largo alcance.
2993:升级	升级	升级	atualizar; fazer upgrade	O sistema do celular precisa ser atualizado.	actualizar; mejorar	El sistema del celular necesita actualizarse.
2994:升温	升温	升温	aquecer; temperatura subir	A partir de amanhã, o tempo vai aquecer claramente.	subir la temperatura; calentarse	A partir de mañana, el clima se calentará notablemente.
2999:省份	省份	省份	província	A China tem muitas províncias diferentes.	provincia	China tiene muchas provincias diferentes.
3001:胜	胜	胜	vencer; ser superior	O time da casa venceu o visitante por dois pontos.	vencer; ser superior	El equipo local venció al visitante por dos puntos.
3004:湿	湿	湿	molhado; úmido	Depois da chuva, a grama ainda está molhada.	mojado; húmedo	Después de la lluvia, el pasto todavía está mojado.
3005:失恋	失恋	失恋	sofrer uma separação; terminar um namoro	Depois do término, ela ficou triste por muito tempo.	sufrir una ruptura amorosa	Después de la ruptura, estuvo triste durante mucho tiempo.
3007:诗人	诗人	诗人	poeta	Este poeta escreveu muitos poemas famosos.	poeta	Este poeta escribió muchos poemas famosos.
3023:实验室	实验室	实验室	laboratório	Os alunos estão fazendo testes no laboratório.	laboratorio	Los estudiantes están haciendo pruebas en el laboratorio.
3025:食用	食用	食用	comestível; consumir	Este tipo de flor pode ser consumido e também usado para fazer chá.	comestible; consumir	Este tipo de flor se puede consumir y también usar para preparar té.
3026:使得	使得	使得	fazer com que; causar	O temporal fez com que a partida fosse cancelada.	hacer que; causar	La lluvia fuerte hizo que se cancelara el partido.
3028:式	式	式	tipo; estilo	Este novo modelo de veículo elétrico é muito popular.	tipo; estilo	Este nuevo modelo de vehículo eléctrico es muy popular.
3029:适当	适当	适当	adequado; apropriado	Exercício adequado ajuda no sono.	adecuado; apropiado	Hacer ejercicio adecuado ayuda a dormir.
3034:市民	市民	市民	morador da cidade; cidadão	Muitos moradores da cidade participaram da atividade do fim de semana.	ciudadano; residente de la ciudad	Muchos residentes de la ciudad participaron en la actividad del fin de semana.
3036:视为	视为	视为	considerar como; ver como	Todos consideram a segurança a coisa mais importante.	considerar como; ver como	Todos consideran la seguridad como lo más importante.
3041:试用	试用	试用	experimentar; testar	O novo software pode ser testado gratuitamente por sete dias.	probar; usar en prueba	El nuevo software se puede probar gratis durante siete días.
3042:适用	适用	适用	aplicável; adequado	Esta regra se aplica a todos os funcionários.	aplicable; adecuado	Esta regla se aplica a todos los empleados.
3044:收集	收集	收集	coletar	Os pesquisadores estão coletando dados.	recolectar; recopilar	Los investigadores están recopilando datos.
3045:收看	收看	收看	assistir; sintonizar	Por favor, assista ao noticiário às oito da noite.	ver; sintonizar	Por favor, vea el noticiero a las ocho de la noche.
3046:守	守	守	guardar; vigiar	O segurança ficou de vigia na entrada a noite toda.	vigilar; cuidar	El guardia vigiló la entrada toda la noche.
3047:首次	首次	首次	primeira vez	Esta é a primeira vez que ela participa de uma competição internacional.	primera vez	Esta es la primera vez que participa en una competencia internacional.
3048:手段	手段	手段	meio; método	A comunicação é um meio importante de resolver problemas.	medio; método	La comunicación es un medio importante para resolver problemas.
3054:售价	售价	售价	preço de venda	O preço de venda deste computador não é baixo.	precio de venta	El precio de venta de esta computadora no es bajo.
3057:书房	书房	书房	escritório; sala de estudos	Meu pai costuma trabalhar no escritório à noite.	estudio; cuarto de estudio	Papá suele trabajar en el estudio por la noche.
3062:熟人	熟人	熟人	conhecido	É bom encontrar um conhecido em uma cidade nova.	conocido	Es agradable encontrarse con un conocido en una ciudad nueva.
3068:树木	树木	树木	árvores	Muitas árvores foram plantadas dos dois lados da estrada.	árboles	Se plantaron muchos árboles a ambos lados del camino.
3069:摔	摔	摔	cair; jogar no chão	Ele levou um tombo em um dia de chuva.	caer; tirar al suelo	Se cayó en un día lluvioso.
3071:水分	水分	水分	umidade; teor de água	Esta fruta tem muito teor de água.	humedad; contenido de agua	Esta fruta tiene mucho contenido de agua.
3073:睡眠	睡眠	睡眠	sono	Um bom sono pode melhorar a eficiência no trabalho.	sueño; dormir	Dormir bien puede mejorar la eficiencia en el trabajo.
