source_headword	KN	example_KN
horse	ಕುದುರೆ	ಕುದುರೆ ವೇಗವಾಗಿ ಓಡುತ್ತದೆ.
hospital	ಆಸ್ಪತ್ರೆ	ಆಸ್ಪತ್ರೆ ಇಲ್ಲಿ ಹತ್ತಿರದಲ್ಲಿದೆ.
hot	ಬಿಸಿ	ಸೂಪ್ ಬಿಸಿಯಾಗಿದೆ.
hotel	ಹೋಟೆಲ್	ಹೋಟೆಲ್ ಸ್ವಚ್ಛವಾಗಿದೆ.
hour	ಗಂಟೆ	ಒಂದು ಗಂಟೆ ಕಾಯು.
house	ಮನೆ	ಈ ಮನೆ ಹಳೆಯದು.
how	ಹೇಗೆ	ನೀನು ಹೇಗಿದ್ದೀಯ?
however	ಆದರೆ	ಆದರೆ, ನಾನು ಇಲ್ಲಿ ಉಳಿಯಬಹುದು.
hundred	ನೂರು	ನೂರು ಜನರು ಬಂದರು.
hungry	ಹಸಿದ	ನನಗೆ ಹಸಿವು ಆಗಿದೆ.
husband	ಗಂಡ	ಅವಳ ಗಂಡ ವೈದ್ಯರು.
I	ನಾನು	ನನಗೆ ಚಹಾ ಇಷ್ಟ.
ice	ಮಂಜು	ಮಂಜು ತಣ್ಣಗಿದೆ.
ice cream	ಐಸ್‌ಕ್ರೀಮ್	ನನಗೆ ಐಸ್‌ಕ್ರೀಮ್ ಬೇಕು.
idea	ಆಲೋಚನೆ	ಅದು ಒಳ್ಳೆಯ ಆಲೋಚನೆ.
if	ಒಂದುವೇಳೆ	ನಿನಗೆ ಸಹಾಯ ಬೇಕಾದರೆ ನನಗೆ ಕರೆಮಾಡು.
imagine	ಕಲ್ಪಿಸು	ಒಂದು ಚಿಕ್ಕ ಮನೆಯನ್ನು ಕಲ್ಪಿಸು.
important	ಮುಖ್ಯವಾದ	ಈ ಪಾಠ ಮುಖ್ಯವಾಗಿದೆ.
improve	ಸುಧಾರಿಸು	ನಾನು ಸುಧಾರಿಸಲು ಬಯಸುತ್ತೇನೆ.
in	ನಲ್ಲಿ; ಒಳಗೆ	ಕೀಲಿಗಳು ನನ್ನ ಚೀಲದಲ್ಲಿ ಇವೆ.
include	ಸೇರಿಸು	ದಯವಿಟ್ಟು ನಿನ್ನ ಹೆಸರನ್ನು ಸೇರಿಸು.
information	ಮಾಹಿತಿ	ನನಗೆ ಇನ್ನಷ್ಟು ಮಾಹಿತಿ ಬೇಕು.
interest	ಆಸಕ್ತಿ	ಅವಳಿಗೆ ಕಲೆಯಲ್ಲಿ ಆಸಕ್ತಿ ಇದೆ.
interested	ಆಸಕ್ತಿಯಿರುವ	ನನಗೆ ಸಂಗೀತದಲ್ಲಿ ಆಸಕ್ತಿ ಇದೆ.
interesting	ಆಸಕ್ತಿಕರ	ಈ ಪುಸ್ತಕ ಆಸಕ್ತಿಕರವಾಗಿದೆ.
internet	ಇಂಟರ್ನೆಟ್	ಇಂಟರ್ನೆಟ್ ನಿಧಾನವಾಗಿದೆ.
interview	ಸಂದರ್ಶನ	ನನಗೆ ಇಂದು ಸಂದರ್ಶನ ಇದೆ.
into	ಒಳಗೆ	ಪುಸ್ತಕಗಳನ್ನು ಚೀಲದೊಳಗೆ ಇಡು.
introduce	ಪರಿಚಯಿಸು	ದಯವಿಟ್ಟು ನಿನ್ನ ಸ್ನೇಹಿತನನ್ನು ಪರಿಚಯಿಸು.
island	ದ್ವೀಪ	ಈ ದ್ವೀಪ ಚಿಕ್ಕದು.
it	ಅದು	ಅದು ತಣ್ಣಗಿದೆ.
its	ಅದರ	ನಾಯಿಗೆ ಅದರ ಹಾಸಿಗೆ ಇಷ್ಟ.
jacket	ಜಾಕೆಟ್	ನನ್ನ ಜಾಕೆಟ್ ಹೊಸದು.
January	ಜನವರಿ	ಜನವರಿ ಮೊದಲ ತಿಂಗಳು.
jeans	ಜೀನ್ಸ್	ನನ್ನ ಜೀನ್ಸ್ ನೀಲಿಯಾಗಿದೆ.
job	ಉದ್ಯೋಗ	ನನಗೆ ಹೊಸ ಉದ್ಯೋಗ ಬೇಕು.
join	ಸೇರು	ಇಂದು ನಮ್ಮ ತರಗತಿಗೆ ಸೇರು.
journey	ಪ್ರಯಾಣ	ಪ್ರಯಾಣ ದೀರ್ಘವಾಗಿದೆ.
juice	ರಸ	ನಾನು ಕಿತ್ತಳೆ ರಸ ಕುಡಿಯುತ್ತೇನೆ.
July	ಜುಲೈ	ನಾವು ಜುಲೈನಲ್ಲಿ ಪ್ರಯಾಣಿಸುತ್ತೇವೆ.
June	ಜೂನ್	ಶಾಲೆ ಜೂನ್‌ನಲ್ಲಿ ಮುಗಿಯುತ್ತದೆ.
just	ಕೇವಲ; ಈಗಷ್ಟೇ	ನನಗೆ ಕೇವಲ ನೀರು ಬೇಕು.
keep	ಇಟ್ಟುಕೋ	ಈ ಕೀಲಿಯನ್ನು ಇಟ್ಟುಕೋ.
key	ಕೀಲಿಕೈ	ನನ್ನ ಕೀಲಿಕೈ ಕಳೆದುಹೋಯಿತು.
kilometre	ಕಿಲೋಮೀಟರ್	ಒಂದು ಕಿಲೋಮೀಟರ್ ನಡೆ.
kind (type)	ವಿಧ	ನಿನಗೆ ಯಾವ ವಿಧದ ಸಂಗೀತ ಇಷ್ಟ?
kitchen	ಅಡುಗೆಮನೆ	ಅಡುಗೆಮನೆ ಸ್ವಚ್ಛವಾಗಿದೆ.
know	ತಿಳಿದುಕೋ	ನನಗೆ ಉತ್ತರ ಗೊತ್ತು.
land	ಭೂಮಿ	ವಿಮಾನ ಭೂಮಿಯ ಮೇಲೆ ಇದೆ.
language	ಭಾಷೆ	ಇಂಗ್ಲಿಷ್ ಒಂದು ಭಾಷೆ.
large	ದೊಡ್ಡ	ಈ ಕೊಠಡಿ ದೊಡ್ಡದು.
last1 (final)	ಕೊನೆಯ	ಇದು ಕೊನೆಯ ಪುಟ.
late	ತಡವಾದ	ಬಸ್ ತಡವಾಗಿದೆ.
later	ನಂತರ	ನಂತರ ಭೇಟಿಯಾಗೋಣ.
laugh	ನಗು	ನಾವು ಜೊತೆಯಾಗಿ ನಗುತ್ತೇವೆ.
learn	ಕಲಿ	ನಾನು ಇಂಗ್ಲಿಷ್ ಕಲಿಯುತ್ತೇನೆ.
leave	ಬಿಟ್ಟುಹೋಗು; ಹೋಗು	ಬಾಗಿಲನ್ನು ತೆರೆದಿಟ್ಟಿರು.
left	ಎಡ	ಇಲ್ಲಿ ಎಡಕ್ಕೆ ತಿರುಗು.
leg	ಕಾಲು	ನನ್ನ ಕಾಲು ನೋಯುತ್ತಿದೆ.
lesson	ಪಾಠ	ಪಾಠ ಈಗ ಆರಂಭವಾಗುತ್ತದೆ.
let	ಅನುಮತಿಸು	ನಿನಗೆ ಸಹಾಯ ಮಾಡಲು ನನಗೆ ಅನುಮತಿಸು.
letter	ಪತ್ರ; ಅಕ್ಷರ	ನಾನು ಪತ್ರ ಬರೆಯುತ್ತೇನೆ.
library	ಗ್ರಂಥಾಲಯ	ಗ್ರಂಥಾಲಯ ಒಂಬತ್ತಕ್ಕೆ ತೆರೆಯುತ್ತದೆ.
lie1	ಮಲಗು	ದಯವಿಟ್ಟು ಹಾಸಿಗೆಯ ಮೇಲೆ ಮಲಗು.
life	ಜೀವನ	ನಗರ ಜೀವನ ಬ್ಯುಸಿಯಾಗಿರುತ್ತದೆ.
like (similar)	ಹಾಗೆ	ಅದು ಒಂದು ಆಟದ ಹಾಗೆ ಇದೆ.
like (find sb/sth pleasant)	ಇಷ್ಟ	ನನಗೆ ಈ ಹಾಡು ಇಷ್ಟ.
line	ಸಾಲು; ಗೆರೆ	ಸಾಲಿನಲ್ಲಿ ನಿಲ್ಲು.
lion	ಸಿಂಹ	ಸಿಂಹ ನಿದ್ರೆ ಮಾಡುತ್ತದೆ.
list	ಪಟ್ಟಿ	ಖರೀದಿ ಪಟ್ಟಿಯನ್ನು ಮಾಡು.
listen	ಕೇಳು	ಶಿಕ್ಷಕರನ್ನು ಕೇಳು.
little	ಚಿಕ್ಕ; ಸ್ವಲ್ಪ	ನನ್ನ ಬಳಿ ಸ್ವಲ್ಪ ಹಣ ಇದೆ.
live1	ವಾಸಿಸು	ನಾನು ಶಾಲೆಯ ಹತ್ತಿರ ವಾಸಿಸುತ್ತೇನೆ.
local	ಸ್ಥಳೀಯ	ಇದು ಸ್ಥಳೀಯ ಅಂಗಡಿ.
long1	ಉದ್ದವಾದ	ರಸ್ತೆ ಉದ್ದವಾಗಿದೆ.
look	ನೋಡು	ಚಿತ್ರವನ್ನು ನೋಡು.
lose	ಕಳೆದುಕೋ	ನಿನ್ನ ಟಿಕೆಟ್ ಕಳೆದುಕೊಳ್ಳಬೇಡ.
lot	ಬಹಳ	ನನಗೆ ಬಹಳ ಮನೆಕೆಲಸ ಇದೆ.
love	ಪ್ರೇಮ; ಪ್ರೀತಿಸು	ನಾನು ನನ್ನ ಕುಟುಂಬವನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ.
lunch	ಮಧ್ಯಾಹ್ನದ ಊಟ	ಮಧ್ಯಾಹ್ನದ ಊಟ ಸಿದ್ಧವಾಗಿದೆ.
