source_headword	LO	example_LO
fluid	ທາດແຫຼວ	ດື່ມທາດແຫຼວໃຫ້ຫຼາຍໆຫຼັງອອກກຳລັງກາຍ.
footage	ພາບວິດີໂອ	ພາບວິດີໂອສະແດງໃຫ້ເຫັນການເກີດອຸປະຕິເຫດ.
foreigner	ຄົນຕ່າງປະເທດ	ແບບຟອມຖາມວ່າເຈົ້າເປັນຄົນຕ່າງປະເທດຫຼືບໍ່.
forge	ສ້າງ	ພວກເຂົາພະຍາຍາມສ້າງພັນທະມິດໃໝ່.
formula	ສູດ	ສູດນີ້ໄດ້ແກ້ໄຂບັນຫາ.
formulate	ສ້າງຕັ້ງ	ນັກວິທະຍາສາດສ້າງຕັ້ງທິດສະດີໃໝ່.
forth	ໄປໜ້າ	ແມ່ນ້ຳພັດພາເຮືອໄປໜ້າ.
forthcoming	ທີ່ຈະມາເຖິງ	ບົດລາຍງານທີ່ຈະມາເຖິງຈະອະທິບາຍທຸກຢ່າງ.
foster	ສົ່ງເສີມ	ໂຄງການນີ້ຊ່ວຍສົ່ງເສີມຄວາມເປັນເອກະລາດ.
fragile	ບອບບາງ	ໂຖດອກໄມ້ທີ່ບອບບາງຕ້ອງການການຈັບບາຍຢ່າງລະມັດລະວັງ.
franchise	ສິດທິພິເສດ	ຮ້ານອາຫານກາຍເປັນທຸລະກິດແຟຣນໄຊທົ່ວໂລກ.
frankly	ຢ່າງກົງໄປກົງມາ	ເວົ້າຢ່າງກົງໄປກົງມາ, ພວກເຮົາຕ້ອງການເວລາເພີ່ມ.
frustrated	ຜິດຫວັງ	ຄົນງານຮູ້ສຶກຜິດຫວັງກັບຄວາມລ່າຊ້າ.
frustrating	ເຮັດໃຫ້ຜິດຫວັງ	ການເຊື່ອມຕໍ່ທີ່ຊ້າເຮັດໃຫ້ຜິດຫວັງ.
frustration	ຄວາມຜິດຫວັງ	ຄວາມຜິດຫວັງເພີ່ມຂຶ້ນໃນລະຫວ່າງການປະຊຸມ.
functional	ໃຊ້ງານໄດ້	ເຮືອນຄົວເກົ່າຍັງຄົງໃຊ້ງານໄດ້.
fundraising	ການລະດົມທຶນ	ການລະດົມທຶນຈະເລີ່ມໃນອາທິດໜ້າ.
funeral	ງານສົບ	ງານສົບໄດ້ຈັດຂຶ້ນໃນວັນສຸກ.
gallon	ກາລອນ	ຖັງນີ້ບັນຈຸໄດ້ໜຶ່ງກາລອນ.
gambling	ການພະນັນ	ການພະນັນຖືກຈຳກັດໂດຍກົດໝາຍ.
gathering	ການຊຸມນຸມ	ການຊຸມນຸມສິ້ນສຸດລົງຢ່າງສະຫງົບ.
gaze	ການຈ້ອງເບິ່ງ	ນາງຈ້ອງເບິ່ງລາວໄລຍະໜຶ່ງ.
gear	ອຸປະກອນ	ກຽມອຸປະກອນຄວາມປອດໄພກ່ອນປີນ.
generic	ທົ່ວໄປ	ຮຸ່ນທົ່ວໄປມີລາຄາຖືກກວ່າ.
genocide	ການຂ້າລ້າງເຜົ່າພັນ	ການຂ້າລ້າງເຜົ່າພັນໄດ້ຖິ້ມບາດແຜທາງຈິດໃຈໃຫ້ແກ່ຊາດ.
glance	ການເຫຼືອບເບິ່ງ	ລາວເຫຼືອບເບິ່ງຢ່າງໄວວາ.
glimpse	ການເຫັນແວັບໜຶ່ງ	ຂ້ອຍເຫັນທະເລແວັບໜຶ່ງ.
glorious	ສະຫງ່າງາມ	ທີມງານໄດ້ສະຫຼອງໄຊຊະນະອັນສະຫງ່າງາມ.
glory	ລັດສະໝີ	ນາງໄຝ່ຝັນເຖິງລັດສະໝີໂອລິມປິກ.
governance	ການປົກຄອງ	ການປົກຄອງທີ່ດີຕ້ອງການຄວາມໂປ່ງໃສ.
grace	ຄວາມສະຫງ່າງາມ	ນາງຍອມຮັບຄວາມພ່າຍແພ້ດ້ວຍຄວາມສະຫງ່າງາມ.
grasp	ກຳແໜ້ນ	ລາວບໍ່ສາມາດກຳແໜ້ນແນວຄວາມຄິດໄດ້.
grave (for dead person)	ຂຸມຝັງສົບ	ຂຸມຝັງສົບຖືກປົກຄຸມດ້ວຍດອກໄມ້.
grave (serious)	ຮ້າຍແຮງ	ສະຖານະການຍັງຄົງຮ້າຍແຮງ.
gravity	ແຮງໂນ້ມຖ່ວງ	ແຮງໂນ້ມຖ່ວງດຶງວັດຖຸເຂົ້າຫາໜ່ວຍໂລກ.
grid	ຕາໜ່າງ	ແຜນທີ່ໃຊ້ຕາໜ່າງທີ່ລຽບງ່າຍ.
grief	ຄວາມໂສກເສົ້າ	ຄວາມໂສກເສົ້າໄດ້ປ່ຽນແປງຄອບຄົວຂອງລາວ.
grin	ຮອຍຍິ້ມ	ເດັກນ້ອຍຜູ້ຊາຍຍິ້ມກວ້າງ.
grind	ບົດ	ຄົນງານບົດເມັດກາເຟທຸກເຊົ້າ.
grip	ການຈັບ	ຈັບເຊືອກໃຫ້ແໜ້ນ.
gross	ລວມ	ລາຍໄດ້ລວມເພີ່ມຂຶ້ນຢ່າງໄວວາ.
guerrilla	ກອງໂຈນ	ນັກຮົບກອງໂຈນລີ້ຊ່ອນຢູ່ໃນພູ.
guidance	ການແນະນຳ	ຜູ້ນຳທ່ຽວໃຫ້ການແນະນຳທີ່ນຳໃຊ້ໄດ້ຈິງ.
guilt	ຄວາມຮູ້ສຶກຜິດ	ນາງຮູ້ສຶກຜິດຫຼັງຈາກຕົວະ.
gut	ລຳໄສ້	ຈົ່ງເຊື່ອຄວາມຮູ້ສຶກສ່ວນເລິກຂອງເຈົ້າໃນທາງເລືອກທີ່ຍາກລຳບາກ.
hail	ຍົກຍ້ອງ	ຊາວບ້ານຍົກຍ້ອງທ່ານໝໍເປັນວິລະຊົນ.
halfway	ເຄິ່ງທາງ	ພວກເຮົາຢຸດພັກເຄິ່ງທາງຂຶ້ນພູ.
halt	ຢຸດ	ລົດໄຟຢຸດກະທັນຫັນ.
handful	ຈຳນວນໜ້ອຍ	ອາສາສະໝັກຈຳນວນໜ້ອຍຢູ່ເດິກ.
handling	ການຈັດການ	ການຈັດການທີ່ຖືກຕ້ອງປ້ອງກັນຄວາມເສຍຫາຍ.
handy	ສະດວກ	ເຄື່ອງມືນີ້ສະດວກສຳລັບການສ້ອມແປງ.
harassment	ການກໍ່ກວນ	ບໍລິສັດໄດ້ສືບສວນຄຳຮ້ອງຮຽນກ່ຽວກັບການກໍ່ກວນ.
hardware	ຮາດແວ	ຮ້ານຂາຍຮາດແວຄອມພິວເຕີ.
harmony	ຄວາມກົມກຽວ	ຄະນະນັກຮ້ອງຮ້ອງເພງດ້ວຍຄວາມກົມກຽວກັນ.
harsh	ຮຸນແຮງ	ຜູ້ພິພາກສາໃຫ້ຄຳຕັດສິນທີ່ຮຸນແຮງ.
harvest	ການເກັບກ່ຽວ	ການເກັບກ່ຽວເລີ່ມໃນເດືອນກັນຍາ.
haunt	ຫຼອກຫຼອນ	ຄວາມຊົງຈຳຍັງສືບຕໍ່ຫຼອກຫຼອນລາວ.
hazard	ອັນຕະລາຍ	ນ້ຳກ້ອນເປັນອັນຕະລາຍຮ້າຍແຮງເທິງຖະໜົນ.
heighten	ເຮັດໃຫ້ເພີ່ມຂຶ້ນ	ຄຳປາໄສອາດເຮັດໃຫ້ຄວາມເຄັ່ງຕຶງເພີ່ມຂຶ້ນ.
heritage	ມໍລະດົກ	ປາສາດເປັນສ່ວນໜຶ່ງຂອງມໍລະດົກທ້ອງຖິ່ນ.
hierarchy	ລຳດັບຊັ້ນ	ລຳດັບຊັ້ນໃນຫ້ອງການຖືກກຳນົດຢ່າງຊັດເຈນ.
high-profile	ທີ່ມີຊື່ສຽງ	ການພິຈາລະນາຄະດີທີ່ມີຊື່ສຽງດຶງດູດນັກຂ່າວ.
hint	ຄຳໃບ້	ນາງໃຫ້ຄຳໃບ້ທີ່ເປັນປະໂຫຍດແກ່ຂ້ອຍ.
homeland	ບ້ານເກີດເມືອງນອນ	ລາວກັບຄືນສູ່ບ້ານເກີດເມືອງນອນຂອງລາວ.
hopeful	ມີຄວາມຫວັງ	ທ່ານໝໍມີຄວາມຫວັງກ່ຽວກັບການຟື້ນຕົວ.
horizon	ຂອບຟ້າ	ດວງອາທິດຫາຍໄປລຸ່ມຂອບຟ້າ.
horn	ສຽງແກ	ສຽງແກລົດປຸກທຸກຄົນ.
hostage	ຕົວປະກັນ	ຕົວປະກັນກັບຄືນບ້ານ.
hostile	ເປັນສັດຕູ	ຝູງຊົນກາຍເປັນສັດຕູ.
hostility	ຄວາມເປັນສັດຕູ	ຄວາມເປັນສັດຕູຢ່າງເປີດເຜີຍເຮັດໃຫ້ການເຈລະຈາສິ້ນສຸດລົງ.
humanitarian	ດ້ານມະນຸດສະທຳ	ພາລະກິດດ້ານມະນຸດສະທຳໄດ້ຈັດສົ່ງອາຫານ.
humanity	ມວນມະນຸດ	ມວນມະນຸດປະເຊີນກັບສິ່ງທ້າທາຍຮ່ວມກັນ.
humble	ຖ່ອມຕົວ	ນາງຍັງຄົງຖ່ອມຕົວຫຼັງຈາກປະສົບຜົນສຳເລັດ.
hydrogen	ຮີໂດຣແຊນ	ຮີໂດຣແຊນຕິດໄຟໄດ້ງ່າຍຫຼາຍ.
identification	ການລະບຸຕົວຕົນ	ຕ້ອງມີການລະບຸຕົວຕົນຢູ່ທາງເຂົ້າ.
ideological	ທາງອຸດົມການ	ຂໍ້ຂັດແຍ່ງມີຕົ້ນກຳເນີດທາງອຸດົມການ.
ideology	ອຸດົມການ	ອຸດົມການຂອງລາວເປັນຕົວສ້າງທຸກຄຳປາໄສ.
idiot	ຄົນໂງ່	ຢ່າເອີ້ນໃຜວ່າຄົນໂງ່.
ignorance	ຄວາມບໍ່ຮູ້	ຄວາມບໍ່ຮູ້ສາມາດເຜີຍແຜ່ຄວາມຢ້ານກົວ.
imagery	ພາບພົດ	ບົດກະວີໃຊ້ພາບພົດທີ່ຊັດເຈນ.
immense	ໃຫຍ່ຫຼວງ	ໂຄງການຕ້ອງການຄວາມພະຍາຍາມຢ່າງໃຫຍ່ຫຼວງ.
imminent	ທີ່ໃກ້ຈະເກີດຂຶ້ນ	ພາຍຸເບິ່ງຄືວ່າໃກ້ຈະມາຮອດແລ້ວ.
implementation	ການຈັດຕັ້ງປະຕິບັດ	ການຈັດຕັ້ງປະຕິບັດກົດໝາຍເປັນໄປຢ່າງຊ້າໆ.
imprison	ຈຳຄຸກ	ລະບອບພະຍາຍາມຈຳຄຸກນັກວິຈານ.
imprisonment	ການຈຳຄຸກ	ການຈຳຄຸກຂອງລາວກິນເວລາຫ້າປີ.
inability	ຄວາມບໍ່ສາມາດ	ຄວາມບໍ່ສາມາດໃນການຕັ້ງໃຈຂອງນາງເຮັດໃຫ້ຄູກັງວົນ.
inadequate	ບໍ່ພຽງພໍ	ບ່ອນພັກເຊົ້າມີເຄື່ອງເຮັດຄວາມຮ້ອນບໍ່ພຽງພໍ.
inappropriate	ບໍ່ເໝາະສົມ	ເລື່ອງຕະຫຼົກຂອງລາວແມ່ນບໍ່ເໝາະສົມ.
incidence	ການເກີດຂຶ້ນ	ການເກີດໄຂ້ຫວັດໃຫຍ່ໄດ້ເພີ່ມຂຶ້ນ.
inclined	ມີແນວໂນ້ມ	ນາງມີແນວໂນ້ມທີ່ຈະເຫັນດີ.
inclusion	ການລວມເຂົ້າ	ໂຮງຮຽນສົ່ງເສີມການລວມເຂົ້າກັນ.
