hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
3915:定制	定制	定制	कस्टम बनवाना; विशेष आदेश पर बनाना	ग्राहक ने फर्नीचर का एक कस्टम सेट बनवाया।	কাস্টম বানানো; অর্ডারমতো তৈরি	গ্রাহক অর্ডারমতো এক সেট আসবাব বানিয়েছেন।	ipagawa ayon sa sukat; customized	Nagpagawa ang kustomer ng isang customized na set ng muwebles.
3919:动漫	动漫	动漫	एनीमेशन और कॉमिक्स	उसे सप्ताहांत में एनीमेशन और कॉमिक्स देखना पसंद है।	অ্যানিমেশন ও কমিকস	সে সপ্তাহান্তে অ্যানিমেশন ও কমিকস দেখতে পছন্দ করে।	anime at komiks; animasyon	Gusto niyang manood ng anime at komiks tuwing katapusan ng linggo.
3921:动听	动听	动听	मधुर; सुनने में अच्छा	उसकी गायकी बहुत मधुर है।	শ্রুতিমধুর; মনোরম	তার গানের কণ্ঠ খুব শ্রুতিমধুর।	kaaya-ayang pakinggan; malambing	Napakasarap pakinggan ng kaniyang tinig sa pagkanta.
3924:都市	都市	都市	महानगर; आधुनिक शहर	शंघाई एक आधुनिक महानगर है।	মহানগর; আধুনিক শহর	সাংহাই একটি আধুনিক মহানগর।	metropolis; malaking lungsod	Ang Shanghai ay isang modernong metropolis.
3925:毒	毒	毒	जहरीला; विष	इस तरह का सांप जहरीला होता है।	বিষ; বিষাক্ত	এই ধরনের সাপ বিষাক্ত।	lason; makamandag	Makamandag ang ganitong uri ng ahas.
3926:渡	渡	渡	पार करना; नाव से पार जाना	हम नाव से यह नदी पार कर गए।	নৌকায় পার হওয়া; পেরোনো	আমরা নৌকায় এই নদী পার হলাম।	tumawid; tumawid sakay ng bangka	Tumawid kami sa ilog na ito sakay ng bangka.
3928:短缺	短缺	短缺	कमी; अभाव	इस शहर में सर्दियों में पानी की कमी होती है।	ঘাটতি; অভাব	এই শহরে শীতকালে পানির ঘাটতি থাকে।	kakulangan; kapos	Nagkakaroon ng kakulangan sa tubig ang lungsod na ito tuwing taglamig.
3930:对接	对接	对接	जोड़ना; समन्वय करना	दोनों सिस्टम आपस में जोड़े जा रहे हैं।	সংযোগ করা; সমন্বয় করা	দুটি সিস্টেমের সংযোগ করা হচ্ছে।	pag-ugnayin; ikonekta	Ikinokonekta ang dalawang sistema.
3936:多才多艺	多才多艺	多才多艺	बहुप्रतिभाशाली	वह बहुप्रतिभाशाली है; चित्र भी बना सकती है और पियानो भी बजा सकती है।	বহু প্রতিভার অধিকারী	সে বহু প্রতিভার অধিকারী; ছবি আঁকতেও পারে, পিয়ানোও বাজাতে পারে।	maraming talento; maraming kayang gawin	Marami siyang talento; marunong siyang magpinta at tumugtog ng piyano.
3938:多媒体	多媒体	多媒体	मल्टीमीडिया; बहु-माध्यम	कक्षा में मल्टीमीडिया उपकरण हैं।	মাল্টিমিডিয়া; বহু-মাধ্যম	শ্রেণিকক্ষে মাল্টিমিডিয়া সরঞ্জাম আছে।	multimedia; sari-saring midya	May kagamitang multimedia sa silid-aralan.
3940:多元	多元	多元	बहुविध; विविध	स्कूल विविध सांस्कृतिक आदान-प्रदान को प्रोत्साहित करता है।	বহুমুখী; বৈচিত্র্যময়	বিদ্যালয় বৈচিত্র্যময় সাংস্কৃতিক বিনিময় উৎসাহিত করে।	sari-sari; magkakaiba	Hinihikayat ng paaralan ang sari-saring palitan ng kultura.
3941:夺	夺	夺	छीनना; झपट लेना	उसने आखिरी सेकंड में गेंद छीन ली।	ছিনিয়ে নেওয়া; কেড়ে নেওয়া	সে শেষ সেকেন্ডে বলটি ছিনিয়ে নিল।	agawin; maagaw	Naagaw niya ang bola sa huling segundo.
3942:夺取	夺取	夺取	जीत हासिल करना; कब्जा करना	खिलाड़ी ने चैंपियनशिप जीतने के लिए मेहनत की।	জয় করা; দখল করা	ক্রীড়াবিদ চ্যাম্পিয়নশিপ জেতার জন্য কঠোর পরিশ্রম করলেন।	makamit; maagaw	Nagsumikap ang atleta na makamit ang kampeonato.
3943:躲避	躲避	躲避	बचना; छिपकर बचना	राहगीर अचानक आई तेज बारिश से बचने लगे।	এড়িয়ে যাওয়া; আশ্রয় নেওয়া	পথচারীরা হঠাৎ আসা ভারী বৃষ্টি এড়িয়ে গেল।	umiwas; magkubli	Iniwasan ng mga naglalakad ang biglang malakas na ulan.
3946:儿科	儿科	儿科	बाल रोग विभाग	इस अस्पताल का बाल रोग विभाग बहुत प्रसिद्ध है।	শিশুরোগ বিভাগ	এই হাসপাতালের শিশুরোগ বিভাগ খুব বিখ্যাত।	departamentong pambata; pediatriya	Kilala ang departamentong pambata ng ospital na ito.
3949:发病	发病	发病	बीमारी शुरू होना; रोग लगना	यह बीमारी आमतौर पर वसंत में शुरू होती है।	রোগ দেখা দেওয়া; অসুখ শুরু হওয়া	এই রোগ সাধারণত বসন্তে দেখা দেয়।	magsimula ang sakit; magkasakit	Karaniwang nagsisimula ang sakit na ito sa tagsibol.
3951:发电	发电	发电	बिजली पैदा करना	पवन चक्कियों से बिजली पैदा की जा सकती है।	বিদ্যুৎ উৎপাদন করা	বায়ুচালিত টারবাইন দিয়ে বিদ্যুৎ উৎপাদন করা যায়।	lumikha ng kuryente; mag-generate ng kuryente	Maaaring gamitin ang wind turbine para lumikha ng kuryente.
3953:发放	发放	发放	बांटना; जारी करना	स्कूल कल नई पाठ्यपुस्तकें बांटेगा।	বিতরণ করা; প্রদান করা	বিদ্যালয় আগামীকাল নতুন পাঠ্যবই বিতরণ করবে।	ipamahagi; magbigay	Ipamamahagi ng paaralan ang mga bagong aklat bukas.
3954:发光	发光	发光	चमकना; रोशनी देना	ये छोटे कीड़े रात में चमकते हैं।	আলো ছড়ানো; জ্বলা	এই ছোট পোকাগুলো রাতে আলো ছড়ায়।	umikinang; magbigay-liwanag	Kumikinang ang maliliit na insektong ito sa gabi.
3959:法定	法定	法定	कानूनी; विधिसम्मत	कानूनी छुट्टियों में सभी आराम कर सकते हैं।	আইনগত; আইননির্ধারিত	আইননির্ধারিত ছুটিতে সবাই বিশ্রাম নিতে পারে।	itinakda ng batas; legal	Makakapagpahinga ang lahat tuwing legal na pista opisyal.
3960:法官	法官	法官	न्यायाधीश	न्यायाधीश ने फैसला सुनाया।	বিচারক	বিচারক রায় ঘোষণা করলেন।	hukom	Inihayag ng hukom ang hatol.
3961:法规	法规	法规	कानून-नियम; विनियम	कंपनियों को पर्यावरण संबंधी नियमों का पालन करना होगा।	বিধি-বিধান; আইননিয়ম	কোম্পানিগুলোকে পরিবেশগত বিধি-বিধান মানতে হবে।	mga regulasyon; tuntunin	Dapat sumunod ang mga kumpanya sa mga regulasyon sa kapaligiran.
3968:犯	犯	犯	गलती करना; अपराध करना	उसने एक गंभीर गलती की।	ভুল করা; অপরাধ করা	সে একটি গুরুতর ভুল করেছে।	gumawa ng pagkakamali; lumabag	Nakagawa siya ng seryosong pagkakamali.
3969:方方面面	方方面面	方方面面	हर पहलू; सभी पक्ष	इस सुधार का समाज के हर पहलू पर असर पड़ता है।	সব দিক; সব ক্ষেত্র	এই সংস্কার সমাজের সব দিককে প্রভাবিত করে।	lahat ng aspekto; bawat panig	Naaapektuhan ng repormang ito ang lahat ng aspekto ng lipunan.
3973:房价	房价	房价	मकान की कीमत; आवास मूल्य	इस शहर में मकानों की कीमत बहुत ऊंची है।	বাড়ির দাম; আবাসন মূল্য	এই শহরে বাড়ির দাম খুব বেশি।	presyo ng bahay; halaga ng pabahay	Mataas ang presyo ng bahay sa lungsod na ito.
3975:访谈	访谈	访谈	साक्षात्कार; बातचीत	पत्रकार लेखक के साथ साक्षात्कार कर रहा है।	সাক্ষাৎকার; আলাপচারিতা	সাংবাদিক লেখকের সঙ্গে সাক্ষাৎকার নিচ্ছেন।	panayam; interbyu	Nagsasagawa ng panayam ang mamamahayag sa manunulat.
3977:放飞	放飞	放飞	उड़ाना; छोड़कर उड़ने देना	बच्चे घास पर पतंग उड़ा रहे हैं।	উড়িয়ে দেওয়া; ওড়ানো	শিশুরা ঘাসের মাঠে ঘুড়ি ওড়াচ্ছে।	paliparin; pakawalan	Pinalilipad ng mga bata ang saranggola sa damuhan.
3978:飞速	飞速	飞速	बहुत तेजी से; तीव्र गति से	प्रौद्योगिकी बहुत तेजी से विकसित हो रही है।	দ্রুতগতিতে; অত্যন্ত দ্রুত	প্রযুক্তি দ্রুতগতিতে বিকশিত হচ্ছে।	napakabilis; mabilis na mabilis	Napakabilis ng pag-unlad ng teknolohiya.
3979:肥	肥	肥	उपजाऊ; मोटा	यह जमीन बहुत उपजाऊ है और सब्जियां उगाने के लिए उपयुक्त है।	উর্বর; মোটা	এই জমি খুব উর্বর, সবজি চাষের উপযোগী।	mataba; mayaman ang lupa	Mataba ang lupang ito at bagay pagtaniman ng gulay.
3980:肥胖	肥胖	肥胖	मोटापा	मोटापा स्वास्थ्य जोखिम बढ़ाता है।	স্থূলতা; মোটা হওয়া	স্থূলতা স্বাস্থ্যঝুঁকি বাড়ায়।	labis na katabaan; obesity	Nagdaragdag ng panganib sa kalusugan ang labis na katabaan.
3983:肺炎	肺炎	肺炎	निमोनिया	डॉक्टर ने कहा कि उसे निमोनिया है।	নিউমোনিয়া	ডাক্তার বললেন তার নিউমোনিয়া হয়েছে।	pulmonya	Sabi ng doktor, mayroon siyang pulmonya.
3984:分工	分工	分工	काम का बंटवारा; श्रम विभाजन	टीम सदस्यों के बीच काम का बंटवारा बहुत स्पष्ट है।	কাজের ভাগ; শ্রমবিভাগ	দলের সদস্যদের কাজের ভাগ খুব স্পষ্ট।	hati ng gawain; paghahati ng trabaho	Malinaw ang hati ng gawain ng mga kasapi ng koponan.
3985:分级	分级	分级	स्तरबद्ध करना; श्रेणीकरण	इन सामग्रियों को कठिनाई के अनुसार स्तरबद्ध करना होगा।	স্তরভাগ করা; শ্রেণিবিন্যাস	এই উপকরণগুলো কঠিনতার ভিত্তিতে স্তরভাগ করতে হবে।	antas-antas na ayusin; i-level	Kailangang ayusin ang mga materyal ayon sa antas ng hirap.
3986:分期	分期	分期	किस्तों में; चरणों में	उसने किस्तों में भुगतान करना चुना।	কিস্তিতে; পর্যায়ে	সে কিস্তিতে টাকা দেওয়া বেছে নিল।	hulugang bayad; installment	Pinili niyang magbayad nang hulugan.
3988:氛围	氛围	氛围	माहौल; वातावरण	कार्यालय का माहौल बहुत आरामदेह है।	পরিবেশ; আবহ	অফিসের পরিবেশ বেশ স্বচ্ছন্দ।	kapaligiran; atmospera	Magaan ang kapaligiran sa opisina.
3989:粉	粉	粉	पाउडर; चूर्ण	इस पाउडर से केक बनाया जा सकता है।	গুঁড়া; পাউডার	এই গুঁড়া দিয়ে কেক বানানো যায়।	pulbos	Maaaring gawing cake ang pulbos na ito.
3993:风力	风力	风力	हवा की शक्ति; पवन बल	आज समुद्र किनारे हवा बहुत तेज है।	বাতাসের শক্তি; বায়ুবল	আজ সমুদ্রতীরে বাতাসের জোর খুব বেশি।	lakas ng hangin	Malakas ang hangin sa tabing-dagat ngayon.
3995:风雨	风雨	风雨	हवा और बारिश; तूफानी बारिश	हवा-बारिश कितनी भी तेज हो, वह समय पर पहुंचा।	ঝড়-বৃষ্টি; বাতাস ও বৃষ্টি	ঝড়-বৃষ্টি যতই প্রবল হোক, সে সময়মতো পৌঁছেছে।	hangin at ulan; bagyo	Kahit gaano kalakas ang hangin at ulan, dumating siya sa oras.
3998:服	服	服	मानना; कायल होना	सभी उसकी क्षमता से कायल हैं।	মেনে নেওয়া; মুগ্ধ হওয়া	সবাই তার দক্ষতা মেনে নেয়।	humanga; makumbinsi	Hanga ang lahat sa kaniyang kakayahan.
3999:浮	浮	浮	तैरना; सतह पर रहना	पत्ते पानी की सतह पर तैर रहे हैं।	ভাসা	পাতাগুলো পানির ওপর ভাসছে।	lumutang; lumutang sa ibabaw	Lumulutang ang mga dahon sa ibabaw ng tubig.
4004:服用	服用	服用	दवा लेना; सेवन करना	कृपया निर्देशों के अनुसार दवा लें।	ওষুধ সেবন করা	অনুগ্রহ করে নির্দেশনা অনুযায়ী ওষুধ সেবন করুন।	uminom ng gamot; gamitin ang gamot	Inumin ang gamot ayon sa tagubilin.
4010:负面	负面	负面	नकारात्मक	इस खबर का नकारात्मक प्रभाव पड़ा।	নেতিবাচক	এই খবর নেতিবাচক প্রভাব এনেছে।	negatibo	Nagdulot ng negatibong epekto ang balitang ito.
4013:该2	该2	该	उक्त; वह/यह	उक्त परियोजना पहले ही समाप्त हो चुकी है।	উক্ত; ওই/এই	উক্ত প্রকল্প ইতিমধ্যে শেষ হয়েছে।	nabanggit na; nasabing	Tapos na ang nasabing proyekto.
4014:改编	改编	改编	रूपांतरित करना; रूपांतरण करना	यह फिल्म एक उपन्यास से रूपांतरित की गई है।	রূপান্তর করা; অভিযোজন করা	এই চলচ্চিত্রটি উপন্যাস থেকে রূপান্তরিত হয়েছে।	iangkop; adaptasyon	Hinango ang pelikulang ito mula sa nobela.
4015:改造	改造	改造	बदलना; रूपांतरित करना	पुराने कारखाने को पुस्तकालय में बदल दिया गया।	রূপান্তর করা; সংস্কার করা	পুরোনো কারখানাটি গ্রন্থাগারে রূপান্তরিত হয়েছে।	baguhin; gawing iba	Ginawang aklatan ang lumang pabrika.
4016:概率	概率	概率	संभावना; प्रायिकता	सफलता की संभावना अधिक नहीं है।	সম্ভাবনা; প্রোবাবিলিটি	সফলতার সম্ভাবনা খুব বেশি নয়।	posibilidad; probabilidad	Hindi mataas ang posibilidad ng tagumpay.
4017:肝	肝	肝	जिगर; यकृत	बहुत अधिक शराब पीने से जिगर को नुकसान हो सकता है।	লিভার; যকৃত	অতিরিক্ত মদ্যপানে লিভারের ক্ষতি হতে পারে।	atay	Maaaring makasama sa atay ang sobrang pag-inom ng alak.
4024:赶忙	赶忙	赶忙	जल्दी से; तुरंत	घंटी सुनकर वह जल्दी से बाहर भागा।	তাড়াতাড়ি; দ্রুত	ঘণ্টার শব্দ শুনে সে তাড়াতাড়ি বাইরে দৌড়ে গেল।	nagmamadali; dali-dali	Pagkarinig ng kampana, dali-dali siyang tumakbo palabas.
4027:钢笔	钢笔	钢笔	फाउंटेन पेन; स्याही वाला पेन	वह फाउंटेन पेन से पत्र लिखता है।	ফাউন্টেন পেন; কালির কলম	সে ফাউন্টেন পেন দিয়ে চিঠি লেখে।	pluma; fountain pen	Gumagamit siya ng pluma sa pagsusulat ng liham.
4030:高层	高层	高层	वरिष्ठ प्रबंधन; ऊपरी स्तर	कंपनी का वरिष्ठ प्रबंधन नई रणनीति पर चर्चा कर रहा है।	উচ্চপর্যায়; শীর্ষ ব্যবস্থাপনা	কোম্পানির শীর্ষ ব্যবস্থাপনা নতুন কৌশল নিয়ে আলোচনা করছে।	mataas na pamunuan; senior management	Tinatalakay ng mataas na pamunuan ng kumpanya ang bagong estratehiya.
4032:高等	高等	高等	उच्च; उन्नत	वह उच्च शिक्षा प्राप्त कर रहा है।	উচ্চ; উচ্চতর	সে উচ্চশিক্ষা গ্রহণ করছে।	mataas; mas mataas	Tumatanggap siya ng mas mataas na edukasyon.
4033:高端	高端	高端	उच्च-स्तरीय; प्रीमियम	यह दुकान मुख्य रूप से प्रीमियम मोबाइल फोन बेचती है।	উচ্চমানের; প্রিমিয়াম	এই দোকান মূলত উচ্চমানের মোবাইল ফোন বিক্রি করে।	premium; mataas ang uri	Pangunahing nagbebenta ang tindahang ito ng premium na mobile phone.
4036:高手	高手	高手	माहिर; विशेषज्ञ	वह शतरंज खेलने में माहिर है।	ওস্তাদ; দক্ষ ব্যক্তি	সে দাবা খেলায় ওস্তাদ।	dalubhasa; eksperto	Dalubhasa siya sa paglalaro ng chess.
4037:高新技术	高新技术	高新技术	उच्च और नई तकनीक	यह कंपनी उच्च और नई तकनीक पर विशेष शोध करती है।	উন্নত ও নতুন প্রযুক্তি	এই কোম্পানি উন্নত ও নতুন প্রযুক্তি নিয়ে বিশেষ গবেষণা করে।	bagong mataas na teknolohiya	Dalubhasa ang kumpanyang ito sa pananaliksik ng bagong mataas na teknolohiya.
4038:高原	高原	高原	पठार	छिंगहाई-तिब्बत पठार पर हवा अपेक्षाकृत पतली है।	মালভূমি	ছিংহাই-তিব্বত মালভূমিতে বাতাস তুলনামূলক পাতলা।	talampas	Medyo manipis ang hangin sa Talampas ng Qinghai-Tibet.
4040:稿子	稿子	稿子	मसौदा; पांडुलिपि	कृपया मसौदा संपादक को भेज दें।	খসড়া; পাণ্ডুলিপি	অনুগ্রহ করে খসড়াটি সম্পাদককে পাঠান।	burador; manuskrito	Pakipadala ang manuskrito sa editor.
4042:歌唱	歌唱	歌唱	गाना; गायन करना	बच्चे मंच पर गा रहे हैं।	গান গাওয়া; সংগীত পরিবেশন	শিশুরা মঞ্চে গান গাইছে।	kumanta; pag-awit	Kumakanta ang mga bata sa entablado.
4050:公	公	公	साझा; सार्वजनिक	खाने के समय कृपया साझा चॉपस्टिक इस्तेमाल करें।	সাধারণ; সবার জন্য	খাওয়ার সময় অনুগ্রহ করে সবার জন্য রাখা চপস্টিক ব্যবহার করুন।	pampubliko; panglahat	Mangyaring gumamit ng panglahatang chopstick kapag kumakain.
4051:宫	宫	宫	महल; राजप्रासाद	यह महल अच्छी तरह संरक्षित है।	প্রাসাদ; রাজপ্রাসাদ	এই প্রাসাদটি ভালোভাবে সংরক্ষিত।	palasyo	Maayos na napangalagaan ang palasyong ito.
4052:公安	公安	公安	लोक सुरक्षा; पुलिस अधिकारी	लोक सुरक्षा अधिकारी जल्दी ही घटनास्थल पर पहुंच गए।	জননিরাপত্তা; পুলিশ	জননিরাপত্তা কর্মীরা দ্রুত ঘটনাস্থলে পৌঁছালেন।	pampublikong seguridad; pulis	Mabilis na dumating sa pinangyarihan ang mga tauhan ng pampublikong seguridad.
4053:工地	工地	工地	निर्माण स्थल	निर्माण स्थल के पास बहुत शोर है।	নির্মাণস্থল	নির্মাণস্থলের পাশে খুব শব্দ হয়।	lugar ng konstruksyon	Maingay sa tabi ng lugar ng konstruksyon.
4054:工夫	工夫	工夫	मेहनत; समय और प्रयास	सुलेख अच्छी तरह सीखने के लिए मेहनत करनी पड़ती है।	পরিশ্রম; সময় ও চেষ্টা	সুন্দর ক্যালিগ্রাফি শেখার জন্য পরিশ্রম দরকার।	pagsisikap; panahon at tiyaga	Kailangan ng pagsisikap para matutuhan nang mabuti ang kaligrapiya.
4062:工序	工序	工序	कार्य-प्रक्रिया; उत्पादन चरण	इस प्रक्रिया को मशीन से पूरा करना होगा।	কার্যধাপ; প্রক্রিয়া	এই ধাপটি মেশিন দিয়ে সম্পন্ন করতে হবে।	hakbang sa proseso; proseso	Kailangang tapusin ng makina ang hakbang na ito.
4063:公益	公益	公益	जनहित; परोपकारी कार्य	वह अक्सर जनहित गतिविधियों में भाग लेता है।	জনকল্যাণ; জনহিতকর কাজ	সে প্রায়ই জনকল্যাণমূলক কাজে অংশ নেয়।	pampublikong kapakanan; gawaing pangkawanggawa	Madalas siyang sumali sa mga gawaing pangkawanggawa.
4064:供应	供应	供应	आपूर्ति करना; प्रदान करना	यह कंपनी ताजी सब्जियां उपलब्ध कराती है।	সরবরাহ করা	এই কোম্পানি তাজা সবজি সরবরাহ করে।	mag-supply; magbigay	Nagsusuplay ang kumpanyang ito ng sariwang gulay.
4067:公众	公众	公众	जनता; आम लोग	इस खबर ने जल्दी ही जनता का ध्यान खींचा।	জনসাধারণ; সাধারণ মানুষ	এই খবর দ্রুত জনসাধারণের দৃষ্টি আকর্ষণ করেছে।	publiko; mamamayan	Mabilis na nakakuha ng pansin ng publiko ang balitang ito.
4071:沟	沟	沟	नाली; खाई	बारिश का पानी सड़क किनारे की नाली में बह गया।	নালা; খাল	বৃষ্টির পানি রাস্তার পাশের নালায় গড়িয়ে গেল।	kanal; hukay	Dumaloy ang tubig-ulan sa kanal sa tabi ng kalsada.
4072:构造	构造	构造	संरचना; बनावट	शिक्षक ने इस पुल की संरचना समझाई।	গঠন; কাঠামো	শিক্ষক এই সেতুর কাঠামো ব্যাখ্যা করলেন।	istruktura; pagkakabuo	Ipinaliwanag ng guro ang istruktura ng tulay na ito.
4076:古迹	古迹	古迹	ऐतिहासिक स्थल; प्राचीन स्मारक	पर्यटकों ने स्थानीय ऐतिहासिक स्थलों का दौरा किया।	প্রাচীন নিদর্শন; ঐতিহাসিক স্থান	পর্যটকেরা স্থানীয় ঐতিহাসিক স্থান ঘুরে দেখলেন।	makasaysayang pook; sinaunang bakas	Dinalaw ng mga turista ang mga lokal na makasaysayang pook.
4078:古人	古人	古人	प्राचीन लोग; पूर्वज	प्राचीन लोग बहुत पहले से तारों भरे आकाश को देखते थे।	প্রাচীন মানুষ; পূর্বপুরুষ	প্রাচীন মানুষ অনেক আগে থেকেই তারাভরা আকাশ পর্যবেক্ষণ করত।	mga sinaunang tao	Maaga pa lamang ay minamasdan na ng mga sinaunang tao ang mabituing langit.
4079:股市	股市	股市	शेयर बाजार	आज शेयर बाजार में बहुत उतार-चढ़ाव हुआ।	শেয়ারবাজার	আজ শেয়ারবাজারে বড় ওঠানামা হয়েছে।	pamilihan ng sapi; stock market	Malaki ang pagbabago sa stock market ngayon.
4082:顾	顾	顾	ध्यान रखना; परवाह करना	वह काम में इतना व्यस्त है कि आराम का ध्यान नहीं रख पाता।	খেয়াল রাখা; দেখাশোনা করা	সে কাজে এত ব্যস্ত যে বিশ্রামের দিকে খেয়াল করতে পারে না।	alagaan; asikasuhin	Sobra siyang abala sa trabaho kaya hindi na niya maasikaso ang pahinga.
4086:拐	拐	拐	मुड़ना; मोड़ लेना	आगे वाले चौराहे पर दाएं मुड़ें।	মোড় নেওয়া; ঘোরা	সামনের মোড়ে ডানদিকে ঘুরুন।	lumiko; kumanan	Lumiko sa kanan sa susunod na kanto.
4089:关爱	关爱	关爱	देखभाल और स्नेह देना	समाज को बुजुर्गों की देखभाल करनी चाहिए।	স্নেহময় যত্ন; মমতা	সমাজের উচিত বয়স্কদের স্নেহের সঙ্গে যত্ন করা।	kalinga; malasakit	Dapat magpakita ng malasakit ang lipunan sa matatanda.
4093:关联	关联	关联	संबंधित होना; जुड़ाव	ये दोनों समस्याएं आपस में जुड़ी हुई हैं।	সম্পর্ক; সংযোগ	এই দুটি সমস্যা একে অপরের সঙ্গে সম্পর্কিত।	kaugnayan; koneksyon	Magkaugnay ang dalawang isyung ito.
4094:观赏	观赏	观赏	देखना; आनंद लेना	पर्यटकों ने झील किनारे सूर्यास्त का आनंद लिया।	উপভোগ করে দেখা	পর্যটকেরা হ্রদের ধারে সূর্যাস্ত উপভোগ করলেন।	panoorin; pagmasdan	Pinagmasdan ng mga turista ang paglubog ng araw sa tabi ng lawa.
4095:官员	官员	官员	अधिकारी	इस अधिकारी ने पत्रकार के सवालों का जवाब दिया।	কর্মকর্তা; সরকারি কর্মকর্তা	এই কর্মকর্তা সাংবাদিকের প্রশ্নের উত্তর দিলেন।	opisyal; opisyal ng pamahalaan	Sinagot ng opisyal na ito ang mga tanong ng mamamahayag.
4096:管道	管道	管道	पाइपलाइन; नलिका	मजदूर भूमिगत पाइपलाइन की जांच कर रहे हैं।	পাইপলাইন; নলপথ	শ্রমিকেরা ভূগর্ভস্থ পাইপলাইন পরীক্ষা করছেন।	tubo; pipeline	Sinusuri ng mga manggagawa ang pipeline sa ilalim ng lupa.
4099:归	归	归	का होना; लौटना	यह किताब पुस्तकालय की है।	অন্তর্ভুক্ত হওয়া; মালিকানা থাকা	এই বইটি গ্রন্থাগারের মালিকানাধীন।	mapabilang sa; pag-aari ng	Pag-aari ng aklatan ang aklat na ito.
4106:贵重	贵重	贵重	कीमती; मूल्यवान	कृपया कीमती सामान तिजोरी में रख दें।	মূল্যবান; দামী	অনুগ্রহ করে মূল্যবান জিনিসপত্র সেফে রাখুন।	mahalaga; mamahalin	Ilagay ang mahahalagang gamit sa kaha de yero.
4107:棍	棍	棍	डंडा; छड़ी	उसने एक डंडे से तंबू को सहारा दिया।	লাঠি; দণ্ড	সে একটি লাঠি দিয়ে তাঁবু ঠেকিয়ে রাখল।	patpat; tungkod	Gumamit siya ng patpat para alalayan ang tolda.
4108:国宝	国宝	国宝	राष्ट्रीय खजाना; राष्ट्रधन	कई लोग पांडा को राष्ट्रीय खजाना मानते हैं।	জাতীয় সম্পদ	অনেকে পান্ডাকে জাতীয় সম্পদ হিসেবে দেখেন।	pambansang yaman	Itinuturing ng maraming tao ang panda bilang pambansang yaman.
4109:国产	国产	国产	देशी; स्वदेशी निर्मित	यह कार स्वदेशी ब्रांड की है।	দেশীয়; নিজ দেশে তৈরি	এই গাড়িটি দেশীয় ব্র্যান্ডের।	gawang lokal; sariling bansa	Ang kotseng ito ay lokal na brand.
4110:国歌	国歌	国歌	राष्ट्रगान	मैच से पहले सभी ने मिलकर राष्ट्रगान गाया।	জাতীয় সংগীত	খেলার আগে সবাই একসঙ্গে জাতীয় সংগীত গাইল।	pambansang awit	Bago ang laban, sabay-sabay na kinanta ng lahat ang pambansang awit.
4111:国旗	国旗	国旗	राष्ट्रीय ध्वज	स्कूल के गेट पर राष्ट्रीय ध्वज टंगा है।	জাতীয় পতাকা	বিদ্যালয়ের ফটকে জাতীয় পতাকা ঝুলছে।	pambansang watawat	Nakabitin ang pambansang watawat sa tarangkahan ng paaralan.
4112:国情	国情	国情	राष्ट्रीय परिस्थिति; देश की स्थिति	नीति बनाते समय अपने देश की परिस्थितियों पर विचार करना चाहिए।	জাতীয় বাস্তবতা; দেশের অবস্থা	নীতি তৈরি করতে দেশের নিজস্ব বাস্তবতা বিবেচনা করতে হয়।	kalagayan ng bansa; pambansang kondisyon	Dapat isaalang-alang ang kalagayan ng bansa sa paggawa ng patakaran.
4115:过后	过后	过后	के बाद; बाद में	बारिश के बाद हवा बहुत ताजी थी।	পরে; পরবর্তী সময়ে	বৃষ্টির পরে বাতাস খুব সতেজ ছিল।	pagkatapos; matapos	Pagkatapos ng ulan, presko ang hangin.
4116:过时	过时	过时	पुराना पड़ना; अप्रचलित होना	यह डिजाइन पहले ही पुराना पड़ चुका है।	সেকেলে হওয়া; অচল হওয়া	এই নকশাটি ইতিমধ্যে সেকেলে হয়ে গেছে।	luma na; laos na	Laos na ang disenyong ito.
4117:海内外	海内外	海内外	देश-विदेश; देश और विदेश	यह विश्वविद्यालय देश-विदेश के छात्रों को आकर्षित करता है।	দেশে-বিদেশে; দেশ ও বিদেশ	এই বিশ্ববিদ্যালয় দেশ-বিদেশের শিক্ষার্থীদের আকর্ষণ করে।	sa loob at labas ng bansa	Nakakaakit ang unibersidad na ito ng mga estudyante mula sa loob at labas ng bansa.
4118:海岸	海岸	海岸	समुद्र तट; तटरेखा	हम समुद्र तट के साथ-साथ टहले।	সমুদ্রতট; উপকূল	আমরা উপকূল ধরে হাঁটলাম।	baybayin; dalampasigan	Naglakad kami sa kahabaan ng baybayin.
4120:海面	海面	海面	समुद्र की सतह	डूबते सूरज की रोशनी समुद्र की सतह पर पड़ रही थी।	সমুদ্রের পৃষ্ঠ	সূর্যাস্তের আলো সমুদ্রের পৃষ্ঠে পড়ছিল।	ibabaw ng dagat	Tumatama ang liwanag ng paglubog ng araw sa ibabaw ng dagat.
4121:海域	海域	海域	समुद्री क्षेत्र	यह समुद्री क्षेत्र मछली पकड़ने के लिए उपयुक्त है।	সমুদ্রাঞ্চল; জলসীমা	এই সমুদ্রাঞ্চল মাছ ধরার জন্য উপযোগী।	karagatang sakop; bahagi ng dagat	Ang bahaging ito ng dagat ay bagay para sa pangingisda.
4122:害	害	害	नुकसान पहुंचाना; हानि करना	धूम्रपान शरीर को नुकसान पहुंचाता है।	ক্ষতি করা	ধূমপান শরীরের ক্ষতি করে।	makasama; pinsalain	Nakakasama sa katawan ang paninigarilyo.
