source_headword	KN	example_KN
revolution	ಕ್ರಾಂತಿ	ಕ್ರಾಂತಿಯು ದೇಶವನ್ನು ಬದಲಾಯಿಸಿತು.
reward	ಬಹುಮಾನ	ಕಠಿಣ ಪರಿಶ್ರಮವು ಬಹುಮಾನಕ್ಕೆ ಅರ್ಹವಾಗಿದೆ.
rhythm	ಲಯ	ಹಾಡು ಸ್ಥಿರವಾದ ಲಯವನ್ನು ಹೊಂದಿದೆ.
rid	ತೊಡೆದುಹಾಕು	ಆ ಹಳೆಯ ಫೈಲ್‌ಗಳನ್ನು ತೊಡೆದುಹಾಕಿ.
root	ಮೂಲ	ಸಮಸ್ಯೆಯ ಮೂಲವು ಹಣ.
rub	ಉಜ್ಜು	ಬಟ್ಟೆಯಿಂದ ಮೇಲ್ಮೈಯನ್ನು ಉಜ್ಜಿಕೊಳ್ಳಿ.
rubber	ರಬ್ಬರ್	ರಬ್ಬರ್ ಸೀಲ್ ಸೋರಿಕೆಯನ್ನು ತಡೆಯುತ್ತದೆ.
rural	ಗ್ರಾಮೀಣ	ಅನೇಕ ಗ್ರಾಮೀಣ ಶಾಲೆಗಳಿಗೆ ಬೆಂಬಲ ಬೇಕಾಗಿದೆ.
rush	ಆತುರ	ಈ ನಿರ್ಧಾರವನ್ನು ತೆಗೆದುಕೊಳ್ಳಲು ಆತುರಪಡಬೇಡಿ.
satellite	ಉಪಗ್ರಹ	ಉಪಗ್ರಹವು ಹೊಸ ಚಿತ್ರಗಳನ್ನು ಕಳುಹಿಸಿದೆ.
satisfied	ತೃಪ್ತ	ಗ್ರಾಹಕರು ತೃಪ್ತರಾಗಿದ್ದಾರೆಂದು ತೋರಿತು.
satisfy	ತೃಪ್ತಿಪಡಿಸು	ಆ ಉತ್ತರವು ಅವನನ್ನು ತೃಪ್ತಿಪಡಿಸಲಿಲ್ಲ.
saving	ಉಳಿತಾಯ	ಶಕ್ತಿ ಉಳಿತಾಯವು ಮಾಸಿಕ ವೆಚ್ಚಗಳನ್ನು ಕಡಿಮೆ ಮಾಡುತ್ತದೆ.
scale	ಪ್ರಮಾಣ	ಹಾನಿಯ ಪ್ರಮಾಣವು ದೊಡ್ಡದಾಗಿತ್ತು.
scheme	ಯೋಜನೆ	ಈ ಯೋಜನೆಯು ಯುವ ಕಾರ್ಮಿಕರಿಗೆ ಸಹಾಯ ಮಾಡುತ್ತದೆ.
scream	ಕಿರುಚಾಟ	ಅವರು ಹೊರಗೆ ಒಂದು ಕಿರುಚಾಟವನ್ನು ಕೇಳಿದರು.
sector	ವಲಯ	ತಂತ್ರಜ್ಞಾನ ವಲಯವು ಬೆಳೆಯುತ್ತಿದೆ.
secure	ಭದ್ರಪಡಿಸು	ಅದನ್ನು ಭದ್ರಪಡಿಸಲು ಬಾಗಿಲನ್ನು ಲಾಕ್ ಮಾಡಿ.
seek	ಹುಡುಕು	ಅವರು ತಜ್ಞರಿಂದ ಸಲಹೆಯನ್ನು ಹುಡುಕುತ್ತಾರೆ.
select	ಆಯ್ಕೆ ಮಾಡು	ಉತ್ತಮ ಆಯ್ಕೆಯನ್ನು ಆರಿಸಿ.
selection	ಆಯ್ಕೆ	ಅಂಗಡಿಯು ವ್ಯಾಪಕವಾದ ಆಯ್ಕೆಯನ್ನು ನೀಡುತ್ತದೆ.
self	ಸ್ವಂತ	ಅವಳು ತನ್ನ ನೈಜ ಸ್ವರೂಪವನ್ನು ತೋರಿಸಿದಳು.
senior	ಹಿರಿಯ	ಹಿರಿಯ ವೈದ್ಯರು ರೋಗಿಯನ್ನು ಪರೀಕ್ಷಿಸಿದರು.
sensitive	ಸೂಕ್ಷ್ಮ	ಈ ವಿಷಯವು ತುಂಬಾ ಸೂಕ್ಷ್ಮವಾಗಿದೆ.
sequence	ಅನುಕ್ರಮ	ಹಂತಗಳ ಅನುಕ್ರಮವನ್ನು ಅನುಸರಿಸಿ.
session	ಸೆಷನ್	ತರಬೇತಿ ಸೆಷನ್ ಮಧ್ಯಾಹ್ನ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
settle	ಇತ್ಯರ್ಥಪಡಿಸು	ಅವರು ವಾದವನ್ನು ತ್ವರಿತವಾಗಿ ಇತ್ಯರ್ಥಪಡಿಸುತ್ತಾರೆ.
severe	ತೀವ್ರ	ಚಂಡಮಾರುತವು ತೀವ್ರ ಪ್ರವಾಹವನ್ನು ಉಂಟುಮಾಡಿತು.
shade	ನೆರಳು	ನೆರಳಿನಲ್ಲಿ ಕುಳಿತುಕೊಳ್ಳಿ.
shadow	ನೆರಳು	ಕಿಟಕಿಯ ಮೂಲಕ ಒಂದು ನೆರಳು ಹಾದುಹೋಯಿತು.
shallow	ಆಳವಿಲ್ಲದ	ಇಲ್ಲಿ ಸರೋವರವು ಆಳವಿಲ್ಲ.
shame	ನಾಚಿಕೆ	ಸುಳ್ಳು ಹೇಳಿದ ನಂತರ ಅವನಿಗೆ ನಾಚಿಕೆಯಾಯಿತು.
shelter	ಆಶ್ರಯ	ಶಾಲೆಯು ತುರ್ತು ಆಶ್ರಯವನ್ನು ಒದಗಿಸಿತು.
shock	ಆಘಾತ	ಆ ನಿರ್ಧಾರವು ಒಂದು ಆಘಾತವಾಗಿತ್ತು.
shocked	ಆಘಾತಗೊಂಡ	ಆ ಸುದ್ದಿಯಿಂದ ಅವಳು ಆಘಾತಗೊಂಡಂತೆ ಕಾಣುತ್ತಿದ್ದಳು.
shooting	ಗುಂಡಿನ ದಾಳಿ	ನಿಲ್ದಾಣದ ಬಳಿ ಗುಂಡಿನ ದಾಳಿ ನಡೆದಿದೆ.
shot	ಹೊಡೆತ	ಗೆಲುವಿನ ಹೊಡೆತ ಎಲ್ಲರನ್ನೂ ಅಚ್ಚರಿಗೊಳಿಸಿತು.
significant	ಗಮನಾರ್ಹ	ಆವಿಷ್ಕಾರವು ಗಮನಾರ್ಹವಾಗಿತ್ತು.
significantly	ಗಣನೀಯವಾಗಿ	ಕಳೆದ ವರ್ಷ ವೆಚ್ಚಗಳು ಗಣನೀಯವಾಗಿ ಹೆಚ್ಚಾಗಿವೆ.
silence	ಮೌನ	ಕೋಣೆಯಲ್ಲಿ ಮೌನ ಆವರಿಸಿತು.
silk	ರೇಷ್ಮೆ	ಉಡುಪನ್ನು ರೇಷ್ಮೆಯಿಂದ ಮಾಡಲಾಗಿತ್ತು.
sincere	ಪ್ರಾಮಾಣಿಕ	ದಯವಿಟ್ಟು ನನ್ನ ಪ್ರಾಮಾಣಿಕ ಧನ್ಯವಾದಗಳನ್ನು ಸ್ವೀಕರಿಸಿ.
slave	ಗುಲಾಮ	ಕಾನೂನು ಪ್ರತಿಯೊಬ್ಬ ಗುಲಾಮನನ್ನು ಮುಕ್ತಗೊಳಿಸಿತು.
slide	ಜಾರುಬಂಡೆ	ಮಗು ಜಾರುಬಂಡೆಯಿಂದ ಕೆಳಗೆ ಹೋಯಿತು.
slight	ಅಲ್ಪ	ಅಲ್ಪ ವಿಳಂಬವಾಯಿತು.
slip	ಜಾರು	ಒದ್ದೆಯಾದ ನೆಲದ ಮೇಲೆ ಜಾರಬೇಡಿ.
slope	ಇಳಿಜಾರು	ಹಾದಿಯು ಕಡಿದಾದ ಇಳಿಜಾರಿನ ಮೂಲಕ ಸಾಗುತ್ತದೆ.
solar	ಸೌರ	ಮನೆಯು ಸೌರಶಕ್ತಿಯನ್ನು ಬಳಸುತ್ತದೆ.
somewhat	ಸ್ವಲ್ಪ ಮಟ್ಟಿಗೆ	ಸೂಚನೆಗಳು ಸ್ವಲ್ಪ ಮಟ್ಟಿಗೆ ಗೊಂದಲಮಯವಾಗಿದ್ದವು.
soul	ಆತ್ಮ	ಸಂಗೀತವು ಅವಳ ಆತ್ಮವನ್ನು ಉಲ್ಲಾಸಗೊಳಿಸಿತು.
specialist	ತಜ್ಞ	ತಜ್ಞರು ರೋಗಿಯನ್ನು ಪರೀಕ್ಷಿಸಿದರು.
species	ಪ್ರಭೇದ	ಈ ಪ್ರಭೇದವು ನದಿಗಳ ಹತ್ತಿರ ವಾಸಿಸುತ್ತದೆ.
spiritual	ಆಧ್ಯಾತ್ಮಿಕ	ಅವಳು ಒಂದು ಆಧ್ಯಾತ್ಮಿಕ ಅನುಭವವನ್ನು ವಿವರಿಸಿದಳು.
split	ಹಂಚಿಕೊಳ್ಳು	ಅವರು ಬಿಲ್ ಅನ್ನು ಸಮಾನವಾಗಿ ಹಂಚಿಕೊಂಡರು.
sponsor	ಪ್ರಾಯೋಜಿಸು	ಕಂಪನಿಯು ಕಾರ್ಯಕ್ರಮವನ್ನು ಪ್ರಾಯೋಜಿಸುತ್ತದೆ.
stable	ಸ್ಥಿರ	ರೋಗಿಯು ಸ್ಥಿರವಾಗಿದ್ದಾರೆ.
stare	ದಿಟ್ಟಿಸಿ ನೋಡು	ಅಪರಿಚಿತರನ್ನು ದಿಟ್ಟಿಸಿ ನೋಡಬೇಡಿ.
status	ಸ್ಥಾನಮಾನ	ಅವನ ಸ್ಥಾನಮಾನ ರಾತ್ರೋರಾತ್ರಿ ಬದಲಾಯಿತು.
steady	ಸ್ಥಿರವಾದ	ಸ್ಥಿರವಾದ ವೇಗವನ್ನು ಕಾಯ್ದುಕೊಳ್ಳಿ.
steel	ಉಕ್ಕು	ಸೇತುವೆಯನ್ನು ಉಕ್ಕಿನಿಂದ ಮಾಡಲಾಗಿದೆ.
steep	ಕಡಿದಾದ	ಬೆಟ್ಟವು ಕಡಿದಾಗಿದೆ.
sticky	ಅಂಟಂಟಾದ	ನೆಲವು ಅಂಟಂಟಾಗಿ ಅನಿಸುತ್ತಿದೆ.
stiff	ಬಿಗಿಯಾದ	ಅವನ ಭುಜ ಬಿಗಿಯಾಗಿದೆ ಎಂದು ಅನಿಸಿತು.
stock	ದಾಸ್ತಾನು	ಅಂಗಡಿಯಲ್ಲಿ ಯಾವುದೇ ದಾಸ್ತಾನು ಉಳಿದಿಲ್ಲ.
stream	ತೊರೆ	ಒಂದು ಸಣ್ಣ ತೊರೆಯು ಹೊಲವನ್ನು ಹಾದುಹೋಗುತ್ತದೆ.
stretch	ಚಾಚು	ವಿಮಾನ ಪ್ರಯಾಣದ ನಂತರ ನಿಮ್ಮ ಕಾಲುಗಳನ್ನು ಚಾಚಿ.
strict	ಕಟ್ಟುನಿಟ್ಟಾದ	ಶಾಲೆಯು ಕಟ್ಟುನಿಟ್ಟಾದ ನಿಯಮಗಳನ್ನು ಹೊಂದಿದೆ.
strike	ಮುಷ್ಕರ	ಕಾರ್ಮಿಕರು ನಾಳೆ ಮುಷ್ಕರ ಹೂಡಬಹುದು.
struggle	ಹೋರಾಡು	ಅನೇಕ ಕುಟುಂಬಗಳು ಬಾಡಿಗೆಗಾಗಿ ಹೋರಾಡುತ್ತವೆ.
submit	ಸಲ್ಲಿಸು	ಶುಕ್ರವಾರದೊಳಗೆ ಫಾರ್ಮ್ ಅನ್ನು ಸಲ್ಲಿಸಿ.
sum	ಮೊತ್ತ	ಮೊತ್ತವು ನಿರೀಕ್ಷೆಗಿಂತ ಹೆಚ್ಚಾಗಿತ್ತು.
surgery	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯು ಎರಡು ಗಂಟೆಗಳ ಕಾಲ ನಡೆಯಿತು.
surround	ಸುತ್ತುವರೆ	ಎತ್ತರದ ಮರಗಳು ಮನೆಯನ್ನು ಸುತ್ತುವರೆದಿವೆ.
surrounding	ಸುತ್ತಮುತ್ತಲಿನ	ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶವು ಶಾಂತವಾಗಿದೆ.
suspect	ಶಂಕಿಸು	ಪೊಲೀಸರು ಸ್ಥಳೀಯ ವ್ಯಕ್ತಿಯನ್ನು ಶಂಕಿಸಿದ್ದಾರೆ.
swear	ಬೈಯುವ ಪದ ಬಳಸು	ತರಗತಿಯಲ್ಲಿ ಕೆಟ್ಟ ಪದಗಳನ್ನು ಬಳಸಬೇಡಿ.
sweep	ಗುಡಿಸು	ಅತಿಥಿಗಳು ಬರುವ ಮೊದಲು ನೆಲವನ್ನು ಗುಡಿಸಿ.
sympathy	ಸಹಾನುಭೂತಿ	ಅವಳು ಸಂತ್ರಸ್ತರ ಬಗ್ಗೆ ಸಹಾನುಭೂತಿ ವ್ಯಕ್ತಪಡಿಸಿದಳು.
tale	ಕಥೆ	ಅಜ್ಜಿ ಒಂದು ವಿಚಿತ್ರ ಕಥೆಯನ್ನು ಹೇಳಿದರು.
tank	ಟ್ಯಾಂಕ್	ಟ್ಯಾಂಕ್ ಶುದ್ಧ ನೀರನ್ನು ಹೊಂದಿದೆ.
tear1	ಹರಿ	ದಾಖಲೆಯನ್ನು ಹರಿಯಬೇಡಿ.
tear2	ಕಣ್ಣೀರು	ಅವಳ ಕೆನ್ನೆಯ ಮೇಲೆ ಒಂದು ಕಣ್ಣೀರು ಜಾರಿತು.
temporary	ತಾತ್ಕಾಲಿಕ	ಕಚೇರಿಯು ಒಂದು ತಾತ್ಕಾಲಿಕ ಆಶ್ರಯವಾಗಿದೆ.
therapy	ಚಿಕಿತ್ಸೆ	ದೈಹಿಕ ಚಿಕಿತ್ಸೆಯು ಅವನ ಚೇತರಿಕೆಗೆ ಸಹಾಯ ಮಾಡಿತು.
threat	ಬೆದರಿಕೆ	ಸಂದೇಶವು ಒಂದು ಬೆದರಿಕೆಯನ್ನು ಹೊಂದಿತ್ತು.
threaten	ಬೆದರಿಕೆ ಹಾಕು	ಬಿರುಗಾಳಿಯು ಬೆಳೆಗಳಿಗೆ ಬೆದರಿಕೆ ಹಾಕಬಹುದು.
thus	ಆದ್ದರಿಂದ	ರಸ್ತೆಯನ್ನು ಮುಚ್ಚಲಾಗಿತ್ತು; ಆದ್ದರಿಂದ, ನಾವು ಕಾಯುತ್ತಿದ್ದೆವು.
tone	ಧ್ವನಿ	ಅವನ ಧ್ವನಿ ಶಾಂತವಾಗಿ ಕೇಳಿಸಿತು.
tough	ಕಠಿಣ	ಸಂದರ್ಶನವು ಕಠಿಣವಾಗಿತ್ತು.
transfer	ವರ್ಗಾಯಿಸು	ಅವರು ಪ್ರತಿದಿನ ರಾತ್ರಿ ಡೇಟಾವನ್ನು ವರ್ಗಾಯಿಸುತ್ತಾರೆ.
transform	ರೂಪಾಂತರಿಸು	ಹೊಸ ನೀತಿಯು ಸೇವೆಗಳನ್ನು ರೂಪಾಂತರಿಸುತ್ತದೆ.
transition	ಪರಿವರ್ತನೆ	ಪರಿವರ್ತನೆಗೆ ಹಲವು ತಿಂಗಳುಗಳು ಬೇಕಾದವು.
trial	ವಿಚಾರಣೆ	ವಿಚಾರಣೆಯು ಮುಂದಿನ ವಾರ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
tropical	ಉಷ್ಣವಲಯದ	ಇಲ್ಲಿ ಉಷ್ಣವಲಯದ ಬಿರುಗಾಳಿಗಳು ಸಾಮಾನ್ಯ.
truly	ನಿಜವಾಗಿಯೂ	ನಿಮ್ಮ ಸಹಾಯವನ್ನು ನಾನು ನಿಜವಾಗಿಯೂ ಪ್ರಶಂಸಿಸುತ್ತೇನೆ.
trust	ನಂಬಿಕೆ	ನಂಬಿಕೆಯನ್ನು ಬೆಳೆಸಲು ಸಮಯ ಬೇಕಾಗುತ್ತದೆ.
tune	ರಾಗ	ಬ್ಯಾಂಡ್ ಸಂತೋಷದಾಯಕ ರಾಗವನ್ನು ನುಡಿಸಿತು.
tunnel	ಸುರಂಗ	ಸುರಂಗವು ನದಿಯ ಅಡಿಯಲ್ಲಿ ಸಾಗುತ್ತದೆ.
ultimately	ಅಂತಿಮವಾಗಿ	ಅಂತಿಮವಾಗಿ, ಯೋಜನೆಯು ಯಶಸ್ವಿಯಾಯಿತು.
unconscious	ಪ್ರಜ್ಞಾಹೀನ	ರೋಗಿಯು ಪ್ರಜ್ಞಾಹೀನನಾಗಿದ್ದನು.
unexpected	ಅನಿರೀಕ್ಷಿತ	ವಿಳಂಬವು ಅನಿರೀಕ್ಷಿತವಾಗಿತ್ತು.
unique	ವಿಶಿಷ್ಟ	ಪ್ರತಿಯೊಂದು ವಿನ್ಯಾಸವೂ ವಿಶಿಷ್ಟವಾಗಿದೆ.
universe	ಬ್ರಹ್ಮಾಂಡ	ಬ್ರಹ್ಮಾಂಡವು ವಿಸ್ತರಿಸುತ್ತಿದೆ.
unknown	ಅಜ್ಞಾತ	ಹೆಸರು ಅಜ್ಞಾತವಾಗಿ ಉಳಿದಿದೆ.
upper	ಮೇಲಿನ	ಮೇಲಿನ ಕಪಾಟು ಖಾಲಿಯಾಗಿದೆ.
upwards	ಮೇಲಕ್ಕೆ	ಹೊಗೆ ಮೇಲಕ್ಕೆ ಚಲಿಸಿತು.
urban	ನಗರ	ನಗರ ಪ್ರದೇಶಗಳಿಗೆ ಉತ್ತಮ ಸಾರಿಗೆ ಅಗತ್ಯವಿದೆ.
urge	ಒತ್ತಾಯಿಸು	ವ್ಯಾಯಾಮ ಮಾಡುವಂತೆ ವೈದ್ಯರು ಜನರನ್ನು ಒತ್ತಾಯಿಸುತ್ತಾರೆ.
vary	ಬದಲಾಗುತ್ತವೆ	ಪ್ರದೇಶವನ್ನು ಅವಲಂಬಿಸಿ ಬೆಲೆಗಳು ಬದಲಾಗುತ್ತವೆ.
vast	ವಿಶಾಲವಾದ	ಮರುಭೂಮಿಯು ವಿಶಾಲವಾದ ಪ್ರದೇಶವನ್ನು ಆವರಿಸಿದೆ.
venue	ಸ್ಥಳ	ಈ ಸ್ಥಳದಲ್ಲಿ ಐನೂರು ಜನರು ಸೇರಬಹುದು.
via	ಮೂಲಕ	ಇಮೇಲ್ ಮೂಲಕ ದಾಖಲೆಯನ್ನು ಕಳುಹಿಸಿ.
victory	ಗೆಲುವು	ತಂಡವು ತನ್ನ ಗೆಲುವನ್ನು ಆಚರಿಸಿತು.
violence	ಹಿಂಸೆ	ನಗರವು ರಾಜಕೀಯ ಹಿಂಸಾಚಾರವನ್ನು ಎದುರಿಸಿತು.
virtual	ವರ್ಚುವಲ್	ಸಭೆಯು ವರ್ಚುವಲ್ ಆಗಿದೆ.
vision	ದೃಷ್ಟಿಕೋನ	ಅವಳ ದೃಷ್ಟಿಕೋನವು ಕಂಪನಿಯನ್ನು ರೂಪಿಸಿತು.
visual	ದೃಶ್ಯ	ವರದಿಯು ದೃಶ್ಯ ಉದಾಹರಣೆಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
vital	ಅತ್ಯಗತ್ಯ	ಜೀವಿಗಳಿಗೆ ನೀರು ಅತ್ಯಗತ್ಯ.
vitamin	ಜೀವಸತ್ವ	ಕಿತ್ತಳೆಯಲ್ಲಿ ಜೀವಸತ್ವ ಸಿ ಇರುತ್ತದೆ.
volume	ವಾಲ್ಯೂಮ್	ವಾಲ್ಯೂಮ್ ಕಡಿಮೆ ಮಾಡಿ.
wage	ವೇತನ	ಕಾರ್ಮಿಕರು ಹೆಚ್ಚಿನ ವೇತನಕ್ಕೆ ಒತ್ತಾಯಿಸಿದರು.
weakness	ದೌರ್ಬಲ್ಯ	ಯೋಜನೆಯಲ್ಲಿ ಒಂದು ದೌರ್ಬಲ್ಯವಿದೆ.
wealth	ಸಂಪತ್ತು	ಅವನ ಸಂಪತ್ತು ವ್ಯಾಪಾರದಿಂದ ಬಂದಿತು.
wealthy	ಶ್ರೀಮಂತ	ಶ್ರೀಮಂತ ಕುಟುಂಬವು ವಸ್ತುಸಂಗ್ರಹಾಲಯಕ್ಕೆ ಧನಸಹಾಯ ನೀಡಿತು.
whereas	ಆದರೆ	ಅವಳಿಗೆ ಚಹಾ ಇಷ್ಟ, ಆದರೆ ನನಗೆ ಕಾಫಿ ಇಷ್ಟ.
wherever	ಎಲ್ಲಿದ್ದರೂ	ನಿಮಗೆ ಆರಾಮದಾಯಕವೆನಿಸುವ ಕಡೆ ಕುಳಿತುಕೊಳ್ಳಿ.
whisper	ಪಿಸುಗುಟ್ಟು	ಸಮಾರಂಭದ ಸಮಯದಲ್ಲಿ ದಯವಿಟ್ಟು ಪಿಸುಗುಟ್ಟಿ.
whom	ಯಾರಿಗೆ	ನೀವು ಯಾರನ್ನು ಆಹ್ವಾನಿಸಿದ್ದೀರಿ?
widely	ವ್ಯಾಪಕವಾಗಿ	ಪುಸ್ತಕವನ್ನು ವ್ಯಾಪಕವಾಗಿ ಓದಲಾಗುತ್ತದೆ.
wildlife	ವನ್ಯಜೀವಿ	ಉದ್ಯಾನವನವು ಸ್ಥಳೀಯ ವನ್ಯಜೀವಿಗಳನ್ನು ರಕ್ಷಿಸುತ್ತದೆ.
willing	ಸಿದ್ಧ	ಅವಳು ಸಹಾಯ ಮಾಡಲು ಸಿದ್ಧಳಿದ್ದಾಳೆ.
wind2	ಸುತ್ತು	ರೀಲ್ ಸುತ್ತಲೂ ಕೇಬಲ್ ಅನ್ನು ಸುತ್ತಿ.
wire	ತಂತಿ	ತಂತಿಯು ಎರಡು ಸಾಧನಗಳನ್ನು ಸಂಪರ್ಕಿಸುತ್ತದೆ.
wise	ಬುದ್ಧಿವಂತ	ಅದು ಬುದ್ಧಿವಂತ ಆಯ್ಕೆಯಾಗಿತ್ತು.
witness	ಸಾಕ್ಷಿ	ಸಾಕ್ಷಿಯೊಬ್ಬರು ಅಪಘಾತವನ್ನು ವಿವರಿಸಿದರು.
wound	ಗಾಯ	ಗಾಯವನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ.
wrap	ಸುತ್ತು	ಉಡುಗೊರೆಯನ್ನು ಕಾಗದದಲ್ಲಿ ಸುತ್ತಿ.
zone	ವಲಯ	ಈ ವಲಯವನ್ನು ಸಂಚಾರಕ್ಕೆ ಮುಚ್ಚಲಾಗಿದೆ.
