source_headword	ML	example_ML
frighten	ഭയപ്പെടുത്തുക	ഉച്ചത്തിലുള്ള ശബ്ദങ്ങൾ കുഞ്ഞിനെ ഭയപ്പെടുത്തുന്നു.
frightened	ഭയപ്പെട്ട	കുട്ടി ഭയപ്പെട്ടതായി തോന്നി.
frightening	ഭയപ്പെടുത്തുന്ന	കൊടുങ്കാറ്റ് ഭയപ്പെടുത്തുന്നതായിരുന്നു.
frozen	ഉറഞ്ഞ	തടാകം ഉറഞ്ഞിരുന്നു.
fry	വറുക്കുക	ഉള്ളി അഞ്ച് മിനിറ്റ് വറുക്കുക.
fuel	ഇന്ധനം	കാറിന് കൂടുതൽ ഇന്ധനം വേണം.
function	പ്രവർത്തനം	ഈ ബട്ടണിന് ഒരു പ്രവർത്തനം ഉണ്ട്.
fur	രോമം	പൂച്ചയ്ക്ക് മൃദുവായ രോമം ഉണ്ട്.
garage	ഗാരേജ്	കാർ ഗാരേജിലാണ്.
gather	കൂടുക	ഞങ്ങൾ മേശയ്ക്കുചുറ്റും കൂടി.
generally	സാധാരണയായി	അവൾ സാധാരണയായി നേരത്തെ എത്തുന്നു.
generation	തലമുറ	ഓരോ തലമുറയും പുതിയ പ്രശ്നങ്ങൾ നേരിടുന്നു.
generous	ഉദാരമായ	അവൻ തന്റെ സമയത്തിൽ ഉദാരനാണ്.
gentle	മൃദുവായ	മൃദുവായ ശബ്ദം ഉപയോഗിക്കുക.
gentleman	മാന്യൻ	മാന്യൻ വാതിൽ തുറന്നു.
ghost	പ്രേതം	കഥയിൽ ഒരു പ്രേതത്തെ പരാമർശിക്കുന്നു.
giant	വലിയ	വലിയ സ്ക്രീൻ വേദി നിറച്ചു.
glad	സന്തോഷമുള്ള	നിങ്ങൾ വന്നതിൽ എനിക്ക് സന്തോഷമുണ്ട്.
global	ആഗോള	കാലാവസ്ഥാ മാറ്റം ആഗോള പ്രശ്നമാണ്.
glove	കയ്യുറ	ഞാൻ ഒരു കയ്യുറ നഷ്ടപ്പെടുത്തി.
goods	സാധനങ്ങൾ	സാധനങ്ങൾ വൈകി എത്തി.
grade	ഗ്രേഡ്	അവൾക്ക് ഉയർന്ന ഗ്രേഡ് ലഭിച്ചു.
graduate	ബിരുദധാരി	അവൻ അടുത്തകാലത്തെ ബിരുദധാരിയാണ്.
grain	ധാന്യം	ഒരു അരി ധാന്യം വീണു.
grateful	കൃതജ്ഞനായ	നിങ്ങളുടെ പിന്തുണയ്ക്ക് ഞാൻ കൃതജ്ഞനാണ്.
growth	വളർച്ച	ചെടി സ്ഥിരമായ വളർച്ച കാണിച്ചു.
guard	കാവൽക്കാരൻ	കാവൽക്കാരൻ ഞങ്ങളുടെ ടിക്കറ്റുകൾ പരിശോധിച്ചു.
guilty	കുറ്റബോധമുള്ള	കള്ളം പറഞ്ഞതിൽ അവൻ കുറ്റബോധമുള്ളതായി തോന്നി.
hang	തൂക്കുക	നിങ്ങളുടെ കോട്ട് ഇവിടെ തൂക്കുക.
happiness	സന്തോഷം	പണത്തിന് സന്തോഷം വാങ്ങാൻ കഴിയില്ല.
hardly	കഷ്ടിച്ച്	എനിക്ക് നിങ്ങളെ കഷ്ടിച്ച് കേൾക്കാനായി.
headline	തലക്കെട്ട്	തലക്കെട്ട് എന്റെ ശ്രദ്ധ പിടിച്ചു.
heating	ചൂടാക്കൽ	ചൂടാക്കൽ പ്രവർത്തനം നിർത്തി.
heavily	കനത്തായി	രാത്രി മുഴുവൻ കനത്തായി മഴ പെയ്തു.
helicopter	ഹെലികോപ്റ്റർ	അടുത്തിടത്ത് ഹെലികോപ്റ്റർ ഇറങ്ങി.
highlight	പ്രധാനമാക്കുക	ദയവായി പ്രധാന ആശയം പ്രധാനമാക്കുക.
highly	വളരെയധികം	അവളെ വളരെയധികം ബഹുമാനിക്കുന്നു.
hire	വാടകയ്ക്ക് എടുക്കുക	നമുക്ക് കാർ വാടകയ്ക്ക് എടുക്കണം.
historic	ചരിത്രപ്രധാനമായ	ഞങ്ങൾ ചരിത്രപ്രധാനമായ കെട്ടിടം സന്ദർശിച്ചു.
historical	ചരിത്രപരമായ	അവൾ ചരിത്രപരമായ നോവലുകൾ ഇഷ്ടപ്പെടുന്നു.
honest	സത്യസന്ധമായ	ദയവായി സത്യസന്ധമായ മറുപടി നൽകുക.
horrible	ഭയങ്കരമായ	മണം ഭയങ്കരമായിരുന്നു.
horror	ഭയം	അവൻ ഭയ സിനിമകൾ ആസ്വദിക്കുന്നു.
host	ആതിഥേയൻ	ആതിഥേയൻ എല്ലാ അതിഥികളെയും സ്വാഗതം ചെയ്തു.
