source_headword	KN	example_KN
militant	ಉಗ್ರಗಾಮಿ	ಉಗ್ರಗಾಮಿ ಗುಂಪು ಮಾತುಕತೆಗಳನ್ನು ತಿರಸ್ಕರಿಸಿತು.
militia	ಸೇನಾಪಡೆ	ಸೇನಾಪಡೆಯು ರಸ್ತೆಯನ್ನು ನಿಯಂತ್ರಿಸಿತು.
mill	ಗಿರಣಿ	ಹಳೆಯ ಗಿರಣಿ ವಸ್ತುಸಂಗ್ರಹಾಲಯವಾಯಿತು.
minimal	ಕನಿಷ್ಠ	ಯೋಜನೆಗೆ ಕನಿಷ್ಠ ಶ್ರಮ ಬೇಕಾಗುತ್ತದೆ.
minimize	ಕಡಿಮೆ ಮಾಡು	ನಾವು ಅನಗತ್ಯ ಅಪಾಯವನ್ನು ಕಡಿಮೆ ಮಾಡಬೇಕು.
mining	ಗಣಿಗಾರಿಕೆ	ಗಣಿಗಾರಿಕೆಯು ನದಿ ಕಣಿವೆಗೆ ಹಾನಿ ಮಾಡಿದೆ.
ministry	ಸಚಿವಾಲಯ	ಸಚಿವಾಲಯವು ಹೊಸ ನಿಯಮಗಳನ್ನು ಪ್ರಕಟಿಸಿತು.
minute2	ಸೂಕ್ಷ್ಮ	ಗಾಜಿನಲ್ಲಿ ಸೂಕ್ಷ್ಮ ಬಿರುಕು ಕಾಣಿಸಿಕೊಂಡಿತು.
miracle	ಪವಾಡ	ಅವನು ಚೇತರಿಸಿಕೊಂಡದ್ದು ಪವಾಡದಂತೆ ತೋರಿತು.
misery	ದುಃಖ	ನಿರಾಶ್ರಿತರು ವರ್ಷಗಳ ಕಾಲ ದುಃಖವನ್ನು ಅನುಭವಿಸಿದರು.
misleading	ದಾರಿತಪ್ಪಿಸುವ	ದಾರಿತಪ್ಪಿಸುವ ಚಾರ್ಟ್ ಓದುಗರನ್ನು ಗೊಂದಲಕ್ಕೀಡು ಮಾಡಿದೆ.
missile	ಕ್ಷಿಪಣಿ	ಕ್ಷಿಪಣಿ ಪರೀಕ್ಷೆಯು ಉದ್ವಿಗ್ನತೆಯನ್ನು ಹೆಚ್ಚಿಸಿತು.
mob	ಗುಂಪು	ಕೋಪಗೊಂಡ ಗುಂಪು ಸಂಚಾರವನ್ನು ನಿರ್ಬಂಧಿಸಿತು.
mobility	ಚಲನಶೀಲತೆ	ಉತ್ತಮ ಬಸ್‌ಗಳು ನಗರದ ಚಲನಶೀಲತೆಯನ್ನು ಸುಧಾರಿಸುತ್ತವೆ.
mobilize	ಸಜ್ಜುಗೊಳಿಸು	ನಾಯಕರು ಸ್ವಯಂಸೇವಕರನ್ನು ತ್ವರಿತವಾಗಿ ಸಜ್ಜುಗೊಳಿಸುತ್ತಾರೆ.
moderate	ಮಧ್ಯಮ	ಅಭ್ಯರ್ಥಿಯು ಮಧ್ಯಮ ದೃಷ್ಟಿಕೋನಗಳನ್ನು ಹೊಂದಿದ್ದಾನೆ.
modification	ಮಾರ್ಪಾಡು	ವಿನ್ಯಾಸಕ್ಕೆ ಒಂದು ಮಾರ್ಪಾಡು ಅಗತ್ಯವಿದೆ.
momentum	ವೇಗ	ಅಭಿಯಾನವು ವೇಗವಾಗಿ ವೇಗವನ್ನು ಪಡೆದುಕೊಂಡಿತು.
monk	ಸನ್ಯಾಸಿ	ಸನ್ಯಾಸಿಯು ಮೌನವಾಗಿ ವಾಸಿಸುತ್ತಿದ್ದನು.
monopoly	ಏಕಸ್ವಾಮ್ಯ	ಸಂಸ್ಥೆಯು ಏಕಸ್ವಾಮ್ಯವನ್ನು ಹೊಂದಿತ್ತು.
morality	ನೈತಿಕತೆ	ಈ ಕೋರ್ಸ್ ಸಾರ್ವಜನಿಕ ನೈತಿಕತೆಯನ್ನು ಪರೀಕ್ಷಿಸುತ್ತದೆ.
motive	ಉದ್ದೇಶ	ಪೊಲೀಸರು ಅವನ ಉದ್ದೇಶವನ್ನು ಪ್ರಶ್ನಿಸಿದರು.
motorist	ವಾಹನ ಚಾಲಕ	ವಾಹನ ಚಾಲಕ ಕೆಂಪು ದೀಪದ ಬಳಿ ನಿಲ್ಲಿಸಿದನು.
municipal	ಪುರಸಭೆಯ	ಈ ವರ್ಷ ಪುರಸಭೆಯ ಸೇವೆಗಳು ಸುಧಾರಿಸಿವೆ.
mutual	ಪರಸ್ಪರ	ಅವರು ಪರಸ್ಪರ ಒಪ್ಪಂದಕ್ಕೆ ಬಂದರು.
namely	ಅಂದರೆ	ಒಂದು ಸಮಸ್ಯೆ ಉಳಿದಿದೆ, ಅಂದರೆ ಹಣಕಾಸು.
nationwide	ರಾಷ್ಟ್ರವ್ಯಾಪಿ	ಮುಷ್ಕರವು ರಾಷ್ಟ್ರವ್ಯಾಪಿ ವಿಳಂಬಕ್ಕೆ ಕಾರಣವಾಯಿತು.
naval	ನೌಕಾ	ನೌಕಾನೆಲೆಯು ಕಳೆದ ವರ್ಷ ಮುಚ್ಚಲ್ಪಟ್ಟಿತು.
neglect	ನಿರ್ಲಕ್ಷಿಸು	ಮೂಲಭೂತ ಸುರಕ್ಷತೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಬೇಡಿ.
neighbouring	ನೆರೆಯ	ನೆರೆಯ ಪಟ್ಟಣಗಳು ಆಸ್ಪತ್ರೆಯನ್ನು ಹಂಚಿಕೊಂಡಿವೆ.
nest	ಗೂಡು	ಹಕ್ಕಿಯು ಗೂಡು ಕಟ್ಟಿತು.
net	ನಿವ್ವಳ	ನಿವ್ವಳ ಲಾಭವು ತೀವ್ರವಾಗಿ ಏರಿತು.
newsletter	ಸುದ್ದಿಪತ್ರ	ಸುದ್ದಿಪತ್ರವು ಪ್ರತಿ ಶುಕ್ರವಾರ ಬರುತ್ತದೆ.
niche	ಸೂಕ್ತ ಸ್ಥಾನ	ಕಂಪನಿಯು ಲಾಭದಾಯಕವಾದ ಸೂಕ್ತ ಸ್ಥಾನವನ್ನು ಕಂಡುಕೊಂಡಿದೆ.
noble	ಉದಾತ್ತ	ಅವಳ ಉದಾತ್ತ ನಡೆ ಎಲ್ಲರನ್ನು ಮೆಚ್ಚಿಸಿತು.
nod	ತಲೆದೂಗು	ನಿಮಗೆ ಅರ್ಥವಾದರೆ ದಯವಿಟ್ಟು ತಲೆದೂಗಿ.
nominate	ನಾಮನಿರ್ದೇಶನ ಮಾಡು	ಅವರು ಹೊಸ ಅಧ್ಯಕ್ಷರನ್ನು ನಾಮನಿರ್ದೇಶನ ಮಾಡುತ್ತಾರೆ.
nomination	ನಾಮನಿರ್ದೇಶನ	ಅವಳ ನಾಮನಿರ್ದೇಶನವು ಸಮಿತಿಯನ್ನು ಆಶ್ಚರ್ಯಗೊಳಿಸಿತು.
nominee	ನಾಮಿನಿ	ನಾಮಿನಿಯು ಕಷ್ಟಕರವಾದ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದರು.
nonetheless	ಆದಾಗ್ಯೂ	ಆದಾಗ್ಯೂ, ಯೋಜನೆಯು ಮುಂದುವರೆಯಿತು.
non-profit	ಲಾಭೋದ್ದೇಶವಿಲ್ಲದ	ಅವಳು ಲಾಭೋದ್ದೇಶವಿಲ್ಲದ ಕ್ಲಿನಿಕ್‌ನಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಾಳೆ.
nonsense	ಅಸಂಬದ್ಧ	ಆ ವದಂತಿಯು ಸಂಪೂರ್ಣ ಅಸಂಬದ್ಧವಾಗಿದೆ.
noon	ಮಧ್ಯಾಹ್ನ	ಸಭೆಯು ಮಧ್ಯಾಹ್ನ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
notable	ಗಮನಾರ್ಹ	ವರದಿಯು ಗಮನಾರ್ಹ ಪ್ರಗತಿಯನ್ನು ಸಾಧಿಸಿದೆ.
notably	ವಿಶೇಷವಾಗಿ	ವಿಶೇಷವಾಗಿ, ಮೇ ತಿಂಗಳಲ್ಲಿ ವೆಚ್ಚಗಳು ಕುಸಿದವು.
notify	ತಿಳಿಸು	ಹೊರಡುವ ಮೊದಲು ದಯವಿಟ್ಟು ಸಿಬ್ಬಂದಿಗೆ ತಿಳಿಸಿ.
notorious	ಕುಖ್ಯಾತ	ಆ ರಸ್ತೆ ಅಪಘಾತಗಳಿಗೆ ಕುಖ್ಯಾತವಾಗಿದೆ.
novel	ನವೀನ	ಅವರು ನವೀನ ಪರಿಹಾರವನ್ನು ಸೂಚಿಸಿದರು.
nursery	ಶಿಶುವಿಹಾರ	ಶಿಶುವಿಹಾರವು ಶಿಶುಗಳನ್ನು ನೋಡಿಕೊಳ್ಳುತ್ತದೆ.
objection	ಆಕ್ಷೇಪಣೆ	ವಕೀಲರು ಆಕ್ಷೇಪಣೆಯನ್ನು ಎತ್ತಿದರು.
oblige	ಕಡ್ಡಾಯಗೊಳಿಸು	ನಿಯಮಗಳು ಚಾಲಕರು ನಿಲ್ಲುವಂತೆ ಕಡ್ಡಾಯಗೊಳಿಸುತ್ತವೆ.
obsess	ಗೀಳುಹತ್ತು	ಸಣ್ಣ ತಪ್ಪುಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ತಲೆಕೆಡಿಸಿಕೊಳ್ಳಬೇಡಿ.
obsession	ಗೀಳು	ಅವನ ಗೀಳು ಅವನ ಕೆಲಸವನ್ನು ಹಾಳುಮಾಡಿತು.
occasional	ಸಾಂದರ್ಭಿಕ	ಸಾಂದರ್ಭಿಕ ವಿಳಂಬಗಳನ್ನು ನಿರೀಕ್ಷಿಸಲಾಗಿದೆ.
occurrence	ಘಟನೆ	ಅಂತಹ ಘಟನೆ ಅಪರೂಪ.
odds	ಅವಕಾಶಗಳು	ಯಶಸ್ಸಿನ ಅವಕಾಶಗಳು ಸುಧಾರಿಸಿದವು.
offering	ಕೊಡುಗೆ	ವಿಶ್ವವಿದ್ಯಾಲಯವು ತನ್ನ ಕೊಡುಗೆಯನ್ನು ವಿಸ್ತರಿಸಿತು.
offspring	ಸಂತತಿ	ನರಿಯು ತನ್ನ ಸಂತತಿಯನ್ನು ರಕ್ಷಿಸಿತು.
operational	ಕಾರ್ಯನಿರತ	ಹೊಸ ವ್ಯವಸ್ಥೆಯು ಕಾರ್ಯನಿರತವಾಗಿದೆ.
opt	ಆರಿಸಿಕೊಳ್ಳು	ಅನೇಕ ವಿದ್ಯಾರ್ಥಿಗಳು ಆನ್‌ಲೈನ್ ತರಗತಿಗಳನ್ನು ಆರಿಸಿಕೊಳ್ಳುತ್ತಾರೆ.
optical	ದೃಗ್ವೈಜ್ಞಾನಿಕ	ಆಪ್ಟಿಕಲ್ ಲೆನ್ಸ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸುವ ಅಗತ್ಯವಿದೆ.
optimism	ಆಶಾವಾದ	ಪ್ರಕಟಣೆಯ ನಂತರ ಆಶಾವಾದವು ಹಿಂದಿರುಗಿತು.
oral	ಮೌಖಿಕ	ಮೌಖಿಕ ಪರೀಕ್ಷೆಯು ನಾಳೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
organizational	ಸಾಂಸ್ಥಿಕ	ಸಾಂಸ್ಥಿಕ ಬದಲಾವಣೆಗಳು ತಕ್ಷಣವೇ ಪ್ರಾರಂಭವಾದವು.
orientation	ದೃಷ್ಟಿಕೋನ	ಕಾರ್ಯಾಗಾರವು ಉದ್ಯೋಗಿಗಳ ಪರಿಚಯ ಕಾರ್ಯಕ್ರಮವನ್ನು ಒಳಗೊಂಡಿತ್ತು.
originate	ಹುಟ್ಟಿಕೊಳ್ಳು	ಅನೇಕ ಸಂಪ್ರದಾಯಗಳು ಗ್ರಾಮೀಣ ಹಳ್ಳಿಗಳಲ್ಲಿ ಹುಟ್ಟಿಕೊಳ್ಳುತ್ತವೆ.
outbreak	ಏಕಾಏಕಿ ಹರಡುವಿಕೆ	ಪ್ರಕೋಪವು ನಗರದಾದ್ಯಂತ ಹರಡಿತು.
outing	ವಿಹಾರ	ತರಗತಿಯು ಮ್ಯೂಸಿಯಂ ವಿಹಾರವನ್ನು ಆನಂದಿಸಿತು.
outlet	ಮಾರಾಟ ಮಳಿಗೆ	ಮಳಿಗೆಯು ರಿಯಾಯಿತಿ ದರದ ಬಟ್ಟೆಗಳನ್ನು ಮಾರಾಟ ಮಾಡುತ್ತದೆ.
outlook	ದೃಷ್ಟಿಕೋನ	ಆರ್ಥಿಕ ದೃಷ್ಟಿಕೋನವು ಅನಿಶ್ಚಿತವಾಗಿ ಉಳಿದಿದೆ.
outrage	ಆಕ್ರೋಶ	ಈ ನಿರ್ಧಾರವು ಸಾರ್ವಜನಿಕರ ಆಕ್ರೋಶಕ್ಕೆ ಕಾರಣವಾಯಿತು.
outsider	ಹೊರಗಿನವನು	ಹೊರಗಿನವಳಾಗಿ, ಅವಳು ಸಮಸ್ಯೆಗಳನ್ನು ಗಮನಿಸಿದಳು.
overlook	ಕಡೆಗಣಿಸು	ಸಣ್ಣ ವಿವರಗಳನ್ನು ಕಡೆಗಣಿಸಬೇಡಿ.
overly	ವಿಪರೀತವಾಗಿ	ಸೂಚನೆಗಳು ವಿಪರೀತವಾಗಿ ಸಂಕೀರ್ಣವಾಗಿದ್ದವು.
oversee	ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು	ಅವಳು ಯೋಜನೆಯನ್ನು ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡುತ್ತಾಳೆ.
overturn	ರದ್ದುಗೊಳಿಸು	ನ್ಯಾಯಾಲಯವು ತೀರ್ಪನ್ನು ರದ್ದುಗೊಳಿಸಬಹುದು.
overwhelm	ಮುಳುಗಿಸು	ಹೆಚ್ಚಿನ ಮಾಹಿತಿಯು ಕಲಿಯುವವರನ್ನು ಕಂಗೆಡಿಸಬಹುದು.
overwhelming	ಅಗಾಧ	ಸಾಕ್ಷ್ಯವು ಅಗಾಧವಾಗಿತ್ತು.
pad	ಪ್ಯಾಡ್	ಮೊಣಕಾಲುಗಳನ್ನು ರಕ್ಷಿಸಲು ಪ್ಯಾಡ್ ಬಳಸಿ.
parameter	ನಿಯತಾಂಕ	ಒಮ್ಮೆಗೆ ಒಂದು ನಿಯತಾಂಕವನ್ನು ಹೊಂದಿಸಿ.
parental	ಪೋಷಕರ	ಪೋಷಕರ ಬೆಂಬಲವು ಹಾಜರಾತಿಯನ್ನು ಸುಧಾರಿಸಿತು.
parish	ಚರ್ಚ್ ಆಡಳಿತ ಪ್ರದೇಶ	ಪ್ಯಾರಿಷ್ ಚಾರಿಟಿ ಭೋಜನವನ್ನು ಆಯೋಜಿಸಿತು.
parliamentary	ಸಂಸದೀಯ	ಸಂಸದೀಯ ಚರ್ಚೆಯು ಗಂಟೆಗಳ ಕಾಲ ನಡೆಯಿತು.
partial	ಭಾಗಶಃ	ವರದಿಯು ಭಾಗಶಃ ಉತ್ತರವನ್ನು ನೀಡಿತು.
partially	ಭಾಗಶಃ	ಕಿಟಕಿಯು ಭಾಗಶಃ ತೆರೆದಿತ್ತು.
passing	ನಿಧನ	ಅವಳ ನಿಧನವು ಹಠಾತ್ತಾಗಿತ್ತು.
passive	ನಿಷ್ಕ್ರಿಯ	ನಿಷ್ಕ್ರಿಯ ಹೂಡಿಕೆದಾರರು ಸ್ಥಿರ ಆದಾಯವನ್ನು ಒಪ್ಪಿಕೊಂಡರು.
pastor	ಪಾದ್ರಿ	ಪಾದ್ರಿಯು ಕುಟುಂಬವನ್ನು ಭೇಟಿ ಮಾಡಿದರು.
patch	ತೇಪೆ	ಜಾಕೆಟ್‌ಗೆ ಸಣ್ಣ ತೇಪೆಯ ಅಗತ್ಯವಿದೆ.
patent	ಪೇಟೆಂಟ್	ಕಂಪನಿಯು ಪೇಟೆಂಟ್ ಸಲ್ಲಿಸಿತು.
pathway	ಮಾರ್ಗ	ಮಾರ್ಗವು ಪ್ರಮಾಣೀಕರಣಕ್ಕೆ ದಾರಿ ಮಾಡಿಕೊಡುತ್ತದೆ.
patrol	ಗಸ್ತು	ಪೊಲೀಸರು ರಾತ್ರಿಯಲ್ಲಿ ಆ ಪ್ರದೇಶದಲ್ಲಿ ಗಸ್ತು ತಿರುಗುತ್ತಾರೆ.
patron	ಪೋಷಕ	ಮ್ಯೂಸಿಯಂ ತನ್ನ ಪೋಷಕರಿಗೆ ಧನ್ಯವಾದ ಅರ್ಪಿಸಿತು.
peak	ಶಿಖರ	ಬೇಡಿಕೆಯು ಚಳಿಗಾಲದ ಉತ್ತುಂಗವನ್ನು ತಲುಪಿತು.
peasant	ರೈತ	ರೈತ ಸ್ವಲ್ಪವೇ ಭೂಮಿಯನ್ನು ಹೊಂದಿದ್ದನು.
peculiar	ವಿಲಕ್ಷಣ	ಕೋಣೆಯು ವಿಲಕ್ಷಣ ವಾಸನೆಯನ್ನು ಹೊಂದಿತ್ತು.
persist	ಮುಂದುವರಿಯುವ	ರೋಗಲಕ್ಷಣಗಳು ದಿನಗಳವರೆಗೆ ಮುಂದುವರಿಯಬಹುದು.
persistent	ನಿರಂತರ	ನಿರಂತರ ಕೆಮ್ಮಿಗೆ ಗಮನ ಬೇಕು.
personnel	ಸಿಬ್ಬಂದಿ	ಸಿಬ್ಬಂದಿ ದಾಖಲೆಗಳು ಗೌಪ್ಯವಾಗಿವೆ.
petition	ಅರ್ಜಿ	ಅರ್ಜಿಯು ಸಾವಿರಾರು ಸಹಿಗಳನ್ನು ಸಂಗ್ರಹಿಸಿತು.
philosopher	ತತ್ವಜ್ಞಾನಿ	ತತ್ವಜ್ಞಾನಿಯು ಸಾಮಾನ್ಯ ಊಹೆಗಳನ್ನು ಪ್ರಶ್ನಿಸಿದನು.
philosophical	ತಾತ್ವಿಕ	ಚರ್ಚೆಯು ತಾತ್ವಿಕವಾಯಿತು.
physician	ವೈದ್ಯ	ವೈದ್ಯರು ರಕ್ತ ಪರೀಕ್ಷೆಗಳನ್ನು ಸೂಚಿಸಿದರು.
pioneer	ಪ್ರವರ್ತಕ	ಅವಳು ವೈದ್ಯಕೀಯ ಕ್ಷೇತ್ರದಲ್ಲಿ ಪ್ರವರ್ತಕಳಾದಳು.
pipeline	ಪೈಪ್‌ಲೈನ್	ಪೈಪ್‌ಲೈನ್ ಅನಿಲವನ್ನು ಭೂಮಿಯಡಿಯಲ್ಲಿ ಸಾಗಿಸುತ್ತದೆ.
pirate	ಕಡಲ್ಗಳ್ಳ	ಕಡಲ್ಗಳ್ಳರ ಹಡಗು ಕಡಲಾಚೆಯಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡಿತು.
pit	ಹೊಂಡ	ಕೆಲಸಗಾರರು ಆಳವಾದ ಹೊಂಡವನ್ನು ತೋಡಿದರು.
plea	ಮನವಿ	ಅವನ ಸಹಾಯದ ಮನವಿಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಲಾಯಿತು.
plead	ಒಪ್ಪಿಕೊಳ್ಳು	ಶಂಕಿತನು ತಪ್ಪೊಪ್ಪಿಕೊಳ್ಳುತ್ತಾನೆ.
pledge	ಪ್ರತಿಜ್ಞೆ ಮಾಡು	ಅವರು ಸುಧಾರಣೆಗಳನ್ನು ಬೆಂಬಲಿಸುವುದಾಗಿ ಪ್ರತಿಜ್ಞೆ ಮಾಡುತ್ತಾರೆ.
plug	ಪ್ಲಗ್ ಹಾಕು	ಸಾಕೆಟ್‌ಗೆ ಕೇಬಲ್ ಅನ್ನು ಪ್ಲಗ್ ಮಾಡಿ.
plunge	ಕುಸಿಯುವ	ಹಗರಣದ ನಂತರ ಬೆಲೆಗಳು ಕುಸಿಯಬಹುದು.
pole	ಕಂಬ	ಧ್ವಜವು ಕಂಬದಿಂದ ನೇತಾಡುತ್ತಿತ್ತು.
poll	ಸಮೀಕ್ಷೆ	ಸಮೀಕ್ಷೆಯು ಬದಲಾಗುತ್ತಿರುವ ಅಭಿಪ್ರಾಯಗಳನ್ನು ತೋರಿಸಿದೆ.
pond	ಕೊಳ	ಬಾತುಕೋಳಿಗಳು ಹೆಪ್ಪುಗಟ್ಟಿದ ಕೊಳವನ್ನು ದಾಟಿದವು.
pop	ಸಿಡಿಯುವ	ಚೂಪಾದ ವಸ್ತುಗಳ ಬಳಿ ಬಲೂನುಗಳು ಸಿಡಿಯುತ್ತವೆ.
portfolio	ಬಂಡವಾಳ	ಅವಳ ಪೋರ್ಟ್‌ಫೋಲಿಯೊ ಅನೇಕ ಸ್ಟಾರ್ಟ್ಅಪ್‌ಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
portray	ಚಿತ್ರಿಸು	ಚಿತ್ರವು ಗ್ರಾಮೀಣ ಜೀವನವನ್ನು ಚಿತ್ರಿಸುತ್ತದೆ.
postpone	ಮುಂದೂಡು	ಅವರು ವಿಚಾರಣೆಯನ್ನು ಮುಂದೂಡಲು ನಿರ್ಧರಿಸಿದರು.
post-war	ಯುದ್ಧಾನಂತರದ	ಯುದ್ಧಾನಂತರದ ವಸತಿ ತುರ್ತಾಗಿ ಅಗತ್ಯವಾಗಿತ್ತು.
practitioner	ವೈದ್ಯ	ವೈದ್ಯರು ಚಿಕಿತ್ಸೆಯನ್ನು ವಿವರಿಸಿದರು.
preach	ಬೋಧಿಸು	ಭಾನುವಾರ ಪಾದ್ರಿ ಬೋಧಿಸುತ್ತಾರೆ.
precedent	ಪೂರ್ವನಿದರ್ಶನ	ಈ ತೀರ್ಪು ಪ್ರಮುಖ ಪೂರ್ವನಿದರ್ಶನವನ್ನು ಸ್ಥಾಪಿಸಿತು.
precision	ನಿಖರತೆ	ಯಂತ್ರವು ನಿಖರತೆಯಿಂದ ಕತ್ತರಿಸುತ್ತದೆ.
predator	ಪರಭಕ್ಷಕ	ಪರಭಕ್ಷಕವು ನದಿಯ ಬಳಿ ಕಾಯುತ್ತಿತ್ತು.
predecessor	ಪೂರ್ವಾಧಿಕಾರಿ	ಅವಳ ಪೂರ್ವಾಧಿಕಾರಿಯು ವಿವರವಾದ ಟಿಪ್ಪಣಿಗಳನ್ನು ಬಿಟ್ಟುಹೋದರು.
predominantly	ಪ್ರಧಾನವಾಗಿ	ಈ ಪ್ರದೇಶವು ಪ್ರಧಾನವಾಗಿ ವಸತಿ ಪ್ರದೇಶವಾಗಿದೆ.
pregnancy	ಗರ್ಭಧಾರಣೆ	ಗರ್ಭಧಾರಣೆಗೆ ನಿಯಮಿತ ವೈದ್ಯಕೀಯ ಆರೈಕೆಯ ಅಗತ್ಯವಿದೆ.
prejudice	ಪೂರ್ವಾಗ್ರಹ	ಈ ಪ್ರಚಾರವು ಜನಾಂಗೀಯ ಪೂರ್ವಾಗ್ರಹವನ್ನು ಪ್ರಶ್ನಿಸಿತು.
preliminary	ಪ್ರಾಥಮಿಕ	ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶಗಳು ಭರವಸೆ ನೀಡುವಂತಿವೆ.
premier	ಪ್ರಧಾನ ಮಂತ್ರಿ	ಪ್ರಧಾನ ಮಂತ್ರಿ ಇಂದು ಸಂಸತ್ತನ್ನು ಉದ್ದೇಶಿಸಿ ಮಾತನಾಡಿದರು.
premise	ಆಧಾರ	ವಾದವು ಸುಳ್ಳು ಆಧಾರದ ಮೇಲೆ ನಿಂತಿದೆ.
premium	ಪ್ರೀಮಿಯಂ	ಗ್ರಾಹಕರು ವೇಗಕ್ಕಾಗಿ ಪ್ರೀಮಿಯಂ ಪಾವತಿಸಿದರು.
prescribe	ಶಿಫಾರಸು ಮಾಡು	ವೈದ್ಯರು ಪ್ರತಿಜೀವಕಗಳನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಶಿಫಾರಸು ಮಾಡುತ್ತಾರೆ.
prescription	ಪ್ರಿಸ್ಕ್ರಿಪ್ಷನ್	ಈ ಪ್ರಿಸ್ಕ್ರಿಪ್ಷನ್ ಮುಂದಿನ ತಿಂಗಳು ಮುಕ್ತಾಯಗೊಳ್ಳುತ್ತದೆ.
presently	ಪ್ರಸ್ತುತ	ಅವಳು ಪ್ರಸ್ತುತ ಲಭ್ಯವಿಲ್ಲ.
preservation	ಸಂರಕ್ಷಣೆ	ಸಂರಕ್ಷಣೆಯು ಐತಿಹಾಸಿಕ ಕಟ್ಟಡಗಳನ್ನು ರಕ್ಷಿಸುತ್ತದೆ.
preside	ಅಧ್ಯಕ್ಷತೆ ವಹಿಸು	ನ್ಯಾಯಾಧೀಶರು ವಿಚಾರಣೆಯ ಅಧ್ಯಕ್ಷತೆ ವಹಿಸುತ್ತಾರೆ.
presidency	ಅಧ್ಯಕ್ಷ ಸ್ಥಾನ	ಅವನ ಅಧ್ಯಕ್ಷ ಸ್ಥಾನವು ಎಂಟು ವರ್ಷಗಳ ಕಾಲ ನಡೆಯಿತು.
presidential	ಅಧ್ಯಕ್ಷೀಯ	ಅಧ್ಯಕ್ಷೀಯ ಚುನಾವಣೆಯು ಗಮನ ಸೆಳೆಯಿತು.
prestigious	ಪ್ರತಿಷ್ಠಿತ	ಅವಳು ಪ್ರತಿಷ್ಠಿತ ವಿದ್ಯಾರ್ಥಿವೇತನವನ್ನು ಗೆದ್ದಳು.
presumably	ಬಹುಶಃ	ಬಹುಶಃ ಕಚೇರಿಯು ಇಂದು ಮುಚ್ಚಿರಬಹುದು.
presume	ಊಹಿಸು	ದಾಖಲೆಗಳು ಅಸಲಿಯಾದವು ಎಂದು ನಾವು ಭಾವಿಸುತ್ತೇವೆ.
prevail	ಮೇಲುಗೈ ಸಾಧಿಸು	ಸಾಮಾನ್ಯ ಜ್ಞಾನವು ಮೇಲುಗೈ ಸಾಧಿಸಬೇಕು.
prevalence	ಹರಡುವಿಕೆ	ಅಸ್ತಮಾದ ಹರಡುವಿಕೆ ಹೆಚ್ಚಾಗಿದೆ.
prevention	ತಡೆಗಟ್ಟುವಿಕೆ	ದುರಸ್തിಗಿಂತ ತಡೆಗಟ್ಟುವಿಕೆ ಅಗ್ಗವಾಗಿದೆ.
