part_of_speech	source_lemma	display_ES	display_ES_419	article_ES	article_ES_419	gender	number_policy	verb_infinitive	verb_group	meaning_note	semantic_scene	topic_domain	example_ES	example_ES_419
noun	jardín	jardín	jardín	el	el	masculine	singular_default	not_applicable	not_applicable	garden	home area	home_objects	El jardín está detrás de la casa.	El jardín está detrás de la casa.
noun	garaje	garaje	garaje	el	el	masculine	singular_default	not_applicable	not_applicable	garage	home area	home_objects	El garaje está cerrado.	El garaje está cerrado.
noun	pasillo	pasillo	pasillo	el	el	masculine	singular_default	not_applicable	not_applicable	hallway	home area	home_objects	El pasillo es largo.	El pasillo es largo.
noun	pared	pared	pared	la	la	feminine	singular_default	not_applicable	not_applicable	wall	home surface	home_objects	La pared es blanca.	La pared es blanca.
noun	suelo	suelo	suelo	el	el	masculine	singular_default	not_applicable	not_applicable	floor	home surface	home_objects	El suelo está limpio.	El suelo está limpio.
noun	techo	techo	techo	el	el	masculine	singular_default	not_applicable	not_applicable	ceiling or roof	home surface	home_objects	El techo es alto.	El techo es alto.
noun	luz	luz	luz	la	la	feminine	singular_default	not_applicable	not_applicable	light	home utility	home_objects	La luz está apagada.	La luz está apagada.
noun	lámpara	lámpara	lámpara	la	la	feminine	singular_default	not_applicable	not_applicable	lamp	home object	home_objects	La lámpara está sobre la mesa.	La lámpara está sobre la mesa.
noun	enchufe	enchufe	enchufe	el	el	masculine	singular_default	not_applicable	not_applicable	electrical outlet	home object	home_objects	El enchufe está en la pared.	El enchufe está en la pared.
noun	escalera	escalera	escalera	la	la	feminine	singular_default	not_applicable	not_applicable	stairs	home or building object	home_objects	La escalera sube al segundo piso.	La escalera sube al segundo piso.
noun	ascensor	ascensor	ascensor	el	el	masculine	singular_default	not_applicable	not_applicable	elevator	building object	home_objects	El ascensor está en el pasillo.	El ascensor está en el pasillo.
noun	nevera	nevera	refrigerador	la	el	feminine	singular_default	not_applicable	not_applicable	refrigerator	regional home object	home_objects	La nevera está en la cocina.	El refrigerador está en la cocina.
noun	lavadora	lavadora	lavadora	la	la	feminine	singular_default	not_applicable	not_applicable	washing machine	home appliance	home_objects	La lavadora está en el baño.	La lavadora está en el baño.
noun	ducha	ducha	ducha	la	la	feminine	singular_default	not_applicable	not_applicable	shower	bathroom object	home_objects	La ducha tiene agua caliente.	La ducha tiene agua caliente.
noun	espejo	espejo	espejo	el	el	masculine	singular_default	not_applicable	not_applicable	mirror	home object	home_objects	El espejo está en el baño.	El espejo está en el baño.
noun	armario	armario	armario	el	el	masculine	singular_default	not_applicable	not_applicable	wardrobe or closet	furniture	home_objects	El armario está lleno de ropa.	El armario está lleno de ropa.
noun	cajón	cajón	cajón	el	el	masculine	singular_default	not_applicable	not_applicable	drawer	furniture part	home_objects	El cajón tiene calcetines.	El cajón tiene calcetines.
noun	estante	estante	estante	el	el	masculine	singular_default	not_applicable	not_applicable	shelf	furniture part	home_objects	El estante tiene libros.	El estante tiene libros.
noun	alfombra	alfombra	alfombra	la	la	feminine	singular_default	not_applicable	not_applicable	rug	home object	home_objects	La alfombra está en la sala.	La alfombra está en la sala.
noun	cortina	cortina	cortina	la	la	feminine	singular_default	not_applicable	not_applicable	curtain	home object	home_objects	La cortina está junto a la ventana.	La cortina está junto a la ventana.
noun	almohada	almohada	almohada	la	la	feminine	singular_default	not_applicable	not_applicable	pillow	bed object	home_objects	La almohada está en la cama.	La almohada está en la cama.
noun	manta	manta	manta	la	la	feminine	singular_default	not_applicable	not_applicable	blanket	bed object	home_objects	La manta está caliente.	La manta está caliente.
noun	sábana	sábana	sábana	la	la	feminine	singular_default	not_applicable	not_applicable	sheet	bed object	home_objects	La sábana es blanca.	La sábana es blanca.
noun	televisión	televisión	televisión	la	la	feminine	singular_default	not_applicable	not_applicable	television	home object	home_objects	La televisión está en la sala.	La televisión está en la sala.
noun	radio	radio	radio	la	la	feminine	singular_default	not_applicable	not_applicable	radio	home object	home_objects	La radio está encendida.	La radio está encendida.
noun	foto	foto	foto	la	la	feminine	singular_default	not_applicable	not_applicable	photo	home object	home_objects	La foto está en la pared.	La foto está en la pared.
noun	cuadro	cuadro	cuadro	el	el	masculine	singular_default	not_applicable	not_applicable	picture or painting	home object	home_objects	El cuadro está sobre el sofá.	El cuadro está sobre el sofá.
noun	olla	olla	olla	la	la	feminine	singular_default	not_applicable	not_applicable	pot	kitchen object	home_objects	La olla está en la cocina.	La olla está en la cocina.
noun	sartén	sartén	sartén	la	la	feminine	singular_default	not_applicable	not_applicable	frying pan	kitchen object	home_objects	La sartén está caliente.	La sartén está caliente.
noun	horno	horno	horno	el	el	masculine	singular_default	not_applicable	not_applicable	oven	kitchen appliance	home_objects	El horno está apagado.	El horno está apagado.
noun	microondas	microondas	microondas	el	el	masculine	singular_default	not_applicable	not_applicable	microwave	kitchen appliance	home_objects	El microondas está limpio.	El microondas está limpio.
noun	plaza	plaza	plaza	la	la	feminine	singular_default	not_applicable	not_applicable	square	city place	city_travel_services	La plaza está en el centro.	La plaza está en el centro.
noun	parque	parque	parque	el	el	masculine	singular_default	not_applicable	not_applicable	park	city place	city_travel_services	El parque tiene árboles.	El parque tiene árboles.
noun	museo	museo	museo	el	el	masculine	singular_default	not_applicable	not_applicable	museum	city place	city_travel_services	El museo abre a las diez.	El museo abre a las diez.
noun	cine	cine	cine	el	el	masculine	singular_default	not_applicable	not_applicable	cinema	city place	city_travel_services	El cine está cerca del restaurante.	El cine está cerca del restaurante.
noun	teatro	teatro	teatro	el	el	masculine	singular_default	not_applicable	not_applicable	theater	city place	city_travel_services	El teatro es grande.	El teatro es grande.
noun	iglesia	iglesia	iglesia	la	la	feminine	singular_default	not_applicable	not_applicable	church	city place	city_travel_services	La iglesia está en la plaza.	La iglesia está en la plaza.
noun	biblioteca	biblioteca	biblioteca	la	la	feminine	singular_default	not_applicable	not_applicable	library	city place	city_travel_services	La biblioteca tiene muchos libros.	La biblioteca tiene muchos libros.
noun	correo	correo	correo	el	el	masculine	singular_default	not_applicable	not_applicable	post office or mail	service place	city_travel_services	El correo está al lado del banco.	El correo está al lado del banco.
noun	comisaría	comisaría	comisaría	la	la	feminine	singular_default	not_applicable	not_applicable	police station	service place	city_travel_services	La comisaría está en esta calle.	La comisaría está en esta calle.
noun	ayuntamiento	ayuntamiento	municipalidad	el	la	masculine	singular_default	not_applicable	not_applicable	city hall	regional civic place	city_travel_services	El ayuntamiento está en el centro.	La municipalidad está en el centro.
noun	puerto	puerto	puerto	el	el	masculine	singular_default	not_applicable	not_applicable	port	travel place	city_travel_services	El puerto está cerca del mar.	El puerto está cerca del mar.
noun	playa	playa	playa	la	la	feminine	singular_default	not_applicable	not_applicable	beach	travel place	city_travel_services	La playa tiene arena blanca.	La playa tiene arena blanca.
noun	piscina	piscina	piscina	la	la	feminine	singular_default	not_applicable	not_applicable	swimming pool	leisure place	city_travel_services	La piscina está abierta.	La piscina está abierta.
noun	montaña	montaña	montaña	la	la	feminine	singular_default	not_applicable	not_applicable	mountain	nature place	city_travel_services	La montaña está lejos.	La montaña está lejos.
noun	río	río	río	el	el	masculine	singular_default	not_applicable	not_applicable	river	nature place	city_travel_services	El río pasa por la ciudad.	El río pasa por la ciudad.
noun	lago	lago	lago	el	el	masculine	singular_default	not_applicable	not_applicable	lake	nature place	city_travel_services	El lago está cerca del pueblo.	El lago está cerca del pueblo.
noun	puente	puente	puente	el	el	masculine	singular_default	not_applicable	not_applicable	bridge	city object	city_travel_services	El puente cruza el río.	El puente cruza el río.
noun	camino	camino	camino	el	el	masculine	singular_default	not_applicable	not_applicable	path or road	route	city_travel_services	El camino llega a la playa.	El camino llega a la playa.
noun	esquina	esquina	esquina	la	la	feminine	singular_default	not_applicable	not_applicable	corner	street place	city_travel_services	La tienda está en la esquina.	La tienda está en la esquina.
noun	semáforo	semáforo	semáforo	el	el	masculine	singular_default	not_applicable	not_applicable	traffic light	street object	city_travel_services	El semáforo está en rojo.	El semáforo está en rojo.
noun	acera	acera	banqueta	la	la	feminine	singular_default	not_applicable	not_applicable	sidewalk	regional street object	city_travel_services	La acera está limpia.	La banqueta está limpia.
noun	aparcamiento	aparcamiento	estacionamiento	el	el	masculine	singular_default	not_applicable	not_applicable	parking lot	regional city service	city_travel_services	El aparcamiento está lleno.	El estacionamiento está lleno.
noun	entrada	entrada	entrada	la	la	feminine	singular_default	not_applicable	not_applicable	entrance	entering place	city_travel_services	La entrada está a la derecha.	La entrada está a la derecha.
noun	salida	salida	salida	la	la	feminine	singular_default	not_applicable	not_applicable	exit	leaving place	city_travel_services	La salida está al fondo.	La salida está al fondo.
noun	dirección	dirección	dirección	la	la	feminine	singular_default	not_applicable	not_applicable	address	address on a form	city_travel_services	La dirección está en el papel.	La dirección está en el papel.
noun	número	número	número	el	el	masculine	singular_default	not_applicable	not_applicable	number	number on a form	city_travel_services	El número está en la puerta.	El número está en la puerta.
noun	viaje	viaje	viaje	el	el	masculine	singular_default	not_applicable	not_applicable	trip	travel plan	city_travel_services	El viaje empieza mañana.	El viaje empieza mañana.
noun	maleta	maleta	maleta	la	la	feminine	singular_default	not_applicable	not_applicable	suitcase	travel item	city_travel_services	La maleta está en el hotel.	La maleta está en el hotel.
noun	pasaporte	pasaporte	pasaporte	el	el	masculine	singular_default	not_applicable	not_applicable	passport	travel document	city_travel_services	El pasaporte está en la cartera.	El pasaporte está en la cartera.
noun	documento	documento	documento	el	el	masculine	singular_default	not_applicable	not_applicable	document	paper document	city_travel_services	El documento está en la mesa.	El documento está en la mesa.
noun	metro	metro	metro	el	el	masculine	singular_default	not_applicable	not_applicable	metro or subway	public transport	city_travel_services	El metro llega pronto.	El metro llega pronto.
noun	tranvía	tranvía	tranvía	el	el	masculine	singular_default	not_applicable	not_applicable	tram	public transport	city_travel_services	El tranvía pasa por la plaza.	El tranvía pasa por la plaza.
noun	barco	barco	barco	el	el	masculine	singular_default	not_applicable	not_applicable	boat	travel vehicle	city_travel_services	El barco está en el puerto.	El barco está en el puerto.
noun	avión	avión	avión	el	el	masculine	singular_default	not_applicable	not_applicable	airplane	travel vehicle	city_travel_services	El avión sale por la tarde.	El avión sale por la tarde.
noun	bicicleta	bicicleta	bicicleta	la	la	feminine	singular_default	not_applicable	not_applicable	bicycle	transport vehicle	city_travel_services	La bicicleta está junto a la casa.	La bicicleta está junto a la casa.
noun	yogur	yogur	yogur	el	el	masculine	singular_default	not_applicable	not_applicable	yogurt	breakfast food	food_shopping	El yogur está frío.	El yogur está frío.
noun	mantequilla	mantequilla	mantequilla	la	la	feminine	singular_default	not_applicable	not_applicable	butter	food item	food_shopping	La mantequilla está con el pan.	La mantequilla está con el pan.
noun	harina	harina	harina	la	la	feminine	singular_default	not_applicable	not_applicable	flour	food ingredient	food_shopping	La harina está en la bolsa.	La harina está en la bolsa.
noun	cereal	cereal	cereal	el	el	masculine	singular_default	not_applicable	not_applicable	cereal	breakfast food	food_shopping	El cereal está en la mesa.	El cereal está en la mesa.
noun	galleta	galleta	galleta	la	la	feminine	singular_default	not_applicable	not_applicable	cookie or biscuit	snack food	food_shopping	La galleta es dulce.	La galleta es dulce.
noun	postre	postre	postre	el	el	masculine	singular_default	not_applicable	not_applicable	dessert	after meal food	food_shopping	El postre es pequeño.	El postre es pequeño.
noun	helado	helado	helado	el	el	masculine	singular_default	not_applicable	not_applicable	ice cream	dessert food	food_shopping	El helado está frío.	El helado está frío.
noun	chocolate	chocolate	chocolate	el	el	masculine	singular_default	not_applicable	not_applicable	chocolate	sweet food	food_shopping	El chocolate está en la tienda.	El chocolate está en la tienda.
noun	marisco	marisco	marisco	el	el	masculine	singular_default	not_applicable	not_applicable	seafood	food item	food_shopping	El marisco está en el mercado.	El marisco está en el mercado.
noun	jamón	jamón	jamón	el	el	masculine	singular_default	not_applicable	not_applicable	ham	food item	food_shopping	El jamón está en el plato.	El jamón está en el plato.
noun	salchicha	salchicha	salchicha	la	la	feminine	singular_default	not_applicable	not_applicable	sausage	food item	food_shopping	La salchicha está caliente.	La salchicha está caliente.
noun	maíz	maíz	maíz	el	el	masculine	singular_default	not_applicable	not_applicable	corn	vegetable or grain	food_shopping	El maíz está en la ensalada.	El maíz está en la ensalada.
noun	zanahoria	zanahoria	zanahoria	la	la	feminine	singular_default	not_applicable	not_applicable	carrot	vegetable	food_shopping	La zanahoria está en la sopa.	La zanahoria está en la sopa.
noun	lechuga	lechuga	lechuga	la	la	feminine	singular_default	not_applicable	not_applicable	lettuce	vegetable	food_shopping	La lechuga está fresca.	La lechuga está fresca.
noun	pepino	pepino	pepino	el	el	masculine	singular_default	not_applicable	not_applicable	cucumber	vegetable	food_shopping	El pepino está en la ensalada.	El pepino está en la ensalada.
noun	limón	limón	limón	el	el	masculine	singular_default	not_applicable	not_applicable	lemon	fruit	food_shopping	El limón está en la cocina.	El limón está en la cocina.
noun	fresa	fresa	fresa	la	la	feminine	singular_default	not_applicable	not_applicable	strawberry	fruit	food_shopping	La fresa es roja.	La fresa es roja.
noun	pera	pera	pera	la	la	feminine	singular_default	not_applicable	not_applicable	pear	fruit	food_shopping	La pera está dulce.	La pera está dulce.
noun	melón	melón	melón	el	el	masculine	singular_default	not_applicable	not_applicable	melon	fruit	food_shopping	El melón está en la mesa.	El melón está en la mesa.
noun	sandía	sandía	sandía	la	la	feminine	singular_default	not_applicable	not_applicable	watermelon	fruit	food_shopping	La sandía es grande.	La sandía es grande.
noun	cacahuete	cacahuete	maní	el	el	masculine	singular_default	not_applicable	not_applicable	peanut	regional food word	food_shopping	El cacahuete está en la bolsa.	El maní está en la bolsa.
noun	panadería	panadería	panadería	la	la	feminine	singular_default	not_applicable	not_applicable	bakery	food shop	food_shopping	La panadería vende pan.	La panadería vende pan.
noun	carnicería	carnicería	carnicería	la	la	feminine	singular_default	not_applicable	not_applicable	butcher shop	food shop	food_shopping	La carnicería está en el mercado.	La carnicería está en el mercado.
noun	caja	caja	caja	la	la	feminine	singular_default	not_applicable	not_applicable	checkout or box	paying at checkout	food_shopping	Pago en la caja.	Pago en la caja.
noun	recibo	recibo	recibo	el	el	masculine	singular_default	not_applicable	not_applicable	receipt	after paying	food_shopping	El recibo está en la bolsa.	El recibo está en la bolsa.
noun	cambio	cambio	cambio	el	el	masculine	singular_default	not_applicable	not_applicable	change	money after payment	food_shopping	El cambio está en la mano.	El cambio está en la mano.
noun	oferta	oferta	oferta	la	la	feminine	singular_default	not_applicable	not_applicable	sale offer	shop discount	food_shopping	La oferta termina hoy.	La oferta termina hoy.
noun	descuento	descuento	descuento	el	el	masculine	singular_default	not_applicable	not_applicable	discount	lower price	food_shopping	El descuento es pequeño.	El descuento es pequeño.
noun	tamaño	tamaño	tamaño	el	el	masculine	singular_default	not_applicable	not_applicable	size	choosing a size	food_shopping	El tamaño es correcto.	El tamaño es correcto.
noun	sabor	sabor	sabor	el	el	masculine	singular_default	not_applicable	not_applicable	flavor	food taste	food_shopping	El sabor es dulce.	El sabor es dulce.
verb	empezar	empezar	empezar	not_applicable	not_applicable	not_applicable	not_applicable	empezar	irregular	to begin	starting an activity	core_verbs_part_002	Empiezo la tarea ahora.	Empiezo la tarea ahora.
verb	terminar	terminar	terminar	not_applicable	not_applicable	not_applicable	not_applicable	terminar	-ar	to finish	ending an activity	core_verbs_part_002	Termino el trabajo a las cinco.	Termino el trabajo a las cinco.
verb	continuar	continuar	continuar	not_applicable	not_applicable	not_applicable	not_applicable	continuar	-ar	to continue	continuing an activity	core_verbs_part_002	Continúo la lección después.	Continúo la lección después.
verb	seguir	seguir	seguir	not_applicable	not_applicable	not_applicable	not_applicable	seguir	irregular	to follow or continue	following a route	core_verbs_part_002	Sigo el camino hasta la playa.	Sigo el camino hasta la playa.
verb	volver	volver	volver	not_applicable	not_applicable	not_applicable	not_applicable	volver	irregular	to return	returning home	core_verbs_part_002	Vuelvo a casa por la tarde.	Vuelvo a casa por la tarde.
verb	repetir	repetir	repetir	not_applicable	not_applicable	not_applicable	not_applicable	repetir	irregular	to repeat	repeating a word	core_verbs_part_002	Repito la palabra despacio.	Repito la palabra despacio.
verb	pedir	pedir	pedir	not_applicable	not_applicable	not_applicable	not_applicable	pedir	irregular	to ask for or order	ordering food	core_verbs_part_002	Pido agua en el restaurante.	Pido agua en el restaurante.
verb	preferir	preferir	preferir	not_applicable	not_applicable	not_applicable	not_applicable	preferir	irregular	to prefer	choosing one thing	core_verbs_part_002	Prefiero té sin azúcar.	Prefiero té sin azúcar.
verb	probar	probar	probar	not_applicable	not_applicable	not_applicable	not_applicable	probar	irregular	to try	tasting food	core_verbs_part_002	Pruebo el postre.	Pruebo el postre.
verb	gustar	gustar	gustar	not_applicable	not_applicable	not_applicable	not_applicable	gustar	-ar	to like	liking something	core_verbs_part_002	Me gusta la playa.	Me gusta la playa.
verb	pasar	pasar	pasar	not_applicable	not_applicable	not_applicable	not_applicable	pasar	-ar	to pass or happen	passing time	core_verbs_part_002	El tiempo pasa rápido.	El tiempo pasa rápido.
verb	quedar	quedar	quedar	not_applicable	not_applicable	not_applicable	not_applicable	quedar	-ar	to meet or remain	making a plan	core_verbs_part_002	Quedo con mi prima en la plaza.	Quedo con mi prima en la plaza.
verb	enviar	enviar	enviar	not_applicable	not_applicable	not_applicable	not_applicable	enviar	-ar	to send	sending a message	core_verbs_part_002	Envío un mensaje a mi jefe.	Envío un mensaje a mi jefe.
verb	recibir	recibir	recibir	not_applicable	not_applicable	not_applicable	not_applicable	recibir	-ir	to receive	receiving something	core_verbs_part_002	Recibo un regalo de mi tía.	Recibo un regalo de mi tía.
verb	visitar	visitar	visitar	not_applicable	not_applicable	not_applicable	not_applicable	visitar	-ar	to visit	visiting a person	core_verbs_part_002	Visito a mi abuelo el domingo.	Visito a mi abuelo el domingo.
verb	contar	contar	contar	not_applicable	not_applicable	not_applicable	not_applicable	contar	irregular	to count or tell	counting objects	core_verbs_part_002	Cuento las galletas.	Cuento las galletas.
verb	recordar	recordar	recordar	not_applicable	not_applicable	not_applicable	not_applicable	recordar	irregular	to remember	remembering a date	core_verbs_part_002	Recuerdo la fecha del examen.	Recuerdo la fecha del examen.
verb	olvidar	olvidar	olvidar	not_applicable	not_applicable	not_applicable	not_applicable	olvidar	-ar	to forget	forgetting an item	core_verbs_part_002	Olvido la llave en casa.	Olvido la llave en casa.
verb	cambiar	cambiar	cambiar	not_applicable	not_applicable	not_applicable	not_applicable	cambiar	-ar	to change	changing money or plans	core_verbs_part_002	Cambio dinero en el banco.	Cambio dinero en el banco.
verb	elegir	elegir	elegir	not_applicable	not_applicable	not_applicable	not_applicable	elegir	irregular	to choose	choosing an item	core_verbs_part_002	Elijo una camisa blanca.	Elijo una camisa blanca.
verb	conducir	conducir	manejar	not_applicable	not_applicable	not_applicable	not_applicable	conducir	irregular	to drive	regional verb for driving	core_verbs_part_002	Conduzco al aeropuerto.	Manejo al aeropuerto.
verb	subir	subir	subir	not_applicable	not_applicable	not_applicable	not_applicable	subir	-ir	to go up	going upstairs	core_verbs_part_002	Subo por la escalera.	Subo por la escalera.
verb	bajar	bajar	bajar	not_applicable	not_applicable	not_applicable	not_applicable	bajar	-ar	to go down	getting off transport	core_verbs_part_002	Bajo del autobús aquí.	Bajo del autobús aquí.
verb	cruzar	cruzar	cruzar	not_applicable	not_applicable	not_applicable	not_applicable	cruzar	-ar	to cross	crossing a street	core_verbs_part_002	Cruzo la calle con cuidado.	Cruzo la calle con cuidado.
verb	nadar	nadar	nadar	not_applicable	not_applicable	not_applicable	not_applicable	nadar	-ar	to swim	swimming in a pool	core_verbs_part_002	Nado en la piscina.	Nado en la piscina.
adjective	interesante	interesante	interesante	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	interesting	describing a lesson	adjectives_part_002	La lección es interesante.	La lección es interesante.
adjective	importante	importante	importante	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	important	describing a document	adjectives_part_002	El documento es importante.	El documento es importante.
adjective	necesario	necesario	necesario	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	necessary	describing an item	adjectives_part_002	El pasaporte es necesario.	El pasaporte es necesario.
adjective	posible	posible	posible	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	possible	describing a plan	adjectives_part_002	El viaje es posible.	El viaje es posible.
adjective	igual	igual	igual	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	same or equal	comparing things	adjectives_part_002	Las dos bolsas son iguales.	Las dos bolsas son iguales.
adjective	diferente	diferente	diferente	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	different	comparing things	adjectives_part_002	Esta calle es diferente.	Esta calle es diferente.
adjective	seguro	seguro	seguro	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	safe or sure	describing a place	adjectives_part_002	El camino es seguro.	El camino es seguro.
adjective	peligroso	peligroso	peligroso	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	dangerous	describing a place	adjectives_part_002	El puente es peligroso.	El puente es peligroso.
adjective	tranquilo	tranquilo	tranquilo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	calm or quiet	describing a place	adjectives_part_002	La sala está tranquila.	La sala está tranquila.
adjective	lleno	lleno	lleno	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	full	describing a place or object	adjectives_part_002	El aparcamiento está lleno.	El estacionamiento está lleno.
