source_headword	ML	example_ML
outsider	പുറത്തുനിന്നുള്ളയാൾ	പുറത്തുനിന്നുള്ള ഒരാളെന്ന നിലയിൽ, അവൾ പ്രശ്നങ്ങൾ ശ്രദ്ധിച്ചു.
overlook	അവഗണിക്കുക	ചെറിയ വിശദാംശങ്ങൾ അവഗണിക്കരുത്.
overly	അമിതമായി	നിർദ്ദേശങ്ങൾ അമിതമായി സങ്കീർണ്ണമായിരുന്നു.
oversee	മേൽനോട്ടം വഹിക്കുക	അവൾ പദ്ധതിക്ക് മേൽനോട്ടം വഹിക്കും.
overturn	റദ്ദാക്കുക	കോടതി വിധി റദ്ദാക്കിയേക്കാം.
overwhelm	അമിതഭാരം ഏൽപ്പിക്കുക	വളരെയധികം വിവരങ്ങൾ പഠിതാക്കളെ അമിതഭാരത്തിലാക്കും.
overwhelming	അതിരുകവിഞ്ഞ	തെളിവുകൾ അതിരുകവിഞ്ഞതായിരുന്നു.
pad	പാഡ്	മുട്ടുകൾ സംരക്ഷിക്കാൻ പാഡ് ഉപയോഗിക്കുക.
parameter	പാരാമീറ്റർ	ഒരു സമയം ഒരു പാരാമീറ്റർ ക്രമീകരിക്കുക.
parental	മാതാപിതാക്കളുടെ	മാതാപിതാക്കളുടെ പിന്തുണ ഹാജർനില മെച്ചപ്പെടുത്തി.
parish	ഇടവക	ഇടവക ഒരു ചാരിറ്റി അത്താഴവിരുന്ന് സംഘടിപ്പിച്ചു.
parliamentary	പാർലമെന്ററി	പാർലമെന്ററി സംവാദം മണിക്കൂറുകളോളം നീണ്ടുനിന്നു.
partial	ഭാഗികമായ	റിപ്പോർട്ട് ഭാഗികമായ ഉത്തരം നൽകി.
partially	ഭാഗികമായി	ജനൽ ഭാഗികമായി തുറന്നിരുന്നു.
passing	മരണം	അവളുടെ മരണം പെട്ടെന്നായിരുന്നു.
passive	നിഷ്ക്രിയമായ	നിഷ്ക്രിയ നിക്ഷേപകർ സ്ഥിരമായ വരുമാനം സ്വീകരിച്ചു.
pastor	പാസ്റ്റർ	പാസ്റ്റർ കുടുംബത്തെ സന്ദർശിച്ചു.
patch	തുന്നൽ	ജാക്കറ്റിന് ഒരു ചെറിയ പാച്ച് ആവശ്യമാണ്.
patent	പേറ്റന്റ്	കമ്പനി ഒരു പേറ്റന്റ് ഫയൽ ചെയ്തു.
pathway	പാത	പാത സർട്ടിഫിക്കേഷനിലേക്ക് നയിക്കുന്നു.
patrol	പട്രോളിംഗ്	രാത്രിയിൽ പോലീസ് ഈ പ്രദേശം പട്രോളിംഗ് നടത്തുന്നു.
patron	രക്ഷാധികാരി	മ്യൂസിയം അതിന്റെ രക്ഷാധികാരിക്ക് നന്ദി പറഞ്ഞു.
peak	കൊടുമുടി	ആവശ്യകത ശൈത്യകാലത്തെ ഏറ്റവും ഉയർന്ന നിലയിലെത്തി.
peasant	കർഷകൻ	കർഷകന് കുറച്ച് ഭൂമി മാത്രമേ ഉണ്ടായിരുന്നുള്ളൂ.
peculiar	വിചിത്രമായ	മുറിക്ക് ഒരു വിചിത്രമായ ഗന്ധമുണ്ടായിരുന്നു.
persist	തുടരുക	രോഗലക്ഷണങ്ങൾ ദിവസങ്ങളോളം തുടർന്നേക്കാം.
persistent	വിട്ടുമാറാത്ത	വിട്ടുമാറാത്ത ചുമയ്ക്ക് ശ്രദ്ധ ആവശ്യമാണ്.
personnel	ഉദ്യോഗസ്ഥർ	ഉദ്യോഗസ്ഥരുടെ രേഖകൾ രഹസ്യമാണ്.
petition	നിവേദനം	നിവേദനം ആയിരക്കണക്കിന് ഒപ്പുകൾ ശേഖരിച്ചു.
philosopher	തത്ത്വചിന്തകൻ	തത്ത്വചിന്തകൻ പൊതുവായ അനുമാനങ്ങളെ ചോദ്യം ചെയ്തു.
philosophical	ദാർശനികമായ	ചർച്ച ദാർശനികമായി മാറി.
physician	ഡോക്ടർ	ഡോക്ടർ രക്തപരിശോധനയ്ക്ക് നിർദ്ദേശിച്ചു.
pioneer	മുൻഗാമി	അവൾ വൈദ്യശാസ്ത്രത്തിൽ ഒരു മുൻഗാമിയായി.
pipeline	പൈപ്പ്ലൈൻ	പൈപ്പ്ലൈൻ ഭൂമിക്കടിയിലൂടെ വാതകം കൊണ്ടുപോകുന്നു.
pirate	കടൽക്കൊള്ളക്കാരൻ	കടൽക്കൊള്ളക്കാരുടെ കപ്പൽ തീരത്ത് പ്രത്യക്ഷപ്പെട്ടു.
pit	കുഴി	തൊഴിലാളികൾ ഒരു ആഴമുള്ള കുഴി കുഴിച്ചു.
plea	അപേക്ഷ	അവന്റെ സഹായത്തിനായുള്ള അപേക്ഷ അവഗണിക്കപ്പെട്ടു.
plead	സമ്മതിക്കുക	പ്രതി കുറ്റം സമ്മതിക്കും.
pledge	പ്രതിജ്ഞ ചെയ്യുക	പരിഷ്കാരങ്ങൾക്ക് അവർ പിന്തുണ വാഗ്ദാനം ചെയ്യുന്നു.
plug	പ്ലഗ് ചെയ്യുക	സോക്കറ്റിലേക്ക് കേബിൾ പ്ലഗ് ചെയ്യുക.
plunge	ഇടിയുക	വിവാദത്തിന് ശേഷം വിലകൾ ഇടിഞ്ഞേക്കാം.
pole	കൊടിമരം	പതാക ഒരു തൂണിൽ തൂങ്ങിക്കിടക്കുകയായിരുന്നു.
poll	വോട്ടെടുപ്പ്	അഭിപ്രായ സർവേ മാറുന്ന അഭിപ്രായങ്ങൾ കാണിച്ചു.
pond	കുളം	താറാവുകൾ മരവിച്ച കുളം കടന്നുപോയി.
pop	പൊട്ടുക	മൂർച്ചയുള്ള വസ്തുക്കൾക്കരികിൽ ബലൂണുകൾ പൊട്ടും.
portfolio	പോർട്ട്ഫോളിയോ	അവളുടെ പോർട്ട്ഫോളിയോയിൽ നിരവധി സ്റ്റാർട്ടപ്പുകൾ ഉൾപ്പെടുന്നു.
portray	ചിത്രീകരിക്കുക	സിനിമ ഗ്രാമീണ ജീവിതം ചിത്രീകരിക്കും.
postpone	മാറ്റിവെക്കുക	അവർ വാദം കേൾക്കൽ മാറ്റിവെക്കാൻ തീരുമാനിച്ചു.
post-war	യുദ്ധാനന്തര	യുദ്ധാനന്തര ഭവനങ്ങൾ അടിയന്തിരമായി ആവശ്യമായിരുന്നു.
practitioner	പ്രാക്ടീഷണർ	പ്രാക്ടീഷണർ ചികിത്സ വിശദീകരിച്ചു.
preach	പ്രസംഗിക്കുക	പാസ്റ്റർ ഞായറാഴ്ച പ്രസംഗിക്കും.
precedent	കീഴ്വഴക്കം	വിധി ഒരു പ്രധാന കീഴ്വഴക്കം സൃഷ്ടിച്ചു.
precision	കൃത്യത	യന്ത്രം കൃത്യതയോടെ മുറിക്കുന്നു.
predator	ഇരപിടിയൻ	ഇരപിടിയൻ മൃഗം നദിക്കരികിൽ കാത്തിരുന്നു.
predecessor	മുൻഗാമി	അവളുടെ മുൻഗാമി വിശദമായ കുറിപ്പുകൾ നൽകി.
predominantly	പ്രധാനമായും	ഈ പ്രദേശം പ്രധാനമായും പാർപ്പിട പ്രദേശമാണ്.
pregnancy	ഗർഭം	ഗർഭകാലത്ത് പതിവായ വൈദ്യസഹായം ആവശ്യമാണ്.
prejudice	മുൻവിധി	പ്രചാരണം വംശീയ മുൻവിധിയെ ചോദ്യം ചെയ്തു.
preliminary	പ്രാഥമിക	പ്രാഥമിക ഫലങ്ങൾ വാഗ്ദാനങ്ങൾ നൽകുന്നതാണ്.
premier	പ്രധാനമന്ത്രി	പ്രധാനമന്ത്രി ഇന്ന് പാർലമെന്റിനെ അഭിസംബോധന ചെയ്തു.
premise	അടിസ്ഥാനം	വാദം ഒരു തെറ്റായ അടിസ്ഥാനത്തെ ആശ്രയിച്ചിരിക്കുന്നു.
premium	പ്രീമിയം	ഉപഭോക്താക്കൾ വേഗതയ്ക്കായി ഒരു പ്രീമിയം അടച്ചു.
prescribe	നിർദ്ദേശിക്കുക	ഡോക്ടർമാർ ആന്റിബയോട്ടിക്കുകൾ ശ്രദ്ധയോടെ നിർദ്ദേശിക്കുന്നു.
prescription	കുറിപ്പടി	കുറിപ്പടി അടുത്ത മാസം അവസാനിക്കും.
presently	നിലവിൽ	അവൾ നിലവിൽ ലഭ്യമല്ല.
preservation	സംരക്ഷണം	സംരക്ഷണം ചരിത്രപരമായ കെട്ടിടങ്ങളെ സംരക്ഷിക്കുന്നു.
preside	അധ്യക്ഷത വഹിക്കുക	ജഡ്ജി വിചാരണയിൽ അധ്യക്ഷത വഹിക്കും.
presidency	പ്രസിഡൻസി	അദ്ദേഹത്തിന്റെ പ്രസിഡൻസി എട്ട് വർഷം നീണ്ടുനിന്നു.
presidential	പ്രസിഡൻഷ്യൽ	പ്രസിഡൻഷ്യൽ തിരഞ്ഞെടുപ്പ് ശ്രദ്ധ ആകർഷിച്ചു.
prestigious	അഭിമാനകരമായ	അവൾ അഭിമാനകരമായ ഒരു സ്കോളർഷിപ്പ് നേടി.
presumably	മിക്കവാറും	മിക്കവാറും ഓഫീസ് ഇന്ന് അടച്ചിരിക്കാം.
presume	ഊഹിക്കുക	രേഖകൾ യഥാർത്ഥമാണെന്ന് ഞങ്ങൾ അനുമാനിക്കുന്നു.
prevail	വിജയിക്കുക	സാമാന്യബോധം വിജയിക്കണം.
prevalence	വ്യാപനം	ആസ്ത്മയുടെ വ്യാപനം വർദ്ധിച്ചു.
prevention	പ്രതിരോധം	നന്നാക്കുന്നതിനേക്കാൾ പ്രതിരോധമാണ് ചെലവ് കുറഞ്ഞത്.
