hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
3912:定时	定时	定时	സമയം നിശ്ചയിച്ച; സമയക്രമത്തിൽ	ഈ സോഫ്റ്റ്‌വെയർ സമയക്രമത്തിൽ കമ്പ്യൂട്ടർ ഓഫാക്കാം.	уақытқа қою; жоспарлы	Бұл бағдарлама компьютерді белгіленген уақытта өшіре алады.
3913:定位	定位	定位	സ്ഥാനം കണ്ടെത്തുക; സ്ഥാനനിർണ്ണയം	ഫോണിന് വാഹനത്തിന്റെ സ്ഥാനം വേഗത്തിൽ കണ്ടെത്താം.	орнын анықтау; орналасуды анықтау	Телефон көліктің орнын тез анықтай алады.
3915:定制	定制	定制	ഇഷ്ടാനുസൃതമായി ഉണ്ടാക്കുക; പ്രത്യേകമായി ഓർഡർ ചെയ്യുക	ഉപഭോക്താവ് ഒരു ഫർണിച്ചർ സെറ്റ് പ്രത്യേകമായി ഓർഡർ ചെയ്തു.	тапсырыспен жасау; арнайы жасату	Клиент жиһаз жиынтығын арнайы тапсырыспен жасатты.
3919:动漫	动漫	动漫	ആനിമേഷനും കോമിക്സും	വാരാന്ത്യങ്ങളിൽ അവൻ ആനിമേഷൻ കാണാൻ ഇഷ്ടപ്പെടുന്നു.	анимация және комикс	Ол демалыс күндері аниме көргенді ұнатады.
3921:动听	动听	动听	കേൾക്കാൻ മധുരമുള്ള; മനോഹരമായ	അവളുടെ പാട്ട് കേൾക്കാൻ വളരെ മധുരമാണ്.	құлаққа жағымды; әсем	Оның ән дауысы құлаққа өте жағымды.
3924:都市	都市	都市	മഹാനഗരം; നഗരം	ഷാങ്ഹായ് ഒരു ആധുനിക മഹാനഗരമാണ്.	үлкен қала; мегаполис	Шанхай заманауи мегаполис.
3925:毒	毒	毒	വിഷം; വിഷമുള്ള	ഈ തരത്തിലുള്ള പാമ്പ് വിഷമുള്ളതാണ്.	у; улы	Бұл жылан улы.
3926:渡	渡	渡	കടക്കുക; വള്ളത്തിൽ കടക്കുക	ഞങ്ങൾ വള്ളത്തിൽ ഈ നദി കടന്നു.	өту; қайықпен өту	Біз бұл өзеннен қайықпен өттік.
3928:短缺	短缺	短缺	ക്ഷാമം; കുറവ്	ഈ നഗരത്തിൽ ശീതകാലത്ത് വെള്ളക്ഷാമമുണ്ട്.	тапшылық; жетіспеушілік	Бұл қалада қыста су тапшылығы болады.
3930:对接	对接	对接	ബന്ധിപ്പിക്കുക; ഏകോപിപ്പിക്കുക	രണ്ട് സിസ്റ്റങ്ങൾ ബന്ധിപ്പിക്കപ്പെടുകയാണ്.	байланыстыру; үйлестіру	Екі жүйе біріктіріліп жатыр.
3936:多才多艺	多才多艺	多才多艺	പല കഴിവുകളുള്ള; ബഹുമുഖ പ്രതിഭയുള്ള	അവൾ ബഹുമുഖ പ്രതിഭയാണ്, വരയ്ക്കാനും പിയാനോ വായിക്കാനും കഴിയും.	көп өнерлі; жан-жақты талантты	Ол көп өнерлі, сурет сала да, пианино тарта да алады.
3938:多媒体	多媒体	多媒体	മൾട്ടിമീഡിയ	ക്ലാസ്മുറിയിൽ മൾട്ടിമീഡിയ ഉപകരണങ്ങളുണ്ട്.	мультимедиа	Сыныпта мультимедиа жабдықтары бар.
3940:多元	多元	多元	വൈവിധ്യമാർന്ന; ബഹുമുഖമായ	സ്കൂൾ വൈവിധ്യമാർന്ന സാംസ്കാരിക കൈമാറ്റത്തെ പ്രോത്സാഹിപ്പിക്കുന്നു.	алуан түрлі; көпқырлы	Мектеп алуан түрлі мәдени алмасуды қолдайды.
3941:夺	夺	夺	ബലമായി പിടിച്ചെടുക്കുക; കൈക്കലാക്കുക	അവൻ അവസാന സെക്കൻഡിൽ പന്ത് പിടിച്ചെടുത്തു.	тартып алу; иелену	Ол соңғы секундта допты тартып алды.
3942:夺取	夺取	夺取	നേടെടുക്കുക; പിടിച്ചെടുക്കുക	കായികതാരം ചാമ്പ്യൻഷിപ്പ് നേടാൻ പരിശ്രമിച്ചു.	жеңіп алу; қолға түсіру	Спортшы чемпиондықты жеңіп алу үшін тырысты.
3943:躲避	躲避	躲避	ഒഴിവായി മാറുക; മറിഞ്ഞൊഴിയുക	നടപ്പുകാർ പെട്ടെന്നുണ്ടായ കനത്ത മഴയിൽ നിന്ന് മാറിനിന്നു.	қашу; жалтару	Жаяу жүргіншілер кенет жауған нөсерден қашты.
3946:儿科	儿科	儿科	ശിശുരോഗ വിഭാഗം	ഈ ആശുപത്രിയുടെ ശിശുരോഗ വിഭാഗം പ്രശസ്തമാണ്.	педиатрия; балалар бөлімі	Бұл аурухананың балалар бөлімі белгілі.
3949:发病	发病	发病	രോഗം തുടങ്ങുക; രോഗം പ്രകടമാകുക	ഈ രോഗം സാധാരണയായി വസന്തകാലത്ത് തുടങ്ങുന്നു.	ауру басталу; сырқаттану	Бұл ауру әдетте көктемде басталады.
3951:发电	发电	发电	വൈദ്യുതി ഉൽപ്പാദിപ്പിക്കുക	കാറ്റാടികൾ വൈദ്യുതി ഉൽപ്പാദിപ്പിക്കാൻ ഉപയോഗിക്കാം.	электр өндіру	Жел диірмендерін электр өндіруге пайдалануға болады.
3953:发放	发放	发放	വിതരണം ചെയ്യുക; നൽകുക	സ്കൂൾ നാളെ പുതിയ പാഠപുസ്തകങ്ങൾ വിതരണം ചെയ്യും.	тарату; беру	Мектеп ертең жаңа оқулықтарды таратады.
3954:发光	发光	发光	പ്രകാശിക്കുക; വെളിച്ചം വിടുക	ഈ ചെറു കീടങ്ങൾ രാത്രിയിൽ പ്രകാശിക്കും.	жарық шығару; жарқырау	Бұл кішкентай жәндіктер түнде жарық шығарады.
3959:法定	法定	法定	നിയമപരമായ; നിയമത്തിൽ നിശ്ചയിച്ച	നിയമപരമായ അവധി ദിവസങ്ങളിൽ എല്ലാവർക്കും വിശ്രമിക്കാം.	заңды; заңмен белгіленген	Заңды мерекелерде бәрі демала алады.
3960:法官	法官	法官	ജഡ്ജി; ന്യായാധിപൻ	ജഡ്ജി വിധി പ്രഖ്യാപിച്ചു.	судья	Судья үкімді жариялады.
3961:法规	法规	法规	നിയമങ്ങളും ചട്ടങ്ങളും	കമ്പനികൾ പരിസ്ഥിതി നിയമങ്ങൾ പാലിക്കണം.	заңдар мен ережелер	Кәсіпорындар экологиялық заңдар мен ережелерді сақтауы керек.
3968:犯	犯	犯	ചെയ്തുപോകുക; ലംഘിക്കുക	അവൻ ഗുരുതരമായ ഒരു പിഴവ് ചെയ്തു.	жасау; бұзу	Ол ауыр қате жасады.
3969:方方面面	方方面面	方方面面	എല്ലാ വശങ്ങളും; എല്ലാ മേഖലകളും	ഈ പരിഷ്കാരം സമൂഹത്തിന്റെ എല്ലാ മേഖലകളെയും ബാധിക്കുന്നു.	барлық қырлар; барлық салалар	Бұл реформа қоғамның барлық саласына әсер етеді.
3973:房价	房价	房价	വീടുകളുടെ വില; ഭവനവില	ഈ നഗരത്തിലെ വീടുകളുടെ വില വളരെ കൂടുതലാണ്.	үй бағасы; тұрғын үй бағасы	Бұл қалада тұрғын үй бағасы өте жоғары.
3975:访谈	访谈	访谈	അഭിമുഖം; അഭിമുഖം നടത്തുക	റിപ്പോർട്ടർ എഴുത്തുകാരനുമായി അഭിമുഖം നടത്തുകയാണ്.	сұхбат; сұхбат алу	Журналист жазушымен сұхбат жүргізіп жатыр.
3977:放飞	放飞	放飞	പറത്തിവിടുക; വിടുതൽ നൽകുക	കുട്ടികൾ പുല്ലുമൈതാനത്ത് പട്ടങ്ങൾ പറത്തുന്നു.	ұшыру; босату	Балалар шөп алаңында батпырауық ұшырып жүр.
3978:飞速	飞速	飞速	അതിവേഗത്തിൽ; ദ്രുതമായി	സാങ്കേതികവിദ്യ അതിവേഗത്തിൽ വികസിക്കുന്നു.	өте жылдам; қарқынды	Технология қарқынды дамып жатыр.
3979:肥	肥	肥	കൊഴുത്ത; ഫലഭൂയിഷ്ഠമായ	ഈ മണ്ണ് ഫലഭൂയിഷ്ഠമാണ്, പച്ചക്കറി കൃഷിക്ക് അനുയോജ്യം.	семіз; құнарлы	Бұл жер құнарлы, көкөніс өсіруге қолайлы.
3980:肥胖	肥胖	肥胖	അമിതവണ്ണം; തടിയേറിയ	അമിതവണ്ണം ആരോഗ്യ അപകടസാധ്യത വർധിപ്പിക്കും.	семіздік; артық салмақ	Семіздік денсаулыққа қауіп төндіреді.
3983:肺炎	肺炎	肺炎	ന്യുമോണിയ	അവന് ന്യുമോണിയയാണെന്ന് ഡോക്ടർ പറഞ്ഞു.	өкпе қабынуы; пневмония	Дәрігер оның пневмониямен ауырғанын айтты.
3984:分工	分工	分工	ജോലിവിഭജനം	സംഘാംഗങ്ങൾക്കിടയിലെ ജോലിവിഭജനം വളരെ വ്യക്തമാണ്.	еңбек бөлінісі; міндет бөлісу	Топ мүшелерінің еңбек бөлінісі анық.
3985:分级	分级	分级	നിലവാരപ്രകാരം വേർതിരിക്കുക; തരംതിരിക്കുക	ഈ സാമഗ്രികൾ ബുദ്ധിമുട്ടനുസരിച്ച് തരംതിരിക്കണം.	деңгей бойынша бөлу; жіктеу	Бұл материалдарды қиындығына қарай деңгейге бөлу керек.
3986:分期	分期	分期	തവണകളായി; ഘട്ടംഘട്ടമായി	അവൻ തവണകളായി പണമടയ്ക്കാൻ തിരഞ്ഞെടുത്തു.	бөліп төлеу; кезең-кезеңімен	Ол бөліп төлеуді таңдады.
3988:氛围	氛围	氛围	അന്തരീക്ഷം; വാതാവരണം	ഓഫീസിലെ വാതാവരണം വളരെ സൗഹൃദപരമാണ്.	атмосфера; орта	Кеңседегі атмосфера жайлы.
3989:粉	粉	粉	പൊടി; മാവ്; പിങ്ക് നിറം	ഈ പൊടി കേക്ക് ഉണ്ടാക്കാൻ ഉപയോഗിക്കാം.	ұнтақ; ұн; қызғылт түс	Бұл ұнтақтан торт жасауға болады.
3993:风力	风力	风力	കാറ്റിന്റെ ശക്തി; കാറ്റുശക്തി	ഇന്ന് കടൽത്തീരത്ത് കാറ്റിന്റെ ശക്തി കൂടുതലാണ്.	жел күші; жел қуаты	Бүгін теңіз жағасында жел күші қатты.
3995:风雨	风雨	风雨	കാറ്റും മഴയും; കഷ്ടപ്പാടുകൾ	കാറ്റും മഴയും എത്ര ശക്തമായാലും അവൻ സമയത്ത് എത്തി.	жел мен жаңбыр; қиындықтар	Жел мен жаңбыр қанша қатты болса да, ол уақытында жетті.
3998:服	服	服	സമ്മതിക്കുക; കീഴടങ്ങുക	അവന്റെ കഴിവിൽ എല്ലാവരും സമ്മതിക്കുന്നു.	мойындау; көну	Барлығы оның қабілетін мойындайды.
3999:浮	浮	浮	പൊങ്ങുക; വെള്ളത്തിന്മുകളിൽ ഒഴുകുക	ഇലകൾ വെള്ളത്തിന്റെ മുകളിൽ പൊങ്ങിക്കിടക്കുന്നു.	қалқу; жүзу	Жапырақтар су бетінде қалқып тұр.
4004:服用	服用	服用	മരുന്ന് കഴിക്കുക	നിർദ്ദേശപ്രകാരം മരുന്ന് കഴിക്കുക.	дәрі ішу; қабылдау	Дәріні нұсқаулық бойынша қабылдаңыз.
4010:负面	负面	负面	നിഷേധാത്മക; പ്രതികൂല	ഈ വാർത്ത പ്രതികൂല സ്വാധീനം ഉണ്ടാക്കി.	теріс; жағымсыз	Бұл жаңалық теріс әсер әкелді.
4013:该2	该2	该	ഈ; പ്രസ്തുത	ഈ പദ്ധതി ഇതിനകം അവസാനിച്ചു.	осы; аталған	Аталған жоба аяқталды.
4014:改编	改编	改编	രൂപാന്തരപ്പെടുത്തുക; പുനർരചിക്കുക	ഈ സിനിമ നോവലിനെ ആധാരമാക്കി രൂപാന്തരപ്പെടുത്തി.	бейімдеу; қайта жазу	Бұл фильм роман негізінде бейімделген.
4015:改造	改造	改造	മാറ്റിമറിക്കുക; നവീകരിക്കുക	പഴയ ഫാക്ടറി ഗ്രന്ഥശാലയായി മാറ്റി.	өзгерту; қайта жөндеу	Ескі зауыт кітапханаға айналдырылды.
4016:概率	概率	概率	സാധ്യത; സംഭാവ്യത	വിജയസാധ്യത ഉയർന്നതല്ല.	ықтималдық	Табысқа жету ықтималдығы жоғары емес.
4017:肝	肝	肝	കരൾ	വളരെ അധികം മദ്യം കുടിക്കുന്നത് കരളിനെ ബാധിക്കും.	бауыр	Алкогольді көп ішу бауырға зиян.
4024:赶忙	赶忙	赶忙	വേഗം; തിടുക്കത്തിൽ	മണി കേട്ടപ്പോൾ അവൻ വേഗം പുറത്തേക്ക് ഓടി.	асыға; тез	Қоңырауды естігенде ол асыға сыртқа жүгірді.
4027:钢笔	钢笔	钢笔	ഫൗണ്ടൻ പേന	അവൻ ഫൗണ്ടൻ പേന ഉപയോഗിച്ച് കത്ത് എഴുതുന്നു.	сиялы қалам	Ол хатты сиялы қаламмен жазады.
4030:高层	高层	高层	മേധാവിത്വം; ഉയർന്ന നില	കമ്പനിയുടെ മേധാവിത്വം പുതിയ തന്ത്രം ചർച്ച ചെയ്യുന്നു.	жоғары басшылық; биік қабат	Компанияның жоғары басшылығы жаңа стратегияны талқылап жатыр.
4032:高等	高等	高等	ഉന്നത; ഉയർന്ന	അവൻ ഉന്നത വിദ്യാഭ്യാസം നേടുകയാണ്.	жоғары; озық	Ол жоғары білім алып жатыр.
4033:高端	高端	高端	ഉയർന്ന നിലവാരമുള്ള; ഹൈ എൻഡ്	ഈ കട പ്രധാനമായും ഉയർന്ന നിലവാരമുള്ള മൊബൈൽ ഫോണുകൾ വിൽക്കുന്നു.	жоғары санатты; премиум	Бұл дүкен негізінен жоғары санатты ұялы телефондар сатады.
4036:高手	高手	高手	വിദഗ്ധൻ; പ്രാവീണ്യമുള്ളയാൾ	അവൻ ചെസ്സിൽ വിദഗ്ധനാണ്.	шебер; маман	Ол шахматтың шебері.
4037:高新技术	高新技术	高新技术	ഉയർന്നതും പുതിയതുമായ സാങ്കേതികവിദ്യ	ഈ കമ്പനി ഉയർന്നതും പുതിയതുമായ സാങ്കേതികവിദ്യയിൽ പ്രത്യേകമായി ഗവേഷണം നടത്തുന്നു.	жоғары және жаңа технология	Бұл компания жоғары және жаңа технологияларды зерттеуге маманданған.
4038:高原	高原	高原	പീഠഭൂമി	ചിങ്ഹായ് ടിബറ്റ് പീഠഭൂമിയിൽ വായു താരതമ്യേന വിരളമാണ്.	үстірт; қырат	Цинхай-Тибет үстіртінде ауа салыстырмалы түрде сирек.
4040:稿子	稿子	稿子	കരട്; കൈയെഴുത്തുപ്രതി	ദയവായി കരട് എഡിറ്റർക്കയയ്ക്കുക.	нұсқа; қолжазба	Қолжазбаны редакторға жіберіңіз.
4042:歌唱	歌唱	歌唱	പാടുക	കുട്ടികൾ വേദിയിൽ പാടുന്നു.	ән айту	Балалар сахнада ән айтып жатыр.
4050:公	公	公	പൊതു; പങ്കിട്ട	ഭക്ഷണം കഴിക്കുമ്പോൾ പങ്കിട്ട ചോപ്പ്സ്റ്റിക്കുകൾ ഉപയോഗിക്കുക.	қоғамдық; ортақ	Тамақ ішкенде ортақ таяқшаларды қолданыңыз.
4051:宫	宫	宫	അരമന; കൊട്ടാരം	ഈ കൊട്ടാരം നന്നായി സംരക്ഷിക്കപ്പെട്ടിരിക്കുന്നു.	сарай	Бұл сарай жақсы сақталған.
4052:公安	公安	公安	പൊതു സുരക്ഷാ പൊലീസ്	പൊതു സുരക്ഷാ ഉദ്യോഗസ്ഥർ വേഗത്തിൽ സ്ഥലത്തെത്തി.	қоғамдық қауіпсіздік полициясы	Қоғамдық қауіпсіздік қызметкерлері оқиға орнына тез жетті.
4053:工地	工地	工地	നിർമാണസ്ഥലം	നിർമാണസ്ഥലത്തിനരികിൽ വളരെ ശബ്ദമാണ്.	құрылыс алаңы	Құрылыс алаңының қасында шу көп.
4054:工夫	工夫	工夫	സമയം; പരിശ്രമം	കാലിഗ്രഫി നന്നായി പഠിക്കാൻ പരിശ്രമം വേണം.	уақыт; күш	Каллиграфияны жақсы үйрену үшін күш салу керек.
4062:工序	工序	工序	പ്രവർത്തനക്രമം; പ്രക്രിയ	ഈ പ്രവർത്തനക്രമം യന്ത്രം ഉപയോഗിച്ച് പൂർത്തിയാക്കണം.	жұмыс кезеңі; процесс	Бұл жұмыс кезеңін машина орындауы керек.
4063:公益	公益	公益	പൊതു നന്മ; സാമൂഹ്യക്ഷേമം	അവൻ പലപ്പോഴും സാമൂഹ്യക്ഷേമ പ്രവർത്തനങ്ങളിൽ പങ്കെടുക്കുന്നു.	қоғамдық игілік; қайырымдылық	Ол қоғамдық пайдалы іс-шараларға жиі қатысады.
4064:供应	供应	供应	വിതരണം ചെയ്യുക; നൽകുക	ഈ കമ്പനി പുതിയ പച്ചക്കറികൾ വിതരണം ചെയ്യുന്നു.	жеткізу; қамтамасыз ету	Бұл компания жаңа көкөністер жеткізеді.
4067:公众	公众	公众	പൊതുജനം	ഈ വാർത്ത പൊതുജനങ്ങളുടെ ശ്രദ്ധ വേഗത്തിൽ ആകർഷിച്ചു.	жұртшылық; қоғам	Бұл хабар жұртшылықтың назарын тез аударды.
4071:沟	沟	沟	കുഴി; ചാൽ	മഴവെള്ളം റോഡരികിലെ ചാലിലേക്ക് ഒഴുകി.	арық; жыра	Жаңбыр суы жол жиегіндегі арыққа ақты.
4072:构造	构造	构造	ഘടന; നിർമ്മാണം	അധ്യാപകൻ ഈ പാലത്തിന്റെ ഘടന വിശദീകരിച്ചു.	құрылым; құрастыру	Мұғалім бұл көпірдің құрылымын түсіндірді.
4076:古迹	古迹	古迹	പുരാതന സ്മാരകം; ചരിത്രസ്ഥലം	സഞ്ചാരികൾ പ്രാദേശിക ചരിത്രസ്ഥലങ്ങൾ സന്ദർശിച്ചു.	тарихи ескерткіш; көне орын	Туристер жергілікті тарихи орындарды аралады.
4078:古人	古人	古人	പുരാതനർ; പണ്ടത്തെ മനുഷ്യർ	പുരാതനർ വളരെ മുമ്പേ നക്ഷത്രാകാശം നിരീക്ഷിച്ചിരുന്നു.	ежелгі адамдар	Ежелгі адамдар жұлдызды аспанды ерте кезден бақылаған.
4079:股市	股市	股市	ഓഹരി വിപണി	ഇന്ന് ഓഹരി വിപണിയിൽ വലിയ ചാഞ്ചാട്ടമുണ്ട്.	қор нарығы	Бүгін қор нарығында үлкен ауытқу болды.
4082:顾	顾	顾	പരിചരിക്കുക; പരിഗണിക്കുക	അവൻ ജോലിയിൽ വളരെ തിരക്കായതിനാൽ വിശ്രമം പരിഗണിക്കാൻ കഴിഞ്ഞില്ല.	қарау; ескеру	Ол жұмыстан тым босамай, демалуға көңіл бөле алмады.
4086:拐	拐	拐	തിരിയുക; തട്ടിക്കൊണ്ടുപോകുക	മുന്നിലെ ചുരത്തിൽ വലത്തോട്ട് തിരിയുക.	бұрылу; ұрлау	Алдағы қиылыста оңға бұрылыңыз.
4089:关爱	关爱	关爱	പരിപാലിക്കുക; കരുതൽ കാണിക്കുക	സമൂഹം വയോധികരെ കരുതണം.	қамқор болу; жанашырлық таныту	Қоғам қарттарға қамқор болуы керек.
4093:关联	关联	关联	ബന്ധപ്പെട്ടിരിക്കുക; ബന്ധം	ഈ രണ്ട് പ്രശ്നങ്ങളും പരസ്പരം ബന്ധപ്പെട്ടിരിക്കുന്നു.	байланыс; байланысты болу	Бұл екі мәселе бір-бірімен байланысты.
4094:观赏	观赏	观赏	കണ്ട് ആസ്വദിക്കുക	സഞ്ചാരികൾ തടാകക്കരയിൽ സൂര്യാസ്തമയം ആസ്വദിച്ചു.	тамашалау; қызықтау	Туристер көл жағасында күннің батуын тамашалады.
4095:官员	官员	官员	അധികാരി; ഉദ്യോഗസ്ഥൻ	ഈ ഉദ്യോഗസ്ഥൻ റിപ്പോർട്ടറുടെ ചോദ്യങ്ങൾക്ക് മറുപടി നൽകി.	шенеунік; лауазымды тұлға	Бұл шенеунік журналистің сұрақтарына жауап берді.
4096:管道	管道	管道	പൈപ്പ് ലൈൻ; പൈപ്പ്	തൊഴിലാളികൾ ഭൂഗർഭ പൈപ്പുകൾ പരിശോധിക്കുന്നു.	құбыр; құбыр желісі	Жұмысшылар жер астындағы құбырларды тексеріп жатыр.
4099:归	归	归	ഉടമസ്ഥതയിലാകുക; മടങ്ങിവരുക	ഈ പുസ്തകം ലൈബ്രറിയുടെ ഉടമസ്ഥതയിലാണ്.	тиесілі болу; қайту	Бұл кітап кітапханаға тиесілі.
4106:贵重	贵重	贵重	വിലപിടിപ്പുള്ള; അമൂല്യമായ	വിലപിടിപ്പുള്ള വസ്തുക്കൾ സേഫിൽ ഇടുക.	қымбат; бағалы	Бағалы заттарды сейфке салыңыз.
4107:棍	棍	棍	വടി; ദണ്ഡ്	അവൻ ഒരു വടി ഉപയോഗിച്ച് കൂടാരം താങ്ങി.	таяқ; сырық	Ол шатырды бір таяқпен тіреп қойды.
4108:国宝	国宝	国宝	ദേശീയ നിധി	പാണ്ടയെ പലരും ദേശീയ നിധിയായി കാണുന്നു.	ұлттық қазына	Көп адам панданы ұлттық қазына деп санайды.
4109:国产	国产	国产	സ്വദേശീയമായി നിർമ്മിച്ച; ആഭ്യന്തര ഉൽപ്പന്നം	ഈ കാർ ആഭ്യന്തരമായി നിർമ്മിച്ച ബ്രാൻഡാണ്.	отандық өндіріс; отандық	Бұл көлік отандық бренд.
4110:国歌	国歌	国歌	ദേശീയഗാനം	മത്സരത്തിന് മുമ്പ് എല്ലാവരും ചേർന്ന് ദേശീയഗാനം പാടി.	әнұран	Матч алдында бәрі бірге әнұран айтты.
4111:国旗	国旗	国旗	ദേശീയ പതാക	സ്കൂൾ കവാടത്തിൽ ദേശീയ പതാക തൂങ്ങിയിരിക്കുന്നു.	мемлекеттік ту	Мектеп қақпасында мемлекеттік ту ілулі тұр.
4112:国情	国情	国情	ദേശീയ സാഹചര്യം; രാജ്യത്തിന്റെ അവസ്ഥ	നയം രൂപപ്പെടുത്തുമ്പോൾ സ്വന്തം രാജ്യത്തിന്റെ അവസ്ഥ പരിഗണിക്കണം.	ел жағдайы; ұлттық ерекшелік	Саясат жасағанда елдің жағдайын ескеру керек.
4115:过后	过后	过后	ശേഷം; കഴിഞ്ഞ്	മഴ കഴിഞ്ഞ് വായു വളരെ പുതുതായിരുന്നു.	кейін; артынан	Жаңбырдан кейін ауа таза болды.
4116:过时	过时	过时	കാലഹരണപ്പെട്ട; പഴഞ്ചൻ	ഈ ഡിസൈൻ ഇതിനകം കാലഹരണപ്പെട്ടു.	ескірген; сәннен қалған	Бұл дизайн әлдеқашан ескірген.
4117:海内外	海内外	海内外	രാജ്യത്തിനകത്തും പുറത്തും	ഈ സർവകലാശാല രാജ്യത്തിനകത്തും പുറത്തുമുള്ള വിദ്യാർത്ഥികളെ ആകർഷിക്കുന്നു.	ел ішінде және шетелде	Бұл университет ел ішіндегі және шетелдегі студенттерді тартады.
4118:海岸	海岸	海岸	കടൽത്തീരം; തീരം	ഞങ്ങൾ കടൽത്തീരത്തൂടെ നടന്നു.	жағалау; теңіз жағасы	Біз жағалау бойымен жүрдік.
4120:海面	海面	海面	കടൽപ്പുറം; കടലിന്റെ മേൽപ്പുറം	സൂര്യാസ്തമയം കടൽപ്പുറത്ത് തെളിഞ്ഞു.	теңіз беті	Күннің батуы теңіз бетіне сәуле түсірді.
4121:海域	海域	海域	കടൽപ്രദേശം; സമുദ്രജലം	ഈ കടൽപ്രദേശം മത്സ്യബന്ധനത്തിന് അനുയോജ്യമാണ്.	теңіз аймағы; су алабы	Бұл теңіз аймағы балық аулауға қолайлы.
4122:害	害	害	ദോഷം ചെയ്യുക; ഹാനി	പുകവലി ശരീരത്തിന് ദോഷം ചെയ്യുന്നു.	зиян; зиян келтіру	Темекі шегу денеге зиян.
4123:寒冬	寒冬	寒冬	കടുത്ത ശീതകാലം	കടുത്ത ശീതകാലത്ത് തെരുവിൽ ആളുകൾ കുറവാണ്.	қаһарлы қыс; суық қыс	Қаһарлы қыста көшеде жаяу адам аз.
4126:旱灾	旱灾	旱灾	വരൾച്ച ദുരന്തം	വരൾച്ച പ്രാദേശിക കൃഷിയെ ബാധിച്ചു.	қуаңшылық апаты	Қуаңшылық жергілікті ауыл шаруашылығына әсер етті.
4128:毫不	毫不	毫不	ഒട്ടും; ഒന്നുമില്ലാതെ	ബുദ്ധിമുട്ടുകൾ നേരിടുമ്പോൾ അവൻ ഒട്ടും പിന്മാറിയില്ല.	мүлде; еш	Қиындық алдында ол мүлде шегінбеді.
4131:毫升	毫升	毫升	മില്ലിലീറ്റർ	ഈ മരുന്ന് ഓരോ തവണയും പത്ത് മില്ലിലീറ്റർ കഴിക്കുക.	миллилитр	Бұл дәріні әр жолы он миллилитрден ішіңіз.
4132:好不	好不	好不	വളരെ; അത്യന്തം	ഉത്സവദിവസം തെരുവ് വളരെ തിരക്കേറിയതായിരുന്നു.	өте; аса	Мереке күні көше өте қызу болды.
4133:好感	好感	好感	നല്ല അഭിപ്രായം; അനുകൂല ബോധം	ആദ്യമായി കണ്ടപ്പോൾ അവന് അവളെക്കുറിച്ച് നല്ല അഭിപ്രായം തോന്നി.	жақсы әсер; ұнамды сезім	Алғаш кездескенде ол оған жақсы әсер алды.
4134:好容易	好容易	好容易	വലിയ ബുദ്ധിമുട്ടോടെ	അവൻ വലിയ ബുദ്ധിമുട്ടോടെ മാത്രമാണ് ടിക്കറ്റ് വാങ്ങിയത്.	әрең; зорға	Ол билетті зорға сатып алды.
4136:好学	好学	好学	പഠിക്കാൻ താത്പര്യമുള്ള	ഈ വിദ്യാർത്ഥി ബുദ്ധിമാനും പഠിക്കാൻ താത്പര്യമുള്ളവനുമാണ്.	оқуға құштар	Бұл оқушы ақылды әрі оқуға құштар.
4144:黑暗	黑暗	黑暗	ഇരുണ്ട; ഇരുട്ട്	വൈദ്യുതി മുടങ്ങിയ ശേഷം മുറി പൂർണ്ണമായും ഇരുണ്ടുപോയി.	қараңғы; қараңғылық	Жарық өшкеннен кейін бөлме түгел қараңғы болды.
4146:狠	狠	狠	കഠിനമായ; ക്രൂരമായ	അവൻ കുറച്ച് കഠിനമായി സംസാരിക്കുന്നു.	қатал; аяусыз	Ол сәл қатал сөйлейді.
4149:衡量	衡量	衡量	അളക്കുക; വിലയിരുത്തുക	ഒരു വിദ്യാർത്ഥിയെ മാർക്കുകൾ മാത്രം കൊണ്ട് വിലയിരുത്താൻ പാടില്ല.	өлшеу; бағалау	Оқушыны тек бағамен өлшеуге болмайды.
4150:宏大	宏大	宏大	വിസ്തൃതമായ; മഹത്തായ	ഈ പദ്ധതിയുടെ ലക്ഷ്യങ്ങൾ മഹത്തായവയാണ്.	ауқымды; ұлы	Бұл жоспардың мақсаттары ауқымды.
4153:后期	后期	后期	പിന്നീടങ്ങിയ ഘട്ടം	പദ്ധതിയുടെ പിന്നീടങ്ങിയ ഘട്ടത്തിൽ കൂടുതൽ പണം വേണം.	кейінгі кезең	Жобаның кейінгі кезеңіне көбірек қаржы керек.
4154:后人	后人	后人	പിന്തലമുറകൾ; സന്തതികൾ	ഈ പുസ്തകം നിരവധി പിന്തലമുറകളെ സ്വാധീനിച്ചു.	кейінгі ұрпақ; ұрпақтар	Бұл кітап көптеген кейінгі ұрпаққа әсер етті.
4155:后退	后退	后退	പിന്നോട്ട് നീങ്ങുക; പിന്മാറുക	അലാറം കേട്ടപ്പോൾ എല്ലാവരും ഉടൻ പിന്നോട്ട് നീങ്ങി.	артқа шегіну; кейін жүру	Дабылды естігенде бәрі бірден артқа шегінді.
4156:后者	后者	后者	രണ്ടാമത്തെത്; പിന്നിലത്തേത്	രണ്ട് പദ്ധതികളും നല്ലതാണ്, പക്ഷേ രണ്ടാമത്തെത് വിലകുറവാണ്.	соңғысы; екіншісі	Екі жоспар да жақсы, бірақ соңғысы арзанырақ.
