source_headword	KN	example_KN
enrich	ಶ್ರೀಮಂತಗೊಳಿಸು	ಪ್ರಯಾಣವು ನಿಮ್ಮ ತಿಳುವಳಿಕೆಯನ್ನು ಶ್ರೀಮಂತಗೊಳಿಸುತ್ತದೆ.
enrol	ದಾಖಲಾಗು	ವಿದ್ಯಾರ್ಥಿಗಳು ಸೆಪ್ಟೆಂಬರ್ ಮೊದಲು ದಾಖಲಾಗಬೇಕು.
ensue	ಸಂಭವಿಸು	ಪ್ರಕಟಣೆಯ ನಂತರ ಗೊಂದಲ ಉಂಟಾಗಬಹುದು.
enterprise	ಉದ್ಯಮ	ಆ ಉದ್ಯಮವು ಸ್ಥಳೀಯ ಕಲಾವಿದರನ್ನು ನೇಮಿಸಿಕೊಂಡಿದೆ.
enthusiast	ಉತ್ಸಾಹಿ	ಪ್ರತಿಯೊಬ್ಬ ಸೈಕ್ಲಿಂಗ್ ಉತ್ಸಾಹಿಗೂ ಈ ಮಾರ್ಗ ತಿಳಿದಿದೆ.
entitle	ಹಕ್ಕು ನೀಡು	ಈ ಟಿಕೆಟ್ ನಿಮಗೆ ಪ್ರವೇಶದ ಹಕ್ಕನ್ನು ನೀಡುತ್ತದೆ.
entity	ಕಾನೂನು ಘಟಕ	ಕಂಪನಿಯು ಒಂದು ಪ್ರತ್ಯೇಕ ಕಾನೂನು ಘಟಕವಾಗಿದೆ.
epidemic	ಸಾಂಕ್ರಾಮಿಕ ರೋಗ	ಸಾಂಕ್ರಾಮಿಕ ರೋಗವು ಹಲವಾರು ಪ್ರದೇಶಗಳಲ್ಲಿ ಹರಡಿತು.
equality	ಸಮಾನತೆ	ಆ ಚಳವಳಿಯು ಸಮಾನತೆಗಾಗಿ ಹೋರಾಡಿತು.
equation	ಸಮೀಕರಣ	ಸಮೀಕರಣವು ಎರಡು ಅಪರಿಚಿತಗಳನ್ನು ಹೊಂದಿದೆ.
erect	ನಿರ್ಮಿಸು	ಕಾರ್ಮಿಕರು ಹೊಸ ಬೇಲಿಯನ್ನು ನಿರ್ಮಿಸುತ್ತಾರೆ.
escalate	ತೀವ್ರಗೊಳಿಸು	ಸಂಘರ್ಷವು ತ್ವರಿತವಾಗಿ ಉಲ್ಬಣಗೊಳ್ಳಬಹುದು.
essence	ಸಾರ	ಕವಿತೆಯು ಬಾಲ್ಯದ ಸಾರವನ್ನು ಸೆರೆಹಿಡಿಯುತ್ತದೆ.
establishment	ಸಂಸ್ಥೆ	ಆ ಸಂಸ್ಥೆಯು ಸುಧಾರಣೆಯನ್ನು ವಿರೋಧಿಸಿತು.
eternal	ಶಾಶ್ವತ	ಅವರು ಶಾಶ್ವತ ಸ್ನೇಹದ ಭರವಸೆ ನೀಡಿದರು.
evacuate	ಸ್ಥಳಾಂತರಿಸು	ನಿವಾಸಿಗಳನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ಸ್ಥಳಾಂತರಿಸಲು ಅಗ್ನಿಶಾಮಕ ದಳದವರು ಸಹಾಯ ಮಾಡಿದರು.
evoke	ಪ್ರಚೋದಿಸು	ಈ ಹಾಡು ಬಲವಾದ ನೆನಪುಗಳನ್ನು ಪ್ರಚೋದಿಸುತ್ತದೆ.
evolutionary	ವಿಕಸನೀಯ	ಪಳೆಯುಳಿಕೆಯು ವಿಕಸನೀಯ ಬದಲಾವಣೆಯನ್ನು ತೋರಿಸುತ್ತದೆ.
exaggerate	ಉತ್ಪ್ರೇಕ್ಷಿಸು	ನಿಮ್ಮ ಅನುಭವವನ್ನು ಉತ್ಪ್ರೇಕ್ಷೆ ಮಾಡಬೇಡಿ.
excellence	ಶ್ರೇಷ್ಠತೆ	ಶಾಲೆಯು ಶೈಕ್ಷಣಿಕ ಶ್ರೇಷ್ಠತೆಗೆ ಬಹುಮಾನ ನೀಡುತ್ತದೆ.
exceptional	ಅಸಾಧಾರಣ	ಅವಳು ಅಸಾಧಾರಣ ಕೌಶಲ್ಯವನ್ನು ತೋರಿದಳು.
excess	ಹೆಚ್ಚುವರಿ	ಹೆಚ್ಚುವರಿ ನೀರು ನೆಲಮಾಳಿಗೆಯನ್ನು ಪ್ರವಾಹ ಮಾಡಿತು.
exclusion	ಹೊರಗಿಡುವಿಕೆ	ಸಾಮಾಜಿಕ ಹೊರಗಿಡುವಿಕೆ ಯುವಜನರಿಗೆ ಹಾನಿ ಮಾಡುತ್ತದೆ.
exclusive	ವಿಶೇಷ	ಕ್ಲಬ್ ವಿಶೇಷ ಪ್ರವೇಶವನ್ನು ನೀಡುತ್ತದೆ.
exclusively	ಪ್ರತ್ಯೇಕವಾಗಿ	ಈ ಕೋಣೆಯನ್ನು ಪ್ರತ್ಯೇಕವಾಗಿ ಸಿಬ್ಬಂದಿ ಬಳಸುತ್ತಾರೆ.
execute	ಕಾರ್ಯಗತಗೊಳಿಸು	ತಂಡವು ಯೋಜನೆಯನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಕಾರ್ಯಗತಗೊಳಿಸುತ್ತದೆ.
execution	ಕಾರ್ಯಗತಗೊಳಿಸುವಿಕೆ	ತಂತ್ರವನ್ನು ಕಾರ್ಯಗತಗೊಳಿಸಲು ತಿಂಗಳುಗಳು ಬೇಕಾಯಿತು.
exert	ಪ್ರಯೋಗಿಸು	ನೀವು ಹೆಚ್ಚು ಒತ್ತಡವನ್ನು ಪ್ರಯೋಗಿಸಬೇಕು.
exile	ದೇಶಭ್ರಷ್ಟ	ಬರಹಗಾರರು ದೇಶಭ್ರಷ್ಟರಾಗಿ ಬದುಕಿದ್ದರು.
expenditure	ವೆಚ್ಚ	ಕಳೆದ ವರ್ಷ ಸಾರ್ವಜನಿಕ ವೆಚ್ಚ ಹೆಚ್ಚಾಗಿದೆ.
experimental	ಪ್ರಾಯೋಗಿಕ	ಚಿಕಿತ್ಸೆಯು ಇನ್ನೂ ಪ್ರಾಯೋಗಿಕವಾಗಿದೆ.
expire	ಅವಧಿ ಮುಗಿಯು	ನನ್ನ ಪಾಸ್‌ಪೋರ್ಟ್‌ನ ಅವಧಿ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ.
explicit	ಸ್ಪಷ್ಟ	ಸೂಚನೆಗಳು ಸ್ಪಷ್ಟವಾಗಿದ್ದವು.
explicitly	ಸ್ಪಷ್ಟವಾಗಿ	ನಿಯಮಗಳು ಧೂಮಪಾನವನ್ನು ಸ್ಪಷ್ಟವಾಗಿ ನಿಷೇಧಿಸುತ್ತವೆ.
exploitation	ಶೋಷಣೆ	ವರದಿಯು ಕಾರ್ಮಿಕರ ಶೋಷಣೆಯನ್ನು ಬಹಿರಂಗಪಡಿಸಿತು.
explosive	ಸ್ಫೋಟಕ	ಸ್ಫೋಟಕ ಸಾಧನವನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ತೆಗೆದುಹಾಕಲಾಯಿತು.
extremist	ಉಗ್ರಗಾಮಿ	ಉಗ್ರಗಾಮಿ ಗುಂಪು ಬೆಂಬಲವನ್ನು ಕಳೆದುಕೊಂಡಿತು.
facilitate	ಸುಗಮಗೊಳಿಸು	ಅಪ್ಲಿಕೇಶನ್ ದೂರಶಿಕ್ಷಣವನ್ನು ಸುಗಮಗೊಳಿಸುತ್ತದೆ.
faction	ಬಣ	ಒಂದು ಬಣವು ನಾಯಕನನ್ನು ವಿರೋಧಿಸಿತು.
faculty	ಅಧ್ಯಾಪಕರು	ಅಧ್ಯಾಪಕರು ಪ್ರಸ್ತಾವನೆಯನ್ನು ಅನುಮೋದಿಸಿದರು.
fade	ಮಾಸು	ಸೂರ್ಯನ ಬೆಳಕಿನಲ್ಲಿ ಬಣ್ಣವು ಮಾಸುತ್ತದೆ.
fairness	ನ್ಯಾಯ	ಪ್ರತಿಯೊಂದು ಸ್ಪರ್ಧೆಯಲ್ಲೂ ನ್ಯಾಯವು ಮುಖ್ಯವಾಗಿದೆ.
fatal	ಮಾರಣಾಂತಿಕ	ಅಪಘಾತವು ಮಾರಣಾಂತಿಕ ಗಾಯಗಳಿಗೆ ಕಾರಣವಾಯಿತು.
fate	ಹಣೆಬರಹ	ಅವನ ಹಣೆಬರಹ ಯಾರಿಗೂ ತಿಳಿದಿರಲಿಲ್ಲ.
favourable	ಅನುಕೂಲಕರ	ವಿಮರ್ಶೆಯು ಅನುಕೂಲಕರವಾಗಿತ್ತು.
feat	ಸಾಧನೆ	ಆ ಶಿಖರವನ್ನು ಏರುವುದು ಒಂದು ಸಾಧನೆಯಾಗಿತ್ತು.
feminist	ಸ್ತ್ರೀವಾದಿ	ಸ್ತ್ರೀವಾದಿ ಚಳುವಳಿಯು ಸಾರ್ವಜನಿಕ ಚರ್ಚೆಯನ್ನು ಬದಲಾಯಿಸಿತು.
fibre	ನಾರು	ಈ ಬ್ರೆಡ್ ಹೆಚ್ಚುವರಿ ನಾರಿನಂಶವನ್ನು ಹೊಂದಿದೆ.
fierce	ಭೀಕರ	ಭೀಕರ ಚಂಡಮಾರುತವು ಮೇಲ್ಛಾವಣಿಗಳಿಗೆ ಹಾನಿ ಮಾಡಿತು.
film-maker	ಚಲನಚಿತ್ರ ನಿರ್ಮಾಪಕ	ಚಲನಚಿತ್ರ ನಿರ್ಮಾಪಕರು ನಂತರ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದರು.
filter	ಫಿಲ್ಟರ್	ಫಿಲ್ಟರ್ ಗಾಳಿಯಿಂದ ಧೂಳನ್ನು ತೆಗೆದುಹಾಕುತ್ತದೆ.
fine	ದಂಡ	ಕಂಪನಿಯು ದಂಡ ಪಾವತಿಸಿದೆ.
firearm	ಬಂದೂಕು	ಅಧಿಕಾರಿಯು ಕಳುವಾದ ಬಂದೂಕನ್ನು ವಶಪಡಿಸಿಕೊಂಡರು.
fit	ಹೊಂದುವಿಕೆ / ಸರಿಯಾಗುವಿಕೆ	ಹೊಸ ಶೂಗಳು ಸರಿಯಾಗಿ ಹೊಂದಿಕೊಳ್ಳುತ್ತವೆ.
fixture	ಸ್ಥಿರ ವಸ್ತು / ಫಿಕ್ಸ್ಚರ್	ದೀಪವು ಒಂದು ಶಾಶ್ವತವಾದ ಸ್ಥಿರ ವಸ್ತುವಾಗಿದೆ.
flaw	ದೋಷ / ಲೋಪ	ವಿನ್ಯಾಸದಲ್ಲಿ ಒಂದು ಗಂಭೀರವಾದ ದೋಷವಿದೆ.
flawed	ದೋಷಪೂರಿತ	ದೋಷಪೂರಿತ ಅಧ್ಯಯನವು ತಪ್ಪು ಫಲಿತಾಂಶಗಳನ್ನು ನೀಡಿತು.
flee	ಓಡಿಹೋಗು / ಪಲಾಯನ ಮಾಡು	ಕುಟುಂಬಗಳು ಕಾಳಗದಿಂದ ಓಡಿಹೋಗಬೇಕಾಯಿತು.
fleet	ವಾಹನಗಳ ಸಮೂಹ / ಫ್ಲೀಟ್	ವಿಮಾನಯಾನ ಸಂಸ್ಥೆಯು ತನ್ನ ವಿಮಾನಗಳ ಸಮೂಹವನ್ನು ನವೀಕರಿಸಿತು.
flesh	ಮಾಂಸ / ಶರೀರ	ಮುಳ್ಳು ಅವನ ಮಾಂಸವನ್ನು ಚುಚ್ಚಿತು.
flexibility	ನಮ್ಯತೆ / ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ	ರಿಮೋಟ್ ಕೆಲಸವು ಹೆಚ್ಚಿನ ನಮ್ಯತೆಯನ್ನು ನೀಡುತ್ತದೆ.
flourish	ಅಭಿವೃದ್ಧಿಯಾಗು / ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರು	ಸಣ್ಣ ವ್ಯಾಪಾರಗಳು ಇಲ್ಲಿ ಅಭಿವೃದ್ಧಿಯಾಗಬಹುದು.
fluid	ದ್ರವ	ವ್ಯಾಯಾಮದ ನಂತರ ಸಾಕಷ್ಟು ದ್ರವವನ್ನು ಕುಡಿಯಿರಿ.
footage	ಫುಟೇಜ್ / ವೀಡಿಯೊ ತುಣುಕು	ಫುಟೇಜ್ ಅಪಘಾತವನ್ನು ತೋರಿಸಿದೆ.
foreigner	ವಿದೇಶಿಗ	ನೀವು ವಿದೇಶಿಗರೇ ಎಂದು ಫಾರ್ಮ್ ಕೇಳುತ್ತದೆ.
forge	ರೂಪಿಸು / ನಿರ್ಮಿಸು	ಅವರು ಹೊಸ ಮೈತ್ರಿಯನ್ನು ರೂಪಿಸಲು ಪ್ರಯತ್ನಿಸಿದರು.
formula	ಸೂತ್ರ	ಸೂತ್ರವು ಸಮಸ್ಯೆಯನ್ನು ಪರಿಹರಿಸಿತು.
formulate	ರೂಪಿಸು	ವಿಜ್ಞಾನಿಗಳು ಹೊಸ ಸಿದ್ಧಾಂತವನ್ನು ರೂಪಿಸುತ್ತಾರೆ.
forth	ಮುಂದಕ್ಕೆ	ನದಿಯು ದೋಣಿಯನ್ನು ಮುಂದಕ್ಕೆ ಸಾಗಿಸಿತು.
forthcoming	ಮುಂಬರುವ	ಮುಂಬರುವ ವರದಿಯು ಎಲ್ಲವನ್ನೂ ವಿವರಿಸುತ್ತದೆ.
foster	ಬೆಳೆಸು / ಪೋಷಿಸು	ಈ ಕಾರ್ಯಕ್ರಮವು ಸ್ವಾತಂತ್ರ್ಯವನ್ನು ಬೆಳೆಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
fragile	ದುರ್ಬಲವಾದ / ಒಡೆಯುವಂಥ	ದುರ್ಬಲವಾದ ಹೂದಾನಿಯನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ನಿರ್ವಹಿಸುವ ಅಗತ್ಯವಿದೆ.
franchise	ಫ್ರಾಂಚೈಸಿ	ಆ ರೆಸ್ಟೋರೆಂಟ್ ಜಾಗತಿಕ ಫ್ರಾಂಚೈಸಿಯಾಯಿತು.
frankly	ಪ್ರಾಮಾಣಿಕವಾಗಿ / ಸ್ಪಷ್ಟವಾಗಿ ಹೇಳಬೇಕೆಂದರೆ	ಪ್ರಾಮಾಣಿಕವಾಗಿ, ನಮಗೆ ಹೆಚ್ಚಿನ ಸಮಯ ಬೇಕು.
frustrated	ಹತಾಶೆಗೊಂಡ / ನಿರಾಶೆಗೊಂಡ	ವಿಳಂಬದಿಂದ ಕಾರ್ಮಿಕರು ಹತಾಶೆಗೊಂಡರು.
frustrating	ಹತಾಶೆಗೊಳಿಸುವ / ಕಿರಿಕಿರಿ ಉಂಟುಮಾಡುವ	ನಿಧಾನಗತಿಯ ಸಂಪರ್ಕವು ಹತಾಶೆಗೊಳಿಸುವಂತಿತ್ತು.
frustration	ಹತಾಶೆ / ನಿರಾಶೆ	ಸಭೆಯ ಸಮಯದಲ್ಲಿ ಹತಾಶೆ ಹೆಚ್ಚಾಯಿತು.
functional	ಕಾರ್ಯನಿರ್ವಹಿಸುವ	ಹಳೆಯ ಅಡುಗೆಮನೆಯು ಇನ್ನೂ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ.
fundraising	ಹಣ ಸಂಗ್ರಹಣೆ	ಹಣ ಸಂಗ್ರಹಣೆ ಮುಂದಿನ ವಾರ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
funeral	ಅಂತ್ಯಕ್ರಿಯೆ	ಅಂತ್ಯಕ್ರಿಯೆ ಶುಕ್ರವಾರದಂದು ನಡೆಯಿತು.
gallon	ಗ್ಯಾಲನ್	ಟ್ಯಾಂಕ್ ಒಂದು ಗ್ಯಾಲನ್ ಹಿಡಿಯುತ್ತದೆ.
gambling	ಜೂಜು	ಜೂಜಾಟವನ್ನು ಕಾನೂನಿನಿಂದ ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ.
gathering	ಸಭೆ / ಒಗ್ಗೂಡುವಿಕೆ	ಸಭೆಯು ಶಾಂತಿಯುತವಾಗಿ ಕೊನೆಗೊಂಡಿತು.
gaze	ನೋಟ / ದಿಟ್ಟಿಸಿ ನೋಡು	ಅವಳು ಸ್ವಲ್ಪ ಹೊತ್ತು ಅವನ ನೋಟವನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಂಡಳು.
gear	ಗೇರ್ / ಉಪಕರಣಗಳು	ಹತ್ತುವ ಮೊದಲು ಸುರಕ್ಷತಾ ಉಪಕರಣಗಳನ್ನು ಪ್ಯಾಕ್ ಮಾಡಿ.
generic	ಸಾಮಾನ್ಯ / ಜೆನೆರಿಕ್	ಸಾಮಾನ್ಯ ಆವೃತ್ತಿಯ ಬೆಲೆ ಕಡಿಮೆಯಾಗಿದೆ.
genocide	ನರಮೇಧ / ಜನಾಂಗೀಯ ಹತ್ಯೆ	ನರಮೇಧವು ಆಳವಾದ ರಾಷ್ಟ್ರೀಯ ಆಘಾತವನ್ನು ಉಂಟುಮಾಡಿತು.
glance	ಒಂದು ನೋಟ	ಅವನು ಬೇಗನೆ ಒಂದು ನೋಟ ಬೀರಿದನು.
glimpse	ಒಂದು ಕ್ಷಣದ ನೋಟ	ನಾನು ಸಮುದ್ರವನ್ನು ಒಂದು ಕ್ಷಣ ನೋಡಿದೆನು.
glorious	ಭವ್ಯವಾದ / ವೈಭವಯುತ	ತಂಡವು ವೈಭವಯುತವಾದ ವಿಜಯವನ್ನು ಆನಂದಿಸಿತು.
glory	ವೈಭವ / ಕೀರ್ತಿ	ಅವಳು ಒಲಿಂಪಿಕ್ ಕೀರ್ತಿಯ ಕನಸು ಕಂಡಳು.
governance	ಆಡಳಿತ	ಉತ್ತಮ ಆಡಳಿತಕ್ಕೆ ಪಾರದರ್ಶಕತೆ ಅಗತ್ಯವಿದೆ.
grace	ಕೃಪೆ / ಸೌಜನ್ಯ	ಅವಳು ಸೋಲನ್ನು ಸೌಜನ್ಯದಿಂದ ಒಪ್ಪಿಕೊಂಡಳು.
grasp	ಅರ್ಥಮಾಡಿಕೊಳ್ಳು / ಗ್ರಹಿಸು	ಅವನು ಪರಿಕಲ್ಪನೆಯನ್ನು ಗ್ರಹಿಸಲು ವಿಫಲನಾದನು.
grave (for dead person)	ಸಮಾಧಿ	ಸಮಾಧಿಯನ್ನು ಹೂವುಗಳಿಂದ ಮುಚ್ಚಲಾಗಿತ್ತು.
grave (serious)	ಗಂಭೀರ	ಪರಿಸ್ಥಿತಿ ಗಂಭೀರವಾಗಿ ಉಳಿದಿದೆ.
gravity	ಗುರುತ್ವಾಕರ್ಷಣೆ	ಗುರುತ್ವಾಕರ್ಷಣೆಯು ವಸ್ತುಗಳನ್ನು ಭೂಮಿಯ ಕಡೆಗೆ ಎಳೆಯುತ್ತದೆ.
grid	ಗ್ರಿಡ್ / ಚೌಕಟ್ಟು	ನಕ್ಷೆಯು ಸರಳವಾದ ಗ್ರಿಡ್ ಅನ್ನು ಬಳಸುತ್ತದೆ.
grief	ದುಃಖ / ಶೋಕ	ದುಃಖವು ಅವನ ಇಡೀ ಕುಟುಂಬವನ್ನು ಬದಲಾಯಿಸಿತು.
grin	ಕಿರುನಗೆ	ಹುಡುಗ ಅಗಲವಾದ ಕಿರುನಗೆ ಬೀರಿದನು.
grind	ರುಬ್ಬು / ಪುಡಿಮಾಡು	ಕಾರ್ಮಿಕರು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ ಕಾಳುಗಳನ್ನು ಪುಡಿಮಾಡುತ್ತಾರೆ.
grip	ಹಿಡಿತ	ಹಗ್ಗದ ಮೇಲೆ ದೃಢವಾದ ಹಿಡಿತವನ್ನು ಇಟ್ಟುಕೊಳ್ಳಿ.
gross	ಒಟ್ಟು / ಸ್ಥೂಲ	ಒಟ್ಟು ಆದಾಯವು ತೀವ್ರವಾಗಿ ಏರಿತು.
guerrilla	ಗೆರಿಲ್ಲಾ	ಗೆರಿಲ್ಲಾ ಹೋರಾಟಗಾರರು ಬೆಟ್ಟಗಳಲ್ಲಿ ಅಡಗಿಕೊಂಡರು.
guidance	ಮಾರ್ಗದರ್ಶನ	ಮಾರ್ಗದರ್ಶಿಯು ಪ್ರಾಯೋಗಿಕ ಮಾರ್ಗದರ್ಶನವನ್ನು ನೀಡುತ್ತದೆ.
guilt	ಅಪರಾಧಿ ಭಾವನೆ / ಪಾಪಪ್ರಜ್ಞೆ	ಸುಳ್ಳು ಹೇಳಿದ ನಂತರ ಅವಳಿಗೆ ಅಪರಾಧಿ ಭಾವನೆ ಕಾಡಿತು.
gut	ಕರುಳು / ಒಳಮನಸ್ಸು	ಕಷ್ಟಕರವಾದ ಆಯ್ಕೆಗಳಲ್ಲಿ ನಿಮ್ಮ ಒಳಮನಸ್ಸನ್ನು ನಂಬಿ.
hail	ಹೊಗಳು / ಜಯಕಾರ ಮಾಡು	ಗ್ರಾಮಸ್ಥರು ವೈದ್ಯರನ್ನು ಹೀರೋ ಎಂದು ಹೊಗಳುತ್ತಾರೆ.
halfway	ಅರ್ಧದಾರಿಯಲ್ಲಿ	ನಾವು ಬೆಟ್ಟದ ಅರ್ಧದಾರಿಯಲ್ಲಿ ನಿಲ್ಲಿಸಿದೆವು.
halt	ನಿಲುಗಡೆ / ನಿಲ್ಲಿಸು	ರೈಲು ಹಠಾತ್ತನೆ ನಿಂತಿತು.
handful	ಒಂದು ಹಿಡಿ / ಸ್ವಲ್ಪ ಜನ	ಸ್ವಲ್ಪ ಜನ ಸ್ವಯಂಸೇವಕರು ತಡವಾಗಿ ಉಳಿದುಕೊಂಡರು.
handling	ನಿರ್ವಹಣೆ	ಸರಿಯಾದ ನಿರ್ವಹಣೆಯು ಹಾನಿಯನ್ನು ತಡೆಯುತ್ತದೆ.
handy	ಉಪಯುಕ್ತ / ಕೈಗೆಟಕುವ	ಈ ಉಪಕರಣವು ರಿಪೇರಿಗೆ ಉಪಯುಕ್ತವಾಗಿದೆ.
harassment	ಕಿರುಕುಳ / ಕಿರುಕುಳ ನೀಡುವಿಕೆ	ಕಂಪನಿಯು ಕಿರುಕುಳದ ದೂರುಗಳನ್ನು ತನಿಖೆ ಮಾಡಿತು.
hardware	ಹಾರ್ಡ್‌ವೇರ್	ಅಂಗಡಿಯು ಕಂಪ್ಯೂಟರ್ ಹಾರ್ಡ್‌ವೇರ್ ಅನ್ನು ಮಾರಾಟ ಮಾಡುತ್ತದೆ.
harmony	ಸಾಮರಸ್ಯ / ಹೊಂದಾಣಿಕೆ	ಗಾಯಕ ವೃಂದವು ಪರಿಪೂರ್ಣ ಸಾಮರಸ್ಯದಿಂದ ಹಾಡಿತು.
harsh	ಕಠಿಣವಾದ	ನ್ಯಾಯಾಧೀಶರು ಕಠಿಣ ಶಿಕ್ಷೆಯನ್ನು ನೀಡಿದರು.
harvest	ಸುಗ್ಗಿ / ಬೆಳೆ ಕಟಾವು	ಸುಗ್ಗಿ ಸೆಪ್ಟೆಂಬರ್‌ನಲ್ಲಿ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
haunt	ಕಾಡು / ಬೆಂಬಿಡದಿರು	ಆ ನೆನಪು ಅವನನ್ನು ಕಾಡುತ್ತಲೇ ಇತ್ತು.
hazard	ಅಪಾಯ	ಮಂಜುಗಡ್ಡೆಯು ರಸ್ತೆಯ ಗಂಭೀರ ಅಪಾಯವಾಗಿದೆ.
heighten	ಹೆಚ್ಚಿಸು	ಭಾಷಣವು ಉದ್ವಿಗ್ನತೆಯನ್ನು ಹೆಚ್ಚಿಸಬಹುದು.
heritage	ಪರಂಪರೆ	ಕೋಟೆಯು ಸ್ಥಳೀಯ ಪರಂಪರೆಯ ಭಾಗವಾಗಿದೆ.
hierarchy	ಶ್ರೇಣಿವ್ಯವಸ್ಥೆ	ಕಚೇರಿಯ ಶ್ರೇಣಿವ್ಯವಸ್ಥೆಯನ್ನು ಸ್ಪಷ್ಟವಾಗಿ ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ.
high-profile	ಹೈ-ಪ್ರೊಫೈಲ್ / ಪ್ರಮುಖ	ಹೈ-ಪ್ರೊಫೈಲ್ ವಿಚಾರಣೆಯು ವರದಿಗಾರರನ್ನು ಆಕರ್ಷಿಸಿತು.
hint	ಸುಳಿವು	ಅವಳು ನನಗೆ ಉಪಯುಕ್ತ ಸುಳಿವು ನೀಡಿದಳು.
homeland	ತಾಯ್ನಾಡು	ಅವನು ತನ್ನ ತಾಯ್ನಾಡಿಗೆ ಹಿಂದಿರುಗಿದನು.
hopeful	ಆಶಾವಾದಿ	ಚೇತರಿಕೆಯ ಬಗ್ಗೆ ವೈದ್ಯರು ಆಶಾವಾದಿಗಳಾಗಿದ್ದಾರೆ.
horizon	ದಿಗಂತ / ಕ್ಷಿತಿಜ	ಸೂರ್ಯನು ಕ್ಷಿತಿಜದ ಕೆಳಗೆ ಮರೆಯಾದನು.
horn	ಹಾರ್ನ್ / ಕೊಂಬು	ಕಾರಿನ ಹಾರ್ನ್ ಎಲ್ಲರನ್ನೂ ಎಬ್ಬಿಸಿತು.
hostage	ಒತ್ತೆಯಾಳು	ಒತ್ತೆಯಾಳು ಮನೆಗೆ ಹಿಂದಿರುಗಿದನು.
hostile	ಪ್ರತಿಕೂಲ / ವೈರತ್ವದ	ಜನಜಂಗುಳಿಯು ಪ್ರತಿಕೂಲವಾಗಿ ವರ್ತಿಸಿತು.
hostility	ವೈರತ್ವ / ಹಗೆತನ	ಮುಕ್ತ ವೈರತ್ವವು ಮಾತುಕತೆಗಳನ್ನು ಕೊನೆಗೊಳಿಸಿತು.
humanitarian	ಮಾನವೀಯ	ಮಾನವೀಯ ಕಾರ್ಯಾಚರಣೆಯು ಆಹಾರವನ್ನು ವಿತರಿಸಿತು.
humanity	ಮಾನವೀಯತೆ / ಮಾನವಕುಲ	ಮಾನವಕುಲವು ಹಂಚಿಕೆಯ ಸವಾಲುಗಳನ್ನು ಎದುರಿಸುತ್ತಿದೆ.
humble	ವಿನೀತ / ವಿನಯಶೀಲ	ಯಶಸ್ಸಿನ ನಂತರವೂ ಅವಳು ವಿನಯಶೀಲಳಾಗಿದ್ದಳು.
hydrogen	ಹೈಡ್ರೋಜನ್ / ಜಲಜನಕ	ಜಲಜನಕವು ಬಹಳ ಸುಲಭವಾಗಿ ಉರಿಯುತ್ತದೆ.
identification	ಗುರುತು / ಗುರುತಿಸುವಿಕೆ	ಪ್ರವೇಶದ್ವಾರದಲ್ಲಿ ಗುರುತಿನ ಚೀಟಿ ಅಗತ್ಯವಿದೆ.
ideological	ಸೈದ್ಧಾಂತಿಕ	ವಿವಾದವು ಸೈದ್ಧಾಂತಿಕ ಬೇರುಗಳನ್ನು ಹೊಂದಿತ್ತು.
ideology	ಸಿದ್ಧಾಂತ / ವಿಚಾರಧಾರೆ	ಅವನ ಸಿದ್ಧಾಂತವು ಪ್ರತಿಯೊಂದು ಭಾಷಣವನ್ನೂ ರೂಪಿಸಿತು.
idiot	ಮೂರ್ಖ	ಯಾರನ್ನೂ ಮೂರ್ಖ ಎಂದು ಕರೆಯಬೇಡಿ.
ignorance	ಅಜ್ಞಾನ	ಅಜ್ಞಾನವು ಭಯವನ್ನು ಹರಡಬಹುದು.
imagery	ಚಿತ್ರಣ / ಕಲ್ಪನೆ	ಈ ಕವಿತೆಯು ಎದ್ದುಕಾಣುವ ಚಿತ್ರಣವನ್ನು ಬಳಸುತ್ತದೆ.
immense	ಅಪಾರ / ಅಗಾಧ	ಈ ಯೋಜನೆಗೆ ಅಪಾರ ಶ್ರಮ ಬೇಕಾಯಿತು.
imminent	ಸನ್ನಿಹಿತವಾದ / ಸಮೀಪಿಸುತ್ತಿರುವ	ಚಂಡಮಾರುತವು ಸನ್ನಿಹಿತವಾದಂತೆ ತೋರುತ್ತಿತ್ತು.
implementation	ಅನುಷ್ಠಾನ / ಜಾರಿ	ಕಾನೂನಿನ ಅನುಷ್ಠಾನವು ನಿಧಾನವಾಗಿತ್ತು.
