hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
2224:大脑	大脑	大脑	beyin	Yeterli uyku beyin için çok önemlidir.	ubongo	Usingizi wa kutosha ni muhimu sana kwa ubongo.	beyin	Kifayət qədər yuxu beyin üçün çox vacibdir.	miya	Yetarli uyqu miya uchun juda muhim.
2225:大批	大批	大批	büyük miktar; büyük grup	Çok sayıda turist turistik bölgeye akın etti.	kiasi kikubwa; kundi kubwa	Idadi kubwa ya watalii iliingia kwa wingi eneo la vivutio.	böyük say; böyük partiya	Çoxlu turist turizm bölgəsinə axışdı.	katta miqdor; katta guruh	Ko‘p sonli sayyohlar sayyohlik hududiga oqib kirdi.
2227:大事	大事	大事	büyük olay; önemli mesele	Taşınmak, onların ailesi için büyük bir olaydır.	jambo kubwa; tukio muhimu	Kuhama nyumba ni jambo kubwa kwa familia yao.	böyük hadisə; vacib məsələ	Köçmək onların ailəsi üçün böyük hadisədir.	katta voqea; muhim ish	Ko‘chish ularning oilasi uchun katta voqea.
2230:大爷	大爷	大爷	yaşlı amca; ihtiyar adam	O yaşlı amca her gün parkta satranç oynar.	mzee; babu	Yule mzee hucheza sataranji bustanini kila siku.	yaşlı kişi; dayı	O yaşlı kişi hər gün parkda şahmat oynayır.	keksa amaki; qariya	O‘sha qariya har kuni bog‘da shaxmat o‘ynaydi.
2231:大于	大于	大于	büyüktür	Beş üçten büyüktür; bu çok basit bir karşılaştırmadır.	kubwa kuliko	Tano ni kubwa kuliko tatu; huu ni ulinganisho rahisi.	böyükdür	Beş üçdən böyükdür; bu çox sadə müqayisədir.	kattaroq	Besh uchdan kattaroq, bu juda oddiy taqqoslash.
2232:大众	大众	大众	halk; geniş kitle	Bu film halk arasında çok popüler.	umma; watu wengi	Filamu hii inapendwa sana na umma.	ictimaiyyət; kütlə	Bu film ictimaiyyət tərəfindən çox sevilir.	omma; keng xalq	Bu film omma orasida juda mashhur.
2233:代	代	代	nesil; dönem	Genç neslin kendi yaşam tarzı vardır.	kizazi; enzi	Kizazi cha vijana kina mtindo wake wa maisha.	nəsil; dövr	Gənc nəslin öz həyat tərzi var.	avlod; davr	Yosh avlodning o‘z turmush tarzi bor.
2235:带动	带动	带动	sürüklemek; canlandırmak	Turizm yerel ekonominin gelişmesini canlandırdı.	kuchochea; kuendesha	Utalii umechochea maendeleo ya uchumi wa eneo hilo.	sürətləndirmək; canlandırmaq	Turizm yerli iqtisadi inkişafı canlandırdı.	rag‘batlantirmoq; rivojlantirmoq	Turizm mahalliy iqtisodiyot rivojini rag‘batlantirdi.
2238:单	单	单	liste; hesap; tek	Garson menüyü bize uzattı.	orodha; bili; moja	Mhudumu alitupatia orodha ya chakula.	siyahı; hesab; tək	Ofisiant menyunu bizə verdi.	ro‘yxat; hisob; yakka	Ofitsiant menyuni bizga uzatdi.
2241:单一	单一	单一	tek; basit	Bu ürünün işlevleri oldukça basittir.	moja tu; rahisi	Kazi za bidhaa hii ni rahisi kiasi.	tək; sadə	Bu məhsulun funksiyaları nisbətən sadədir.	bitta; sodda	Bu mahsulotning vazifalari nisbatan sodda.
2243:胆小	胆小	胆小	ürkek; korkak	Çocukken çok ürkekti ve karanlıktan korkardı.	mwoga; mwenye hofu	Alipokuwa mtoto alikuwa mwoga na aliogopa giza.	qorxaq; ürkək	Uşaqlıqda çox qorxaq idi və qaranlıqdan qorxurdu.	qo‘rqoq; cho‘chiydigan	U bolaligida juda qo‘rqoq edi va qorong‘ilikdan qo‘rqardi.
2246:当年	当年	当年	o yıl; o zamanlar	O zamanlar birlikte kırsalda çalışıyorlardı.	mwaka ule; siku zile	Siku zile walifanya kazi pamoja mashambani.	o il; o vaxtlar	O vaxtlar onlar birlikdə kənddə işləyirdilər.	o‘sha yili; o‘sha paytlarda	O‘sha paytlarda ular qishloqda birga ishlashgan.
2248:当中	当中	当中	arasında; ortasında	Sınıf arkadaşları arasında onun notları en iyisidir.	miongoni; katikati	Miongoni mwa wanafunzi wenzake, matokeo yake ndiyo bora zaidi.	arasında; ortasında	Sinif yoldaşları arasında onun qiymətləri ən yaxşıdır.	orasida; o‘rtasida	Sinfdoshlar orasida uning baholari eng yaxshi.
2251:当成	当成	当成	olarak görmek; saymak	O, bu başarısızlığı bir öğrenme fırsatı olarak gördü.	kuchukulia kama; kuona kama	Aliuchukulia kushindwa huku kama fursa ya kujifunza.	kimi qəbul etmək; saymaq	O, bu uğursuzluğu öyrənmə fürsəti kimi qəbul etdi.	deb bilmoq; sifatida qabul qilmoq	U bu muvaffaqiyatsizlikni o‘rganish imkoniyati deb bildi.
2252:当作	当作	当作	olarak görmek; kabul etmek	Onu en iyi arkadaşım olarak görüyorum.	kuchukulia kama; kuona kama	Ninamchukulia kama rafiki yangu bora.	kimi görmək; qəbul etmək	Mən onu ən yaxşı dostum kimi görürəm.	deb bilmoq; sifatida ko‘rmoq	Men uni eng yaxshi do‘stim deb bilaman.
2258:到期	到期	到期	süresi dolmak; vadesi gelmek	Pasaportumun süresi gelecek ay doluyor.	kuisha muda; kufikia tarehe	Pasipoti yangu itaisha muda mwezi ujao.	müddəti bitmək	Pasportumun müddəti gələn ay bitir.	muddati tugamoq	Pasportimning muddati keyingi oy tugaydi.
2259:登	登	登	tırmanmak; yayımlamak; giriş yapmak	Sabah erkenden dağa tırmanmak için yola çıktılar.	kupanda; kuchapisha; kuingia	Waliondoka mapema asubuhi kwenda kupanda mlima.	dırmaşmaq; dərc etmək; daxil olmaq	Onlar səhər tezdən dağa dırmaşmağa yola düşdülər.	chiqmoq; e'lon qilmoq; kirish	Ular erta tongda toqqa chiqish uchun yo‘lga tushishdi.
2260:灯光	灯光	灯光	ışık; aydınlatma	Sahnedeki ışıklandırma çok güzeldi.	mwangaza; taa	Mwangaza jukwaani ulikuwa mzuri sana.	işıq; işıqlandırma	Səhnədəki işıqlandırma çox gözəl idi.	yorug‘lik; chiroqlar	Sahnadagi chiroqlar juda chiroyli edi.
2266:低头	低头	低头	başını eğmek	O, başını eğip telefonuna bir göz attı.	kuinamisha kichwa	Aliinamisha kichwa na kuiangalia simu yake kidogo.	başını aşağı salmaq	O, başını aşağı salıb telefona baxdı.	boshini egmoq	U boshini egib telefoniga bir qarab qo‘ydi.
2271:地面	地面	地面	zemin; yer yüzeyi	Yağmurdan sonra zemin kaygandır, yürürken dikkatli olun.	ardhi; sakafu	Baada ya mvua, ardhi inateleza, hivyo tembea kwa makini.	yer; döşəmə səthi	Yağışdan sonra yer sürüşkəndir, yeriyərkən ehtiyatlı olun.	yer; pol yuzasi	Yomg‘irdan keyin yer sirpanchiq, yurishda ehtiyot bo‘ling.
2274:地下	地下	地下	yeraltı	Bu şehirde büyük bir yeraltı otoparkı var.	chini ya ardhi	Mji huu una maegesho makubwa ya chini ya ardhi.	yeraltı	Bu şəhərdə böyük yeraltı dayanacaq var.	yer osti	Bu shaharda katta yer osti avtoturargohi bor.
2277:点赞	点赞	点赞	beğenmek; beğeni vermek	Birçok internet kullanıcısı bu videoyu beğendi.	kupenda; kubonyeza kupenda	Watumiaji wengi wa mtandao waliipenda video hii.	bəyənmək; like vermək	Çoxlu internet istifadəçisi bu videonu bəyəndi.	layk bosmoq; yoqtirmoq	Ko‘p internet foydalanuvchilari bu videoga layk bosdi.
2279:电动	电动	电动	elektrikli; elektrikle çalışan	O, elektrikli bir bisiklet aldı.	ya umeme; inayoendeshwa kwa umeme	Alinunua baiskeli ya umeme.	elektrikli; elektriklə işləyən	O, elektrikli velosiped aldı.	elektrli; elektr bilan ishlaydigan	U elektr velosiped sotib oldi.
2280:电器	电器	电器	elektrikli ev aleti	Mutfaktaki elektrikli aletlerin hepsi yeni.	kifaa cha umeme	Vifaa vya umeme jikoni vyote ni vipya.	elektrik cihazı	Mətbəxdəki elektrik cihazlarının hamısı yenidir.	elektr jihoz	Oshxonadagi elektr jihozlarning hammasi yangi.
2281:电商	电商	电商	e-ticaret	E-ticaret platformları birçok kişinin alışveriş alışkanlıklarını değiştirdi.	biashara mtandaoni	Majukwaa ya biashara mtandaoni yamebadilisha tabia za ununuzi za watu wengi.	elektron ticarət	Elektron ticarət platformaları çox adamın alış-veriş vərdişlərini dəyişdi.	elektron tijorat	Elektron tijorat platformalari ko‘p odamlarning xarid odatlarini o‘zgartirdi.
2282:电视台	电视台	电视台	televizyon kanalı; televizyon istasyonu	Mezun olduktan sonra televizyon kanalında çalışmaya gitti.	kituo cha televisheni	Baada ya kuhitimu, alienda kufanya kazi kituo cha televisheni.	televiziya kanalı; televiziya stansiyası	Məzun olduqdan sonra televiziya kanalında işləməyə getdi.	telekanal; televizion stansiya	U o‘qishni bitirgach, telekanalda ishlashga bordi.
2283:电子版	电子版	电子版	dijital sürüm; elektronik sürüm	Toplantı materyallerinin hem dijital hem basılı sürümü var.	toleo la kielektroniki; toleo la kidijitali	Nyenzo za mkutano zina toleo la kielektroniki na la karatasi.	elektron versiya; rəqəmsal variant	İclas materiallarının həm elektron, həm də kağız variantı var.	elektron nusxa; raqamli versiya	Yig‘ilish materiallarining elektron va qog‘oz nusxasi bor.
2284:调1	调1	调	nakletmek; tayin etmek	O, gelecek ay Şanghay şubesine nakledilecek.	kuhamisha; kupangia	Atahamishiwa tawi la Shanghai mwezi ujao.	köçürmək; təyin etmək	O, gələn ay Şanxay filialına köçürüləcək.	o‘tkazmoq; ko‘chirmoq	U keyingi oy Shanxay filialiga o‘tkaziladi.
2285:调研	调研	调研	araştırmak; saha araştırması yapmak	Ekip, gençlerin tüketim alışkanlıklarını araştırıyor.	kufanya utafiti; kuchunguza	Timu inafanya utafiti kuhusu tabia za matumizi za vijana.	araşdırmaq; tədqiqat aparmaq	Komanda gənclərin istehlak vərdişlərini araşdırır.	tadqiq qilmoq; o‘rganmoq	Jamoa yoshlarning iste'mol odatlarini o‘rganmoqda.
2287:丢失	丢失	丢失	kaybetmek	Kimliğiniz kaybolursa en kısa sürede polise bildirin.	kupoteza	Kitambulisho kikipotea, ripoti polisi haraka iwezekanavyo.	itirmək	Sənədiniz itərsə, mümkün qədər tez polisə xəbər verin.	yo‘qotmoq	Agar hujjatingiz yo‘qolsa, imkon qadar tez politsiyaga xabar bering.
2290:动画	动画	动画	animasyon filmi	Çocuklar bu animasyon filmini izlemeyi seviyor.	katuni; uhuishaji	Watoto wanapenda kutazama katuni hii.	animasiya	Uşaqlar bu animasiyaya baxmağı sevirlər.	multfilm; animatsiya	Bolalar bu multfilmni ko‘rishni yaxshi ko‘rishadi.
2291:动人	动人	动人	duygulandırıcı; etkileyici	Onun hikayesi çok duygulandırıcı.	kugusa moyo; kusisimua	Hadithi yake inagusa moyo sana.	təsirli; duyğulandırıcı	Onun hekayəsi çox təsirlidir.	ta'sirli; hayajonli	Uning hikoyasi juda ta'sirli.
2294:豆浆	豆浆	豆浆	soya sütü	Kahvaltıda bir bardak sıcak soya sütü içtim.	maziwa ya soya	Kwa kifungua kinywa nilikunywa glasi ya maziwa ya soya ya moto.	soya südü	Səhər yeməyində bir stəkan isti soya südü içdim.	soya suti	Nonushtada bir stakan issiq soya suti ichdim.
2297:读音	读音	读音	telaffuz	Bu karakterin yaygın iki telaffuzu vardır.	matamshi	Herufi hii ina matamshi mawili ya kawaida.	tələffüz	Bu işarənin iki ümumi tələffüzü var.	talaffuz	Bu iyeroglifning ikki keng tarqalgan talaffuzi bor.
2298:独自	独自	独自	tek başına; yalnız	O, bu görevi tek başına tamamladı.	peke yake	Alikamilisha kazi hii peke yake.	təkbaşına; yalnız	O, bu tapşırığı təkbaşına tamamladı.	yolg‘iz; o‘zi	U bu vazifani o‘zi yakunladi.
2299:堵	堵	堵	tıkanmak; sıkışmak	Sabah yoğun saatlerde bu yol sık sık tıkanır.	kuziba; kukwama	Wakati wa msongamano wa asubuhi, barabara hii mara nyingi hukwama.	tıxanmaq; bağlamaq	Səhər pik saatında bu yol tez-tez tıxanır.	tiqilib qolmoq; to‘smoq	Ertalabgi tig‘iz paytda bu yo‘l tez-tez tiqilib qoladi.
2300:度	度	度	derece; ölçü sözcüğü	Bugün hava sıcaklığı sadece on derece.	digrii; kipimo	Joto la leo ni digrii kumi tu.	dərəcə; ölçü sözü	Bu gün temperatur cəmi on dərəcədir.	daraja; o‘lchov so‘zi	Bugun harorat atigi o‘n daraja.
2301:短处	短处	短处	zayıf yön; kusur	Herkesin kendi güçlü ve zayıf yönleri vardır.	udhaifu; kasoro	Kila mtu ana nguvu na udhaifu wake.	zəif tərəf; qüsur	Hər kəsin öz güclü və zəif tərəfləri var.	zaif tomon; kamchilik	Har kimning o‘z kuchli va zaif tomonlari bor.
2302:短期	短期	短期	kısa vadeli	Kısa vadeli plan basit ve açık olmalıdır.	ya muda mfupi	Mpango wa muda mfupi unapaswa kuwa rahisi na wazi.	qısamüddətli	Qısamüddətli plan sadə və aydın olmalıdır.	qisqa muddatli	Qisqa muddatli reja sodda va aniq bo‘lishi kerak.
2312:躲	躲	躲	saklanmak; kaçınmak	Çocuk kapının arkasına saklanıp güldü.	kujificha; kukwepa	Mtoto alijificha nyuma ya mlango na akacheka.	gizlənmək; yayınmaq	Uşaq qapının arxasında gizlənib güldü.	yashirinmoq; qochmoq	Bola eshik ortiga yashirinib kuldi.
2313:儿女	儿女	儿女	çocuklar; oğullar ve kızlar	Yaşlı adam çocuklarının sık sık eve gelip onu görmesini umuyor.	watoto; wana na mabinti	Mzee anatumaini watoto wake watarudi nyumbani mara kwa mara kumtembelea.	övladlar; oğul-qız	Yaşlı adam övladlarının tez-tez evə gəlib onu görməsini istəyir.	farzandlar; o‘g‘il-qizlar	Keksa kishi farzandlari tez-tez uyga kelib ko‘rishini xohlaydi.
2314:二手	二手	二手	ikinci el	Bu ikinci el bir bisiklettir.	ya mitumba; iliyotumika	Hii ni baiskeli ya mitumba.	ikinci əl	Bu ikinci əl velosipeddir.	ishlatilgan; ikkinchi qo‘l	Bu ishlatilgan velosiped.
2315:二维码	二维码	二维码	QR kodu	Sipariş vermek için lütfen masadaki QR kodunu tarayın.	msimbo wa QR	Tafadhali skani msimbo wa QR ulio mezani ili kuagiza chakula.	QR kodu	Sifariş vermək üçün masadakı QR kodunu skan edin.	QR kod	Buyurtma berish uchun stol ustidagi QR kodni skanerlang.
2321:发起	发起	发起	başlatmak; girişim başlatmak	Onlar bir çevre koruma etkinliği başlattı.	kuanzisha; kuzindua	Walianzisha shughuli ya kulinda mazingira.	başlatmaq; irəli sürmək	Onlar ətraf mühiti qoruma tədbirinə başladılar.	boshlamoq; tashabbus qilmoq	Ular atrof-muhitni muhofaza qilish tadbirini boshlashdi.
2323:发音	发音	发音	telaffuz etmek; telaffuz	Onun Çince telaffuzu gittikçe daha anlaşılır oluyor.	kutamka; matamshi	Matamshi yake ya Kichina yanazidi kuwa wazi.	tələffüz etmək; tələffüz	Onun çin dili tələffüzü getdikcə daha aydın olur.	talaffuz qilmoq; talaffuz	Uning xitoycha talaffuzi tobora aniqroq bo‘lyapti.
2324:罚	罚	罚	cezalandırmak; para cezası vermek	Sürücü hız yaptığı için iki yüz yuan ceza aldı.	kuadhibu; kutoza faini	Dereva alitozwa faini ya yuan mia mbili kwa kuzidisha mwendo.	cəzalandırmaq; cərimələmək	Sürücü sürət həddini aşdığı üçün iki yüz yuan cərimələndi.	jarimaga tortmoq; jazolamoq	Haydovchi tezlikni oshirgani uchun ikki yuz yuan jarima to‘ladi.
2328:番茄	番茄	番茄	domates	Çorba yapmak için domates kullanmayı severim.	nyanya	Ninapenda kutumia nyanya kutengeneza supu.	pomidor	Mən şorba bişirmək üçün pomidordan istifadə etməyi xoşlayıram.	pomidor	Men sho‘rva tayyorlashda pomidordan foydalanishni yaxshi ko‘raman.
2330:反	反	反	ters; karşı	O ters yönde yürüdü, bu yüzden kapıyı elbette bulamadı.	kinyume; kupinga	Alitembea upande wa kinyume, hivyo bila shaka hakupata mlango.	əks; qarşı	O, əks istiqamətdə getdi, ona görə də qapını tapa bilmədi.	teskari; qarshi	U teskari yo‘nalishda yurdi, shuning uchun albatta eshikni topolmadi.
2333:返回	返回	返回	geri dönmek	Turistler öğleden sonra dinlenmek için otele döndü.	kurudi	Watalii walirudi hotelini alasiri kupumzika.	geri qayıtmaq	Turistlər günortadan sonra istirahət üçün hotelə qayıtdılar.	qaytmoq	Sayyohlar tushdan keyin dam olish uchun mehmonxonaga qaytishdi.
2340:防	防	防	önlemek; korunmak	Yazın güneşten korunmaya dikkat etmek gerekir.	kuzuia; kujikinga	Msimu wa joto, zingatia kujikinga na jua.	qorunmaq; qarşısını almaq	Yayda günəşdən qorunmağa diqqət etmək lazımdır.	oldini olmoq; himoyalanmoq	Yozda quyoshdan himoyalanishga e'tibor berish kerak.
2341:房屋	房屋	房屋	ev; bina	Şiddetli yağmurdan sonra bazı evlerin onarılması gerekti.	nyumba; jengo	Baada ya mvua kubwa, baadhi ya nyumba zilihitaji ukarabati.	ev; bina	Leysan yağışdan sonra bəzi evlərin təmirə ehtiyacı oldu.	uy; bino	Kuchli yomg‘irdan keyin ayrim uylarni ta'mirlash kerak bo‘ldi.
2345:飞行	飞行	飞行	uçuş; uçmak	Bu uçuş yaklaşık iki saat sürer.	kuruka; safari ya ndege	Safari hii ya ndege inachukua takriban saa mbili.	uçuş; uçmaq	Bu uçuş təxminən iki saat çəkir.	parvoz; uchmoq	Bu parvoz taxminan ikki soat davom etadi.
2346:飞行员	飞行员	飞行员	uçak pilotu	Onun hayali uçak pilotu olmaktır.	rubani	Ndoto yake ni kuwa rubani.	təyyarə pilotu	Onun arzusu təyyarə pilotu olmaqdır.	uchuvchi	Uning orzusi uchuvchi bo‘lish.
2347:非洲	非洲	非洲	Afrika kıtası	O, Afrika'daki vahşi hayvanları inceliyor.	Afrika	Anachunguza wanyamapori wa Afrika.	Afrika qitəsi	O, Afrikanın vəhşi heyvanlarını araşdırır.	Afrika qit'asi	U Afrika yovvoyi hayvonlarini o‘rganmoqda.
2351:分类	分类	分类	sınıflandırmak; ayırmak	Kütüphane kitapları konularına göre sınıflandırır.	kupanga kwa makundi; kuainisha	Maktaba hupanga vitabu kwa mada.	təsnif etmək; qruplaşdırmaq	Kitabxana kitabları mövzuya görə təsnif edir.	tasniflamoq; saralamoq	Kutubxona kitoblarni mavzu bo‘yicha tasniflaydi.
2352:分离	分离	分离	ayırmak	Makine suyu ve yağı ayırabilir.	kutenganisha	Mashine inaweza kutenganisha maji na mafuta.	ayırmaq	Maşın suyu və yağı ayıra bilir.	ajratmoq	Mashina suv va yog‘ni ajrata oladi.
2356:分享	分享	分享	paylaşmak	O, deneyimlerini arkadaşlarıyla paylaşmaya isteklidir.	kushiriki; kugawana	Yuko tayari kushiriki uzoefu wake na marafiki.	paylaşmaq	O, təcrübəsini dostları ilə paylaşmağa hazırdır.	bo‘lishmoq; ulashmoq	U tajribasini do‘stlari bilan bo‘lishishga tayyor.
2358:丰富多彩	丰富多彩	丰富多彩	zengin ve renkli	Üniversite hayatı zengin ve renklidir.	tajiri na ya rangi	Maisha ya chuo kikuu ni tajiri na ya rangi.	zəngin və rəngarəng	Universitet həyatı zəngin və rəngarəngdir.	rang-barang; boy	Universitet hayoti rang-barang va boy.
2367:福	福	福	talih; bereket	Bahar Bayramı sırasında insanlar bereket karakterini yapıştırmayı sever.	baraka; bahati nzuri	Wakati wa Sikukuu ya Masika, watu hupenda kubandika alama ya baraka.	bərəkət; xoşbəxtlik	Yaz bayramında insanlar bərəkət işarəsini yapışdırmağı sevirlər.	baxt; baraka	Bahor bayramida odamlar baraka belgisini yopishtirishni yaxshi ko‘radi.
2371:付出	付出	付出	emek vermek; harcamak	Başarı uzun süre emek vermeyi gerektirir.	kutoa; kujitolea	Mafanikio yanahitaji kujitolea kwa muda mrefu.	vermək; zəhmət sərf etmək	Uğur uzun müddət zəhmət tələb edir.	sarf qilmoq; fidoyilik ko‘rsatmoq	Muvaffaqiyat uzoq vaqt mehnat sarflashni talab qiladi.
2374:富有	富有	富有	zengin; dolu	Bu makale duyguyla doludur.	tajiri; iliyojaa	Makala hii imejaa hisia.	zəngin; dolu	Bu məqalə duyğu ilə doludur.	boy; to‘la	Bu maqola his-tuyg‘uga boy.
2379:改天	改天	改天	başka bir gün	Bugün çok yoğunum, başka bir gün görüşelim.	siku nyingine	Leo tuna shughuli nyingi sana; tukutane siku nyingine.	başqa gün	Bu gün çox məşğuluq, başqa gün görüşək.	boshqa kuni	Bugun juda bandmiz, boshqa kuni ko‘rishaylik.
2384:敢于	敢于	敢于	cesaret etmek	O, kendi görüşünü söylemeye cesaret eder.	kuthubutu	Anathubutu kusema maoni yake.	cəsarət etmək	O, öz fikrini deməyə cəsarət edir.	jasorat qilmoq	U o‘z fikrini aytishga jur'at qiladi.
2385:刚好	刚好	刚好	tam zamanında; tam olarak	İstasyona vardığımda otobüs tam o anda geldi.	hasa; kwa wakati	Kufika kwangu kituoni, basi lilikuja kwa wakati huo huo.	tam vaxtında; dəqiq	Stansiyaya çatanda avtobus tam vaxtında gəldi.	aynan; to‘g‘ri paytda	Men bekatga yetganimda avtobus aynan kelib qoldi.
2386:高大	高大	高大	uzun ve büyük	Girişte iki uzun ağaç var.	mrefu na mkubwa	Mlangoni kuna miti miwili mirefu.	hündür və böyük	Girişdə iki hündür ağac var.	baland va katta	Kirish joyida ikkita baland daraxt bor.
2388:高度	高度	高度	yükseklik; yüksek derece	Bu binanın yüksekliği yüz metreyi aşıyor.	urefu; kiwango cha juu	Urefu wa jengo hili unazidi mita mia moja.	hündürlük; yüksək dərəcə	Bu binanın hündürlüyü yüz metrdən çoxdur.	balandlik; yuqori daraja	Bu binoning balandligi yuz metrdan oshadi.
2390:高科技	高科技	高科技	yüksek teknoloji	Yüksek teknoloji ürünleri yaşamı daha kolay hale getirir.	teknolojia ya juu	Bidhaa za teknolojia ya juu hufanya maisha yawe rahisi zaidi.	yüksək texnologiya	Yüksək texnologiya məhsulları həyatı daha rahat edir.	yuksak texnologiya	Yuksak texnologiya mahsulotlari hayotni qulayroq qiladi.
2391:高效	高效	高效	verimli	Bu yöntem hem basit hem de verimlidir.	yenye ufanisi	Njia hii ni rahisi na yenye ufanisi.	səmərəli	Bu üsul sadə və səmərəlidir.	samarali	Bu usul sodda va samarali.
2394:歌词	歌词	歌词	şarkı sözleri	Bu şarkının sözlerini çok seviyorum.	maneno ya wimbo	Ninapenda sana maneno ya wimbo huu.	mahnı sözləri	Mən bu mahnının sözlərini çox sevirəm.	qo‘shiq so‘zlari	Men bu qo‘shiq so‘zlarini juda yaxshi ko‘raman.
2395:歌曲	歌曲	歌曲	şarkı	Bu şarkı internette çok popüler.	wimbo	Wimbo huu unapendwa sana mtandaoni.	mahnı	Bu mahnı internetdə çox məşhurdur.	qo‘shiq	Bu qo‘shiq internetda juda mashhur.
2396:隔	隔	隔	ayırmak; ayrı olmak	Evim ve okul arasında bir nehir var.	kutenganishwa; kuwa kati	Nyumba yangu na shule zimetenganishwa na mto.	ayırmaq; arada olmaq	Evimlə məktəbin arasında bir çay var.	ajratib turmoq; orasida bo‘lmoq	Uyim bilan maktabni bir daryo ajratib turadi.
2399:各行各业	各行各业	各行各业	tüm sektörler; tüm meslekler	Tüm sektörlerde sorumluluk sahibi insanlara ihtiyaç vardır.	kila sekta; taaluma zote	Kila sekta inahitaji watu wenye kuwajibika.	bütün sahələr; bütün peşələr	Bütün sahələrdə məsuliyyətli insanlara ehtiyac var.	barcha sohalar; turli kasblar	Barcha sohalarda mas'uliyatli odamlar kerak.
2405:更换	更换	更换	değiştirmek; yenilemek	Klima filtresinin düzenli olarak değiştirilmesi gerekir.	kubadilisha	Kichujio cha kiyoyozi kinahitaji kubadilishwa mara kwa mara.	dəyişdirmək; əvəz etmək	Kondisioner filtrini mütəmadi dəyişmək lazımdır.	almashtirmoq	Konditsioner filtrini muntazam almashtirish kerak.
2408:工程	工程	工程	proje; mühendislik	Bu projenin gelecek yıl tamamlanması planlanıyor.	mradi; uhandisi	Mradi huu umepangwa kukamilika mwaka ujao.	layihə; mühəndislik	Bu layihənin gələn il tamamlanması planlaşdırılır.	loyiha; muhandislik	Bu loyiha keyingi yil yakunlanishi rejalashtirilgan.
2413:公务员	公务员	公务员	memur; kamu görevlisi	Mezun olduktan sonra memurluk sınavını kazandı.	mtumishi wa umma	Baada ya kuhitimu, alifaulu kuwa mtumishi wa umma.	dövlət qulluqçusu	Məzun olduqdan sonra dövlət qulluğuna qəbul oldu.	davlat xizmatchisi	U o‘qishni bitirgach, davlat xizmatchisi bo‘lish imtihonidan o‘tdi.
2416:工艺	工艺	工艺	zanaat; teknik	Bu geleneksel zanaat yıllardır aktarılıyor.	ufundi; mbinu	Ufundi huu wa jadi umepitishwa kwa miaka mingi.	sənətkarlıq; texnika	Bu ənənəvi sənətkarlıq uzun illərdir ötürülür.	hunarmandchilik; usul	Bu an'anaviy hunarmandchilik ko‘p yillardan beri davom etmoqda.
2419:共享	共享	共享	ortak kullanmak; paylaşmak	Bu şehirde birçok paylaşımlı bisiklet var.	kushiriki pamoja	Mji huu una baiskeli nyingi za pamoja.	birgə istifadə etmək; paylaşmaq	Bu şəhərdə çoxlu paylaşılan velosiped var.	birgalikda foydalanmoq; ulashmoq	Bu shaharda ko‘p umumiy foydalaniladigan velosiped bor.
2422:古	古	古	eski; antik	Bu köprü eski zamanlardaki görünümünü koruyor.	ya kale; ya zamani	Daraja hili limehifadhi sura yake ya zamani.	qədim; köhnə	Bu körpü qədim dövrdəki görünüşünü saxlayıb.	qadimiy; eski	Bu ko‘prik qadimgi davrdagi ko‘rinishini saqlab qolgan.
2423:鼓	鼓	鼓	davul	Çocuklar davul sesini duyunca koşup geldiler.	ngoma	Watoto walikimbia waliposikia sauti ya ngoma.	nağara; təbil	Uşaqlar nağara səsini eşidib qaçaraq gəldilər.	baraban; nog‘ora	Bolalar nog‘ora ovozini eshitib yugurib kelishdi.
2425:古老	古老	古老	çok eski; kadim	Bu kadim şehir birçok turisti çekiyor.	ya kale; ya zamani sana	Mji huu wa kale huwavutia watalii wengi.	qədim; çox köhnə	Bu qədim şəhər çoxlu turist cəlb edir.	qadimiy; ko‘hna	Bu qadimiy shahar ko‘plab sayyohlarni jalb qiladi.
2430:怪	怪	怪	garip; tuhaf	Bugün hava biraz garip.	ajabu; isiyo ya kawaida	Hali ya hewa leo ni ya ajabu kidogo.	qəribə; təəccüblü	Bu gün hava bir az qəribədir.	g‘alati; ajablanarli	Bugun ob-havo biroz g‘alati.
2438:光线	光线	光线	ışık; aydınlatma	Odanın ışığı kitap okumak için çok loş.	mwanga; taa	Mwanga wa chumba ni hafifu sana kwa kusoma.	işıq; işıqlandırma	Otağın işığı kitab oxumaq üçün çox zəifdir.	yorug‘lik; yoritish	Xonadagi yorug‘lik kitob o‘qish uchun juda xira.
2439:广	广	广	geniş	İlgi alanları çok geniş.	pana	Maslahi yake ni mapana sana.	geniş	Onun maraq dairəsi çox genişdir.	keng	Uning qiziqishlari juda keng.
2446:贵姓	贵姓	贵姓	soyadınız	Affedersiniz, soyadınız nedir?	jina lako la ukoo	Samahani, jina lako la ukoo ni lipi?	soyadınız	Bağışlayın, soyadınız nədir?	familiyangiz	Kechirasiz, familiyangiz nima?
2447:柜子	柜子	柜子	dolap; dosya dolabı	Belgelerin hepsi dolapta.	kabati	Nyaraka zote zimewekwa kabatini.	şkaf; dolab	Sənədlərin hamısı dolabdadır.	shkaf; javon	Hujjatlarning hammasi shkafda.
