source_headword	ML	example_ML
revision	പുനരവലോകനം	പരീക്ഷയ്ക്ക് മുമ്പ് പുനരവലോകനം ചെയ്യുന്നത് സഹായിച്ചു.
ridiculous	പരിഹാസ്യമായ	ആ വില പരിഹാസ്യമായിരുന്നു.
risky	അപകടസാധ്യതയുള്ള	ആ പദ്ധതി അപകടസാധ്യതയുള്ളതായി തോന്നി.
rival	എതിരാളി	ഞങ്ങളുടെ എതിരാളി ഒരു പുതിയ കട തുറന്നു.
rob	കൊള്ളയടിക്കുക	ആ ആളുകൾ ബാങ്ക് കൊള്ളയടിക്കാൻ ശ്രമിച്ചു.
robbery	കവർച്ച	രാത്രിയിലാണ് കവർച്ച നടന്നത്.
rocket	റോക്കറ്റ്	റോക്കറ്റ് വിജയകരമായി വിക്ഷേപിച്ചു.
romance	പ്രണയം	ആ നോവലിൽ ഒരു പ്രണയകഥയുണ്ട്.
rose	റോസാപ്പൂവ്	വേലിയരികിൽ ഒരു ചുവന്ന റോസാപ്പൂവ് വളർന്നു.
roughly	ഏകദേശം	ഏകദേശം ഇരുപത് പേർ പങ്കെടുത്തു.
ruin	നശിപ്പിക്കുക	മഴ പിക്നിക് നശിപ്പിച്ചേക്കാം.
satisfaction	സംതൃപ്തി	ഉപഭോക്തൃ സംതൃപ്തി മെച്ചപ്പെട്ടു.
scandal	വിവാദം	വിവാദം അവൻ്റെ കരിയറിനെ നശിപ്പിച്ചു.
scare	ഭയപ്പെടുത്തുക	വലിയ ശബ്ദം എന്നെ ഭയപ്പെടുത്തി.
scenario	സാഹചര്യം	ഏറ്റവും മോശമായ സാഹചര്യം സംഭവിക്കാൻ സാധ്യതയില്ല.
scholar	പണ്ഡിതൻ	പണ്ഡിതൻ പുരാതന ഗ്രന്ഥങ്ങൾ പഠിച്ചു.
scholarship	സ്കോളർഷിപ്പ്	അവൾക്ക് സ്കോളർഷിപ്പ് ലഭിച്ചു.
scratch	പോറൽ	പൂച്ച ഒരു പോറൽ ഉണ്ടാക്കി.
screening	പരിശോധന	ആശുപത്രി കാൻസർ പരിശോധന നൽകുന്നു.
seeker	അന്വേഷകൻ	തൊഴിലന്വേഷകൻ അപേക്ഷകൾ അയച്ചു.
seminar	സെമിനാർ	സെമിനാർ ഒമ്പത് മണിക്ക് ആരംഭിക്കും.
settler	കുടിയേറ്റക്കാരൻ	കുടിയേറ്റക്കാരൻ ഒരു ചെറിയ ഫാം നിർമ്മിച്ചു.
severely	ഗുരുതരമായി	കൊടുങ്കാറ്റ് റോഡുകളെ ഗുരുതരമായി തകർത്തു.
sexy	ലൈംഗികാകർഷണമുള്ള	ആ വസ്ത്രം ലൈംഗികാകർഷണമുള്ളതായി കണക്കാക്കപ്പെട്ടു.
shocking	ഞെട്ടിപ്പിക്കുന്ന	ആ വാർത്ത ഞെട്ടിപ്പിക്കുന്നതായിരുന്നു.
shore	തീരം	ഞങ്ങൾ തീരത്തുകൂടി നടന്നു.
shortage	ക്ഷാമം	നഗരം ജലക്ഷാമം നേരിട്ടു.
shortly	അല്പസമയത്തിനുള്ളിൽ	ഉച്ചകഴിഞ്ഞ് അല്പസമയത്തിനുള്ളിൽ ബസ് എത്തി.
short-term	ഹ്രസ്വകാല	പദ്ധതിക്ക് ഹ്രസ്വകാല നേട്ടങ്ങളുണ്ട്.
sibling	സഹോദരങ്ങൾ	ഓരോ സഹോദരങ്ങൾക്കും ഒരു സമ്മാനം ലഭിച്ചു.
signature	ഒപ്പ്	ദയവായി നിങ്ങളുടെ ഒപ്പ് ചേർക്കുക.
significance	പ്രാധാന്യം	ആ കണ്ടെത്തലിന് വലിയ പ്രാധാന്യമുണ്ട്.
skilled	വൈദഗ്ധ്യമുള്ള	വിദഗ്ധരായ തൊഴിലാളികൾ മേൽക്കൂര നന്നാക്കി.
slogan	മുദ്രാവാക്യം	പ്രചാരണം ലളിതമായ ഒരു മുദ്രാവാക്യം ഉപയോഗിച്ചു.
so-called	എന്ന് പറയപ്പെടുന്ന	വിദഗ്ദ്ധൻ എന്ന് പറയപ്പെടുന്നയാൾ തെറ്റുകൾ വരുത്തി.
somehow	എങ്ങനെയോ	താക്കോലുകൾ എങ്ങനെയോ കാണാതായി.
sometime	എപ്പോഴെങ്കിലും	അടുത്ത ആഴ്ച എപ്പോഴെങ്കിലും ഞങ്ങളെ സന്ദർശിക്കുക.
sophisticated	നൂതനമായ	ഈ സോഫ്റ്റ്‌വെയർ നൂതനമാണ്.
spare	അധികമായ	ഞങ്ങൾ ഒരു അധിക താക്കോൽ സൂക്ഷിക്കുന്നു.
specialize	വൈദഗ്ദ്ധ്യം നേടുക	ഡോക്ടർമാർ വിവിധ മേഖലകളിൽ വൈദഗ്ദ്ധ്യം നേടുന്നു.
specify	വ്യക്തമാക്കുക	നിങ്ങളുടെ എത്തിച്ചേരുന്ന സമയം ദയവായി വ്യക്തമാക്കുക.
spectacular	അതിമനോഹരമായ	വെടിക്കെട്ട് അതിമനോഹരമായിരുന്നു.
spectator	കാഴ്ചക്കാരൻ	ഓരോ കാഴ്ചക്കാരനും ഒരു പ്രോഗ്രാം ലഭിച്ചു.
speculate	ഊഹിക്കുക	വിദഗ്ധർ കാരണത്തെക്കുറിച്ച് ഊഹിക്കുന്നു.
speculation	ഊഹം	ആ ലേഖനം ഊഹങ്ങളെ പ്രോത്സാഹിപ്പിച്ചു.
spice	സുഗന്ധവ്യഞ്ജനം	ഓരോ സുഗന്ധവ്യഞ്ജനമായി ചേർക്കുക.
spill	തൂവുക	ജ്യൂസ് തൂവരുത്.
spite	വകവെക്കാതെ	പ്രശ്നങ്ങൾ വകവെക്കാതെ അവൻ വിജയിച്ചു.
spoil	കേടാക്കുക	അമിതമായ ഉപ്പ് സൂപ്പ് കേടാക്കും.
spokesman	വക്താവ്	വക്താവ് ചോദ്യങ്ങൾക്ക് മറുപടി നൽകി.
spokesperson	വക്താവ്	വക്താവ് ഒരു പ്രസ്താവന വായിച്ചു.
spokeswoman	വനിതാ വക്താവ്	വനിതാ വക്താവ് പത്രക്കാരെ അഭിസംബോധന ചെയ്തു.
sponsorship	സ്പോൺസർഷിപ്പ്	ടീമിന് സ്പോൺസർഷിപ്പ് ആവശ്യമാണ്.
sporting	കായികമായ	നഗരം കായിക പരിപാടികൾക്ക് ആതിഥേയത്വം വഹിക്കുന്നു.
stall	സ്റ്റാൾ	മാർക്കറ്റിലെ സ്റ്റാൾ പഴങ്ങൾ വിൽക്കുന്നു.
stance	നിലപാട്	മന്ത്രി തന്റെ നിലപാട് മാറ്റി.
starve	പട്ടിണി കിടക്കുക	ഭക്ഷണമില്ലെങ്കിൽ മൃഗങ്ങൾ പട്ടിണി കിടക്കും.
steadily	സ്ഥിരമായി	കമ്പനി സ്ഥിരമായി വളർന്നു.
steam	നീരാവി	സൂപ്പിൽ നിന്ന് നീരാവി ഉയർന്നു.
stimulate	ഉത്തേജിപ്പിക്കുക	തിളക്കമുള്ള നിറങ്ങൾക്ക് താല്പര്യം ഉത്തേജിപ്പിക്കാൻ കഴിയും.
