source_headword	KM	example_KM
sustain	រក្សា	គម្រោងនេះអាចរក្សាការងារក្នុងតំបន់បាន។
swing	យោល	ទ្វារចាប់ផ្តើមយោល។
sword	ដាវ	ដាវនោះត្រូវបានព្យួរនៅលើជញ្ជាំង។
symbolic	ជានិមិត្តរូប	កាយវិការនេះគឺជានិមិត្តរូប។
syndrome	រោគសញ្ញា	រោគសញ្ញានេះប៉ះពាល់ដល់ការចងចាំ។
synthesis	ការសំយោគ	ជំពូកនេះផ្តល់នូវការសំយោគ។
systematic	ជាប្រព័ន្ធ	ការត្រួតពិនិត្យនេះគឺមានលក្ខណៈជាប្រព័ន្ធ។
tactic	យុទ្ធសាស្ត្រ	យុទ្ធសាស្ត្រនេះបានបរាជ័យយ៉ាងឆាប់រហ័ស។
tactical	យុទ្ធសាស្ត្រ	ក្រុមនេះបានធ្វើការផ្លាស់ប្តូរយុទ្ធសាស្ត្រ។
taxpayer	អ្នកបង់ពន្ធ	ប្រាក់របស់អ្នកបង់ពន្ធបានផ្តល់មូលនិធិដល់ស្ពាន។
tempt	ទាក់ទាញ	ការផ្តល់ជូននេះអាចទាក់ទាញអ្នកវិនិយោគ។
tenant	អ្នកជួល	អ្នកជួលបានបង់ថ្លៃឈ្នួលមុនកាលកំណត់។
tender	ទន់ភ្លន់	នាងបានញញឹមយ៉ាងទន់ភ្លន់។
tenure	អាណត្តិ	អាណត្តិរបស់គាត់មានរយៈពេលប្រាំមួយឆ្នាំ។
terminal	ដំណាក់កាលចុងក្រោយ	អ្នកជំងឺមានជំងឺដំណាក់កាលចុងក្រោយ។
terminate	បញ្ចប់	ក្រុមហ៊ុនអាចបញ្ចប់កិច្ចសន្យាបាន។
terrain	សណ្ឋានដី	សណ្ឋានដីនេះគឺពិបាក។
terrific	អស្ចារ្យ	ទេសភាពនេះពិតជាអស្ចារ្យណាស់។
testify	ផ្តល់សក្ខីកម្ម	នាងបានយល់ព្រមផ្តល់សក្ខីកម្ម។
testimony	សក្ខីកម្ម	សក្ខីកម្មរបស់គាត់មានភាពលម្អិត។
texture	វាយនភាព	ក្រណាត់នេះមានវាយនភាពគ្រើម។
thankfully	ជាសំណាងល្អ	ជាសំណាងល្អគ្មាននរណាម្នាក់រងរបួសទេ។
theatrical	ល្ខោន	សុន្ទរកថានេះស្តាប់ទៅដូចជាការសម្តែងល្ខោន។
theology	ទ្រឹស្ដី	គាត់បានសិក្សាផ្នែកទេវវិទ្យានៅសាកលវិទ្យាល័យ។
theoretical	ទ្រឹស្តី	គំរូនេះគ្រាន់តែជាទ្រឹស្តីប៉ុណ្ណោះ។
thereafter	បន្ទាប់មក	បន្ទាប់មកច្បាប់បានផ្លាស់ប្តូរ។
thereby	ដោយហេតុនោះ	ការផ្លាស់ប្តូរនេះបានកាត់បន្ថយការចំណាយដោយហេតុនេះជួយសន្សំការងារ។
thoughtful	គិតគូរ	ការឆ្លើយតបរបស់នាងគឺមានការគិតគូរយ៉ាងល្អ។
thought-provoking	ជំរុញឱ្យគិត	អត្ថបទនេះគឺជំរុញឱ្យមានការគិត។
thread	អំបោះ	ខ្សែអំបោះបានដាច់យ៉ាងងាយស្រួល។
threshold	កម្រិត	ការបោះឆ្នោតនេះបានឆ្លងកាត់កម្រិតកំណត់។
thrilled	រំភើប	នាងមានការរំភើបចិត្តចំពោះព័ត៌មាននេះ។
thrive	លូតលាស់	អាជីវកម្មខ្នាតតូចអាចរីកចម្រើននៅទីនេះបាន។
tide	ជំនោរ	ជំនោរទឹកបានកើនឡើងយ៉ាងលឿន។
tighten	រឹតបន្តឹង	រឹតបន្តឹងគម្របឱ្យបានតឹង។
timber	ឈើ	ផ្ទះនេះប្រើឈើក្នុងស្រុក។
timely	ទាន់ពេលវេលា	ការព្រមាននេះគឺទាន់ពេលវេលា។
tobacco	ថ្នាំជក់	ការលក់ថ្នាំជក់បានធ្លាក់ចុះ។
tolerance	ការអត់ឱន	គោលនយោបាយនេះលើកទឹកចិត្តឱ្យមានការអត់ឱន។
tolerate	អត់ទ្រាំ	យើងមិនអាចអត់ឱនចំពោះការរំលោភបំពានបានទេ។
toll	ការខូចខាត	ព្យុះនេះបានបង្កការខូចខាតយ៉ាងធ្ងន់ធ្ងរ។
top	លើស	ការលក់អាចលើសកំណត់ត្រាកាលពីឆ្នាំមុន។
torture	ទារុណកម្ម	សន្ធិសញ្ញានេះហាមឃាត់ការធ្វើទារុណកម្មដាច់ខាត។
