source_headword	MY	example_MY
explosion	ပေါက်ကွဲမှု	ပေါက်ကွဲမှုက ပြတင်းပေါက်အချို့ကို ကွဲစေခဲ့တယ်။
export	တင်ပို့ကုန်	ကော်ဖီက အရေးကြီးတဲ့ တင်ပို့ကုန် ဖြစ်တယ်။
fairly	အတော်လေး	စာမေးပွဲက အတော်လေး လွယ်တယ်။
familiar	ရင်းနှီးသော	သူမ မျက်နှာက ရင်းနှီးသလို ထင်ရတယ်။
fancy	လိုချင်သည်	ကော်ဖီတစ်ခွက် လိုချင်လား။
fascinating	စိတ်ဝင်စားဖွယ်ကောင်းသော	ဇာတ်လမ်းက စိတ်ဝင်စားဖွယ်ကောင်းတယ်။
fashionable	ခေတ်စားသော	အဲဒီဖိနပ်တွေက ခေတ်စားတယ်။
fasten	ခါးပတ်ပတ်သည်	သင့်ထိုင်ခုံခါးပတ်ကို ပတ်ပါ။
favour	ကူညီမှု	ငါ့ကို ကူညီမှုတစ်ခု လုပ်ပေးနိုင်လား။
fence	ခြံစည်းရိုး	ခြံစည်းရိုးက ဥယျာဉ်ကို ဝန်းရံထားတယ်။
fighting	တိုက်ခိုက်မှု	မနက်မိုးလင်းချိန်မှာ တိုက်ခိုက်မှု ရပ်သွားတယ်။
file	ဖိုင်	ပိတ်မီ ဖိုင်ကို သိမ်းပါ။
financial	ဘဏ္ဍာရေးဆိုင်ရာ	သူမ ဘဏ္ဍာရေးဆိုင်ရာ အကြံဉာဏ် လိုတယ်။
fitness	ကြံ့ခိုင်ရေး	ပြေးခြင်းက သင့်ကြံ့ခိုင်ရေးကို တိုးတက်စေတယ်။
fixed	သတ်မှတ်ထားသော	ဈေးနှုန်းက သတ်မှတ်ထားတယ်။
flag	အလံ	အလံက ကျောင်းအပေါ်မှာ လွင့်နေတယ်။
flood	ရေကြီးမှု	ရေကြီးမှုက အိမ်များစွာကို ပျက်စီးစေခဲ့တယ်။
flour	ဂျုံမှုန့်	ဇလုံထဲကို ဂျုံမှုန့် ထည့်ပါ။
flow	စီးဆင်းသည်	မြစ်က မြို့ထဲကနေ စီးဆင်းတယ်။
fold	ခေါက်သည်	စာရွက်ကို တစ်ဝက် ခေါက်ပါ။
folk	ရိုးရာ	ရိုးရာဂီတက ခန်းမကို ပြည့်စေခဲ့တယ်။
force	အား	လေက ကြီးမားတဲ့ အားရှိတယ်။
forever	ထာဝရ	ဒီအရာကို ကျွန်ုပ် ထာဝရ မှတ်မိမယ်။
frame	ဘောင်	ဓာတ်ပုံမှာ ဘောင်တစ်ခု လိုတယ်။
freeze	ခဲသည်	ရေက ညအတွင်း ခဲသွားမယ်။
frequently	မကြာခဏ	သူ မိဘတွေကို မကြာခဏ သွားလည်တယ်။
friendship	မိတ်ဆွေဖြစ်မှု	သူတို့ရဲ့ မိတ်ဆွေဖြစ်မှုက နှစ်များစွာ ကြာခဲ့တယ်။
frighten	ကြောက်လန့်စေသည်	အသံကျယ်တွေက ကလေးကို ကြောက်လန့်စေတယ်။
frightened	ကြောက်နေသော	ကလေးက ကြောက်နေသလို မြင်ရတယ်။
frightening	ကြောက်စရာကောင်းသော	မုန်တိုင်းက ကြောက်စရာကောင်းတယ်။
frozen	ခဲနေသော	ရေကန်က ခဲနေတယ်။
fry	ကြော်သည်	ကြက်သွန်တွေကို ငါးမိနစ် ကြော်ပါ။
fuel	လောင်စာ	ကားမှာ လောင်စာ ပိုလိုတယ်။
function	လုပ်ဆောင်ချက်	ဒီခလုတ်မှာ လုပ်ဆောင်ချက် တစ်ခု ရှိတယ်။
fur	အမွေး	ကြောင်မှာ နူးညံ့တဲ့ အမွေး ရှိတယ်။
garage	ကားဂိုဒေါင်	ကားက ကားဂိုဒေါင်ထဲမှာ ရှိတယ်။
gather	စုဝေးသည်	ကျွန်ုပ်တို့ စားပွဲပတ်လည်မှာ စုဝေးခဲ့တယ်။
generally	ယေဘုယျအားဖြင့်	သူမ ယေဘုယျအားဖြင့် စောစော ရောက်တယ်။
generation	မျိုးဆက်	မျိုးဆက်တိုင်း ပြဿနာအသစ်တွေကို ရင်ဆိုင်ရတယ်။
generous	ရက်ရောသော	သူက သူ့အချိန်နဲ့ ပတ်သက်ပြီး ရက်ရောတယ်။
gentle	နူးညံ့သော	နူးညံ့တဲ့ အသံကို အသုံးပြုပါ။
gentleman	လူကြီးလူကောင်း	လူကြီးလူကောင်းက တံခါးကို ဖွင့်ပေးခဲ့တယ်။
ghost	သရဲ	ဇာတ်လမ်းမှာ သရဲတစ်ကောင် ပါတယ်။
giant	ဧရာမ	ဧရာမ ဖန်သားပြင်က စင်မြင့်ကို ပြည့်စေခဲ့တယ်။
glad	ဝမ်းသာသော	သင် လာတာကို ကျွန်ုပ် ဝမ်းသာတယ်။
global	ကမ္ဘာလုံးဆိုင်ရာ	ရာသီဥတုပြောင်းလဲမှုက ကမ္ဘာလုံးဆိုင်ရာ ပြဿနာ ဖြစ်တယ်။
glove	လက်အိတ်	ကျွန်ုပ် လက်အိတ်တစ်ဖက် ပျောက်သွားတယ်။
goods	ကုန်ပစ္စည်းများ	ကုန်ပစ္စည်းတွေ နောက်ကျပြီး ရောက်လာတယ်။
grade	အမှတ်	သူမ မြင့်တဲ့ အမှတ် ရခဲ့တယ်။
graduate	ဘွဲ့ရသူ	သူက မကြာသေးခင်က ဘွဲ့ရသူ ဖြစ်တယ်။
grain	စပါးစေ့	ဆန်တစ်စေ့ ကျသွားတယ်။
grateful	ကျေးဇူးတင်သော	သင့်အထောက်အပံ့အတွက် ကျွန်ုပ် ကျေးဇူးတင်တယ်။
growth	ကြီးထွားမှု	အပင်က တည်ငြိမ်တဲ့ ကြီးထွားမှု ပြခဲ့တယ်။
guard	အစောင့်	အစောင့်က ကျွန်ုပ်တို့ လက်မှတ်တွေကို စစ်ဆေးခဲ့တယ်။
guilty	အပြစ်ရှိသော	လိမ်ပြောခဲ့တာအတွက် သူ အပြစ်ရှိသလို ခံစားခဲ့တယ်။
hang	ချိတ်ဆွဲသည်	သင့်အင်္ကျီကို ဒီမှာ ချိတ်ဆွဲပါ။
happiness	ပျော်ရွှင်မှု	ငွေက ပျော်ရွှင်မှုကို ဝယ်လို့ မရဘူး။
hardly	ခက်ခဲစွာ	သင့်အသံကို ကျွန်ုပ် ခက်ခဲစွာပဲ ကြားနိုင်တယ်။
headline	ခေါင်းစဉ်ကြီး	ခေါင်းစဉ်ကြီးက ကျွန်ုပ်အာရုံကို ဆွဲဆောင်ခဲ့တယ်။
heating	အပူပေးစနစ်	အပူပေးစနစ် အလုပ်မလုပ်တော့ဘူး။
heavily	ပြင်းပြင်းထန်ထန်	တစ်ညလုံး မိုး ပြင်းပြင်းထန်ထန် ရွာခဲ့တယ်။
helicopter	ရဟတ်ယာဉ်	ရဟတ်ယာဉ်တစ်စင်း အနီးမှာ ဆင်းသက်ခဲ့တယ်။
highlight	အဓိကထားပြသည်	ကျေးဇူးပြု၍ အဓိကအတွေးကို အဓိကထားပြပါ။
highly	အလွန်	သူမကို အလွန် လေးစားကြတယ်။
hire	ငှားသည်	ကျွန်ုပ်တို့ ကားတစ်စီး ငှားဖို့ လိုတယ်။
historic	သမိုင်းဝင်	ကျွန်ုပ်တို့ သမိုင်းဝင် အဆောက်အအုံတစ်ခုကို သွားလည်ခဲ့တယ်။
historical	သမိုင်းဆိုင်ရာ	သူမ သမိုင်းဆိုင်ရာ ဝတ္ထုတွေကို နှစ်သက်တယ်။
honest	ရိုးသားသော	ကျေးဇူးပြု၍ ရိုးသားတဲ့ အဖြေ ပေးပါ။
horrible	ကြောက်စရာကောင်းသော	အနံ့က ကြောက်စရာကောင်းတယ်။
horror	ထိတ်လန့်ဖွယ်ရာ	သူ ထိတ်လန့်ဖွယ်ရာ ရုပ်ရှင်တွေကို နှစ်သက်တယ်။
host	အိမ်ရှင်	အိမ်ရှင်က ဧည့်သည်တိုင်းကို ကြိုဆိုခဲ့တယ်။
