source_headword	SI	example_SI
conviction	වරදකරු කිරීම	ඔහු වරදකරු වීම මහජනතාව කම්පනයට පත් කළේය.
cooperate	සහයෝගය දෙනවා	කරුණාකර පරීක්ෂණයට සහයෝගය දෙන්න.
cooperative	සහයෝගී	කාර්ය මණ්ඩලය සහයෝගයෙන් හා සන්සුන්ව සිටියහ.
coordinate	සම්බන්ධීකරණය කරනවා	ඔවුන් සෑම උදෑසනකම බෙදාහැරීම් සම්බන්ධීකරණය කරයි.
coordination	සම්බන්ධීකරණය	හොඳ සම්බන්ධීකරණය කාලය ඉතිරි කළේය.
coordinator	සම්බන්ධීකාරක	සම්බන්ධීකාරක සෑම කාර්යයක්ම පවරන ලදී.
cop	පොලිස් නිලධාරියා	පොලිස් නිලධාරියෙක් දුම්රිය ස්ථානයෙන් පිටත සිටගෙන සිටියේය.
copper	තඹ	නළය තඹ වලින් සාදා ඇත.
copyright	ප්‍රකාශන අයිතිය	රූපය ප්‍රකාශන අයිතියෙන් සුරක්ෂිත කර ඇත.
correction	නිවැරදි කිරීම	ගුරුවරයා එක් නිවැරදි කිරීමක් කළේය.
correlate	සහසම්බන්ධ වෙනවා	අධික ආතතිය රෝග සමඟ සහසම්බන්ධ විය හැක.
correlation	සහසම්බන්ධය	අධ්‍යයනයෙන් ප්‍රබල සහසම්බන්ධයක් සොයා ගන්නා ලදී.
correspond	අනුරූප වෙනවා	මෙම සංඛ්‍යා ලේබලවලට අනුරූප වේ.
correspondence	ලිපි හුවමාරුව	ඔවුන්ගේ ලිපි හුවමාරුව වසර ගණනාවක් පැවතුනි.
correspondent	වාර්තාකරු	වාර්තාකරු කයිරෝවේ සිට වාර්තා කළේය.
corresponding	අනුරූප	සෑම බොත්තමකටම අනුරූප ආලෝකයක් ඇත.
corrupt	දූෂිත	දූෂිත නිලධාරියා මුදල් ලබා ගත්තේය.
corruption	දූෂණය	දූෂණය මහජන විශ්වාසය දුර්වල කළේය.
costly	මිල අධික	කණ්ඩායමට මෙම දෝෂය මිල අධික විය.
councillor	නාගරික මන්ත්‍රී	නාගරික මන්ත්‍රීවරයා පදිංචිකරුවන්ගේ ප්‍රශ්නවලට පිළිතුරු දුන්නේය.
counselling	උපදේශනය	අනතුරෙන් පසු ඇයට උපදේශනය ලැබුණි.
counsellor	උපදේශකවරයා	උපදේශකවරයා නවක සිසුන්ට උපකාර කළේය.
counter (argue against)	විරුද්ධව තර්ක කරනවා	ඇය ඔහුගේ තර්කයට විරුද්ධ වීමට උත්සාහ කළාය.
counterpart	සමකාලීනයා	ඔහු සිය ජපන් සමකාලීනයා හමුවිය.
countless	අසංඛ්‍යාත	අසංඛ්‍යාත ස්වේච්ඡා සේවකයන් පිරිසක් සෙවුමට එක් විය.
coup	කුමන්ත්‍රණය	කුමන්ත්‍රණයෙන් ජනාධිපතිවරයා ඉවත් කරන ලදී.
courtesy	කාරුණිකත්වය	ඇය ඔවුන්ගේ කාරුණිකත්වයට ස්තූති කළාය.
