hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
2259:登	登	登	vystoupit; zveřejnit; přihlásit se	Vyrazili brzy ráno lézt na horu.	vystúpiť; uverejniť; prihlásiť sa	Vyrazili skoro ráno liezť na horu.	felmászni; megjelentetni; belépni	Korán reggel indultak hegyet mászni.	a urca; a publica; a se autentifica	Au plecat devreme ca să urce pe munte.	изкачвам; публикувам; влизам в профил	Те тръгнаха рано сутринта да изкачват планината.	popeti se; objaviti; prijaviti se	Krenuli su rano ujutro penjati se na planinu.
2260:灯光	灯光	灯光	osvětlení; světlo	Osvětlení na jevišti je velmi krásné.	osvetlenie; svetlo	Osvetlenie na javisku je veľmi pekné.	világítás; fény	A színpadi világítás nagyon szép.	iluminat; lumină	Iluminatul de pe scenă este foarte frumos.	осветление; светлина	Осветлението на сцената е много красиво.	rasvjeta; svjetlo	Rasvjeta na pozornici vrlo je lijepa.
2266:低头	低头	低头	sklonit hlavu	Sklonil hlavu a letmo se podíval na telefon.	skloniť hlavu	Sklonil hlavu a pozrel sa na telefón.	lehajtani a fejét	Lehajtotta a fejét, és rápillantott a telefonjára.	a-și pleca capul	Și-a plecat capul și s-a uitat o clipă la telefon.	навеждам глава	Той наведе глава и хвърли поглед към телефона.	spustiti glavu	Spustio je glavu i bacio pogled na mobitel.
2271:地面	地面	地面	zem; povrch podlahy	Po dešti je zem kluzká, choďte opatrně.	zem; povrch podlahy	Po daždi je zem klzká, treba ísť opatrne.	talaj; padlófelület	Eső után csúszós a talaj, óvatosan kell járni.	sol; suprafața podelei	După ploaie, solul este alunecos, așa că mergeți cu grijă.	земя; повърхност на пода	След дъжд земята е хлъзгава, затова вървете внимателно.	tlo; površina poda	Nakon kiše tlo je sklisko, pa hodajte oprezno.
2274:地下	地下	地下	podzemní; pod zemí	Toto město má velké podzemní parkoviště.	podzemný; pod zemou	Toto mesto má veľké podzemné parkovisko.	föld alatti	Ebben a városban nagy föld alatti parkoló van.	subteran	Acest oraș are o parcare subterană mare.	подземен	Този град има голям подземен паркинг.	podzemni; ispod zemlje	Ovaj grad ima veliko podzemno parkiralište.
2277:点赞	点赞	点赞	dát lajk; označit jako oblíbené	Mnoho uživatelů dalo tomuto videu lajk.	dať lajk; označiť páči sa mi	Mnohí používatelia dali tomuto videu lajk.	lájkolni; tetszikelni	Sok netező lájkolta ezt a videót.	a aprecia; a da like	Mulți utilizatori au apreciat acest videoclip.	харесвам; давам палец нагоре	Много потребители харесаха това видео.	lajkati; dati palac gore	Mnogi korisnici lajkali su ovaj video.
2279:电动	电动	电动	elektrický; poháněný elektřinou	Koupil si elektrické kolo.	elektrický; poháňaný elektrinou	Kúpil si elektrický bicykel.	elektromos; villanymeghajtású	Vett egy elektromos kerékpárt.	electric; acționat electric	El a cumpărat o bicicletă electrică.	електрически; задвижван с ток	Той си купи електрически велосипед.	električni; na električni pogon	Kupio je električni bicikl.
2280:电器	电器	电器	elektrický spotřebič	Všechny spotřebiče v kuchyni jsou nové.	elektrický spotrebič	Všetky spotrebiče v kuchyni sú nové.	elektromos készülék	A konyhai elektromos készülékek mind újak.	aparat electric	Aparatele electrice din bucătărie sunt toate noi.	електроуред	Електроуредите в кухнята са нови.	električni uređaj	Svi električni uređaji u kuhinji su novi.
2281:电商	电商	电商	elektronický obchod	Platformy elektronického obchodu změnily nákupní zvyky mnoha lidí.	elektronický obchod	Platformy elektronického obchodu zmenili nákupné návyky mnohých ľudí.	e-kereskedelem	Az e-kereskedelmi platformok sok ember vásárlási szokásait megváltoztatták.	comerț electronic	Platformele de comerț electronic au schimbat obiceiurile de cumpărare ale multor oameni.	електронна търговия	Платформите за електронна търговия промениха навиците за пазаруване на много хора.	e-trgovina	Platforme e-trgovine promijenile su navike kupnje mnogih ljudi.
2282:电视台	电视台	电视台	televizní stanice	Po promoci šla pracovat do televizní stanice.	televízna stanica	Po promócii išla pracovať do televíznej stanice.	televízióállomás	Diploma után egy televízióállomáson kezdett dolgozni.	post de televiziune	După absolvire, ea a mers să lucreze la un post de televiziune.	телевизионна станция; телевизия	След дипломирането си тя отиде да работи в телевизия.	televizijska postaja	Nakon diplome otišla je raditi na televizijsku postaju.
2283:电子版	电子版	电子版	elektronická verze	Materiály ke schůzi mají elektronickou i papírovou verzi.	elektronická verzia	Materiály na schôdzu majú elektronickú aj papierovú verziu.	elektronikus változat	Az értekezlet anyagainak van elektronikus és papíralapú változata is.	versiune electronică	Materialele ședinței au atât versiune electronică, cât și versiune pe hârtie.	електронна версия	Материалите за срещата имат електронна и хартиена версия.	elektronička verzija	Materijali za sastanak imaju elektroničku i papirnatu verziju.
2284:调1	调1	调	přeložit; přesunout	Příští měsíc bude přeložen do šanghajské pobočky.	preložiť; presunúť	Budúci mesiac ho preložia do šanghajskej pobočky.	áthelyezni; átmozgatni	Jövő hónapban áthelyezik a sanghaji fiókba.	a transfera; a muta	Luna viitoare va fi transferat la filiala din Shanghai.	премествам; прехвърлям	Следващия месец ще бъде преместен в шанхайския клон.	premjestiti; prebaciti	Sljedeći mjesec bit će premješten u šangajsku podružnicu.
2285:调研	调研	调研	výzkum; průzkum	Tým zkoumá spotřební návyky mladých lidí.	výskum; prieskum	Tím skúma spotrebné návyky mladých ľudí.	kutatás; felmérés	A csapat a fiatalok fogyasztási szokásait kutatja.	cercetare; sondaj	Echipa cercetează obiceiurile de consum ale tinerilor.	проучване; изследване	Екипът проучва потребителските навици на младите хора.	istraživanje; anketa	Tim istražuje potrošačke navike mladih ljudi.
2287:丢失	丢失	丢失	ztratit; ztráta	Pokud ztratíte doklad, co nejdříve to nahlaste policii.	stratiť; strata	Ak stratíte doklad, čo najskôr to nahláste polícii.	elveszíteni; elvesztés	Ha elveszik az igazolványod, jelentsd a rendőrségen minél hamarabb.	a pierde; pierdere	Dacă îți pierzi actul, anunță poliția cât mai curând.	губя; загуба	Ако документът ти се изгуби, съобщи в полицията възможно най-скоро.	izgubiti; gubitak	Ako izgubiš dokument, što prije to prijavi policiji.
2290:动画	动画	动画	animace; kreslený film	Děti se rády dívají na tento kreslený film.	animácia; kreslený film	Deti rady pozerajú túto animáciu.	animáció; rajzfilm	A gyerekek szeretik nézni ezt az animációt.	animație; film animat	Copiii se uită cu plăcere la această animație.	анимация; анимационен филм	Децата обичат да гледат тази анимация.	animacija; crtani film	Djeca vole gledati ovu animaciju.
2291:动人	动人	动人	dojemný; působivý	Její příběh je velmi dojemný.	dojímavý; pôsobivý	Jej príbeh je veľmi dojímavý.	megható; megindító	A története nagyon megható.	emoționant; mișcător	Povestea ei este foarte emoționantă.	трогателен; вълнуващ	Нейната история е много трогателна.	dirljiv; ganutljiv	Njezina je priča vrlo dirljiva.
2294:豆浆	豆浆	豆浆	sójové mléko	K snídani jsem vypil sklenici teplého sójového mléka.	sójové mlieko	Na raňajky som vypil pohár teplého sójového mlieka.	szójatej	Reggelire ittam egy pohár meleg szójatejet.	lapte de soia	La micul dejun am băut un pahar de lapte de soia cald.	соево мляко	За закуска изпих чаша топло соево мляко.	sojino mlijeko	Za doručak sam popio čašu toplog sojinog mlijeka.
2297:读音	读音	读音	výslovnost; čtení znaku	Tento znak má dvě běžné výslovnosti.	výslovnosť; čítanie znaku	Tento znak má dve bežné výslovnosti.	kiejtés; olvasat	Ennek az írásjegynek két gyakori olvasata van.	pronunție; citire	Acest caracter are două pronunții obișnuite.	произношение; четене	Този знак има две често срещани произношения.	izgovor; čitanje znaka	Ovaj znak ima dva uobičajena izgovora.
2298:独自	独自	独自	sám; samostatně	Tento úkol dokončila sama.	sám; samostatne	Túto úlohu dokončila sama.	egyedül; önállóan	Egyedül fejezte be ezt a feladatot.	singur; pe cont propriu	Ea a terminat această sarcină singură.	сам; самостоятелно	Тя изпълни тази задача сама.	sam; samostalno	Sama je završila taj zadatak.
2299:堵	堵	堵	ucpat; zablokovat	V ranní špičce je tato silnice často ucpaná.	upchať; zablokovať	Počas rannej špičky je táto cesta často upchatá.	eltorlaszolni; bedugulni	Reggeli csúcsidőben ez az út gyakran bedugul.	a bloca; a se aglomera	În ora de vârf de dimineață, acest drum este adesea blocat.	блокирам; задръствам	В сутрешния час пик този път често се задръства.	začepiti; blokirati	Tijekom jutarnje gužve ova je cesta često zakrčena.
2300:度	度	度	stupeň; měrové slovo	Dnes je teplota jen deset stupňů.	stupeň; klasifikátor	Dnes je teplota len desať stupňov.	fok; mértékszó	Ma csak tíz fok van.	grad; cuvânt de măsură	Temperatura de azi este de doar zece grade.	градус; мерна дума	Днес температурата е само десет градуса.	stupanj; mjerna riječ	Danas je temperatura samo deset stupnjeva.
2301:短处	短处	短处	slabina; nedostatek	Každý má své silné stránky i slabiny.	slabina; nedostatok	Každý má svoje silné stránky aj slabiny.	gyengeség; hiányosság	Mindenkinek megvannak a maga erősségei és gyengeségei.	punct slab; neajuns	Fiecare are propriile puncte forte și puncte slabe.	слаба страна; недостатък	Всеки има своите силни и слаби страни.	slabost; nedostatak	Svatko ima svoje prednosti i slabosti.
2302:短期	短期	短期	krátkodobý	Krátkodobý plán má být jednoduchý a jasný.	krátkodobý	Krátkodobý plán má byť jednoduchý a jasný.	rövid távú	A rövid távú terv legyen egyszerű és világos.	pe termen scurt	Un plan pe termen scurt trebuie să fie simplu și clar.	краткосрочен	Краткосрочният план трябва да бъде прост и ясен.	kratkoročan	Kratkoročni plan treba biti jednostavan i jasan.
2312:躲	躲	躲	skrýt se; vyhnout se	Dítě se schovalo za dveřmi a smálo se.	skryť sa; vyhnúť sa	Dieťa sa schovalo za dverami a smialo sa.	elbújni; elkerülni	A gyerek az ajtó mögé bújt és nevetett.	a se ascunde; a evita	Copilul s-a ascuns după ușă și a râs.	крия се; избягвам	Детето се скри зад вратата и се засмя.	sakriti se; izbjeći	Dijete se sakrilo iza vrata i smijalo se.
2313:儿女	儿女	儿女	děti; synové a dcery	Stařec doufá, že ho děti budou často navštěvovat.	deti; synovia a dcéry	Starý človek dúfa, že ho deti budú často navštevovať.	gyermekek; fiak és lányok	Az idős ember reméli, hogy a gyerekei gyakran hazajönnek látogatóba.	copii; fii și fiice	Bătrânul speră ca fiii și fiicele să vină des acasă în vizită.	деца; синове и дъщери	Възрастният човек се надява децата му често да се прибират да го видят.	djeca; sinovi i kćeri	Starija osoba se nada da će djeca često dolaziti kući u posjet.
2314:二手	二手	二手	z druhé ruky; použitý	To je použité kolo.	z druhej ruky; použitý	Toto je použitý bicykel.	használt; másodkézből való	Ez egy használt kerékpár.	second-hand; la mâna a doua	Aceasta este o bicicletă la mâna a doua.	втора употреба	Това е велосипед втора употреба.	rabljen; iz druge ruke	Ovo je rabljeni bicikl.
2315:二维码	二维码	二维码	QR kód	Pro objednání prosím naskenujte QR kód na stole.	QR kód	Na objednanie prosím naskenujte QR kód na stole.	QR-kód	Kérjük, az ételrendeléshez olvasd be az asztalon lévő QR-kódot.	cod QR	Vă rog să scanați codul QR de pe masă pentru a comanda.	QR код	Моля, сканирайте QR кода на масата, за да поръчате.	QR kod	Molimo skenirajte QR kod na stolu za naručivanje.
2321:发起	发起	发起	iniciovat; zahájit	Iniciovali ekologickou akci.	iniciovať; začať	Iniciovali ekologickú akciu.	kezdeményezni; elindítani	Környezetvédelmi kampányt indítottak.	a iniția; a lansa	Ei au inițiat o campanie de protecție a mediului.	инициирам; започвам	Те започнаха екологична кампания.	pokrenuti; inicirati	Pokrenuli su ekološku akciju.
2323:发音	发音	发音	vyslovovat; výslovnost	Jeho čínská výslovnost je stále jasnější.	vyslovovať; výslovnosť	Jeho čínska výslovnosť je čoraz jasnejšia.	kiejteni; kiejtés	A kínai kiejtése egyre tisztább.	a pronunța; pronunție	Pronunția lui chineză devine tot mai clară.	произнасям; произношение	Китайското му произношение става все по-ясно.	izgovarati; izgovor	Njegov kineski izgovor postaje sve jasniji.
2324:罚	罚	罚	potrestat; pokutovat	Řidič byl za překročení rychlosti pokutován dvěma sty jüanů.	potrestať; pokutovať	Vodič dostal za prekročenie rýchlosti pokutu dvesto jüanov.	büntetni; bírságolni	A sofőrt gyorshajtásért kétszáz jüanra bírságolták.	a pedepsi; a amenda	Șoferul a fost amendat cu două sute de yuani pentru viteză excesivă.	наказвам; глобявам	Шофьорът беше глобен с двеста юана за превишена скорост.	kazniti; novčano kazniti	Vozač je kažnjen s dvjesto juana zbog prekoračenja brzine.
2328:番茄	番茄	番茄	rajče	Rád používám rajčata na polévku.	paradajka	Rád používam paradajky na polievku.	paradicsom	Szeretek paradicsomot használni leveshez.	roșie	Îmi place să folosesc roșii pentru supă.	домат	Обичам да използвам домати за супа.	rajčica	Volim koristiti rajčice za juhu.
2330:反	反	反	opačný; proti	Šel opačným směrem, takže samozřejmě nenašel dveře.	opačný; proti	Išiel opačným smerom, takže dvere, samozrejme, nenašiel.	ellentétes; ellenkező	Az ellenkező irányba ment, így persze nem találta meg az ajtót.	opus; împotriva	A mers în direcția opusă, așa că, desigur, nu a găsit ușa.	противоположен; против	Той тръгна в обратната посока, затова естествено не намери вратата.	suprotan; protiv	Krenuo je u suprotnom smjeru, pa naravno nije našao vrata.
2333:返回	返回	返回	vrátit se	Turisté se odpoledne vrátili do hotelu odpočívat.	vrátiť sa	Turisti sa popoludní vrátili do hotela oddýchnuť si.	visszatérni	A turisták délután visszatértek a szállodába pihenni.	a se întoarce	Turiștii s-au întors după-amiază la hotel să se odihnească.	връщам се	Туристите следобед се върнаха в хотела да си починат.	vratiti se	Turisti su se poslijepodne vratili u hotel odmoriti se.
2340:防	防	防	chránit se před; předcházet	V létě je třeba dávat pozor na ochranu před sluncem.	chrániť sa pred; predchádzať	V lete treba dávať pozor na ochranu pred slnkom.	védekezni; megelőzni	Nyáron figyelni kell a napvédelemre.	a preveni; a se proteja vara	Pe timpul verii trebuie să ai grijă la protecția solară.	предпазвам; предотвратявам	През лятото трябва да се внимава със защитата от слънце.	zaštititi se; spriječiti	Ljeti treba paziti na zaštitu od sunca.
2341:房屋	房屋	房屋	dům; budova	Po bouři bylo potřeba opravit některé domy.	dom; budova	Po búrke bolo potrebné opraviť niektoré domy.	ház; épület	A vihar után néhány házat meg kellett javítani.	casă; clădire	După furtună, unele case au avut nevoie de reparații.	къща; сграда	След бурята някои къщи се нуждаеха от ремонт.	kuća; zgrada	Nakon oluje neke su kuće trebale popravak.
2345:飞行	飞行	飞行	let; létání	Tento let trvá přibližně dvě hodiny.	let; lietanie	Tento let trvá približne dve hodiny.	repülés; járat	Ez a repülés körülbelül két órát vesz igénybe.	zbor; a zbura	Acest zbor durează aproximativ două ore.	полет; летене	Този полет отнема около два часа.	let; letenje	Ovaj let traje oko dva sata.
2346:飞行员	飞行员	飞行员	letec; pilot	Jeho snem je stát se pilotem.	letec; pilot	Jeho snom je stať sa pilotom.	pilóta	Az álma, hogy pilóta legyen.	pilot de avion	Visul lui este să devină pilot.	пилот	Мечтата му е да стане пилот.	zrakoplovni pilot	Njegov san je postati pilot.
2347:非洲	非洲	非洲	Afrika	Studuje divoká zvířata Afriky.	Afrika	Študuje divoké zvieratá Afriky.	Afrika	Az afrikai vadállatokat kutatja.	continentul african; Africa	Ea studiază animalele sălbatice din Africa.	Африка	Тя изучава дивите животни на Африка.	Afrika	Proučava afričke divlje životinje.
2351:分类	分类	分类	třídit; klasifikovat	Knihovna třídí knihy podle tématu.	triediť; klasifikovať	Knižnica triedi knihy podľa témy.	osztályozni; rendezni	A könyvtár téma szerint osztályozza a könyveket.	a clasifica; a sorta	Biblioteca clasifică cărțile după temă.	класифицирам; сортирам	Библиотеката класифицира книгите по теми.	klasificirati; razvrstati	Knjižnica razvrstava knjige po temi.
2352:分离	分离	分离	oddělit	Stroj dokáže oddělit vodu a olej.	oddeliť	Stroj dokáže oddeliť vodu a olej.	elválasztani	A gép el tudja választani a vizet és az olajat.	a separa	Mașina poate separa apa de ulei.	разделям	Машината може да разделя вода и масло.	odvojiti	Stroj može odvojiti vodu i ulje.
2356:分享	分享	分享	sdílet	Je ochotná sdílet zkušenosti s přáteli.	zdieľať	Je ochotná zdieľať skúsenosti s priateľmi.	megosztani	Szívesen megosztja tapasztalatait a barátaival.	a împărtăși	Ea este dispusă să împărtășească experiența cu prietenii.	споделям	Тя е готова да сподели опита си с приятели.	podijeliti	Spremna je podijeliti iskustvo s prijateljima.
2358:丰富多彩	丰富多彩	丰富多彩	pestrý; bohatý	Univerzitní život je pestrý a bohatý.	pestrý; bohatý	Univerzitný život je pestrý a bohatý.	gazdag és színes	Az egyetemi élet gazdag és színes.	bogat și colorat	Viața universitară este bogată și variată.	богат и разнообразен	Университетският живот е богат и разнообразен.	bogat i raznolik	Sveučilišni život je bogat i raznolik.
2367:福	福	福	štěstí; požehnání	Během Svátků jara lidé rádi lepí znak štěstí.	šťastie; požehnanie	Počas Sviatkov jari ľudia radi lepia znak šťastia.	szerencse; áldás	A tavaszünnep idején az emberek szívesen ragasztják ki a szerencse írásjegyét.	noroc; binecuvântare	De Sărbătoarea Primăverii, oamenilor le place să lipească semnul pentru noroc.	щастие; благословия	По време на Пролетния празник хората обичат да лепят йероглифа за щастие.	sreća; blagoslov	Tijekom Proljetnog festivala ljudi vole lijepiti znak za sreću.
2371:付出	付出	付出	vynaložit; obětovat	Úspěch vyžaduje dlouhodobé úsilí.	vynaložiť; obetovať	Úspech si vyžaduje dlhodobé úsilie.	ráfordítani; áldozni	A siker hosszú távú erőfeszítést igényel.	a depune; a sacrifica	Succesul necesită efort pe termen lung.	полагам; жертвам	Успехът изисква дългосрочни усилия.	uložiti; žrtvovati	Uspjeh zahtijeva dugotrajan trud.
2374:富有	富有	富有	bohatý; plný	Tento článek je plný emocí.	bohatý; plný	Tento článok je plný emócií.	gazdag; tele van	Ez a cikk tele van érzelemmel.	bogat; plin de	Acest articol este plin de emoție.	богат; изпълнен с	Тази статия е изпълнена с чувства.	bogat; pun	Ovaj je članak pun emocija.
2379:改天	改天	改天	jindy; jiný den	Dnes je příliš rušno, setkejme se jindy.	inokedy; iný deň	Dnes je príliš rušno, stretnime sa inokedy.	máskor; másik nap	Ma túl sok a dolgunk, találkozzunk máskor.	altă zi; cu altă ocazie	Astăzi suntem prea ocupați; să ne vedem altă zi.	друг ден	Днес е твърде натоварено; нека се видим друг ден.	drugi dan; nekom drugom prilikom	Danas smo prezauzeti; vidimo se drugi dan.
2384:敢于	敢于	敢于	odvážit se	Odváží se říci svůj názor.	odvážiť sa	Odváži sa povedať svoj názor.	merni; bátran vállalni	Meri elmondani a saját véleményét.	a îndrăzni să	El îndrăznește să-și exprime propria opinie.	осмелявам се да	Той се осмелява да каже мнението си.	usuditi se	Usudi se izraziti svoje mišljenje.
2385:刚好	刚好	刚好	právě; přesně	Když jsem dorazil na stanici, autobus právě přijel.	práve; presne	Keď som prišiel na stanicu, autobus práve prišiel.	éppen; pont	Amikor megérkeztem az állomásra, a busz éppen megjött.	tocmai; exact	Când am ajuns la stație, autobuzul tocmai a sosit.	тъкмо; точно	Когато стигнах до спирката, автобусът тъкмо пристигна.	baš; točno	Kad sam stigao na stanicu, autobus je upravo došao.
2386:高大	高大	高大	vysoký a mohutný	U vchodu stojí dva vysoké mohutné stromy.	vysoký a mohutný	Pri vchode stoja dva vysoké mohutné stromy.	magas és nagy	A bejáratnál két magas fa áll.	înalt și mare	La intrare sunt doi copaci înalți și mari.	висок и голям	На входа има две високи дървета.	visok i krupan	Na ulazu se nalaze dva visoka stabla.
2388:高度	高度	高度	výška; vysoký stupeň	Výška této budovy přesahuje sto metrů.	výška; vysoký stupeň	Výška tejto budovy presahuje sto metrov.	magasság; magas fok	Ennek az épületnek a magassága meghaladja a száz métert.	înălțime; grad înalt	Înălțimea acestei clădiri depășește o sută de metri.	височина; висока степен	Височината на тази сграда надхвърля сто метра.	visina; visok stupanj	Visina ove zgrade prelazi sto metara.
2390:高科技	高科技	高科技	špičková technologie; high-tech	High-tech produkty usnadňují život.	špičková technológia; high-tech	High-tech produkty uľahčujú život.	csúcstechnológia; high-tech	A csúcstechnológiai termékek kényelmesebbé teszik az életet.	tehnologie avansată; high-tech	Produsele high-tech fac viața mai comodă.	високи технологии	Продуктите с високи технологии правят живота по-удобен.	visoka tehnologija; high-tech	Proizvodi visoke tehnologije čine život praktičnijim.
2391:高效	高效	高效	efektivní; výkonný	Tato metoda je jednoduchá a efektivní.	efektívny; výkonný	Táto metóda je jednoduchá a efektívna.	hatékony	Ez a módszer egyszerű és hatékony.	eficient	Această metodă este simplă și eficientă.	ефективен	Този метод е прост и ефективен.	učinkovit	Ova metoda je jednostavna i učinkovita.
2394:歌词	歌词	歌词	text písně	Moc se mi líbí text této písně.	text piesne	Veľmi sa mi páči text tejto piesne.	dalszöveg	Nagyon tetszik ennek a dalnak a szövege.	versuri	Îmi plac mult versurile acestui cântec.	текст на песен	Много харесвам текста на тази песен.	tekst pjesme	Jako mi se sviđa tekst ove pjesme.
2395:歌曲	歌曲	歌曲	píseň; skladba	Tato píseň je na internetu velmi populární.	pieseň; skladba	Táto pieseň je na internete veľmi obľúbená.	dal; zeneszám	Ez a dal nagyon népszerű az interneten.	cântec; piesă	Acest cântec este foarte popular pe internet.	песен	Тази песен е много популярна в интернет.	pjesma; skladba	Ova je pjesma vrlo popularna na internetu.
2396:隔	隔	隔	oddělovat; být od sebe	Můj dům a školu odděluje řeka.	oddeľovať; byť od seba	Môj dom a školu oddeľuje rieka.	elválaszt; távolság van közte	Az otthonomat és az iskolát egy folyó választja el.	a despărți; a separa	Casa mea și școala sunt despărțite de un râu.	разделям; между тях има	Домът ми и училището са разделени от река.	odvajati; biti razdvojen	Moj dom i školu dijeli rijeka.
2399:各行各业	各行各业	各行各业	všechna odvětví; všechny profese	Všechna odvětví potřebují zodpovědné lidi.	všetky odvetvia; všetky profesie	Všetky odvetvia potrebujú zodpovedných ľudí.	minden szakma; minden ágazat	Minden szakmában szükség van felelősségteljes emberekre.	toate domeniile; toate profesiile	Toate domeniile au nevoie de oameni responsabili.	всички професии и отрасли	Всички професии и отрасли се нуждаят от отговорни хора.	sve struke i djelatnosti	Sve struke i djelatnosti trebaju odgovorne ljude.
2405:更换	更换	更换	vyměnit; nahradit	Filtr klimatizace je potřeba pravidelně měnit.	vymeniť; nahradiť	Filter klimatizácie treba pravidelne meniť.	kicserélni; lecserélni	A légkondicionáló szűrőjét rendszeresen cserélni kell.	a înlocui; a schimba	Filtrul aerului condiționat trebuie înlocuit regulat.	сменям; подменям	Филтърът на климатика трябва да се сменя редовно.	zamijeniti; promijeniti	Filtar klima-uređaja treba redovito mijenjati.
2408:工程	工程	工程	projekt; inženýrské dílo	Tento projekt má být dokončen příští rok.	projekt; inžinierska stavba	Tento projekt má byť dokončený budúci rok.	projekt; mérnöki munka	A tervek szerint ez a projekt jövőre fejeződik be.	proiect; lucrare de inginerie	Acest proiect este planificat să fie finalizat anul viitor.	проект; инженерно строителство	Този проект е планиран да бъде завършен догодина.	projekt; inženjerski radovi	Planirano je da ovaj projekt bude dovršen sljedeće godine.
2413:公务员	公务员	公务员	státní úředník	Po absolvování složil zkoušku na státního úředníka.	štátny úradník	Po skončení školy zložil skúšku na štátneho úradníka.	köztisztviselő	Diploma után sikeresen letette a köztisztviselői vizsgát.	funcționar public	După absolvire, a reușit la examenul pentru funcționar public.	държавен служител	След дипломирането си издържа изпита за държавен служител.	državni službenik	Nakon diplome položio je ispit za državnog službenika.
2416:工艺	工艺	工艺	řemeslo; výrobní technika	Toto tradiční řemeslo se předává už mnoho let.	remeslo; výrobná technika	Toto tradičné remeslo sa odovzdáva už mnoho rokov.	kézműves technika; eljárás	Ezt a hagyományos technikát már sok éve adják tovább.	meșteșug; tehnică	Acest meșteșug tradițional s-a transmis de mulți ani.	занаят; технология	Този традиционен занаят се предава от много години.	zanat; tehnika izrade	Ovaj se tradicionalni zanat prenosi već mnogo godina.
2419:共享	共享	共享	sdílet; společně využívat	V tomto městě je mnoho sdílených kol.	zdieľať; spoločne využívať	V tomto meste je veľa zdieľaných bicyklov.	közösen használni; megosztani	Ebben a városban sok közbringa van.	a partaja; a folosi în comun	În acest oraș sunt multe biciclete partajate.	споделям; ползвам съвместно	В този град има много споделени велосипеди.	dijeliti; zajednički koristiti	U ovom gradu ima mnogo dijeljenih bicikala.
2422:古	古	古	starověký; dávný	Tento most si zachoval podobu z dávných časů.	staroveký; dávny	Tento most si zachoval podobu z dávnych čias.	ősi; régi	Ez a híd megőrizte régi korokból való alakját.	vechi; antic	Acest pod păstrează înfățișarea din vremuri vechi.	древен; стар	Този мост е запазил вида си от древни времена.	drevan; star	Ovaj je most zadržao izgled iz davnih vremena.
2423:鼓	鼓	鼓	buben	Děti přiběhly, když uslyšely zvuk bubnu.	bubon	Deti pribehli, keď počuli zvuk bubna.	dob	A gyerekek odaszaladtak, amikor meghallották a dob hangját.	tobă	Copiii au alergat când au auzit sunetul tobei.	барабан	Децата се затичаха, когато чуха звука на барабана.	bubanj	Djeca su dotrčala kad su čula zvuk bubnja.
2425:古老	古老	古老	starobylý; dávný	Toto starobylé město přitahuje mnoho turistů.	starobylý; dávny	Toto starobylé mesto láka mnoho turistov.	ősi; régi	Ez az ősi város sok turistát vonz.	străvechi; vechi	Acest oraș străvechi atrage mulți turiști.	древен; старинен	Този древен град привлича много туристи.	drevan; star	Ovaj drevni grad privlači mnogo turista.
2430:怪	怪	怪	divný; vinit	Dnešní počasí je trochu divné.	čudný; viniť	Dnešné počasie je trochu čudné.	furcsa; hibáztatni	A mai időjárás egy kicsit furcsa.	ciudat; a învinui	Vremea de astăzi este puțin ciudată.	странен; обвинявам	Времето днес е малко странно.	čudan; kriviti	Vrijeme je danas malo čudno.
2438:光线	光线	光线	světlo; osvětlení	V místnosti je příliš slabé světlo a nehodí se ke čtení.	svetlo; osvetlenie	V izbe je príliš slabé svetlo a nehodí sa na čítanie.	fény; világítás	A szoba fénye túl gyenge, nem alkalmas olvasásra.	lumină; iluminare	Lumina din cameră este prea slabă pentru citit.	светлина; осветление	Светлината в стаята е твърде слаба за четене.	svjetlo; rasvjeta	Svjetlo u sobi je preslabo za čitanje.
2439:广	广	广	široký; rozsáhlý	Jeho zájmy jsou široké.	široký; rozsiahly	Jeho záujmy sú široké.	széles; tág	Széles az érdeklődési köre.	larg; vast	Interesele lui sunt largi.	широк; обширен	Интересите му са широки.	širok; prostran	Njegovi su interesi široki.
2446:贵姓	贵姓	贵姓	vaše ctěné příjmení	Smím se zeptat na vaše příjmení?	vaše ctené priezvisko	Smiem sa spýtať na vaše priezvisko?	az ön vezetékneve; udvarias megszólítás	Megkérdezhetem a vezetéknevét?	numele dumneavoastră de familie	Pot să vă întreb numele de familie?	вашата фамилия; учтиво	Може ли да попитам каква е фамилията ви?	vaše prezime; uljudno	Mogu li pitati vaše prezime?
2447:柜子	柜子	柜子	skříňka; skříň	Všechny dokumenty jsou uložené ve skříňce.	skrinka; skriňa	Všetky dokumenty sú uložené v skrinke.	szekrény	Az iratok mind a szekrényben vannak.	dulap	Toate documentele sunt în dulap.	шкаф	Всички документи са в шкафа.	ormarić; ormar	Svi su dokumenti u ormariću.
2450:国画	国画	国画	tradiční čínská malba	Dědeček rád maluje tradiční čínské obrazy.	tradičná čínska maľba	Starý otec rád maľuje tradičné čínske obrazy.	hagyományos kínai festészet	Nagypapa szeret hagyományos kínai képeket festeni.	pictură tradițională chineză	Bunicului îi place să picteze picturi tradiționale chinezești.	традиционна китайска живопис	Дядо обича да рисува традиционни китайски картини.	tradicionalno kinesko slikarstvo	Djed voli slikati tradicionalne kineske slike.
