source_headword	MY	example_MY
former	ယခင်သော	ယခင် ခေါင်းဆောင်သည် အင်တာဗျူး ပေးခဲ့သည်.
fortune	ကံကောင်းမှု	သူသည် ကြီးမားသော ဥစ္စာကို အမွေဆက်ခံခဲ့သည်.
found	တည်ထောင်သည်	သူတို့ ကျောင်းကို ကြာပြီက တည်ထောင်ခဲ့သည်.
freedom	လွတ်လပ်မှု	လွတ်လပ်မှုသည် သူ့အတွက် အရေးကြီးသည်.
frequency	ကြိမ်နှုန်း	စမ်းသပ်မှုအတွင်း ကြိမ်နှုန်း ပြောင်းခဲ့သည်.
fully	အပြည့်အဝ	တံခါးသည် အပြည့်အဝ ဖွင့်ထားသည်.
fund	ထောက်ပံ့သည်	အဖွဲ့သည် ဒေသခံ ကျောင်းများကို ထောက်ပံ့သည်.
fundamental	အခြေခံသော	ဤသည်မှာ အခြေခံ စည်းမျဉ်း ဖြစ်သည်.
funding	ရန်ပုံငွေထောက်ပံ့မှု	ရန်ပုံငွေထောက်ပံ့မှုသည် ဆောင်းဦးတွင် ကုန်ဆုံးခဲ့သည်.
furthermore	ထို့အပြင်	ထို့အပြင် အစီအစဉ်သည် အလွန် စျေးကြီးသည်.
gain	ရရှိသည်	သူသည် အတွေ့အကြုံကို မြန်မြန် ရရှိခဲ့သည်.
gang	ဂိုဏ်း	ဂိုဏ်းသည် ဘူတာအနီးတွင် စုဝေးခဲ့သည်.
generate	ထုတ်လုပ်သည်	စနစ်သည် အစီရင်ခံစာကို အလိုအလျောက် ထုတ်လုပ်သည်.
genre	အမျိုးအစား	ဤအမျိုးအစားကို လူငယ်များ ကြိုက်ကြသည်.
govern	အုပ်ချုပ်သည်	ဥပဒေများသည် ဤလုပ်ငန်းစဉ်ကို အုပ်ချုပ်သည်.
grab	ဖမ်းဆုပ်သည်	သူမသည် အိတ်ကို မြန်မြန် ဖမ်းဆုပ်ခဲ့သည်.
gradually	တဖြည်းဖြည်း	နာကျင်မှုသည် တဖြည်းဖြည်း ပျောက်သွားသည်.
grand	ခမ်းနားသော	အစီအစဉ်သည် အလွန် ခမ်းနားသည်.
grant	ထောက်ပံ့ငွေ	တက္ကသိုလ်သည် ထောက်ပံ့ငွေအသစ် ရရှိခဲ့သည်.
guarantee	အာမခံ	အာမခံသည် နှစ်နှစ် အကျုံးဝင်သည်.
handle	ကိုင်တွယ်သည်	ဤကိရိယာသည် ဖိုင်ကြီးများကို ကိုင်တွယ်နိုင်သည်.
harm	အန္တရာယ်	မီးခိုးသည် အန္တရာယ် ဖြစ်စေနိုင်သည်.
harmful	အန္တရာယ်ရှိသော	ဤပစ္စည်းသည် အန္တရာယ်ရှိသည်.
hearing	ကြားနိုင်စွမ်း	အသက်အရွယ်ကြောင့် ကြားနိုင်စွမ်း လျော့နည်းခဲ့သည်.
heaven	ကောင်းကင်	မိုးတိမ်များသည် ကောင်းကင်ကို ဖုံးလွှမ်းခဲ့သည်.
heel	ဖနောင့်	ပြေးပြီးနောက် ဖနောင့် နာခဲ့သည်.
hell	ငရဲ	အခန်းသည် ငရဲကဲ့သို့ ပူသည်.
hesitate	တွန့်ဆုတ်သည်	အကူအညီတောင်းဖို့ မတွန့်ဆုတ်ပါနှင့်.
hollow	အခေါင်းပေါက်သော	သစ်ပင်ပင်စည်သည် အခေါင်းပေါက် ဖြစ်သည်.
holy	သန့်ရှင်းသော	ဤသည်မှာ သန့်ရှင်းသော နေရာ ဖြစ်သည်.
honour	ဂုဏ်	သူမကို ကြီးမားသော ဂုဏ် ပေးခဲ့သည်.
household	အိမ်ထောင်စု	အိမ်ထောင်စုသည် စွမ်းအင်ကို ပိုနည်းစွာ သုံးခဲ့သည်.
housing	အိမ်ရာ	မြို့သည် အိမ်ရာတွင် ရင်းနှီးမြှုပ်နှံခဲ့သည်.
humorous	ဟာသဆန်သော	ဆောင်းပါးသည် ဟာသဆန်သည်.
humour	ဟာသ	သူ၏ ဟာသက ဖိစီးမှုကို လျော့စေခဲ့သည်.
hunting	အမဲလိုက်ခြင်း	ဤနေရာတွင် အမဲလိုက်ခြင်းကို တင်းကျပ်စွာ ကန့်သတ်ထားသည်.
illustrate	ရှင်းပြပြသသည်	ပုံသည် အယူအဆကို ရှင်းပြပြသခဲ့သည်.
illustration	ရုပ်ပုံ	စာအုပ်တွင် လှပသော ရုပ်ပုံ ရှိသည်.
imagination	စိတ်ကူးယဉ်နိုင်စွမ်း	ကလေးများသည် စိတ်ကူးယဉ်နိုင်စွမ်းကို အသုံးပြုခဲ့သည်.
impatient	စိတ်မရှည်သော	သူသည် တန်းစီရာတွင် စိတ်မရှည် ဖြစ်လာသည်.
imply	ညွှန်ပြသည်	သူမ၏ အဖြေက ပြဿနာကို ညွှန်ပြခဲ့သည်.
impose	ချမှတ်သည်	အစိုးရသည် အခွန်အသစ်ကို ချမှတ်ခဲ့သည်.
impress	အထင်ကြီးစေသည်	တင်ပြချက်သည် ပရိသတ်ကို အထင်ကြီးစေခဲ့သည်.
impressed	အထင်ကြီးသော	သူမ၏ အလုပ်ကို ကျွန်ုပ် အထင်ကြီးခဲ့သည်.
inch	လက်မ	စားပွဲသည် လက်မတစ်လက်မ ရွေ့ခဲ့သည်.
incident	ဖြစ်ရပ်	ဖြစ်ရပ်သည် ညနေတွင် ဖြစ်ပွားခဲ့သည်.
income	ဝင်ငွေ	ဝင်ငွေသည် ဖြည်းဖြည်း တိုးလာသည်.
increasingly	ပိုပို၍	အလုပ်သည် ပိုပို၍ ဒစ်ဂျစ်တယ် ဖြစ်လာသည်.
industrial	စက်မှုဆိုင်ရာ	စက်မှုနယ်မြေသည် မြို့အပြင်တွင် ရှိသည်.
infection	ကူးစက်မှု	ကူးစက်မှုသည် မြန်မြန် ပျံ့နှံ့ခဲ့သည်.
inform	အသိပေးသည်	ပြောင်းလဲမှုကို ကျွန်ုပ်အား အသိပေးပါ.
initial	ကနဦးသော	ကနဦး ရလဒ်သည် အပြုသဘော ဖြစ်သည်.
initially	အစတွင်	အစတွင် အရာအားလုံး လွယ်ကူသည်ဟု ထင်ရသည်.
initiative	အစပြုမှု	အစပြုမှုသည် ကျောင်းသားများထံမှ လာသည်.
inner	အတွင်းပိုင်းသော	အတွင်းပိုင်း တံခါးသည် သော့ခတ်ထားသည်.
insight	ထိုးထွင်းသိမြင်မှု	ဆွေးနွေးမှုက ထိုးထွင်းသိမြင်မှုအသစ် ပေးခဲ့သည်.
insist	တောင်းဆိုသည်	သူမက ရှင်းလင်းသော အဖြေကို တောင်းဆိုခဲ့သည်.
inspire	စိတ်အားတက်စေသည်	သူ၏ ဇာတ်လမ်းက ကျွန်ုပ်တို့ကို စိတ်အားတက်စေခဲ့သည်.
install	တပ်ဆင်သည်	နည်းပညာရှင်သည် ဆော့ဖ်ဝဲကို တပ်ဆင်ခဲ့သည်.
instance	ဥပမာ	ဤသည်မှာ ရှင်းလင်းသော ဥပမာတစ်ခု ဖြစ်သည်.
