source_headword	SI	example_SI
high-profile	ඉහළ පෙළේ	ඉහළ පෙළේ නඩු විභාගය මාධ්‍යවේදීන්ගේ අවධානය දිනා ගත්තේය.
hint	ඉඟිය	ඇය මට ප්‍රයෝජනවත් ඉඟියක් ලබා දුන්නාය.
homeland	මව්බිම	ඔහු නැවත සිය මව්බිමට පැමිණියේය.
hopeful	බලාපොරොත්තු සහගත	සුවය ලැබීම පිළිබඳව වෛද්‍යවරු බලාපොරොත්තු සහගතව සිටිති.
horizon	ක්ෂිතිජය	ඉර ක්ෂිතිජයෙන් පහළට අතුරුදහන් විය.
horn	නළාව	මෝටර් රථයේ නළා ශබ්දය සියලු දෙනාම අවදි කළේය.
hostage	ප්‍රාණ ඇපකරු	ප්‍රාණ ඇපකරු නැවත නිවසට පැමිණියේය.
hostile	සතුරු	සෙනඟ සතුරු විය.
hostility	සතුරුකම	විවෘත සතුරුකම සාකච්ඡා අවසන් කළේය.
humanitarian	මානුෂීය	මානුෂීය මෙහෙයුම මගින් ආහාර ලබා දෙන ලදී.
humanity	මනුෂ්‍යත්වය	මනුෂ්‍යත්වය පොදු අභියෝගවලට මුහුණ දෙයි.
humble	නිහතමානී	සාර්ථකත්වයෙන් පසුවත් ඇය නිහතමානීව සිටියාය.
hydrogen	හයිඩ්‍රජන්	හයිඩ්‍රජන් ඉතා පහසුවෙන් දැවී යයි.
identification	හඳුනාගැනීම	ප්‍රවේශයේදී හඳුනාගැනීම අවශ්‍ය වේ.
ideological	මතවාදී	මතභේදයට මතවාදී මුල් තිබුණි.
ideology	මතවාදය	ඔහුගේ මතවාදය සෑම කතාවක්ම හැඩගස්වා ඇත.
idiot	මෝඩයා	කිසිවෙකුට මෝඩයෙකු යැයි නොකියන්න.
ignorance	නොදැනුවත්කම	නොදැනුවත්කම නිසා භීතිය පැතිර යා හැකිය.
imagery	රූපක	කවිය විචිත්‍රවත් රූපක භාවිතා කරයි.
immense	අතිමහත්	ව්‍යාපෘතිය සඳහා විශාල උත්සාහයක් අවශ්‍ය විය.
imminent	ආසන්න	කුණාටුවක් ආසන්න බව පෙනෙන්නට තිබුණි.
implementation	ක්‍රියාත්මක කිරීම	නීතිය ක්‍රියාත්මක කිරීම මන්දගාමී විය.
imprison	සිරගත කිරීම	පාලන තන්ත්‍රය විචාරකයින් සිරගත කිරීමට උත්සාහ කළේය.
imprisonment	සිරදඬුවම	ඔහුගේ සිරදඬුවම වසර පහක් පැවතුනි.
inability	නොහැකියාව	ඇයගේ අවධානය යොමු කිරීමට නොහැකි වීම ගුරුවරුන් කනස්සල්ලට පත් කළේය.
inadequate	ප්‍රමාණවත් නොවන	නවාතැනේ උණුසුම ප්‍රමාණවත් නොවීය.
inappropriate	නුසුදුසු	ඔහුගේ විහිළුව නුසුදුසු විය.
incidence	සිදුවීම	උණ රෝගය වැළඳීම වැඩි විය.
inclined	නැඹුරු	ඇය එකඟ වීමට නැඹුරු වේ.
inclusion	ඇතුළත් කිරීම	පාසල සියල්ලන් ඇතුළත් කිරීම ප්‍රවර්ධනය කරයි.
