hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
1182:多样	多样	多样	raznovrstan	Oblici aktivnosti ovde su veoma raznovrsni.	raznolik	Oblike dejavnosti tukaj so zelo raznolike.	įvairus	Čia veiklos formos labai įvairios.	daudzveidīgs	Šeit aktivitāšu formas ir ļoti daudzveidīgas.	mitmekesine	Siinsed tegevusvormid on väga mitmekesised.	fjölbreyttur	Form verkefnanna hér eru mjög fjölbreytt.
1185:发出	发出	发出	ispustiti; poslati	Mobilni telefon je ispustio zvuk.	oddati; poslati	Mobilni telefon je oddal zvok.	išleisti; išsiųsti	Mobilusis telefonas išleido garsą.	izdot; nosūtīt	Mobilais tālrunis izdeva skaņu.	tekitama; välja saatma	Mobiiltelefon tegi häält.	gefa frá sér; senda	Farsíminn gaf frá sér hljóð.
1186:发送	发送	发送	poslati	Molimo pošaljite mi imejl.	poslati	Prosimo, pošljite mi e-pošto.	išsiųsti	Prašome atsiųsti man el. laišką.	nosūtīt	Lūdzu, nosūtiet man e-pastu.	saatma	Palun saatke mulle e-kiri.	senda	Vinsamlegast sendu mér tölvupóstinn.
1187:法	法	法	zakon; metod	Ovaj metod je prilično jednostavan.	zakon; metoda	Ta metoda je precej preprosta.	įstatymas; metodas	Šis metodas gana paprastas.	likums; metode	Šī metode ir diezgan vienkārša.	seadus; meetod	See meetod on üsna lihtne.	lög; aðferð	Þessi aðferð er frekar einföld.
1190:烦	烦	烦	dosadan; iznerviran	Ova stvar ga je veoma iznervirala.	nadležen; razdražen	Ta zadeva ga zelo živcira.	erzinantis; susierzinęs	Šis reikalas jį labai erzina.	kaitinošs; nokaitināts	Šī lieta viņu ļoti kaitina.	tüütu; ärritunud	See asi ajab ta väga närvi.	pirraður; leiðinlegur	Þetta mál gerði hann mjög pirraðan.
1196:房租	房租	房租	kirija	Ovog meseca je kirija porasla.	najemnina	Ta mesec se je najemnina zvišala.	nuoma	Šį mėnesį nuoma pakilo.	īres maksa	Šomēnes īres maksa pieauga.	üür	Sel kuul üür tõusis.	leiga	Leigan hækkaði í þessum mánuði.
1199:费	费	费	naknada; koštati	Naknada za prijavu je već plaćena.	pristojbina; stati	Prijavnina je že plačana.	mokestis; kainuoti	Registracijos mokestis jau sumokėtas.	maksa; izmaksāt	Reģistrācijas maksa jau ir samaksāta.	tasu; maksma	Registreerimistasu on juba makstud.	gjald; kosta	Skráningargjaldið hefur þegar verið greitt.
1200:费用	费用	费用	trošak	Putni troškovi nisu previsoki.	strošek	Potni stroški niso zelo visoki.	išlaidos; kaina	Kelionės išlaidos nėra labai didelės.	izmaksas	Ceļojuma izmaksas nav pārāk augstas.	kulud	Reisikulud ei ole väga suured.	kostnaður	Ferðakostnaðurinn er ekki mjög hár.
1201:分数	分数	分数	rezultat; ocena	Njegov rezultat na ispitu je veoma visok.	rezultat; ocena	Njegov izpitni rezultat je zelo visok.	balas; pažymys	Jo egzamino balas yra labai aukštas.	punkti; vērtējums	Viņa eksāmena rezultāts ir ļoti augsts.	punktisumma; hinne	Tema eksamitulemus on väga kõrge.	stig; einkunn	Einkunnin hans á prófinu er mjög há.
1202:分为	分为	分为	podeliti na	Odeljenje je podeljeno na tri grupe.	razdeliti na	Razred je razdeljen v tri skupine.	padalinti į	Ši klasė padalinta į tris grupes.	sadalīt	Šī klase ir sadalīta trīs grupās.	jagunema; jagama	Klass on jagatud kolmeks rühmaks.	skipta í	Bekknum er skipt í þrjá hópa.
1209:付	付	付	platiti	Platio sam telefonom.	plačati	Plačal sem s telefonom.	sumokėti	Sumokėjau telefonu.	samaksāt	Es samaksāju ar telefonu.	maksma	Ma maksin telefoniga.	borga	Ég borgaði með símanum.
1210:父母	父母	父母	roditelji	Njegovi roditelji žive na severu.	starši	Njegovi starši živijo na severu.	tėvai	Jo tėvai gyvena šiaurėje.	vecāki	Viņa vecāki dzīvo ziemeļos.	vanemad	Tema vanemad elavad põhjas.	foreldrar	Foreldrar hans búa í norðri.
1211:父女	父女	父女	otac i ćerka	Otac i ćerka putuju zajedno.	oče in hči	Oče in hči potujeta skupaj.	tėvas ir dukra	Tėvas ir dukra keliauja kartu.	tēvs un meita	Tēvs un meita ceļo kopā.	isa ja tütar	Isa ja tütar reisivad koos.	faðir og dóttir	Faðir og dóttir ferðast saman.
1216:负责人	负责人	负责人	odgovorna osoba	Odgovorna osoba će svima poslati obaveštenje.	odgovorna oseba	Odgovorna oseba bo vsem poslala obvestilo.	atsakingas asmuo	Atsakingas asmuo visiems išsiųs pranešimą.	atbildīgā persona	Atbildīgā persona visiem nosūtīs paziņojumu.	vastutav isik	Vastutav isik saadab kõigile teate.	ábyrgðarmaður	Ábyrgðarmaðurinn sendir öllum tilkynningu.
1217:父子	父子	父子	otac i sin	Otac i sin često trče u parku.	oče in sin	Oče in sin pogosto tečeta v parku.	tėvas ir sūnus	Tėvas ir sūnus dažnai bėgioja parke.	tēvs un dēls	Tēvs un dēls bieži skrien parkā.	isa ja poeg	Isa ja poeg käivad sageli pargis jooksmas.	faðir og sonur	Faðir og sonur hlaupa oft í garðinum.
1218:改	改	改	promeniti; ispraviti	Molim te, ispravi grešku.	spremeniti; popraviti	Prosim, popravi napako.	pakeisti; ištaisyti	Prašau ištaisyti klaidą.	mainīt; labot	Lūdzu, izlabo kļūdu.	muutma; parandama	Palun paranda viga ära.	breyta; leiðrétta	Vinsamlegast leiðréttu villuna.
1224:感	感	感	osećaj	Ova soba daje snažan osećaj sigurnosti.	občutek	Ta soba daje močan občutek varnosti.	jausmas	Šis kambarys suteikia stiprų saugumo jausmą.	sajūta	Šī istaba rada spēcīgu drošības sajūtu.	tunne	See tuba annab tugeva turvatunde.	tilfinning	Þetta herbergi gefur sterka öryggistilfinningu.
1230:感人	感人	感人	dirljiv	Ova priča je veoma dirljiva.	ganljiv	Ta zgodba je zelo ganljiva.	jaudinantis	Ši istorija labai jaudinanti.	aizkustinošs	Šis stāsts ir ļoti aizkustinošs.	liigutav	See lugu on väga liigutav.	hrífandi	Þessi saga er mjög hrífandi.
1231:赶上	赶上	赶上	stići; sustići	Konačno je stigao na poslednji autobus.	ujeti; dohiteti	Končno je ujel zadnji avtobus.	spėti; pasivyti	Jis pagaliau spėjo į paskutinį autobusą.	paspēt; panākt	Viņš beidzot paspēja uz pēdējo autobusu.	jõudma; järele jõudma	Ta jõudis lõpuks viimasele bussile.	ná; ná í	Hann náði loksins síðasta strætó.
1235:钢琴	钢琴	钢琴	klavir	Ona vežba klavir svaki dan.	klavir	Vsak dan vadi klavir.	pianinas	Ji kasdien groja pianinu.	klavieres	Viņa katru dienu vingrinās spēlēt klavieres.	klaver	Ta harjutab iga päev klaverit.	píanó	Hún æfir sig á píanó á hverjum degi.
1236:高价	高价	高价	visoka cena	On ne želi da kupi skupu kartu.	visoka cena	Noče kupiti drage vozovnice.	aukšta kaina	Jis nenori pirkti brangaus bilieto.	augsta cena	Viņš negrib pirkt dārgu biļeti.	kõrge hind	Ta ei taha kallist piletit osta.	hátt verð	Hann vill ekki kaupa dýran miða.
1237:高考	高考	高考	kineski prijemni ispit gaokao	Mnogi učenici se spremaju za kineski prijemni ispit.	kitajski sprejemni izpit gaokao	Veliko dijakov se pripravlja na kitajski sprejemni izpit.	Kinijos stojamasis egzaminas gaokao	Daug mokinių ruošiasi Kinijos stojamajam egzaminui.	Ķīnas iestājeksāmens gaokao	Daudzi skolēni gatavojas Ķīnas iestājeksāmenam.	Hiina ülikooli sisseastumiseksam	Paljud õpilased valmistuvad Hiina ülikooli sisseastumiseksamiks.	kínverskt inntökupróf gaokao	Margir nemendur undirbúa sig fyrir kínverska inntökuprófið.
1238:高速	高速	高速	velika brzina; autoput	Ovaj autoput je veoma širok.	visoka hitrost; avtocesta	Ta avtocesta je zelo široka.	didelis greitis; magistralė	Šis greitkelis yra labai platus.	liels ātrums; šoseja	Šī ātrgaitas šoseja ir ļoti plata.	suur kiirus; kiirtee	See kiirtee on väga lai.	hraðbraut; mikill hraði	Þessi hraðbraut er mjög breið.
1239:高温	高温	高温	visoka temperatura	Vreme sa visokom temperaturom nije pogodno za dugo trčanje.	visoka temperatura	Vreme z visoko temperaturo ni primerno za dolg tek.	aukšta temperatūra	Karštas oras netinka ilgam bėgimui.	augsta temperatūra	Karsts laiks nav piemērots garai skriešanai.	kõrge temperatuur	Kuum ilm ei sobi pikamaajooksuks.	hár hiti	Mikill hiti hentar ekki langhlaupi.
1240:高于	高于	高于	biti viši od	Ovogodišnja cena je viša od prošlogodišnje.	biti višji od	Letošnja cena je višja kot lani.	būti didesniam už	Šių metų kaina yra didesnė nei pernai.	būt augstākam par	Šā gada cena ir augstāka nekā pērn.	olema kõrgem kui	Selle aasta hind on eelmise aasta omast kõrgem.	vera hærri en	Verðið í ár er hærra en í fyrra.
1242:歌声	歌声	歌声	pevački glas	Iz daljine se čuo lep pevački glas.	pevski glas	Od daleč je prihajal lep pevski glas.	dainavimo balsas	Iš toli sklido gražus dainavimo balsas.	dziedāšanas balss	No tālienes atskanēja skaista dziedāšanas balss.	lauluhääl	Kaugelt kostis ilus lauluhääl.	söngrödd	Falleg söngrödd barst úr fjarska.
1243:歌手	歌手	歌手	pevač	Ovaj pevač je veoma popularan.	pevec	Ta pevec je zelo priljubljen.	dainininkas	Šis dainininkas labai populiarus.	dziedātājs	Šis dziedātājs ir ļoti populārs.	laulja	See laulja on väga populaarne.	söngvari	Þessi söngvari er mjög vinsæll.
1245:各地	各地	各地	razna mesta	Turisti iz raznih mesta dolaze ovde.	razni kraji	Turisti iz raznih krajev prihajajo sem.	įvairios vietos	Čia atvyksta turistai iš įvairių vietų.	dažādas vietas	Šeit ierodas tūristi no dažādām vietām.	eri paigad	Siia tulevad turistid eri paikadest.	ýmsir staðir	Ferðamenn frá ýmsum stöðum koma hingað.
1246:各个	各个	各个	svaki; pojedini	Svako odeljenje je učestvovalo u aktivnosti.	vsak; posamezen	Vsak razred je sodeloval v dejavnosti.	kiekvienas	Kiekviena klasė dalyvavo veikloje.	katrs	Katra klase piedalījās pasākumā.	iga	Iga klass osales tegevuses.	hver og einn	Hver bekkur tók þátt í verkefninu.
1247:各位	各位	各位	svi vi; poštovani	Poštovani nastavnici, prvo se malo odmorite.	vsi vi; spoštovani	Spoštovani učitelji, najprej si malo odpočijte.	visi; gerbiamieji	Gerbiamieji mokytojai, pirmiausia trumpai pailsėkite.	visi; cienījamie	Cienījamie skolotāji, vispirms nedaudz atpūtieties.	kõik teie; austatud	Austatud õpetajad, palun puhake kõigepealt veidi.	kæru allir	Kæru kennarar, hvílið ykkur fyrst aðeins.
1248:各种	各种	各种	razne vrste	U supermarketu ima raznih vrsta voća.	razne vrste	V supermarketu imajo razne vrste sadja.	įvairių rūšių	Prekybos centre yra įvairių rūšių vaisių.	dažādi veidi	Lielveikalā ir dažādi augļi.	eri liiki	Supermarketis on eri liiki puuvilju.	ýmsar tegundir	Í stórmarkaðnum eru ýmsar tegundir af ávöxtum.
1249:更加	更加	更加	još više	Posle učenja postao je još samouvereniji.	še bolj	Po učenju je postal še bolj samozavesten.	dar labiau	Po mokymosi jis tapo dar labiau pasitikintis savimi.	vēl vairāk	Pēc mācībām viņš kļuva vēl pašpārliecinātāks.	veel enam	Pärast õppimist muutus ta veel enesekindlamaks.	enn meira	Eftir námið varð hann enn sjálfsöruggari.
1252:公共	公共	公共	javni	Autobuska stanica je napred.	javen	Avtobusna postaja je spredaj.	viešas	Autobusų stotelė yra priekyje.	sabiedrisks	Autobusa pietura ir priekšā.	avalik	Bussipeatus on eespool.	almennings-	Strætóstoppistöðin er fram undan.
1253:功课	功课	功课	školski zadaci; lekcije	Uveče kod kuće radi školske zadatke.	domača naloga; učna snov	Zvečer doma dela domačo nalogo.	pamokos; namų darbai	Vakare jis namuose ruošia pamokas.	mācības; mājasdarbi	Vakarā viņš mājās pilda mājasdarbus.	koolitööd	Ta teeb õhtul kodus koolitöid.	heimanám; skólaverk	Hann vinnur heimavinnuna heima á kvöldin.
1255:公路	公路	公路	put; autoput	Ovaj put je veoma dug.	cesta; avtocesta	Ta cesta je zelo dolga.	kelias; plentas	Šis kelias labai ilgas.	ceļš; šoseja	Šis ceļš ir ļoti garš.	maantee	See maantee on väga pikk.	vegur; þjóðvegur	Þessi vegur er mjög langur.
1258:共	共	共	ukupno; sve zajedno	Kupili smo ukupno tri karte.	skupaj; vsega	Skupaj smo kupili tri vozovnice.	iš viso	Iš viso nusipirkome tris bilietus.	kopā	Mēs kopā nopirkām trīs biļetes.	kokku	Ostsime kokku kolm piletit.	samtals	Við keyptum samtals þrjá miða.
1261:购买	购买	购买	kupiti; nabaviti	Molim vas, kupite ulaznice preko interneta.	kupiti; nabaviti	Prosimo, kupite vstopnice na spletu.	pirkti; įsigyti	Prašome bilietus įsigyti internetu.	nopirkt; iegādāties	Lūdzu, iegādājieties biļetes internetā.	ostma	Palun ostke piletid internetist.	kaupa	Vinsamlegast keyptu miðana á netinu.
1270:观看	观看	观看	gledati	Studenti gledaju utakmicu.	gledati	Študenti gledajo tekmo.	žiūrėti	Studentai žiūri rungtynes.	skatīties	Studenti skatās spēli.	vaatama	Õpilased vaatavad võistlust.	horfa á	Nemendurnir horfa á leikinn.
1272:管	管	管	upravljati; biti zadužen za	On će biti zadužen za ovu stvar.	upravljati; biti odgovoren za	On bo odgovoren za to zadevo.	tvarkyti; būti atsakingam už	Jis bus atsakingas už šį reikalą.	pārvaldīt; būt atbildīgam par	Par šo lietu būs atbildīgs viņš.	juhtima; vastutama	Tema vastutab selle asja eest.	stjórna; bera ábyrgð á	Hann mun bera ábyrgð á þessu máli.
1286:寒冷	寒冷	寒冷	hladan; studen	Stiže hladna zima.	mrzel; hladen	Mrzla zima bo kmalu tu.	šaltas; žvarbus	Šalta žiema netrukus ateis.	auksts	Aukstā ziema drīz pienāks.	külm	Külm talv on varsti käes.	kaldur; kuldalegur	Kaldur vetur er brátt að koma.
1291:好好	好好	好好	dobro; pažljivo	Treba dobro da se odmoriš.	dobro; skrbno	Moraš se dobro spočiti.	gerai; rūpestingai	Turėtum gerai pailsėti.	labi; kārtīgi	Tev vajadzētu kārtīgi atpūsties.	hästi; korralikult	Sa peaksid korralikult puhkama.	vel; almennilega	Þú ættir að hvíla þig vel.
1292:好笑	好笑	好笑	smešan	Ova priča je zaista smešna.	smešen	Ta zgodba je res smešna.	juokingas	Ši istorija tikrai juokinga.	smiekīgs	Šis stāsts tiešām ir smieklīgs.	naljakas	See lugu on tõesti naljakas.	fyndinn	Þessi saga er virkilega fyndin.
1295:红包	红包	红包	crvena koverta	Deca za Praznik proleća dobijaju crvene koverte.	rdeča kuverta	Otroci med pomladnim praznikom prejmejo rdeče kuverte.	raudonas vokas	Per Pavasario šventę vaikai gauna raudonus vokus.	sarkana aploksne	Pavasara svētkos bērni saņem sarkanas aploksnes.	punane ümbrik	Kevadpüha ajal saavad lapsed punaseid ümbrikke.	rautt umslag	Börn fá rauð umslög á vorhátíðinni.
1302:话剧	话剧	话剧	pozorišna predstava	Večeras idemo da gledamo pozorišnu predstavu.	gledališka igra	Nocoj gremo gledat gledališko igro.	scenos spektaklis	Šį vakarą eisime žiūrėti scenos spektaklio.	teātra izrāde	Šovakar iesim skatīties teātra izrādi.	näidend; teatrilavastus	Me läheme täna õhtul teatrilavastust vaatama.	leiksýning	Við förum að horfa á leiksýningu í kvöld.
1304:坏处	坏处	坏处	loša strana; šteta	Ova navika ima mnogo loših strana.	slaba stran; škoda	Ta navada ima veliko slabih strani.	trūkumas; žala	Šis įprotis turi daug trūkumų.	trūkums; kaitējums	Šim ieradumam ir daudz trūkumu.	halb külg; kahju	Sellel harjumusel on palju halbu külgi.	ókostur; skaði	Þessi vani hefur marga ókosti.
1305:环保	环保	环保	zaštita životne sredine	Pitanja zaštite životne sredine postaju sve važnija.	varstvo okolja	Vprašanja varstva okolja postajajo vse pomembnejša.	aplinkos apsauga	Aplinkos apsaugos klausimai tampa vis svarbesni.	vides aizsardzība	Vides aizsardzības jautājumi kļūst arvien svarīgāki.	keskkonnakaitse	Keskkonnakaitse küsimused muutuvad üha tähtsamaks.	umhverfisvernd	Málefni umhverfisverndar verða sífellt mikilvægari.
1306:换乘	换乘	换乘	presesti	Da biste stigli do sledeće stanice, treba da presednete na metro.	prestopiti	Za prihod do naslednje postaje morate prestopiti na metro.	persėsti	Norint pasiekti kitą stotį, reikia persėsti į metro.	pārsēsties	Lai nokļūtu nākamajā stacijā, jāpārsēžas metro.	ümber istuma	Järgmisesse jaama jõudmiseks tuleb metroole ümber istuda.	skipta um farartæki	Til að komast á næstu stöð þarftu að skipta yfir í neðanjarðarlest.
1307:回复	回复	回复	odgovoriti	Molim vas, odgovorite na moj imejl što pre.	odgovoriti	Prosim, čim prej odgovorite na moj e-poštni naslov.	atsakyti	Prašau kuo greičiau atsakyti į mano el. laišką.	atbildēt	Lūdzu, pēc iespējas ātrāk atbildiet uz manu e-pastu.	vastama	Palun vastake mu e-kirjale võimalikult kiiresti.	svara	Vinsamlegast svaraðu tölvupóstinum mínum sem fyrst.
1308:回信	回信	回信	odgovoriti pismom; odgovor	On mu još uvek nije odgovorio.	odpisati; odgovor	Še vedno ni odpisal.	atrašyti; atsakymo laiškas	Jis vis dar neatrašė.	atbildēt vēstulē; atbildes vēstule	Viņš joprojām nav atbildējis uz vēstuli.	vastu kirjutama; vastuskiri	Ta pole ikka veel vastanud.	skrifa til baka; svarbréf	Hann hefur enn ekki skrifað til baka.
1310:会员	会员	会员	član	Članovi mogu kupiti jeftinije karte.	član	Člani lahko kupijo cenejše vstopnice.	narys	Nariai gali pirkti pigesnius bilietus.	biedrs	Biedri var nopirkt lētākas biļetes.	liige	Liikmed saavad osta odavamaid pileteid.	meðlimur	Meðlimir geta keypt ódýrari miða.
1311:活	活	活	živ; živeti	Ovo drvo je još živo.	živ; živeti	To drevo je še živo.	gyvas; gyventi	Šis medis vis dar gyvas.	dzīvs; dzīvot	Šis koks vēl ir dzīvs.	elus; elama	See puu on veel elus.	lifandi; lifa	Þetta tré er enn lifandi.
1315:货	货	货	roba	Ova pošiljka robe stigla je danas.	blago; roba	Ta pošiljka blaga je prispela danes.	prekės	Ši prekių partija atvyko šiandien.	preces	Šī preču partija ieradās šodien.	kaup	See kaubapartii saabus täna.	vörur	Þessi vörusending kom í dag.
1317:获奖	获奖	获奖	osvojiti nagradu	On je osvojio nagradu na takmičenju.	prejeti nagrado	Na tekmovanju je prejel nagrado.	laimėti apdovanojimą	Jis laimėjo apdovanojimą varžybose.	iegūt balvu	Viņš ieguva balvu sacensībās.	auhinda võitma	Ta võitis võistlusel auhinna.	vinna verðlaun	Hann vann verðlaun í keppninni.
1318:获取	获取	获取	dobiti; pribaviti	Studenti mogu iz toga dobiti informacije.	pridobiti	Študenti lahko iz tega pridobijo informacije.	gauti; įgyti	Studentai gali iš to gauti informacijos.	iegūt	Studenti no tā var iegūt informāciju.	hankima; saama	Õpilased saavad sellest teavet hankida.	afla sér; fá	Nemendur geta fengið upplýsingar úr þessu.
1320:基本上	基本上	基本上	u osnovi; uglavnom	Ovaj problem je u osnovi rešen.	v osnovi; večinoma	Ta problem je v osnovi rešen.	iš esmės	Ši problema iš esmės išspręsta.	pamatā; lielākoties	Šī problēma pamatā ir atrisināta.	põhimõtteliselt	See probleem on põhimõtteliselt lahendatud.	í meginatriðum	Þetta vandamál hefur í meginatriðum verið leyst.
1327:既	既	既	i jedno i drugo; pošto	On zna i kineski i engleski.	tako ... kot; ker	Govori tako kitajsko kot angleško.	ir ... ir; kadangi	Jis moka ir kinų, ir anglų kalbas.	gan ... gan; tā kā	Viņš prot gan ķīniešu, gan angļu valodu.	nii ... kui ka; kuna	Ta oskab nii hiina kui ka inglise keelt.	bæði; þar sem	Hann getur talað bæði kínversku og ensku.
1336:加快	加快	加快	ubrzati	Molim vas, ubrzajte rad.	pospešiti	Prosim, pospešite delo.	pagreitinti	Prašome pagreitinti darbą.	paātrināt	Lūdzu, paātriniet darbu.	kiirendama	Palun kiirendage tööd.	flýta fyrir	Vinsamlegast flýtið vinnunni.
1337:加强	加强	加强	pojačati; ojačati	Škola treba da pojača upravljanje bezbednošću.	okrepiti	Šola mora okrepiti upravljanje varnosti.	stiprinti	Mokykla turi stiprinti saugumo valdymą.	stiprināt	Skolai jāstiprina drošības pārvaldība.	tugevdama	Kool peab turvajuhtimist tugevdama.	efla	Skólinn þarf að efla öryggisstjórnun.
1338:加入	加入	加入	pridružiti se	Želi da se pridruži košarkaškom timu.	pridružiti se	Želi se pridružiti košarkarski ekipi.	prisijungti	Jis nori prisijungti prie krepšinio komandos.	pievienoties	Viņš vēlas pievienoties basketbola komandai.	liituma	Ta tahab liituda korvpallimeeskonnaga.	ganga í	Hann vill ganga í körfuboltaliðið.
1339:加上	加上	加上	dodati; zajedno sa	Kad se doda naknada za uslugu, ukupno je dvesta juana.	dodati; skupaj s	Ko dodamo pristojbino za storitev, je skupaj dvesto juanov.	pridėti; kartu su	Pridėjus paslaugos mokestį, iš viso yra du šimtai juanių.	pieskaitīt; kopā ar	Pieskaitot apkalpošanas maksu, kopā ir divi simti juaņu.	lisama; koos	Lisades teenustasu, on kokku kakssada jüaani.	bæta við; með þjónustugjaldi	Með þjónustugjaldinu bætt við verða það samtals tvö hundruð júan.
1342:加油	加油	加油	navijati; dodati gorivo	Drugovi iz razreda zajedno navijaju za članove tima.	spodbujati; doliti gorivo	Sošolci skupaj spodbujajo člane ekipe.	palaikyti; įpilti kuro	Klasės draugai kartu palaiko komandos narius.	uzmundrināt; uzpildīt degvielu	Klasesbiedri kopā uzmundrina komandas dalībniekus.	ergutama; kütust lisama	Klassikaaslased ergutavad koos meeskonnaliikmeid.	hvetja; bæta eldsneyti við	Bekkjarfélagarnir hvetja liðsmennina saman.
1344:家长	家长	家长	roditelj; staratelj	Škola sutra održava roditeljski sastanak.	starš; skrbnik	Šola bo jutri imela roditeljski sestanek.	tėvas; globėjas	Rytoj mokykloje vyks tėvų susirinkimas.	vecāks; aizbildnis	Rīt skolā notiks vecāku sapulce.	lapsevanem; hooldaja	Koolis toimub homme lapsevanemate koosolek.	foreldri; forráðamaður	Skólinn heldur foreldrafund á morgun.
1347:价钱	价钱	价钱	cena	Cena ove odeće nije visoka.	cena	Cena tega oblačila ni visoka.	kaina	Šio drabužio kaina nėra aukšta.	cena	Šī apģērba cena nav augsta.	hind	Selle riideeseme hind ei ole kõrge.	verð	Verðið á þessari flík er ekki hátt.
1348:假日	假日	假日	praznik; neradni dan	Tržni centar je pun ljudi tokom praznika.	praznik; prost dan	Med prazniki je v nakupovalnem središču veliko ljudi.	šventinė diena; atostogos	Per šventes prekybos centre daug žmonių.	brīvdiena; svētki	Brīvdienās tirdzniecības centrā ir daudz cilvēku.	püha; vaba päev	Pühade ajal on kaubanduskeskuses palju rahvast.	frídagur; hátíðisdagur	Það er margt fólk í verslunarmiðstöðinni á frídögum.
1349:减	减	减	smanjiti; oduzeti	Molim vas, smanjite šećer za pola.	zmanjšati; odšteti	Prosim, zmanjšajte sladkor za polovico.	sumažinti; atimti	Prašome cukrų sumažinti perpus.	samazināt; atņemt	Lūdzu, samaziniet cukuru uz pusi.	vähendama; lahutama	Palun vähendage suhkrut poole võrra.	minnka; draga frá	Vinsamlegast minnkaðu sykurinn um helming.
1350:减轻	减轻	减轻	ublažiti; smanjiti	Vežbanje može da smanji stres.	olajšati; zmanjšati	Vadba lahko zmanjša stres.	palengvinti; sumažinti	Sportas gali sumažinti stresą.	mazināt; atvieglot	Sports var mazināt stresu.	leevendama; vähendama	Treening võib stressi vähendada.	draga úr; létta	Hreyfing getur dregið úr streitu.
1353:健身房	健身房	健身房	teretana	Posle posla ide u teretanu.	telovadnica; fitnes	Po službi gre v fitnes.	sporto salė	Po darbo jis eina į sporto salę.	sporta zāle	Pēc darba viņš iet uz sporta zāli.	jõusaal	Pärast tööd läheb ta jõusaali.	líkamsræktarstöð	Hann fer í líkamsræktarstöð eftir vinnu.
1355:江	江	江	reka	Ova reka protiče kroz istočni deo grada.	reka	Ta reka teče skozi vzhodni del mesta.	upė	Ši upė teka per rytinę miesto dalį.	upe	Šī upe tek caur pilsētas austrumu daļu.	jõgi	See jõgi voolab läbi linna idaosa.	á	Þessi á rennur í gegnum austurhluta borgarinnar.
1356:将	将	将	će; upravo će	On će otići u Peking da uči.	bo; namerava	Odšel bo v Peking študirat.	bus; ketina	Jis vyks mokytis į Pekiną.	būs; grasās	Viņš dosies mācīties uz Pekinu.	saab; kavatseb	Ta läheb Pekingisse õppima.	mun; er að fara að	Hann mun fara til Peking til að læra.
1358:将要	将要	将要	uskoro će	Voz će uskoro ući u stanicu.	bo kmalu	Vlak bo kmalu vstopil na postajo.	netrukus bus	Traukinys netrukus įvažiuos į stotį.	drīz būs	Vilciens drīz iebrauks stacijā.	peagi; kohe	Rong jõuab peagi jaama.	bráðum; rétt að fara að	Lestin er bráðum að koma inn á stöðina.
1359:奖	奖	奖	nagrada	Dobio je veliku nagradu.	nagrada	Prejel je veliko nagrado.	prizas; apdovanojimas	Jis gavo didelį apdovanojimą.	balva	Viņš saņēma lielu balvu.	auhind	Ta sai suure auhinna.	verðlaun	Hann fékk stór verðlaun.
1361:奖学金	奖学金	奖学金	stipendija	Ona je dobila stipendiju.	štipendija	Dobila je štipendijo.	stipendija	Ji gavo stipendiją.	stipendija	Viņa ieguva stipendiju.	stipendium	Ta sai stipendiumi.	námsstyrkur	Hún fékk námsstyrk.
1362:降	降	降	pasti; spustiti se	Temperatura je naglo mnogo pala.	pasti; znižati se	Temperatura je nenadoma precej padla.	kristi; mažėti	Temperatūra staiga smarkiai nukrito.	kristies; pazemināties	Temperatūra pēkšņi ievērojami pazeminājās.	langema	Temperatuur langes äkki palju.	lækka; falla	Hitinn féll skyndilega mikið.
1364:降价	降价	降价	sniziti cenu	Cena ovog modela telefona počela je da pada.	znižati ceno	Ta model telefona se je začel ceniti.	sumažinti kainą	Šio telefono modelio kaina pradėjo kristi.	pazemināt cenu	Šī tālruņa modeļa cena sākusi kristies.	hinda alandama	Selle telefonimudeli hind hakkas langema.	lækka í verði	Þessi símalíkan er byrjað að lækka í verði.
1366:降温	降温	降温	zahlađenje; pad temperature	Sutra može doći do pada temperature.	ohladitev; padec temperature	Jutri se lahko ohladi.	atvėsti; temperatūros kritimas	Rytoj temperatūra gali kristi.	temperatūras pazemināšanās	Rīt varētu kļūt vēsāks.	temperatuuri langus	Homme võib temperatuur langeda.	kólna; hitafall	Það gæti kólnað á morgun.
1369:交警	交警	交警	saobraćajni policajac	Saobraćajni policajac reguliše saobraćaj na raskrsnici.	prometni policist	Prometni policist usmerja promet v križišču.	kelių policininkas	Kelių policininkas sankryžoje reguliuoja eismą.	ceļu policists	Ceļu policists krustojumā regulē satiksmi.	liikluspolitseinik	Liikluspolitseinik juhib ristmikul liiklust.	umferðarlögreglumaður	Umferðarlögreglumaður stýrir umferð á gatnamótunum.
1374:教师	教师	教师	nastavnik; učitelj	Ovaj nastavnik ima mnogo iskustva.	učitelj; učiteljica	Ta učitelj je zelo izkušen.	mokytojas	Šis mokytojas turi daug patirties.	skolotājs	Šim skolotājam ir liela pieredze.	õpetaja	See õpetaja on väga kogenud.	kennari	Þessi kennari hefur mikla reynslu.
1376:教学	教学	教学	nastava; podučavanje	Novi nastavni metod je veoma efikasan.	poučevanje	Nova metoda poučevanja je zelo učinkovita.	mokymas	Naujas mokymo metodas labai veiksmingas.	mācīšana; mācību process	Jaunā mācību metode ir ļoti efektīva.	õpetamine	Uus õpetamismeetod on väga tõhus.	kennsla	Nýja kennsluaðferðin er mjög áhrifarík.
