hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
5142:姨	姨	姨	tetka	Moja tetka danas dolazi kod nas na večeru.	teta	Moja teta danes pride k nam na večerjo.	teta	Mano teta šiandien ateis pas mus vakarienės.	tante	Mana tante šodien nāks pie mums vakariņās.	tädi	Mu tädi tuleb täna meile õhtusöögile.	móðursystir; frænka	Frænka mín kemur heim til okkar í mat í dag.
5146:一带	一带	一带	okolina; područje	U okolini škole ima mnogo knjižara.	okolica; območje	V okolici šole je veliko knjigarn.	apylinkė; rajonas	Mokyklos apylinkėse yra daug knygynų.	apkaime; apkārtne	Skolas apkaimē ir daudz grāmatnīcu.	kant; piirkond	Kooli kandis on palju raamatupoode.	svæði; nágrenni	Í nágrenni skólans eru margar bókabúðir.
5147:一道	一道	一道	zajedno	Hajde da zajedno odemo da pogledamo izložbu.	skupaj	Pojdimo skupaj pogledat razstavo.	kartu	Eikime kartu pažiūrėti parodos.	kopā	Iesim kopā apskatīt izstādi.	koos	Lähme koos näitust vaatama.	saman	Förum saman að skoða sýninguna.
5155:一系列	一系列	一系列	niz; serija	Kompanija je lansirala niz novih proizvoda.	niz; serija	Podjetje je predstavilo niz novih izdelkov.	serija; eilė	Įmonė pristatė seriją naujų produktų.	virkne; sērija	Uzņēmums laida klajā virkni jaunu produktu.	rida; seeria	Ettevõte tõi turule rea uusi tooteid.	röð; sería	Fyrirtækið setti á markað röð nýrra vara.
5157:一阵	一阵	一阵	nalet; kratak talas	Kroz prozor je ušao nalet hladnog vetra.	sunek; kratek val	Skozi okno je zapihal sunek hladnega vetra.	gūsis; trumpas pliūpsnis	Pro langą papūtė vėsaus vėjo gūsis.	brāzma; īss vilnis	Pa logu iepūta vēsa vēja brāzma.	iil; lühike hoog	Aknast tuli jahe tuuleiil.	vindhviða; skammur kippur	Um gluggann kom köld vindhviða.
5158:遗址	遗址	遗址	ruševine; arheološko nalazište	Ostaci ovog drevnog grada privukli su mnogo turista.	ruševine; arheološko najdišče	Ruševine tega starodavnega mesta privabljajo veliko turistov.	griuvėsiai; archeologinė vietovė	Šie senovinio miesto griuvėsiai pritraukia daug turistų.	drupas; arheoloģiska vieta	Šīs senās pilsētas drupas piesaista daudz tūristu.	varemed; arheoloogiline paik	Selle muistse linna varemed meelitavad palju turiste.	rústir; fornleifasvæði	Rústir þessarar fornu borgar laða að marga ferðamenn.
5163:益处	益处	益处	korist; dobrobit	Svakodnevno vežbanje ima mnogo koristi za zdravlje.	korist; dobrobit	Vsakodnevna vadba ima veliko koristi za zdravje.	nauda; privalumas	Kasdienė mankšta turi daug naudos sveikatai.	labums; ieguvums	Ikdienas vingrošanai ir daudz labuma veselībai.	kasu; hüve	Igapäevane liikumine toob tervisele palju kasu.	ávinningur; gagn	Dagleg hreyfing hefur marga kosti fyrir heilsuna.
5164:一帆风顺	一帆风顺	一帆风顺	ići glatko; bez prepreka	Želim ti da ti novi posao ide glatko.	iti gladko; brez ovir	Želim ti, da bi ti nova služba šla gladko.	sklandžiai sektis	Linkiu, kad tavo naujas darbas klostytųsi sklandžiai.	iet gludi	Novēlu, lai tavs jaunais darbs iet gludi.	ladusalt minema	Soovin, et su uus töö läheks ladusalt.	ganga snurðulaust	Ég óska þess að nýja starfið þitt gangi snurðulaust.
5165:一口气	一口气	一口气	u jednom dahu; odjednom	On je u jednom dahu otrčao do vrha planine.	v enem dihu; naenkrat	V enem dihu je stekel do vrha gore.	vienu ypu; vienu atsikvėpimu	Jis vienu ypu nubėgo iki kalno viršūnės.	vienā elpas vilcienā	Viņš vienā elpas vilcienā aizskrēja līdz kalna virsotnei.	ühe hingetõmbega; ühe hooga	Ta jooksis ühe hooga mäetippu.	í einum rykk; í einni lotu	Hann hljóp upp á fjallstindinn í einum rykk.
5167:一模一样	一模一样	一模一样	potpuno isti	Ove dve fotografije izgledaju potpuno isto.	popolnoma enak	Ti dve fotografiji sta videti popolnoma enaki.	visiškai vienodas	Šios dvi nuotraukos atrodo visiškai vienodos.	pilnīgi vienāds	Šīs divas fotogrāfijas izskatās pilnīgi vienādas.	täpselt samasugune	Need kaks fotot näevad täpselt samasugused välja.	nákvæmlega eins	Þessar tvær myndir líta nákvæmlega eins út.
5168:艺人	艺人	艺人	umetnik; izvođač	Ovaj umetnik je veoma samouveren na sceni.	umetnik; nastopajoči	Ta umetnik je na odru zelo samozavesten.	atlikėjas; menininkas	Šis atlikėjas scenoje labai pasitiki savimi.	mākslinieks; izpildītājs	Šis mākslinieks uz skatuves ir ļoti pārliecināts.	artist; esineja	See artist on laval väga enesekindel.	listamaður; skemmtikraftur	Þessi listamaður er mjög öruggur á sviðinu.
5169:一身	一身	一身	komplet odeće; od glave do pete	On je obukao komplet crnog odela.	celotna oprava; od glave do pet	Oblečen je bil v celotno črno obleko.	visa apranga; nuo galvos iki kojų	Jis vilkėjo visą juodą kostiumą.	apģērba komplekts; no galvas līdz kājām	Viņš bija ģērbies melnā uzvalkā no galvas līdz kājām.	kogu riietus; pealaest jalatallani	Ta kandis pealaest jalatallani musta ülikonda.	heill fatnaður; frá toppi til táar	Hann var í heilum svörtum jakkafötum.
5170:一时	一时	一时	za trenutak; u tom času	Za trenutak nisam mogao da se setim njegovog imena.	za trenutek; takrat	Za trenutek se nisem mogel spomniti njegovega imena.	akimirką; tuo metu	Akimirką negalėjau prisiminti jo vardo.	uz brīdi; tajā mirklī	Uz brīdi es nevarēju atcerēties viņa vārdu.	hetkeks; tol hetkel	Ma ei suutnud hetkeks tema nime meenutada.	um stund; í bili	Ég gat um stund ekki munað nafnið hans.
5171:一同	一同	一同	zajedno	Zajedno smo završili ovaj projekat.	skupaj	Skupaj smo dokončali ta projekt.	kartu	Mes kartu užbaigėme šį projektą.	kopā	Mēs kopā pabeidzām šo projektu.	koos	Me lõpetasime selle projekti koos.	saman	Við kláruðum þetta verkefni saman.
5172:易于	易于	易于	lak za; pogodan za	Ovaj softver je lak za korišćenje.	enostaven za; primeren za	Ta programska oprema je enostavna za uporabo.	lengva; patogu	Šia programa lengva naudotis.	viegli; piemērots	Šo programmatūru ir viegli lietot.	lihtne; hõlbus	Seda tarkvara on lihtne kasutada.	auðvelt að; hentugt fyrir	Þessi hugbúnaður er auðveldur í notkun.
5173:抑制	抑制	抑制	potisnuti; ublažiti	Ovaj lek može da ublaži bol.	zavreti; ublažiti	To zdravilo lahko ublaži bolečino.	slopyti; mažinti	Šis vaistas gali slopinti skausmą.	nomākt; mazināt	Šīs zāles var mazināt sāpes.	pärssima; leevendama	See ravim võib valu leevendada.	bæla; draga úr	Þetta lyf getur dregið úr sársauka.
5174:因	因	因	zbog; usled	Sastanak je odložen zbog jake kiše.	zaradi; spričo	Sestanek je bil prestavljen zaradi močnega dežja.	dėl; kadangi	Susitikimas buvo atidėtas dėl stipraus lietaus.	dēļ; jo	Sanāksme tika atlikta spēcīga lietus dēļ.	tõttu; pärast	Koosolek lükati tugeva vihma tõttu edasi.	vegna; sökum	Fundinum var frestað vegna mikillar rigningar.
5175:音节	音节	音节	slog	Ova reč ima tri sloga.	zlog	Ta beseda ima tri zloge.	skiemuo	Šis žodis turi tris skiemenis.	zilbe	Šim vārdam ir trīs zilbes.	silp	Selles sõnas on kolm silpi.	atkvæði	Þetta orð hefur þrjú atkvæði.
5177:银牌	银牌	银牌	srebrna medalja	Ona je na takmičenju osvojila srebrnu medalju.	srebrna medalja	Na tekmovanju je osvojila srebrno medaljo.	sidabro medalis	Ji varžybose laimėjo sidabro medalį.	sudraba medaļa	Viņa sacensībās ieguva sudraba medaļu.	hõbemedal	Ta võitis võistlusel hõbemedali.	silfurverðlaun	Hún vann silfurverðlaun í keppninni.
5178:引	引	引	navesti; citirati	Nastavnik je citirao stari stih da objasni svoje mišljenje.	navesti; citirati	Učitelj je navedel star verz, da bi pojasnil svoje stališče.	cituoti; pacituoti	Mokytojas pacitavo seną eilėraštį, kad paaiškintų požiūrį.	citēt; atsaukties uz	Skolotājs citēja senu dzejoli, lai paskaidrotu domu.	tsiteerima; viitama	Õpetaja tsiteeris vana luulerida, et oma seisukohta selgitada.	vitna í; tilgreina	Kennarinn vitnaði í gamalt ljóð til að útskýra sjónarmiðið.
5179:隐藏	隐藏	隐藏	sakriti; skriven	Fajl je sakriven u sistemskoj fascikli.	skriti; prikriti	Datoteka je skrita v sistemski mapi.	paslėpti; slėpti	Failas buvo paslėptas sistemos aplanke.	paslēpt; slēpts	Fails ir paslēpts sistēmas mapē.	peitma; varjama	Fail on peidetud süsteemikausta.	fela; falinn	Skráin var falin í kerfismöppu.
5181:引发	引发	引发	izazvati; pokrenuti	Ova vest je izazvala žustru raspravu.	sprožiti; povzročiti	Ta novica je sprožila živahno razpravo.	sukelti; išprovokuoti	Ši naujiena sukėlė karštą diskusiją.	izraisīt; rosināt	Šī ziņa izraisīja aktīvu diskusiju.	põhjustama; esile kutsuma	See uudis tekitas elava arutelu.	valda; kveikja	Þessi frétt vakti líflega umræðu.
5182:引入	引入	引入	uvesti; uključiti	Škola planira da uvede novu nastavnu metodu.	uvesti; vključiti	Šola namerava uvesti novo metodo poučevanja.	įvesti; įtraukti	Mokykla planuoja įvesti naują mokymo metodą.	ieviest; iekļaut	Skola plāno ieviest jaunu mācību metodi.	kasutusele võtma; sisse tooma	Kool plaanib kasutusele võtta uue õpetamismeetodi.	innleiða; taka upp	Skólinn ætlar að innleiða nýja kennsluaðferð.
5184:饮用水	饮用水	饮用水	pijaća voda	Pijaća voda ovde prolazi strogu proveru.	pitna voda	Pitna voda tukaj je strogo preverjena.	geriamasis vanduo	Čia geriamasis vanduo griežtai tikrinamas.	dzeramais ūdens	Šeit dzeramais ūdens tiek stingri pārbaudīts.	joogivesi	Siinne joogivesi läbib range kontrolli.	drykkjarvatn	Drykkjarvatnið hér er stranglega prófað.
5185:印	印	印	utisnuti; odštampati	Molim vas, ovde odštampajte znak kompanije.	odtisniti; natisniti	Prosimo, tukaj odtisnite znak podjetja.	įspausti; atspausdinti	Prašome čia atspausdinti įmonės ženklą.	iespiest; uzdrukāt	Lūdzu, šeit uzdrukājiet uzņēmuma zīmi.	trükkima; tembeldama	Palun trükkige siia ettevõtte logo.	prenta; stimpla	Vinsamlegast prentið merki fyrirtækisins hér.
5192:用餐	用餐	用餐	jesti; obedovati	Gosti obeduju u restoranu.	jesti; obedovati	Gostje obedujejo v restavraciji.	valgyti; pietauti	Svečiai valgo restorane.	ēst; ieturēt maltīti	Viesi ietur maltīti restorānā.	sööma; einestama	Külalised einestavad restoranis.	borða; neyta máltíðar	Gestirnir borða á veitingastaðnum.
5193:用处	用处	用处	upotreba; korist	Ovaj mali nož ima mnogo upotreba.	uporaba; korist	Ta mali nož ima veliko uporab.	nauda; panaudojimas	Šis mažas peilis turi daug panaudojimo būdų.	noderīgums; pielietojums	Šim mazajam nazim ir daudz pielietojumu.	kasutus; kasu	Sellel väikesel noal on palju kasutusvõimalusi.	notagildi; gagn	Þessi litli hnífur hefur margvíslegt notagildi.
5195:用人	用人	用人	zapošljavanje ljudi; izbor kadrova	Ova kompanija je veoma oprezna pri zapošljavanju.	zaposlovanje ljudi; izbira kadrov	To podjetje je zelo previdno pri zaposlovanju.	darbuotojų samdymas; personalo parinkimas	Ši įmonė labai atsargiai samdo žmones.	darbinieku pieņemšana; personāla izvēle	Šis uzņēmums ļoti piesardzīgi pieņem darbā cilvēkus.	töötajate palkamine; personalivalik	See ettevõte on inimeste palkamisel väga ettevaatlik.	ráðning starfsfólks	Fyrirtækið er mjög varkárt við ráðningar.
5196:用心	用心	用心	pažljivo; s puno truda	Na ovom poklonu se vidi da je napravljen s puno truda.	skrbno; z veliko truda	Pri tem darilu se vidi, da je bilo izbrano z veliko truda.	rūpestingai; iš širdies	Iš šios dovanos matyti daug rūpesčio.	rūpīgi; no sirds	No šīs dāvanas redzams, ka tajā ieguldīta liela rūpība.	hoolikalt; südamega	Sellest kingitusest on näha, et see on tehtud südamega.	af alúð; vandlega	Það sést að þessi gjöf var valin af alúð.
5197:优化	优化	优化	optimizovati	Inženjeri optimizuju brzinu sistema.	optimizirati	Inženirji optimizirajo hitrost sistema.	optimizuoti	Inžinieriai optimizuoja sistemos greitį.	optimizēt	Inženieri optimizē sistēmas ātrumu.	optimeerima	Insenerid optimeerivad süsteemi kiirust.	besta; fínstilla	Verkfræðingarnir eru að besta hraða kerfisins.
5200:由来	由来	由来	poreklo; nastanak	Poreklo ovog običaja je veoma zanimljivo.	izvor; nastanek	Izvor tega običaja je zelo zanimiv.	kilmė; atsiradimas	Šio papročio kilmė labai įdomi.	izcelsme; rašanās	Šīs paražas izcelsme ir ļoti interesanta.	päritolu; teke	Selle kombe päritolu on väga huvitav.	uppruni; tilurð	Uppruni þessarar hefðar er mjög áhugaverður.
5201:游人	游人	游人	posetilac; turista	U proleće u parku ima naročito mnogo posetilaca.	obiskovalec; turist	Spomladi je v parku posebno veliko obiskovalcev.	lankytojas; turistas	Pavasarį parke ypač daug lankytojų.	apmeklētājs; tūrists	Pavasarī parkā ir īpaši daudz apmeklētāju.	külastaja; turist	Kevadel on pargis eriti palju külastajaid.	gestur; ferðamaður	Á vorin eru sérstaklega margir gestir í garðinum.
5203:有机	有机	有机	organski	Ova farma prodaje samo organsko povrće.	organski	Ta kmetija prodaja samo organsko zelenjavo.	ekologiškas; organinis	Šis ūkis parduoda tik ekologiškas daržoves.	bioloģisks; organisks	Šī saimniecība pārdod tikai bioloģiskus dārzeņus.	mahe; orgaaniline	See talu müüb ainult maheköögivilju.	lífrænn	Þessi bóndabær selur aðeins lífrænt grænmeti.
5204:有劲	有劲	有劲	zanimljiv; pun energije	Ovaj film postaje sve zanimljiviji što ga duže gledaš.	zanimiv; živahen	Ta film je vedno bolj zanimiv, dlje ko ga gledaš.	įdomus; energingas	Kuo ilgiau žiūri šį filmą, tuo jis įdomesnis.	interesants; aizraujošs	Šī filma kļūst arvien interesantāka, jo ilgāk to skatās.	huvitav; hoogne	See film muutub vaadates aina huvitavamaks.	spennandi; kraftmikill	Þessi mynd verður sífellt áhugaverðari eftir því sem maður horfir lengur.
5205:有序	有序	有序	uredan; organizovan	Publika je uredno ušla u salu.	urejen; organiziran	Občinstvo je urejeno vstopilo v dvorano.	tvarkingas; organizuotas	Žiūrovai tvarkingai įėjo į salę.	kārtīgs; organizēts	Skatītāji kārtīgi iegāja zālē.	korrastatud; organiseeritud	Publik sisenes saali korrapäraselt.	skipulegur	Áhorfendur gengu skipulega inn í salinn.
5206:于	于	于	u; pri	Sastanak počinje u devet sati pre podne.	ob; v	Sestanek se začne ob devetih dopoldne.	ties; prie	Posėdis prasideda devintą valandą ryto.	plkst.; pie	Sanāksme sākas pulksten deviņos no rīta.	kell; ajal	Koosolek algab hommikul kell üheksa.	klukkan; við	Fundurinn hefst klukkan níu að morgni.
5207:余额	余额	余额	stanje na računu	Molim te, prvo proveri stanje na bankovnoj kartici.	stanje na računu	Prosimo, najpre preveri stanje na bančni kartici.	likutis	Pirmiausia patikrink banko kortelės likutį.	atlikums	Lūdzu, vispirms pārbaudi bankas kartes atlikumu.	jääk	Palun kontrolli kõigepealt pangakaardi jääki.	staða; eftirstöðvar	Athugaðu fyrst stöðuna á bankakortinu.
5210:预定	预定	预定	rezervisati	Već sam rezervisao mesto za sutra uveče.	rezervirati	Že sem rezerviral sedež za jutri zvečer.	rezervuoti	Aš jau rezervavau vietą rytoj vakarui.	rezervēt	Es jau rezervēju vietu rītdienas vakaram.	broneerima	Ma olen homseks õhtuks koha juba broneerinud.	bóka; panta	Ég er búinn að bóka sæti fyrir annað kvöld.
5213:浴室	浴室	浴室	kupatilo	Pod u kupatilu je malo klizav.	kopalnica	Tla v kopalnici so malo spolzka.	vonios kambarys	Vonios kambario grindys šiek tiek slidžios.	vannasistaba	Vannasistabas grīda ir mazliet slidena.	vannituba	Vannitoa põrand on veidi libe.	baðherbergi	Gólfið á baðherberginu er svolítið hált.
5215:原本	原本	原本	prvobitno; u početku	Prvobitno sam planirao da za vikend odem u Peking.	prvotno; sprva	Prvotno sem nameraval za konec tedna v Peking.	iš pradžių; iš tikrųjų	Iš pradžių planavau savaitgalį vykti į Pekiną.	sākotnēji; patiesībā	Sākotnēji es plānoju nedēļas nogalē doties uz Pekinu.	algselt; esialgu	Algselt kavatsesin nädalavahetusel Pekingisse minna.	upphaflega; í fyrstu	Ég ætlaði upphaflega að fara til Peking um helgina.
5216:原材料	原材料	原材料	sirovine	Fabrici je potrebno stabilno snabdevanje sirovinama.	surovine	Tovarna potrebuje stabilno dobavo surovin.	žaliavos	Gamyklai reikia stabilaus žaliavų tiekimo.	izejvielas	Rūpnīcai vajag stabilu izejvielu piegādi.	tooraine	Tehas vajab stabiilset toorainevarustust.	hráefni	Verksmiðjan þarf stöðugt framboð af hráefni.
5224:元宵	元宵	元宵	juanxiao; slatke pirinčane kuglice	Na Praznik lampiona jeli smo yuanxiao.	yuanxiao; sladke riževe kroglice	Na praznik lampijonov smo jedli yuanxiao.	juanxiao; saldūs ryžių kukuliai	Per Žibintų šventę valgėme juanxiao.	juaņsjao; saldas rīsu bumbiņas	Laternu svētkos mēs ēdām juaņsjao.	yuanxiao; magusad riisipallid	Laternate festivalil sõime yuanxiao'd.	yuanxiao; sætar hrísgrjónakúlur	Á luktahátíðinni borðuðum við yuanxiao.
5225:源于	源于	源于	poticati iz; imati izvor	Ova tradicija potiče iz drevnog praznika.	izvirati iz	Ta tradicija izvira iz starodavnega praznika.	kilti iš; būti kilusiam iš	Ši tradicija kilo iš senovinės šventės.	celties no; izrietēt no	Šī tradīcija cēlusies no sena svētku notikuma.	pärinema; tulenema	See traditsioon pärineb muistsest pühast.	eiga uppruna í; stafa frá	Þessi hefð á uppruna sinn í fornri hátíð.
5226:远程	远程	远程	na daljinu; udaljen	Kompanija je organizovala intervju na daljinu.	na daljavo; oddaljen	Podjetje je organiziralo razgovor na daljavo.	nuotolinis	Įmonė surengė nuotolinį pokalbį.	attālināts	Uzņēmums sarīkoja attālinātu interviju.	kaug-; distantsilt	Ettevõte korraldas kaugintervjuu.	fjar-; úr fjarlægð	Fyrirtækið skipulagði fjarviðtal.
5227:远方	远方	远方	daljina; daleko mesto	Često misli na porodicu u daljini.	daljava; oddaljen kraj	Pogosto se spomni družine v daljavi.	toluma; tolimas kraštas	Jis dažnai prisimena toli esančią šeimą.	tālums; tāla vieta	Viņš bieži domā par ģimeni tālumā.	kaugus; kauge paik	Ta mõtleb sageli kaugel elavale perele.	fjarlægð; fjarlægur staður	Hann hugsar oft til fjölskyldunnar í fjarlægð.
5229:月光	月光	月光	mesečina	Mesečina je obasjala mirnu površinu jezera.	mesečina	Mesečina je sijala na mirno gladino jezera.	mėnulio šviesa	Mėnulio šviesa krito ant ramaus ežero paviršiaus.	mēnessgaisma	Mēnessgaisma krita uz mierīgās ezera virsmas.	kuuvalgus	Kuuvalgus langes vaiksele järvepinnale.	tunglsljós	Tunglsljósið féll á kyrran vatnsflötinn.
5231:月球	月球	月球	Mesec	Naučnici proučavaju površinu Meseca.	Luna	Znanstveniki preučujejo Lunino površje.	Mėnulis	Mokslininkai tiria Mėnulio paviršių.	Mēness	Zinātnieki pēta Mēness virsmu.	Kuu	Teadlased uurivad Kuu pinda.	tunglið	Vísindamenn eru að rannsaka yfirborð tunglsins.
5232:乐曲	乐曲	乐曲	muzičko delo; kompozicija	Ova kompozicija zvuči veoma lepo.	skladba	Ta skladba zveni zelo lepo.	muzikos kūrinys	Šis muzikos kūrinys skamba labai gražiai.	skaņdarbs	Šis skaņdarbs skan ļoti skaisti.	muusikapala; heliteos	See muusikapala kõlab väga kaunilt.	tónverk	Þetta tónverk hljómar mjög fallega.
5234:晕车	晕车	晕车	mučnina u vožnji	Njoj lako pozli u autobusu na dugim relacijama.	potovalna slabost	V avtobusu na dolge razdalje ji hitro postane slabo.	pykinimas važiuojant	Per ilgas keliones autobusu ją lengvai supykina.	nelabums braucot	Viņai garos autobusa braucienos viegli kļūst slikti.	sõiduiiveldus	Pikal bussisõidul hakkab tal kergesti paha.	bílveiki; ferðaveiki	Hún verður auðveldlega bílveik í langferðabíl.
5235:运送	运送	运送	prevoziti; dostaviti	Ove zalihe će biti prevezene u pogođeno područje.	prepeljati; dostaviti	Te zaloge bodo prepeljane na prizadeto območje.	gabenti; pristatyti	Šios atsargos bus nugabentos į nelaimės zoną.	transportēt; nogādāt	Šie krājumi tiks nogādāti katastrofas rajonā.	transportima; kohale toimetama	Need varud toimetatakse katastroofipiirkonda.	flytja; senda	Þessar birgðir verða fluttar á hamfarasvæðið.
5237:运营	运营	运营	upravljati; voditi	Ovom platformom upravlja stručni tim.	upravljati; voditi	To platformo upravlja strokovna ekipa.	valdyti; eksploatuoti	Šią platformą valdo profesionali komanda.	pārvaldīt; uzturēt	Šo platformu pārvalda profesionāla komanda.	haldama; käitama	Seda platvormi haldab professionaalne meeskond.	reka; starfrækja	Faglegt teymi rekur þennan vettvang.
5238:杂	杂	杂	mešovit; razni	U ovoj fioci ima mnogo raznih stvari.	mešan; raznovrsten	V tem predalu je veliko raznih stvari.	įvairus; mišrus	Šiame stalčiuje yra daug įvairių daiktų.	dažāds; jaukts	Šajā atvilktnē ir daudz dažādu lietu.	segane; mitmesugune	Selles sahtlis on palju mitmesuguseid asju.	blandaður; ýmis konar	Í þessari skúffu eru margir ýmsir hlutir.
5239:灾	灾	灾	nesreća; katastrofa	Ova nesreća je selu nanela veliki gubitak.	nesreča; katastrofa	Ta nesreča je vasi povzročila veliko izgubo.	nelaimė; katastrofa	Ši nelaimė kaimui padarė didelių nuostolių.	nelaime; katastrofa	Šī nelaime ciemam radīja lielus zaudējumus.	õnnetus; katastroof	See katastroof tekitas külale suurt kahju.	hamfarir; hörmung	Þessar hamfarir ollu þorpinu miklu tjóni.
5242:灾区	灾区	灾区	pogođeno područje; zona katastrofe	Volonteri su odneli hranu u pogođeno područje.	prizadeto območje; območje nesreče	Prostovoljci so hrano odnesli na prizadeto območje.	nelaimės zona; nukentėjusi teritorija	Savanoriai nuvežė maistą į nelaimės zoną.	katastrofas rajons; cietušais apgabals	Brīvprātīgie nogādāja pārtiku katastrofas rajonā.	katastroofipiirkond; kannatada saanud ala	Vabatahtlikud viisid toidu katastroofipiirkonda.	hamfarasvæði	Sjálfboðaliðar fluttu mat á hamfarasvæðið.
5244:再生	再生	再生	reciklirati; ponovo iskoristiti	Ovi materijali se mogu reciklirati i ponovo koristiti.	reciklirati; ponovno uporabiti	Te materiale je mogoče reciklirati in ponovno uporabiti.	perdirbti; atnaujinti	Šias medžiagas galima perdirbti ir vėl panaudoti.	pārstrādāt; atjaunot	Šos materiālus var pārstrādāt un atkārtoti izmantot.	taastootma; ringlusse võtma	Neid materjale saab ringlusse võtta ja uuesti kasutada.	endurnýta; endurvinna	Þessi efni má endurvinna og nota aftur.
5246:赞赏	赞赏	赞赏	ceniti; pohvaliti	Nastavnik je pohvalio njegov ozbiljan stav.	ceniti; pohvaliti	Učitelj je pohvalil njegov resen odnos.	vertinti; pagirti	Mokytojas įvertino jo rimtą požiūrį.	novērtēt; uzslavēt	Skolotājs atzinīgi novērtēja viņa nopietno attieksmi.	tunnustama; kiitma	Õpetaja tunnustas tema tõsist suhtumist.	meta að verðleikum; hrósa	Kennarinn hrósaði honum fyrir alvarlegt viðhorf.
5247:赞同	赞同	赞同	složiti se; podržati	Većina članova se složila s ovom odlukom.	strinjati se; podpreti	Večina članov se je strinjala s to odločitvijo.	pritariti; sutikti	Dauguma narių pritarė šiam sprendimui.	piekrist; atbalstīt	Lielākā daļa locekļu piekrita šim lēmumam.	nõustuma; toetama	Enamik liikmeid nõustus selle otsusega.	samþykkja; vera sammála	Flestir meðlimir samþykktu þessa ákvörðun.
5248:遭到	遭到	遭到	naići na; pretrpeti	Ovaj plan je naišao na određeno protivljenje.	naleteti na; doživeti	Ta načrt je naletel na nekaj nasprotovanja.	sulaukti; patirti	Šis planas sulaukė tam tikro pasipriešinimo.	saskarties ar; piedzīvot	Šis plāns saskārās ar zināmu pretestību.	osaks saama; kokku puutuma	See plaan sai osaks mõningase vastuseisu.	lenda í; verða fyrir	Þessi áætlun mætti nokkurri andstöðu.
5251:噪声	噪声	噪声	buka	Buka sa gradilišta uticala je na obližnje stanovnike.	hrup	Gradbeni hrup je vplival na bližnje prebivalce.	triukšmas	Statybų triukšmas paveikė netoliese gyvenančius žmones.	troksnis	Būvdarbu troksnis ietekmēja tuvumā dzīvojošos iedzīvotājus.	müra	Ehituse müra mõjutas lähedal elavaid inimesi.	hávaði	Byggingarhávaðinn hafði áhrif á íbúa í nágrenninu.
5255:炸	炸	炸	eksplodirati; pući	Petarda je iznenada eksplodirala i svi su se uplašili.	eksplodirati; počiti	Petarda je nenadoma počila in vsi so se prestrašili.	sprogti; susprogdinti	Fejerverkas staiga sprogo ir visi išsigando.	eksplodēt; sprāgt	Petarde pēkšņi eksplodēja, un visi sabijās.	plahvatama; lõhkema	Ilutulestikupauk lõhkes äkki ja kõik ehmusid.	springa; sprengjast	Flugeldurinn sprakk skyndilega og allir hrukku við.
5256:粘	粘	粘	zalepiti; lepiti	Lepak je zalepio papire jedan za drugi.	prilepiti; lepiti	Lepilo je zlepilo papirje skupaj.	priklijuoti; lipti	Klijai sulipdė popierius.	pielīmēt; līmēt	Līme salīmēja papīrus kopā.	kleepima; külge jääma	Liim kleepis paberid kokku.	líma; festast	Límið límdi pappírana saman.
5259:占比	占比	占比	udeo; procenat	Udeo onlajn prodaje već je prešao polovinu.	delež	Delež spletne prodaje je že presegel polovico.	dalis; procentinė dalis	Internetinių pardavimų dalis jau viršijo pusę.	īpatsvars; daļa	Tiešsaistes pārdošanas īpatsvars jau pārsniedz pusi.	osakaal	Veebimüügi osakaal on juba üle poole.	hlutfall	Hlutfall netverslunar er þegar komið yfir helming.
5262:战胜	战胜	战胜	pobediti; savladati	Oni su na kraju savladali sve teškoće.	premagati	Na koncu so premagali vse težave.	įveikti; nugalėti	Jie galiausiai įveikė visus sunkumus.	uzvarēt; pārvarēt	Viņi beidzot pārvarēja visas grūtības.	võitma; ületama	Nad ületasid lõpuks kõik raskused.	sigra; sigrast á	Þau sigruðust loksins á öllum erfiðleikunum.
5263:占有	占有	占有	zauzimati; posedovati	Ova kompanija zauzima veliki deo tržišta.	zavzemati; imeti v lasti	To podjetje zavzema velik tržni delež.	užimti; turėti	Ši įmonė užima didelę rinkos dalį.	aizņemt; piederēt	Šis uzņēmums aizņem lielu tirgus daļu.	omama; hõivama	See ettevõte omab suurt turuosa.	eiga; hafa yfir að ráða	Þetta fyrirtæki hefur yfir stórum markaðshlut að ráða.
5265:章	章	章	poglavlje	Molim vas, pročitajte sadržaj trećeg poglavlja.	poglavje	Prosimo, preberite vsebino tretjega poglavja.	skyrius	Prašome perskaityti trečio skyriaus turinį.	nodaļa	Lūdzu, izlasiet trešās nodaļas saturu.	peatükk	Palun lugege kolmanda peatüki sisu.	kafli	Vinsamlegast lesið efni þriðja kafla.
5268:账单	账单	账单	račun	Konobar je stavio račun na sto.	račun	Natakar je položil račun na mizo.	sąskaita	Padavėjas padėjo sąskaitą ant stalo.	rēķins	Viesmīlis nolika rēķinu uz galda.	arve	Teenindaja pani arve lauale.	reikningur	Þjónninn lagði reikninginn á borðið.
5269:招	招	招	zaposliti; regrutovati	Kompanija zapošljava nove radnike.	zaposlovati; iskati	Podjetje zaposluje nove delavce.	samdyti; ieškoti darbuotojų	Įmonė samdo naujus darbuotojus.	pieņemt darbā; meklēt	Uzņēmums pieņem darbā jaunus darbiniekus.	tööle võtma; värbama	Ettevõte värbab uusi töötajaid.	ráða; auglýsa eftir	Fyrirtækið er að ráða nýja starfsmenn.
