hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
670:红绿灯	红绿灯	红绿灯	信号機	道を渡る時は信号機を見てください。	신호등	길을 건널 때 신호등을 보세요.	đèn giao thông	Khi qua đường phải nhìn đèn giao thông.	ไฟจราจร	เวลาข้ามถนนต้องดูไฟจราจร	lampu isyarat	Lihat lampu isyarat semasa melintas jalan.	lampu lalu lintas	Lihat lampu lalu lintas saat menyeberang jalan.
672:后年	后年	后年	再来年	再来年、私は中国へ勉強に行きたいです。	내후년	저는 내후년에 중국에 가서 공부하고 싶어요.	năm kia	Năm kia tôi muốn đi Trung Quốc học.	ปีมะรืน	ปีมะรืนฉันอยากไปเรียนที่จีน	tahun selepas tahun depan	Saya mahu pergi belajar di China pada tahun selepas tahun depan.	tahun setelah tahun depan	Tahun setelah tahun depan saya ingin pergi belajar ke China.
673:后天	后天	后天	あさって	あさって私たちは試験があります。	모레	모레 우리는 시험이 있어요.	ngày kia	Ngày kia chúng tôi có bài kiểm tra.	มะรืนนี้	มะรืนนี้พวกเรามีสอบ	lusa	Lusa kami ada peperiksaan.	lusa	Lusa kami ada ujian.
675:花园	花园	花园	庭; ガーデン	庭にはたくさんの花があります。	정원	정원에 꽃이 많이 있어요.	vườn	Trong vườn có rất nhiều hoa.	สวนดอกไม้; สวน	ในสวนมีดอกไม้มากมาย	taman bunga; taman	Di taman ada banyak bunga.	taman	Di taman ada banyak bunga.
676:画家	画家	画家	画家; 絵描き	この画家はとても有名です。	화가	이 화가는 아주 유명해요.	họa sĩ	Họa sĩ này rất nổi tiếng.	จิตรกร	จิตรกรคนนี้มีชื่อเสียงมาก	pelukis	Pelukis ini sangat terkenal.	pelukis	Pelukis ini sangat terkenal.
681:黄色	黄色	黄色	黄色; 黄色い色	私は黄色い上着を買いました。	노란색	저는 노란색 윗옷을 샀어요.	màu vàng	Tôi mua một chiếc áo màu vàng.	สีเหลือง	ฉันซื้อเสื้อตัวบนสีเหลือง	warna kuning	Saya membeli sehelai baju atas berwarna kuning.	warna kuning	Saya membeli atasan berwarna kuning.
685:或	或	或	または; あるいは	車で行っても、歩いて行ってもいいです。	또는; 혹은	차를 타거나 걸어서 갈 수 있어요.	hoặc	Bạn có thể đi bằng xe hoặc đi bộ.	หรือ	คุณจะนั่งรถหรือเดินไปก็ได้	atau	Kamu boleh pergi dengan kereta atau berjalan kaki.	atau	Kamu bisa pergi dengan mobil atau berjalan kaki.
687:鸡	鸡	鸡	鶏; ニワトリ	祖母の家では鶏を何羽か飼っています。	닭	할머니 댁에서는 닭 몇 마리를 키워요.	gà	Nhà bà nuôi vài con gà.	ไก่	บ้านคุณยายเลี้ยงไก่ไว้หลายตัว	ayam	Keluarga nenek memelihara beberapa ekor ayam.	ayam	Keluarga nenek memelihara beberapa ekor ayam.
691:急	急	急	焦る; 急な	焦らないでください。車はまだ来ていません。	급하다; 초조하다	조급해하지 마세요. 차가 아직 오지 않았어요.	vội; lo lắng	Đừng vội, xe vẫn chưa đến.	รีบ; กังวล	อย่ารีบ รถยังไม่มา	tergesa-gesa; cemas	Jangan cemas, kereta belum sampai.	tergesa-gesa; cemas	Jangan cemas, mobil belum datang.
692:记	记	记	覚える; 書き留める	私の電話番号を書き留めてください。	기억하다; 적다	제 전화번호를 적어 주세요.	ghi nhớ; ghi lại	Xin hãy ghi lại số điện thoại của tôi.	จำ; จด	กรุณาจดเบอร์โทรศัพท์ของฉัน	ingat; catat	Sila catat nombor telefon saya.	mengingat; mencatat	Tolong catat nomor telepon saya.
693:季	季	季	季節; シーズン	一年には四つの季節があります。	계절	일 년에는 사계절이 있어요.	mùa	Một năm có bốn mùa.	ฤดู	หนึ่งปีมีสี่ฤดู	musim	Setahun ada empat musim.	musim	Setahun ada empat musim.
695:加	加	加	加える; 足す	水を少し足してください。	더하다; 넣다	물 좀 더 넣어 주세요.	thêm; cộng	Xin thêm cho tôi một ít nước.	เติม; เพิ่ม	กรุณาเติมน้ำให้ฉันนิดหน่อย	tambah	Tolong tambah sedikit air untuk saya.	menambah	Tolong tambahkan sedikit air untuk saya.
696:假期	假期	假期	休暇; 休み	休暇中、私は休みたいです。	휴가; 방학	휴가 동안 저는 쉬고 싶어요.	kỳ nghỉ; ngày nghỉ	Trong kỳ nghỉ tôi muốn nghỉ ngơi.	วันหยุด; ช่วงปิดเทอม	ช่วงวันหยุดฉันอยากพักผ่อน	cuti; percutian	Saya mahu berehat semasa cuti.	liburan; masa libur	Saya ingin beristirahat selama liburan.
700:检票	检票	检票	改札する; 切符を確認する	駅に入る前に切符を確認します。	표를 검사하다	역에 들어가기 전에 표를 검사해야 해요.	kiểm vé	Trước khi vào ga phải kiểm vé.	ตรวจตั๋ว	ก่อนเข้าสถานีต้องตรวจตั๋ว	memeriksa tiket	Tiket perlu diperiksa sebelum masuk ke stesen.	memeriksa tiket	Sebelum masuk stasiun harus memeriksa tiket.
707:街	街	街	通り; 町の道	この通りはとてもにぎやかです。	거리	이 거리는 아주 활기차요.	phố; đường	Con phố này rất nhộn nhịp.	ถนน; ย่านถนน	ถนนสายนี้คึกคักมาก	jalan; kawasan jalan	Jalan ini sangat meriah.	jalan; kawasan jalan	Jalan ini sangat ramai.
714:姐妹	姐妹	姐妹	姉妹	彼女たちは姉妹です。	자매	그들은 자매예요.	chị em gái	Họ là chị em gái.	พี่น้องผู้หญิง	พวกเธอเป็นพี่น้องผู้หญิง	adik-beradik perempuan	Mereka ialah adik-beradik perempuan.	saudara perempuan	Mereka adalah saudara perempuan.
716:斤	斤	斤	斤; 約五百グラムの単位	りんごを約1キロ買いました。	근; 반 킬로 단위	사과를 약 1킬로그램 샀어요.	cân; đơn vị nửa ký	Tôi mua khoảng một ký táo.	จิน; หน่วยครึ่งกิโล	ฉันซื้อแอปเปิลประมาณหนึ่งกิโลกรัม	jin; unit setengah kilogram	Saya membeli kira-kira satu kilogram epal.	jin; satuan setengah kilogram	Saya membeli sekitar satu kilogram apel.
720:酒	酒	酒	酒類; アルコール	父は夜にお酒を飲みません。	술; 알코올	아버지는 밤에 술을 마시지 않아요.	rượu; đồ uống có cồn	Bố tôi buổi tối không uống rượu.	เหล้า; แอลกอฮอล์	พ่อไม่ดื่มเหล้าตอนกลางคืน	arak; alkohol	Ayah tidak minum alkohol pada waktu malam.	alkohol; minuman keras	Ayah tidak minum alkohol pada malam hari.
722:句	句	句	文; 句の助数詞	もう一文言ってください。	문장; 말의 단위	한 문장 더 말해 주세요.	câu; lượng từ cho câu	Xin hãy nói thêm một câu nữa.	ประโยค; ลักษณนามของประโยค	กรุณาพูดอีกหนึ่งประโยค	ayat; penjodoh bilangan ayat	Sila sebut satu ayat lagi.	kalimat; kata bantu bilangan kalimat	Tolong ucapkan satu kalimat lagi.
725:卡	卡	卡	カード	私のカードはかばんの中にあります。	카드	제 카드는 가방 안에 있어요.	thẻ	Thẻ của tôi ở trong túi.	บัตร; การ์ด	บัตรของฉันอยู่ในกระเป๋า	kad	Kad saya berada di dalam beg.	kartu	Kartu saya ada di dalam tas.
726:开花	开花	开花	花が咲く	春には木々がみな花を咲かせます。	꽃이 피다	봄에는 나무들이 모두 꽃을 피워요.	nở hoa	Mùa xuân cây cối đều nở hoa.	ออกดอก; บาน	ฤดูใบไม้ผลิต้นไม้ทั้งหมดออกดอก	berbunga	Pada musim bunga, semua pokok berbunga.	berbunga	Pada musim semi semua pohon berbunga.
727:开会	开会	开会	会議をする	私は午後三時に会議があります。	회의하다	저는 오후 세 시에 회의가 있어요.	họp	Chiều nay ba giờ tôi có cuộc họp.	ประชุม	ฉันมีประชุมตอนบ่ายสามโมง	bermesyuarat	Saya ada mesyuarat pada pukul tiga petang.	rapat; mengadakan rapat	Saya ada rapat pukul tiga sore.
728:开机	开机	开机	起動する; 電源を入れる	コンピューターの起動がとても遅いです。	전원을 켜다; 부팅하다	컴퓨터가 켜지는 속도가 아주 느려요.	bật máy; khởi động	Máy tính khởi động rất chậm.	เปิดเครื่อง	คอมพิวเตอร์เปิดเครื่องช้ามาก	menghidupkan; mula beroperasi	Komputer itu hidup dengan sangat perlahan.	menyalakan; mulai menyala	Komputer menyala sangat lambat.
730:看来	看来	看来	どうやら; 見たところ	どうやら今日は雨が降りそうです。	보아하니; 아무래도	보아하니 오늘 비가 올 것 같아요.	có vẻ; xem ra	Có vẻ hôm nay trời sẽ mưa.	ดูเหมือนว่า	ดูเหมือนว่าวันนี้ฝนจะตก	nampaknya	Nampaknya hari ini akan hujan.	sepertinya	Sepertinya hari ini akan hujan.
731:可	可	可	本当に; とても	彼は本当にうれしそうです。	정말; 매우	그는 정말 기뻐해요.	thật; rất	Anh ấy thật sự rất vui.	จริง ๆ; มาก	เขาดีใจมากจริง ๆ	sungguh; sangat	Dia sungguh gembira.	sungguh; sangat	Dia sungguh senang.
736:课本	课本	课本	教科書	教科書を開いてください。	교과서	교과서를 펴 주세요.	sách giáo khoa	Xin hãy mở sách giáo khoa.	หนังสือเรียน	กรุณาเปิดหนังสือเรียน	buku teks	Sila buka buku teks.	buku pelajaran	Tolong buka buku pelajaran.
738:课文	课文	课文	本文; レッスン本文	この本文は難しくありません。	본문; 과문	이 본문은 어렵지 않아요.	bài khóa; văn bản bài học	Bài khóa này không khó.	บทเรียน; เนื้อหาในบทเรียน	บทเรียนนี้ไม่ยาก	teks pelajaran	Teks pelajaran ini tidak susah.	teks pelajaran	Teks pelajaran ini tidak sulit.
746:老人	老人	老人	高齢者; お年寄り	このお年寄りは助けを必要としています。	노인; 어르신	이 어르신은 도움이 필요해요.	người già; người cao tuổi	Người cao tuổi này cần giúp đỡ.	ผู้สูงอายุ; คนแก่	ผู้สูงอายุคนนี้ต้องการความช่วยเหลือ	orang tua; warga emas	Warga emas ini memerlukan bantuan.	orang tua; lansia	Orang tua ini membutuhkan bantuan.
751:练	练	练	練習する	私は毎日中国語を練習します。	연습하다	저는 매일 중국어를 연습해요.	luyện tập; tập	Tôi luyện tiếng Trung mỗi ngày.	ฝึก	ฉันฝึกภาษาจีนทุกวัน	berlatih	Saya berlatih bahasa Cina setiap hari.	berlatih	Saya berlatih bahasa Mandarin setiap hari.
755:聊	聊	聊	話す; おしゃべりする	あなたと少し話したいです。	이야기하다; 수다 떨다	저는 당신과 잠깐 이야기하고 싶어요.	trò chuyện	Tôi muốn trò chuyện với bạn.	คุย; พูดคุย	ฉันอยากคุยกับคุณสักหน่อย	berbual	Saya mahu berbual dengan kamu.	mengobrol	Saya ingin mengobrol denganmu.
756:聊天儿	聊天儿	聊天儿	おしゃべりする; 雑談する	夜、私たちは一緒におしゃべりします。	수다 떨다; 이야기하다	우리는 저녁에 함께 수다를 떨어요.	trò chuyện	Buổi tối chúng tôi trò chuyện cùng nhau.	คุยเล่น; พูดคุย	ตอนเย็นพวกเราคุยเล่นกัน	berbual	Pada waktu malam kami berbual bersama-sama.	mengobrol	Pada malam hari kami mengobrol bersama.
760:留学生	留学生	留学生	外国人留学生; 留学中の学生	彼は日本から来た留学生です。	유학생	그는 일본에서 온 유학생이에요.	du học sinh; sinh viên quốc tế	Anh ấy là du học sinh đến từ Nhật Bản.	นักเรียนต่างชาติ; นักศึกษาต่างชาติ	เขาเป็นนักเรียนต่างชาติจากญี่ปุ่น	pelajar antarabangsa	Dia ialah pelajar antarabangsa dari Jepun.	mahasiswa internasional; pelajar asing	Dia adalah mahasiswa internasional dari Jepang.
761:楼梯	楼梯	楼梯	階段	階段を使って上がってください。	계단	계단으로 올라가 주세요.	cầu thang	Xin hãy đi cầu thang lên.	บันได	กรุณาขึ้นไปทางบันได	tangga	Sila naik menggunakan tangga.	tangga	Tolong naik lewat tangga.
762:路边	路边	路边	道端; 路肩	彼は車を道端に止めました。	길가; 도로변	그는 차를 길가에 세웠어요.	bên đường; lề đường	Anh ấy đỗ xe bên đường.	ริมถนน	เขาจอดรถไว้ริมถนน	tepi jalan	Dia meletakkan kereta di tepi jalan.	pinggir jalan	Dia memarkir mobil di pinggir jalan.
763:路口	路口	路口	交差点; 道の角	私は交差点であなたを待っています。	교차로; 길목	저는 교차로에서 당신을 기다려요.	ngã tư; giao lộ	Tôi đợi bạn ở giao lộ.	ทางแยก; สี่แยก	ฉันรอคุณที่ทางแยก	persimpangan jalan	Saya menunggu kamu di persimpangan jalan.	persimpangan jalan	Saya menunggu kamu di persimpangan jalan.
765:马路	马路	马路	道路; 車道	道路を渡る時は気をつけてください。	도로; 길	길을 건널 때 조심하세요.	đường; lòng đường	Hãy cẩn thận khi qua đường.	ถนน	เวลาข้ามถนนต้องระวัง	jalan raya	Berhati-hati semasa melintas jalan raya.	jalan raya	Hati-hati saat menyeberang jalan raya.
770:面前	面前	面前	目の前; 前方	先生は学生たちの前に立っています。	앞; 눈앞	선생님은 학생들 앞에 서 계세요.	trước mặt	Thầy giáo đứng trước mặt học sinh.	ตรงหน้า; ข้างหน้า	ครูยืนอยู่ตรงหน้านักเรียน	di hadapan	Guru berdiri di hadapan pelajar.	di depan	Guru berdiri di depan para siswa.
772:名单	名单	名单	名簿; 名前リスト	名前を名簿に書いてください。	명단; 이름 목록	이름을 명단에 적어 주세요.	danh sách tên	Xin hãy viết tên bạn vào danh sách.	รายชื่อ	กรุณาเขียนชื่อของคุณลงในรายชื่อ	senarai nama	Sila tulis nama kamu dalam senarai nama.	daftar nama	Tolong tulis namamu di daftar nama.
773:名人	名人	名人	有名人; 著名な人	この町には有名人がたくさんいます。	유명인; 명사	이 도시에는 유명인이 많아요.	người nổi tiếng	Thành phố này có nhiều người nổi tiếng.	คนดัง; บุคคลมีชื่อเสียง	เมืองนี้มีคนดังมากมาย	orang terkenal; selebriti	Bandar ini mempunyai ramai orang terkenal.	orang terkenal; selebritas	Kota ini memiliki banyak orang terkenal.
776:南方	南方	南方	南部; 南の地方	南部の冬はあまり寒くありません。	남쪽; 남부 지방	남쪽의 겨울은 그다지 춥지 않아요.	miền nam; phía nam	Mùa đông ở miền nam không quá lạnh.	ภาคใต้; ทางใต้	ฤดูหนาวทางใต้ไม่ค่อยหนาว	selatan; kawasan selatan	Musim sejuk di selatan tidak begitu sejuk.	selatan; wilayah selatan	Musim dingin di selatan tidak terlalu dingin.
778:难看	难看	难看	見苦しい; かっこ悪い	この服は少し見た目がよくありません。	보기 싫다; 못생기다	이 옷은 조금 보기 안 좋아요.	xấu; khó coi	Bộ quần áo này hơi xấu.	ดูไม่สวย; ไม่น่าดู	เสื้อตัวนี้ดูไม่ค่อยสวย	hodoh; tidak sedap dipandang	Pakaian ini agak tidak sedap dipandang.	jelek; tidak enak dilihat	Pakaian ini agak jelek.
780:男生	男生	男生	男子学生; 男の子	あの男の子はバスケットボールをしています。	남학생; 남자아이	그 남학생은 농구를 하고 있어요.	nam sinh; con trai	Bạn nam đó đang chơi bóng rổ.	นักเรียนชาย; เด็กผู้ชาย	นักเรียนชายคนนั้นกำลังเล่นบาสเกตบอล	pelajar lelaki; budak lelaki	Pelajar lelaki itu sedang bermain bola keranjang.	siswa laki-laki; anak laki-laki	Siswa laki-laki itu sedang bermain basket.
781:难题	难题	难题	難問; 難しい問題	私はこの難問を解けません。	어려운 문제; 난제	저는 이 어려운 문제를 풀 수 없어요.	bài khó; vấn đề khó	Tôi không làm được bài khó này.	ปัญหายาก; โจทย์ยาก	ฉันทำโจทย์ยากข้อนี้ไม่ได้	masalah sukar	Saya tidak dapat menyelesaikan masalah sukar ini.	masalah sulit	Saya tidak bisa menyelesaikan masalah sulit ini.
782:难听	难听	难听	聞き苦しい; 耳障りな	この音は聞き苦しいです。	듣기 싫다; 거슬리다	이 소리는 듣기 싫어요.	khó nghe; chói tai	Âm thanh này khó nghe.	ฟังไม่เพราะ; ระคายหู	เสียงนี้ฟังไม่เพราะ	tidak sedap didengar	Bunyi ini tidak sedap didengar.	tidak enak didengar	Suara ini tidak enak didengar.
785:牛	牛	牛	ウシ; 牛の動物	この牛はとても大きいです。	소; 황소	이 소는 아주 커요.	bò; trâu bò	Con bò này rất to.	วัว	วัวตัวนี้ใหญ่มาก	lembu	Lembu ini sangat besar.	sapi	Sapi ini sangat besar.
788:女生	女生	女生	女子学生; 女の子	この女の子は歌がとても上手です。	여학생; 여자아이	이 여학생은 노래를 아주 잘해요.	nữ sinh; cô gái	Bạn nữ này hát rất hay.	นักเรียนหญิง; เด็กผู้หญิง	นักเรียนหญิงคนนี้ร้องเพลงเพราะมาก	pelajar perempuan; budak perempuan	Pelajar perempuan ini menyanyi dengan sangat merdu.	siswi; anak perempuan	Siswi ini bernyanyi sangat bagus.
789:爬	爬	爬	登る; 這う	子どもが階段を登っています。	오르다; 기어가다	아이가 계단을 오르고 있어요.	leo; bò	Đứa trẻ đang leo cầu thang.	ปีน; คลาน	เด็กกำลังปีนบันได	memanjat; merangkak	Kanak-kanak itu sedang memanjat tangga.	memanjat; merangkak	Anak itu sedang menaiki tangga.
790:怕	怕	怕	怖がる; 恐れる	私は暗いところが怖いです。	무서워하다; 두려워하다	저는 어둠을 무서워해요.	sợ	Tôi sợ bóng tối.	กลัว	ฉันกลัวความมืด	takut	Saya takut akan gelap.	takut	Saya takut gelap.
791:拍照	拍照	拍照	写真を撮る	彼らは公園で写真を撮っています。	사진을 찍다	그들은 공원에서 사진을 찍고 있어요.	chụp ảnh	Họ đang chụp ảnh trong công viên.	ถ่ายรูป	พวกเขากำลังถ่ายรูปในสวนสาธารณะ	mengambil gambar	Mereka sedang mengambil gambar di taman.	mengambil foto; memotret	Mereka sedang mengambil foto di taman.
801:起	起	起	起きる; 立つ	少し早く起きてください。	일어나다; 일어서다	조금 더 일찍 일어나 주세요.	dậy; đứng lên	Xin hãy dậy sớm hơn một chút.	ลุกขึ้น; ตื่น	กรุณาตื่นให้เร็วขึ้นหน่อย	bangun; berdiri	Sila bangun sedikit lebih awal.	bangun; berdiri	Tolong bangun sedikit lebih awal.
803:汽车	汽车	汽车	自動車; 車	この車はとても新しいです。	자동차; 차	이 자동차는 아주 새것이에요.	ô tô; xe hơi	Chiếc ô tô này rất mới.	รถยนต์	รถคันนี้ใหม่มาก	kereta; automobil	Kereta ini sangat baharu.	mobil; otomobil	Mobil ini sangat baru.
804:铅笔	铅笔	铅笔	鉛筆	私は鉛筆で字を書きます。	연필	저는 연필로 글씨를 써요.	bút chì	Tôi viết chữ bằng bút chì.	ดินสอ	ฉันเขียนด้วยดินสอ	pensel	Saya menulis dengan pensel.	pensil	Saya menulis dengan pensil.
805:前年	前年	前年	一昨年	一昨年、私は広州へ行きました。	재작년	저는 재작년에 광저우에 갔어요.	năm kia; năm trước năm ngoái	Năm kia tôi đã đi Quảng Châu.	เมื่อสองปีก่อน	เมื่อสองปีก่อนฉันเคยไปกวางโจว	tahun sebelum tahun lepas	Saya pergi ke Guangzhou pada tahun sebelum tahun lepas.	dua tahun lalu	Dua tahun lalu saya pernah pergi ke Guangzhou.
806:前天	前天	前天	おととい	おととい彼に会いました。	그저께	저는 그저께 그를 만났어요.	hôm kia	Hôm kia tôi đã gặp anh ấy.	เมื่อวานซืน	เมื่อวานซืนฉันเจอเขา	kelmarin dulu	Saya bertemu dengannya kelmarin dulu.	kemarin lusa	Saya bertemu dia kemarin lusa.
809:请客	请客	请客	おごる; もてなす	今日は私がおごります。	한턱내다; 대접하다	오늘은 제가 한턱낼게요.	chiêu đãi; mời	 Hôm nay tôi mời.	เลี้ยง; เป็นเจ้ามือ	วันนี้ฉันเลี้ยงเอง	belanja; menjamu	Hari ini saya belanja.	mentraktir; menjamu	Hari ini saya yang mentraktir.
810:秋天	秋天	秋天	秋; 秋の季節	秋の天気は気持ちがいいです。	가을	가을 날씨는 아주 쾌적해요.	mùa thu	Thời tiết mùa thu rất dễ chịu.	ฤดูใบไม้ร่วง	อากาศในฤดูใบไม้ร่วงสบายมาก	musim luruh	Cuaca pada musim luruh sangat selesa.	musim gugur	Cuaca pada musim gugur sangat nyaman.
811:球场	球场	球场	球技場; スポーツコート	運動場には学生がたくさんいます。	운동장; 경기장	운동장에는 학생이 많아요.	sân bóng; sân thể thao	Trên sân bóng có nhiều học sinh.	สนามกีฬา; สนามบอล	ในสนามกีฬามีนักเรียนหลายคน	padang sukan; gelanggang	Banyak pelajar berada di padang sukan.	lapangan olahraga; lapangan bola	Di lapangan olahraga ada banyak siswa.
815:认得	认得	认得	見分けられる; 知っている	私はこの先生を知っています。	알아보다; 안면이 있다	저는 이 선생님을 알아봐요.	nhận ra; biết mặt	Tôi nhận ra thầy giáo này.	จำได้; รู้จัก	ฉันจำครูคนนี้ได้	mengenali	Saya mengenali guru ini.	mengenali; mengenal	Saya mengenal guru ini.
821:扫	扫	扫	掃く	床をきれいに掃いてください。	쓸다	바닥을 깨끗이 쓸어 주세요.	quét	Xin hãy quét sàn cho sạch.	กวาด	กรุณากวาดพื้นให้สะอาด	menyapu	Sila sapu lantai hingga bersih.	menyapu	Tolong sapu lantai sampai bersih.
823:山	山	山	山岳; 山	この山はとても高いです。	산	이 산은 아주 높아요.	núi	Ngọn núi này rất cao.	ภูเขา	ภูเขาลูกนี้สูงมาก	gunung	Gunung ini sangat tinggi.	gunung	Gunung ini sangat tinggi.
824:上衣	上衣	上衣	上着; トップス	この上着は新しいです。	상의; 윗옷	이 윗옷은 새것이에요.	áo trên; áo khoác	Chiếc áo này là mới.	เสื้อตัวบน; เสื้อ	เสื้อตัวนี้เป็นของใหม่	baju atas; pakaian atas	Baju atas ini baharu.	atasan; baju bagian atas	Atasan ini baru.
826:身边	身边	身边	身の回り; そば	私の周りには友だちがたくさんいます。	곁; 주변	제 주변에는 친구가 많아요.	bên cạnh; xung quanh	Tôi có nhiều bạn bè xung quanh.	ข้างกาย; รอบตัว	รอบตัวฉันมีเพื่อนมากมาย	di sisi; di sekitar	Saya mempunyai ramai kawan di sekitar saya.	di sekitar; di sisi	Di sekitar saya ada banyak teman.
827:身高	身高	身高	身長	彼の身長は一メートル八十です。	키; 신장	그의 키는 1미터 80이에요.	chiều cao	Chiều cao của anh ấy là một mét tám.	ส่วนสูง	ส่วนสูงของเขาคือหนึ่งเมตรแปด	panjang badan; ketinggian	Tinggi badannya satu meter lapan puluh.	tinggi badan	Tinggi badannya satu meter delapan puluh.
828:声	声	声	音; 声の回数	電話のベルが一回鳴るのを聞きました。	소리; 번	전화벨 소리를 한 번 들었어요.	tiếng; âm thanh	Tôi nghe thấy một tiếng chuông điện thoại.	เสียง; ครั้ง	ฉันได้ยินเสียงโทรศัพท์ดังหนึ่งครั้ง	bunyi; suara	Saya terdengar bunyi telefon berdering sekali.	suara; bunyi	Saya mendengar satu bunyi dering telepon.
832:市	市	市	市区; 自治市	彼は北京市に住んでいます。	시; 도시	그는 베이징시에 살아요.	thành phố; thị	Tôi sống ở thành phố Bắc Kinh.	เมือง; เทศบาล	เขาอาศัยอยู่ในนครปักกิ่ง	bandar; perbandaran	Dia tinggal di Perbandaran Beijing.	kota; munisipalitas	Dia tinggal di Kota Beijing.
834:室	室	室	部屋; 室内	先生は事務室にいます。	실; 방	선생님은 사무실에 계세요.	phòng	Thầy giáo ở trong văn phòng.	ห้อง	ครูอยู่ในห้องทำงาน	bilik; ruang	Guru berada di pejabat.	ruang; kamar	Guru berada di kantor.
837:收到	收到	收到	受け取る; 届く	あなたのメールを受け取りました。	받다; 수신하다	저는 당신의 이메일을 받았어요.	nhận được	Tôi đã nhận được email của bạn.	ได้รับ	ฉันได้รับอีเมลของคุณแล้ว	menerima	Saya telah menerima e-mel kamu.	menerima	Saya sudah menerima email kamu.
838:受	受	受	受ける; 負う	彼は少しけがをしました。	입다; 받다	그는 조금 다쳤어요.	bị; chịu	Anh ấy bị thương nhẹ.	ได้รับ; บาดเจ็บ	เขาได้รับบาดเจ็บเล็กน้อย	mengalami; menerima	Dia mengalami sedikit kecederaan.	mengalami; menerima	Dia mengalami sedikit cedera.
844:刷	刷	刷	磨く; ブラシをかける	彼は朝、歯を磨きます。	닦다; 솔질하다	그는 아침에 이를 닦아요.	chải; đánh	Anh ấy đánh răng vào buổi sáng.	แปรง	เขาแปรงฟันตอนเช้า	memberus; menggosok	Dia memberus gigi pada waktu pagi.	menyikat; menggosok	Dia menyikat gigi pada pagi hari.
848:四季	四季	四季	四つの季節; 四季	ここは四季がどれも美しいです。	사계절	이곳은 사계절이 모두 아름다워요.	bốn mùa	Ở đây bốn mùa đều đẹp.	สี่ฤดู	ที่นี่สวยทุกฤดู	empat musim	Empat musim di sini semuanya indah.	empat musim	Empat musim di sini semuanya indah.
854:体育馆	体育馆	体育馆	体育館; スポーツホール	試合は体育館で行われます。	체육관; 스포츠홀	경기는 체육관에서 열려요.	nhà thi đấu; phòng thể thao	Trận đấu được tổ chức ở nhà thi đấu.	โรงยิม; สนามกีฬาในร่ม	การแข่งขันจัดขึ้นที่โรงยิม	gimnasium; dewan sukan	Perlawanan diadakan di gimnasium.	gedung olahraga; aula olahraga	Pertandingan diadakan di gedung olahraga.
856:跳	跳	跳	跳ぶ; はねる	彼はとても高く跳びます。	뛰다; 점프하다	그는 아주 높이 뛰어요.	nhảy	Anh ấy nhảy rất cao.	กระโดด	เขากระโดดได้สูงมาก	melompat	Dia melompat sangat tinggi.	melompat	Dia melompat sangat tinggi.
857:听说	听说	听说	聞いたところ; 聞く	彼は明日戻ると聞きました。	듣자 하니; 들었다	그가 내일 돌아온다고 들었어요.	nghe nói; nghe kể	Tôi nghe nói anh ấy ngày mai quay lại.	ได้ยินว่า; ฟังว่า	ฉันได้ยินว่าเขาจะกลับมาพรุ่งนี้	dengar kata; mendengar	Saya dengar dia akan kembali esok.	dengar-dengar; mendengar	Saya dengar dia akan kembali besok.
865:外地	外地	外地	よその土地; 他地域	彼は地方から北京へ働きに来ました。	외지; 타지	그는 외지에서 베이징으로 일하러 왔어요.	nơi khác; ngoài thành phố	Anh ấy từ nơi khác đến Bắc Kinh làm việc.	ต่างถิ่น; นอกเมือง	เขามาจากต่างถิ่นเพื่อทำงานที่ปักกิ่ง	tempat lain; luar bandar	Dia datang dari tempat lain ke Beijing untuk bekerja.	luar kota; daerah lain	Dia datang dari luar kota untuk bekerja di Beijing.
866:外卖	外卖	外卖	デリバリー; 持ち帰り料理	今日の昼、私はデリバリーを注文しました。	배달 음식; 포장 음식	오늘 점심에 저는 배달 음식을 주문했어요.	đồ ăn giao tận nơi; đồ mang đi	Trưa nay tôi đặt đồ ăn giao tận nơi.	อาหารเดลิเวอรี; อาหารสั่งกลับ	วันนี้ตอนเที่ยงฉันสั่งอาหารเดลิเวอรี	makanan penghantaran; bawa pulang	Tengah hari ini saya memesan makanan penghantaran.	makanan pesan antar; bawa pulang	Siang ini saya memesan makanan pesan antar.
867:外语	外语	外语	外国語	彼女は二つの外国語を話せます。	외국어	그녀는 외국어 두 가지를 할 수 있어요.	ngoại ngữ	Cô ấy nói được hai ngoại ngữ.	ภาษาต่างประเทศ	เธอพูดภาษาต่างประเทศได้สองภาษา	bahasa asing	Dia boleh bercakap dua bahasa asing.	bahasa asing	Dia bisa berbicara dua bahasa asing.
870:晚点	晚点	晚点	遅れる; 延着する	列車は十分遅れました。	늦다; 지연되다	기차가 십 분 지연됐어요.	trễ; bị chậm	Tàu bị trễ mười phút.	ล่าช้า; มาสาย	รถไฟล่าช้าสิบนาที	lewat; tertunda	Kereta api lewat sepuluh minit.	terlambat; tertunda	Kereta terlambat sepuluh menit.
