source_headword	TE	example_TE
horizon	హోరైజన్ / దిగంతం	సూర్యుడు దిగంతం కింద మాయమయ్యాడు.
horn	హారన్ / కొమ్ము	కారు హారన్ అందరినీ నిద్రలేపింది.
hostage	బందీ	ఆ బందీ ఇంటికి తిరిగి వచ్చాడు.
hostile	శత్రుత్వం గల	గుంపు శత్రుత్వంగా మారింది.
hostility	శత్రుత్వం	బహిరంగ శత్రుత్వం చర్చలను ముగించింది.
humanitarian	మానవతా	ఆ మానవతా మిషన్ ఆహారాన్ని అందించింది.
humanity	మానవత్వం / మానవజాతి	మానవజాతి భాగస్వామ్య సవాళ్లను ఎదుర్కొంటోంది.
humble	వినయపూర్వకమైన / నిరాడంబరమైన	విజయం సాధించిన తర్వాత కూడా ఆమె వినయంగానే ఉంది.
hydrogen	హైడ్రోజన్	హైడ్రోజన్ చాలా సులభంగా మండుతుంది.
identification	గుర్తింపు	ప్రవేశద్వారం వద్ద గుర్తింపు అవసరం.
ideological	సిద్ధాంతపరమైన	ఈ వివాదానికి సిద్ధాంతపరమైన మూలాలు ఉన్నాయి.
ideology	భావజాలం / సిద్ధాంతం	అతని భావజాలం ప్రతి ప్రసంగాన్ని రూపొందించింది.
idiot	మూర్ఖుడు	ఎవరినీ మూర్ఖుడు అని పిలవకండి.
ignorance	అజ్ఞానం	అజ్ఞానం భయాన్ని వ్యాపింపజేస్తుంది.
imagery	కల్పన / చిత్రణ	ఈ పద్యం స్పష్టమైన చిత్రణను ఉపయోగిస్తుంది.
immense	అపారమైన	ఆ ప్రాజెక్ట్‌కు అపారమైన కృషి అవసరం.
imminent	ఆసన్నమైన	తుఫాను ఆసన్నమైనట్లు అనిపించింది.
implementation	అమలు	చట్టం అమలు నెమ్మదిగా జరిగింది.
imprison	జైలులో పెట్టు	ప్రభుత్వం విమర్శకులను జైలులో పెట్టడానికి ప్రయత్నించింది.
imprisonment	జైలు శిక్ష	అతని జైలు శిక్ష ఐదేళ్లపాటు కొనసాగింది.
inability	అసమర్థత	ఆమె దృష్టి పెట్టలేకపోవడం ఉపాధ్యాయులను కలవరపెట్టింది.
inadequate	సరిపోని / అసంపూర్ణమైన	ఆ ఆశ్రయంలో వేడి సరిపోలేదు.
inappropriate	తగని / అనుచితమైన	అతని జోక్ అనుచితమైనది.
incidence	సంభవం / శాతం	ఫ్లూ సంభవం పెరిగింది.
inclined	మొగ్గుచూపే	ఆమె అంగీకరించేందుకు మొగ్గుచూపుతోంది.
inclusion	చేర్చడం / కలుపుగోలుతనం	పాఠశాల కలుపుగోలుతనాన్ని ప్రోత్సహిస్తుంది.
