hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
1383:节假日	节假日	节假日	დღესასწაულები და დასვენების დღეები	დღესასწაულებზე მოგზაურობისას ბილეთები წინასწარ უნდა დაჯავშნოთ.	տոնական օրեր	Տոներին ճանապարհորդելիս պետք է տոմսերը նախապես ամրագրել։
1387:今后	今后	今后	ამიერიდან	ამიერიდან უფრო მეტს ვიშრომებ.	այսուհետ	Այսուհետ ես ավելի շատ կաշխատեմ։
1388:仅	仅	仅	მხოლოდ	ეს აქტივობა მხოლოდ წევრებისთვისაა ღია.	միայն	Այս միջոցառումը բաց է միայն անդամների համար։
1390:仅仅	仅仅	仅仅	მხოლოდ; სულ	მან სულ ათი წუთი გამოიყენა.	միայն; պարզապես	Նա միայն տասը րոպե օգտագործեց։
1392:进入	进入	进入	შესვლა	გთხოვთ დარბაზში შესასვლელად რიგში ჩადგეთ.	մտնել	Խնդրում եմ սրահ մտնելու համար հերթ կանգնել։
1401:景点	景点	景点	ღირსშესანიშნაობა	ეს ღირსშესანიშნაობა ძალიან პოპულარულია.	տեսարժան վայր	Այս տեսարժան վայրը շատ սիրված է։
1402:景区	景区	景区	ტურისტული ზონა	ტურისტული ზონის შესასვლელთან ბევრი ტურისტია.	տեսարժան գոտի	Տեսարժան գոտու մուտքի մոտ շատ զբոսաշրջիկներ կան։
1408:就是	就是	就是	სწორედ; ზუსტად	ეს სწორედ ჩემი სკოლაა.	հենց; ճիշտ	Սա հենց իմ դպրոցն է։
1411:举例	举例	举例	მაგალითის მოყვანა	მასწავლებელმა მას მაგალითით ახსნა სთხოვა.	օրինակ բերել	Ուսուցիչը նրան խնդրեց օրինակով բացատրել։
1413:聚	聚	聚	შეკრება	მეგობრები შაბათ-კვირას ერთად იკრიბებიან.	հավաքվել	Ընկերները հանգստյան օրերին միասին են հավաքվում։
1414:聚餐	聚餐	聚餐	ერთად ჭამა	დღეს საღამოს ერთად ვივახშმებთ.	միասին ճաշել	Այս երեկո միասին ենք ճաշելու։
1418:剧院	剧院	剧院	თეატრი	თეატრის შესასვლელთან ბევრი ადამიანი რიგში დგას.	թատրոն	Թատրոնի մուտքի մոտ շատ մարդիկ հերթ են կանգնել։
1421:烤	烤	烤	შეწვა; გამოცხობა	ის პურს აცხობს.	թխել; խորովել	Նա հաց է թխում։
1423:考生	考生	考生	გამოცდის მონაწილე	გამოცდის მონაწილეებმა პირადობის მოწმობა უნდა მოიტანონ.	քննվող	Քննվողները պետք է անձնագիր բերեն։
1425:科技	科技	科技	მეცნიერება და ტექნოლოგია	ტექნოლოგია ცხოვრებას უფრო მოსახერხებელს ხდის.	գիտություն և տեխնոլոգիա	Տեխնոլոգիան կյանքը ավելի հարմար է դարձնում։
1427:咳	咳	咳	ხველა	გაცივების შემდეგ ის სულ ხველებს.	հազալ	Մրսելուց հետո նա շարունակ հազում է։
1432:客气	客气	客气	თავაზიანი	შენ ძალიან თავაზიანი ხარ.	քաղաքավարի	Դու չափազանց քաղաքավարի ես։
1433:课堂	课堂	课堂	კლასი; გაკვეთილი	კლასში ყველა ძალიან სერიოზულადაა.	դասարան; դաս	Դասի ժամանակ բոլորը շատ լուրջ են։
1440:口语	口语	口语	სასაუბრო ენა	მისი ჩინური სასაუბრო ენა სწრაფად უმჯობესდება.	խոսակցական լեզու	Նրա խոսակցական չինարենը արագ է բարելավվում։
1442:快餐	快餐	快餐	სწრაფი კვება	შუადღეს სწრაფი კვება ვჭამეთ.	արագ սնունդ	Կեսօրին մենք արագ սնունդ կերանք։
1443:快递	快递	快递	სწრაფი მიწოდება	ჩემი ამანათი ჯერ არ მოსულა.	արագ առաքում	Իմ առաքանին դեռ չի հասել։
1444:快速	快速	快速	სწრაფი	ეს სწრაფი გასასვლელია.	արագ	Սա արագ անցում է։
1448:垃圾	垃圾	垃圾	ნაგავი	გთხოვთ ნაგავი ურნაში ჩაყაროთ.	աղբ	Խնդրում եմ աղբը դնել աղբամանի մեջ։
1456:老家	老家	老家	მშობლიური მხარე	გაზაფხულის დღესასწაულზე ის მშობლიურ მხარეში ბრუნდება.	հայրենի տուն	Գարնան տոնին նա հայրենի տուն է վերադառնում։
1457:老年	老年	老年	ხანდაზმულობა	ხანდაზმულ ადამიანებსაც სჭირდებათ ვარჯიში.	ծերություն; տարեց տարիք	Տարեց մարդիկ նույնպես մարզանքի կարիք ունեն։
1458:老是	老是	老是	ყოველთვის; გამუდმებით	მას ყოველთვის გასაღებების მოტანა ავიწყდება.	միշտ; անընդհատ	Նա միշտ մոռանում է բանալիները բերել։
1467:例子	例子	例子	მაგალითი	მასწავლებელმა კიდევ ერთი მაგალითი მოიყვანა.	օրինակ	Ուսուցիչը ևս մեկ օրինակ բերեց։
1471:凉	凉	凉	გრილი	ეს ფინჯანი ჩაი უკვე გაცივდა.	սառը; զով	Այս բաժակ թեյը արդեն սառել է։
1472:量	量	量	გაზომვა	მედდამ ბავშვს ტემპერატურა გაუზომა.	չափել	Բուժքույրը երեխայի ջերմաստիճանը չափեց։
1475:列	列	列	ჩამოთვლა; რიგი	გთხოვთ სახელები ჩამოწეროთ.	թվարկել; շարք	Խնդրում եմ անունները թվարկել։
1476:零下	零下	零下	ნულს ქვემოთ	დღეს დილით ტემპერატურა ნულს ქვემოთ ხუთი გრადუსი იყო.	զրոյից ցածր	Այս առավոտ ջերմաստիճանը զրոյից հինգ աստիճան ցածր էր։
1477:零花钱	零花钱	零花钱	ჯიბის ფული	მან ჯიბის ფული შეინახა.	գրպանի փող	Նա իր գրպանի փողը պահել է։
1480:另	另	另	სხვა; ცალკე	გთხოვთ სხვა დრო აირჩიოთ.	այլ; առանձին	Խնդրում եմ այլ ժամանակ ընտրել։
1483:流	流	流	დინება	პატარა მდინარე სოფლის კიდესთან მიედინება.	հոսել	Փոքր գետը հոսում է գյուղի կողքով։
1485:留下	留下	留下	დატოვება; დარჩენა	გთხოვთ თქვენი ტელეფონის ნომერი დატოვოთ.	թողնել; մնալ	Խնդրում եմ թողնել ձեր հեռախոսահամարը։
1487:路过	路过	路过	გვერდით გავლა	წიგნის მაღაზიასთან რომ გავიარე, ერთი წიგნი ვიყიდე.	անցնել կողքով	Գրախանութի կողքով անցնելիս մի գիրք գնեցի։
1488:旅馆	旅馆	旅馆	სასტუმრო; სამგზავრო სახლი	ეს სასტუმრო სადგურთან ძალიან ახლოსაა.	հյուրանոց; պանդոկ	Այս հյուրանոցը կայարանին շատ մոտ է։
1489:旅客	旅客	旅客	მგზავრი	მგზავრები ჩასასხდომად რიგში დგანან.	ուղևոր	Ուղևորները նստելու համար հերթ են կանգնել։
1493:落	落	落	დაცემა	ფოთლები გზაზე დაეცა.	ընկնել	Տերևները ճանապարհին ընկան։
1498:毛衣	毛衣	毛衣	სვიტერი	ეს სვიტერი ძალიან თბილია.	սվիտեր	Այս սվիտերը շատ տաք է։
1500:美	美	美	ლამაზი	აქაური ხედი ძალიან ლამაზია.	գեղեցիկ	Այստեղի տեսարանը շատ գեղեցիկ է։
1501:美好	美好	美好	ლამაზი; კარგი	ყველას კარგი ცხოვრება სურს.	գեղեցիկ; լավ	Բոլորն էլ լավ կյանք են ցանկանում։
1502:美景	美景	美景	ლამაზი ხედი	მთაზე არსებული ლამაზი ხედი დაუვიწყარია.	գեղեցիկ տեսարան	Լեռան գեղեցիկ տեսարանը անմոռանալի է։
1504:美食	美食	美食	გემრიელი საჭმელი	აქ ბევრი ადგილობრივი გემრიელი საჭმელია.	համեղ ուտելիք	Այստեղ շատ տեղական համեղ ուտելիքներ կան։
1510:面试	面试	面试	გასაუბრება	ის ხვალ დილით გასაუბრებაზე წავა.	հարցազրույց	Նա վաղը առավոտյան հարցազրույցի կմասնակցի։
1513:末	末	末	ბოლო; დასასრული	ივნისის ბოლოს სკოლაში არდადეგები იწყება.	վերջ	Հունիսի վերջին դպրոցական արձակուրդը սկսվում է։
1514:母女	母女	母女	დედა და ქალიშვილი	ეს დედა და ქალიშვილი ერთად მოგზაურობენ.	մայր և դուստր	Այս մայրն ու դուստրը միասին ճանապարհորդում են։
1516:母子	母子	母子	დედა და ვაჟი	ეს დედა და ვაჟი სამხრეთ ნაწილში ცხოვრობენ.	մայր և որդի	Այս մայրն ու որդին ապրում են հարավային մասում։
1519:目的地	目的地	目的地	დანიშნულების ადგილი	ჩვენი დანიშნულების ადგილი პეკინია.	նպատակակետ	Մեր նպատակակետը Պեկինն է։
1522:南部	南部	南部	სამხრეთი ნაწილი	ამ ქვეყნის სამხრეთი ნაწილი თბილია.	հարավային մաս	Այս երկրի հարավային մասը տաք է։
1524:男士	男士	男士	მამაკაცი; ჯენტლმენი	მამაკაცების საპირფარეშო მარცხნივაა.	տղամարդ; ջենթլմեն	Տղամարդկանց զուգարանը ձախ կողմում է։
1526:难忘	难忘	难忘	დაუვიწყარი	ეს მოგზაურობა ძალიან დაუვიწყარი იყო.	անմոռանալի	Այս ճանապարհորդությունը շատ անմոռանալի էր։
1527:男性	男性	男性	მამაკაცი; მამრობითი	ამ აქტივობაში მამაკაცებიც და ქალებიც მისასალმებელია.	տղամարդ; արական	Այս միջոցառմանը կարող են մասնակցել և տղամարդիկ, և կանայք։
1530:内心	内心	内心	შინაგანი გული; გრძნობები	შიგნით ის სინამდვილეში ძალიან ნერვიულობს.	ներաշխարհ; զգացումներ	Ներսում նա իրականում շատ լարված է։
1531:能否	能否	能否	შეიძლება თუ არა	შეიძლება ვიკითხო, წინასწარ დარეგისტრირება შესაძლებელია?	կարելի է արդյոք	Կարելի՞ է նախապես գրանցվել։
1532:能够	能够	能够	შეძლება	მას შეუძლია სამუშაო დამოუკიდებლად დაასრულოს.	կարողանալ	Նա կարող է աշխատանքը ինքնուրույն ավարտել։
1535:年底	年底	年底	წლის ბოლო	კომპანია წლის ბოლოს საერთო ვახშამს გამართავს.	տարվա վերջ	Ընկերությունը տարվա վերջում ընդհանուր ճաշկերույթ կկազմակերպի։
1539:女性	女性	女性	ქალი; მდედრობითი	ამ მაღაზიას ბევრი ქალი მომხმარებელი ჰყავს.	կին; իգական	Այս խանութում շատ կին հաճախորդներ կան։
1543:排	排	排	რიგში დგომა; რიგი	ყველა კართან რიგში დგას.	հերթ կանգնել; շարք	Բոլորը դռան մոտ հերթ են կանգնել։
1544:牌	牌	牌	ნიშანი; ბარათი; ბრენდი	კარის ნიშნზე სამუშაო საათები წერია.	ցուցանակ; քարտ; ապրանքանիշ	Դռան ցուցանակին գրված է աշխատանքային ժամանակը։
1546:排球	排球	排球	ფრენბურთი	ჩვენ შუადღეს ფრენბურთს ვითამაშებთ.	վոլեյբոլ	Մենք կեսօրից հետո վոլեյբոլ ենք խաղալու։
1547:牌子	牌子	牌子	ბრენდი; ნიშანი	ამ ბრენდის ჩანთები ძალიან პოპულარულია.	ապրանքանիշ; ցուցանակ	Այս ապրանքանիշի պայուսակները շատ սիրված են։
1560:葡萄酒	葡萄酒	葡萄酒	ღვინო	ვახშმისას მათ ცოტა ღვინო დალიეს.	գինի	Ընթրիքի ժամանակ նրանք մի քիչ գինի խմեցին։
1562:普通	普通	普通	ჩვეულებრივი	ეს ჩვეულებრივი რესტორანია.	սովորական	Սա սովորական ճաշարան է։
1564:期	期	期	პერიოდი; ეტაპი	ეს კურსი სამ ეტაპად იყოფა.	ժամանակահատված; փուլ	Այս դասընթացը բաժանված է երեք փուլի։
1565:期末	期末	期末	სემესტრის ბოლო	სემესტრის ბოლოს გამოცდა მალე მოდის.	կիսամյակի վերջ	Կիսամյակի վերջի քննությունը շուտով է։
1566:期中	期中	期中	შუალედური	შუალედური გამოცდა მომავალ კვირასაა.	միջանկյալ	Միջանկյալ քննությունը հաջորդ շաբաթ է։
1569:起到	起到	起到	როლის შესრულება; გავლენის მოხდენა	ამ აქტივობამ კარგი გავლენა მოახდინა.	դեր ունենալ; ազդեցություն ունենալ	Այս միջոցառումը լավ ազդեցություն ունեցավ։
1570:气	气	气	ჰაერი; გაზი	ველოსიპედის საბურავში ჰაერი აღარ არის.	օդ; գազ	Հեծանիվի անվադողում օդ չկա։
1572:汽水	汽水	汽水	გაზიანი სასმელი	ბავშვებს გაზიანი სასმელის დალევა უყვართ.	գազավորված ըմպելիք	Երեխաները սիրում են գազավորված ըմպելիք խմել։
1573:气温	气温	气温	ჰაერის ტემპერატურა	დღევანდელი ტემპერატურა გუშინდელზე მაღალია.	օդի ջերմաստիճան	Այսօրվա ջերմաստիճանը երեկվանից բարձր է։
1574:千克	千克	千克	კილოგრამი	ამ ბრინჯის პარკი ხუთ კილოგრამს იწონის.	կիլոգրամ	Այս բրնձի պարկը հինգ կիլոգրամ է կշռում։
1577:前方	前方	前方	წინ	წინ ერთი გზაჯვარედინია.	առջևում	Առջևում խաչմերուկ կա։
1578:前后	前后	前后	დაახლოებით; წინ და უკან	შეხვედრას სულ დაახლოებით ორი საათი დასჭირდა.	մոտավորապես; առաջ ու հետո	Հանդիպումը ընդհանուր մոտ երկու ժամ տևեց։
1579:强	强	强	ძლიერი	ეს გუნდი ძალიან ძლიერია.	ուժեղ	Այս թիմը շատ ուժեղ է։
1582:巧	巧	巧	დამთხვევითი; ოსტატური	რა დამთხვევაა, ისევ შევხვდით.	պատահական; հմուտ	Ինչ պատահականություն, մենք նորից հանդիպեցինք։
1585:琴	琴	琴	მუსიკალური ინსტრუმენტი	მან ბავშვობიდან ინსტრუმენტზე დაკვრა ისწავლა.	երաժշտական գործիք	Նա մանկուց գործիք նվագել է սովորել։
1587:青年	青年	青年	ახალგაზრდა	ბევრ ახალგაზრდას ეს სპორტი მოსწონს.	երիտասարդ	Շատ երիտասարդներ սիրում են այս մարզաձևը։
1591:球队	球队	球队	სპორტული გუნდი	ამ გუნდს ბევრი ახალი წევრი ჰყავს.	սպորտային թիմ	Այս թիմում շատ նոր անդամներ կան։
1593:区	区	区	რაიონი; ტერიტორია	ამ რაიონში ბევრი სკოლაა.	շրջան; տարածք	Այս շրջանում շատ դպրոցներ կան։
1596:取得	取得	取得	მიღწევა; მოპოვება	მან კარგი შედეგები მიაღწია.	ձեռք բերել; հասնել	Նա լավ արդյունքների հասավ։
1598:全	全	全	მთელი; ყველა	მთელმა კლასმა შეჯიბრში მიიღო მონაწილეობა.	ամբողջ; բոլորը	Ամբողջ դասարանը մասնակցեց մրցմանը։
1600:全都	全都	全都	ყველაფერი	ეს პრობლემები ყველა მოგვარდა.	բոլորը	Այս բոլոր խնդիրները լուծվել են։
1601:全球	全球	全球	გლობალური; მთელი მსოფლიო	მთელი მსოფლიოდან ტურისტებს ეს ღირსშესანიშნაობა მოსწონთ.	համաշխարհային; ամբողջ աշխարհ	Ամբողջ աշխարհի զբոսաշրջիկները սիրում են այս տեսարժան վայրը։
1602:全身	全身	全身	მთელი სხეული	სირბილის შემდეგ მთელი სხეული ოფლით ჰქონდა დაფარული.	ամբողջ մարմին	Վազելուց հետո նրա ամբողջ մարմինը քրտինքով էր պատված։
1603:缺	缺	缺	აკლია; ნაკლებობა	ჩვენ კიდევ ერთი სკამი გვაკლია.	պակասել; պակաս ունենալ	Մեզ դեռ մեկ աթոռ է պակասում։
1611:人数	人数	人数	ადამიანების რაოდენობა	ამ აქტივობაში ხალხი ბევრი არ არის.	մարդկանց թիվ	Այս միջոցառման մասնակիցների թիվը մեծ չէ։
1616:仍	仍	仍	ჯერ კიდევ	ის ჯერ კიდევ ჩინურს სწავლობს.	դեռ	Նա դեռ չինարեն է սովորում։
1622:入	入	入	შესვლა	გთხოვთ სამხრეთი კარიდან შეხვიდეთ.	մտնել	Խնդրում եմ մտնել հարավային դարպասով։
1624:入学	入学	入学	სკოლაში შესვლა	ბავშვი ამ სექტემბერში სკოლაში შევა.	դպրոց ընդունվել	Երեխան այս սեպտեմբերին դպրոց է ընդունվելու։
1625:入住	入住	入住	შესახლება; ჩეკინი	ჩვენ შუადღის ორ საათზე შეგვიძლია ჩეკინი გავაკეთოთ.	գրանցվել և տեղավորվել; բնակվել	Մենք կեսօրից հետո ժամը երկուսին կարող ենք գրանցվել։
1627:扫码	扫码	扫码	კოდის დასკანერება	ბილეთის ყიდვამდე კოდი უნდა დაასკანეროთ.	կոդ սկանավորել	Տոմս գնելուց առաջ պետք է կոդ սկանավորել։
1632:上门	上门	上门	სახლში მისვლა მომსახურებით	ექიმს შეუძლია სახლში მომსახურება გაგიწიოთ.	տուն այցելելով ծառայություն մատուցել	Բժիշկը կարող է տուն այցելելով ծառայություն մատուցել։
1633:稍	稍	稍	ცოტა	გთხოვთ ცოტა მოიცადოთ.	մի փոքր	Խնդրում եմ մի փոքր սպասել։
1635:少见	少见	少见	იშვიათი	ასეთი მდგომარეობა შედარებით იშვიათია.	հազվադեպ	Այսպիսի իրավիճակը համեմատաբար հազվադեպ է։
1636:少量	少量	少量	მცირე რაოდენობა	გთხოვთ ცოტა მარილი დაამატოთ.	փոքր քանակ	Խնդրում եմ փոքր քանակությամբ աղ ավելացնել։
1637:少数	少数	少数	მცირე რაოდენობა; უმცირესობა	მცირე რაოდენობის მოსწავლეები სკოლაში ფეხით წასვლას ირჩევენ.	փոքր թիվ; փոքրամասնություն	Փոքր թվով աշակերտներ ընտրում են դպրոց ոտքով գնալ։
1638:少年	少年	少年	მოზარდი; ახალგაზრდა	ამ მოზარდს კალათბურთის თამაში უყვარს.	պատանի; երիտասարդ	Այս պատանին սիրում է բասկետբոլ խաղալ։
1641:身	身	身	სხეული; ტანსაცმლის სრული კომპლექტისთვის სათვლელი სიტყვა	მას მთლიანად შავი ტანსაცმელი ეცვა.	մարմին; հագուստի ամբողջ հավաքածուի հաշվիչ բառ	Նա ամբողջությամբ սև հագուստ էր հագել։
1643:身份证	身份证	身份证	პირადობის მოწმობა	ბარათის გასაკეთებლად პირადობის მოწმობა საჭიროა.	անձը հաստատող փաստաթուղթ	Քարտ ձևակերպելիս անձը հաստատող փաստաթուղթ է պետք։
1646:生1	生1	生	დაბადება; გაზრდა	მან გუშინ ქალიშვილი გააჩინა.	ծնել; աճել	Նա երեկ դուստր ծնեց։
1647:生2	生2	生	უმი; მოუმზადებელი	ეს ხორცი ჯერ კიდევ უმია.	հում; չեփված	Այս միսը դեռ հում է։
1655:师生	师生	师生	მასწავლებლები და მოსწავლეები	მთელი სკოლის მასწავლებლები და მოსწავლეები აქტივობაში მონაწილეობდნენ.	ուսուցիչներ և աշակերտներ	Ամբողջ դպրոցի ուսուցիչներն ու աշակերտները մասնակցեցին միջոցառմանը։
1659:时间表	时间表	时间表	განრიგი	გთხოვთ განრიგი მე გამომიგზავნოთ.	ժամանակացույց	Խնդրում եմ ժամանակացույցը ինձ ուղարկել։
1660:实际上	实际上	实际上	სინამდვილეში	სინამდვილეში მან პასუხი დიდი ხნის წინ იცოდა.	իրականում	Իրականում նա վաղուց գիտեր պատասխանը։
1661:食品	食品	食品	საკვები პროდუქტი	ეს მაღაზია იმპორტირებულ საკვებ პროდუქტებს ყიდის.	սննդամթերք	Այս խանութը ներմուծված սննդամթերք է վաճառում։
1662:食堂	食堂	食堂	სასადილო	ჩვენ შუადღეს სასადილოში ვჭამთ.	ճաշարան	Մենք կեսօրին ճաշարանում ենք ուտում։
1665:十字路口	十字路口	十字路口	გზაჯვარედინი	გზაჯვარედინზე მარცხნივ შეუხვიეთ.	խաչմերուկ	Խաչմերուկում ձախ թեքվեք։
1667:使馆	使馆	使馆	საელჩო	ის ვიზის საქმეების მოსაგვარებლად საელჩოში წავიდა.	դեսպանատուն	Նա վիզայի գործերը կարգավորելու համար դեսպանատուն գնաց։
1674:市区	市区	市区	ქალაქის რაიონი; ცენტრი	ქალაქის ცენტრში ტრანსპორტი ძალიან მოსახერხებელია.	քաղաքային շրջան; կենտրոն	Քաղաքային շրջանում տրանսպորտը շատ հարմար է։
1675:试题	试题	试题	გამოცდის კითხვა	ეს გამოცდის კითხვა ცოტა რთულია.	քննության հարց	Այս քննության հարցը մի քիչ դժվար է։
1677:收费	收费	收费	საფასურის აღება	ეს პარკინგი საათობრივად იღებს საფასურს.	վճար գանձել	Այս կայանատեղին ժամով վճար է գանձում։
1680:收听	收听	收听	გადაცემის მოსმენა	მოგესალმებით დღევანდელი პროგრამის მოსასმენად.	հեռարձակումը լսել	Բարի գալուստ լսելու այսօրվա հաղորդումը։
1685:售票员	售票员	售票员	ბილეთების გამყიდველი	ბილეთების გამყიდველმა ბოლო ავტობუსის დრო გვითხრა.	տոմսավաճառ	Տոմսավաճառը մեզ ասաց վերջին ավտոբուսի ժամը։
1688:熟	熟	熟	ნაცნობი; მოხარშული	ეს გზა მე კარგად ვიცი.	ծանոթ; եփած	Այս ճանապարհը ինձ շատ ծանոթ է։
1690:暑假	暑假	暑假	ზაფხულის არდადეგები	ზაფხულის არდადეგებზე ზღვისპირეთში წასვლა მინდა.	ամառային արձակուրդ	Ամառային արձակուրդին ուզում եմ ծովափ գնալ։
1693:树林	树林	树林	ტყე; ხეების ჯგუფი	ბავშვები ხეების ჯგუფის გვერდით თამაშობენ.	անտառակ; ծառերի խումբ	Երեխաները խաղում են անտառակի մոտ։
1699:说法	说法	说法	თქმის გზა; ახსნა	ასეთი თქმა ძალიან ზუსტი არ არის.	ասելու ձև; բացատրություն	Այս ասելու ձևը այնքան էլ ճիշտ չէ։
1701:说明书	说明书	说明书	ინსტრუქცია	გამოყენებამდე გთხოვთ ინსტრუქცია წაიკითხოთ.	հրահանգների ձեռնարկ	Օգտագործելուց առաջ խնդրում եմ կարդալ հրահանգների ձեռնարկը։
1705:塑料	塑料	塑料	პლასტმასი	ეს ყუთი პლასტმასისგანაა დამზადებული.	պլաստիկ	Այս տուփը պլաստիկից է պատրաստված։
1707:酸奶	酸奶	酸奶	იოგურტი	საუზმეზე ერთი ჭიქა იოგურტი დავლიე.	յոգուրտ	Նախաճաշին մեկ բաժակ յոգուրտ խմեցի։
1708:算	算	算	დათვლა; ჩათვლა	ეს ამოცანა შეცდომით დავთვალე.	հաշվել; համարել	Այս խնդիրը սխալ հաշվեցի։
1711:孙女	孙女	孙女	შვილიშვილი გოგო	ბებია ხშირად უყვება შვილიშვილ გოგოს ისტორიებს.	թոռնուհի	Տատիկը հաճախ պատմություններ է պատմում թոռնուհուն։
1716:抬头	抬头	抬头	თავის აწევა; მაღლა შეხედვა	გთხოვთ თავი ასწიოთ და დაფას შეხედოთ.	գլուխ բարձրացնել; վեր նայել	Խնդրում եմ գլուխը բարձրացնել և նայել գրատախտակին։
1718:弹	弹	弹	სიმებიან ან კლავიშებიან ინსტრუმენტზე დაკვრა	მას პიანინოზე დაკვრა შეუძლია.	լարային կամ ստեղնաշարային գործիք նվագել	Նա կարող է դաշնամուր նվագել։
1727:提出	提出	提出	წამოყენება; დასმა	მან ახალი კითხვა დასვა.	առաջադրել; բարձրացնել	Նա նոր հարց բարձրացրեց։
1728:提到	提到	提到	ხსენება	მასწავლებელმა გაკვეთილზე ეს წიგნი ახსენა.	հիշատակել	Ուսուցիչը դասի ժամանակ այս գիրքը հիշատակեց։
1732:体检	体检	体检	სამედიცინო შემოწმება	კომპანია ყოველ წელს ერთხელ სამედიცინო შემოწმებას აწყობს.	բժշկական ստուգում	Ընկերությունը ամեն տարի մեկ անգամ բժշկական ստուգում է կազմակերպում։
1733:体温	体温	体温	სხეულის ტემპერატურა	მედდა სხეულის ტემპერატურას ზომავს.	մարմնի ջերմաստիճան	Բուժքույրը չափում է մարմնի ջերմաստիճանը։
1734:体重	体重	体重	სხეულის წონა	მისი სხეულის წონა ორი კილოგრამით გაიზარდა.	մարմնի քաշ	Նրա մարմնի քաշը երկու կիլոգրամով ավելացավ։
1735:填写	填写	填写	შევსება	გთხოვთ ეს რეგისტრაციის ფორმა შეავსოთ.	լրացնել	Խնդրում եմ լրացնել այս գրանցման ձևաթուղթը։
1737:听力	听力	听力	მოსმენის უნარი	მისი ჩინურის მოსმენის უნარი სწრაფად უმჯობესდება.	լսելու կարողություն	Նրա չինարենի լսելու կարողությունը արագ բարելավվում է։
1738:听众	听众	听众	მსმენელები	დღეს მსმენელები განსაკუთრებით ბევრია.	ունկնդիրներ	Այսօր ունկնդիրները հատկապես շատ են։
1740:停车	停车	停车	მანქანის გაჩერება; შეჩერება	აქ პარკირება დაშვებული არ არის.	կայանել; կանգնել	Այստեղ կայանել չի թույլատրվում։
1741:停车场	停车场	停车场	პარკინგი	მოლის უკან პარკინგია.	կայանատեղի	Առևտրի կենտրոնի հետևում կայանատեղի կա։
1742:停止	停止	停止	შეჩერება	წვიმის შეწყვეტის შემდეგ გავემგზავრებით.	դադարել; կանգ առնել	Անձրևը դադարելուց հետո ճանապարհ կընկնենք։
1743:通	通	通	გავლა; გახსნა	ეს გზა უკვე გახსნილია.	անցնել; բաց լինել	Այս ճանապարհը արդեն բաց է։
1746:童年	童年	童年	ბავშვობა	ჩემი ბავშვობა სოფლად გავატარე.	մանկություն	Իմ մանկությունը գյուղում անցավ։
1748:同样	同样	同样	იგივე	მანაც იგივე შეცდომა დაუშვა.	նույն	Նա էլ նույն սխալը թույլ տվեց։
1749:桶	桶	桶	ვედრო; კასრი	კართან წყლის ვედრო დგას.	դույլ; տակառ	Դռան մոտ ջրի դույլ կա։
1750:痛	痛	痛	ტკივილი; მტკივნეული	ხელში ცოტა ტკივილი მაქვს.	ցավ; ցավոտ	Ձեռքս մի քիչ ցավում է։
1751:头痛	头痛	头痛	თავის ტკივილი	მან გუშინ ღამით ცოტა იძინა და დღეს თავი სტკივა.	գլխացավ	Նա երեկ քիչ քնեց, այսօր գլխացավ ունի։
1752:图	图	图	სურათი; დიაგრამა; რუკა	გთხოვთ წიგნში მოცემულ სურათს შეხედოთ.	նկար; գծապատկեր; քարտեզ	Խնդրում եմ նայել գրքի նկարին։
1753:图片	图片	图片	სურათი	ეს სურათი ძალიან მკაფიოა.	նկար	Այս նկարը շատ պարզ է։
1754:土	土	土	ნიადაგი; მიწა	ყვავილის ქოთანში ნიადაგი ძალიან მშრალია.	հող	Ծաղկամանի հողը շատ չոր է։
1757:推出	推出	推出	გამოშვება; წარდგენა	კომპანიამ ახალი პროდუქტი გამოუშვა.	ներկայացնել; թողարկել	Ընկերությունը նոր արտադրանք թողարկեց։
1760:外出	外出	外出	გარეთ გასვლა	შაბათ-კვირას გარეთ გასვლამდე კარები და ფანჯრები კარგად დახურეთ.	դուրս գնալ	Հանգստյան օրերին դուրս գնալուց առաջ դռներն ու պատուհանները լավ փակեք։
1761:外套	外套	外套	პალტო; ქურთუკი	ცივა, პალტოს ჩაცმა არ დაგავიწყდეს.	վերարկու; բաճկոն	Ցուրտ է, հիշիր վերարկու հագնել։
1763:晚安	晚安	晚安	ღამე მშვიდობისა	დაძინებამდე დედა ბავშვს ღამე მშვიდობისას ეუბნება.	բարի գիշեր	Քնելուց առաջ մայրը երեխային բարի գիշեր է ասում։
1764:晚餐	晚餐	晚餐	ვახშამი	დღევანდელი ვახშამი ძალიან მარტივია.	ընթրիք	Այս երեկոյի ընթրիքը շատ պարզ է։
1765:网购	网购	网购	ონლაინ ყიდვა	მას ტანსაცმლის ონლაინ ყიდვა უყვარს.	առցանց գնումներ անել	Նա սիրում է հագուստ առցանց գնել։
1767:网页	网页	网页	ვებგვერდი	ეს ვებგვერდი ძალიან ნელა იხსნება.	վեբէջ	Այս վեբէջը շատ դանդաղ է բացվում։
1768:网友	网友	网友	ონლაინ მეგობარი	ის ონლაინ მეგობრებთან სწავლის მეთოდებს განიხილავს.	առցանց ընկեր	Նա առցանց ընկերների հետ քննարկում է սովորելու մեթոդները։
1769:网址	网址	网址	ვებსაიტის მისამართი	გთხოვთ ვებსაიტის მისამართი მე გამომიგზავნოთ.	կայքի հասցե	Խնդրում եմ կայքի հասցեն ինձ ուղարկել։
