source_headword	LO	example_LO
substantially	ຢ່າງຫຼວງຫຼາຍ	ລາຄາເພີ່ມຂຶ້ນຢ່າງຫຼວງຫຼາຍ.
substitute	ສິ່ງທົດແທນ	ໃຊ້ນົມເປັນສິ່ງທົດແທນ.
substitution	ການທົດແທນ	ການທົດແທນໄດ້ປ່ຽນແປງສູດອາຫານ.
subtle	ລະອຽດອ່ອນ	ຮູບແຕ້ມມີລາຍລະອຽດທີ່ລະອຽດອ່ອນ.
suburban	ຊານເມືອງ	ພວກເຂົາຍ້າຍໄປຢູ່ເຂດຊານເມືອງ.
succession	ຄວາມຕໍ່ເນື່ອງ	ວິກິດການນີ້ເກີດຂຶ້ນຫຼັງຈາກຄວາມລົ້ມເຫຼວຢ່າງຕໍ່ເນື່ອງ.
successive	ຕິດຕໍ່ກັນ	ລັດຖະບານຫຼາຍຊຸດຕິດຕໍ່ກັນໄດ້ເມີນເສີຍຕໍ່ບັນຫານີ້.
successor	ຜູ້ສືບທອດ	ຜູ້ສືບທອດຈະເລີ່ມງານໃນວັນຈັນ.
suck	ດູດ	ເຄື່ອງນີ້ສາມາດດູດຂີ້ຝຸ່ນໄດ້.
sue	ຟ້ອງຮ້ອງ	ນາງຕັດສິນໃຈຟ້ອງຮ້ອງບໍລິສັດ.
suicide	ການຂ້າຕົວຕາຍ	ການປ້ອງກັນການຂ້າຕົວຕາຍຕ້ອງການເງິນທຶນຢ່າງຕໍ່ເນື່ອງ.
suite	ຫ້ອງຊຸດ	ຫ້ອງຊຸດຂອງໂຮງແຮມມອງເຫັນແມ່ນ້ຳ.
summit	ກອງປະຊຸມສຸດຍອດ	ຜູ້ນຳພົບປະກັນທີ່ກອງປະຊຸມສຸດຍອດ.
superb	ດີເລີດ	ການສະແດງນັ້ນດີເລີດຫຼາຍ.
superior	ເໜືອກວ່າ	ລຸ້ນໃໝ່ນີ້ເໜືອກວ່າ.
supervise	ຄວບຄຸມດູແລ	ນາງຈະຄວບຄຸມດູແລຜູ້ຝຶກງານ.
supervision	ການຄວບຄຸມດູແລ	ເດັກນ້ອຍຕ້ອງການການຄວບຄຸມດູແລຈາກຜູ້ໃຫຍ່.
supervisor	ຫົວໜ້າງານ	ຖາມຫົວໜ້າງານຂອງທ່ານກ່ອນ.
supplement	ພາກເພີ່ມເຕີມ	ບົດລາຍງານນີ້ລວມມີພາກເພີ່ມເຕີມ.
supportive	ສະໜັບສະໜູນ	ຄອບຄົວຂອງນາງໃຫ້ການສະໜັບສະໜູນ.
supposedly	ຕາມທີ່ເຊື່ອກັນ	ໄຟລ໌ດັ່ງກ່າວຖືກລຶບໄປແລ້ວຕາມທີ່ເຊື່ອກັນ.
suppress	ປາບປາມ	ລະບອບການປົກຄອງພະຍາຍາມປາບປາມການປະທ້ວງ.
supreme	ສູງສຸດ	ສານສູງສຸດໄດ້ພິຈາລະນາຄະດີນີ້.
surge	ການເພີ່ມຂຶ້ນຢ່າງໄວວາ	ການເພີ່ມຂຶ້ນຢ່າງໄວວາເຮັດໃຫ້ອຸປະກອນເສຍຫາຍ.
surgical	ທາງການຜ່າຕັດ	ຄົນເຈັບຕ້ອງການການປິ່ນປົວທາງການຜ່າຕັດ.
surplus	ສ່ວນເກີນ	ສາງມີສິນຄ້າສ່ວນເກີນ.
surrender	ຍອມຈຳນົນ	ທະຫານໄດ້ຕົກລົງທີ່ຈະຍອມຈຳນົນ.
surveillance	ການເຝົ້າລະວັງ	ກ້ອງວົງຈອນປິດໄດ້ບັນທຶກພາບທາງເຂົ້າໄວ້.
suspension	ການໂຈະ	ການໂຈະໄດ້ແກ່ຍາວເປັນເວລາສອງອາທິດ.
suspicion	ຄວາມສົງໄສ	ພຶດຕິກຳຂອງລາວເຮັດໃຫ້ເກີດຄວາມສົງໄສ.
suspicious	ໜ້າສົງໄສ	ກ່ອງດັ່ງກ່າວເບິ່ງຄືວ່າໜ້າສົງໄສ.
sustain	ຮັກສາໄວ້	ໂຄງການນີ້ສາມາດຮັກສາວຽກເຮັດງານທຳໃນທ້ອງຖິ່ນໄວ້ໄດ້.
swing	ແກວ່ງ	ປະຕູເລີ່ມແກວ່ງ.
sword	ດາບ	ດາບແຂວນຢູ່ເທິງຝາ.
symbolic	ເປັນສັນຍາລັກ	ທ່າທາງນີ້ເປັນສັນຍາລັກ.
syndrome	ກຸ່ມອາການ	ກຸ່ມອາການນີ້ສົ່ງຜົນກະທົບຕໍ່ຄວາມຈຳ.
synthesis	ການສັງເຄາະ	ບົດນີ້ໄດ້ສະເໜີການສັງເຄາະ.
systematic	ເປັນລະບົບ	ການທົບທວນນີ້ແມ່ນເປັນລະບົບ.
tactic	ຍຸດທະວິທີ	ຍຸດທະວິທີລົ້ມເຫຼວຢ່າງໄວວາ.
tactical	ທາງຍຸດທະວິທີ	ທີມໄດ້ເຮັດການປ່ຽນແປງທາງຍຸດທະວິທີ.
taxpayer	ຜູ້ເສຍພາສີ	ເງິນຂອງຜູ້ເສຍພາສີໄດ້ໃຫ້ທຶນສ້າງຂົວນີ້.
tempt	ລໍ້ລວງ	ຂໍ້ສະເໜີນີ້ອາດຈະລໍ້ລວງນັກລົງທຶນໄດ້.
tenant	ຜູ້ເຊົ່າ	ຜູ້ເຊົ່າຈ່າຍຄ່າເຊົ່າກ່ອນກຳນົດ.
tender	ອ່ອນໂຍນ	ນາງໄດ້ຍິ້ມຢ່າງອ່ອນໂຍນ.
tenure	ວາລະການດຳລົງຕຳແໜ່ງ	ວາລະການດຳລົງຕຳແໜ່ງຂອງລາວແກ່ຍາວເຖິງຫົກປີ.
terminal	ໄລຍະສຸດທ້າຍ	ຄົນເຈັບມີອາການປ່ວຍໄລຍະສຸດທ້າຍ.
terminate	ຍົກເລີກ	ບໍລິສັດອາດຈະຍົກເລີກສັນຍານີ້.
terrain	ພູມິປະເທດ	ພູມິປະເທດນີ້ມີຄວາມຫຍຸ້ງຍາກ.
terrific	ຍອດຍ້ຽມ	ວິວນີ້ຍອດຍ້ຽມຫຼາຍ.
testify	ໃຫ້ການ	ນາງຕົກລົງທີ່ຈະໃຫ້ການ.
testimony	ຄຳໃຫ້ການ	ຄຳໃຫ້ການຂອງລາວມີລາຍລະອຽດຫຼາຍ.
texture	ພື້ນຜິວ	ຜ້າມີພື້ນຜິວທີ່ຫຍາບ.
thankfully	ໂຊກດີທີ່	ໂຊກດີທີ່ບໍ່ມີໃຜໄດ້ຮັບບາດເຈັບ.
theatrical	ກ່ຽວກັບການສະແດງລະຄອນ	ຄຳປາໄສຟັງເບິ່ງຄືການສະແດງລະຄອນ.
theology	ສາສະໜາສາດ	ລາວໄດ້ຮຽນສາສະໜາສາດຢູ່ມະຫາວິທະຍາໄລ.
theoretical	ທາງທິດສະດີ	ແບບຈຳລອງນີ້ເປັນພຽງທາງທິດສະດີເທົ່ານັ້ນ.
thereafter	ຫຼັງຈາກນັ້ນ	ຫຼັງຈາກນັ້ນ, ກົດລະບຽບກໍ່ໄດ້ປ່ຽນໄປ.
thereby	ດ້ວຍເຫດນັ້ນ	ການປ່ຽນແປງນີ້ໄດ້ຫຼຸດຜ່ອນຄ່າໃຊ້ຈ່າຍ, ດ້ວຍເຫດນັ້ນຈຶ່ງຊ່ວຍຮັກສາວຽກໄວ້ໄດ້.
thoughtful	ຮອບຄອບ	ຄຳຕອບຂອງນາງແມ່ນຮອບຄອບຫຼາຍ.
thought-provoking	ຊວນໃຫ້ຄິດ	ບົດຄວາມນີ້ຊວນໃຫ້ຄິດຫຼາຍ.
thread	ເສັ້ນດ້າຍ	ເສັ້ນດ້າຍຂາດໄດ້ງ່າຍ.
threshold	ເກນ	ຄະແນນສຽງໄດ້ຜ່ານເກນ.
thrilled	ຕື່ນເຕັ້ນຫຼາຍ	ນາງຮູ້ສຶກຕື່ນເຕັ້ນຫຼາຍກັບຂ່າວນີ້.
thrive	ເຕີບໂຕໄດ້ດີ	ທຸລະກິດຂະໜາດນ້ອຍສາມາດເຕີບໂຕໄດ້ດີຢູ່ທີ່ນີ້.
tide	ກະແສນ້ຳ	ກະແສນ້ຳຂຶ້ນຢ່າງໄວວາ.
tighten	ຮັດໃຫ້ແໜ້ນ	ຮັດຝາໃຫ້ແໜ້ນ.
timber	ໄມ້	ເຮືອນນີ້ໃຊ້ໄມ້ໃນທ້ອງຖິ່ນ.
timely	ທັນເວລາ	ຄຳເຕືອນນີ້ມາທັນເວລາ.
tobacco	ຢາສູບ	ຍອດຂາຍຢາສູບຫຼຸດລົງ.
tolerance	ຄວາມອົດທົນ	ນະໂຍບາຍນີ້ສົ່ງເສີມຄວາມອົດທົນ.
tolerate	ອົດທົນ	ພວກເຮົາບໍ່ສາມາດອົດທົນຕໍ່ການລ່ວງລະເມີດໄດ້.
toll	ຄວາມສູນເສຍ	ພາຍຸໄດ້ສ້າງຄວາມສູນເສຍຢ່າງໜັກໜ່ວງ.
top	ລື່ນກາຍ	ຍອດຂາຍອາດຈະລື່ນກາຍສະຖິຕິຂອງປີກາຍ.
torture	ການທໍລະມານ	ສົນທິສັນຍານີ້ຫ້າມການທໍລະມານຢ່າງເດັດຂາດ.
