hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
3893:地形	地形	地形	teren; ukształtowanie terenu	Teren tutaj jest złożony i nie nadaje się do nocnej wędrówki.	terrein; landschap	Het terrein hier is complex en niet geschikt om 's nachts te reizen.	terräng; landform	Terrängen här är komplicerad och passar inte för nattvandring.	terreng; landform	Terrenget her er komplisert og passer ikke for nattvandring.	terræn; landskabsform	Terrænet her er kompliceret og egner sig ikke til nattevandring.	maasto; pinnanmuoto	Täällä maasto on vaikeaa eikä sovi yöllä kulkemiseen.
3894:地域	地域	地域	region; obszar	Różne regiony mają różne zwyczaje żywieniowe.	regio; gebied	Verschillende regio's hebben verschillende eetgewoonten.	region; område	Olika regioner har olika matvanor.	region; område	Ulike regioner har ulike spisevaner.	region; område	Forskellige regioner har forskellige spisevaner.	alue; seutu	Eri alueilla on erilaiset ruokailutottumukset.
3896:点击	点击	点击	kliknąć	Kliknij przycisk w prawym górnym rogu.	klikken	Klik op de knop rechtsboven.	klicka	Klicka på knappen uppe till höger.	klikke	Klikk på knappen øverst til høyre.	klikke	Klik på knappen øverst til højre.	napsauttaa; klikata	Napsauta oikean yläkulman painiketta.
3898:点燃	点燃	点燃	zapalić; podpalić	Zapalił świeczki urodzinowe.	aansteken; ontsteken	Hij stak de verjaardagskaarsen aan.	tända; antända	Han tände födelsedagsljusen.	tenne; antenne	Han tente bursdagslysene.	tænde; antænde	Han tændte fødselsdagslysene.	sytyttää	Hän sytytti syntymäpäiväkynttilät.
3900:电饭锅	电饭锅	电饭锅	ryżowar; urządzenie do gotowania ryżu	W ryżowarze jest jeszcze ryż.	rijstkoker	Er zit nog rijst in de rijstkoker.	riskokare	Det finns fortfarande ris i riskokaren.	riskoker	Det er fortsatt ris i riskokeren.	riskoger	Der er stadig ris i riskogeren.	riisinkeitin	Riisinkeittimessä on vielä riisiä.
3901:电力	电力	电力	energia elektryczna; zasilanie	Dostawy energii elektrycznej w tym regionie są stabilne.	elektriciteit; stroomvoorziening	De stroomvoorziening in dit gebied is stabiel.	elkraft; elförsörjning	Elförsörjningen i området är stabil.	elektrisk kraft; strømforsyning	Strømforsyningen i dette området er stabil.	elkraft; strømforsyning	Strømforsyningen i dette område er stabil.	sähkövoima; sähkönjakelu	Tämän alueen sähkönjakelu on vakaa.
3902:店铺	店铺	店铺	sklep; punkt handlowy	Na tej ulicy jest wiele małych sklepów.	winkel; zaak	Er zijn veel kleine winkels in deze straat.	butik; affär	Det finns många små butiker på den här gatan.	butikk; forretning	Det er mange små butikker i denne gaten.	butik; forretning	Der er mange små butikker på denne gade.	kauppa; myymälä	Tällä kadulla on paljon pieniä kauppoja.
3906:钓鱼	钓鱼	钓鱼	łowić ryby; iść na ryby	W weekendy lubi łowić ryby nad rzeką.	vissen	In het weekend vist hij graag aan de rivier.	fiska	På helgerna gillar han att fiska vid floden.	fiske	I helgene liker han å fiske ved elven.	fiske	I weekenden kan han lide at fiske ved floden.	kalastaa	Viikonloppuisin hän tykkää kalastaa joen rannalla.
3909:订单	订单	订单	zamówienie	Klient już potwierdził zamówienie.	bestelling; order	De klant heeft de bestelling al bevestigd.	beställning; order	Kunden har redan bekräftat beställningen.	bestilling; ordre	Kunden har allerede bekreftet bestillingen.	bestilling; ordre	Kunden har allerede bekræftet bestillingen.	tilaus	Asiakas on jo vahvistanut tilauksen.
3910:订婚	订婚	订婚	zaręczyć się	Planują zaręczyć się w przyszłym roku.	zich verloven	Ze zijn van plan zich volgend jaar te verloven.	förlova sig	De planerar att förlova sig nästa år.	forlove seg	De planlegger å forlove seg neste år.	forlove sig	De planlægger at forlove sig næste år.	mennä kihloihin	He aikovat mennä kihloihin ensi vuonna.
3911:定价	定价	定价	wyceniać; ustalać cenę	Nowy produkt nie ma jeszcze ustalonej ceny.	prijzen; een prijs bepalen	Het nieuwe product heeft nog geen prijs.	prissätta; sätta pris	Den nya produkten har ännu inget pris.	prise; fastsette pris	Det nye produktet har ennå ikke fått pris.	prissætte; fastsætte pris	Det nye produkt er endnu ikke prissat.	hinnoitella; asettaa hinta	Uutta tuotetta ei ole vielä hinnoiteltu.
3912:定时	定时	定时	ustawić czas; zaplanowany	To oprogramowanie może wyłączać komputer o ustalonej porze.	op tijd instellen; gepland	Deze software kan de computer op een ingesteld tijdstip afsluiten.	tidsinställa; schemalagd	Programmet kan stänga av datorn vid en bestämd tid.	tidsinnstille; planlagt	Denne programvaren kan slå av datamaskinen til et bestemt tidspunkt.	tidsindstille; planlagt	Denne software kan slukke computeren på et fastsat tidspunkt.	ajastaa; ajastettu	Tämä ohjelmisto voi sammuttaa tietokoneen ajastetusti.
3913:定位	定位	定位	lokalizować; pozycjonowanie	Telefon może szybko zlokalizować położenie pojazdu.	lokaliseren; plaatsbepaling	Een telefoon kan snel de locatie van het voertuig bepalen.	lokalisera; positionering	En telefon kan snabbt lokalisera fordonets position.	lokalisere; posisjonering	En telefon kan raskt lokalisere kjøretøyets posisjon.	lokalisere; positionering	En telefon kan hurtigt lokalisere køretøjets position.	paikantaa; paikannus	Puhelin voi nopeasti paikantaa ajoneuvon sijainnin.
3915:定制	定制	定制	dostosować; wykonać na zamówienie	Klient zamówił zestaw mebli na wymiar.	op maat maken; personaliseren	De klant bestelde een meubelset op maat.	skräddarsy; specialbeställa	Kunden specialbeställde en uppsättning möbler.	skreddersy; spesialbestille	Kunden bestilte et spesialtilpasset møbelsett.	skræddersy; specialbestille	Kunden bestilte et specialtilpasset møbelsæt.	räätälöidä; teettää mittatilaustyönä	Asiakas tilasi mittatilaustyönä huonekalusarjan.
3919:动漫	动漫	动漫	anime i komiksy; animacja i komiksy	W weekendy lubi anime i komiksy.	animatie en strips	In het weekend kijkt hij graag naar animatie en leest hij strips.	animation och serier	På helgerna gillar han animation och serier.	animasjon og tegneserier	I helgene liker han å se animasjon og lese tegneserier.	animation og tegneserier	I weekenden kan han lide at se animation og læse tegneserier.	animaatio ja sarjakuvat	Viikonloppuisin hän pitää animaatioista ja sarjakuvista.
3921:动听	动听	动听	przyjemny dla ucha; melodyjny	Jej śpiew jest bardzo przyjemny dla ucha.	aangenaam om te horen; welluidend	Haar zangstem is erg aangenaam om te horen.	välljudande; behaglig att höra	Hennes sångröst är mycket behaglig att höra.	behagelig å høre; velklingende	Sangstemmen hennes er veldig behagelig å høre.	behagelig at høre; velklingende	Hendes sangstemme er meget behagelig at høre.	miellyttävä kuulla; sointuva	Hänen lauluäänensä on erittäin miellyttävä kuulla.
3924:都市	都市	都市	metropolia; wielkie miasto	Szanghaj jest nowoczesną metropolią.	metropool; stad	Shanghai is een moderne metropool.	storstad; metropol	Shanghai är en modern storstad.	storby; metropol	Shanghai er en moderne storby.	storby; metropol	Shanghai er en moderne storby.	suurkaupunki; metropoli	Shanghai on moderni suurkaupunki.
3925:毒	毒	毒	trucizna; trujący	Ten gatunek węża jest jadowity.	gif; giftig	Dit soort slang is giftig.	gift; giftig	Den här sortens orm är giftig.	gift; giftig	Denne typen slange er giftig.	gift; giftig	Denne type slange er giftig.	myrkky; myrkyllinen	Tämä käärmelaji on myrkyllinen.
3926:渡	渡	渡	przeprawić się; przewieźć promem	Przeprawiliśmy się łodzią przez tę rzekę.	oversteken; overzetten	We staken deze rivier per boot over.	korsa; färja över	Vi korsade floden med båt.	krysse; frakte over med ferge	Vi krysset denne elven med båt.	krydse; fragte over med færge	Vi krydsede denne flod med båd.	ylittää; kuljettaa yli	Ylitimme tämän joen veneellä.
3928:短缺	短缺	短缺	niedobór; brak	To miasto zimą ma niedobór wody.	tekort; schaarste	Deze stad heeft in de winter een watertekort.	brist; underskott	Den här staden har vattenbrist på vintern.	mangel; knapphet	Denne byen har vannmangel om vinteren.	mangel; knaphed	Denne by har vandmangel om vinteren.	pula; vajaus	Tässä kaupungissa on talvella pulaa vedestä.
3930:对接	对接	对接	integrować; koordynować	Dwa systemy są właśnie integrowane.	koppelen; afstemmen	De twee systemen worden momenteel gekoppeld.	koppla samman; samordna	De två systemen kopplas samman just nu.	koble sammen; koordinere	De to systemene blir koblet sammen nå.	koble sammen; koordinere	De to systemer bliver koblet sammen nu.	yhdistää; koordinoida	Kahta järjestelmää yhdistetään parhaillaan.
3936:多才多艺	多才多艺	多才多艺	wszechstronnie utalentowany; wielostronny	Jest wszechstronnie utalentowana: maluje i gra na pianinie.	veelzijdig getalenteerd	Ze is veelzijdig getalenteerd en kan schilderen en piano spelen.	mångsidigt begåvad	Hon är mångsidigt begåvad och kan både måla och spela piano.	allsidig begavet	Hun er allsidig begavet og kan både male og spille piano.	alsidigt begavet	Hun er alsidigt begavet og kan både male og spille klaver.	monilahjakas	Hän on monilahjakas ja osaa sekä maalata että soittaa pianoa.
3938:多媒体	多媒体	多媒体	multimedia; treści multimedialne	W klasie jest sprzęt multimedialny.	multimedia; multimediale middelen	Er is multimedia-apparatuur in het klaslokaal.	multimedia; multimediala medier	Det finns multimediautrustning i klassrummet.	multimedia; multimediale medier	Det finnes multimedieutstyr i klasserommet.	multimedier; multimediale midler	Der er multimedieudstyr i klasselokalet.	multimedia; monimediainen sisältö	Luokkahuoneessa on multimedialaitteita.
3940:多元	多元	多元	różnorodny; pluralistyczny	Szkoła zachęca do różnorodnej wymiany kulturowej.	divers; pluralistisch	De school moedigt diverse culturele uitwisseling aan.	mångfaldig; pluralistisk	Skolan uppmuntrar mångsidigt kulturellt utbyte.	mangfoldig; pluralistisk	Skolen oppmuntrer til mangfoldig kulturutveksling.	mangfoldig; pluralistisk	Skolen opfordrer til mangfoldig kulturudveksling.	monimuotoinen; pluralistinen	Koulu kannustaa monimuotoiseen kulttuurivaihtoon.
3941:夺	夺	夺	wyrwać; przejąć siłą	W ostatniej sekundzie wyrwał piłkę.	grijpen; afpakken	Hij pakte de bal in de laatste seconde af.	rycka åt sig; ta med våld	Han ryckte åt sig bollen i sista sekunden.	ta; rive til seg	Han rev til seg ballen i siste sekund.	tage; rive til sig	Han rev bolden til sig i sidste sekund.	napata; vallata väkisin	Hän nappasi pallon viimeisellä sekunnilla.
3942:夺取	夺取	夺取	zdobyć; wywalczyć	Sportowiec ciężko pracował, by zdobyć mistrzostwo.	veroveren; winnen	De atleet werkte hard om het kampioenschap te winnen.	erövra; vinna	Idrottaren kämpade hårt för att vinna mästerskapet.	erobre; vinne	Utøveren jobbet hardt for å vinne mesterskapet.	erobre; vinde	Atleten arbejdede hårdt for at vinde mesterskabet.	voittaa; vallata	Urheilija teki kovasti töitä voittaakseen mestaruuden.
3943:躲避	躲避	躲避	unikać; uchylać się	Piesi uciekali przed nagłą ulewą.	ontwijken; vermijden	Voetgangers probeerden de plotselinge stortregen te ontwijken.	undvika; väja för	Fotgängarna försökte undvika det plötsliga skyfallet.	unngå; vike unna	Fotgjengerne prøvde å unngå det plutselige regnet.	undgå; vige uden om	Fodgængerne forsøgte at undgå den pludselige regn.	välttää; väistää	Jalankulkijat yrittivät väistää äkillistä rankkasadetta.
3946:儿科	儿科	儿科	pediatria; oddział dziecięcy	Oddział dziecięcy w tym szpitalu jest bardzo znany.	kindergeneeskunde; kinderafdeling	De kinderafdeling van dit ziekenhuis is bekend.	pediatrik; barnmedicin	Barnavdelningen på det här sjukhuset är välkänd.	pediatri; barneavdeling	Barneavdelingen ved dette sykehuset er kjent.	pædiatri; børneafdeling	Børneafdelingen på dette hospital er kendt.	pediatria; lastenosasto	Tämän sairaalan lastenosasto on tunnettu.
3949:发病	发病	发病	zachorować; pojawić się choroba	Ta choroba zwykle pojawia się wiosną.	ziek worden; zich ontwikkelen	Deze ziekte ontwikkelt zich meestal in het voorjaar.	insjukna; bryta ut	Sjukdomen bryter vanligtvis ut på våren.	bli syk; bryte ut	Denne sykdommen bryter vanligvis ut om våren.	blive syg; bryde ud	Denne sygdom bryder normalt ud om foråret.	sairastua; puhjeta	Tämä sairaus puhkeaa yleensä keväällä.
3951:发电	发电	发电	wytwarzać prąd; produkować energię elektryczną	Turbiny wiatrowe mogą służyć do wytwarzania prądu.	elektriciteit opwekken	Windturbines kunnen worden gebruikt om elektriciteit op te wekken.	producera el	Vindkraftverk kan användas för att producera el.	produsere strøm	Vindturbiner kan brukes til å produsere strøm.	producere strøm	Vindmøller kan bruges til at producere strøm.	tuottaa sähköä	Tuulivoimaloita voidaan käyttää sähkön tuottamiseen.
3953:发放	发放	发放	rozdawać; wydawać	Szkoła jutro wyda nowe podręczniki.	uitdelen; uitgeven	De school deelt morgen nieuwe lesboeken uit.	dela ut; utfärda	Skolan delar ut nya läroböcker i morgon.	dele ut; utstede	Skolen deler ut nye lærebøker i morgen.	uddele; udstede	Skolen uddeler nye lærebøger i morgen.	jakaa; myöntää	Koulu jakaa huomenna uudet oppikirjat.
3954:发光	发光	发光	świecić; emitować światło	Te małe owady świecą nocą.	licht geven; schijnen	Deze kleine insecten geven 's nachts licht.	lysa; avge ljus	De här små insekterna lyser på natten.	lyse; avgi lys	Disse små insektene lyser om natten.	lyse; udsende lys	Disse små insekter lyser om natten.	loistaa; säteillä valoa	Nämä pienet hyönteiset loistavat yöllä.
3959:法定	法定	法定	ustawowy; prawny	W ustawowe święta wszyscy mogą odpocząć.	wettelijk; statutair	Iedereen kan rusten op wettelijke feestdagen.	lagstadgad; juridisk	På lagstadgade helgdagar kan alla vila.	lovfestet; juridisk	På lovfestede helligdager kan alle hvile.	lovbestemt; juridisk	På lovbestemte helligdage kan alle hvile.	lakisääteinen; laillinen	Lakisääteisinä vapaapäivinä kaikki voivat levätä.
3960:法官	法官	法官	sędzia	Sędzia ogłosił wyrok.	rechter	De rechter maakte het vonnis bekend.	domare	Domaren meddelade domen.	dommer	Dommeren kunngjorde dommen.	dommer	Dommeren afsagde dommen.	tuomari	Tuomari julisti päätöksen.
3961:法规	法规	法规	przepisy; regulacje	Firmy muszą przestrzegać przepisów ochrony środowiska.	wet- en regelgeving	Bedrijven moeten de milieuregels naleven.	lagar och regler	Företag måste följa miljölagar och regler.	lover og regler	Bedrifter må følge miljølover og regler.	love og regler	Virksomheder skal overholde miljølove og regler.	lait ja määräykset	Yritysten täytyy noudattaa ympäristölakeja ja -määräyksiä.
3968:犯	犯	犯	popełnić; naruszyć	Popełnił poważny błąd.	begaan; overtreden	Hij maakte een ernstige fout.	begå; bryta mot	Han begick ett allvarligt misstag.	begå; bryte	Han begikk en alvorlig feil.	begå; overtræde	Han begik en alvorlig fejl.	tehdä; rikkoa	Hän teki vakavan virheen.
3969:方方面面	方方面面	方方面面	wszystkie aspekty; każda strona	Ta reforma wpływa na wszystkie aspekty społeczeństwa.	alle aspecten	Deze hervorming raakt alle aspecten van de samenleving.	alla aspekter	Den här reformen påverkar alla aspekter av samhället.	alle aspekter	Denne reformen påvirker alle aspekter av samfunnet.	alle aspekter	Denne reform påvirker alle aspekter af samfundet.	kaikki osa-alueet	Tämä uudistus vaikuttaa yhteiskunnan kaikkiin osa-alueisiin.
3973:房价	房价	房价	ceny mieszkań; ceny nieruchomości	Ceny mieszkań w tym mieście są wysokie.	huizenprijzen; woningprijzen	De huizenprijzen in deze stad zijn hoog.	bostadspriser	Bostadspriserna i den här staden är höga.	boligpriser	Boligprisene i denne byen er høye.	boligpriser	Boligpriserne i denne by er høje.	asuntojen hinnat	Asuntojen hinnat tässä kaupungissa ovat korkeat.
3975:访谈	访谈	访谈	wywiad; przeprowadzać wywiad	Dziennikarz przeprowadza wywiad z pisarzem.	vraaggesprek; interviewen	De journalist voert een vraaggesprek met de schrijver.	intervju; intervjua	Journalisten gör en intervju med författaren.	intervju; intervjue	Journalisten gjør et intervju med forfatteren.	interview; interviewe	Journalisten laver et interview med forfatteren.	haastattelu; haastatella	Toimittaja tekee haastattelua kirjailijan kanssa.
3977:放飞	放飞	放飞	wypuścić; puszczać w powietrze	Dzieci puszczały latawce na trawie.	oplaten; loslaten	De kinderen lieten vliegers op op het gras.	släppa upp; låta flyga	Barnen flög drakar på gräset.	slippe opp; la fly	Barna fløy drager på gresset.	sende op; lade flyve	Børnene fløj med drager på græsset.	lennättää; päästää lentoon	Lapset lennättivät leijoja nurmikolla.
3978:飞速	飞速	飞速	błyskawicznie; bardzo szybko	Technologia rozwija się błyskawicznie.	razendsnel; met hoge snelheid	Technologie ontwikkelt zich razendsnel.	i rasande fart; mycket snabbt	Tekniken utvecklas i rasande fart.	i rasende fart; svært raskt	Teknologien utvikler seg i rasende fart.	med rivende fart; meget hurtigt	Teknologien udvikler sig med rivende fart.	huimaa vauhtia; nopeasti	Teknologia kehittyy huimaa vauhtia.
3979:肥	肥	肥	tłusty; żyzny	Ta ziemia jest żyzna i nadaje się pod warzywa.	vet; vruchtbaar	Deze grond is vruchtbaar en geschikt om groenten te verbouwen.	fet; bördig	Den här jorden är bördig och passar för grönsaksodling.	fet; fruktbar	Denne jorden er fruktbar og egner seg til å dyrke grønnsaker.	fed; frugtbar	Denne jord er frugtbar og egner sig til at dyrke grøntsager.	lihava; hedelmällinen	Tämä maa on hedelmällistä ja sopii vihannesten viljelyyn.
3980:肥胖	肥胖	肥胖	otyłość; otyły	Otyłość zwiększa ryzyko zdrowotne.	obesitas; zwaarlijvig	Obesitas verhoogt gezondheidsrisico's.	fetma; överviktig	Fetma ökar hälsoriskerna.	fedme; overvektig	Fedme øker helserisikoen.	fedme; overvægtig	Fedme øger sundhedsrisikoen.	lihavuus; ylipainoinen	Lihavuus lisää terveysriskejä.
3983:肺炎	肺炎	肺炎	zapalenie płuc	Lekarz powiedział, że ma zapalenie płuc.	longontsteking	De dokter zei dat hij longontsteking had.	lunginflammation	Läkaren sade att han hade lunginflammation.	lungebetennelse	Legen sa at han hadde lungebetennelse.	lungebetændelse	Lægen sagde, at han havde lungebetændelse.	keuhkokuume	Lääkäri sanoi, että hänellä oli keuhkokuume.
3984:分工	分工	分工	podział pracy; podział zadań	Podział zadań w zespole jest bardzo jasny.	taakverdeling; arbeidsverdeling	De taakverdeling binnen het team is heel duidelijk.	arbetsfördelning	Arbetsfördelningen i teamet är mycket tydlig.	arbeidsdeling; oppgavefordeling	Oppgavefordelingen i teamet er veldig tydelig.	arbejdsdeling; opgavefordeling	Opgavefordelingen i teamet er meget tydelig.	työnjako; tehtävänjako	Tiimin työnjako on hyvin selkeä.
3985:分级	分级	分级	klasyfikować poziomami; stopniować	Te materiały trzeba podzielić według poziomu trudności.	indelen naar niveau; classificeren	Deze materialen moeten naar moeilijkheid worden ingedeeld.	nivåindela; klassificera	Materialet behöver nivåindelas efter svårighet.	nivådele; klassifisere	Disse materialene må nivåinndeles etter vanskelighetsgrad.	niveauinddele; klassificere	Disse materialer skal niveauinddeles efter sværhedsgrad.	luokitella tasoittain; asteistaa	Nämä materiaalit pitää luokitella vaikeustason mukaan.
3986:分期	分期	分期	na raty; etapami	Wybrał płatność na raty.	in termijnen; in fasen	Hij koos ervoor om in termijnen te betalen.	på avbetalning; etappvis	Han valde att betala på avbetalning.	på avbetaling; i faser	Han valgte å betale på avbetaling.	på afbetaling; i etaper	Han valgte at betale på afbetaling.	osamaksulla; vaiheittain	Hän valitsi maksun osamaksulla.
3988:氛围	氛围	氛围	atmosfera; nastrój	Atmosfera w biurze jest swobodna.	sfeer; atmosfeer	De sfeer op kantoor is ontspannen.	atmosfär; stämning	Atmosfären på kontoret är avslappnad.	atmosfære; stemning	Stemningen på kontoret er avslappet.	atmosfære; stemning	Stemningen på kontoret er afslappet.	ilmapiiri; tunnelma	Toimiston ilmapiiri on rento.
3989:粉	粉	粉	proszek; mąka; różowy	Z tego proszku można zrobić ciasto.	poeder; meel; roze	Met dit poeder kun je cake maken.	pulver; mjöl; rosa	Det här pulvret kan användas till att baka kaka.	pulver; mel; rosa	Dette pulveret kan brukes til å lage kake.	pulver; mel; lyserød	Dette pulver kan bruges til at lave kage.	jauhe; jauho; vaaleanpunainen	Tästä jauheesta voi tehdä kakkua.
3993:风力	风力	风力	siła wiatru; energia wiatrowa	Dziś nad morzem wieje silny wiatr.	windkracht; windenergie	De windkracht aan zee is vandaag sterk.	vindstyrka; vindkraft	Vindstyrkan vid havet är hög i dag.	vindstyrke; vindkraft	Vindstyrken ved sjøen er høy i dag.	vindstyrke; vindkraft	Vindstyrken ved havet er høj i dag.	tuulen voimakkuus; tuulivoima	Meren rannalla tuuli on tänään voimakas.
3995:风雨	风雨	风雨	wiatr i deszcz; przeciwności	Choć wiatr i deszcz były silne, dotarł na czas.	wind en regen; tegenspoed	Hoe zwaar de wind en regen ook waren, hij kwam op tijd aan.	vind och regn; svårigheter	Hur hård vinden och regnet än var kom han i tid.	vind og regn; motgang	Uansett hvor sterk vinden og regnet var, kom han fram i tide.	vind og regn; modgang	Uanset hvor hård vind og regn var, kom han frem til tiden.	tuuli ja sade; vastoinkäymiset	Vaikka tuuli ja sade olivat kovia, hän saapui ajoissa.
3998:服	服	服	uznać; być przekonanym	Wszyscy uznają jego umiejętności.	overtuigd zijn; zich schikken	Iedereen is overtuigd van zijn kunnen.	vara övertygad; ge sig	Alla är övertygade om hans förmåga.	være overbevist; bøye seg	Alle er overbevist om evnene hans.	være overbevist; føje sig	Alle er overbeviste om hans evner.	vakuuttua; alistua	Kaikki ovat vakuuttuneita hänen kyvyistään.
3999:浮	浮	浮	unosić się; pływać po powierzchni	Liście unoszą się na powierzchni wody.	drijven	De bladeren drijven op het wateroppervlak.	flyta	Löven flyter på vattenytan.	flyte	Bladene flyter på vannoverflaten.	flyde	Bladene flyder på vandoverfladen.	kellua	Lehdet kelluvat veden pinnalla.
4004:服用	服用	服用	przyjmować lek	Proszę przyjmować lek zgodnie z instrukcją.	innemen; gebruiken	Neem het medicijn volgens de instructies in.	ta medicin	Ta medicinen enligt anvisningarna.	ta medisin	Ta medisinen i henhold til instruksjonene.	tage medicin	Tag medicinen efter anvisningerne.	ottaa lääkettä	Ota lääke ohjeiden mukaan.
4010:负面	负面	负面	negatywny; ujemny	Ta wiadomość przyniosła negatywny wpływ.	negatief	Dit nieuws had een negatieve invloed.	negativ	Den här nyheten fick en negativ effekt.	negativ	Denne nyheten hadde en negativ virkning.	negativ	Denne nyhed havde en negativ virkning.	kielteinen; negatiivinen	Tämä uutinen toi kielteisen vaikutuksen.
4013:该2	该2	该	wspomniany; ten	Wspomniany projekt już się zakończył.	genoemd; dit	Het genoemde project is al afgerond.	nämnd; detta	Det nämnda projektet är redan avslutat.	nevnt; dette	Det nevnte prosjektet er allerede avsluttet.	nævnt; dette	Det nævnte projekt er allerede afsluttet.	kyseinen; tämä	Kyseinen projekti on jo päättynyt.
4014:改编	改编	改编	adaptować; przerabiać	Ten film powstał na podstawie powieści.	bewerken; aanpassen	Deze film is bewerkt naar een roman.	bearbeta; adaptera	Filmen är baserad på en roman.	bearbeide; tilpasse	Denne filmen er basert på en roman.	bearbejde; adaptere	Denne film er baseret på en roman.	sovittaa; muokata	Tämä elokuva on sovitettu romaanista.
4015:改造	改造	改造	przekształcić; wyremontować	Stara fabryka została przekształcona w bibliotekę.	verbouwen; transformeren	De oude fabriek werd omgebouwd tot bibliotheek.	bygga om; omvandla	Den gamla fabriken byggdes om till bibliotek.	bygge om; omdanne	Den gamle fabrikken ble bygget om til bibliotek.	ombygge; omdanne	Den gamle fabrik blev ombygget til bibliotek.	muuttaa; kunnostaa	Vanha tehdas muutettiin kirjastoksi.
4016:概率	概率	概率	prawdopodobieństwo	Prawdopodobieństwo sukcesu nie jest wysokie.	waarschijnlijkheid; kans	De kans op succes is niet groot.	sannolikhet	Sannolikheten för framgång är inte hög.	sannsynlighet	Sannsynligheten for å lykkes er ikke høy.	sandsynlighed	Sandsynligheden for succes er ikke høj.	todennäköisyys	Onnistumisen todennäköisyys ei ole suuri.
4017:肝	肝	肝	wątroba	Zbyt dużo alkoholu szkodzi wątrobie.	lever	Te veel alcohol drinken kan de lever beschadigen.	lever	Att dricka för mycket alkohol kan skada levern.	lever	Å drikke for mye alkohol kan skade leveren.	lever	At drikke for meget alkohol kan skade leveren.	maksa	Liiallinen alkoholin juominen voi vahingoittaa maksaa.
4024:赶忙	赶忙	赶忙	śpieszyć się; pospiesznie	Gdy usłyszał dzwonek, pospiesznie wybiegł.	zich haasten; haastig	Toen hij de bel hoorde, rende hij haastig naar buiten.	skynda sig; hastigt	När han hörde klockan sprang han hastigt ut.	skynde seg; i all hast	Da han hørte klokken, løp han raskt ut.	skynde sig; i hast	Da han hørte klokken, løb han hurtigt ud.	kiirehtiä; kiireesti	Kuultuaan kellon hän juoksi kiireesti ulos.
4027:钢笔	钢笔	钢笔	pióro wieczne	Pisze listy piórem wiecznym.	vulpen	Hij schrijft brieven met een vulpen.	reservoarpenna	Han skriver brev med reservoarpenna.	fyllepenn	Han skriver brev med fyllepenn.	fyldepen	Han skriver breve med fyldepen.	mustekynä	Hän kirjoittaa kirjeitä mustekynällä.
4030:高层	高层	高层	kierownictwo wyższego szczebla; wysokościowiec	Kierownictwo firmy omawia nową strategię.	topmanagement; hoogbouw	Het topmanagement van het bedrijf bespreekt een nieuwe strategie.	högsta ledning; höghus	Företagsledningen diskuterar en ny strategi.	toppledelse; høybygg	Selskapets toppledelse diskuterer en ny strategi.	topledelse; højhus	Virksomhedens topledelse diskuterer en ny strategi.	ylin johto; korkea rakennus	Yhtiön ylin johto keskustelee uudesta strategiasta.
4032:高等	高等	高等	wyższy; zaawansowany	Otrzymuje wyższe wykształcenie.	hoger; geavanceerd	Hij volgt hoger onderwijs.	högre; avancerad	Han får högre utbildning.	høyere; avansert	Han tar høyere utdanning.	højere; avanceret	Han tager en videregående uddannelse.	korkeampi; edistynyt	Hän saa korkeakoulutusta.
4033:高端	高端	高端	z wyższej półki; luksusowy	Ten sklep sprzedaje głównie telefony z wyższej półki.	luxe; hoogwaardig	Deze winkel verkoopt vooral hoogwaardige mobiele telefoons.	exklusiv; avancerad	Den här butiken säljer främst exklusiva mobiltelefoner.	eksklusiv; avansert	Denne butikken selger hovedsakelig eksklusive mobiltelefoner.	eksklusiv; avanceret	Denne butik sælger primært eksklusive mobiltelefoner.	huippuluokan; laadukas	Tämä kauppa myy pääasiassa huippuluokan matkapuhelimia.
4036:高手	高手	高手	ekspert; mistrz	Jest mistrzem gry w szachy.	expert; vakman	Hij is een expert in schaken.	expert; skicklig person	Han är expert på schack.	ekspert; dyktig person	Han er ekspert i sjakk.	ekspert; dygtig person	Han er ekspert i skak.	asiantuntija; taituri	Hän on shakin taituri.
4037:高新技术	高新技术	高新技术	zaawansowane nowe technologie	Ta firma specjalizuje się w zaawansowanych nowych technologiach.	geavanceerde nieuwe technologie	Dit bedrijf is gespecialiseerd in geavanceerde nieuwe technologie.	avancerad ny teknik	Det här företaget specialiserar sig på avancerad ny teknik.	avansert ny teknologi	Dette selskapet spesialiserer seg på avansert ny teknologi.	avanceret ny teknologi	Denne virksomhed specialiserer sig i avanceret ny teknologi.	huipputeknologia; uusi teknologia	Tämä yritys on erikoistunut huipputeknologiaan.
4038:高原	高原	高原	płaskowyż	Na Wyżynie Tybetańskiej powietrze jest dość rozrzedzone.	hoogvlakte; plateau	De lucht op het Qinghai-Tibetaanse plateau is vrij ijl.	högplatå	Luften på Qinghai-Tibet-platån är ganska tunn.	høyplatå	Luften på Qinghai-Tibet-platået er ganske tynn.	højslette; plateau	Luften på Qinghai-Tibet-plateauet er ret tynd.	ylänkö	Qinghai-Tiibetin ylängöllä ilma on melko ohutta.
4040:稿子	稿子	稿子	szkic; rękopis	Proszę wysłać rękopis redaktorowi.	concept; manuscript	Stuur het manuscript naar de redacteur.	utkast; manus	Skicka manuset till redaktören.	utkast; manus	Send manuset til redaktøren.	udkast; manuskript	Send manuskriptet til redaktøren.	luonnos; käsikirjoitus	Lähetä käsikirjoitus toimittajalle.
