hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
2285:调研	调研	调研	သုတေသနပြုသည်; စစ်တမ်းကောက်သည်	အဖွဲ့က လူငယ်တွေရဲ့ စားသုံးမှုအလေ့အထကို သုတေသနပြုနေတယ်။	ស្រាវជ្រាវ; ស្ទង់មតិ	ក្រុមកំពុងស្រាវជ្រាវទម្លាប់ប្រើប្រាស់របស់យុវជន។	ວິໄຈ; ສຳຫຼວດ	ທີມກຳລັງສຳຫຼວດນິໄສການບໍລິໂພກຂອງໄວໜຸ່ມ.	अनुसन्धान गर्नु; सर्वेक्षण गर्नु	टोलीले युवाहरूको उपभोग बानीबारे अनुसन्धान गर्दै छ।
2287:丢失	丢失	丢失	ပျောက်ဆုံးသည်	စာရွက်စာတမ်း ပျောက်သွားရင် အမြန်ဆုံး ရဲကို အသိပေးရမယ်။	បាត់បង់	បើឯកសារបាត់ ត្រូវរាយការណ៍ទៅប៉ូលិសឱ្យបានឆាប់។	ສູນເສຍ; ຫາຍ	ຖ້າເອກະສານຫາຍ ຕ້ອງແຈ້ງຕຳຫຼວດໃຫ້ໄວທີ່ສຸດ.	हराउनु	कागजात हराएमा छिटोभन्दा छिटो प्रहरीलाई खबर गर्नुपर्छ।
2290:动画	动画	动画	ကာတွန်းရုပ်ရှင်; အန်နီမေးရှင်း	ကလေးတွေက ဒီကာတွန်းရုပ်ရှင်ကို ကြည့်ရတာ ကြိုက်တယ်။	គំនូរជីវចល	ក្មេងៗចូលចិត្តមើលគំនូរជីវចលនេះ។	ກາຕູນເຄື່ອນໄຫວ; ອະນິເມຊັນ	ເດັກນ້ອຍມັກເບິ່ງກາຕູນເລື່ອງນີ້.	एनिमेसन; कार्टुन	बालबालिकाले यो एनिमेसन हेर्न मन पराउँछन्।
2291:动人	动人	动人	စိတ်လှုပ်ရှားစေသော; ထိမိသော	သူမရဲ့ ဇာတ်လမ်းက အလွန်စိတ်ထိခိုက်စရာကောင်းတယ်။	រំជួលចិត្ត	រឿងរបស់នាងរំជួលចិត្តខ្លាំងណាស់។	ຈັບໃຈ; ຊາບຊຶ້ງ	ເລື່ອງຂອງນາງຈັບໃຈຫຼາຍ.	मन छुने; भावुक	उनको कथा धेरै मन छुने छ।
2294:豆浆	豆浆	豆浆	ပဲနို့	နံနက်စာအတွက် ပဲနို့ပူတစ်ခွက် သောက်ခဲ့တယ်။	ទឹកសណ្តែកសៀង	អាហារពេលព្រឹក ខ្ញុំបានផឹកទឹកសណ្តែកសៀងក្តៅមួយកែវ។	ນ້ຳນົມຖົ່ວເຫຼືອງ	ອາຫານເຊົ້າຂ້ອຍດື່ມນ້ຳນົມຖົ່ວເຫຼືອງຮ້ອນໜຶ່ງແກ້ວ.	सोया दूध	बिहानको खानामा मैले एक गिलास तातो सोया दूध पिएँ।
2297:读音	读音	读音	အသံထွက်	ဒီအက္ခရာမှာ အသုံးများတဲ့ အသံထွက်နှစ်မျိုးရှိတယ်။	ការបញ្ចេញសំឡេង	អក្សរនេះមានការបញ្ចេញសំឡេងធម្មតាពីរ។	ການອອກສຽງ	ຕົວອັກສອນນີ້ມີການອອກສຽງທີ່ໃຊ້ທົ່ວໄປສອງແບບ.	उच्चारण	यो अक्षरका दुई सामान्य उच्चारण छन्।
2298:独自	独自	独自	တစ်ယောက်တည်း	သူမက ဒီတာဝန်ကို တစ်ယောက်တည်း ပြီးမြောက်စေခဲ့တယ်။	ដោយខ្លួនឯង; តែម្នាក់ឯង	នាងបានបញ្ចប់ភារកិច្ចនេះដោយខ្លួនឯង។	ຄົນດຽວ; ດ້ວຍຕົນເອງ	ນາງເຮັດໜ້າວຽກນີ້ສຳເລັດດ້ວຍຕົນເອງ.	एक्लै; आफैँ	उनले यो काम एक्लै पूरा गरिन्।
2299:堵	堵	堵	ပိတ်ဆို့သည်; ယာဉ်ကြောပိတ်သည်	မနက်ပိုင်း အများဆုံးအချိန်မှာ ဒီလမ်းက မကြာခဏ ပိတ်တတ်တယ်။	ស្ទះ; បិទ	ម៉ោងចរាចរណ៍ព្រឹក ផ្លូវនេះស្ទះជាញឹកញាប់។	ຕິດຂັດ; ອຸດຕັນ	ໃນຊ່ວງເຊົ້າທີ່ຈະລາຈອນໜາແໜ້ນ ຖະໜົນນີ້ມັກຕິດຂັດ.	जाम हुनु; रोक्नु	बिहानको भीड समयमा यो बाटो प्रायः जाम हुन्छ।
2300:度	度	度	ဒီဂရီ; အတိုင်းအတာ	ဒီနေ့ အပူချိန်က ဆယ်ဒီဂရီပဲ ရှိတယ်။	ដឺក្រេ; កម្រិត	ថ្ងៃនេះសីតុណ្ហភាពមានតែដប់ដឺក្រេប៉ុណ្ណោះ។	ອົງສາ; ລະດັບ	ອຸນຫະພູມມື້ນີ້ມີແຕ່ສິບອົງສາ.	डिग्री; मापन	आज तापक्रम केवल दस डिग्री छ।
2301:短处	短处	短处	အားနည်းချက်; ချို့ယွင်းချက်	လူတိုင်းမှာ ကိုယ့်အားသာချက်နဲ့ အားနည်းချက် ရှိတယ်။	ចំណុចខ្សោយ; កង្វះខាត	មនុស្សគ្រប់គ្នាមានចំណុចខ្លាំងនិងចំណុចខ្សោយរបស់ខ្លួន។	ຈຸດອ່ອນ; ຂໍ້ບົກພ່ອງ	ທຸກຄົນມີຈຸດແຂງແລະຈຸດອ່ອນຂອງຕົນເອງ.	कमजोरी; कमी	हरेक व्यक्तिका आफ्नै बलिया पक्ष र कमजोरी हुन्छन्।
2302:短期	短期	短期	ရေတိုသော	ရေတိုအစီအစဉ်က ရိုးရှင်းပြီး ရှင်းလင်းရမယ်။	រយៈពេលខ្លី	ផែនការរយៈពេលខ្លីត្រូវតែងាយនិងច្បាស់។	ໄລຍະສັ້ນ	ແຜນໄລຍະສັ້ນຕ້ອງງ່າຍແລະຊັດເຈນ.	अल्पकालीन	अल्पकालीन योजना सरल र स्पष्ट हुनुपर्छ।
2312:躲	躲	躲	ပုန်းသည်; ရှောင်သည်	ကလေးက တံခါးနောက်မှာ ပုန်းပြီး ရယ်နေတယ်။	លាក់ខ្លួន; គេច	ក្មេងលាក់ខ្លួននៅក្រោយទ្វារហើយសើច។	ຫຼົບ; ເຊື່ອງ	ເດັກນ້ອຍຫຼົບຢູ່ຫຼັງປະຕູແລ້ວຫົວ.	लुक्नु; टार्नु	बच्चा ढोकापछाडि लुकेर हाँस्यो।
2313:儿女	儿女	儿女	သားသမီးများ	အသက်ကြီးသူက သားသမီးတွေ အိမ်ကို မကြာခဏ ပြန်လာကြစေချင်တယ်။	កូនៗ; កូនប្រុសកូនស្រី	មនុស្សចាស់ចង់ឱ្យកូនៗត្រឡប់មកផ្ទះញឹកញាប់។	ລູກຫຼານ; ລູກຊາຍລູກສາວ	ຄົນເຖົ້າຫວັງໃຫ້ລູກຫຼານກັບບ້ານມາເບິ່ງຢູ່ເລື້ອຍໆ.	छोराछोरी	बूढाबूढीले छोराछोरीले बारम्बार घर फर्केर भेटोस् भन्ने चाहन्छन्।
2314:二手	二手	二手	တစ်ပတ်ရစ်	ဒါက တစ်ပတ်ရစ်စက်ဘီးတစ်စီးပါ။	ជជុះ; ប្រើរួច	នេះជាកង់ជជុះមួយ។	ມືສອງ; ໃຊ້ແລ້ວ	ນີ້ແມ່ນລົດຖີບມືສອງຄັນໜຶ່ງ.	सेकेन्ड ह्यान्ड; प्रयोग भइसकेको	यो एउटा सेकेन्ड ह्यान्ड साइकल हो।
2315:二维码	二维码	二维码	QR ကုဒ်	အစားအစာမှာဖို့ စားပွဲပေါ်က QR ကုဒ်ကို စကင်ဖတ်ပါ။	កូដ QR	សូមស្កេនកូដ QR លើតុដើម្បីកុម្ម៉ង់អាហារ។	ລະຫັດ QR	ກະລຸນາສະແກນລະຫັດ QR ເທິງໂຕະເພື່ອສັ່ງອາຫານ.	QR कोड	खाना अर्डर गर्न टेबलको QR कोड स्क्यान गर्नुहोस्।
2321:发起	发起	发起	စတင်လုပ်ဆောင်သည်; စတင်တင်ပြသည်	သူတို့က ပတ်ဝန်းကျင်ကာကွယ်ရေးလှုပ်ရှားမှုတစ်ခု စတင်ခဲ့ကြတယ်။	ផ្តួចផ្តើម; ចាប់ផ្តើម	ពួកគេបានផ្តួចផ្តើមសកម្មភាពការពារបរិស្ថានមួយ។	ເລີ່ມຕົ້ນ; ຮິເລີ່ມ	ພວກເຂົາເລີ່ມກິດຈະກຳຮັກສາສິ່ງແວດລ້ອມຄັ້ງໜຶ່ງ.	आरम्भ गर्नु; सुरु गर्नु	उनीहरूले वातावरण संरक्षण अभियान सुरु गरे।
2323:发音	发音	发音	အသံထွက်သည်; အသံထွက်	သူ့တရုတ်အသံထွက်က ပိုပို ရှင်းလာတယ်။	បញ្ចេញសំឡេង; ការបញ្ចេញសំឡេង	ការបញ្ចេញសំឡេងចិនរបស់គាត់កាន់តែច្បាស់ឡើង។	ອອກສຽງ; ການອອກສຽງ	ການອອກສຽງພາສາຈີນຂອງລາວຊັດເຈນຂຶ້ນເລື້ອຍໆ.	उच्चारण गर्नु; उच्चारण	उसको चिनियाँ उच्चारण झन् स्पष्ट हुँदै गएको छ।
2324:罚	罚	罚	အပြစ်ပေးသည်; ဒဏ်ငွေရိုက်သည်	ယာဉ်မောင်းက အရှိန်လွန်မောင်းလို့ ယွမ်နှစ်ရာ ဒဏ်ရိုက်ခံရတယ်။	ពិន័យ; ដាក់ទណ្ឌកម្ម	អ្នកបើកបរត្រូវពិន័យពីររយយ័នព្រោះបើកលើសល្បឿនកំណត់។	ປັບໄໝ; ລົງໂທດ	ຄົນຂັບຖືກປັບສອງຮ້ອຍຢວນເພາະຂັບເກີນຄວາມໄວ.	सजाय दिनु; जरिवाना गर्नु	चालकलाई गति सीमा नाघेकाले दुई सय युआन जरिवाना गरियो।
2328:番茄	番茄	番茄	ခရမ်းချဉ်သီး	ကျွန်တော် ခရမ်းချဉ်သီးနဲ့ ဟင်းချိုလုပ်ရတာ ကြိုက်တယ်။	ប៉េងប៉ោះ	ខ្ញុំចូលចិត្តយកប៉េងប៉ោះធ្វើស៊ុប។	ໝາກເລັ່ນ	ຂ້ອຍມັກໃຊ້ໝາກເລັ່ນເຮັດແກງ.	टमाटर	मलाई टमाटरले सुप बनाउन मन पर्छ।
2330:反	反	反	ဆန့်ကျင်ဘက်; ဆန့်ကျင်သည်	သူက ဆန့်ကျင်ဘက်လမ်းကြောင်းကို လျှောက်နေတော့ တံခါးကို မတွေ့တာ သဘာဝပါပဲ။	ផ្ទុយ; ប្រឆាំង	គាត់ដើរទិសផ្ទុយ ដូច្នេះរកទ្វារមិនឃើញជារឿងធម្មតា។	ກົງກັນຂ້າມ; ຕ້ານ	ລາວຍ່າງໄປທາງກົງກັນຂ້າມ ຈຶ່ງຫາປະຕູບໍ່ເຫັນແນ່ນອນ.	उल्टो; विरोधी	ऊ उल्टो दिशामा हिँड्यो, त्यसैले ढोका नपाउनु स्वाभाविक हो।
2333:返回	返回	返回	ပြန်လာသည်; ပြန်သွားသည်	ခရီးသွားတွေက နေ့လယ်ပိုင်းမှာ ဟိုတယ်ကို ပြန်ပြီး နားကြတယ်။	ត្រឡប់; វិលត្រឡប់	ភ្ញៀវទេសចរត្រឡប់ទៅសណ្ឋាគារសម្រាកនៅពេលរសៀល។	ກັບຄືນ	ນັກທ່ອງທ່ຽວກັບໂຮງແຮມໃນຕອນບ່າຍເພື່ອພັກຜ່ອນ.	फर्कनु	पर्यटकहरू दिउँसो होटल फर्केर आराम गरे।
2340:防	防	防	ကာကွယ်သည်; တားဆီးသည်	နွေရာသီမှာ နေရောင်ကာကွယ်မှုကို သတိထားရမယ်။	ការពារ; បង្ការ	រដូវក្តៅត្រូវប្រយ័ត្នការពារកម្តៅថ្ងៃ។	ປ້ອງກັນ; ກັນ	ລະດູຮ້ອນຕ້ອງລະວັງການກັນແດດ.	रोकथाम गर्नु; जोगाउनु	गर्मीमा घामबाट जोगिन ध्यान दिनुपर्छ।
2341:房屋	房屋	房屋	အိမ်; အဆောက်အအုံ	မိုးသည်းပြီးနောက် အိမ်တချို့ ပြုပြင်ဖို့ လိုလာတယ်။	ផ្ទះ; អគារ	បន្ទាប់ពីភ្លៀងធ្លាក់ខ្លាំង ផ្ទះខ្លះត្រូវការជួសជុល។	ເຮືອນ; ອາຄານ	ຫຼັງຝົນຕົກໜັກ ເຮືອນບາງຫຼັງຕ້ອງສ້ອມແປງ.	घर; भवन	मुसलधारे वर्षापछि केही घर मर्मत गर्नुपर्ने भयो।
2345:飞行	飞行	飞行	ပျံသန်းသည်; ပျံသန်းမှု	ဒီပျံသန်းမှုက နှစ်နာရီလောက် ကြာမယ်။	ហោះហើរ; ជើងហោះហើរ	ការហោះហើរលើកនេះប្រហែលត្រូវការពេលពីរម៉ោង។	ບິນ; ການບິນ	ການບິນຄັ້ງນີ້ຈະໃຊ້ເວລາປະມານສອງຊົ່ວໂມງ.	उडान; उड्नु	यो उडान करिब दुई घण्टा लाग्छ।
2346:飞行员	飞行员	飞行员	လေယာဉ်မှူး	သူ့အိပ်မက်က လေယာဉ်မှူးဖြစ်ဖို့ပါ။	អ្នកបើកយន្តហោះ	ក្តីសុបិន្តរបស់គាត់គឺក្លាយជាអ្នកបើកយន្តហោះ។	ນັກບິນ	ຄວາມຝັນຂອງລາວແມ່ນການເປັນນັກບິນ.	पाइलट	उसको सपना पाइलट बन्नु हो।
2347:非洲	非洲	非洲	အာဖရိက	သူမက အာဖရိကရဲ့ တောရိုင်းတိရစ္ဆာန်တွေကို လေ့လာနေတယ်။	អាហ្វ្រិក	នាងកំពុងស្រាវជ្រាវសត្វព្រៃនៅអាហ្វ្រិក។	ອາຟຣິກາ	ນາງກຳລັງສຶກສາສັດປ່າໃນອາຟຣິກາ.	अफ्रिका	उनी अफ्रिकाका वन्यजन्तु अध्ययन गर्दै छिन्।
2351:分类	分类	分类	အမျိုးအစားခွဲသည်	စာကြည့်တိုက်က စာအုပ်တွေကို ခေါင်းစဉ်အလိုက် အမျိုးအစားခွဲထားတယ်။	ចាត់ថ្នាក់; បែងចែកប្រភេទ	បណ្ណាល័យចាត់ថ្នាក់សៀវភៅតាមប្រធានបទ។	ຈັດປະເພດ; ແບ່ງປະເພດ	ຫ້ອງສະໝຸດຈັດປະເພດປຶ້ມຕາມຫົວຂໍ້.	वर्गीकरण गर्नु; छुट्याउनु	पुस्तकालयले किताबहरू विषयअनुसार वर्गीकरण गर्छ।
2352:分离	分离	分离	ခွဲခြားသည်; သီးခြားဖြစ်သည်	စက်က ရေနဲ့ဆီကို ခွဲနိုင်တယ်။	បំបែក; ផ្តាច់ចេញ	ម៉ាស៊ីនអាចបំបែកទឹកនិងប្រេងបាន។	ແຍກອອກ	ເຄື່ອງສາມາດແຍກນ້ຳແລະນ້ຳມັນອອກຈາກກັນໄດ້.	छुट्याउनु; अलग गर्नु	मेसिनले पानी र तेल छुट्याउन सक्छ।
2356:分享	分享	分享	မျှဝေသည်	သူမက မိတ်ဆွေတွေနဲ့ အတွေ့အကြုံ မျှဝေချင်တယ်။	ចែករំលែក	នាងសុខចិត្តចែករំលែកបទពិសោធន៍ជាមួយមិត្តភក្តិ។	ແບ່ງປັນ	ນາງຍິນດີແບ່ງປັນປະສົບການກັບໝູ່.	साझा गर्नु	उनी साथीहरूसँग अनुभव साझा गर्न इच्छुक छिन्।
2358:丰富多彩	丰富多彩	丰富多彩	ကြွယ်ဝပြီး အရောင်အသွေးစုံသော	တက္ကသိုလ်ဘဝက ကြွယ်ဝပြီး အရောင်အသွေးစုံတယ်။	សម្បូរបែបនិងចម្រុះពណ៌	ជីវិតសាកលវិទ្យាល័យសម្បូរបែបនិងចម្រុះពណ៌។	ອຸດົມສົມບູນແລະຫຼາກຫຼາຍ	ຊີວິດມະຫາວິທະຍາໄລອຸດົມສົມບູນແລະຫຼາກຫຼາຍ.	समृद्ध र रंगीन	विश्वविद्यालय जीवन समृद्ध र रंगीन हुन्छ।
2367:福	福	福	ကံကောင်းခြင်း; မင်္ဂလာ	နွေဦးပွဲတော်မှာ လူတွေက ကံကောင်းခြင်းစာလုံးကို ကပ်ရတာ ကြိုက်ကြတယ်။	សំណាងល្អ; ពរ	ពេលបុណ្យចូលឆ្នាំចិន មនុស្សចូលចិត្តបិទអក្សរសំណាងល្អ។	ໂຊກດີ; ພອນ	ໃນຊ່ວງບຸນປີໃໝ່ຈີນ ຄົນມັກຕິດຕົວອັກສອນໂຊກດີ.	भाग्य; आशीर्वाद	वसन्त चाडमा मानिसहरू भाग्यको अक्षर टाँस्न मन पराउँछन्।
2371:付出	付出	付出	ပေးဆပ်သည်; ကြိုးစားအားထုတ်သည်	အောင်မြင်မှုအတွက် ရေရှည် ကြိုးစားအားထုတ်မှု လိုအပ်တယ်။	លះបង់; បញ្ចេញកម្លាំង	ភាពជោគជ័យត្រូវការការខិតខំលះបង់រយៈពេលវែង។	ທຸ່ມເທ; ໃຫ້ອອກ	ຄວາມສຳເລັດຕ້ອງການການທຸ່ມເທຄວາມພະຍາຍາມໄລຍະຍາວ.	समर्पण गर्नु; मेहनत लगाउनु	सफलताका लागि लामो समयको मेहनत आवश्यक हुन्छ।
2374:富有	富有	富有	ချမ်းသာသော; ပြည့်ဝသော	ဒီဆောင်းပါးက ခံစားချက်ပြည့်ဝတယ်။	មានសម្បត្តិ; ពេញដោយ	អត្ថបទនេះពេញដោយអារម្មណ៍។	ຮັ່ງມີ; ເຕັມໄປດ້ວຍ	ບົດຄວາມນີ້ເຕັມໄປດ້ວຍອາລົມ.	धनी; भरिपूर्ण	यो लेख भावनाले भरिपूर्ण छ।
2379:改天	改天	改天	နောက်နေ့တစ်နေ့; တခြားနေ့	ဒီနေ့ အရမ်းအလုပ်များတယ်၊ နောက်နေ့မှ ပြန်တွေ့ကြရအောင်။	ថ្ងៃផ្សេង; ថ្ងៃក្រោយ	ថ្ងៃនេះរវល់ពេក យើងជួបគ្នាថ្ងៃក្រោយ។	ມື້ອື່ນ; ມື້ໜ້າ	ມື້ນີ້ຫຍຸ້ງຫຼາຍ ພວກເຮົາຄ່ອຍພົບກັນມື້ໜ້າ.	अर्को दिन	आज धेरै व्यस्त छ, हामी अर्को दिन भेटौँला।
2384:敢于	敢于	敢于	ရဲရဲဝံ့ဝံ့လုပ်ရဲသည်	သူက ကိုယ့်အမြင်ကို ရဲရဲဝံ့ဝံ့ ပြောရဲတယ်။	ហ៊ាន; ក្លាហានក្នុងការ	គាត់ហ៊ាននិយាយមតិរបស់ខ្លួន។	ກ້າທີ່ຈະ	ລາວກ້າທີ່ຈະເວົ້າຄວາມເຫັນຂອງຕົນ.	साहस गर्नु; हिम्मत गर्नु	ऊ आफ्नो विचार भन्न साहस गर्छ।
2385:刚好	刚好	刚好	အတိအကျ; တိုက်တိုက်ဆိုင်ဆိုင်	ကျွန်တော် ဘူတာရုံရောက်တဲ့အချိန် ကားက တိုက်တိုက်ဆိုင်ဆိုင် ရောက်လာတယ်။	ល្មមត្រូវ; ចំពេល	ពេលខ្ញុំទៅដល់ស្ថានីយ រថយន្តក៏មកដល់ល្មម។	ພໍດີ; ຕົງພອດ	ເມື່ອຂ້ອຍໄປຮອດສະຖານີ ລົດກໍມາຮອດພໍດີ.	ठिक्क; संयोगले ठीक समयमा	म स्टेशन पुग्दा गाडी ठिक्क आइपुग्यो।
2386:高大	高大	高大	မြင့်မားကြီးမားသော	ဝင်ပေါက်မှာ မြင့်မားကြီးမားတဲ့ သစ်ပင်နှစ်ပင် ရှိတယ်။	ខ្ពស់ធំ	នៅមាត់ទ្វារមានដើមឈើខ្ពស់ធំពីរ។	ສູງໃຫຍ່	ຢູ່ປະຕູມີຕົ້ນໄມ້ສູງໃຫຍ່ສອງຕົ້ນ.	अग्लो र ठूलो	ढोकाछेउमा दुईवटा अग्ला ठूला रूख छन्।
2388:高度	高度	高度	အမြင့်; မြင့်မားသောအဆင့်	ဒီအဆောက်အအုံရဲ့ အမြင့်က မီတာတစ်ရာကျော်တယ်။	កម្ពស់; កម្រិតខ្ពស់	កម្ពស់អគារនេះលើសមួយរយម៉ែត្រ។	ຄວາມສູງ; ລະດັບສູງ	ຄວາມສູງຂອງຕຶກນີ້ເກີນໜຶ່ງຮ້ອຍແມັດ.	उचाइ; उच्च स्तर	यो भवनको उचाइ सय मिटरभन्दा बढी छ।
2390:高科技	高科技	高科技	အဆင့်မြင့်နည်းပညာ	အဆင့်မြင့်နည်းပညာထုတ်ကုန်တွေက ဘဝကို ပိုအဆင်ပြေစေတယ်။	បច្ចេកវិទ្យាខ្ពស់	ផលិតផលបច្ចេកវិទ្យាខ្ពស់ធ្វើឱ្យជីវិតកាន់តែងាយស្រួល។	ເຕັກໂນໂລຊີສູງ	ຜະລິດຕະພັນເຕັກໂນໂລຊີສູງເຮັດໃຫ້ຊີວິດສະດວກຂຶ້ນ.	उच्च प्रविधि	उच्च प्रविधिका उत्पादनले जीवनलाई अझ सजिलो बनाउँछन्।
2391:高效	高效	高效	ထိရောက်မှုမြင့်သော	ဒီနည်းလမ်းက ရိုးရှင်းပြီး ထိရောက်မှုမြင့်တယ်။	មានប្រសិទ្ធភាពខ្ពស់	វិធីនេះងាយស្រួល ហើយមានប្រសិទ្ធភាពខ្ពស់។	ມີປະສິດທິພາບສູງ	ວິທີນີ້ງ່າຍແລະມີປະສິດທິພາບສູງ.	प्रभावकारी; उच्च दक्ष	यो तरिका सरल र प्रभावकारी छ।
2394:歌词	歌词	歌词	သီချင်းစာသား	ဒီသီချင်းရဲ့ စာသားတွေကို ကျွန်တော် အရမ်းကြိုက်တယ်။	អត្ថបទចម្រៀង	ខ្ញុំចូលចិត្តអត្ថបទចម្រៀងនេះខ្លាំងណាស់។	ເນື້ອເພງ	ຂ້ອຍມັກເນື້ອເພງນີ້ຫຼາຍ.	गीतका शब्द	मलाई यो गीतका शब्द धेरै मन पर्छ।
2395:歌曲	歌曲	歌曲	သီချင်း	ဒီသီချင်းက အွန်လိုင်းမှာ အရမ်းလူကြိုက်များတယ်။	បទចម្រៀង	បទចម្រៀងនេះមានប្រជាប្រិយភាពខ្លាំងនៅលើអ៊ីនធឺណិត។	ເພງ	ເພງນີ້ເປັນທີ່ນິຍົມຫຼາຍໃນອອນລາຍ.	गीत	यो गीत अनलाइनमा धेरै लोकप्रिय छ।
2396:隔	隔	隔	ခြားထားသည်; ကွာသည်	ကျွန်တော့်အိမ်နဲ့ ကျောင်းကြားမှာ မြစ်တစ်စင်း ခြားနေတယ်။	បំបែក; នៅឆ្ងាយពីគ្នា	ផ្ទះខ្ញុំនិងសាលារៀនមានទន្លេមួយខណ្ឌនៅចន្លោះ។	ກັ້ນ; ຫ່າງກັນ	ບ້ານຂ້ອຍກັບໂຮງຮຽນມີແມ່ນ້ຳສາຍໜຶ່ງກັ້ນຢູ່.	छुट्याउनु; बीचमा हुनु	मेरो घर र विद्यालयबीच एउटा नदी छ।
2399:各行各业	各行各业	各行各业	လုပ်ငန်းနယ်ပယ်အသီးသီး	လုပ်ငန်းနယ်ပယ်အသီးသီးမှာ တာဝန်ယူစိတ်ရှိသူတွေ လိုအပ်တယ်။	គ្រប់វិស័យ	គ្រប់វិស័យត្រូវការមនុស្សដែលយកចិត្តទុកដាក់និងទទួលខុសត្រូវ។	ທຸກສາຂາອາຊີບ; ທຸກຂະແໜງ	ທຸກຂະແໜງຕ້ອງການຄົນທີ່ຕັ້ງໃຈແລະຮັບຜິດຊອບ.	सबै पेसा र क्षेत्र	सबै पेसा र क्षेत्रलाई जिम्मेवार मानिस चाहिन्छ।
2405:更换	更换	更换	အစားထိုးလဲသည်	လေအေးပေးစက် filter ကို ပုံမှန် အစားထိုးလဲရမယ်။	ផ្លាស់ប្តូរ; ជំនួស	តម្រងម៉ាស៊ីនត្រជាក់ត្រូវផ្លាស់ប្តូរជាប្រចាំ។	ປ່ຽນແທນ	ຕົວກອງແອຈຳເປັນຕ້ອງປ່ຽນເປັນປະຈຳ.	बदल्नु; प्रतिस्थापन गर्नु	एयर कन्डिसनरको फिल्टर नियमित रूपमा बदल्नुपर्छ।
2408:工程	工程	工程	အင်ဂျင်နီယာစီမံကိန်း; စီမံကိန်း	ဒီစီမံကိန်းကို နောက်နှစ် ပြီးစီးဖို့ စီစဉ်ထားတယ်။	គម្រោង; វិស្វកម្ម	គម្រោងនេះគ្រោងនឹងបញ្ចប់នៅឆ្នាំក្រោយ។	ໂຄງການ; ວິສະວະກຳ	ໂຄງການນີ້ມີແຜນຈະສຳເລັດປີໜ້າ.	परियोजना; इन्जिनियरिङ	यो परियोजना अर्को वर्ष सक्ने योजना छ।
2413:公务员	公务员	公务员	အစိုးရဝန်ထမ်း	သူ ဘွဲ့ရပြီးနောက် အစိုးရဝန်ထမ်းစာမေးပွဲ အောင်ခဲ့တယ်။	មន្ត្រីរាជការ	បន្ទាប់ពីបញ្ចប់ការសិក្សា គាត់បានប្រឡងជាប់ជាមន្ត្រីរាជការ។	ຂ້າລາຊະການ	ຫຼັງຮຽນຈົບ ລາວສອບເປັນຂ້າລາຊະການໄດ້.	सरकारी कर्मचारी	स्नातक भएपछि ऊ सरकारी कर्मचारीको परीक्षामा सफल भयो।
2416:工艺	工艺	工艺	လက်မှုပညာ; နည်းစနစ်	ဒီရိုးရာလက်မှုပညာက နှစ်ပေါင်းများစွာ လက်ဆင့်ကမ်းလာခဲ့တယ်။	សិប្បកម្ម; បច្ចេកទេស	សិប្បកម្មប្រពៃណីនេះត្រូវបានបន្តមកជាច្រើនឆ្នាំហើយ។	ຫັດຖະກຳ; ເຕັກນິກ	ຫັດຖະກຳດັ້ງເດີມນີ້ຖືກສືບຕໍ່ມາຫຼາຍປີແລ້ວ.	शिल्पकला; प्रविधि	यो परम्परागत शिल्पकला धेरै वर्षदेखि हस्तान्तरण हुँदै आएको छ।
2419:共享	共享	共享	အတူတကွမျှဝေသည်	ဒီမြို့မှာ မျှဝေသုံးစက်ဘီးတွေ အများကြီးရှိတယ်။	ប្រើរួមគ្នា; ចែករំលែករួម	ទីក្រុងនេះមានកង់ប្រើរួមគ្នាច្រើន។	ແບ່ງປັນຮ່ວມກັນ	ເມືອງນີ້ມີລົດຖີບແບ່ງປັນຫຼາຍ.	साझा प्रयोग गर्नु	यो सहरमा धेरै साझा साइकल छन्।
2422:古	古	古	ရှေးဟောင်းသော; ဟောင်းနွမ်းသော	ဒီတံတားက ရှေးခေတ်ပုံစံကို ထိန်းသိမ်းထားတယ်။	បុរាណ; ចាស់	ស្ពាននេះរក្សារូបរាងសម័យបុរាណទុក។	ເກົ່າແກ່; ບູຮານ	ຂົວນີ້ຮັກສາຮູບແບບສະໄໝບູຮານໄວ້.	प्राचीन; पुरानो	यो पुलले प्राचीन समयको रूप जोगाएको छ।
2423:鼓	鼓	鼓	ဗုံ	ကလေးတွေက ဗုံသံကြားတာနဲ့ ပြေးလာကြတယ်။	ស្គរ	ក្មេងៗបានឮសំឡេងស្គរ ហើយរត់មក។	ກອງ	ເດັກນ້ອຍໄດ້ຍິນສຽງກອງແລ້ວແລ່ນມາ.	ढोल; ड्रम	बालबालिकाले ढोलको आवाज सुनेर दौडेर आए।
2425:古老	古老	古老	ရှေးဟောင်းသော; အလွန်ဟောင်းသော	ဒီရှေးဟောင်းမြို့က ခရီးသွားများစွာကို ဆွဲဆောင်တယ်။	បុរាណ; ចំណាស់	ទីក្រុងបុរាណនេះទាក់ទាញភ្ញៀវទេសចរច្រើន។	ເກົ່າແກ່; ບູຮານ	ເມືອງເກົ່າແກ່ນີ້ດຶງດູດນັກທ່ອງທ່ຽວຫຼາຍ.	प्राचीन; धेरै पुरानो	यो प्राचीन सहरले धेरै पर्यटक तान्छ।
