hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
3921:动听	动听	动听	వినడానికి మధురమైన	ఆమె పాట స్వరం చాలా మధురంగా ఉంది.	ಕೇಳಲು ಮಧುರವಾದ	ಅವಳ ಹಾಡಿನ ಧ್ವನಿ ಕೇಳಲು ತುಂಬಾ ಮಧುರವಾಗಿದೆ.
3924:都市	都市	都市	మహానగరం	షాంఘై ఒక ఆధునిక మహానగరం.	ಮಹಾನಗರ; ನಗರ	ಶಾಂಘೈ ಒಂದು ಆಧುನಿಕ ಮಹಾನಗರ.
3925:毒	毒	毒	విషం; విషపూరితమైన	ఈ రకమైన పాము విషపూరితమైనది.	ವಿಷ; ವಿಷಕಾರಿ	ಈ ತರದ ಹಾವು ವಿಷಕಾರಿಯಾಗಿದೆ.
3926:渡	渡	渡	దాటించు; దాటి వెళ్లు	మేము పడవలో ఈ నదిని దాటాము.	ದಾಟು; ದೋಣಿಯಲ್ಲಿ ದಾಟಿಸು	ನಾವು ದೋಣಿಯಲ್ಲಿ ಈ ನದಿಯನ್ನು ದಾಟಿದೆವು.
3928:短缺	短缺	短缺	కొరత	ఈ నగరంలో శీతాకాలంలో నీటి కొరత ఉంటుంది.	ಕೊರತೆ	ಈ ನಗರದಲ್ಲಿ ಚಳಿಗಾಲದಲ್ಲಿ ನೀರಿನ ಕೊರತೆ ಇರುತ್ತದೆ.
3930:对接	对接	对接	కలుపు; సమన్వయం చేయు	రెండు వ్యవస్థలు ప్రస్తుతం కలుపబడుతున్నాయి.	ಜೋಡಿಸು; ಸಮನ್ವಯಗೊಳಿಸು	ಎರಡು ವ್ಯವಸ್ಥೆಗಳು ಈಗ ಜೋಡಿಸಲಾಗುತ್ತಿವೆ.
3936:多才多艺	多才多艺	多才多艺	బహుముఖ ప్రతిభావంతుడు	ఆమె బహుముఖ ప్రతిభావంతురాలు; చిత్రాలు వేయగలదు, పియానో వాయించగలదు.	ಬಹುಪ್ರತಿಭಾವಂತ	ಅವಳು ಬಹುಪ್ರತಿಭಾವಂತಳು; ಚಿತ್ರ ಬಿಡಿಸಬಹುದು, ಪಿಯಾನೋ ವಾದಿಸಬಹುದು.
3938:多媒体	多媒体	多媒体	మల్టీమీడియా	తరగతి గదిలో మల్టీమీడియా పరికరాలు ఉన్నాయి.	ಮಲ್ಟಿಮೀಡಿಯಾ	ತರಗತಿ ಕೊಠಡಿಯಲ್ಲಿ ಮಲ್ಟಿಮೀಡಿಯಾ ಸಾಧನಗಳಿವೆ.
3940:多元	多元	多元	వైవిధ్యమైన; బహుళ	పాఠశాల వైవిధ్యమైన సాంస్కృతిక మార్పిడిని ప్రోత్సహిస్తుంది.	ವೈವಿಧ್ಯಮಯ; ಬಹುಮುಖ	ಶಾಲೆ ವೈವಿಧ್ಯಮಯ ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯವನ್ನು ಉತ್ತೇಜಿಸುತ್ತದೆ.
3941:夺	夺	夺	లాక్కొను; బలంగా తీసుకో	చివరి సెకనులో అతను బంతిని లాక్కున్నాడు.	ಕಸಿದುಕೊಳ್ಳು; ಬಲದಿಂದ ತೆಗೆದುಕೊಳ್ಳು	ಕೊನೆಯ ಕ್ಷಣದಲ್ಲಿ ಅವನು ಚೆಂಡನ್ನು ಕಸಿದುಕೊಂಡನು.
3942:夺取	夺取	夺取	గెలుచుకో; స్వాధీనం చేసుకో	క్రీడాకారుడు ఛాంపియన్‌షిప్ గెలుచుకోవడానికి శ్రమించాడు.	ಗೆದ್ದುಕೊಳ್ಳು; ವಶಪಡಿಸಿಕೊಳ್ಳು	ಕ್ರೀಡಾಪಟು ಚಾಂಪಿಯನ್ ಪಟ್ಟ ಗೆಲ್ಲಲು ಶ್ರಮಿಸಿದನು.
3943:躲避	躲避	躲避	తప్పించుకో; దూరంగా జరుగు	నడిచే వారు అకస్మాత్తుగా వచ్చిన భారీ వానను తప్పించుకున్నారు.	ತಪ್ಪಿಸಿಕೊಳ್ಳು; ತಪ್ಪಿಸು	ಪಾದಚಾರಿಗಳು ಅಕಸ್ಮಾತ್ ಬಂದ ಭಾರೀ ಮಳೆಯನ್ನು ತಪ್ಪಿಸಿಕೊಂಡರು.
3946:儿科	儿科	儿科	శిశురోగ విభాగం	ఈ ఆసుపత్రి శిశురోగ విభాగం ప్రసిద్ధి చెందింది.	ಮಕ್ಕಳ ವೈದ್ಯಕೀಯ ವಿಭಾಗ	ಈ ಆಸ್ಪತ್ರೆಯ ಮಕ್ಕಳ ವೈದ್ಯಕೀಯ ವಿಭಾಗ ಪ್ರಸಿದ್ಧವಾಗಿದೆ.
3949:发病	发病	发病	రోగం రావు; వ్యాధి మొదలవు	ఈ వ్యాధి సాధారణంగా వసంతంలో మొదలవుతుంది.	ರೋಗ ಕಾಣಿಸಿಕೊಳ್ಳು	ಈ ರೋಗ ಸಾಮಾನ್ಯವಾಗಿ ವಸಂತದಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತದೆ.
3951:发电	发电	发电	విద్యుత్ ఉత్పత్తి చేయు	గాలిచక్రాలను విద్యుత్ ఉత్పత్తికి ఉపయోగించవచ్చు.	ವಿದ್ಯುತ್ ಉತ್ಪಾದಿಸು	ಗಾಳಿಚಕ್ರಗಳನ್ನು ವಿದ್ಯುತ್ ಉತ್ಪಾದಿಸಲು ಬಳಸಬಹುದು.
3953:发放	发放	发放	పంపిణీ చేయు; జారీ చేయు	పాఠశాల రేపు కొత్త పాఠ్యపుస్తకాలను పంపిణీ చేస్తుంది.	ವಿತರಿಸು; ಜಾರಿ ಮಾಡು	ಶಾಲೆ ನಾಳೆ ಹೊಸ ಪಠ್ಯಪುಸ್ತಕಗಳನ್ನು ವಿತರಿಸುತ್ತದೆ.
3954:发光	发光	发光	వెలుగు ఇవ్వు; మెరుగు	ఈ చిన్న పురుగులు రాత్రిళ్లు వెలుగు ఇస్తాయి.	ಬೆಳಕು ಕೊಡು; ಹೊಳೆಯು	ಈ ಸಣ್ಣ ಕೀಟಗಳು ರಾತ್ರಿ ಬೆಳಕು ಕೊಡುತ್ತವೆ.
3959:法定	法定	法定	చట్టబద్ధమైన	చట్టబద్ధ సెలవుల్లో అందరూ విశ్రాంతి తీసుకోవచ్చు.	ಕಾನೂನುಬದ್ಧ	ಕಾನೂನುಬದ್ಧ ರಜಾದಿನಗಳಲ್ಲಿ ಎಲ್ಲರೂ ವಿಶ್ರಾಂತಿ ಪಡೆಯಬಹುದು.
3960:法官	法官	法官	న్యాయమూర్తి	న్యాయమూర్తి తీర్పును ప్రకటించారు.	ನ್ಯಾಯಾಧೀಶ	ನ್ಯಾಯಾಧೀಶರು ತೀರ್ಪನ್ನು ಪ್ರಕಟಿಸಿದರು.
3961:法规	法规	法规	చట్టాలు మరియు నియమాలు	కంపెనీలు పర్యావరణ రక్షణ చట్టాలను పాటించాలి.	ಕಾನೂನುಗಳು ಮತ್ತು ನಿಯಮಗಳು	ಕಂಪನಿಗಳು ಪರಿಸರ ಸಂರಕ್ಷಣಾ ನಿಯಮಗಳನ್ನು ಪಾಲಿಸಬೇಕು.
3968:犯	犯	犯	చేయు; ఉల్లంఘించు	అతను ఒక తీవ్రమైన తప్పు చేశాడు.	ಮಾಡು; ಉಲ್ಲಂಘಿಸು	ಅವನು ಗಂಭೀರ ತಪ್ಪು ಮಾಡಿದನು.
3969:方方面面	方方面面	方方面面	అన్ని అంశాలు	ఈ సంస్కరణ సమాజంలోని అన్ని అంశాలపై ప్రభావం చూపుతుంది.	ಎಲ್ಲ ಅಂಶಗಳು	ಈ ಸುಧಾರಣೆ ಸಮಾಜದ ಎಲ್ಲ ಅಂಶಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.
3973:房价	房价	房价	ఇళ్ల ధరలు	ఈ నగరంలో ఇళ్ల ధరలు ఎక్కువగా ఉన్నాయి.	ಮನೆ ಬೆಲೆಗಳು	ಈ ನಗರದಲ್ಲಿ ಮನೆ ಬೆಲೆಗಳು ಹೆಚ್ಚು.
3975:访谈	访谈	访谈	సంభాషణ; ఇంటర్వ్యూ చేయు	రిపోర్టర్ రచయితతో ఇంటర్వ్యూ చేస్తున్నారు.	ಸಂದರ್ಶನ; ಸಂದರ್ಶನ ಮಾಡು	ವರದಿಗಾರ ಲೇಖಕರೊಂದಿಗೆ ಸಂದರ್ಶನ ಮಾಡುತ್ತಿದ್ದಾರೆ.
3977:放飞	放飞	放飞	ఎగరనివ్వు; విడుదల చేయు	పిల్లలు గడ్డిమీద గాలిపటాలను ఎగరనివ్వుతున్నారు.	ಬಿಡು; ಹಾರಲು ಬಿಡು	ಮಕ್ಕಳು ಹುಲ್ಲಿನ ಮೇಲೆ ಗಾಳಿಪಟಗಳನ್ನು ಹಾರಲು ಬಿಡುತ್ತಿದ್ದಾರೆ.
3978:飞速	飞速	飞速	వేగంగా	సాంకేతికత వేగంగా అభివృద్ధి చెందుతోంది.	ವೇಗವಾಗಿ	ತಂತ್ರಜ್ಞಾನ ವೇಗವಾಗಿ ಅಭಿವೃದ್ಧಿಯಾಗುತ್ತಿದೆ.
3979:肥	肥	肥	లావు; సారవంతమైన	ఈ భూమి సారవంతంగా ఉంది, కూరగాయలు పెంచడానికి అనుకూలం.	ದಪ್ಪ; ಸೊಂಪಾದ	ಈ ಭೂಮಿ ಸೊಂಪಾಗಿದೆ, ತರಕಾರಿ ಬೆಳೆಸಲು ಸೂಕ್ತ.
3980:肥胖	肥胖	肥胖	స్థూలకాయం; లావుదనం	స్థూలకాయం ఆరోగ్య ప్రమాదాలను పెంచుతుంది.	ಅತಿದಪ್ಪತನ; ದೇಹದ ಒಬ್ಬಟ್ಟು	ಅತಿದಪ್ಪತನ ಆರೋಗ್ಯ ಅಪಾಯಗಳನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ.
3983:肺炎	肺炎	肺炎	న్యుమోనియా	వైద్యుడు అతనికి న్యుమోనియా ఉందని చెప్పారు.	ನ್ಯೂಮೋನಿಯಾ	ವೈದ್ಯರು ಅವನಿಗೆ ನ್ಯೂಮೋನಿಯಾ ಇದೆ ಎಂದರು.
3984:分工	分工	分工	పని విభజన	బృంద సభ్యుల పని విభజన చాలా స్పష్టంగా ఉంది.	ಕೆಲಸದ ವಿಭಜನೆ	ತಂಡದ ಸದಸ್ಯರ ಕೆಲಸದ ವಿಭಜನೆ ಬಹಳ ಸ್ಪಷ್ಟವಾಗಿದೆ.
3985:分级	分级	分级	స్థాయి ప్రకారం వర్గీకరించు	ఈ పత్రాలను కష్టతరతనం ప్రకారం వర్గీకరించాలి.	ಮಟ್ಟದಂತೆ ವರ್ಗೀಕರಿಸು	ಈ ಸಾಮಗ್ರಿಗಳನ್ನು ಕಷ್ಟದ ಮಟ್ಟದಂತೆ ವರ್ಗೀಕರಿಸಬೇಕು.
3986:分期	分期	分期	వాయిదాలుగా; దశలవారీగా	అతను వాయిదాలుగా చెల్లించడాన్ని ఎంచుకున్నాడు.	ಕಂತುಗಳಲ್ಲಿ; ಹಂತ ಹಂತವಾಗಿ	ಅವನು ಕಂತುಗಳಲ್ಲಿ ಪಾವತಿಸಲು ಆಯ್ಕೆ ಮಾಡಿಕೊಂಡನು.
3988:氛围	氛围	氛围	వాతావరణం; భావ వాతావరణం	ఆఫీసు వాతావరణం చాలా సడలుగా ఉంది.	ವಾತಾವರಣ	ಕಚೇರಿಯ ವಾತಾವರಣ ತುಂಬಾ ಸುಖಕರವಾಗಿದೆ.
3989:粉	粉	粉	పొడి; పిండి; గులాబీ రంగు	ఈ పొడితో కేక్ చేయవచ్చు.	ಪುಡಿ; ಹಿಟ್ಟು; ಗುಲಾಬಿ ಬಣ್ಣ	ಈ ಪುಡಿಯನ್ನು ಕೇಕ್ ಮಾಡಲು ಬಳಸಬಹುದು.
3993:风力	风力	风力	గాలి బలం; గాలి శక్తి	ఈరోజు సముద్రతీరంలో గాలి బలం ఎక్కువగా ఉంది.	ಗಾಳಿಯ ಬಲ; ಗಾಳಿ ಶಕ್ತಿ	ಇಂದು ಸಮುದ್ರತೀರದಲ್ಲಿ ಗಾಳಿಯ ಬಲ ಹೆಚ್ಚಾಗಿದೆ.
3995:风雨	风雨	风雨	గాలి వాన; కష్టాలు	గాలి వాన ఎంత ఉన్నా అతను సమయానికి చేరుకున్నాడు.	ಗಾಳಿ ಮಳೆ; ಕಷ್ಟಗಳು	ಗಾಳಿ ಮಳೆ ಎಷ್ಟು ಇದ್ದರೂ ಅವನು ಸಮಯಕ್ಕೆ ತಲುಪಿದನು.
3998:服	服	服	ఒప్పుకో; నమ్మిపోవు	అందరూ అతని సామర్థ్యాన్ని ఒప్పుకుంటారు.	ಒಪ್ಪಿಕೊಳ್ಳು; ಮಣಿಯು	ಎಲ್ಲರೂ ಅವನ ಸಾಮರ್ಥ್ಯವನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾರೆ.
3999:浮	浮	浮	తేలడం	ఆకులు నీటి మీద తేలుతున్నాయి.	ತೇಲು	ಎಲೆಗಳು ನೀರಿನ ಮೇಲ್ಮೈ ಮೇಲೆ ತೇಲುತ್ತವೆ.
4004:服用	服用	服用	మందు తీసుకో	దయచేసి సూచనల ప్రకారం మందు తీసుకోండి.	ಔಷಧಿ ಸೇವಿಸು	ದಯವಿಟ್ಟು ಸೂಚನೆಯಂತೆ ಔಷಧಿ ಸೇವಿಸಿ.
4010:负面	负面	负面	ప్రతికూల	ఈ వార్త ప్రతికూల ప్రభావం తెచ్చింది.	ನಕಾರಾತ್ಮಕ	ಈ ಸುದ್ದಿ ನಕಾರಾತ್ಮಕ ಪರಿಣಾಮ ತಂದಿತು.
4013:该2	该2	该	ఈ; పై పేర్కొన్న	ఈ ప్రాజెక్టు ఇప్పటికే ముగిసింది.	ಈ; ಹೇಳಿದ	ಈ ಯೋಜನೆ ಈಗಾಗಲೇ ಮುಗಿದಿದೆ.
4014:改编	改编	改编	రూపాంతరం చేయు; మళ్లీ వ్రాయు	ఈ సినిమా నవల ఆధారంగా రూపాంతరం చేయబడింది.	ರೂಪಾಂತರಿಸು; ಮರುಬರೆ	ಈ ಸಿನಿಮಾ ಕಾದಂಬರಿಯಿಂದ ರೂಪಾಂತರಿಸಲಾಗಿದೆ.
4015:改造	改造	改造	మార్చు; పునరుద్ధరించు	పాత కర్మాగారాన్ని గ్రంథాలయంగా మార్చారు.	ಮಾರ್ಪಡಿಸು; ನವೀಕರಿಸು	ಹಳೆಯ ಕಾರ್ಖಾನೆಯನ್ನು ಗ್ರಂಥಾಲಯವಾಗಿ ಮಾರ್ಪಡಿಸಲಾಯಿತು.
4016:概率	概率	概率	సంభావ్యత	విజయం సాధించే సంభావ్యత ఎక్కువగా లేదు.	ಸಂಭಾವ್ಯತೆ	ಯಶಸ್ಸಿನ ಸಂಭವನೀಯತೆ ಹೆಚ್ಚು ಇಲ್ಲ.
4017:肝	肝	肝	కాలేయం	అధికంగా మద్యం తాగడం కాలేయానికి హాని చేస్తుంది.	ಯಕೃತ್ತು	ಮದ್ಯವನ್ನು ತುಂಬಾ ಕುಡಿಯುವುದು ಯಕೃತ್ತಿಗೆ ಹಾನಿ ಮಾಡಬಹುದು.
4024:赶忙	赶忙	赶忙	అవసరంగా; త్వరగా	గంట శబ్దం విని అతను త్వరగా బయటికి పరుగెత్తాడు.	ತುರ್ತಾಗಿ; ಬೇಗನೆ	ಗಂಟೆಯ ಶಬ್ದ ಕೇಳಿ ಅವನು ತುರ್ತಾಗಿ ಹೊರಗೆ ಓಡಿದನು.
4027:钢笔	钢笔	钢笔	ఫౌంటెన్ పెన్	అతను ఫౌంటెన్ పెన్‌తో ఉత్తరం రాస్తాడు.	ಫೌಂಟನ್ ಪೆನ್	ಅವನು ಫೌಂಟನ್ ಪೆನ್‌ನಿಂದ ಪತ್ರ ಬರೆಯುತ್ತಾನೆ.
4030:高层	高层	高层	ఉన్నత స్థాయి; ఎత్తైన భవనం	కంపెనీ ఉన్నతాధికారులు కొత్త వ్యూహాన్ని చర్చిస్తున్నారు.	ಹಿರಿಯ ಮಟ್ಟ; ಎತ್ತರದ ಕಟ್ಟಡ	ಕಂಪನಿಯ ಹಿರಿಯ ನಿರ್ವಹಣೆ ಹೊಸ ತಂತ್ರವನ್ನು ಚರ್ಚಿಸುತ್ತಿದೆ.
4032:高等	高等	高等	ఉన్నత; ఆధునిక	అతను ఉన్నత విద్య పొందుతున్నాడు.	ಉನ್ನತ; ಮುಂದುವರಿದ	ಅವನು ಉನ್ನತ ಶಿಕ್ಷಣ ಪಡೆಯುತ್ತಿದ್ದಾನೆ.
4033:高端	高端	高端	ఉన్నత శ్రేణి	ఈ దుకాణం ప్రధానంగా ఉన్నత శ్రేణి మొబైల్ ఫోన్లు అమ్ముతుంది.	ಉನ್ನತ ಮಟ್ಟದ	ಈ ಅಂಗಡಿ ಮುಖ್ಯವಾಗಿ ಉನ್ನತ ಮಟ್ಟದ ಮೊಬೈಲ್ ಫೋನ್‌ಗಳನ್ನು ಮಾರುತ್ತದೆ.
4036:高手	高手	高手	నిపుణుడు	అతను చెస్‌లో నిపుణుడు.	ಪರಿಣತಿ ಹೊಂದಿದವ; ನಿಪುಣ	ಅವನು ಚದುರಂಗದಲ್ಲಿ ನಿಪುಣನು.
4037:高新技术	高新技术	高新技术	అత్యాధునిక సాంకేతికత	ఈ కంపెనీ అత్యాధునిక సాంకేతికతను ప్రత్యేకంగా పరిశోధిస్తుంది.	ಉನ್ನತ ಹೊಸ ತಂತ್ರಜ್ಞಾನ	ಈ ಕಂಪನಿ ಉನ್ನತ ಹೊಸ ತಂತ್ರಜ್ಞಾನವನ್ನು ವಿಶೇಷವಾಗಿ ಸಂಶೋಧಿಸುತ್ತದೆ.
4038:高原	高原	高原	పీఠభూమి	చింగ్‌హై టిబెట్ పీఠభూమిలో గాలి కొంత పలుచగా ఉంటుంది.	ಪೀಠಭೂಮಿ	ಚಿಂಘೈ ಟಿಬೆಟ್ ಪೀಠಭೂಮಿಯಲ್ಲಿ ಗಾಳಿ ತುಸು ತೆಳುವಾಗಿದೆ.
4040:稿子	稿子	稿子	ముసాయిదా; రచన ప్రతులు	దయచేసి ముసాయిదాను సంపాదకుడికి పంపండి.	ಕರಡು; ಪಾಂಡುಲಿಪಿ	ದಯವಿಟ್ಟು ಕರಡು ಪ್ರತಿಯನ್ನು ಸಂಪಾದಕರಿಗೆ ಕಳುಹಿಸಿ.
4042:歌唱	歌唱	歌唱	పాడు	పిల్లలు వేదికపై పాట పాడుతున్నారు.	ಹಾಡು	ಮಕ್ಕಳು ವೇದಿಕೆಯಲ್ಲಿ ಹಾಡುತ್ತಿದ್ದಾರೆ.
4050:公	公	公	సామూహిక; ప్రజా	భోజనం సమయంలో సామూహిక చాప్‌స్టిక్స్ ఉపయోగించండి.	ಸಾಮೂಹಿಕ; ಸಾರ್ವಜನಿಕ	ಊಟ ಮಾಡುವಾಗ ಸಾಮೂಹಿಕ ಚಾಪ್‌ಸ್ಟಿಕ್‌ಗಳನ್ನು ಬಳಸಿ.
4051:宫	宫	宫	మహల్; రాజభవనం	ఈ రాజభవనం బాగా సంరక్షించబడింది.	ಅರಮನೆ	ಈ ಅರಮನೆ ಚೆನ್ನಾಗಿ ಸಂರಕ್ಷಿಸಲಾಗಿದೆ.
4052:公安	公安	公安	ప్రజా భద్రత; పోలీసు	ప్రజా భద్రత సిబ్బంది త్వరగా ఘటనాస్థలికి చేరుకున్నారు.	ಸಾರ್ವಜನಿಕ ಭದ್ರತೆ; ಪೊಲೀಸ್	ಸಾರ್ವಜನಿಕ ಭದ್ರತಾ ಸಿಬ್ಬಂದಿ ಬೇಗ ಸ್ಥಳಕ್ಕೆ ಬಂದರು.
4053:工地	工地	工地	నిర్మాణ స్థలం	నిర్మాణ స్థలం పక్కన చాలా శబ్దం ఉంది.	ನಿರ್ಮಾಣ ಸ್ಥಳ	ನಿರ್ಮಾಣ ಸ್ಥಳದ ಪಕ್ಕದಲ್ಲಿ ತುಂಬಾ ಶಬ್ದ ಇದೆ.
4054:工夫	工夫	工夫	సమయం; శ్రమ	లేఖన కళను బాగా నేర్చుకోవడానికి శ్రమ అవసరం.	ಸಮಯ; ಶ್ರಮ	ಲಿಪಿಕಲೆಯನ್ನು ಚೆನ್ನಾಗಿ ಕಲಿಯಲು ಶ್ರಮ ಬೇಕು.
4062:工序	工序	工序	పని దశ; ప్రక్రియ	ఈ పని దశను యంత్రంతో పూర్తి చేయాలి.	ಕೆಲಸದ ಹಂತ; ಪ್ರಕ್ರಿಯೆ	ಈ ಕೆಲಸದ ಹಂತವನ್ನು ಯಂತ್ರದಿಂದ ಪೂರ್ಣಗೊಳಿಸಬೇಕು.
4063:公益	公益	公益	ప్రజాహితం	అతను తరచుగా ప్రజాహిత కార్యక్రమాల్లో పాల్గొంటాడు.	ಸಾರ್ವಜನಿಕ ಹಿತ	ಅವನು ಆಗಾಗ ಸಾರ್ವಜನಿಕ ಹಿತ ಕಾರ್ಯಕ್ರಮಗಳಲ್ಲಿ ಭಾಗವಹಿಸುತ್ತಾನೆ.
4064:供应	供应	供应	సరఫరా చేయు; అందించు	ఈ కంపెనీ తాజా కూరగాయలు సరఫరా చేస్తుంది.	ಪೂರೈಕೆ ಮಾಡು; ಒದಗಿಸು	ಈ ಕಂಪನಿ ತಾಜಾ ತರಕಾರಿಗಳನ್ನು ಪೂರೈಕೆ ಮಾಡುತ್ತದೆ.
4067:公众	公众	公众	ప్రజలు; ప్రజాసమూహం	ఈ వార్త త్వరగా ప్రజల దృష్టిని ఆకర్షించింది.	ಸಾರ್ವಜನಿಕರು	ಈ ಸುದ್ದಿ ಬೇಗ ಸಾರ್ವಜನಿಕರ ಗಮನ ಸೆಳೆಯಿತು.
4071:沟	沟	沟	కాలువ; గుంట	వర్షపు నీరు రోడ్డు పక్కన ఉన్న కాలువలోకి ప్రవేశించింది.	ಹಳ್ಳ; ಕಾಲುವೆ	ಮಳೆನೀರು ರಸ್ತೆಯ ಪಕ್ಕದ ಕಾಲುವೆಗೆ ಹರಿಯಿತು.
4072:构造	构造	构造	నిర్మాణం; నిర్మించు	ఉపాధ్యాయుడు ఈ వంతెన నిర్మాణాన్ని వివరించారు.	ರಚನೆ; ನಿರ್ಮಿಸು	ಶಿಕ್ಷಕರು ಈ ಸೇತುವೆಯ ರಚನೆಯನ್ನು ವಿವರಿಸಿದರು.
4076:古迹	古迹	古迹	చారిత్రక స్థలం	పర్యాటకులు స్థానిక చారిత్రక స్థలాలను చూశారు.	ಐತಿಹಾಸಿಕ ಸ್ಥಳ	ಪ್ರವಾಸಿಗರು ಸ್ಥಳೀಯ ಐತಿಹಾಸಿಕ ಸ್ಥಳಗಳನ್ನು ವೀಕ್ಷಿಸಿದರು.
4078:古人	古人	古人	ప్రాచీన ప్రజలు	ప్రాచీన ప్రజలు చాలా తొందరగా నక్షత్రాకాశాన్ని పరిశీలించారు.	ಪ್ರಾಚೀನ ಜನರು	ಪ್ರಾಚೀನ ಜನರು ಬಹಳ ಹಿಂದೆಯೇ ನಕ್ಷತ್ರಾಕಾಶವನ್ನು ಗಮನಿಸಿದ್ದರು.
4079:股市	股市	股市	షేర్ మార్కెట్	ఈరోజు షేర్ మార్కెట్‌లో భారీ మార్పులు చోటుచేసుకున్నాయి.	ಷೇರು ಮಾರುಕಟ್ಟೆ	ಇಂದು ಷೇರು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ದೊಡ್ಡ ಏರಿಳಿತವಾಯಿತು.
4082:顾	顾	顾	చూసుకో; పరిగణించు	అతను పనిలో చాలా బిజీగా ఉండి విశ్రాంతి చూసుకోలేకపోతున్నాడు.	ನೋಡು; ಪರಿಗಣಿಸು	ಅವನು ಕೆಲಸದಲ್ಲಿ ತುಂಬಾ ಬ್ಯುಸಿಯಾಗಿದ್ದು ವಿಶ್ರಾಂತಿಯನ್ನು ಗಮನಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ.
4086:拐	拐	拐	తిరుగు; అపహరించు	ముందున్న కూడలిలో కుడివైపు తిరుగు.	ತಿರುಗು; ಅಪಹರಿಸು	ಮುಂದಿನ ಸಂಧಿಯಲ್ಲಿ ಬಲಕ್ಕೆ ತಿರುಗಿ.
4089:关爱	关爱	关爱	జాగ్రత్తగా చూసుకోవు; ప్రేమతో ఆదరించు	సమాజం వృద్ధులను జాగ్రత్తగా చూసుకోవాలి.	ಕಾಳಜಿ ವಹಿಸು; ಪ್ರೀತಿಯಿಂದ ನೋಡಿಕೊಳ್ಳು	ಸಮಾಜವು ವಯೋವೃದ್ಧರ ಬಗ್ಗೆ ಕಾಳಜಿ ವಹಿಸಬೇಕು.
4093:关联	关联	关联	సంబంధం కలిగి ఉండు; సంబంధం	ఈ రెండు సమస్యలు పరస్పరం సంబంధం కలిగి ఉన్నాయి.	ಸಂಬಂಧ ಹೊಂದಿರು; ಸಂಪರ್ಕ	ಈ ಎರಡು ಸಮಸ್ಯೆಗಳು ಪರಸ್ಪರ ಸಂಬಂಧ ಹೊಂದಿವೆ.
4094:观赏	观赏	观赏	ఆస్వాదించు; వీక్షించు	పర్యాటకులు సరస్సు పక్కన సూర్యాస్తమయాన్ని ఆస్వాదించారు.	ಆಸ್ವಾದಿಸು; ವೀಕ್ಷಿಸು	ಪ್ರವಾಸಿಗರು ಸರೋವರದ ಬಳಿ ಸೂರ್ಯಾಸ್ತವನ್ನು ವೀಕ್ಷಿಸಿದರು.
4095:官员	官员	官员	అధికారి	ఈ అధికారి రిపోర్టర్ ప్రశ్నలకు సమాధానమిచ్చారు.	ಅಧಿಕಾರಿ	ಈ ಅಧಿಕಾರಿ ವರದಿಗಾರರ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದರು.
4096:管道	管道	管道	పైపు లైన్; గొట్టం	కార్మికులు భూగర్భ పైపు లైన్‌ను పరిశీలిస్తున్నారు.	ಪೈಪ್‌ಲೈನ್; ಪೈಪ್	ಕಾರ್ಮಿಕರು ಭೂಗತ ಪೈಪ್‌ಲೈನ್ ಪರಿಶೀಲಿಸುತ್ತಿದ್ದಾರೆ.
4099:归	归	归	చెందు; తిరిగి వెళ్లు	ఈ పుస్తకం గ్రంథాలయానికి చెందింది.	ಸೇರಿದ್ದು; ಹಿಂದಿರುಗು	ಈ ಪುಸ್ತಕ ಗ್ರಂಥಾಲಯಕ್ಕೆ ಸೇರಿದೆ.
4106:贵重	贵重	贵重	విలువైన; అమూల్యమైన	దయచేసి విలువైన వస్తువులను సేఫ్‌లో పెట్టండి.	ಮೌಲ್ಯವಾದ; ಅಮೂಲ್ಯ	ದಯವಿಟ್ಟು ಮೌಲ್ಯವಾದ ವಸ್ತುಗಳನ್ನು ಸೇಫ್‌ನಲ್ಲಿ ಇಡಿ.
4107:棍	棍	棍	కర్ర; దండు	అతను ఒక కర్రతో గుడారాన్ని నిలబెట్టాడు.	ಕೋಲು; ದಂಡ	ಅವನು ಒಂದು ಕೋಲಿನಿಂದ ಗುಡಾರವನ್ನು ನಿಲ್ಲಿಸಿದನು.
4108:国宝	国宝	国宝	జాతీయ సంపద	పాండాలను చాలామంది జాతీయ సంపదగా భావిస్తారు.	ರಾಷ್ಟ್ರೀಯ ಸಂಪತ್ತು	ಪಾಂಡಾಗಳನ್ನು ಅನೇಕರು ರಾಷ್ಟ್ರೀಯ ಸಂಪತ್ತಾಗಿ ನೋಡುತ್ತಾರೆ.
4109:国产	国产	国产	దేశీయంగా తయారైన	ఈ కారు దేశీయ బ్రాండ్‌కు చెందినది.	ದೇಶೀಯವಾಗಿ ತಯಾರಾದ	ಈ ಕಾರು ದೇಶೀಯ ಬ್ರ್ಯಾಂಡ್ ಆಗಿದೆ.
