hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
1238:高速	高速	高速	高速の; 高速道路	この高速道路はとても広いです。	고속; 고속도로	이 고속도로는 매우 넓습니다.	tốc độ cao; đường cao tốc	Đường cao tốc này rất rộng.	ความเร็วสูง; ทางด่วน	ทางด่วนสายนี้กว้างมาก.	kelajuan tinggi; lebuh raya	Lebuh raya ini sangat lebar.	kecepatan tinggi; jalan tol	Jalan tol ini sangat lebar.
1239:高温	高温	高温	高い気温; 高温	高温の天気は長距離走には向きません。	고온	고온 날씨는 장거리 달리기에 적합하지 않습니다.	nhiệt độ cao	Thời tiết nhiệt độ cao không phù hợp để chạy đường dài.	อุณหภูมิสูง	อากาศอุณหภูมิสูงไม่เหมาะกับการวิ่งระยะไกล.	suhu tinggi	Cuaca bersuhu tinggi tidak sesuai untuk larian jarak jauh.	suhu tinggi	Cuaca bersuhu tinggi tidak cocok untuk lari jarak jauh.
1240:高于	高于	高于	より高い	今年の価格は去年より高いです。	보다 높다	올해 가격은 작년보다 높습니다.	cao hơn	Giá năm nay cao hơn năm ngoái.	สูงกว่า	ราคาปีนี้สูงกว่าปีที่แล้ว.	lebih tinggi daripada	Harga tahun ini lebih tinggi daripada tahun lalu.	lebih tinggi dari	Harga tahun ini lebih tinggi dari tahun lalu.
1242:歌声	歌声	歌声	歌う声; 歌声	遠くから美しい歌声が聞こえてきました。	노랫소리	먼 곳에서 아름다운 노랫소리가 들려왔습니다.	tiếng hát	Từ xa vọng lại tiếng hát đẹp.	เสียงร้องเพลง	มีเสียงร้องเพลงไพเราะดังมาจากที่ไกล.	suara nyanyian	Suara nyanyian yang indah datang dari jauh.	suara nyanyian	Terdengar suara nyanyian indah dari kejauhan.
1243:歌手	歌手	歌手	歌う人; 歌手	この歌手はとても人気があります。	가수	이 가수는 매우 인기가 많습니다.	ca sĩ	Ca sĩ này rất được yêu thích.	นักร้อง	นักร้องคนนี้เป็นที่นิยมมาก.	penyanyi	Penyanyi ini sangat popular.	penyanyi	Penyanyi ini sangat populer.
1245:各地	各地	各地	各地; さまざまな場所	各地から観光客がここに来ます。	각지; 여러 곳	각지의 관광객들이 이곳에 옵니다.	các nơi	Du khách từ nhiều nơi đều đến đây.	ที่ต่าง ๆ	นักท่องเที่ยวจากที่ต่าง ๆ มาที่นี่.	pelbagai tempat	Pelancong dari pelbagai tempat datang ke sini.	berbagai tempat	Wisatawan dari berbagai tempat datang ke sini.
1246:各个	各个	各个	それぞれの; 各	それぞれのクラスが活動に参加しました。	각각; 각	각 반이 모두 활동에 참가했습니다.	mỗi; từng	Mỗi lớp đều tham gia hoạt động.	แต่ละ	ทุกห้องเรียนเข้าร่วมกิจกรรม.	setiap; masing-masing	Setiap kelas mengambil bahagian dalam aktiviti.	setiap; masing-masing	Setiap kelas ikut serta dalam kegiatan.
1247:各位	各位	各位	皆さん	先生方、まず少し休んでください。	여러분	선생님 여러분, 먼저 잠시 쉬세요.	quý vị; các bạn	Các thầy cô, xin hãy nghỉ một lát trước.	ทุกท่าน	คุณครูทุกท่าน กรุณาพักสักครู่ก่อน.	semua; tuan-tuan dan puan-puan	Para guru, sila berehat sebentar dahulu.	semua; Bapak Ibu	Para guru, silakan beristirahat sebentar dulu.
1248:各种	各种	各种	さまざまな種類の	スーパーにはさまざまな果物があります。	각종; 여러 가지	슈퍼마켓에는 여러 가지 과일이 있습니다.	các loại; đủ loại	Trong siêu thị có đủ loại trái cây.	หลากหลายชนิด	ในซูเปอร์มาร์เก็ตมีผลไม้หลากหลายชนิด.	pelbagai jenis	Di pasar raya ada pelbagai jenis buah.	berbagai jenis	Di supermarket ada berbagai jenis buah.
1249:更加	更加	更加	さらに; もっと	勉強した後、彼はさらに自信を持つようになりました。	더욱; 한층 더	공부한 후 그는 더욱 자신감을 갖게 되었습니다.	càng hơn; hơn nữa	Sau khi học, anh ấy càng tự tin hơn.	ยิ่งขึ้น; มากขึ้น	หลังจากเรียนแล้ว เขายิ่งมั่นใจมากขึ้น.	lebih lagi; semakin	Selepas belajar, dia menjadi semakin yakin.	semakin; lebih lagi	Setelah belajar, dia menjadi semakin percaya diri.
1252:公共	公共	公共	公共の; 共有の	バス停は前にあります。	공공의	버스 정류장은 앞에 있습니다.	công cộng	Trạm xe buýt ở phía trước.	สาธารณะ	ป้ายรถเมล์อยู่ข้างหน้า.	awam	Perhentian bas berada di hadapan.	umum	Halte bus ada di depan.
1253:功课	功课	功课	宿題; 勉強	彼は夜、家で宿題をします。	숙제; 공부	그는 저녁에 집에서 숙제를 합니다.	bài tập; bài học	Buổi tối anh ấy làm bài tập ở nhà.	การบ้าน; บทเรียน	ตอนเย็นเขาทำการบ้านที่บ้าน.	kerja sekolah; pelajaran	Dia membuat kerja sekolah di rumah pada waktu malam.	pekerjaan sekolah; pelajaran	Malam hari dia mengerjakan tugas sekolah di rumah.
1255:公路	公路	公路	道路; 幹線道路	この道路はとても長いです。	도로; 공로	이 도로는 매우 깁니다.	đường bộ; đường cao tốc	Con đường này rất dài.	ถนน; ทางหลวง	ถนนสายนี้ยาวมาก.	jalan raya	Jalan raya ini sangat panjang.	jalan raya	Jalan ini sangat panjang.
1258:共	共	共	合計で; 全部で	私たちは合計で三枚のチケットを買いました。	모두; 총	우리는 총 세 장의 표를 샀습니다.	tổng cộng	Chúng tôi tổng cộng mua ba vé.	รวมทั้งหมด	พวกเราซื้อตั๋วทั้งหมดสามใบ.	jumlahnya; semuanya	Kami membeli tiga tiket semuanya.	total; semuanya	Kami membeli tiga tiket total.
1261:购买	购买	购买	購入する	チケットはオンラインで購入してください。	구매하다	입장권은 온라인으로 구매해 주세요.	mua; mua sắm	Xin hãy mua vé trên mạng.	ซื้อ	กรุณาซื้อตั๋วทางออนไลน์.	membeli	Sila beli tiket secara dalam talian.	membeli	Silakan membeli tiket secara online.
1270:观看	观看	观看	見る; 観覧する	学生たちは試合を見ています。	관람하다; 보다	학생들이 경기를 보고 있습니다.	xem	Các học sinh đang xem trận đấu.	ชม; ดู	นักเรียนกำลังชมการแข่งขัน.	menonton	Para pelajar sedang menonton perlawanan.	menonton	Para siswa sedang menonton pertandingan.
1272:管	管	管	管理する; 担当する	この件は彼が担当します。	관리하다; 맡다	이 일은 그가 맡아서 처리할 것입니다.	quản lý; phụ trách	Việc này sẽ do anh ấy phụ trách.	ดูแล; รับผิดชอบ	เรื่องนี้ให้เขาดูแล.	mengurus; bertanggungjawab	Dia akan bertanggungjawab atas perkara ini.	mengurus; bertanggung jawab	Dia akan bertanggung jawab atas urusan ini.
1286:寒冷	寒冷	寒冷	寒い; 冷え込む	寒い冬がもうすぐ来ます。	춥다; 한랭하다	추운 겨울이 곧 옵니다.	lạnh giá	Mùa đông lạnh giá sắp đến.	หนาวเย็น	ฤดูหนาวที่หนาวเย็นกำลังจะมาถึง.	sejuk; dingin	Musim sejuk yang dingin akan tiba tidak lama lagi.	dingin	Musim dingin yang dingin segera tiba.
1291:好好	好好	好好	ちゃんと; よく	あなたはしっかり休むべきです。	잘; 제대로	당신은 푹 쉬어야 합니다.	thật tốt; cẩn thận	Bạn nên nghỉ ngơi thật tốt.	ให้ดี; อย่างดี	คุณควรพักผ่อนให้ดี.	dengan baik	Anda perlu berehat dengan baik.	dengan baik	Anda harus beristirahat dengan baik.
1292:好笑	好笑	好笑	おかしい; 面白い	この話は本当に面白いです。	웃기다; 재미있다	이 이야기는 정말 웃깁니다.	buồn cười	Câu chuyện này thật buồn cười.	ตลก; น่าขำ	เรื่องนี้ตลกจริง ๆ.	lucu	Cerita ini sangat lucu.	lucu	Cerita ini benar-benar lucu.
1295:红包	红包	红包	お年玉袋; 紅包	春節には子どもたちはお年玉袋をもらいます。	홍바오; 세뱃돈 봉투	춘절에는 아이들이 홍바오를 받습니다.	bao lì xì	Trong Tết Nguyên đán, trẻ em nhận bao lì xì.	อั่งเปา	ช่วงตรุษจีน เด็ก ๆ จะได้รับอั่งเปา.	angpau; sampul merah	Semasa Tahun Baru Cina, kanak-kanak menerima angpau.	angpau; amplop merah	Saat Tahun Baru Imlek, anak-anak menerima angpau.
1302:话剧	话剧	话剧	演劇; 舞台劇	私たちは今夜、舞台劇を見に行きます。	연극	우리는 오늘 밤 연극을 보러 갑니다.	kịch nói	Tối nay chúng tôi đi xem kịch nói.	ละครเวที	คืนนี้พวกเราจะไปดูละครเวที.	drama pentas	Kami akan menonton drama pentas malam ini.	drama panggung	Malam ini kami akan menonton drama panggung.
1304:坏处	坏处	坏处	悪い点; 害	この習慣には悪い点がたくさんあります。	나쁜 점; 해로움	이 습관에는 나쁜 점이 많습니다.	tác hại; nhược điểm	Thói quen này có nhiều tác hại.	ข้อเสีย; โทษ	นิสัยนี้มีข้อเสียมากมาย.	keburukan; mudarat	Tabiat ini mempunyai banyak keburukan.	kerugian; dampak buruk	Kebiasaan ini memiliki banyak dampak buruk.
1305:环保	环保	环保	環境保護	環境保護の問題はますます重要になっています。	환경 보호	환경 보호 문제가 점점 더 중요해지고 있습니다.	bảo vệ môi trường	Các vấn đề bảo vệ môi trường ngày càng quan trọng.	การอนุรักษ์สิ่งแวดล้อม	ปัญหาการอนุรักษ์สิ่งแวดล้อมสำคัญขึ้นเรื่อย ๆ.	perlindungan alam sekitar	Isu perlindungan alam sekitar semakin penting.	perlindungan lingkungan	Isu perlindungan lingkungan menjadi semakin penting.
1306:换乘	换乘	换乘	乗り換える	次の駅へ行くには地下鉄に乗り換える必要があります。	환승하다	다음 역에 가려면 지하철로 환승해야 합니다.	chuyển tuyến; đổi phương tiện	Để đến ga tiếp theo, bạn cần chuyển sang tàu điện ngầm.	เปลี่ยนสาย; เปลี่ยนรถ	ถ้าจะไปสถานีถัดไป ต้องเปลี่ยนไปขึ้นรถไฟใต้ดิน.	bertukar kenderaan	Untuk sampai ke stesen seterusnya, anda perlu bertukar ke metro.	berganti kendaraan	Untuk sampai ke stasiun berikutnya, Anda perlu berganti ke kereta bawah tanah.
1307:回复	回复	回复	返事する; 返信	できるだけ早く私のメールに返信してください。	답장하다; 회신하다	제 이메일에 가능한 한 빨리 답장해 주세요.	trả lời; hồi âm	Xin hãy trả lời email của tôi sớm nhất có thể.	ตอบกลับ	กรุณาตอบกลับอีเมลของฉันโดยเร็วที่สุด.	membalas	Sila balas e-mel saya secepat mungkin.	membalas	Tolong balas email saya secepat mungkin.
1308:回信	回信	回信	返事を書く; 返信	彼はずっと返事を書いていません。	답장하다; 답장 편지	그는 계속 답장을 하지 않았습니다.	viết thư trả lời; thư hồi âm	Anh ấy vẫn chưa viết thư trả lời.	เขียนตอบ; จดหมายตอบกลับ	เขายังไม่ได้เขียนตอบกลับเลย.	membalas surat; surat balasan	Dia masih belum membalas surat.	membalas surat; surat balasan	Dia masih belum membalas surat.
1310:会员	会员	会员	会員	会員は安いチケットを買えます。	회원	회원은 저가 표를 살 수 있습니다.	hội viên	Thành viên có thể mua vé giá thấp.	สมาชิก	สมาชิกสามารถซื้อตั๋วราคาถูกได้.	ahli	Ahli boleh membeli tiket harga rendah.	anggota; member	Anggota dapat membeli tiket murah.
1311:活	活	活	生きている; 生きる	この木はまだ生きています。	살아 있다; 살다	이 나무는 아직 살아 있습니다.	sống; còn sống	Cây này vẫn còn sống.	มีชีวิต; ยังอยู่	ต้นไม้นี้ยังมีชีวิตอยู่.	hidup	Pokok ini masih hidup.	hidup	Pohon ini masih hidup.
1315:货	货	货	品物; 商品	この一批の商品は今日届きました。	물건; 상품	이 물건들은 오늘 도착했습니다.	hàng hóa	Lô hàng này hôm nay đã đến.	สินค้า	สินค้าชุดนี้มาถึงวันนี้แล้ว.	barangan	Barang kumpulan ini tiba hari ini.	barang	Barang kiriman ini tiba hari ini.
1317:获奖	获奖	获奖	受賞する	彼は試合で賞を取りました。	수상하다	그는 대회에서 상을 받았습니다.	đoạt giải	Anh ấy đã đoạt giải trong cuộc thi.	ได้รับรางวัล	เขาได้รับรางวัลในการแข่งขัน.	memenangi anugerah	Dia memenangi anugerah dalam pertandingan.	memenangkan penghargaan	Dia memenangkan penghargaan dalam lomba.
1318:获取	获取	获取	得る; 取得する	学生はそこから情報を得ることができます。	얻다; 획득하다	학생들은 그중에서 정보를 얻을 수 있습니다.	thu được; lấy được	Học sinh có thể thu được thông tin từ đó.	ได้รับ; ดึงข้อมูล	นักเรียนสามารถได้รับข้อมูลจากสิ่งนี้.	mendapatkan	Para pelajar boleh mendapatkan maklumat daripadanya.	memperoleh	Para siswa dapat memperoleh informasi dari situ.
1320:基本上	基本上	基本上	基本的に	この問題は基本的に解決しました。	기본적으로	이 문제는 기본적으로 해결되었습니다.	về cơ bản	Vấn đề này về cơ bản đã được giải quyết.	โดยพื้นฐานแล้ว	ปัญหานี้ได้รับการแก้ไขโดยพื้นฐานแล้ว.	pada dasarnya	Masalah ini pada dasarnya sudah diselesaikan.	pada dasarnya	Masalah ini pada dasarnya sudah terselesaikan.
1327:既	既	既	両方; すでに	彼は中国語も英語も話せます。	이미; 둘 다	그는 중국어도 할 수 있고 영어도 할 수 있습니다.	vừa; đã	Anh ấy vừa biết tiếng Trung vừa biết tiếng Anh.	ทั้ง; เมื่อ	เขาพูดได้ทั้งภาษาจีนและภาษาอังกฤษ.	kedua-duanya; sejak	Dia boleh berbahasa Cina dan juga Inggeris.	keduanya; sejak	Dia bisa berbahasa Mandarin dan juga Inggris.
1336:加快	加快	加快	速める	仕事の速度を速めてください。	속도를 높이다	작업 속도를 높여 주세요.	tăng tốc	Xin hãy tăng tốc độ làm việc.	เร่ง; เพิ่มความเร็ว	กรุณาเร่งความเร็วในการทำงาน.	mempercepatkan	Sila percepatkan kerja.	mempercepat	Tolong percepat pekerjaan.
1337:加强	加强	加强	強化する	学校は安全管理を強化する必要があります。	강화하다	학교는 안전 관리를 강화해야 합니다.	tăng cường	Nhà trường cần tăng cường quản lý an toàn.	เสริมสร้าง; เพิ่มความเข้มแข็ง	โรงเรียนต้องเสริมสร้างการจัดการความปลอดภัย.	memperkuat	Sekolah perlu memperkuat pengurusan keselamatan.	memperkuat	Sekolah perlu memperkuat manajemen keamanan.
1338:加入	加入	加入	参加する; 加わる	彼はバスケットボールチームに入りたいです。	가입하다; 합류하다	그는 농구팀에 들어가고 싶어 합니다.	tham gia	Anh ấy muốn tham gia đội bóng rổ.	เข้าร่วม	เขาอยากเข้าร่วมทีมบาสเกตบอล.	menyertai	Dia mahu menyertai pasukan bola keranjang.	bergabung	Dia ingin bergabung dengan tim basket.
1339:加上	加上	加上	加える; 足して	サービス料を加えると、全部で二百元です。	더하다; 포함하다	서비스 요금을 더하면 모두 이백 위안입니다.	cộng thêm	Cộng thêm phí dịch vụ, tổng cộng là hai trăm tệ.	บวกเพิ่ม; เพิ่มเข้าไป	บวกค่าบริการแล้ว รวมทั้งหมดสองร้อยหยวน.	ditambah	Ditambah caj perkhidmatan, jumlahnya dua ratus yuan.	ditambah	Ditambah biaya layanan, totalnya dua ratus yuan.
1342:加油	加油	加油	応援する; 給油する	クラスメートたちは一緒に選手を応援しました。	응원하다; 주유하다	반 친구들이 함께 팀원들을 응원했습니다.	cổ vũ; đổ xăng	Các bạn cùng lớp cùng cổ vũ cho thành viên đội.	เชียร์; เติมน้ำมัน	เพื่อนร่วมชั้นช่วยกันเชียร์สมาชิกทีม.	memberi semangat; mengisi minyak	Rakan sekelas bersama-sama memberi semangat kepada ahli pasukan.	memberi semangat; mengisi bensin	Teman sekelas bersama-sama menyemangati anggota tim.
1344:家长	家长	家长	保護者; 親	明日、学校は保護者会を開きます。	학부모; 보호자	내일 학교에서 학부모회를 엽니다.	phụ huynh	Ngày mai trường sẽ tổ chức họp phụ huynh.	ผู้ปกครอง	พรุ่งนี้โรงเรียนจะจัดประชุมผู้ปกครอง.	ibu bapa; penjaga	Esok sekolah akan mengadakan mesyuarat ibu bapa.	orang tua; wali	Besok sekolah akan mengadakan rapat orang tua.
1347:价钱	价钱	价钱	値段; 価格	この服の値段は高くありません。	값; 가격	이 옷의 가격은 높지 않습니다.	giá tiền	Giá của bộ quần áo này không cao.	ราคา	ราคาของเสื้อผ้าชิ้นนี้ไม่สูง.	harga	Harga pakaian ini tidak tinggi.	harga	Harga pakaian ini tidak mahal.
1348:假日	假日	假日	休日	休日にはショッピングモールに人が多いです。	휴일	휴일에는 쇼핑몰에 사람이 많습니다.	ngày nghỉ	Vào ngày nghỉ, trung tâm thương mại rất đông người.	วันหยุด	ในวันหยุด ห้างสรรพสินค้ามีคนเยอะมาก.	hari cuti	Pusat beli-belah sesak semasa hari cuti.	hari libur	Mal ramai orang saat hari libur.
1349:减	减	减	減らす; 引く	砂糖を半分に減らしてください。	줄이다; 빼다	설탕을 절반으로 줄여 주세요.	giảm; trừ	Xin hãy giảm đường đi một nửa.	ลด; ลบ	กรุณาลดน้ำตาลลงครึ่งหนึ่ง.	mengurangkan; menolak	Sila kurangkan gula separuh.	mengurangi; mengurangkan	Tolong kurangi gula setengahnya.
1350:减轻	减轻	减轻	軽くする; 減らす	運動はストレスを減らすことができます。	줄이다; 가볍게 하다	운동은 스트레스를 줄일 수 있습니다.	giảm nhẹ	Tập thể dục có thể giảm căng thẳng.	ลดลง; บรรเทา	การออกกำลังกายช่วยลดความเครียดได้.	meringankan; mengurangkan	Senaman boleh mengurangkan tekanan.	meringankan; mengurangi	Olahraga dapat mengurangi stres.
1353:健身房	健身房	健身房	ジム; トレーニング室	彼は仕事の後でジムへ行きます。	헬스장; 체육관	그는 퇴근 후 헬스장에 갑니다.	phòng tập gym	Anh ấy đến phòng tập sau khi tan làm.	โรงยิม; ฟิตเนส	หลังเลิกงานเขาไปฟิตเนส.	gimnasium; pusat kecergasan	Dia pergi ke gim selepas kerja.	gim; pusat kebugaran	Dia pergi ke gym setelah bekerja.
1355:江	江	江	大きな川; 川	この川は町の東部を流れています。	강	이 강은 도시 동부를 흐릅니다.	sông	Con sông này chảy qua phía đông thành phố.	แม่น้ำ	แม่น้ำสายนี้ไหลผ่านทางตะวันออกของเมือง.	sungai	Sungai ini mengalir melalui bahagian timur bandar.	sungai	Sungai ini mengalir melalui bagian timur kota.
1356:将	将	将	これから; まもなく	彼は北京へ勉強に行く予定です。	장차; 곧	그는 베이징에 공부하러 갈 것입니다.	sẽ; sắp	Anh ấy sẽ đi Bắc Kinh học.	จะ; กำลังจะ	เขาจะไปปักกิ่งเพื่อเรียน.	akan	Dia akan pergi ke Beijing untuk belajar.	akan	Dia akan pergi ke Beijing untuk belajar.
1358:将要	将要	将要	まもなく; しようとしている	列車はまもなく駅に入ります。	곧 ...하려 하다	기차가 곧 역에 들어올 것입니다.	sắp	Tàu sắp vào ga.	กำลังจะ	รถไฟกำลังจะเข้าสถานี.	akan segera	Keretapi akan segera masuk ke stesen.	akan segera	Kereta akan segera masuk stasiun.
1359:奖	奖	奖	賞; 賞品	彼は大きな賞を一つもらいました。	상; 상금	그는 큰 상을 하나 받았습니다.	giải thưởng	Anh ấy đã nhận được một giải thưởng lớn.	รางวัล	เขาได้รับรางวัลใหญ่หนึ่งรางวัล.	hadiah; anugerah	Dia mendapat satu hadiah besar.	hadiah; penghargaan	Dia menerima satu penghargaan besar.
1361:奖学金	奖学金	奖学金	奨学金	彼女は奨学金を獲得しました。	장학금	그녀는 장학금을 받았습니다.	học bổng	Cô ấy đã nhận được học bổng.	ทุนการศึกษา	เธอได้รับทุนการศึกษา.	biasiswa	Dia mendapat biasiswa.	beasiswa	Dia memperoleh beasiswa.
1362:降	降	降	下がる; 下げる	気温が突然大きく下がりました。	내리다; 낮추다	기온이 갑자기 많이 내려갔습니다.	giảm; hạ	Nhiệt độ đột nhiên giảm rất nhiều.	ลดลง; ทำให้ต่ำลง	อุณหภูมิลดลงอย่างมากทันที.	turun; menurunkan	Suhu tiba-tiba turun banyak.	turun; menurunkan	Suhu tiba-tiba turun banyak.
1364:降价	降价	降价	値下げする	この携帯電話の機種は値下がりし始めました。	가격을 내리다	이 휴대폰 모델은 가격이 내려가기 시작했습니다.	giảm giá	Mẫu điện thoại này bắt đầu giảm giá.	ลดราคา	โทรศัพท์มือถือรุ่นนี้เริ่มลดราคาแล้ว.	menurunkan harga	Model telefon bimbit ini mula turun harga.	menurunkan harga	Model ponsel ini mulai turun harga.
1366:降温	降温	降温	気温が下がる; 冷ます	明日は気温が下がるかもしれません。	기온이 내려가다; 식히다	내일은 기온이 내려갈 수 있습니다.	hạ nhiệt; giảm nhiệt độ	Ngày mai có thể trời sẽ giảm nhiệt.	อุณหภูมิลดลง; ทำให้เย็นลง	พรุ่งนี้อุณหภูมิอาจลดลง.	penurunan suhu; menyejukkan	Suhu mungkin turun esok.	penurunan suhu; mendinginkan	Besok suhu mungkin turun.
1369:交警	交警	交警	交通警察	交通警察が交差点で交通を整理しています。	교통경찰	교통경찰이 교차로에서 교통을 지휘하고 있습니다.	cảnh sát giao thông	Cảnh sát giao thông đang điều khiển giao thông ở ngã tư.	ตำรวจจราจร	ตำรวจจราจรกำลังควบคุมการจราจรที่สี่แยก.	polis trafik	Polis trafik sedang mengawal lalu lintas di persimpangan.	polisi lalu lintas	Polisi lalu lintas sedang mengatur lalu lintas di persimpangan.
1374:教师	教师	教师	教師; 先生	この教師はとても経験があります。	교사; 선생님	이 교사는 경험이 많습니다.	giáo viên	Giáo viên này rất có kinh nghiệm.	ครู	ครูคนนี้มีประสบการณ์มาก.	guru	Guru ini sangat berpengalaman.	guru	Guru ini sangat berpengalaman.
1376:教学	教学	教学	教育; 授業	新しい教育方法はとても効果的です。	교육; 수업	새로운 교수법은 매우 효과적입니다.	giảng dạy	Phương pháp giảng dạy mới rất hiệu quả.	การสอน	วิธีการสอนแบบใหม่มีประสิทธิภาพมาก.	pengajaran	Kaedah pengajaran baharu sangat berkesan.	pengajaran	Metode pengajaran baru sangat efektif.
1378:叫作	叫作	叫作	と呼ばれる	この場所は東湖と呼ばれています。	...라고 불리다	이곳은 동호라고 불립니다.	được gọi là	Nơi này được gọi là Đông Hồ.	เรียกว่า	สถานที่นี้เรียกว่าทะเลสาบตงหู.	dipanggil; disebut	Tempat ini dipanggil Tasik Timur.	disebut; bernama	Tempat ini disebut Danau Timur.
1383:节假日	节假日	节假日	祝日と休暇	祝日に旅行する時は、前もってチケットを予約すべきです。	공휴일과 휴가	공휴일에 여행할 때는 표를 미리 예약해야 합니다.	ngày lễ và kỳ nghỉ	Khi đi lại trong ngày lễ, nên đặt vé trước.	วันหยุดและเทศกาล	เดินทางในวันหยุดควรจองตั๋วล่วงหน้า.	cuti umum dan hari perayaan	Apabila melakukan perjalanan semasa cuti, anda patut menempah tiket lebih awal.	hari libur dan hari raya	Saat bepergian pada hari libur, sebaiknya pesan tiket lebih awal.
1387:今后	今后	今后	今後; これから	今後、私はさらに努力します。	앞으로; 이후	앞으로 저는 더욱 노력하겠습니다.	từ nay về sau	Từ nay về sau tôi sẽ cố gắng hơn nữa.	ต่อจากนี้ไป	จากนี้ไปฉันจะพยายามมากขึ้น.	selepas ini; mulai sekarang	Selepas ini, saya akan berusaha lebih keras.	ke depannya; mulai sekarang	Ke depannya, saya akan berusaha lebih keras.
1388:仅	仅	仅	ただ; のみ	この活動は会員だけが参加できます。	오직; 단지	이 활동은 회원만 참가할 수 있습니다.	chỉ; chỉ có	Hoạt động này chỉ dành cho hội viên tham gia.	เพียง; เท่านั้น	กิจกรรมนี้จำกัดเฉพาะสมาชิกเท่านั้น.	hanya	Aktiviti ini hanya terbuka kepada ahli.	hanya	Kegiatan ini hanya terbuka untuk anggota.
1390:仅仅	仅仅	仅仅	ただ; わずか	彼はわずか十分しか使いませんでした。	단지; 겨우	그는 단지 10분만 사용했습니다.	chỉ; chỉ vẻn vẹn	Anh ấy chỉ dùng mười phút.	เพียงแค่; เท่านั้น	เขาใช้เวลาเพียงสิบนาทีเท่านั้น.	hanya; semata-mata	Dia hanya menggunakan sepuluh minit.	hanya; semata-mata	Dia hanya memakai sepuluh menit.
1392:进入	进入	进入	入る	列に並んでホールに入ってください。	들어가다	줄을 서서 홀에 들어가 주세요.	đi vào; bước vào	Xin hãy xếp hàng để vào sảnh.	เข้าไป	กรุณาต่อแถวเข้าไปในห้องโถง.	masuk	Sila beratur untuk masuk ke dewan.	masuk	Silakan antre untuk masuk ke aula.
1401:景点	景点	景点	観光スポット	この観光スポットはとても人気があります。	관광지	이 관광지는 매우 인기가 많습니다.	điểm tham quan	Điểm tham quan này rất được yêu thích.	สถานที่ท่องเที่ยว	สถานที่ท่องเที่ยวนี้เป็นที่นิยมมาก.	tempat tarikan pelancong	Tempat tarikan ini sangat popular.	tempat wisata	Tempat wisata ini sangat populer.
1402:景区	景区	景区	観光エリア; 景勝地	観光エリアの入口には観光客がたくさんいます。	관광 구역; 명승지	관광 구역 입구에는 관광객이 많습니다.	khu du lịch; khu thắng cảnh	Ở cổng khu du lịch có rất nhiều du khách.	เขตท่องเที่ยว; พื้นที่ชมวิว	หน้าทางเข้าเขตท่องเที่ยวมีนักท่องเที่ยวจำนวนมาก.	kawasan pelancongan	Di pintu masuk kawasan pelancongan ada ramai pelancong.	kawasan wisata	Di pintu masuk kawasan wisata ada banyak wisatawan.
1408:就是	就是	就是	まさに; つまり	ここがまさに私の学校です。	바로; 곧	여기가 바로 제 학교입니다.	chính là; đúng là	Đây chính là trường của tôi.	ก็คือ; นั่นแหละ	นี่แหละคือโรงเรียนของฉัน.	tepatnya; ialah	Inilah sekolah saya.	yaitu; tepatnya	Inilah sekolah saya.
1411:举例	举例	举例	例を挙げる	先生は彼に例を挙げて説明するよう頼みました。	예를 들다	선생님은 그에게 예를 들어 설명하라고 했습니다.	nêu ví dụ	Giáo viên yêu cầu anh ấy nêu ví dụ để giải thích.	ยกตัวอย่าง	ครูขอให้เขายกตัวอย่างเพื่ออธิบาย.	memberi contoh	Guru memintanya memberi contoh untuk menjelaskan.	memberi contoh	Guru memintanya memberi contoh untuk menjelaskan.
1413:聚	聚	聚	集まる	友人たちは週末に一緒に集まります。	모이다	친구들은 주말에 함께 모입니다.	tụ họp	Bạn bè tụ họp vào cuối tuần.	รวมตัวกัน	เพื่อน ๆ รวมตัวกันในวันหยุดสุดสัปดาห์.	berkumpul	Kawan-kawan berkumpul pada hujung minggu.	berkumpul	Teman-teman berkumpul pada akhir pekan.
1414:聚餐	聚餐	聚餐	会食する; 一緒に食事する	私たちは今夜一緒に食事をします。	회식하다; 함께 식사하다	우리는 오늘 밤 함께 식사합니다.	ăn tụ họp; ăn cùng nhau	Tối nay chúng tôi ăn cùng nhau.	กินข้าวร่วมกัน	คืนนี้พวกเราจะกินข้าวด้วยกัน.	makan bersama	Kami akan makan bersama malam ini.	makan bersama	Malam ini kami akan makan bersama.
1418:剧院	剧院	剧院	劇場	劇場の入口には多くの人が並んでいます。	극장	극장 입구에 많은 사람들이 줄을 서 있습니다.	nhà hát	Nhiều người đang xếp hàng ở cửa nhà hát.	โรงละคร	หน้าทางเข้าโรงละครมีคนต่อแถวจำนวนมาก.	teater	Ramai orang sedang beratur di pintu masuk teater.	teater	Banyak orang sedang mengantre di pintu masuk teater.
1421:烤	烤	烤	焼く; オーブンで焼く	彼はパンを焼いています。	굽다	그는 빵을 굽고 있습니다.	nướng	Anh ấy đang nướng bánh mì.	อบ; ย่าง	เขากำลังอบขนมปัง.	membakar	Dia sedang membakar roti.	memanggang; membakar	Dia sedang memanggang roti.
