source_headword	LO	example_LO
restore	ຟື້ນຟູ	ຄົນງານຟື້ນຟູຮູບແຕ້ມເກົ່າ.
restrict	ຈຳກັດ	ກົດລະບຽບຈຳກັດການຈອດລົດ.
restriction	ຂໍ້ຈຳກັດ	ຂໍ້ຈຳກັດສິ້ນສຸດລົງໃນມື້ອື່ນ.
retail	ຂາຍຍ່ອຍ	ຍອດຂາຍຍ່ອຍເພີ່ມຂຶ້ນ.
retirement	ການກະສຽນ	ລາວວາງແຜນການກະສຽນຂອງລາວຢ່າງລະມັດລະວັງ.
revenue	ລາຍຮັບ	ລາຍຮັບຈາກປີ້ຖືກນຳໄປຈ່າຍຄ່າສ້ອມແປງ.
revision	ການທົບທວນ	ການທົບທວນຊ່ວຍໄດ້ກ່ອນການສອບເສັງ.
ridiculous	ໄຮ້ສາລະ	ລາຄານັ້ນມັນໄຮ້ສາລະ.
risky	ສ່ຽງ	ແຜນການເບິ່ງຄືວ່າສ່ຽງ.
rival	ຄູ່ແຂ່ງ	ຄູ່ແຂ່ງຂອງພວກເຮົາໄດ້ເປີດຮ້ານໃໝ່.
rob	ປຸ້ນ	ພວກຜູ້ຊາຍພະຍາຍາມປຸ້ນທະນາຄານ.
robbery	ການປຸ້ນຈີ້	ການປຸ້ນຈີ້ເກີດຂຶ້ນໃນຕອນກາງຄືນ.
rocket	ຈະຫຼວດ	ຈະຫຼວດຖືກປ່ອຍຂຶ້ນສູ່ອະວະກາດຢ່າງສຳເລັດຜົນ.
romance	ຄວາມໂຣແມນຕິກ	ນິຍາຍເລື່ອງນີ້ລວມມີເລື່ອງຄວາມຮັກໂຣແມນຕິກ.
rose	ດອກກຸຫຼາບ	ດອກກຸຫຼາບສີແດງເຕີບໃຫຍ່ຢູ່ໃກ້ຮົ້ວ.
roughly	ໂດຍປະມານ	ມີຄົນເຂົ້າຮ່ວມປະມານຊາວຄົນ.
ruin	ທຳລາຍ	ຝົນອາດຈະທຳລາຍການກິນເຂົ້າປ່າ.
satisfaction	ຄວາມພໍໃຈ	ຄວາມພໍໃຈຂອງລູກຄ້າດີຂຶ້ນ.
scandal	ເລື່ອງອື້ສາວ	ເລື່ອງອື້ສາວທຳລາຍອາຊີບຂອງລາວ.
scare	ຄວາມຕົກໃຈ	ສຽງດັງເຮັດໃຫ້ຂ້ອຍຕົກໃຈ.
scenario	ສະຖານະການ	ສະຖານະການທີ່ຮ້າຍແຮງທີ່ສຸດແມ່ນບໍ່ໜ້າຈະເກີດຂຶ້ນ.
scholar	ນັກວິຊາການ	ນັກວິຊາການສຶກສາບົດເລື່ອງບູຮານ.
scholarship	ທຶນການສຶກສາ	ລາວຊະນະທຶນການສຶກສາ.
scratch	ຮອຍຂີດຂ່ວນ	ແມວໄດ້ປະຮອຍຂີດຂ່ວນໄວ້.
screening	ການກວດກັ່ນຕອງ	ໂຮງໝໍໃຫ້ບໍລິການກວດກັ່ນຕອງມະເຮັງ.
seeker	ຜູ້ຊອກຫາ	ຜູ້ຊອກຫາວຽກໄດ້ສົ່ງໃບສະໝັກ.
seminar	ສຳມະນາ	ການສຳມະນາເລີ່ມຕົ້ນເວລາເກົ້າໂມງ.
settler	ຜູ້ຕັ້ງຖິ່ນຖານ	ຜູ້ຕັ້ງຖິ່ນຖານໄດ້ສ້າງຟາມນ້ອຍໆ.
severely	ຢ່າງຮຸນແຮງ	ພາຍຸໄດ້ທຳລາຍຖະໜົນຫົນທາງຢ່າງຮຸນແຮງ.
sexy	ເຊັກຊີ່	ຊຸດນັ້ນຖືກຖືວ່າເຊັກຊີ່.
shocking	ເປັນຕາຕົກໃຈ	ຂ່າວນັ້ນເປັນຕາຕົກໃຈ.
shore	ແຄມຝັ່ງ	ພວກເຮົາຍ່າງລຽບຕາມແຄມຝັ່ງ.
shortage	ຄວາມຂາດແຄນ	ນະຄອນປະເຊີນກັບຄວາມຂາດແຄນນ້ຳ.
shortly	ໃນບໍ່ຊ້າ	ລົດເມມາຮອດໃນບໍ່ຊ້າຫຼັງຈາກຕອນທ່ຽງ.
short-term	ໄລຍະສັ້ນ	ແຜນການມີຜົນປະໂຫຍດໄລຍະສັ້ນ.
sibling	ອ້າຍເອື້ອຍນ້ອງ	ອ້າຍເອື້ອຍນ້ອງແຕ່ລະຄົນໄດ້ຮັບຂອງຂວັນ.
signature	ລາຍເຊັນ	ກະລຸນາເພີ່ມລາຍເຊັນຂອງທ່ານ.
significance	ຄວາມສຳຄັນ	ການຄົ້ນພົບນີ້ມີຄວາມສຳຄັນຫຼາຍ.
skilled	ມີສີມື	ຄົນງານທີ່ມີສີມືໄດ້ສ້ອມແປງຫຼັງຄາ.
slogan	ຄຳຂວັນ	ການໂຄສະນາໃຊ້ຄຳຂວັນທີ່ງ່າຍດາຍ.
so-called	ທີ່ເອີ້ນວ່າ	ຜູ້ທີ່ເອີ້ນວ່າຜູ້ຊ່ຽວຊານໄດ້ເຮັດຜິດພາດ.
somehow	ດ້ວຍວິທີໃດໜຶ່ງ	ບໍ່ຮູ້ວ່າເປັນຫຍັງ, ກະແຈກໍຫາຍໄປ.
sometime	ບາງເວລາ	ມາຢ້ຽມຢາມພວກເຮົາບາງເວລາໃນອາທິດໜ້າ.
sophisticated	ຊັບຊ້ອນ	ຊອບແວມີຄວາມຊັບຊ້ອນ.
spare	ສຳຮອງ	ພວກເຮົາເກັບກະແຈສຳຮອງໄວ້.
specialize	ຊ່ຽວຊານ	ທ່ານໝໍຊ່ຽວຊານໃນຂົງເຂດທີ່ແຕກຕ່າງກັນ.
specify	ລະບຸ	ກະລຸນາລະບຸເວລາທີ່ທ່ານຈະມາຮອດ.
spectacular	ງົດງາມ	ດອກໄມ້ໄຟນັ້ນງົດງາມຫຼາຍ.
spectator	ຜູ້ຊົມ	ຜູ້ຊົມແຕ່ລະຄົນໄດ້ຮັບລາຍການ.
speculate	ຄາດເດົາ	ຜູ້ຊ່ຽວຊານຄາດເດົາກ່ຽວກັບສາເຫດ.
speculation	ການຄາດເດົາ	ບົດຄວາມສົ່ງເສີມການຄາດເດົາ.
spice	ເຄື່ອງເທດ	ຕື່ມເຄື່ອງເທດເທື່ອລະໜ້ອຍ.
spill	ເຮັດເຮ່	ຢ່າເຮັດໃຫ້ນ້ຳໝາກໄມ້ເຮ່.
spite	ຄວາມຂຸ່ນເຄືອງ	ລາວປະສົບຜົນສຳເລັດທັງໆທີ່ມີບັນຫາ.
spoil	ເຮັດໃຫ້ເສຍ	ເກືອຫຼາຍເກີນໄປສາມາດເຮັດໃຫ້ແກງເສຍໄດ້.
spokesman	ໂຄສົກຊາຍ	ໂຄສົກຊາຍໄດ້ຕອບຄຳຖາມ.
spokesperson	ໂຄສົກ	ໂຄສົກໄດ້ອ່ານຖະແຫຼງການ.
spokeswoman	ໂຄສົກຍິງ	ໂຄສົກຍິງໄດ້ກ່າວຕໍ່ນັກຂ່າວ.
sponsorship	ການສະໜັບສະໜູນ	ທີມຕ້ອງການການສະໜັບສະໜູນ.
sporting	ກ່ຽວກັບກິລາ	ເມືອງເປັນເຈົ້າພາບຈັດງານກິລາ.
stall	ຮ້ານຂາຍເຄື່ອງ	ຮ້ານຂາຍເຄື່ອງໃນຕະຫຼາດຂາຍໝາກໄມ້.
stance	ຈຸດຢືນ	ລັດຖະມົນຕີໄດ້ປ່ຽນຈຸດຢືນຂອງລາວ.
starve	ຫິວຕາຍ	ຖ້າບໍ່ມີອາຫານ, ສັດອາດຈະຫິວຕາຍໄດ້.
steadily	ຢ່າງຕໍ່ເນື່ອງ	ບໍລິສັດເຕີບໃຫຍ່ຢ່າງຕໍ່ເນື່ອງ.
steam	ອາຍນ້ຳ	ອາຍນ້ຳລອຍຂຶ້ນຈາກແກງ.
stimulate	ກະຕຸ້ນ	ສີສັນສົດໃສສາມາດກະຕຸ້ນຄວາມສົນໃຈໄດ້.
