source_headword	SI	example_SI
precedent	පූර්වාදර්ශය	මෙම තීන්දුව වැදගත් පූර්වාදර්ශයක් විය.
precision	නිරවද්‍යතාව	යන්ත්‍රය නිරවද්‍යතාවයෙන් කපා දමයි.
predator	විලෝපිකයා	විලෝපිකයා ගඟ අසල බලා සිටියේය.
predecessor	පූර්වගාමියා	ඇගේ පූර්වගාමියා සවිස්තරාත්මක සටහන් තැබීය.
predominantly	ප්‍රධාන වශයෙන්	මෙම ප්‍රදේශය ප්‍රධාන වශයෙන් නේවාසික වේ.
pregnancy	ගැබ් ගැනීම	ගැබ් ගැනීම සඳහා නිතිපතා වෛද්‍ය ප්‍රතිකාර අවශ්‍ය වේ.
prejudice	අගතිය	මෙම ව්‍යාපාරය වාර්ගික අගතියට අභියෝග කළේය.
preliminary	මූලික	මූලික ප්‍රතිඵල යහපත් බව පෙනේ.
premier	අගමැති	අග්‍රාමාත්‍යවරයා අද පාර්ලිමේන්තුව ඇමතීය.
premise	පදනම	තර්කය රඳා පවතින්නේ අසත්‍ය පදනමක් මත ය.
premium	අතිරේක මුදල	ගනුදෙනුකරුවන් වේගය සඳහා අතිරේක මුදලක් ගෙවා ඇත.
prescribe	නියම කරනවා	වෛද්‍යවරුන් ප්‍රතිජීවක ප්‍රවේශමෙන් නියම කරයි.
prescription	බෙහෙත් වට්ටෝරුව	බෙහෙත් වට්ටෝරුව ලබන මාසයේ කල් ඉකුත් වේ.
presently	දැනට	ඇය දැනට නොමැත.
preservation	සංරක්ෂණය	සංරක්ෂණය ඓතිහාසික ගොඩනැගිලි ආරක්ෂා කරයි.
preside	මුලසුන දරනවා	විනිසුරුවරයා නඩු විභාගයේ මුලසුන දරනු ඇත.
presidency	ජනාධිපති ධූරය	ඔහුගේ ජනාධිපති ධූරය වසර අටක් පැවතුනි.
presidential	ජනාධිපති	ජනාධිපතිවරණය අවධානයට ලක් විය.
prestigious	කීර්තිමත්	ඇය කීර්තිමත් ශිෂ්‍යත්වයක් දිනා ගත්තාය.
presumably	අනුමාන වශයෙන්	කාර්යාලය අනුමාන වශයෙන් අද වසා ඇත.
presume	අනුමාන කරනවා	ලේඛන අව්‍යාජ යැයි අපි අනුමාන කරමු.
prevail	ජය ගන්නවා	සාමාන්‍ය බුද්ධිය ජය ගත යුතුය.
prevalence	ව්‍යාප්තිය	ඇදුම රෝගයේ ව්‍යාප්තිය වැඩි විය.
prevention	වැළැක්වීම	අලුත්වැඩියාවට වඩා වැළැක්වීම ලාභදායී වේ.
