source_headword	MY	example_MY
collaboration	ပူးပေါင်းဆောင်ရွက်မှု	၎င်းတို့၏ ပူးပေါင်းဆောင်ရွက်မှုသည် ခိုင်မာသော ရလဒ်များကို ထုတ်ပေးခဲ့သည်။
collective	စုပေါင်း	ဆုံးဖြတ်ချက်သည် စုပေါင်းကြိုးပမ်းမှုတစ်ခုဖြစ်သည်။
collision	တိုက်မိခြင်း	တိုက်မိမှုကြောင့် အဝေးပြေးလမ်းပိတ်သွားသည်။
colonial	ကိုလိုနီခေတ်	အဆောက်အအုံတွင် ကိုလိုနီခေတ် ဗိသုကာလက်ရာရှိသည်။
columnist	ဆောင်းပါးရှင်	ဆောင်းပါးရှင်က မူဝါဒကို ဝေဖန်ခဲ့သည်။
combat	တိုက်ပွဲ	စစ်သားများသည် တိုက်ပွဲအတွက် လေ့ကျင့်ခဲ့ကြသည်။
commence	စတင်သည်	အခမ်းအနားကို မွန်းတည့်ချိန်တွင် စတင်မည်ဖြစ်သည်။
commentary	သုံးသပ်ချက်	ပွဲသုံးသပ်ချက်မှာ သွက်လက်နေသည်။
commentator	သုံးသပ်သူ	သုံးသပ်သူက ဆုံးဖြတ်ချက်ကို ရှင်းပြခဲ့သည်။
commerce	ကူးသန်းရောင်းဝယ်ရေး	အွန်လိုင်းကူးသန်းရောင်းဝယ်ရေးသည် အလျင်အမြန် တိုးတက်လာသည်။
commissioner	ကော်မရှင်နာ	ကော်မရှင်နာသည် စည်းမျဉ်းသစ်များကို ကြေညာခဲ့သည်။
commodity	ကုန်စည်	ဂျုံသည် အရေးပါသော ကုန်စည်ဖြစ်သည်။
communist	ကွန်မြူနစ်	ကွန်မြူနစ်ပါတီက အစည်းအဝေးတစ်ခု ကျင်းပခဲ့သည်။
companion	အဖော်	သူမ၏ခွေးသည် သစ္စာရှိသော အဖော်ဖြစ်သည်။
comparable	နှိုင်းယှဉ်နိုင်သော	မြို့နှစ်မြို့သည် အရွယ်အစားအားဖြင့် နှိုင်းယှဉ်နိုင်သည်။
compassion	သနားကြင်နာမှု	သူနာပြုသည် ကြီးမားသော သနားကြင်နာမှုကို ပြသခဲ့သည်။
compel	ဖိအားပေးသည်	သက်သေအထောက်အထားက အစိုးရကို တုံ့ပြန်စေခဲ့သည်။
compelling	ဆွဲဆောင်မှုရှိသော	မှတ်တမ်းရုပ်ရှင်သည် ဆွဲဆောင်မှုရှိသော အကြောင်းပြချက်ကို ပေးခဲ့သည်။
compensate	လျော်ကြေးပေးသည်	ကုမ္ပဏီသည် ထိခိုက်နစ်နာသော ဖောက်သည်များကို လျော်ကြေးပေးမည်ဖြစ်သည်။
compensation	လျော်ကြေး	အလုပ်သမားများသည် တရားမျှတသော လျော်ကြေးကို တောင်းဆိုခဲ့ကြသည်။
competence	အရည်အချင်း	စမ်းသပ်မှုက ပရော်ဖက်ရှင်နယ် အရည်အချင်းကို တိုင်းတာသည်။
competent	အရည်အချင်းပြည့်မီသော	သူမသည် အရည်အချင်းပြည့်မီသော အင်ဂျင်နီယာတစ်ဦးဖြစ်သည်။
compile	ပြုစုသည်	သုတေသီများသည် ဆေးရုံများမှ အချက်အလက်များကို ပြုစုကြသည်။
complement	ဖြည့်စွက်သည်	ဝိုင်သည် အစားအစာကို ဖြည့်စွက်ပေးလိမ့်မည်။
complexity	ရှုပ်ထွေးမှု	စီမံကိန်းတွင် မမျှော်လင့်ထားသော ရှုပ်ထွေးမှုရှိသည်။
compliance	လိုက်နာမှု	စာရင်းစစ်က ဥပဒေလိုက်နာမှုကို စစ်ဆေးခဲ့သည်။
complication	နောက်ဆက်တွဲပြဿနာ	ခွဲစိတ်မှုတွင် နောက်ဆက်တွဲပြဿနာ တစ်ခုရှိခဲ့သည်။
comply	လိုက်နာသည်	ကုမ္ပဏီများသည် စည်းမျဉ်းများကို လိုက်နာရမည်။
composition	တေးသွား	တေးသွားတွင် တယောနှင့် စန္ဒရားပါဝင်သည်။
compromise	အပေးအယူ	အပေးအယူလုပ်ခြင်းက နှစ်ဖက်စလုံးကို ကျေနပ်စေခဲ့သည်။
compute	တွက်ချက်သည်	ပရိုဂရမ်သည် စုစုပေါင်းကို တွက်ချက်နိုင်သည်။
conceal	ဖုံးကွယ်သည်	သူသည် ပျက်စီးမှုကို ဖုံးကွယ်ခဲ့သည်။
concede	ဝန်ခံသည်	ဝန်ကြီးက ရှုံးနိမ့်မှုကို ဝန်ခံခဲ့သည်။
conceive	စိတ်ကူးသည်	သူတို့သည် ပိုကောင်းသော အစီအစဉ်ကို မစဉ်းစားနိုင်ခဲ့ကြပါ။
conception	အယူအဆ	ရုပ်ရှင်က သမိုင်းနှင့်ပတ်သက်သော ကျွန်ုပ်၏အယူအဆကို ပြောင်းလဲစေခဲ့သည်။
concession	လျှော့ပေါ့ပေးမှု	ကုမ္ပဏီက လျှော့ပေါ့ပေးမှု တစ်ခုကို ကမ်းလှမ်းခဲ့သည်။
condemn	ရှုတ်ချသည်	ခေါင်းဆောင်များက တိုက်ခိုက်မှုကို လူသိရှင်ကြား ရှုတ်ချခဲ့ကြသည်။
confer	အပ်နှင်းသည်	ဆုက ဂုဏ်သိက္ခာကို အပ်နှင်းလိမ့်မည်။
confession	ဝန်ခံချက်	သူ၏ဝန်ခံချက်က တရားရုံးကို အံ့သြစေခဲ့သည်။
configuration	ဖွဲ့စည်းမှုပုံစံ	ဖွဲ့စည်းမှုပုံစံသည် ကွန်ရက်ဝင်ရောက်မှုကို ထိန်းချုပ်သည်။
confine	ကန့်သတ်သည်	စည်းမျဉ်းများက ခွေးများကို ဤဧရိယာတွင်သာ ကန့်သတ်ထားသည်။
confirmation	အတည်ပြုချက်	ကျွန်ုပ်တို့သည် အီးမေးလ်ဖြင့် အတည်ပြုချက် ရရှိခဲ့သည်။
confront	ရင်ဆိုင်သည်	သူမသည် ပြဿနာကို တိုက်ရိုက် ရင်ဆိုင်ခဲ့သည်။
confrontation	ရင်ဆိုင်မှု	ရင်ဆိုင်မှုသည် အကြမ်းဖက်မှုမရှိဘဲ ပြီးဆုံးသွားသည်။
congratulate	ဂုဏ်ပြုသည်	ကျွန်တော့်အစ်မကို ဂုဏ်ပြုရန် ဖုန်းခေါ်ခဲ့သည်။
congregation	အသင်းတော်	အသင်းတော်က အတူတကွ သီချင်းဆိုခဲ့ကြသည်။
congressional	ကွန်ဂရက်လွှတ်တော်	ကွန်ဂရက်လွှတ်တော် ကြားနာမှုသည် နာရီပေါင်းများစွာ ကြာမြင့်ခဲ့သည်။
conquer	အောင်နိုင်သည်	အဖွဲ့က စျေးကွက်ကို အောင်နိုင်ခဲ့သည်။
conscience	လိပ်ပြာ	သူ၏လိပ်ပြာက လိမ်ညာမှုများကို ခွင့်မပြုပါ။
consciousness	အသိစိတ်	မတော်တဆမှုက သူ၏အသိစိတ်ကို ထိခိုက်စေခဲ့သည်။
consecutive	ဆက်တိုက်	သူမသည် ပွဲသုံးပွဲဆက်တိုက် အနိုင်ရခဲ့သည်။
consensus	သဘောတူညီချက်	ကော်မတီသည် သဘောတူညီချက်ကို လျင်မြန်စွာ ရရှိခဲ့သည်။
consent	သဘောတူခွင့်ပြုချက်	ရေးသားထားသော သဘောတူခွင့်ပြုချက် လိုအပ်ပါသည်။
conserve	ချွေတာသည်	မိုးခေါင်ချိန်တွင် ကျွန်ုပ်တို့သည် ရေကို ချွေတာသုံးစွဲကြသည်။
consistency	တသမတ်တည်းဖြစ်မှု	ဘာသာစကား လေ့လာရာတွင် တသမတ်တည်းဖြစ်မှုသည် အရေးကြီးသည်။
consolidate	ပေါင်းစည်းသည်	ကုမ္ပဏီသည် ရုံးနှစ်ရုံးကို ပေါင်းစည်းမည်ဖြစ်သည်။
constituency	မဲဆန္ဒနယ်	ကိုယ်စားလှယ်လောင်းသည် မဲဆန္ဒနယ်တိုင်းသို့ သွားရောက်ခဲ့သည်။
constitute	ဖွဲ့စည်းသည်	အမျိုးသမီးများသည် ကော်မတီ၏ တစ်ဝက်ကို ဖွဲ့စည်းထားသည်။
constitution	ဖွဲ့စည်းပုံအခြေခံဥပဒေ	ဖွဲ့စည်းပုံအခြေခံဥပဒေက လွတ်လပ်စွာ ပြောဆိုခွင့်ကို အာမခံသည်။
constitutional	ဖွဲ့စည်းပုံအခြေခံဥပဒေဆိုင်ရာ	တရားရုံးက ဖွဲ့စည်းပုံအခြေခံဥပဒေဆိုင်ရာ အခွင့်အရေးများကို ပြန်လည်သုံးသပ်ခဲ့သည်။
constraint	ကန့်သတ်ချက်	ဘတ်ဂျက်ကန့်သတ်ချက်က စီမံကိန်းကို ကန့်သတ်ခဲ့သည်။
consultation	တိုင်ပင်ဆွေးနွေးမှု	တိုင်ပင်ဆွေးနွေးမှုသည် နှစ်ပတ်ကြာမြင့်ခဲ့သည်။
contemplate	စဉ်းစားဆင်ခြင်သည်	သူမသည် ကမ်းလှမ်းချက်ကို ခေတ္တ စဉ်းစားဆင်ခြင်ခဲ့သည်။
contempt	မထီမဲ့မြင်ပြုမှု	သူသည် စည်းမျဉ်းများကို မထီမဲ့မြင်ပြုကြောင်း ပြသခဲ့သည်။
contend	ယှဉ်ပြိုင်သည်	ကုမ္ပဏီများစွာက စာချုပ်အတွက် ယှဉ်ပြိုင်ကြသည်။
contender	ယှဉ်ပြိုင်သူ	သူမသည် အင်အားကြီးသော ယှဉ်ပြိုင်သူဖြစ်သည်။
content2	ကျေနပ်သော	သူသည် ရလဒ်နှင့်ပတ်သက်၍ ကျေနပ်မှုခံစားရသည်။
contention	အငြင်းပွားမှု	အဓိက အငြင်းပွားမှုသည် ရန်ပုံငွေနှင့် သက်ဆိုင်သည်။
continually	အစဉ်မပြတ်	စနစ်သည် အမှားများကို အစဉ်မပြတ် စစ်ဆေးသည်။
contractor	ကန်ထရိုက်တာ	ကန်ထရိုက်တာက ခေါင်မိုးကို ပြင်ဆင်ခဲ့သည်။
contradiction	ဆန့်ကျင်ဘက်ဖြစ်မှု	သူ၏ပြောကြားချက်တွင် ဆန့်ကျင်ဘက်ဖြစ်မှု ပါဝင်နေသည်။
contrary	ဆန့်ကျင်ဘက်	ဆန့်ကျင်ဘက် သက်သေအထောက်အထားက အမှုကို ပြောင်းလဲစေခဲ့သည်။
contributor	ပါဝင်ပံ့ပိုးသူ	သူမသည် ပုံမှန် ပါဝင်ပံ့ပိုးသူဖြစ်သည်။
conversion	ပြောင်းလဲခြင်း	ပြောင်းလဲခြင်းက ဒေါ်လာများကို ယူရိုများအဖြစ် ပြောင်းလဲပေးခဲ့သည်။
convict	ပြစ်မှုထင်ရှားစီရင်သည်	ဂျူရီလူကြီးသည် သံသယရှိသူကို ပြစ်မှုထင်ရှား စီရင်နိုင်သည်။
conviction	ပြစ်မှုထင်ရှားစီရင်ချက်	သူ၏ ပြစ်မှုထင်ရှားစီရင်ချက်က ပြည်သူကို အံ့သြတုန်လှုပ်စေခဲ့သည်။
cooperate	ပူးပေါင်းဆောင်ရွက်သည်	စုံစမ်းစစ်ဆေးမှုတွင် ကျေးဇူးပြု၍ ပူးပေါင်းဆောင်ရွက်ပါ။
cooperative	ပူးပေါင်းဆောင်ရွက်သော	ဝန်ထမ်းများသည် ပူးပေါင်းဆောင်ရွက်ပြီး တည်ငြိမ်ကြသည်။
coordinate	ညှိနှိုင်းဆောင်ရွက်သည်	သူတို့သည် မနက်တိုင်း ပို့ဆောင်မှုများကို ညှိနှိုင်းဆောင်ရွက်ကြသည်။
coordination	ညှိနှိုင်းဆောင်ရွက်မှု	ကောင်းမွန်သော ညှိနှိုင်းဆောင်ရွက်မှုက အချိန်ကုန်သက်သာစေသည်။
coordinator	ညှိနှိုင်းရေးမှူး	ညှိနှိုင်းရေးမှူးက အလုပ်တစ်ခုစီကို တာဝန်ပေးအပ်ခဲ့သည်။
cop	ရဲ	ဘူတာရုံအပြင်ဘက်တွင် ရဲတစ်ဦး ရပ်နေသည်။
copper	ကြေးနီ	ပိုက်ကို ကြေးနီဖြင့် ပြုလုပ်ထားသည်။
copyright	မူပိုင်ခွင့်	ပုံကို မူပိုင်ခွင့်ဖြင့် ကာကွယ်ထားသည်။
correction	ပြင်ဆင်ချက်	ဆရာမက ပြင်ဆင်ချက်တစ်ခု ပြုလုပ်ခဲ့သည်။
correlate	ဆက်စပ်သည်	စိတ်ဖိစီးမှုများခြင်းက ဖျားနာမှုနှင့် ဆက်စပ်နိုင်သည်။
correlation	ဆက်စပ်မှု	လေ့လာမှုက ခိုင်မာသော ဆက်စပ်မှုတစ်ခုကို တွေ့ရှိခဲ့သည်။
correspond	ကိုက်ညီသည်	ဤဂဏန်းများသည် အညွှန်းများနှင့် ကိုက်ညီသည်။
correspondence	စာပေးစာယူ	သူတို့၏ စာပေးစာယူသည် နှစ်ပေါင်းများစွာ ကြာမြင့်ခဲ့သည်။
correspondent	သတင်းထောက်	သတင်းထောက်က ကိုင်ရိုမြို့မှ သတင်းပို့ခဲ့သည်။
corresponding	သက်ဆိုင်ရာ	ခလုတ်တစ်ခုစီတွင် သက်ဆိုင်ရာ မီးရောင်တစ်ခုစီ ရှိသည်။
corrupt	အကျင့်ပျက်ခြစားသော	အကျင့်ပျက်ခြစားသော အရာရှိက ငွေလက်ခံခဲ့သည်။
corruption	အကျင့်ပျက်ခြစားမှု	အကျင့်ပျက်ခြစားမှုက ပြည်သူလူထု၏ ယုံကြည်မှုကို အားနည်းစေခဲ့သည်။
costly	စျေးကြီးသော	အမှားအယွင်းသည် အဖွဲ့အတွက် ကြီးစွာသော ဆုံးရှုံးမှုဖြစ်စေခဲ့သည်။
councillor	ကောင်စီဝင်	ကောင်စီဝင်က ဒေသခံများ၏ မေးခွန်းများကို ဖြေကြားခဲ့သည်။
counselling	တိုင်ပင်ဆွေးနွေးအကြံဉာဏ်ပေးခြင်း	သူမသည် မတော်တဆမှုအပြီးတွင် တိုင်ပင်ဆွေးနွေး အကြံဉာဏ်ပေးခြင်းကို ခံယူခဲ့သည်။
counsellor	အကြံပေးပုဂ္ဂိုလ်	အကြံပေးပုဂ္ဂိုလ်က ကျောင်းသားသစ်များကို ကူညီပေးခဲ့သည်။
counter (argue against)	ချေပသည်	သူမသည် သူ၏အငြင်းပွားမှုကို ချေပခဲ့သည်။
counterpart	တူညီသောရာထူးရှိသူ	သူသည် သူ၏ ဂျပန်နိုင်ငံမှ တူညီသောရာထူးရှိသူနှင့် တွေ့ဆုံခဲ့သည်။
countless	မရေမတွက်နိုင်သော	မရေမတွက်နိုင်သော စေတနာ့ဝန်ထမ်းများသည် ရှာဖွေရေးတွင် ပါဝင်ခဲ့ကြသည်။
coup	အာဏာသိမ်းမှု	အာဏာသိမ်းမှုက သမ္မတကို ဖယ်ရှားခဲ့သည်။
courtesy	ယဉ်ကျေးမှု	သူမက သူတို့၏ ယဉ်ကျေးမှုအတွက် ကျေးဇူးတင်ခဲ့သည်။
