hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
1337:加强	加强	加强	ശക്തിപ്പെടുത്തുക	സ്കൂൾ സുരക്ഷാ നിയന്ത്രണം ശക്തിപ്പെടുത്തണം.	күшейту	Мектеп қауіпсіздік басқаруын күшейтуі керек.
1338:加入	加入	加入	ചേരുക	അവൻ ബാസ്കറ്റ്ബോൾ ടീമിൽ ചേരാൻ ആഗ്രഹിക്കുന്നു.	қосылу	Ол баскетбол командасына қосылғысы келеді.
1339:加上	加上	加上	കൂട്ടിച്ചേർത്താൽ	സേവനഫീസ് ചേർത്താൽ മൊത്തം ഇരുനൂറ് യുവാൻ.	қосқанда	Қызмет ақысын қосқанда барлығы екі жүз юань болады.
1342:加油	加油	加油	ഉത്സാഹിപ്പിക്കുക; ഇന്ധനം ചേർക്കുക	ക്ലാസ്മേറ്റുകൾ ടീം അംഗങ്ങളെ ഒരുമിച്ച് ഉത്സാഹിപ്പിച്ചു.	қолдау көрсету; жанармай құю	Сыныптастар команда мүшелерін бірге қолдады.
1344:家长	家长	家长	രക്ഷിതാവ്	നാളെ സ്കൂൾ രക്ഷിതാക്കളുടെ യോഗം നടത്തും.	ата-ана; қамқоршы	Мектеп ертең ата-аналар жиналысын өткізеді.
1347:价钱	价钱	价钱	വില	ഈ വസ്ത്രത്തിന്റെ വില ഉയർന്നതല്ല.	баға	Бұл киімнің бағасы жоғары емес.
1348:假日	假日	假日	അവധി ദിവസം	അവധി ദിവസങ്ങളിൽ മാളിൽ ആളുകൾ കൂടുതലാണ്.	демалыс күні	Демалыс күндері сауда орталығында адам көп.
1349:减	减	减	കുറയ്ക്കുക; കുറവ് ചെയ്യുക	ദയവായി പഞ്ചസാര പകുതിയായി കുറയ്ക്കുക.	азайту; алу	Қантты жартысына азайтыңыз.
1350:减轻	减轻	减轻	കുറയ്ക്കുക; ലഘൂകരിക്കുക	വ്യായാമം സമ്മർദ്ദം കുറയ്ക്കാം.	жеңілдету; азайту	Жаттығу қысымды азайта алады.
1353:健身房	健身房	健身房	ജിം	അവൻ ജോലി കഴിഞ്ഞ് ജിമ്മിലേക്ക് പോകുന്നു.	спортзал	Ол жұмыстан кейін спортзалға барады.
1355:江	江	江	നദി	ഈ നദി നഗരത്തിന്റെ കിഴക്കൻ ഭാഗം കടന്ന് ഒഴുകുന്നു.	өзен	Бұл өзен қаланың шығыс бөлігі арқылы ағады.
1356:将	将	将	ചെയ്യും; പോകും	അവൻ പഠിക്കാൻ ബെയ്ജിങിലേക്ക് പോകും.	болады; бармақ	Ол Бейжіңге оқуға барады.
1358:将要	将要	将要	ഉടൻ ചെയ്യാൻ പോകുന്നു	ട്രെയിൻ ഉടൻ സ്റ്റേഷനിൽ പ്രവേശിക്കും.	жақында	Пойыз жақында станцияға кіреді.
1359:奖	奖	奖	പുരസ്കാരം; സമ്മാനം	അവൻ ഒരു വലിയ സമ്മാനം നേടി.	жүлде; сыйлық	Ол үлкен сыйлық алды.
1361:奖学金	奖学金	奖学金	സ്കോളർഷിപ്പ്	അവൾ സ്കോളർഷിപ്പ് നേടി.	шәкіртақы	Ол шәкіртақы алды.
1362:降	降	降	താഴുക; കുറയുക	താപനില പെട്ടെന്ന് വളരെ കുറഞ്ഞു.	түсу; төмендеу	Температура кенет қатты төмендеді.
1364:降价	降价	降价	വില കുറയുക	ഈ മോഡൽ മൊബൈൽ ഫോണിന്റെ വില കുറയാൻ തുടങ്ങി.	бағасы төмендеу	Бұл ұялы телефон моделінің бағасы түсе бастады.
1366:降温	降温	降温	താപനില താഴുക	നാളെ താപനില താഴാൻ സാധ്യതയുണ്ട്.	салқындау; температура түсуі	Ертең температура төмендеуі мүмкін.
1369:交警	交警	交警	ട്രാഫിക് പോലീസ്	ട്രാഫിക് പോലീസ് ചുരത്തിൽ ഗതാഗതം നിയന്ത്രിക്കുന്നു.	жол полициясы	Жол полициясы қиылыста қозғалысты реттеп жатыр.
1374:教师	教师	教师	അധ്യാപകൻ	ഈ അധ്യാപകനു വലിയ പരിചയം ഉണ്ട്.	мұғалім	Бұл мұғалімнің тәжірибесі мол.
1376:教学	教学	教学	അധ്യാപനം	പുതിയ അധ്യാപനരീതി വളരെ ഫലപ്രദമാണ്.	оқыту	Жаңа оқыту әдісі өте тиімді.
1378:叫作	叫作	叫作	എന്ന് വിളിക്കുക	ഈ സ്ഥലത്തെ കിഴക്കൻ തടാകം എന്ന് വിളിക്കുന്നു.	деп аталу	Бұл жер Шығыс көл деп аталады.
1383:节假日	节假日	节假日	അവധി ദിവസങ്ങൾ	അവധി ദിവസങ്ങളിൽ യാത്ര ചെയ്യുമ്പോൾ മുൻകൂട്ടി ടിക്കറ്റ് ബുക്ക് ചെയ്യണം.	мереке күндері	Мереке күндері сапарлағанда билетті алдын ала брондау керек.
1387:今后	今后	今后	ഇനി മുതൽ	ഇനി മുതൽ ഞാൻ കൂടുതൽ പരിശ്രമിക്കും.	бұдан былай	Бұдан былай мен одан да көп еңбектенемін.
1388:仅	仅	仅	മാത്രം	ഈ പ്രവർത്തനം അംഗങ്ങൾക്കു മാത്രം തുറന്നതാണ്.	тек	Бұл іс-шараға тек мүшелер қатыса алады.
1390:仅仅	仅仅	仅仅	മാത്രം; വെറും	അവൻ വെറും പത്ത് മിനിറ്റ് മാത്രമേ ഉപയോഗിച്ചുള്ളു.	тек қана	Ол тек қана он минут қолданды.
1392:进入	进入	进入	പ്രവേശിക്കുക	ദയവായി ഹാളിൽ പ്രവേശിക്കാൻ വരിയിൽ നിൽക്കുക.	кіру	Залға кіру үшін кезекке тұрыңыз.
1401:景点	景点	景点	കാഴ്ചസ്ഥലം	ഈ കാഴ്ചസ്ഥലം വളരെ ജനപ്രിയമാണ്.	көрікті жер	Бұл көрікті жер өте танымал.
1402:景区	景区	景区	സഞ്ചാരമേഖല	സഞ്ചാരമേഖലയുടെ കവാടത്തിൽ പല വിനോദസഞ്ചാരികളും ഉണ്ട്.	көрікті аймақ	Көрікті аймақтың кіреберісінде турист көп.
1408:就是	就是	就是	അതുതന്നെ; കൃത്യം	ഇതുതന്നെയാണ് എന്റെ സ്കൂൾ.	дәл өзі; міне	Міне, бұл менің мектебім.
1411:举例	举例	举例	ഉദാഹരണം നൽകുക	അധ്യാപകൻ അവനോട് ഉദാഹരണത്തോടെ വിശദീകരിക്കാൻ പറഞ്ഞു.	мысал келтіру	Мұғалім одан мысал келтіріп түсіндіруді сұрады.
1413:聚	聚	聚	കൂടിച്ചേരുക	സുഹൃത്തുക്കൾ വാരാന്ത്യത്തിൽ ഒരുമിച്ച് കൂടുന്നു.	жиналу	Достар демалыс күні бірге жиналады.
1414:聚餐	聚餐	聚餐	കൂട്ടഭക്ഷണം നടത്തുക	ഇന്ന് രാത്രി ഞങ്ങൾ ഒരുമിച്ച് കൂട്ടഭക്ഷണം കഴിക്കുന്നു.	бірге тамақтану	Біз бүгін кешке бірге тамақтанамыз.
1418:剧院	剧院	剧院	തിയേറ്റർ	തിയേറ്റർ കവാടത്തിൽ പലരും വരിയിൽ നിൽക്കുന്നു.	театр	Театр кіреберісінде көп адам кезекте тұр.
1421:烤	烤	烤	ചുട്ടെടുക്കുക; ബേക്ക് ചെയ്യുക	അവൻ അപ്പം ബേക്ക് ചെയ്യുകയാണ്.	пісіру; қақтау	Ол нан пісіріп жатыр.
1423:考生	考生	考生	പരീക്ഷാർത്ഥി	പരീക്ഷാർത്ഥികൾ തിരിച്ചറിയൽ കാർഡ് കൊണ്ടുവരണം.	емтихан тапсырушы	Емтихан тапсырушылар жеке куәлігін алып келуі керек.
1425:科技	科技	科技	ശാസ്ത്ര സാങ്കേതികം	സാങ്കേതികം ജീവിതം കൂടുതൽ സൗകര്യമാക്കുന്നു.	ғылым және технология	Технология өмірді одан да ыңғайлы етеді.
1427:咳	咳	咳	ചുമയ്ക്കുക	ജലദോഷം പിടിച്ചതിനു ശേഷം അവൻ തുടർച്ചയായി ചുമക്കുന്നു.	жөтелу	Суық тигеннен кейін ол тоқтамай жөтеліп жүр.
1432:客气	客气	客气	വിനയമുള്ള	നീ വളരെ വിനയത്തോടെ പെരുമാറുന്നു.	сыпайы	Сіз тым сыпайысыз.
1433:课堂	课堂	课堂	ക്ലാസ്; ക്ലാസ് മുറി	ക്ലാസിൽ എല്ലാവരും വളരെ ശ്രദ്ധയോടെ ഇരിക്കുന്നു.	сабақ; сынып бөлмесі	Сабақта бәрі өте мұқият отыр.
1440:口语	口语	口语	സംസാരഭാഷ	അവന്റെ ചൈനീസ് സംസാരശേഷി വേഗത്തിൽ മെച്ചപ്പെടുന്നു.	ауызекі тіл	Оның ауызекі қытай тілі тез жақсарып келеді.
1442:快餐	快餐	快餐	ഫാസ്റ്റ് ഫുഡ്	ഉച്ചയ്ക്ക് ഞങ്ങൾ ഫാസ്റ്റ് ഫുഡ് കഴിച്ചു.	тез тамақ	Түсте біз тез тамақ жедік.
1443:快递	快递	快递	എക്സ്പ്രസ് ഡെലിവറി	എന്റെ പാർസൽ ഇനിയും എത്തിയിട്ടില്ല.	жедел жеткізу	Менің жедел жеткізілген затым әлі келген жоқ.
1444:快速	快速	快速	വേഗമുള്ള	ഇത് ഒരു വേഗപാതയാണ്.	жылдам	Бұл жылдам өткел.
1448:垃圾	垃圾	垃圾	മാലിന്യം	ദയവായി മാലിന്യം ബിന്നിൽ ഇടുക.	қоқыс	Қоқысты жәшікке салыңыз.
1456:老家	老家	老家	സ്വദേശം	വസന്തോത്സവത്തിൽ അവൻ സ്വദേശത്തേക്ക് മടങ്ങും.	туған жер	Көктем мерекесінде ол туған жеріне қайтады.
1457:老年	老年	老年	വയോധികകാലം	വയോധികർക്കും വ്യായാമം ആവശ്യമാണ്.	кәрілік; егде жас	Егде адамдарға да жаттығу қажет.
1458:老是	老是	老是	എപ്പോഴും; ആവർത്തിച്ച്	അവൻ എപ്പോഴും താക്കോൽ കൊണ്ടുവരാൻ മറക്കുന്നു.	үнемі; қайта-қайта	Ол үнемі кілтін алып келуді ұмытады.
1467:例子	例子	例子	ഉദാഹരണം	അധ്യാപകൻ മറ്റൊരു ഉദാഹരണം പറഞ്ഞു.	мысал	Мұғалім тағы бір мысал келтірді.
1471:凉	凉	凉	തണുത്ത	ഈ കപ്പ് ചായ ഇതിനകം തണുത്തു.	салқын	Бұл кесе шай суып қалды.
1472:量	量	量	അളക്കുക	നഴ്സ് കുട്ടിയുടെ ശരീരതാപനില അളന്നു.	өлшеу	Мейірбике баланың дене қызуын өлшеді.
1475:列	列	列	പട്ടികപ്പെടുത്തുക; വരി	ദയവായി പേരുകൾ പട്ടികപ്പെടുത്തുക.	тізу; қатар	Аттарды тізіп жазыңыз.
1476:零下	零下	零下	പൂജ്യത്തിനും താഴെ	ഇന്ന് രാവിലെ താപനില പൂജ്യത്തിനു താഴെ അഞ്ച് ഡിഗ്രിയായിരുന്നു.	нөлден төмен	Бүгін таңертең температура нөлден бес градус төмен болды.
1477:零花钱	零花钱	零花钱	ചെറുചെലവുപണം	അവൻ ചെറുചെലവുപണം ശേഖരിച്ചു വച്ചു.	қалта ақша	Ол қалта ақшасын жинап қойды.
1480:另	另	另	മറ്റൊരു; വേർതിരിച്ച്	ദയവായി മറ്റൊരു സമയം തിരഞ്ഞെടുക്കുക.	басқа; бөлек	Басқа уақыт таңдаңыз.
1483:流	流	流	ഒഴുകുക	ചെറിയ നദി ഗ്രാമത്തിന്റെ അരികിലൂടെ ഒഴുകുന്നു.	ағу	Кішкентай өзен ауылдың жанынан ағады.
1485:留下	留下	留下	വെച്ച് പോകുക; തുടരുക	ദയവായി നിങ്ങളുടെ ഫോൺ നമ്പർ വെച്ച് പോകുക.	қалдыру; қалу	Телефон нөміріңізді қалдырыңыз.
1487:路过	路过	路过	കടന്നുപോകുക	പുസ്തകക്കട കടന്നുപോയപ്പോൾ ഞാൻ ഒരു പുസ്തകം വാങ്ങി.	жанынан өту	Кітап дүкенінің жанынан өткенде бір кітап сатып алдым.
1488:旅馆	旅馆	旅馆	ഹോട്ടൽ; വസതിമന്ദിരം	ഈ ഹോട്ടൽ സ്റ്റേഷനോട് വളരെ അടുത്താണ്.	қонақүй	Бұл қонақүй станцияға өте жақын.
1489:旅客	旅客	旅客	യാത്രക്കാരൻ	യാത്രക്കാർ വിമാനത്തിൽ കയറാൻ വരിയിൽ നിൽക്കുന്നു.	жолаушы	Жолаушылар ұшаққа отыру үшін кезекте тұр.
1493:落	落	落	വീഴുക	ഇലകൾ റോഡിൽ വീണു.	түсу; құлау	Жапырақтар жолға түсті.
1498:毛衣	毛衣	毛衣	സ്വെറ്റർ	ഈ സ്വെറ്റർ വളരെ ചൂടാണ്.	свитер	Бұл свитер өте жылы.
1500:美	美	美	മനോഹരമായ	ഇവിടത്തെ കാഴ്ച വളരെ മനോഹരമാണ്.	әдемі	Мұндағы көрініс өте әдемі.
1501:美好	美好	美好	മനോഹരമായ; നല്ല	എല്ലാവരും നല്ല ജീവിതം പ്രതീക്ഷിക്കുന്നു.	тамаша; жақсы	Әркім жақсы өмірді қалайды.
1502:美景	美景	美景	മനോഹര കാഴ്ച	മലമുകളിലെ മനോഹര കാഴ്ച മറക്കാനാവാത്തതാണ്.	әдемі көрініс	Таудағы әдемі көрініс ұмытылмайды.
1504:美食	美食	美食	രുചികരമായ ഭക്ഷണം	ഇവിടെ പല പ്രാദേശിക രുചികര ഭക്ഷണങ്ങളും ഉണ്ട്.	дәмді тағам	Мұнда жергілікті дәмді тағам көп.
1510:面试	面试	面试	ഇന്റർവ്യൂ	അവൻ നാളെ രാവിലെ ഇന്റർവ്യൂവിൽ പങ്കെടുക്കും.	сұхбат	Ол ертең таңертең сұхбатқа қатысады.
1513:末	末	末	അവസാനം	ജൂൺ അവസാനത്തിൽ സ്കൂളിന് അവധി തുടങ്ങും.	соңы	Маусымның соңында мектеп демалысы басталады.
1514:母女	母女	母女	അമ്മയും മകളും	ഈ അമ്മയും മകളും ഒരുമിച്ച് യാത്ര ചെയ്യുന്നു.	ана мен қыз	Бұл ана мен қыз бірге саяхаттап жүр.
1516:母子	母子	母子	അമ്മയും മകനും	ഈ അമ്മയും മകനും തെക്കൻ ഭാഗത്ത് താമസിക്കുന്നു.	ана мен ұл	Бұл ана мен ұл оңтүстік бөлікте тұрады.
1519:目的地	目的地	目的地	ലക്ഷ്യസ്ഥലം	ഞങ്ങളുടെ ലക്ഷ്യസ്ഥലം ബെയ്ജിങ് ആണ്.	баратын жер; межелі орын	Біздің межелі орнымыз Бейжің.
1522:南部	南部	南部	തെക്കൻ ഭാഗം	ഈ രാജ്യത്തിന്റെ തെക്കൻ ഭാഗം ചൂടുള്ളതാണ്.	оңтүстік бөлік	Бұл елдің оңтүстік бөлігі жылы.
1524:男士	男士	男士	പുരുഷൻ; സജ്ജനൻ	പുരുഷന്മാരുടെ ശൗചാലയം ഇടതുവശത്താണ്.	ер адам; мырза	Ерлер дәретханасы сол жақта.
1526:难忘	难忘	难忘	മറക്കാനാവാത്ത	ഈ യാത്ര വളരെ മറക്കാനാവാത്തതായിരുന്നു.	ұмытылмас	Бұл сапар өте ұмытылмас болды.
1527:男性	男性	男性	പുരുഷൻ; ആൺ	ഈ പ്രവർത്തനത്തിൽ പുരുഷന്മാരെയും സ്ത്രീകളെയും സ്വാഗതം ചെയ്യുന്നു.	ер; ер адам	Бұл іс-шараға ерлер де, әйелдер де қатыса алады.
1530:内心	内心	内心	അന്തരംഗം; വികാരങ്ങൾ	അവൻ ഉള്ളിൽ വാസ്തവത്തിൽ വളരെ ഉത്കണ്ഠയിലാണ്.	ішкі жан; сезім	Іштей ол шынында қатты қобалжып тұр.
1531:能否	能否	能否	ചെയ്യാൻ കഴിയുമോ എന്ന്	മുൻകൂട്ടി രജിസ്റ്റർ ചെയ്യാമോ എന്ന് ചോദിക്കാമോ?	мүмкін бе	Алдын ала тіркелуге бола ма?
1532:能够	能够	能够	കഴിയുക	അവൻ സ്വതന്ത്രമായി ജോലി പൂർത്തിയാക്കാൻ കഴിയും.	істей алу	Ол жұмысты өз бетінше аяқтай алады.
1535:年底	年底	年底	വർഷാവസാനം	കമ്പനി വർഷാവസാനത്ത് കൂട്ടഭക്ഷണം നടത്തും.	жыл соңы	Компания жыл соңында бірге тамақтану ұйымдастырады.
1539:女性	女性	女性	സ്ത്രീ	ഈ കടയിൽ പല സ്ത്രീ ഉപഭോക്താക്കളും ഉണ്ട്.	әйел	Бұл дүкенде әйел тұтынушы көп.
1543:排	排	排	വരിയിൽ നിൽക്കുക; വരി	എല്ലാവരും വാതിലിനരികിൽ വരിയിൽ നിൽക്കുന്നു.	кезекке тұру; қатар	Бәрі есік алдында кезекте тұр.
1544:牌	牌	牌	ബോർഡ്; കാർഡ്; ബ്രാൻഡ്	വാതിലിലെ ബോർഡിൽ വ്യാപാരസമയം എഴുതിയിരിക്കുന്നു.	тақта; карта; бренд	Есіктегі тақтада жұмыс уақыты жазылған.
1546:排球	排球	排球	വോളിബോൾ	ഞങ്ങൾ ഉച്ചയ്ക്ക് വോളിബോൾ കളിക്കും.	волейбол	Біз түстен кейін волейбол ойнаймыз.
1547:牌子	牌子	牌子	ബ്രാൻഡ്; ബോർഡ്	ഈ ബ്രാൻഡിന്റെ ബാഗുകൾ വളരെ ജനപ്രിയമാണ്.	бренд; белгі	Бұл брендтің сөмкелері өте танымал.
1560:葡萄酒	葡萄酒	葡萄酒	വൈൻ	അവർ രാത്രി ഭക്ഷണത്തിൽ കുറച്ച് വൈൻ കുടിച്ചു.	шарап	Олар кешкі ас кезінде аздап шарап ішті.
1562:普通	普通	普通	സാധാരണ	ഇത് ഒരു സാധാരണ ഭക്ഷണശാലയാണ്.	қарапайым; кәдімгі	Бұл кәдімгі мейрамхана.
1564:期	期	期	കാലഘട്ടം; ഘട്ടം	ഈ കോഴ്സ് മൂന്ന് ഘട്ടങ്ങളായി വിഭജിച്ചിട്ടുണ്ട്.	кезең; шығарылым	Бұл курс үш кезеңге бөлінген.
1565:期末	期末	期末	സെമസ്റ്റർ അവസാനം	സെമസ്റ്റർ അവസാനം പരീക്ഷ ഉടൻ വരുന്നു.	тоқсан соңы	Тоқсан соңындағы емтихан жақындап қалды.
1566:期中	期中	期中	മിഡ്ടേം	മിഡ്ടേം പരീക്ഷ അടുത്ത ആഴ്ചയാണ്.	аралық кезең	Аралық емтихан келесі аптада.
1569:起到	起到	起到	പങ്ക് വഹിക്കുക; സ്വാധീനം ചെലുത്തുക	ഈ പ്രവർത്തനത്തിന് നല്ല സ്വാധീനം ഉണ്ടായി.	рөл атқару; әсер ету	Бұл іс-шара жақсы әсер етті.
1570:气	气	气	കാറ്റ്; വാതകം	സൈക്കിൾ ടയറിൽ കാറ്റില്ല.	ауа; газ	Велосипед дөңгелегінде ауа жоқ.
1572:汽水	汽水	汽水	സോഡ	കുട്ടികൾക്ക് സോഡ കുടിക്കാൻ ഇഷ്ടമാണ്.	газдалған сусын	Балалар газдалған сусын ішкенді ұнатады.
1573:气温	气温	气温	വായുതാപനില	ഇന്നത്തെ താപനില ഇന്നലെയേക്കാൾ ഉയർന്നതാണ്.	ауа температурасы	Бүгінгі ауа температурасы кешегіден жоғары.
1574:千克	千克	千克	കിലോഗ്രാം	ഈ അരിസഞ്ചിക്ക് അഞ്ച് കിലോഗ്രാം തൂക്കം ഉണ്ട്.	килограмм	Бұл күріш қабы бес килограмм тартады.
1577:前方	前方	前方	മുന്നിൽ	മുന്നിൽ ഒരു ചുരം ഉണ്ട്.	алдында; алға жақта	Алда бір жол қиылысы бар.
1578:前后	前后	前后	ഏകദേശം; മുമ്പും ശേഷവും	യോഗത്തിന് മൊത്തം ഏകദേശം രണ്ട് മണിക്കൂർ എടുത്തു.	шамамен; алды-арты	Жиналыс шамамен екі сағатқа созылды.
1579:强	强	强	ശക്തമായ	ഈ ടീം വളരെ ശക്തമാണ്.	күшті	Бұл команда өте күшті.
1582:巧	巧	巧	യാദൃശ്ചികം; നൈപുണ്യമുള്ള	എന്തൊരു യാദൃശ്ചികം, നാം വീണ്ടും കണ്ടു.	кездейсоқ; шебер	Қандай кездейсоқ, біз тағы кездестік.
1585:琴	琴	琴	വാദ്യം	അവൾ ചെറുപ്പം മുതൽ വാദ്യം വായിക്കാൻ പഠിച്ചു.	музыкалық аспап	Ол бала кезінен аспапта ойнауды үйренген.
1587:青年	青年	青年	യുവാവ്	പല യുവാക്കൾക്കും ഈ കായികം ഇഷ്ടമാണ്.	жас адам; жастар	Көп жас адам бұл спортты ұнатады.
1591:球队	球队	球队	കായിക ടീം	ഈ ടീമിൽ പല പുതിയ അംഗങ്ങളും ഉണ്ട്.	спорт командасы	Бұл командада көп жаңа мүше бар.
1593:区	区	区	ജില്ല; പ്രദേശം	ഈ പ്രദേശത്ത് പല സ്കൂളുകളും ഉണ്ട്.	аудан; өңір	Бұл ауданда көп мектеп бар.
1596:取得	取得	取得	നേടുക; കൈവരിക്കുക	അവൻ നല്ല ഫലങ്ങൾ നേടി.	алу; қол жеткізу	Ол жақсы нәтижеге қол жеткізді.
1598:全	全	全	മുഴുവൻ; എല്ലാം	മുഴുവൻ ക്ലാസും മത്സരത്തിൽ പങ്കെടുത്തു.	толық; бүкіл	Бүкіл сынып жарысқа қатысты.
1600:全都	全都	全都	എല്ലാം	ഈ പ്രശ്നങ്ങൾ എല്ലാം പരിഹരിച്ചു.	бәрі	Бұл мәселелердің бәрі шешілді.
1601:全球	全球	全球	ആഗോള; മുഴുവൻ ലോകം	ലോകമെമ്പാടുമുള്ള വിനോദസഞ്ചാരികൾ ഈ കാഴ്ചസ്ഥലം ഇഷ്ടപ്പെടുന്നു.	ғаламдық; бүкіл әлем	Әлемнің түкпір-түкпірінен келген туристер бұл көрікті жерді ұнатады.
1602:全身	全身	全身	മുഴുവൻ ശരീരം	ഓടി കഴിഞ്ഞപ്പോൾ അവന്റെ മുഴുവൻ ശരീരം വിയർപ്പിൽ മുക്കിയിരുന്നു.	бүкіл дене	Жүгіргеннен кейін оның бүкіл денесі тер болды.
1603:缺	缺	缺	കുറവുള്ള; പോരാത്ത	ഞങ്ങൾക്ക് ഇനിയും ഒരു കസേര കുറവാണ്.	жетіспеу; кем болу	Бізге әлі бір орындық жетіспейді.
1611:人数	人数	人数	ആളുകളുടെ എണ്ണം	ഈ പ്രവർത്തനത്തിൽ ആളുകൾ അധികമില്ല.	адам саны	Бұл іс-шарада адам саны көп емес.
1616:仍	仍	仍	ഇനിയും	അവൻ ഇനിയും ചൈനീസ് പഠിക്കുന്നു.	әлі де	Ол әлі де қытай тілін оқып жүр.
1622:入	入	入	പ്രവേശിക്കുക	ദയവായി തെക്കൻ കവാടം വഴി പ്രവേശിക്കുക.	кіру	Оңтүстік қақпадан кіріңіз.
1624:入学	入学	入学	സ്കൂളിൽ പ്രവേശിക്കുക	കുട്ടി ഈ സെപ്റ്റംബറിൽ സ്കൂളിൽ പ്രവേശിക്കും.	мектепке түсу	Бала биыл қыркүйекте мектепке барады.
1625:入住	入住	入住	ചെക്ക് ഇൻ ചെയ്യുക; താമസിക്കാൻ പ്രവേശിക്കുക	ഞങ്ങൾക്ക് ഉച്ചയ്ക്ക് രണ്ട് മണിക്ക് ചെക്ക് ഇൻ ചെയ്യാം.	тіркеліп кіру; қоныстану	Біз түстен кейін сағат екіде тіркеліп кіре аламыз.
1627:扫码	扫码	扫码	കോഡ് സ്കാൻ ചെയ്യുക	ടിക്കറ്റ് വാങ്ങുന്നതിന് മുമ്പ് കോഡ് സ്കാൻ ചെയ്യണം.	код сканерлеу	Билет сатып алар алдында код сканерлеу керек.
1632:上门	上门	上门	വീട്ടിലെത്തി സേവനം നൽകുക	ഡോക്ടർക്ക് വീട്ടിലെത്തി സേവനം നൽകാം.	үйге барып қызмет көрсету	Дәрігер үйге барып қызмет көрсете алады.
1633:稍	稍	稍	കുറച്ച്	ദയവായി കുറച്ച് കാത്തിരിക്കുക.	сәл	Сәл күте тұрыңыз.
1635:少见	少见	少见	അപൂർവം	ഇത്തരമൊരു സാഹചര്യം കുറച്ച് അപൂർവമാണ്.	сирек	Мұндай жағдай біршама сирек кездеседі.
1636:少量	少量	少量	ചെറിയ അളവ്	ദയവായി കുറച്ച് ഉപ്പ് ചേർക്കുക.	аз мөлшер	Аз мөлшерде тұз қосыңыз.
1637:少数	少数	少数	കുറച്ച് പേർ; ന്യൂനപക്ഷം	കുറച്ച് വിദ്യാർത്ഥികൾ നടക്കെ സ്കൂളിലേക്ക് പോകാൻ തിരഞ്ഞെടുക്കുന്നു.	азшылық; аз сан	Аз оқушы мектепке жаяу баруды таңдайды.
1638:少年	少年	少年	കൗമാരക്കാരൻ; യുവാവ്	ഈ കൗമാരക്കാരന് ബാസ്കറ്റ്ബോൾ കളിക്കാൻ ഇഷ്ടമാണ്.	жасөспірім	Бұл жасөспірім баскетбол ойнағанды ұнатады.
1641:身	身	身	ശരീരം; വസ്ത്രസമുച്ചയത്തിന് അളവുപദം	അവൻ മുഴുവൻ കറുപ്പ് വസ്ത്രം ധരിച്ചു.	дене; киім жиынтығына есептік сөз	Ол басынан аяғына дейін қара киім киді.
1643:身份证	身份证	身份证	തിരിച്ചറിയൽ കാർഡ്	കാർഡിന് അപേക്ഷിക്കുമ്പോൾ തിരിച്ചറിയൽ കാർഡ് വേണം.	жеке куәлік	Карта рәсімдегенде жеке куәлік керек.
1646:生1	生1	生	പ്രസവിക്കുക; വളരുക	അവൾ ഇന്നലെ ഒരു പെൺകുഞ്ഞിന് ജന്മം നൽകി.	туу; өсу	Ол кеше қыз бала дүниеге әкелді.
1647:生2	生2	生	പച്ച; വേവിക്കാത്ത	ഈ മാംസം ഇനിയും വേവിക്കാത്തതാണ്.	шикі; піспеген	Бұл ет әлі шикі.
1655:师生	师生	师生	അധ്യാപകരും വിദ്യാർത്ഥികളും	മുഴുവൻ സ്കൂളിലെ അധ്യാപകരും വിദ്യാർത്ഥികളും പ്രവർത്തനത്തിൽ പങ്കെടുത്തു.	мұғалімдер мен оқушылар	Мектептегі барлық мұғалімдер мен оқушылар іс-шараға қатысты.
1659:时间表	时间表	时间表	സമയപ്പട്ടിക	ദയവായി സമയപ്പട്ടിക എനിക്ക് അയയ്ക്കുക.	кесте	Кестені маған жіберіңіз.
1660:实际上	实际上	实际上	വാസ്തവത്തിൽ	വാസ്തവത്തിൽ അവൻ മറുപടി ഏറെ മുമ്പേ അറിഞ്ഞിരുന്നു.	шын мәнінде	Шын мәнінде, ол жауапты бұрыннан білетін.
1661:食品	食品	食品	ഭക്ഷ്യ ഉൽപ്പന്നം	ഈ കട ഇറക്കുമതി ചെയ്ത ഭക്ഷ്യ ഉൽപ്പന്നങ്ങൾ വിൽക്കുന്നു.	азық-түлік өнімі	Бұл дүкен импорттық азық-түлік өнімдерін сатады.
1662:食堂	食堂	食堂	കാന്റീൻ; ഭക്ഷണശാല	ഞങ്ങൾ ഉച്ചയ്ക്ക് കാന്റീനിൽ ഭക്ഷണം കഴിക്കുന്നു.	асхана	Біз түсте асханада тамақтанамыз.
1665:十字路口	十字路口	十字路口	ചുരം; വഴിച്ചേരൽ	ചുരത്തിൽ ഇടത്തേക്ക് തിരിയുക.	жол қиылысы	Жол қиылысында солға бұрылыңыз.
1667:使馆	使馆	使馆	ദൂതാവാസം	അവൻ വിസ കാര്യങ്ങൾക്കായി ദൂതാവാസത്തിലേക്ക് പോയി.	елшілік	Ол виза рәсімдеу үшін елшілікке барды.
1674:市区	市区	市区	നഗരപ്രദേശം; ഡൗൺടൗൺ	നഗരപ്രദേശത്തിലെ ഗതാഗതം വളരെ സൗകര്യപ്രദമാണ്.	қала орталығы; қалалық аудан	Қала орталығындағы көлік қатынасы өте ыңғайлы.
