hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
3951:发电	发电	发电	လျှပ်စစ်ထုတ်သည်	လေစက်များကို လျှပ်စစ်ထုတ်ရန် သုံးနိုင်သည်။	ផលិតអគ្គិសនី	ទួរប៊ីនខ្យល់អាចប្រើសម្រាប់ផលិតអគ្គិសនីបាន។	ຜະລິດໄຟຟ້າ	ກັງຫັນລົມສາມາດໃຊ້ຜະລິດໄຟຟ້າໄດ້.	विद्युत उत्पादन गर्नु	हावाबाट चल्ने टर्बाइनले विद्युत उत्पादन गर्न सक्छ।
3953:发放	发放	发放	ဖြန့်ဝေသည်; ထုတ်ပေးသည်	ကျောင်းသည် မနက်ဖြန် စာအုပ်အသစ်များ ဖြန့်ဝေမည်။	ចែកចាយ; ផ្តល់ចេញ	សាលានឹងចែកសៀវភៅថ្មីនៅថ្ងៃស្អែក។	ແຈກຈ່າຍ; ອອກໃຫ້	ໂຮງຮຽນຈະແຈກປຶ້ມຮຽນໃໝ່ມື້ອື່ນ.	वितरण गर्नु; जारी गर्नु	विद्यालयले भोलि नयाँ पाठ्यपुस्तक वितरण गर्नेछ।
3954:发光	发光	发光	အလင်းထုတ်သည်; တောက်ပသည်	ဤအင်းဆက်ငယ်များသည် ညတွင် အလင်းထုတ်သည်။	បញ្ចេញពន្លឺ; ភ្លឺ	សត្វល្អិតតូចៗទាំងនេះបញ្ចេញពន្លឺនៅពេលយប់។	ສ່ອງແສງ; ປ່ອຍແສງ	ແມງໄມ້ນ້ອຍເຫຼົ່ານີ້ສ່ອງແສງໃນຕອນກາງຄືນ.	उज्यालो निकाल्नु; चम्किनु	यी साना कीराहरू राति चम्किन्छन्।
3959:法定	法定	法定	ဥပဒေအရ သတ်မှတ်ထားသော	ဥပဒေအရ သတ်မှတ်ထားသော အားလပ်ရက်များတွင် လူတိုင်း အနားယူနိုင်သည်။	តាមច្បាប់; កំណត់ដោយច្បាប់	មនុស្សគ្រប់គ្នាអាចសម្រាកនៅថ្ងៃឈប់សម្រាកដែលកំណត់ដោយច្បាប់។	ຕາມກົດໝາຍ; ກຳນົດໂດຍກົດໝາຍ	ທຸກຄົນສາມາດພັກໃນວັນພັກທີ່ກົດໝາຍກຳນົດ.	कानुनी; कानूनले तोकेको	कानुनले तोकेको बिदामा सबैले आराम गर्न सक्छन्।
3960:法官	法官	法官	တရားသူကြီး	တရားသူကြီးသည် စီရင်ချက်ကို ကြေညာခဲ့သည်။	ចៅក្រម	ចៅក្រមបានប្រកាសសាលក្រម។	ຜູ້ພິພາກສາ	ຜູ້ພິພາກສາປະກາດຄຳຕັດສິນ.	न्यायाधीश	न्यायाधीशले फैसला सुनाए।
3961:法规	法规	法规	ဥပဒေစည်းမျဉ်းများ	ကုမ္ပဏီများသည် ပတ်ဝန်းကျင်ထိန်းသိမ်းရေး ဥပဒေစည်းမျဉ်းများကို လိုက်နာရမည်။	ច្បាប់និងបទប្បញ្ញត្តិ	ក្រុមហ៊ុនត្រូវគោរពច្បាប់និងបទប្បញ្ញត្តិការពារបរិស្ថាន។	ກົດໝາຍແລະລະບຽບການ	ບໍລິສັດຕ້ອງປະຕິບັດຕາມກົດໝາຍແລະລະບຽບການດ້ານສິ່ງແວດລ້ອມ.	कानुन र नियमावली	कम्पनीहरूले वातावरणीय कानुन र नियमावली पालना गर्नुपर्छ।
3968:犯	犯	犯	ကျူးလွန်သည်; ချိုးဖောက်သည်	သူသည် ပြင်းထန်သော အမှားတစ်ခု ကျူးလွန်ခဲ့သည်။	ប្រព្រឹត្ត; ល្មើស	គាត់បានប្រព្រឹត្តកំហុសធ្ងន់មួយ។	ກະທຳຜິດ; ລະເມີດ	ລາວກະທຳຜິດຢ່າງຮ້າຍແຮງ.	गल्ती गर्नु; उल्लङ्घन गर्नु	उसले गम्भीर गल्ती गर्यो।
3969:方方面面	方方面面	方方面面	အဘက်ဘက်; အစိတ်အပိုင်းအားလုံး	ဤပြုပြင်ပြောင်းလဲမှုသည် လူ့အဖွဲ့အစည်း၏ အဘက်ဘက်ကို သက်ရောက်သည်။	គ្រប់ផ្នែកទាំងអស់	កំណែទម្រង់នេះប៉ះពាល់ដល់គ្រប់ផ្នែកទាំងអស់នៃសង្គម។	ທຸກດ້ານ; ທຸກສ່ວນ	ການປະຕິຮູບນີ້ມີຜົນຕໍ່ທຸກດ້ານຂອງສັງຄົມ.	सबै पक्ष; हरेक क्षेत्र	यो सुधारले समाजका सबै पक्षलाई असर गर्छ।
3973:房价	房价	房价	အိမ်ဈေး; အိမ်ခြံမြေဈေး	ဤမြို့၏ အိမ်ဈေးသည် မြင့်သည်။	តម្លៃផ្ទះ	តម្លៃផ្ទះនៅទីក្រុងនេះខ្ពស់។	ລາຄາເຮືອນ	ລາຄາເຮືອນໃນເມືອງນີ້ສູງ.	घरको मूल्य	यो सहरमा घरको मूल्य उच्च छ।
3975:访谈	访谈	访谈	အင်တာဗျူး; တွေ့ဆုံမေးမြန်းခြင်း	သတင်းထောက်သည် စာရေးဆရာနှင့် အင်တာဗျူးလုပ်နေသည်။	បទសម្ភាសន៍; សម្ភាស	អ្នកយកព័ត៌មានកំពុងធ្វើបទសម្ភាសន៍ជាមួយអ្នកនិពន្ធ។	ສຳພາດ; ການສຳພາດ	ນັກຂ່າວກຳລັງສຳພາດນັກຂຽນ.	अन्तर्वार्ता; अन्तर्वार्ता लिनु	पत्रकारले लेखकसँग अन्तर्वार्ता लिइरहेको छ।
3977:放飞	放飞	放飞	လွှတ်တင်သည်; ပျံသန်းစေသည်	ကလေးများသည် မြက်ခင်းပေါ်တွင် စွန်လွှတ်နေကြသည်။	បង្ហោះ; លែងឱ្យហោះ	ក្មេងៗកំពុងបង្ហោះខ្លែងលើវាលស្មៅ។	ປ່ອຍໃຫ້ບິນ; ປ່ອຍຂຶ້ນຟ້າ	ເດັກນ້ອຍກຳລັງປ່ອຍວ່າວຢູ່ເທິງສະໜາມຫຍ້າ.	उडाउन छोड्नु; आकाशमा छोड्नु	बालबालिकाहरू घाँसे मैदानमा चङ्गा उडाउँदै छन्।
3978:飞速	飞速	飞速	အလွန်မြန်သော; အမြန်နှုန်းဖြင့်	နည်းပညာသည် အလွန်မြန်စွာ ဖွံ့ဖြိုးနေသည်။	យ៉ាងលឿនខ្លាំង; ល្បឿនខ្ពស់	បច្ចេកវិទ្យាកំពុងអភិវឌ្ឍយ៉ាងលឿនខ្លាំង។	ໄວຫຼາຍ; ດ້ວຍຄວາມໄວສູງ	ເຕັກໂນໂລຊີກຳລັງພັດທະນາຢ່າງໄວຫຼາຍ.	तीव्र गतिमा; अत्यन्त छिटो	प्रविधि तीव्र गतिमा विकास हुँदैछ।
3979:肥	肥	肥	ဝသော; မြေဩဇာကောင်းသော	ဤမြေသည် မြေဩဇာကောင်းပြီး ဟင်းသီးဟင်းရွက်စိုက်ရန် သင့်တော်သည်။	ធាត់; មានជីជាតិ	ដីនេះមានជីជាតិល្អ ហើយសមស្របសម្រាប់ដាំបន្លែ។	ອ້ວນ; ອຸດົມສົມບູນ	ດິນນີ້ອຸດົມສົມບູນ ແລະເໝາະສຳລັບປູກຜັກ.	मोटो; उर्वर	यो जमिन उर्वर छ र तरकारी लगाउन उपयुक्त छ।
3980:肥胖	肥胖	肥胖	အဝလွန်ခြင်း; အလွန်ဝသော	အဝလွန်ခြင်းသည် ကျန်းမာရေးအန္တရာယ်ကို တိုးစေသည်။	ធាត់លើសទម្ងន់; ភាពធាត់	ភាពធាត់លើសទម្ងន់បង្កើនហានិភ័យសុខភាព។	ໂລກອ້ວນ; ອ້ວນເກີນໄປ	ໂລກອ້ວນເພີ່ມຄວາມສ່ຽງຕໍ່ສຸຂະພາບ.	मोटोपन; अत्यधिक मोटो	मोटोपनले स्वास्थ्य जोखिम बढाउँछ।
3983:肺炎	肺炎	肺炎	အဆုတ်ရောင်ရောဂါ	ဆရာဝန်က သူ့တွင် အဆုတ်ရောင်ရောဂါ ဖြစ်နေသည်ဟု ပြောခဲ့သည်။	ជំងឺរលាកសួត	គ្រូពេទ្យបាននិយាយថាគាត់មានជំងឺរលាកសួត។	ປອດອັກເສບ	ທ່ານໝໍບອກວ່າລາວເປັນປອດອັກເສບ.	निमोनिया; फोक्सोको सूजन	डाक्टरले उसलाई निमोनिया भएको बताए।
3984:分工	分工	分工	အလုပ်ခွဲဝေမှု; တာဝန်ခွဲခြင်း	အဖွဲ့ဝင်များအကြား အလုပ်ခွဲဝေမှုသည် အလွန်ရှင်းလင်းသည်။	ការបែងចែកការងារ	ការបែងចែកការងាររវាងសមាជិកក្រុមច្បាស់ណាស់។	ການແບ່ງວຽກ; ແບ່ງໜ້າທີ່	ການແບ່ງວຽກລະຫວ່າງສະມາຊິກທີມຊັດເຈນຫຼາຍ.	कामको विभाजन	टोलीका सदस्यहरूबीच कामको विभाजन धेरै स्पष्ट छ।
3985:分级	分级	分级	အဆင့်ခွဲသည်; အဆင့်သတ်မှတ်သည်	ဤပစ္စည်းများကို ခက်ခဲမှုအလိုက် အဆင့်ခွဲရန် လိုသည်။	បែងចែកជាកម្រិត; ចាត់ថ្នាក់តាមកម្រិត	សម្ភារទាំងនេះត្រូវបែងចែកតាមកម្រិតលំបាក។	ແບ່ງລະດັບ; ຈັດຊັ້ນ	ວັດສະດຸເຫຼົ່ານີ້ຕ້ອງແບ່ງລະດັບຕາມຄວາມຍາກ.	स्तर अनुसार वर्गीकरण गर्नु	यी सामग्रीहरू कठिनाइअनुसार वर्गीकरण गर्नुपर्छ।
3986:分期	分期	分期	အရစ်ကျ; အဆင့်လိုက်	သူသည် အရစ်ကျ ပေးချေရန် ရွေးခဲ့သည်။	បង់រំលស់; ជាដំណាក់កាល	គាត់បានជ្រើសរើសបង់ប្រាក់រំលស់។	ຜ່ອນຈ່າຍ; ເປັນຊ່ວງ	ລາວເລືອກຈ່າຍເງິນແບບຜ່ອນ.	किस्ताबन्दीमा; चरणबद्ध	उसले किस्ताबन्दीमा तिर्न रोज्यो।
3988:氛围	氛围	氛围	လေထု; ပတ်ဝန်းကျင်ခံစားမှု	ရုံးခန်း၏ လေထုသည် သက်တောင့်သက်သာရှိသည်။	បរិយាកាស; ឱសថានភាពជុំវិញ	បរិយាកាសនៅការិយាល័យធូរស្រាល។	ບັນຍາກາດ	ບັນຍາກາດໃນຫ້ອງການຜ່ອນຄາຍ.	वातावरण; माहोल	कार्यालयको वातावरण आरामदायी छ।
3989:粉	粉	粉	အမှုန့်; ပန်းရောင်	ဤအမှုန့်မျိုးကို ကိတ်မုန့်လုပ်ရန် သုံးနိုင်သည်။	ម្សៅ; ពណ៌ផ្កាឈូក	ម្សៅប្រភេទនេះអាចប្រើធ្វើនំបាន។	ຝຸ່ນແປ້ງ; ສີບົວ	ຝຸ່ນແປ້ງຊະນິດນີ້ໃຊ້ເຮັດເຄັກໄດ້.	धुलो; पिठो; गुलाबी	यस प्रकारको पिठो केक बनाउन प्रयोग गर्न सकिन्छ।
3993:风力	风力	风力	လေစွမ်းအား; လေအား	ယနေ့ ပင်လယ်ကမ်းစပ်တွင် လေအား ပြင်းသည်။	កម្លាំងខ្យល់; ថាមពលខ្យល់	ថ្ងៃនេះកម្លាំងខ្យល់នៅមាត់សមុទ្រខ្លាំង។	ແຮງລົມ; ພະລັງງານລົມ	ມື້ນີ້ແຮງລົມຢູ່ແຄມທະເລແຮງ.	हावाको शक्ति; पवन ऊर्जा	आज समुद्र किनारमा हावाको शक्ति बलियो छ।
3995:风雨	风雨	风雨	လေနှင့်မိုး; အခက်အခဲများ	လေမိုး ဘယ်လောက်ပြင်းပြင်း သူ အချိန်မီ ရောက်လာခဲ့သည်။	ខ្យល់ភ្លៀង; ការលំបាក	ទោះខ្យល់ភ្លៀងខ្លាំងយ៉ាងណា គាត់ក៏មកទាន់ពេល។	ລົມຝົນ; ຄວາມຍາກລຳບາກ	ບໍ່ວ່າລົມຝົນຈະແຮງປານໃດ ລາວກໍມາທັນເວລາ.	हावा र वर्षा; कठिनाइ	हावा पानी जति कडा भए पनि ऊ समयमा आइपुग्यो।
3998:服	服	服	ယုံကြည်လက်ခံသည်; အညံ့ခံသည်	သူ၏ အရည်အချင်းကို လူတိုင်း ယုံကြည်လက်ခံကြသည်။	ជឿស៊ប់; ចុះចាញ់	មនុស្សគ្រប់គ្នាជឿស៊ប់លើសមត្ថភាពរបស់គាត់។	ຍອມຮັບ; ນັບຖືວ່າເກັ່ງ	ທຸກຄົນຍອມຮັບໃນຄວາມສາມາດຂອງລາວ.	मान्नु; प्रभावित भएर स्वीकार्नु	सबैले उसको क्षमतालाई माने।
3999:浮	浮	浮	ပေါ်သည်; မျောသည်	သစ်ရွက်များသည် ရေမျက်နှာပြင်ပေါ်တွင် မျောနေသည်။	អណ្តែត	ស្លឹកឈើអណ្តែតលើផ្ទៃទឹក។	ລອຍ	ໃບໄມ້ລອຍຢູ່ເທິງຜິວນ້ຳ.	तैरिनु; सतहमा रहनु	पातहरू पानीको सतहमा तैरिन्छन्।
4004:服用	服用	服用	ဆေးသောက်သည်	ကျေးဇူးပြု၍ ညွှန်ကြားချက်အတိုင်း ဆေးသောက်ပါ။	លេបថ្នាំ; ប្រើថ្នាំ	សូមលេបថ្នាំតាមសេចក្តីណែនាំ។	ກິນຢາ; ໃຊ້ຢາ	ກະລຸນາກິນຢາຕາມຄຳແນະນຳ.	औषधि खानु	कृपया निर्देशनअनुसार औषधि खानुहोस्।
4010:负面	负面	负面	အနုတ်လက္ခဏာဆောင်သော; မကောင်းသော	ဤသတင်းသည် မကောင်းသော သက်ရောက်မှု ယူဆောင်လာခဲ့သည်။	អវិជ្ជមាន; ផ្នែកអាក្រក់	ព័ត៌មាននេះបាននាំមកនូវឥទ្ធិពលអវិជ្ជមាន។	ດ້ານລົບ; ບໍ່ດີ	ຂ່າວນີ້ນຳຜົນກະທົບດ້ານລົບມາ.	नकारात्मक	यो समाचारले नकारात्मक असर ल्यायो।
4013:该2	该2	该	ဤ; အဆိုပါ	ဤစီမံကိန်းသည် ပြီးဆုံးသွားပြီ။	នេះ; ដែលបានលើកឡើង	គម្រោងនេះបានបញ្ចប់រួចហើយ។	ນີ້; ດັ່ງກ່າວ	ໂຄງການນີ້ສິ້ນສຸດແລ້ວ.	यो; उक्त	यो परियोजना पहिले नै सकिएको छ।
4014:改编	改编	改编	ပြန်လည်ရေးသားပြုပြင်သည်; ရုပ်ရှင်အဖြစ်ပြုပြင်သည်	ဤရုပ်ရှင်ကို ဝတ္ထုတစ်ပုဒ်မှ ပြန်လည်ပြုပြင်ထားသည်။	កែសម្រួលពី; ដាក់ជាទម្រង់ថ្មី	ភាពយន្តនេះត្រូវបានកែសម្រួលពីប្រលោមលោកមួយ។	ດັດແປງ; ປັບແຕ່ງໃໝ່	ຮູບເງົານີ້ດັດແປງມາຈາກນະວະນິຍາຍ.	रूपान्तरण गर्नु; परिमार्जन गरी बनाउनु	यो चलचित्र एउटा उपन्यासबाट रूपान्तरण गरिएको हो।
4015:改造	改造	改造	ပြောင်းလဲပြုပြင်သည်; ပြန်လည်မွမ်းမံသည်	စက်ရုံဟောင်းကို စာကြည့်တိုက်အဖြစ် ပြောင်းလဲပြုပြင်ခဲ့သည်။	កែប្រែ; ជួសជុលបម្លែង	រោងចក្រចាស់ត្រូវបានកែប្រែទៅជាបណ្ណាល័យ។	ປັບປຸງດັດແປງ; ປ່ຽນແປງ	ໂຮງງານເກົ່າຖືກດັດແປງເປັນຫໍສະໝຸດ.	रूपान्तरण गर्नु; नवीकरण गर्नु	पुरानो कारखानालाई पुस्तकालयमा रूपान्तरण गरियो।
4016:概率	概率	概率	ဖြစ်နိုင်ခြေ; ဖြစ်နိုင်နှုန်း	အောင်မြင်နိုင်ခြေသည် မမြင့်ပါ။	ប្រូបាប៊ីលីតេ; លទ្ធភាពកើតឡើង	លទ្ធភាពជោគជ័យមិនខ្ពស់ទេ។	ຄວາມນ່າຈະເປັນ; ໂອກາດເກີດ	ໂອກາດສຳເລັດບໍ່ສູງ.	सम्भाव्यता; सम्भावना	सफलताको सम्भावना उच्च छैन।
4017:肝	肝	肝	အသည်း	အရက်အလွန်အကျွံသောက်ခြင်းသည် အသည်းကို ထိခိုက်စေနိုင်သည်။	ថ្លើម	ការផឹកស្រាច្រើនពេកអាចប៉ះពាល់ដល់ថ្លើម។	ຕັບ	ການດື່ມເຫຼົ້າຫຼາຍເກີນໄປອາດທຳລາຍຕັບ.	कलेजो	धेरै मदिरा पिउँदा कलेजोलाई हानि पुग्न सक्छ।
4024:赶忙	赶忙	赶忙	အမြန်; ကမန်းကတန်း	ခေါင်းလောင်းသံကြားသောအခါ သူ အမြန် ပြေးထွက်သွားသည်။	ប្រញាប់ប្រញាល់	ពេលឮកណ្ដឹង គាត់ប្រញាប់រត់ចេញទៅ។	ຮີບຮ້ອນ; ຟ້າວ	ເມື່ອໄດ້ຍິນສຽງກະດິ່ງ ລາວຟ້າວແລ່ນອອກໄປ.	हतारहतार; तुरुन्तै	घण्टी सुनेपछि ऊ हतारहतार दौडिएर बाहिर गयो।
4027:钢笔	钢笔	钢笔	ဖောင်တိန်	သူသည် ဖောင်တိန်ဖြင့် စာရေးသည်။	ប៊ិកទឹកថ្នាំ	គាត់សរសេរសំបុត្រដោយប៊ិកទឹកថ្នាំ។	ປາກກາຫມຶກຊຶມ	ລາວຂຽນຈົດໝາຍດ້ວຍປາກກາຫມຶກຊຶມ.	फाउन्टेन पेन	उसले फाउन्टेन पेनले चिठी लेख्छ।
4030:高层	高层	高层	အဆင့်မြင့်ပိုင်း; အထက်တန်းစီမံခန့်ခွဲမှု	ကုမ္ပဏီ၏ အထက်တန်းစီမံခန့်ခွဲမှုသည် မဟာဗျူဟာအသစ်ကို ဆွေးနွေးနေသည်။	ថ្នាក់ដឹកនាំខ្ពស់; អគារខ្ពស់	ថ្នាក់ដឹកនាំខ្ពស់របស់ក្រុមហ៊ុនកំពុងពិភាក្សាយុទ្ធសាស្ត្រថ្មី។	ລະດັບສູງ; ຜູ້ບໍລິຫານຊັ້ນສູງ	ຜູ້ບໍລິຫານຊັ້ນສູງຂອງບໍລິສັດກຳລັງປຶກສາຍຸດທະສາດໃໝ່.	उच्च तह; उच्च व्यवस्थापन	कम्पनीको उच्च व्यवस्थापनले नयाँ रणनीतिबारे छलफल गर्दैछ।
4032:高等	高等	高等	အဆင့်မြင့်သော; မြင့်တန်းသော	သူသည် အဆင့်မြင့်ပညာရေးကို လက်ခံသင်ယူနေသည်။	កម្រិតខ្ពស់; ជាន់ខ្ពស់	គាត់កំពុងទទួលការអប់រំកម្រិតខ្ពស់។	ລະດັບສູງ; ຂັ້ນສູງ	ລາວກຳລັງຮັບການສຶກສາລະດັບສູງ.	उच्च; उन्नत	ऊ उच्च शिक्षा लिइरहेको छ।
4033:高端	高端	高端	အဆင့်မြင့်; အရည်အသွေးမြင့်	ဤဆိုင်သည် အဓိကအားဖြင့် အဆင့်မြင့် မိုဘိုင်းဖုန်းများကို ရောင်းသည်။	ថ្នាក់ខ្ពស់; គុណភាពខ្ពស់	ហាងនេះលក់ទូរស័ព្ទដៃថ្នាក់ខ្ពស់ជាចម្បង។	ລະດັບສູງ; ຊັ້ນສູງ	ຮ້ານນີ້ຂາຍໂທລະສັບມືຖືລະດັບສູງເປັນຫຼັກ.	उच्चस्तरीय; उच्च गुणस्तरको	यो पसलले मुख्यतया उच्चस्तरीय मोबाइल फोन बेच्छ।
4036:高手	高手	高手	ကျွမ်းကျင်သူ; ပညာရှင်	သူသည် စစ်တုရင်ကစားရာတွင် ကျွမ်းကျင်သူဖြစ်သည်။	អ្នកជំនាញ; អ្នកមានជំនាញខ្ពស់	គាត់ជាអ្នកជំនាញខាងលេងអុក។	ຜູ້ຊຳນານ; ຄົນເກັ່ງ	ລາວເປັນຜູ້ຊຳນານໃນການຫຼິ້ນໝາກຮຸກ.	विशेषज्ञ; दक्ष व्यक्ति	ऊ चेसमा विशेषज्ञ हो।
4037:高新技术	高新技术	高新技术	အဆင့်မြင့်နည်းပညာအသစ်; ခေတ်မီနည်းပညာ	ဤကုမ္ပဏီသည် အဆင့်မြင့်နည်းပညာအသစ်ကို အထူးလေ့လာသုတေသနလုပ်သည်။	បច្ចេកវិទ្យាខ្ពស់និងថ្មី	ក្រុមហ៊ុននេះមានឯកទេសស្រាវជ្រាវបច្ចេកវិទ្យាខ្ពស់និងថ្មី។	ເຕັກໂນໂລຊີສູງແລະໃໝ່	ບໍລິສັດນີ້ຊ່ຽວຊານການວິໄຈເຕັກໂນໂລຊີສູງແລະໃໝ່.	उच्च तथा नयाँ प्रविधि	यो कम्पनी उच्च तथा नयाँ प्रविधिको अनुसन्धानमा विशेषज्ञ छ।
4038:高原	高原	高原	ကုန်းပြင်မြင့်	ချင်းဟိုင်-တိဘက် ကုန်းပြင်မြင့်တွင် လေထု ပိုမိုပါးလွှာသည်။	ខ្ពង់រាប	ខ្យល់នៅលើខ្ពង់រាបឈីងហៃ-ទីបេស្តើងជាងមុន។	ພູພຽງ	ອາກາດຢູ່ພູພຽງຊິງໄຫ-ທິເບດຄ່ອນຂ້າງບາງ.	पठार	छिङहाई-तिब्बत पठारमा हावा तुलनात्मक रूपमा पातलो हुन्छ।
4040:稿子	稿子	稿子	စာမူ; မူကြမ်း	ကျေးဇူးပြု၍ စာမူကို တည်းဖြတ်သူထံ ပို့ပါ။	សេចក្តីព្រាង; សំណេរ	សូមផ្ញើសំណេរទៅអ្នកកែសម្រួល។	ຕົ້ນສະບັບ; ຮ່າງບົດຂຽນ	ກະລຸນາສົ່ງຕົ້ນສະບັບໃຫ້ບັນນາທິການ.	मस्यौदा; पाण्डुलिपि	कृपया पाण्डुलिपि सम्पादकलाई पठाउनुहोस्।
4042:歌唱	歌唱	歌唱	သီဆိုသည်; သီချင်းဆိုသည်	ကလေးများသည် စင်မြင့်ပေါ်တွင် သီချင်းဆိုနေကြသည်။	ច្រៀង; ច្រៀងចម្រៀង	ក្មេងៗកំពុងច្រៀងលើឆាក។	ຮ້ອງເພງ	ເດັກນ້ອຍກຳລັງຮ້ອງເພງຢູ່ເທິງເວທີ.	गाउनु; गीत गाउनु	बालबालिकाहरू मञ्चमा गीत गाउँदै छन्।
4050:公	公	公	အများသုံး; အများပိုင်	စားသောက်ရာတွင် အများသုံး တူများကို သုံးပါ။	សាធារណៈ; រួម	ពេលញ៉ាំអាហារ សូមប្រើចង្កឹះរួម។	ສາທາລະນະ; ຮ່ວມກັນ	ເວລາກິນອາຫານ ກະລຸນາໃຊ້ຕະກຽບກາງ.	सार्वजनिक; साझा	खाना खाँदा साझा चपस्टिक प्रयोग गर्नुहोस्।
4051:宫	宫	宫	နန်းတော်	ဤနန်းတော်ကို ကောင်းစွာ ထိန်းသိမ်းထားသည်။	ព្រះបរមរាជវាំង; វាំង	វាំងនេះត្រូវបានរក្សាទុកយ៉ាងល្អ។	ວັງ; ພະລາຊະວັງ	ວັງນີ້ຖືກຮັກສາໄວ້ຢ່າງດີ.	दरबार; महल	यो दरबार राम्रोसँग संरक्षण गरिएको छ।
4052:公安	公安	公安	ပြည်သူ့လုံခြုံရေး; ရဲ	ပြည်သူ့လုံခြုံရေးဝန်ထမ်းများသည် အခင်းဖြစ်ရာနေရာသို့ လျင်မြန်စွာ ရောက်လာခဲ့သည်။	នគរបាល; សន្តិសុខសាធារណៈ	មន្ត្រីនគរបាលបានមកដល់កន្លែងកើតហេតុយ៉ាងលឿន។	ຕຳຫຼວດ; ຄວາມປອດໄພສາທາລະນະ	ເຈົ້າໜ້າທີ່ຕຳຫຼວດມາຮອດສະຖານທີ່ເກີດເຫດຢ່າງໄວ.	सार्वजनिक सुरक्षा; प्रहरी	सार्वजनिक सुरक्षा अधिकारीहरू घटनास्थलमा छिट्टै आइपुगे।
4053:工地	工地	工地	ဆောက်လုပ်ရေးလုပ်ငန်းခွင်	ဆောက်လုပ်ရေးလုပ်ငန်းခွင်အနီးတွင် အလွန်ဆူညံသည်။	ការដ្ឋានសំណង់	ក្បែរការដ្ឋានសំណង់មានសំឡេងរំខានខ្លាំង។	ສະຖານທີ່ກໍ່ສ້າງ	ຂ້າງສະຖານທີ່ກໍ່ສ້າງມີສຽງດັງຫຼາຍ.	निर्माणस्थल	निर्माणस्थलको छेउमा धेरै हल्ला छ।
4054:工夫	工夫	工夫	အချိန်နှင့်အားစိုက်မှု; ကြိုးစားအားထုတ်မှု	လက်ရေးလှကို ကောင်းစွာသင်ရန် ကြိုးစားအားထုတ်မှု လိုအပ်သည်။	ពេលវេលានិងកម្លាំង; ការខិតខំ	រៀនអក្សរផ្ចង់ឱ្យល្អត្រូវការការខិតខំ។	ເວລາແລະແຮງງານ; ຄວາມພະຍາຍາມ	ການຮຽນຂຽນອັກສອນສວຍໃຫ້ດີຕ້ອງໃຊ້ຄວາມພະຍາຍາມ.	समय र मेहनत; प्रयत्न	क्यालिग्राफी राम्रोसँग सिक्न मेहनत चाहिन्छ।
4062:工序	工序	工序	လုပ်ငန်းစဉ်; အလုပ်အဆင့်	ဤလုပ်ငန်းစဉ်ကို စက်ဖြင့် ပြီးစီးစေရန် လိုအပ်သည်။	ដំណាក់កាលការងារ; ដំណើរការ	ដំណាក់កាលការងារនេះត្រូវការម៉ាស៊ីនដើម្បីបញ្ចប់។	ຂັ້ນຕອນວຽກ; ຂະບວນການ	ຂັ້ນຕອນວຽກນີ້ຕ້ອງໃຊ້ເຄື່ອງຈັກເຮັດໃຫ້ສຳເລັດ.	कार्य प्रक्रिया; चरण	यो कार्य प्रक्रिया मेसिनबाट पूरा गर्नुपर्छ।
4063:公益	公益	公益	ပြည်သူ့အကျိုး; လူမှုအကျိုးပြု	သူသည် လူမှုအကျိုးပြု လှုပ်ရှားမှုများတွင် မကြာခဏ ပါဝင်သည်။	ប្រយោជន៍សាធារណៈ; សប្បុរសសង្គម	គាត់ចូលរួមសកម្មភាពប្រយោជន៍សាធារណៈជាញឹកញាប់។	ສາທາລະນະປະໂຫຍດ; ການກຸສົນສັງຄົມ	ລາວມັກເຂົ້າຮ່ວມກິດຈະກຳສາທາລະນະປະໂຫຍດ.	सार्वजनिक हित; समाजसेवा	ऊ प्रायः सार्वजनिक हितका गतिविधिमा सहभागी हुन्छ।
4064:供应	供应	供应	ထောက်ပံ့သည်; ပေးဝေသည်	ဤကုမ္ပဏီသည် လတ်ဆတ်သော ဟင်းသီးဟင်းရွက်များကို ပေးဝေသည်။	ផ្គត់ផ្គង់; ផ្តល់	ក្រុមហ៊ុននេះផ្គត់ផ្គង់បន្លែស្រស់។	ສະໜອງ; ຈັດຫາໃຫ້	ບໍລິສັດນີ້ສະໜອງຜັກສົດ.	आपूर्ति गर्नु; उपलब्ध गराउनु	यो कम्पनीले ताजा तरकारी आपूर्ति गर्छ।
4067:公众	公众	公众	ပြည်သူလူထု; အများပြည်သူ	ဤသတင်းသည် အများပြည်သူ၏ စိတ်ဝင်စားမှုကို လျင်မြန်စွာ ဆွဲဆောင်ခဲ့သည်။	សាធារណជន; មហាជន	ព័ត៌មាននេះបានទាក់ទាញការយកចិត្តទុកដាក់ពីសាធារណជនយ៉ាងលឿន។	ສາທາລະນະຊົນ; ປະຊາຊົນທົ່ວໄປ	ຂ່າວນີ້ດຶງດູດຄວາມສົນໃຈຂອງສາທາລະນະຊົນຢ່າງໄວ.	सर्वसाधारण; जनता	यो समाचारले छिट्टै सर्वसाधारणको ध्यान तान्यो।
