hsk_key	source_word	simplified	PT-BR	example_PT-BR	ES-419	example_ES-419
4013:该2	该2	该	este; referido	Este projeto já foi encerrado.	este; dicho	Dicho proyecto ya terminó.
4014:改编	改编	改编	adaptar; reescrever	Este filme foi adaptado de um romance.	adaptar; reescribir	Esta película fue adaptada de una novela.
4015:改造	改造	改造	transformar; reformar	A antiga fábrica foi transformada em biblioteca.	transformar; renovar	La vieja fábrica fue transformada en biblioteca.
4016:概率	概率	概率	probabilidade	A probabilidade de sucesso não é alta.	probabilidad	La probabilidad de éxito no es alta.
4017:肝	肝	肝	fígado	Beber álcool demais pode prejudicar o fígado.	hígado	Beber demasiado alcohol puede dañar el hígado.
4024:赶忙	赶忙	赶忙	apressar-se; às pressas	Ao ouvir a campainha, ele saiu correndo às pressas.	apresurarse; de prisa	Al oír el timbre, salió corriendo de prisa.
4027:钢笔	钢笔	钢笔	caneta-tinteiro	Ele escreve cartas com caneta-tinteiro.	pluma fuente; estilográfica	Él escribe cartas con pluma fuente.
4030:高层	高层	高层	alta administração; prédio alto	A alta administração da empresa está discutindo uma nova estratégia.	alta dirección; edificio alto	La alta dirección de la empresa está discutiendo una nueva estrategia.
4032:高等	高等	高等	superior; avançado	Ele está recebendo educação superior.	superior; avanzado	Está recibiendo educación superior.
4033:高端	高端	高端	sofisticado; de alto padrão	Esta loja vende principalmente celulares de alto padrão.	de alta gama; sofisticado	Esta tienda vende principalmente teléfonos de alta gama.
4036:高手	高手	高手	especialista; pessoa habilidosa	Ele é especialista em xadrez.	experto; persona hábil	Es experto en ajedrez.
4037:高新技术	高新技术	高新技术	alta e nova tecnologia; tecnologia avançada	Esta empresa pesquisa tecnologia avançada.	alta tecnología; tecnología avanzada	Esta empresa se especializa en tecnología avanzada.
4038:高原	高原	高原	planalto	O ar no planalto Qinghai-Tibet é relativamente rarefeito.	meseta; altiplano	El aire en la meseta Qinghai-Tíbet es relativamente enrarecido.
4040:稿子	稿子	稿子	rascunho; manuscrito	Envie o manuscrito ao editor.	borrador; manuscrito	Por favor, envía el manuscrito al editor.
4042:歌唱	歌唱	歌唱	cantar	As crianças estão cantando no palco.	cantar	Los niños están cantando en el escenario.
4050:公	公	公	público; de uso comum	Use hashis de servir ao comer.	público; compartido	Por favor, usa palillos de servir compartidos al comer.
4051:宫	宫	宫	palácio	Este palácio está bem preservado.	palacio	Este palacio está muy bien conservado.
4052:公安	公安	公安	segurança pública; polícia	Agentes de segurança pública chegaram rapidamente ao local.	seguridad pública; policía	El personal de seguridad pública llegó rápidamente al lugar.
4053:工地	工地	工地	canteiro de obras; obra	Há muito barulho ao lado do canteiro de obras.	obra; sitio de construcción	Hay mucho ruido junto a la obra.
4054:工夫	工夫	工夫	tempo; esforço	Aprender bem caligrafia exige esforço.	tiempo; esfuerzo	Aprender bien caligrafía requiere esfuerzo.
4062:工序	工序	工序	procedimento; processo de trabalho	Este procedimento precisa ser feito por máquina.	procedimiento; proceso de trabajo	Este procedimiento debe realizarse con máquina.
4063:公益	公益	公益	bem-estar público; causa social	Ele participa frequentemente de atividades de causa social.	bien público; causa social	Él participa a menudo en actividades de causa social.
4064:供应	供应	供应	fornecer; abastecer	Esta empresa fornece verduras frescas.	suministrar; proveer	Esta empresa suministra verduras frescas.
4067:公众	公众	公众	público; população	Esta notícia rapidamente chamou a atenção do público.	público; ciudadanía	Esta noticia atrajo rápidamente la atención del público.
4071:沟	沟	沟	vala; canal	A água da chuva entrou na vala ao lado da estrada.	zanja; canal	El agua de lluvia fluyó hacia la zanja junto al camino.
4072:构造	构造	构造	estrutura; construir	O professor explicou a estrutura desta ponte.	estructura; construir	El maestro explicó la estructura de este puente.
4076:古迹	古迹	古迹	monumento histórico; sítio histórico	Os turistas visitaram os monumentos históricos locais.	sitio histórico; monumento antiguo	Los turistas visitaron los sitios históricos locales.
4078:古人	古人	古人	antigos; pessoas da antiguidade	Os antigos observaram o céu estrelado desde muito cedo.	antiguos; personas de la antigüedad	Los antiguos observaron el cielo estrellado desde muy temprano.
4079:股市	股市	股市	mercado de ações; bolsa	Hoje a bolsa oscilou muito.	mercado de valores; bolsa	Hoy la bolsa tuvo grandes fluctuaciones.
4082:顾	顾	顾	cuidar de; considerar	Ele está ocupado demais com o trabalho para pensar em descansar.	cuidar; considerar	Está demasiado ocupado con el trabajo para pensar en descansar.
4086:拐	拐	拐	virar; sequestrar	Vire à direita no cruzamento à frente.	dar vuelta; secuestrar	Dobla a la derecha en el cruce de adelante.
4089:关爱	关爱	关爱	cuidar; demonstrar carinho	A sociedade deve cuidar dos idosos.	cuidar; mostrar cariño	La sociedad debe cuidar a las personas mayores.
4093:关联	关联	关联	relacionar-se; conexão	Esses dois problemas estão relacionados entre si.	relacionarse; conexión	Estos dos problemas están relacionados entre sí.
4094:观赏	观赏	观赏	apreciar; observar	Os turistas apreciaram o pôr do sol à beira do lago.	contemplar; apreciar	Los turistas contemplaron la puesta de sol junto al lago.
4095:官员	官员	官员	funcionário público; autoridade	Esta autoridade respondeu às perguntas do repórter.	funcionario; autoridad	Esta autoridad respondió las preguntas del reportero.
4096:管道	管道	管道	tubulação; cano	Os trabalhadores estão inspecionando a tubulação subterrânea.	tubería; ducto	Los trabajadores están revisando la tubería subterránea.
4099:归	归	归	pertencer a; voltar para	Este livro pertence à biblioteca.	pertenecer a; volver a	Este libro pertenece a la biblioteca.
4106:贵重	贵重	贵重	valioso; precioso	Coloque os objetos de valor no cofre.	valioso; precioso	Por favor, pon los objetos de valor en la caja fuerte.
4107:棍	棍	棍	pau; vara	Ele usou uma vara para sustentar a barraca.	palo; vara	Usó un palo para sostener la tienda de campaña.
4108:国宝	国宝	国宝	tesouro nacional	Muitos consideram os pandas um tesouro nacional.	tesoro nacional	Muchas personas consideran a los pandas un tesoro nacional.
4109:国产	国产	国产	nacional; produzido no país	Este carro é de uma marca nacional.	nacional; producido en el país	Este auto es de una marca nacional.
4110:国歌	国歌	国歌	hino nacional	Antes da partida, todos cantaram o hino nacional.	himno nacional	Antes del partido, todos cantaron el himno nacional.
4111:国旗	国旗	国旗	bandeira nacional	A bandeira nacional está pendurada na entrada da escola.	bandera nacional	La bandera nacional está colgada en la entrada de la escuela.
4112:国情	国情	国情	condições nacionais; realidade do país	Ao formular políticas, é preciso considerar a realidade do país.	condiciones nacionales; realidad del país	Al formular políticas, hay que considerar la realidad del país.
4115:过后	过后	过后	depois; após	Depois da chuva, o ar ficou muito fresco.	después; luego	Después de la lluvia, el aire quedó muy fresco.
4116:过时	过时	过时	ultrapassado; fora de moda	Este design já está ultrapassado.	pasado de moda; obsoleto	Este diseño ya está pasado de moda.
4117:海内外	海内外	海内外	no país e no exterior	Esta universidade atrai estudantes do país e do exterior.	del país y del extranjero	Esta universidad atrae estudiantes del país y del extranjero.
4118:海岸	海岸	海岸	costa; litoral	Caminhamos ao longo da costa.	costa; litoral	Caminamos a lo largo de la costa.
4120:海面	海面	海面	superfície do mar	O pôr do sol brilhava sobre a superfície do mar.	superficie del mar	La puesta de sol brillaba sobre la superficie del mar.
4121:海域	海域	海域	área marítima; águas	Esta área marítima é adequada para pesca.	zona marítima; aguas	Esta zona marítima es adecuada para pescar.
4122:害	害	害	prejudicar; fazer mal	Fumar faz mal ao corpo.	dañar; hacer daño	Fumar le hace daño al cuerpo.
4123:寒冬	寒冬	寒冬	inverno rigoroso	No inverno rigoroso, há poucos pedestres na rua.	invierno crudo; invierno frío	En el invierno crudo, hay pocos peatones en la calle.
4126:旱灾	旱灾	旱灾	seca; desastre de seca	A seca afetou a agricultura local.	sequía; desastre por sequía	La sequía afectó la agricultura local.
4128:毫不	毫不	毫不	de modo algum; nem um pouco	Ele não recuou diante das dificuldades.	de ningún modo; para nada	No retrocedió para nada ante las dificultades.
4131:毫升	毫升	毫升	mililitro	Tome dez mililitros deste remédio por vez.	mililitro	Toma diez mililitros de esta medicina cada vez.
4132:好不	好不	好不	muito; bastante	A rua estava muito animada durante o feriado.	muy; bastante	La calle estaba muy animada durante la fiesta.
4133:好感	好感	好感	simpatia; boa impressão	No primeiro encontro, ele teve uma boa impressão dela.	buena impresión; simpatía	Después del primer encuentro, tuvo una buena impresión de ella.
4134:好容易	好容易	好容易	com muita dificuldade	Ele só conseguiu comprar o ingresso com muita dificuldade.	con mucha dificultad	Solo logró comprar el boleto con mucha dificultad.
4136:好学	好学	好学	aplicado; com vontade de aprender	Este aluno é inteligente e aplicado.	estudioso; con ganas de aprender	Este estudiante es inteligente y estudioso.
4144:黑暗	黑暗	黑暗	escuro; escuridão	Depois da falta de energia, o quarto ficou completamente escuro.	oscuro; oscuridad	Después del apagón, el cuarto quedó completamente oscuro.
4146:狠	狠	狠	duro; cruel	Ele fala de um jeito um pouco duro.	duro; cruel	Habla de una manera un poco dura.
4149:衡量	衡量	衡量	medir; avaliar	Não se pode avaliar um aluno apenas pelas notas.	medir; evaluar	No se puede evaluar a un estudiante solo por sus calificaciones.
4150:宏大	宏大	宏大	grandioso; vasto	Este plano tem objetivos grandiosos.	grandioso; vasto	Este plan tiene objetivos grandiosos.
4153:后期	后期	后期	fase posterior; etapa final	A fase posterior do projeto precisa de mais recursos.	etapa posterior; fase final	La etapa posterior del proyecto necesita más fondos.
4154:后人	后人	后人	gerações futuras; descendentes	Este livro influenciou muitas gerações futuras.	generaciones posteriores; descendientes	Este libro influyó en muchas generaciones posteriores.
4155:后退	后退	后退	recuar; voltar para trás	Ao ouvir o alarme, todos recuaram imediatamente.	retroceder; echarse hacia atrás	Al oír la alarma, todos retrocedieron de inmediato.
4156:后者	后者	后者	o segundo; este último	Os dois planos são bons, mas o segundo é mais barato.	el segundo; este último	Los dos planes son buenos, pero el segundo es más barato.
4159:胡子	胡子	胡子	barba; bigode	A barba dele já ficou branca.	barba; bigote	Su barba ya se volvió blanca.
4160:户	户	户	domicílio; família	Este vilarejo tem trezentas famílias.	hogar; familia	Este pueblo tiene trescientos hogares.
4161:互助	互助	互助	ajuda mútua; ajudar-se mutuamente	Vizinhos devem ajudar uns aos outros.	ayuda mutua; ayudarse mutuamente	Los vecinos deben ayudarse unos a otros.
4162:花朵	花朵	花朵	flor; botão	Na primavera, flores enchem o parque.	flor; capullo	En primavera, las flores llenan el parque.
4164:滑冰	滑冰	滑冰	patinar no gelo	Ela aprende patinação no gelo desde pequena.	patinar sobre hielo	Aprende a patinar sobre hielo desde pequeña.
4165:滑行	滑行	滑行	deslizar; planar	O avião taxiou lentamente pela pista.	deslizarse; planear	El avión rodó lentamente por la pista.
4166:滑雪	滑雪	滑雪	esquiar	No inverno, vamos ao norte esquiar.	esquiar	En invierno vamos al norte a esquiar.
4172:怀	怀	怀	colo; peito; guardar no coração	Ela segurava um gatinho no colo.	brazos; pecho; guardar en el corazón	Ella sostenía un gatito en brazos.
4176:环	环	环	anel; aro	A chave está pendurada em um aro de metal.	anillo; aro	La llave cuelga de un aro de metal.
4178:患	患	患	sofrer de; padecer de	Ele sofre de pressão alta e precisa fazer exames regulares.	padecer; sufrir de	Padece presión alta y necesita revisiones regulares.
4181:黄	黄	黄	amarelo; sobrenome Huang	Huang é um sobrenome comum na China.	amarillo; apellido Huang	Huang es un apellido común en China.
4187:回头	回头	回头	virar-se; depois	Ele virou a cabeça e deu uma olhada.	voltear; luego	Volteó y echó un vistazo.
4188:汇	汇	汇	remeter; convergir	Transfira o dinheiro para esta conta.	remitir; converger	Por favor, transfiere el dinero a esta cuenta.
4190:绘画	绘画	绘画	pintar; pintura	Ela gosta de pintar desde pequena.	pintar; pintura	Le gusta pintar desde pequeña.
4191:会见	会见	会见	reunir-se com; encontrar-se com	O diretor se reuniu com os representantes visitantes.	reunirse con; encontrarse con	El director se reunió con los representantes visitantes.
4192:汇款	汇款	汇款	fazer remessa; transferência	Eu já transferi o dinheiro para você esta manhã.	enviar dinero; transferencia	Ya te envié el dinero esta mañana.
4194:混	混	混	misturar; se virar	Não misture roupas de cores diferentes na lavagem.	mezclar; arreglárselas	No mezcles ropa de diferentes colores al lavar.
4200:火灾	火灾	火灾	incêndio	Depois do incêndio, os moradores evacuaram rapidamente.	incendio	Después del incendio, los residentes evacuaron rápidamente.
4202:货车	货车	货车	caminhão; veículo de carga	O caminhão levou as frutas ao mercado.	camión; vehículo de carga	El camión llevó la fruta al mercado.
4203:击败	击败	击败	derrotar; vencer	Eles derrotaram uma equipe forte na final.	derrotar; vencer	Derrotaron a un equipo fuerte en la final.
4205:机动车	机动车	机动车	veículo motorizado	Veículos motorizados são proibidos nesta estrada.	vehículo motorizado	Los vehículos motorizados tienen prohibido pasar por esta vía.
4214:机制	机制	机制	mecanismo; sistema	A empresa estabeleceu um novo mecanismo de recompensas.	mecanismo; sistema	La empresa estableció un nuevo sistema de recompensas.
4217:急救	急救	急救	primeiros socorros; atendimento de emergência	Ele aprendeu noções básicas de primeiros socorros.	primeros auxilios; atención de emergencia	Aprendió conocimientos básicos de primeros auxilios.
4220:极为	极为	极为	extremamente; muito	Esta tarefa é extremamente importante.	extremadamente; muy	Esta tarea es extremadamente importante.
4227:技艺	技艺	技艺	habilidade; ofício	Esse senhor preservou um ofício tradicional.	habilidad; oficio	Este anciano ha conservado un oficio tradicional.
4228:夹	夹	夹	prender; colocar entre	Prenda a foto no documento.	sujetar; poner entre	Por favor, sujeta la foto dentro del documento.
4229:加倍	加倍	加倍	dobrar; redobrar	Antes da prova, ele redobrou os esforços.	doblar; redoblar	Antes del examen, redobló sus esfuerzos.
4231:家家户户	家家户户	家家户户	todas as famílias; cada casa	No Festival da Primavera, todas as famílias colam dísticos.	todos los hogares; cada casa	Durante la Fiesta de la Primavera, todos los hogares pegan coplas.
4233:家居	家居	家居	artigos para casa; mobiliário doméstico	Esta loja vende artigos para casa.	artículos para el hogar; muebles del hogar	Esta tienda vende artículos para el hogar.
4235:加以	加以	加以	aplicar; tratar de	Este problema precisa ser resolvido.	aplicar; proceder a	Este problema necesita resolverse.
4236:家园	家园	家园	lar; terra natal	Eles protegem juntos seu lar.	hogar; tierra natal	Protegen juntos su hogar.
4237:加重	加重	加重	agravar; aumentar	Ficar acordado até tarde agrava o cansaço.	agravar; aumentar	Desvelarse agrava el cansancio.
4240:尖	尖	尖	afiado; pontudo	A ponta deste lápis quebrou.	afilado; puntiagudo	La punta de este lápiz se rompió.
4242:监测	监测	监测	monitorar; acompanhar	Os funcionários estão monitorando a qualidade do ar.	monitorear; vigilar	El personal está monitoreando la calidad del aire.
4248:艰辛	艰辛	艰辛	árduo; difícil	O processo de abrir um negócio é muito árduo.	arduo; difícil	El proceso de emprender un negocio es muy arduo.
4251:检测	检测	检测	testar; inspecionar	O engenheiro verificou a temperatura da máquina.	probar; inspeccionar	El ingeniero revisó la temperatura de la máquina.
4253:简介	简介	简介	breve apresentação; resumo	Leia primeiro a apresentação do curso.	breve introducción; resumen	Por favor, lee primero la introducción del curso.
4254:减弱	减弱	减弱	enfraquecer; diminuir	À noite, o vento diminuiu gradualmente.	debilitarse; reducirse	Por la noche, el viento se debilitó gradualmente.
4255:减压	减压	减压	reduzir pressão; aliviar o estresse	Exercícios podem ajudar a aliviar o estresse.	reducir presión; aliviar el estrés	El ejercicio puede ayudar a aliviar el estrés.
4258:箭	箭	箭	flecha	A flecha voou em direção ao alvo distante.	flecha	La flecha voló hacia el blanco lejano.
4263:建筑物	建筑物	建筑物	edifício; construção	Este edifício tem cem anos de história.	edificio; construcción	Este edificio tiene cien años de historia.
4265:讲解	讲解	讲解	explicar; apresentar	O guia está explicando a história da cidade antiga.	explicar; presentar	El guía está explicando la historia de la ciudad antigua.
4266:奖牌	奖牌	奖牌	medalha	Ela ganhou uma medalha de ouro na competição.	medalla	Ganó una medalla de oro en la competencia.
4267:奖品	奖品	奖品	prêmio	Os prêmios serão entregues após a atividade.	premio	Los premios se entregarán después de la actividad.
4268:酱	酱	酱	molho; pasta	Adicionar um pouco de molho ao macarrão deixa mais gostoso.	salsa; pasta	Agregar un poco de salsa a los fideos los hace más sabrosos.
4270:胶带	胶带	胶带	fita adesiva	Use fita adesiva para fechar bem a caixa.	cinta adhesiva	Por favor, sella bien la caja con cinta adhesiva.
4273:焦虑	焦虑	焦虑	ansioso; ansiedade	Ele ficou muito ansioso antes da prova.	ansioso; ansiedad	Se sintió muy ansioso antes del examen.
4275:交谈	交谈	交谈	conversar; dialogar	Eles conversaram por muito tempo no café.	conversar; dialogar	Conversaron durante mucho tiempo en el café.
4276:郊外	郊外	郊外	subúrbio; arredores	No fim de semana, fomos caminhar nos arredores.	afueras; suburbios	El fin de semana fuimos a caminar por las afueras.
4278:脚印	脚印	脚印	pegada	Pegadas ficaram na neve.	huella	Quedaron huellas en la nieve.
4279:较为	较为	较为	relativamente; comparativamente	Este método é relativamente simples.	relativamente; comparativamente	Este método es relativamente sencillo.
4281:结	结	结	dar; formar; amarrar	A árvore deu muitos frutos.	dar; formar; atar	El árbol dio muchos frutos.
4285:街头	街头	街头	rua; esquina	Há muitas barracas de lanches na rua.	calle; esquina	Hay muchos puestos de comida en la calle.
4287:节能	节能	节能	economizar energia; eficiente em energia	Este ar-condicionado economiza muita energia.	ahorrar energía; eficiente en energía	Este aire acondicionado ahorra mucha energía.
4288:结尾	结尾	结尾	final; conclusão	O final da história é muito acolhedor.	final; conclusión	El final de la historia es muy cálido.
4292:解	解	解	resolver; desatar	Ele resolveu rapidamente este problema.	resolver; desatar	Resolvió rápidamente este problema.
4293:解答	解答	解答	responder; explicar	O professor respondeu pacientemente às perguntas dos alunos.	responder; explicar	El maestro respondió pacientemente las preguntas de los estudiantes.
4294:解读	解读	解读	interpretar; analisar	O especialista interpretou a nova política.	interpretar; analizar	El experto interpretó la nueva política.
4296:解说	解说	解说	narrar; explicar	Ele narra o documentário.	narrar; explicar	Él narra el documental.
4300:金额	金额	金额	valor; quantia	Confirme o valor do pagamento.	monto; cantidad de dinero	Por favor, confirma el monto del pago.
4301:金牌	金牌	金牌	medalha de ouro	Ela finalmente ganhou a medalha de ouro.	medalla de oro	Finalmente ganó la medalla de oro.
4302:金钱	金钱	金钱	dinheiro; riqueza	O dinheiro não compra amizade verdadeira.	dinero; riqueza	El dinero no puede comprar la verdadera amistad.
4305:金子	金子	金子	ouro	Este anel é feito de ouro.	oro	Este anillo está hecho de oro.
4306:尽	尽	尽	esgotar; fazer tudo	Ele fez o máximo esforço.	agotar; hacer todo	Hizo su máximo esfuerzo.
4308:进度	进度	进度	progresso; cronograma	O progresso do projeto está mais rápido que o planejado.	progreso; cronograma	El progreso del proyecto va más rápido de lo planeado.
4311:近视	近视	近视	míope; miopia	Ele tem miopia desde o ensino fundamental.	miope; miopía	Es miope desde la primaria.
4313:精美	精美	精美	requintado; refinado	Este álbum de imagens foi impresso com muita qualidade.	exquisito; fino	Este álbum de imágenes está impreso de forma muy fina.
4315:惊人	惊人	惊人	surpreendente; espantoso	A velocidade do progresso dele é surpreendente.	asombroso; sorprendente	La velocidad de su progreso es asombrosa.
4321:精准	精准	精准	preciso; exato	Este sistema pode localizar com precisão.	preciso; exacto	Este sistema puede localizar con precisión.
4324:景观	景观	景观	paisagem; vista	A vista da janela do hotel é muito bonita.	paisaje; vista	La vista desde la ventana del hotel es muy hermosa.
4325:景象	景象	景象	cena; cenário	A cidade depois da chuva apresentou uma nova cena.	escena; panorama	La ciudad después de la lluvia mostró un nuevo panorama.
4327:净	净	净	limpo; apenas	Este quarto foi muito bem limpo.	limpio; solamente	Este cuarto quedó muy limpio.
4333:酒水	酒水	酒水	bebidas; bebidas alcoólicas	O restaurante não permite trazer bebidas de fora.	bebidas; bebidas alcohólicas	El restaurante no permite traer bebidas de afuera.
4334:就读	就读	就读	estudar em; frequentar	Ela atualmente estuda na Universidade de Pequim.	estudiar en; asistir a	Actualmente estudia en la Universidad de Pekín.
4336:救命	救命	救命	salvar uma vida; socorro	No momento crítico, o médico salvou uma vida.	salvar una vida; auxilio	En el momento crítico, el doctor salvó una vida.
4337:就算	就算	就算	mesmo que	Mesmo que chova, vamos sair.	aunque; incluso si	Aunque llueva, vamos a salir.
4338:救援	救援	救援	resgatar; socorro	A equipe de resgate já chegou à área do desastre.	rescatar; auxilio	El equipo de rescate ya llegó a la zona del desastre.
4339:救灾	救灾	救灾	socorro em desastres; assistência a desastres	O governo organizou pessoal para assistência a desastres.	ayuda en desastres; auxilio en desastres	El gobierno organizó personal para la ayuda en desastres.
4340:救助	救助	救助	ajudar; socorrer	A fundação ajudou muitas famílias em dificuldade.	ayudar; socorrer	La fundación ayudó a muchas familias en dificultades.
4341:局1	局1	局	partida; rodada	Ele venceu esta partida de xadrez.	partida; ronda	Ganó esta partida de ajedrez.
4342:局2	局2	局	repartição; departamento	Ele foi à repartição de impostos fazer os trâmites.	oficina; dependencia	Fue a la oficina de impuestos a hacer los trámites.
4343:菊花	菊花	菊花	crisântemo	No outono, o parque fica cheio de crisântemos.	crisantemo	En otoño, el parque se llena de crisantemos.
4348:聚集	聚集	聚集	reunir-se; aglomerar-se	A multidão se reuniu na praça.	reunirse; congregarse	La multitud se reunió en la plaza.
4351:捐款	捐款	捐款	doar dinheiro; doação	Muitas pessoas doaram dinheiro à área do desastre.	donar dinero; donación	Muchas personas donaron dinero a la zona del desastre.
4352:捐赠	捐赠	捐赠	doar	A empresa doou um lote de computadores.	donar	La empresa donó un lote de computadoras.
4358:军人	军人	军人	soldado; militar	Aquele militar ajudou o idoso a atravessar a rua.	soldado; militar	Ese militar ayudó a la persona mayor a cruzar la calle.
4360:卡片	卡片	卡片	cartão; cartãozinho	Ela escreveu felicitações no cartão.	tarjeta	Escribió sus buenos deseos en la tarjeta.
4361:开创	开创	开创	iniciar; abrir caminho	Esta tecnologia iniciou uma nova era.	crear; abrir camino	Esta tecnología abrió una nueva era.
4362:开关	开关	开关	interruptor	O interruptor perto da porta quebrou.	interruptor	El interruptor junto a la puerta se descompuso.
4363:开启	开启	开启	abrir; iniciar	A reunião abriu novas oportunidades de cooperação.	abrir; iniciar	La reunión abrió nuevas oportunidades de cooperación.
4364:开设	开设	开设	abrir; oferecer	A escola abriu um curso de chinês.	abrir; ofrecer	La escuela abrió un curso de chino.
4365:开头	开头	开头	início; começo	O início do artigo foi escrito de forma muito atraente.	inicio; comienzo	El comienzo del artículo está escrito de forma muy atractiva.
4369:看得起	看得起	看得起	respeitar; ter consideração por	Ele trabalha duro e espera que os outros o respeitem.	respetar; tener en alta estima	Trabaja duro y espera que los demás lo respeten.
4370:看好	看好	看好	estar otimista com; apostar em	Os investidores estão otimistas com este setor.	ser optimista sobre; ver con buenos ojos	Los inversionistas son optimistas sobre esta industria.
4371:看似	看似	看似	parecer; aparentemente	Este problema parece simples, mas na verdade é complexo.	parecer; aparentemente	Este problema parece simple, pero en realidad es complejo.
4372:看中	看中	看中	gostar de; escolher	Ele gostou de um apartamento pequeno.	fijarse en; elegir	Se fijó en un departamento pequeño.
4373:看重	看重	看重	valorizar; dar importância a	A empresa valoriza muito a capacidade dos funcionários.	valorar; dar importancia a	La empresa valora mucho las capacidades de los empleados.
4374:康复	康复	康复	recuperar-se; reabilitação	Depois da cirurgia, ele se recuperou bem e logo ficou saudável.	recuperarse; rehabilitación	Después de la cirugía, se recuperó bien y pronto recobró la salud.
4379:科	科	科	departamento; disciplina	Ele marcou consulta no departamento de clínica médica.	departamento; materia	Pidió cita en medicina interna.
4380:科幻	科幻	科幻	ficção científica	Este filme de ficção científica é muito popular.	ciencia ficción	Esta película de ciencia ficción es muy popular.
4382:科普	科普	科普	divulgação científica; ciência popular	O professor deu aos alunos uma palestra de divulgação científica.	divulgación científica; ciencia popular	El maestro dio a los estudiantes una charla de divulgación científica.
4387:客车	客车	客车	ônibus de passageiros	O ônibus de passageiros sai às sete da manhã.	autobús de pasajeros	El autobús de pasajeros sale a las siete de la mañana.
4389:肯	肯	肯	estar disposto; aceitar	Ele está disposto a passar tempo ajudando os outros.	estar dispuesto; aceptar	Está dispuesto a dedicar tiempo a ayudar a los demás.
4391:空地	空地	空地	terreno aberto; espaço vazio	As crianças estão jogando futebol no terreno aberto.	terreno baldío; espacio abierto	Los niños están jugando fútbol en el terreno baldío.
4393:口感	口感	口感	textura na boca; sensação ao comer	Este pão tem uma textura muito macia.	textura en boca; sensación al comer	Este pan tiene una textura muy suave.
4394:口号	口号	口号	slogan; lema	Todos gritaram o lema juntos.	lema; consigna	Todos gritaron la consigna juntos.
4399:酷	酷	酷	legal; estiloso	Este casaco parece muito estiloso.	genial; a la moda	Este abrigo se ve muy a la moda.
4401:夸奖	夸奖	夸奖	elogiar	O professor elogiou o progresso dele.	elogiar	El maestro elogió su progreso.
4404:快捷	快捷	快捷	rápido; prático	O pagamento online é muito rápido e prático.	rápido; conveniente	El pago en línea es muy rápido y conveniente.
4405:款	款	款	modelo; tipo	Este modelo de celular vende muito bem.	modelo; tipo	Este modelo de teléfono se vende muy bien.
4408:困扰	困扰	困扰	incomodar; perturbar	Este problema o incomodou por muito tempo.	molestar; preocupar	Este problema lo preocupó durante mucho tiempo.
4409:扩展	扩展	扩展	expandir; ampliar	A empresa planeja ampliar o mercado internacional.	expandir; ampliar	La empresa planea expandir los mercados extranjeros.
4410:落	落	落	deixar para trás; esquecer	Ele esqueceu o celular no táxi.	dejar olvidado; quedarse atrás	Dejó olvidado su teléfono en el taxi.
4413:来临	来临	来临	chegar; aproximar-se	O Festival da Primavera está prestes a chegar.	llegar; acercarse	La Fiesta de la Primavera está por llegar.
4414:来往	来往	来往	ir e vir; ter contato	Há muitos veículos indo e vindo nessa estrada.	ir y venir; tener trato	Muchos vehículos van y vienen por esta carretera.
4415:赖	赖	赖	culpar; depender de	Este assunto não pode ser culpa dele.	culpar; depender de	Este asunto no se le puede achacar a él.
4417:栏	栏	栏	coluna; campo	Escreva o nome no campo de nome.	columna; campo	Por favor, escribe tu nombre en el campo de nombre.
4418:兰花	兰花	兰花	orquídea	A orquídea no parapeito da janela floresceu.	orquídea	La orquídea del alféizar floreció.
4420:狼	狼	狼	lobo	À noite, vieram uivos de lobo da montanha.	lobo	Por la noche llegaron aullidos de lobo desde la montaña.
4422:牢	牢	牢	firme; resistente	Esta cadeira é muito resistente.	firme; resistente	Esta silla es muy resistente.
4423:劳动力	劳动力	劳动力	força de trabalho; mão de obra	Este setor precisa de muita mão de obra.	fuerza laboral; mano de obra	Esta industria necesita mucha mano de obra.
4426:老太太	老太太	老太太	senhora idosa	Aquela senhora idosa vem caminhar no parque todos os dias.	señora mayor; anciana	Esa señora mayor viene al parque a caminar todos los días.
4427:乐于	乐于	乐于	estar disposto a; ter prazer em	Ele está disposto a aceitar novos desafios.	estar dispuesto a; estar encantado de	Está dispuesto a aceptar nuevos desafíos.
4429:类别	类别	类别	categoria; classe	Organize os arquivos por categoria.	categoría; clase	Por favor, ordena los archivos por categoría.
4430:理	理	理	responder; dar atenção	Ele não deu atenção à minha pergunta.	hacer caso; atender	No hizo caso a mi pregunta.
4431:理财	理财	理财	administrar finanças; fazer planejamento financeiro	Ela começou a aprender a administrar finanças.	administrar finanzas; gestionar dinero	Empezó a aprender a administrar sus finanzas.
4432:理科	理科	理科	área de ciências; disciplinas de ciências	No ensino médio, ele escolheu a área de ciências.	área de ciencias; materias de ciencias	En la preparatoria eligió el área de ciencias.
4433:理念	理念	理念	conceito; princípio	Esta empresa valoriza princípios ambientais.	concepto; principio	Esta empresa valora los principios ambientales.
4434:理性	理性	理性	racional; razão	Precisamos discutir este problema de forma racional.	racional; razón	Necesitamos discutir este problema racionalmente.
4435:立	立	立	ficar de pé; erguer	Há uma placa em pé na entrada.	estar de pie; levantar	Hay un letrero de pie en la entrada.
4438:力度	力度	力度	força; intensidade	O governo aumentou o nível de apoio.	fuerza; intensidad	El gobierno aumentó el nivel de apoyo.
