hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
2386:高大	高大	高大	ఎత్తైన; పెద్ద	ప్రవేశద్వారం వద్ద రెండు ఎత్తైన చెట్లు ఉన్నాయి.	ಎತ್ತರವಾದ; ದೊಡ್ಡ	ಪ್ರವೇಶದ್ವಾರದಲ್ಲಿ ಎರಡು ಎತ್ತರವಾದ ಮರಗಳಿವೆ.
2388:高度	高度	高度	ఎత్తు; ఉన్నత స్థాయి	ఈ భవనం ఎత్తు వంద మీటర్లను మించింది.	ಎತ್ತರ; ಉನ್ನತ ಮಟ್ಟ	ಈ ಕಟ್ಟಡದ ಎತ್ತರ ನೂರು ಮೀಟರ್ ಮೀರಿದೆ.
2390:高科技	高科技	高科技	ఉన్నత సాంకేతికత	ఉన్నత సాంకేతిక ఉత్పత్తులు జీవితాన్ని మరింత సౌకర్యవంతం చేస్తాయి.	ಉನ್ನತ ತಂತ್ರಜ್ಞಾನ	ಉನ್ನತ ತಂತ್ರಜ್ಞಾನ ಉತ್ಪನ್ನಗಳು ಜೀವನವನ್ನು ಹೆಚ್ಚು ಅನುಕೂಲಕರಗೊಳಿಸುತ್ತವೆ.
2391:高效	高效	高效	సమర్థవంతమైన; అధిక ఫలితాలిచ్చే	ఈ పద్ధతి సరళంగా ఉండి సమర్థవంతంగా కూడా ఉంది.	ಪರಿಣಾಮಕಾರಿ; ಹೆಚ್ಚು ದಕ್ಷ	ಈ ವಿಧಾನ ಸರಳವೂ ಪರಿಣಾಮಕಾರಿಯೂ ಆಗಿದೆ.
2394:歌词	歌词	歌词	పాట సాహిత్యం	ఈ పాట సాహిత్యం నాకు చాలా ఇష్టం.	ಹಾಡಿನ ಸಾಹಿತ್ಯ	ಈ ಹಾಡಿನ ಸಾಹಿತ್ಯ ನನಗೆ ತುಂಬ ಇಷ್ಟ.
2395:歌曲	歌曲	歌曲	పాట	ఈ పాట ఇంటర్నెట్‌లో చాలా ప్రాచుర్యం పొందింది.	ಹಾಡು	ಈ ಹಾಡು ಅಂತರ್ಜಾಲದಲ್ಲಿ ಬಹಳ ಜನಪ್ರಿಯವಾಗಿದೆ.
2396:隔	隔	隔	వేరు చేయడం; మధ్యలో ఉండడం	మా ఇల్లు, పాఠశాల మధ్య ఒక నది ఉంది.	ಬೇರ್ಪಡಿಸುವುದು; ಮಧ್ಯೆ ಇರುವುದು	ನನ್ನ ಮನೆ ಮತ್ತು ಶಾಲೆಯ ನಡುವೆ ಒಂದು ನದಿ ಇದೆ.
2399:各行各业	各行各业	各行各业	అన్ని వృత్తులు; అన్ని రంగాలు	ప్రతి రంగానికీ బాధ్యతగా పనిచేసే వాళ్లు అవసరం.	ಎಲ್ಲಾ ವೃತ್ತಿಗಳು; ಎಲ್ಲಾ ಕ್ಷೇತ್ರಗಳು	ಎಲ್ಲ ಕ್ಷೇತ್ರಗಳಿಗೂ ಹೊಣೆಗಾರಿಕೆಯಿಂದ ಕೆಲಸ ಮಾಡುವವರು ಬೇಕು.
2405:更换	更换	更换	మార్చడం; భర్తీ చేయడం	ఎయిర్ కండిషనర్ ఫిల్టర్‌ను క్రమం తప్పకుండా మార్చాలి.	ಬದಲಾಯಿಸುವುದು; ಬದಲಿಗೆ ಹಾಕುವುದು	ಏರ್ ಕಂಡಿಷನರ್ ಫಿಲ್ಟರ್ ಅನ್ನು ನಿಯಮಿತವಾಗಿ ಬದಲಾಯಿಸಬೇಕು.
2408:工程	工程	工程	నిర్మాణ ప్రాజెక్టు; ఇంజినీరింగ్ పని	ఈ నిర్మాణ పనిని వచ్చే ఏడాది పూర్తి చేయాలని ప్రణాళిక ఉంది.	ಯೋಜನೆ; ಇಂಜಿನಿಯರಿಂಗ್ ಕೆಲಸ	ಈ ಕಾಮಗಾರಿಯನ್ನು ಮುಂದಿನ ವರ್ಷ ಮುಗಿಸುವ ಯೋಜನೆ ಇದೆ.
2413:公务员	公务员	公务员	ప్రభుత్వ ఉద్యోగి	చదువు పూర్తయ్యాక అతను ప్రభుత్వ ఉద్యోగ పరీక్షలో ఉత్తీర్ణుడయ్యాడు.	ಸರ್ಕಾರಿ ನೌಕರ	ಪದವಿ ನಂತರ ಅವನು ಸರ್ಕಾರಿ ಸೇವಾ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಉತ್ತೀರ್ಣನಾದ.
2416:工艺	工艺	工艺	కౌశల్యం; తయారీ పద్ధతి	ఈ సంప్రదాయ కౌశల్యం ఎన్నో ఏళ్లుగా కొనసాగుతోంది.	ಕಲೆಗಾರಿಕೆ; ತಂತ್ರ	ಈ ಪರಂಪರೆಯ ಕಲೆಗಾರಿಕೆ ಹಲವು ವರ್ಷಗಳಿಂದ ಮುಂದುವರಿದಿದೆ.
2419:共享	共享	共享	పంచుకోవడం; ఉమ్మడిగా ఉపయోగించడం	ఈ నగరంలో పంచుకునే సైకిళ్లు చాలా ఉన్నాయి.	ಹಂಚಿಕೊಳ್ಳುವುದು; ಒಟ್ಟಾಗಿ ಬಳಸುವುದು	ಈ ನಗರದಲ್ಲಿ ಹಂಚಿಕೆ ಸೈಕಲ್‌ಗಳು ಬಹಳಿವೆ.
2422:古	古	古	ప్రాచీన; పాత	ఈ వంతెన ప్రాచీన కాలపు రూపాన్ని నిలుపుకుంది.	ಪ್ರಾಚೀನ; ಹಳೆಯ	ಈ ಸೇತುವೆ ಪ್ರಾಚೀನ ಕಾಲದ ರೂಪವನ್ನು ಉಳಿಸಿಕೊಂಡಿದೆ.
2423:鼓	鼓	鼓	డోలు	పిల్లలు డోలు శబ్దం విని పరుగెత్తుకుంటూ వచ్చారు.	ಡೊಳ್ಳು	ಮಕ್ಕಳು ಡೊಳ್ಳಿನ ಶಬ್ದ ಕೇಳಿ ಓಡಿಬಂದರು.
2425:古老	古老	古老	ప్రాచీన; పాత	ఈ ప్రాచీన నగరం అనేక మంది పర్యాటకులను ఆకర్షిస్తుంది.	ಪ್ರಾಚೀನ; ಹಳೆಯ	ಈ ಪ್ರಾಚೀನ ನಗರ ಬಹಳ ಪ್ರವಾಸಿಗರನ್ನು ಆಕರ್ಷಿಸುತ್ತದೆ.
2430:怪	怪	怪	విచిత్రమైన; నిందించడం	ఈరోజు వాతావరణం కొంచెం విచిత్రంగా ఉంది.	ವಿಚಿತ್ರ; ದೂಷಿಸುವುದು	ಇಂದಿನ ಹವಾಮಾನ ಸ್ವಲ್ಪ ವಿಚಿತ್ರವಾಗಿದೆ.
2438:光线	光线	光线	వెలుతురు; కాంతి	గదిలో వెలుతురు చాలా మసకగా ఉంది, చదవడానికి సరిపోదు.	ಬೆಳಕು; ಬೆಳಕಿನ ವ್ಯವಸ್ಥೆ	ಕೊಠಡಿಯಲ್ಲಿ ಬೆಳಕು ತುಂಬ ಮಂದವಾಗಿದೆ, ಓದಲು ಸರಿಯಿಲ್ಲ.
2439:广	广	广	విస్తారమైన; విస్తృతమైన	అతని ఆసక్తులు చాలా విస్తృతంగా ఉన్నాయి.	ವಿಶಾಲ; ವ್ಯಾಪಕ	ಅವನ ಆಸಕ್ತಿಗಳು ತುಂಬ ವ್ಯಾಪಕವಾಗಿವೆ.
2446:贵姓	贵姓	贵姓	మీ ఇంటిపేరు ఏమిటి	దయచేసి మీ ఇంటిపేరు ఏమిటి?	ನಿಮ್ಮ ಉಪನಾಮ ಏನು	ದಯವಿಟ್ಟು ನಿಮ್ಮ ಉಪನಾಮ ಏನು?
2447:柜子	柜子	柜子	అల్మారా; కబోర్డు	అన్ని పత్రాలు అల్మారాలో ఉన్నాయి.	ಅಲಮಾರಿ; ಕಪಾಟು	ಎಲ್ಲಾ ದಾಖಲೆಗಳು ಅಲಮಾರಿಯಲ್ಲಿ ಇವೆ.
2450:国画	国画	国画	చైనా సంప్రదాయ చిత్రకళ	తాతగారికి చైనా సంప్రదాయ చిత్రాలు వేయడం ఇష్టం.	ಚೀನೀ ಪರಂಪರೆಯ ಚಿತ್ರಕಲೆ	ತಾತನಿಗೆ ಚೀನೀ ಪರಂಪರೆಯ ಚಿತ್ರಗಳನ್ನು ಬಿಡಿಸುವುದು ಇಷ್ಟ.
2451:国庆	国庆	国庆	జాతీయ దినోత్సవం	జాతీయ దినోత్సవ సెలవుల్లో మేము హాంగ్‌జౌకు వెళ్లాం.	ರಾಷ್ಟ್ರೀಯ ದಿನ	ರಾಷ್ಟ್ರೀಯ ದಿನದ ರಜೆಯಲ್ಲಿ ನಾವು ಹಾಂಗ್‌ಝೌಗೆ ಹೋದೆವು.
2461:海外	海外	海外	విదేశాల్లో; సముద్రం ఆవల	ఈ కంపెనీకి విదేశాల్లో చాలా మంది కస్టమర్లు ఉన్నారు.	ವಿದೇಶಗಳಲ್ಲಿ; ಸಮುದ್ರದಾಚೆ	ಈ ಕಂಪನಿಗೆ ವಿದೇಶಗಳಲ್ಲಿ ಬಹಳ ಗ್ರಾಹಕರು ಇದ್ದಾರೆ.
2463:含	含	含	కలిగి ఉండడం; నోట్లో ఉంచుకోవడం	ఈ పానీయంలో చక్కెర పరిమాణం ఎక్కువగా ఉంది.	ಒಳಗೊಂಡಿರುವುದು; ಬಾಯಲ್ಲಿ ಹಿಡಿಯುವುದು	ಈ ಪಾನೀಯದಲ್ಲಿ ಸಕ್ಕರೆ ಪ್ರಮಾಣ ಹೆಚ್ಚು.
2464:含量	含量	含量	ఉండే పరిమాణం; మోతాదు	ఈ పండులో విటమిన్ పరిమాణం ఎక్కువగా ఉంది.	ಅಂಶ; ಒಳಗೊಂಡ ಪ್ರಮಾಣ	ಈ ಹಣ್ಣಿನಲ್ಲಿ ವಿಟಮಿನ್ ಪ್ರಮಾಣ ಹೆಚ್ಚು.
2465:含有	含有	含有	కలిగి ఉండడం	పాలలో సమృద్ధిగా పోషకాలు ఉన్నాయి.	ಒಳಗೊಂಡಿರುವುದು	ಹಾಲಿನಲ್ಲಿ ಸಮೃದ್ಧ ಪೋಷಕಾಂಶಗಳಿವೆ.
2466:汗水	汗水	汗水	చెమట	క్రీడాకారుడి చెమట బట్టలను తడిపేసింది.	ಬೆವರು	ಕ್ರೀಡಾಪಟುವಿನ ಬೆವರಿಂದ ಬಟ್ಟೆಗಳು ಒದ್ದೆಯಾದವು.
2467:行	行	行	వృత్తి రంగం	అతను భోజన సేవల రంగంలో పది సంవత్సరాలు పనిచేశాడు.	ವೃತ್ತಿ ಕ್ಷೇತ್ರ	ಅವನು ಆಹಾರ ಸೇವಾ ಕ್ಷೇತ್ರದಲ್ಲಿ ಹತ್ತು ವರ್ಷ ಕೆಲಸ ಮಾಡಿದ್ದಾನೆ.
2469:好评	好评	好评	మంచి సమీక్ష; ప్రశంస	ఈ రెస్టారెంట్‌కు చాలా మంచి సమీక్షలు వచ్చాయి.	ಉತ್ತಮ ವಿಮರ್ಶೆ; ಮೆಚ್ಚುಗೆ	ಈ ಊಟದ ಮನೆಗೆ ಬಹಳ ಉತ್ತಮ ವಿಮರ್ಶೆಗಳು ಬಂದಿವೆ.
2470:好运	好运	好运	అదృష్టం; శుభం	పరీక్షకు నీకు అదృష్టం కలగాలి.	ಶುಭವಾಗಲಿ; ಅದೃಷ್ಟ	ಪರೀಕ್ಷೆಯಲ್ಲಿ ನಿನಗೆ ಶುಭವಾಗಲಿ.
2471:好转	好转	好转	మెరుగుపడడం	చికిత్స తర్వాత అతని ఆరోగ్య పరిస్థితి మెరుగుపడడం ప్రారంభమైంది.	ಸುಧಾರಿಸುವುದು	ಚಿಕಿತ್ಸೆ ನಂತರ ಅವನ ಸ್ಥಿತಿ ಸುಧಾರಿಸಲು ಆರಂಭಿಸಿತು.
2474:合	合	合	మూయడం; కలవడం; సరిపోవడం	దయచేసి పుస్తకం మూసి నా మాట వినండి.	ಮುಚ್ಚುವುದು; ಸೇರಿಸುವುದು; ಸರಿಹೊಂದುವುದು	ದಯವಿಟ್ಟು ಪುಸ್ತಕ ಮುಚ್ಚಿ ನನ್ನ ಮಾತು ಕೇಳಿ.
2476:盒饭	盒饭	盒饭	పెట్టె భోజనం; భోజనపు పెట్టె	మధ్యాహ్నం మేము స్టేషన్‌లో పెట్టె భోజనం కొన్నాం.	ಪ್ಯಾಕ್ ಊಟ; ಊಟದ ಡಬ್ಬಿ	ಮಧ್ಯಾಹ್ನ ನಾವು ನಿಲ್ದಾಣದಲ್ಲಿ ಪ್ಯಾಕ್ ಊಟ ಖರೀದಿಸಿದೆವು.
2478:河流	河流	河流	నది; ప్రవాహం	ఈ నది మూడు నగరాల గుండా ప్రవహిస్తుంది.	ನದಿ	ಈ ನದಿ ಮೂರು ನಗರಗಳ ಮೂಲಕ ಹರಿಯುತ್ತದೆ.
2485:厚度	厚度	厚度	మందం	ఈ గాజు పలక మందం ఐదు మిల్లీమీటర్లు.	ದಪ್ಪ	ಈ ಗಾಜಿನ ಫಲಕದ ದಪ್ಪ ಐದು ಮಿಲಿಮೀಟರ್.
2489:湖	湖	湖	సరస్సు	సరస్సు ఒడ్డున చాలా మంది నడుస్తున్నారు.	ಕೆರೆ; ಸರೋವರ	ಸರೋವರದ ದಡದಲ್ಲಿ ಹಲವರು ನಡೆಯುತ್ತಿದ್ದಾರೆ.
2492:互动	互动	互动	పరస్పర చర్య; మమేకం	తరగతిలో పరస్పర చర్య విద్యార్థులను మరింత చురుకుగా చేస్తుంది.	ಪರಸ್ಪರ ಕ್ರಿಯೆ; ಸಂವಹನ	ತರಗತಿಯ ಸಂವಹನ ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಹೆಚ್ಚು ಚುರುಕುಗೊಳಿಸುತ್ತದೆ.
2493:户外	户外	户外	బయట; బహిరంగ ప్రదేశం	వారాంతంలో మేము బయట కొండెక్కేందుకు వెళ్లాం.	ಹೊರಾಂಗಣ; ಹೊರಗೆ	ವಾರಾಂತ್ಯದಲ್ಲಿ ನಾವು ಹೊರಗೆ ಬೆಟ್ಟ ಏರಲು ಹೋದೆವು.
2494:花费	花费	花费	ఖర్చు చేయడం; ఖర్చవడం	ఈ కారును దిద్దించడానికి చాలానే డబ్బు ఖర్చయింది.	ಖರ್ಚು ಮಾಡುವುದು; ವೆಚ್ಚವಾಗುವುದು	ಈ ಕಾರನ್ನು ಸರಿಪಡಿಸಲು ಸಾಕಷ್ಟು ಹಣ ಖರ್ಚಾಯಿತು.
2497:化	化	化	కరగడం; మారడం	ఎండలో మంచు నెమ్మదిగా కరిగింది.	ಕರಗುವುದು; ಬದಲಾಗುವುದು	ಸೂರ್ಯನ ಬೆಳಕಿನಲ್ಲಿ ಹಿಮ ನಿಧಾನವಾಗಿ ಕರಗಿತು.
2498:话费	话费	话费	ఫోన్ ఖర్చు; కాల్ చార్జీ	ఈ నెల నా ఫోన్ ఖర్చు కొంచెం ఎక్కువగా ఉంది.	ಫೋನ್ ಬಿಲ್; ಕರೆ ಶುಲ್ಕ	ಈ ತಿಂಗಳು ನನ್ನ ಫೋನ್ ಬಿಲ್ ಸ್ವಲ್ಪ ಹೆಚ್ಚು.
2499:画面	画面	画面	దృశ్యం; తెరపై చిత్రం	సినిమాలోని ఈ దృశ్యం చాలా మనసును కదిలిస్తుంది.	ದೃಶ್ಯ; ಪರದೆ ಚಿತ್ರ	ಚಲನಚಿತ್ರದಲ್ಲಿನ ಈ ದೃಶ್ಯ ತುಂಬ ಮನಸ್ಸಿಗೆ ತಾಕುತ್ತದೆ.
2504:缓慢	缓慢	缓慢	నెమ్మదైన; మందగమైన	వృద్ధుడు నడకలో కొంచెం నెమ్మదిగా ఉంటాడు.	ನಿಧಾನವಾದ; ಮಂದಗತಿಯ	ವೃದ್ಧರು ಸ್ವಲ್ಪ ನಿಧಾನವಾಗಿ ನಡೆಯುತ್ತಾರೆ.
2505:黄瓜	黄瓜	黄瓜	దోసకాయ	చల్లటి దోసకాయ సలాడ్ చాలా తేలికైన చిన్న వంటకం.	ಸೌತೆಕಾಯಿ	ತಂಪಾದ ಸೌತೆಕಾಯಿ ಸಲಾಡ್ ತುಂಬ ತಾಜಾ ಪಕ್ಕದ ಊಟ.
2510:灰色	灰色	灰色	బూడిదరంగు	అతను బూడిదరంగు కోటు వేసుకున్నాడు.	ಬೂದು ಬಣ್ಣ	ಅವನು ಬೂದು ಬಣ್ಣದ ಕೋಟ್ ಧರಿಸಿದ್ದಾನೆ.
2514:伙	伙	伙	గుంపు; బృందం	యువకుల గుంపు ప్రవేశద్వారం దగ్గర మాట్లాడుకుంటున్నారు.	ಗುಂಪು; ಬಳಗ	ಯುವಕರ ಗುಂಪೊಂದು ಪ್ರವೇಶದ್ವಾರದಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದೆ.
2516:火锅	火锅	火锅	హాట్‌పాట్ వంటకం	చలికాలంలో హాట్‌పాట్ తింటే చాలా సౌకర్యంగా అనిపిస్తుంది.	ಹಾಟ್‌ಪಾಟ್ ಊಟ	ಚಳಿಗಾಲದಲ್ಲಿ ಹಾಟ್‌ಪಾಟ್ ತಿನ್ನುವುದು ತುಂಬ ಸುಖಕರ.
2517:或是	或是	或是	లేదా	నువ్వు మెట్రోలో వెళ్లవచ్చు లేదా టాక్సీ తీసుకోవచ్చు.	ಅಥವಾ	ನೀನು ಮೆಟ್ರೋದಲ್ಲಿ ಹೋಗಬಹುದು ಅಥವಾ ಟ್ಯಾಕ್ಸಿ ತೆಗೆದುಕೊಳ್ಳಬಹುದು.
2518:货物	货物	货物	సరుకులు; రవాణా సరుకు	గిడ్డంగిలో సరుకులు నిండిపోయాయి.	ಸರಕು; ಮಾಲು	ಗೋದಾಮಿನಲ್ಲಿ ಸರಕು ತುಂಬಿದೆ.
2523:机器人	机器人	机器人	రోబో	ఈ రోబో భోజనం పంపించడంలో సహాయం చేస్తుంది.	ರೋಬೋ	ಈ ರೋಬೋ ಊಟ ತಲುಪಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
2525:及	及	及	మరియు; అలాగే	సమావేశంలో భద్రత మరియు సేవల సమస్యలపై చర్చించారు.	ಮತ್ತು; ಹಾಗು	ಸಭೆಯಲ್ಲಿ ಭದ್ರತೆ ಮತ್ತು ಸೇವೆಯ ಸಮಸ್ಯೆಗಳ ಬಗ್ಗೆ ಚರ್ಚಿಸಲಾಯಿತು.
2526:级	级	级	స్థాయి; తరగతి	అతను ఇప్పుడు మధ్యస్థాయి చైనీస్ నేర్చుకునే స్థాయిలో ఉన్నాడు.	ಮಟ್ಟ; ದರ್ಜೆ	ಅವನು ಈಗ ಮಧ್ಯಮ ಚೀನೀ ಮಟ್ಟದಲ್ಲಿದ್ದಾನೆ.
2527:集	集	集	భాగం; సంకలనం	ఈ డాక్యుమెంటరీలో మొత్తం ఆరు భాగాలు ఉన్నాయి.	ಸಂಚಿಕೆ; ಸಂಗ್ರಹ	ಈ ಸಾಕ್ಷ್ಯಚಿತ್ರಕ್ಕೆ ಒಟ್ಟು ಆರು ಸಂಚಿಕೆಗಳಿವೆ.
2535:急需	急需	急需	అత్యవసరంగా అవసరం కావడం	విపత్తు ప్రాంతానికి ఆహారం, మందులు అత్యవసరం.	ತುರ್ತಾಗಿ ಅಗತ್ಯವಿರುವುದು	ವಿಪತ್ತು ಪ್ರದೇಶಕ್ಕೆ ಆಹಾರ ಮತ್ತು ಔಷಧಿಗಳು ತುರ್ತಾಗಿ ಬೇಕಾಗಿವೆ.
2538:挤	挤	挤	నొక్కుకుపోవడం; కిక్కిరిసిన	మెట్రోలో జనాలు చాలా ఎక్కువగా ఉండటంతో అందరూ దగ్గరగా నొక్కుకుపోయారు.	ಒತ್ತುವುದು; ಗಿಜಿಗುಡುವುದು	ಮೆಟ್ರೋದಲ್ಲಿ ಜನ ಹೆಚ್ಚು, ಎಲ್ಲರೂ ಒತ್ತಿಕೊಂಡಿದ್ದಾರೆ.
2539:系	系	系	కట్టడం; బిగించడం	బయటకు వెళ్లే ముందు చెప్పుల లేసులు బాగా కట్టుకోండి.	ಕಟ್ಟಿ ಬಿಗಿಸುವುದು	ಹೊರಗೆ ಹೋಗುವ ಮೊದಲು ಶೂ ಲೇಸ್ ಕಟ್ಟಿ.
2543:纪录片	纪录片	纪录片	డాక్యుమెంటరీ; సమాచార చిత్రం	ఈ డాక్యుమెంటరీ చైనా టీ సంస్కృతిని పరిచయం చేస్తుంది.	ಸಾಕ್ಷ್ಯಚಿತ್ರ	ಈ ಸಾಕ್ಷ್ಯಚಿತ್ರ ಚೀನಾದ ಚಹಾ ಸಂಸ್ಕೃತಿಯನ್ನು ಪರಿಚಯಿಸುತ್ತದೆ.
2544:技能	技能	技能	నైపుణ్యం	కొత్త నైపుణ్యం నేర్చుకోవడానికి సమయం పడుతుంది.	ಕೌಶಲ್ಯ	ಹೊಸ ಕೌಶಲ್ಯ ಕಲಿಯಲು ಸಮಯ ಬೇಕಾಗುತ್ತದೆ.
2546:纪念日	纪念日	纪念日	వార్షికోత్సవం; స్మారక దినం	ఈరోజు వారి వివాహం జరిగిన పదో వార్షికోత్సవం.	ವಾರ್ಷಿಕೋತ್ಸವ; ಸ್ಮರಣಾ ದಿನ	ಇಂದು ಅವರ ಮದುವೆಯ ಹತ್ತನೇ ವಾರ್ಷಿಕೋತ್ಸವ.
2548:计算机	计算机	计算机	కంప్యూటర్	పాఠశాల కొత్తగా కొన్ని కంప్యూటర్లు కొనింది.	ಕಂಪ್ಯೂಟರ್	ಶಾಲೆ ಹೊಸ ಕಂಪ್ಯೂಟರ್‌ಗಳ ಗುಂಪನ್ನು ಖರೀದಿಸಿದೆ.
2552:家电	家电	家电	గృహోపకరణం	ఈ దుకాణం ప్రత్యేకంగా గృహోపకరణాలు అమ్ముతుంది.	ಗೃಹೋಪಕರಣ	ಈ ಅಂಗಡಿ ವಿಶೇಷವಾಗಿ ಗೃಹೋಪಕರಣಗಳನ್ನು ಮಾರುತ್ತದೆ.
2554:加热	加热	加热	వేడి చేయడం	భోజనం చల్లారింది, మళ్లీ కొంచెం వేడి చేయాలి.	ಬಿಸಿ ಮಾಡುವುದು	ಊಟ ತಣ್ಣಗಾಗಿದೆ, ಮತ್ತೆ ಸ್ವಲ್ಪ ಬಿಸಿ ಮಾಡಬೇಕು.
2555:加深	加深	加深	మరింత లోతుగా చేయడం; పెంపొందించడం	ఈ సంభాషణ మా అవగాహనను మరింత పెంచింది.	ಆಳಗೊಳಿಸುವುದು; ಹೆಚ್ಚಿಸುವುದು	ಈ ಮಾತುಕತೆ ನಮ್ಮ ಅರ್ಥೈಸಿಕೊಳ್ಳುವಿಕೆಯನ್ನು ಆಳಗೊಳಿಸಿತು.
2556:加速	加速	加速	వేగవంతం చేయడం	కొత్త విధానం నగర అభివృద్ధిని వేగవంతం చేస్తుంది.	ವೇಗಗೊಳಿಸುವುದು	ಹೊಸ ನೀತಿ ನಗರ ಅಭಿವೃದ್ಧಿಯನ್ನು ವೇಗಗೊಳಿಸುತ್ತದೆ.
2560:架	架	架	చట్రం; ర్యాక్; కొలమానం	పుస్తక అల్మారాలో పాత పుస్తకాలు నిండిపోయాయి.	ಚೌಕಟ್ಟು; ಶೆಲ್ಫ್; ಎಣಿಕೆಯ ಪದ	ಪುಸ್ತಕ ಶೆಲ್ಫ್‌ನಲ್ಲಿ ಹಳೆಯ ಪುಸ್ತಕಗಳು ತುಂಬಿವೆ.
2562:驾照	驾照	驾照	డ్రైవింగ్ లైసెన్స్	అతను గత సంవత్సరం డ్రైవింగ్ లైసెన్స్ పొందాడు.	ಚಾಲನಾ ಪರವಾನಗಿ	ಅವನು ಕಳೆದ ವರ್ಷ ಚಾಲನಾ ಪರವಾನಗಿ ಪಡೆದನು.
2567:剪	剪	剪	కత్తెరతో కోయడం	ఆమె కత్తెరతో ప్యాకెట్‌ను కోసి తెరిచింది.	ಕತ್ತರಿಯಿಂದ ಕತ್ತರಿಸುವುದು	ಅವಳು ಕತ್ತರಿಯಿಂದ ಪ್ಯಾಕೆಟ್ ಕತ್ತರಿಸಿ ತೆರೆದಳು.
2572:建	建	建	నిర్మించడం; కట్టడం	గ్రామంలో కొత్త పాఠశాల నిర్మించాలని సిద్ధమవుతున్నారు.	ಕಟ್ಟುವುದು; ನಿರ್ಮಿಸುವುದು	ಗ್ರಾಮದಲ್ಲಿ ಹೊಸ ಶಾಲೆ ಕಟ್ಟಲು ಸಿದ್ಧತೆ ಇದೆ.
2573:键	键	键	కీ; బటన్	కంప్యూటర్ కీబోర్డులో ఒక కీ పాడైంది.	ಕೀಲಿ; ಗುಂಡಿ	ಕಂಪ್ಯೂಟರ್ ಕೀಬೋರ್ಡಿನ ಒಂದು ಕೀ ಹಾಳಾಗಿದೆ.
2574:渐渐	渐渐	渐渐	క్రమంగా; నెమ్మదిగా	ఆకాశం క్రమంగా చీకటిగా మారింది.	ಕ್ರಮೇಣ; ನಿಧಾನವಾಗಿ	ಆಕಾಶ ಕ್ರಮೇಣ ಕತ್ತಲಾಯಿತು.
2578:建造	建造	建造	నిర్మించడం; కట్టడం	ఈ వంతెన నిర్మించడానికి మూడు సంవత్సరాలు పట్టింది.	ನಿರ್ಮಿಸುವುದು; ಕಟ್ಟುವುದು	ಈ ಸೇತುವೆ ಕಟ್ಟಲು ಮೂರು ವರ್ಷ ಹಿಡಿಯಿತು.
2581:讲话	讲话	讲话	మాట్లాడటం; ప్రసంగం	నాయకుడు వేదికపై మాట్లాడుతున్నాడు.	ಮಾತನಾಡುವುದು; ಭಾಷಣ	ನಾಯಕ ವೇದಿಕೆಯಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದಾರೆ.
2584:讲述	讲述	讲述	చెప్పడం; వివరించడం	ఈ పుస్తకం నిజమైన కథను చెబుతుంది.	ಹೇಳುವುದು; ವಿವರಿಸುವುದು	ಈ ಪುಸ್ತಕ ನಿಜವಾದ ಕಥೆಯನ್ನು ಹೇಳುತ್ತದೆ.
2586:降水	降水	降水	వర్షపాతం	ఈ వారం వర్షపాతం స్పష్టంగా పెరిగింది.	ಮಳೆಯ ಪ್ರಮಾಣ; ಮಳೆಯಾಗುವುದು	ಈ ವಾರ ಮಳೆಯ ಪ್ರಮಾಣ ಸ್ಪಷ್ಟವಾಗಿ ಹೆಚ್ಚಾಗಿದೆ.
2591:脚步	脚步	脚步	అడుగుల శబ్దం; నడక వేగం	తలుపు బయట వేగంగా అడుగుల శబ్దం వినిపించింది.	ಹೆಜ್ಜೆ; ಹೆಜ್ಜೆಯ ಶಬ್ದ	ಬಾಗಿಲಿನ ಹೊರಗಿನಿಂದ ತುರ್ತು ಹೆಜ್ಜೆಯ ಶಬ್ದ ಕೇಳಿಸಿತು.
2593:较	较	较	తులనాత్మకంగా; కొంత ఎక్కువగా	ఈ ప్రణాళిక తులనాత్మకంగా సమంజసంగా ఉంది.	ತುಲನಾತ್ಮಕವಾಗಿ	ಈ ಯೋಜನೆ ತುಲನಾತ್ಮಕವಾಗಿ ಯುಕ್ತಿಯುಕ್ತವಾಗಿದೆ.
2599:接收	接收	接收	స్వీకరించడం; అందుకోవడం	మెయిల్ బాక్స్ ఇప్పటికే ఫైలును స్వీకరించింది.	ಸ್ವೀಕರಿಸುವುದು; ಅಂಗೀಕರಿಸುವುದು	ಮೇಲ್‌ಬಾಕ್ಸ್ ಈಗಾಗಲೇ ಕಡತವನ್ನು ಸ್ವೀಕರಿಸಿದೆ.
2600:结	结	结	ముడి; ముడి వేయడం	అతను తాడుకు ఒక ముడి వేశాడు.	ಗಂಟು; ರೂಪುಗೊಳ್ಳುವುದು	ಅವನು ಕಯಿಯಲ್ಲಿ ಒಂದು ಗಂಟು ಹಾಕಿದನು.
2606:今日	今日	今日	ఈ రోజు; నేడు	ఈ రోజు సమావేశం ఇప్పటికే రద్దైంది.	ಇಂದು	ಇಂದಿನ ಸಭೆ ಈಗಾಗಲೇ ರದ್ದಾಗಿದೆ.
