source_headword	MY	example_MY
reporter	သတင်းထောက်	သတင်းထောက်က မှတ်စု ယူတယ်။
request	တောင်းဆိုချက်	ကျွန်တော် တောင်းဆိုချက်တစ်ခု လုပ်ခဲ့တယ်။
research	သုတေသန; သုတေသနလုပ်သည်	ကျွန်တော်တို့ ဒေသခံ သမိုင်းကို သုတေသနလုပ်တယ်။
researcher	သုတေသီ	သုတေသီက ဒေတာကို စစ်ဆေးတယ်။
respond	တုံ့ပြန်သည်	ကျေးဇူးပြု၍ ဒီနေ့ တုံ့ပြန်ပါ။
response	တုံ့ပြန်ချက်	သူမရဲ့ တုံ့ပြန်ချက်က မြန်တယ်။
rest (remaining part)	ကျန်တဲ့အပိုင်း	ကျန်တဲ့အပိုင်းကို နောက်မှ စားပါ။
rest (sleep/relax)	အနားယူခြင်း	မင်း အနားယူဖို့ လိုတယ်။
review	ပြန်လည်သုံးသပ်ခြင်း; သုံးသပ်သည်	ဒီည မင်းရဲ့ မှတ်စုတွေကို သုံးသပ်ပါ။
ring1	လက်စွပ်	သူမ ရွှေလက်စွပ် ဝတ်ထားတယ်။
ring2	ဖုန်းခေါ်သည်; အသံမြည်သည်	နေ့လယ်စာပြီး ကျွန်တော့်ကို ဖုန်းခေါ်ပါ။
rise	တက်သည်; မြင့်တက်သည်	စျေးတွေ နှစ်တိုင်း တက်တယ်။
rock (stone)	ကျောက်	ကျောက်က လေးတယ်။
