hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
1211:父女	父女	父女	తండ్రి మరియు కుమార్తె	ఈ తండ్రి కుమార్తె కలిసి ప్రయాణిస్తున్నారు.	ತಂದೆ ಮತ್ತು ಮಗಳು	ಈ ತಂದೆ ಮತ್ತು ಮಗಳು ಒಟ್ಟಿಗೆ ಪ್ರಯಾಣಿಸುತ್ತಿದ್ದಾರೆ.
1216:负责人	负责人	负责人	బాధ్యతగల వ్యక్తి	బాధ్యతగల వ్యక్తి అందరికీ నోటీసు పంపుతాడు.	ಜವಾಬ್ದಾರಿ ವ್ಯಕ್ತಿ	ಜವಾಬ್ದಾರಿ ವ್ಯಕ್ತಿ ಎಲ್ಲರಿಗೂ ಸೂಚನೆ ಕಳುಹಿಸುತ್ತಾರೆ.
1217:父子	父子	父子	తండ్రి మరియు కుమారుడు	ఈ తండ్రి కుమారుడు తరచుగా పార్కులో పరుగెత్తుతారు.	ತಂದೆ ಮತ್ತು ಮಗ	ಈ ತಂದೆ ಮತ್ತು ಮಗ ಆಗಾಗ ಉದ್ಯಾನದಲ್ಲಿ ಓಡುತ್ತಾರೆ.
1218:改	改	改	మార్చడం; సరిదిద్దడం	దయచేసి తప్పును సరిదిద్దండి.	ಬದಲಿಸುವುದು; ಸರಿಪಡಿಸುವುದು	ದಯವಿಟ್ಟು ತಪ್ಪನ್ನು ಸರಿಪಡಿಸಿ.
1224:感	感	感	భావం; అనుభూతి	ఈ గది బలమైన భద్రతా భావాన్ని ఇస్తుంది.	ಭಾವನೆ; ಅನುಭವ	ಈ ಕೊಠಡಿ ಬಲವಾದ ಸುರಕ್ಷತಾ ಭಾವನೆಯನ್ನು ಕೊಡುತ್ತದೆ.
1230:感人	感人	感人	హృదయాన్ని తాకే	ఈ కథ చాలా హృదయాన్ని తాకేలా ఉంది.	ಮನಮುಟ್ಟುವ	ಈ ಕಥೆ ತುಂಬ ಮನಮುಟ್ಟುವಂತಿದೆ.
1231:赶上	赶上	赶上	అందుకోవడం; చేరుకోవడం	అతను చివరకు చివరి బస్సును అందుకున్నాడు.	ಹಿಡಿಯುವುದು; ತಲುಪುವುದು	ಅವನು ಕೊನೆಗೆ ಕೊನೆಯ ಬಸ್ಸನ್ನು ಹಿಡಿದನು.
1235:钢琴	钢琴	钢琴	పియానో	ఆమె ప్రతి రోజు పియానో సాధన చేస్తుంది.	ಪಿಯಾನೋ	ಅವಳು ಪ್ರತಿದಿನ ಪಿಯಾನೋ ಅಭ್ಯಾಸ ಮಾಡುತ್ತಾಳೆ.
1236:高价	高价	高价	అధిక ధర	అతను అధిక ధర టికెట్ కొనాలనుకోవడం లేదు.	ಹೆಚ್ಚು ಬೆಲೆ	ಅವನು ಹೆಚ್ಚು ಬೆಲೆಯ ಟಿಕೆಟ್ ಖರೀದಿಸಲು ಬಯಸುವುದಿಲ್ಲ.
1237:高考	高考	高考	చైనా కళాశాల ప్రవేశ పరీక్ష	చాలా మంది విద్యార్థులు గావ్కావ్ కోసం సిద్ధమవుతున్నారు.	ಚೀನಾದ ಕಾಲೇಜು ಪ್ರವೇಶ ಪರೀಕ್ಷೆ	ಅನೇಕ ವಿದ್ಯಾರ್ಥಿಗಳು ಗಾವ್ಕಾವ್‌ಗೆ ಸಿದ್ಧವಾಗುತ್ತಿದ್ದಾರೆ.
1238:高速	高速	高速	అధిక వేగం	ఈ ఎక్స్‌ప్రెస్‌వే చాలా వెడల్పుగా ఉంది.	ಅತಿ ವೇಗ	ಈ ಎಕ್ಸ್‌ಪ್ರೆಸ್ ರಸ್ತೆ ಬಹಳ ಅಗಲವಾಗಿದೆ.
1239:高温	高温	高温	అధిక ఉష్ణోగ్రత	అధిక ఉష్ణోగ్రత వాతావరణం పొడవుగా పరుగెత్తడానికి సరిపోదు.	ಹೆಚ್ಚು ತಾಪಮಾನ	ಹೆಚ್ಚು ತಾಪಮಾನದ ಹವಾಮಾನ ದೂರ ಓಟಕ್ಕೆ ಸೂಕ್ತವಲ್ಲ.
1240:高于	高于	高于	కంటే ఎక్కువగా ఉండడం	ఈ సంవత్సరపు ధర గత సంవత్సరంవాటికంటే ఎక్కువగా ఉంది.	ಕಿಂತ ಹೆಚ್ಚಾಗಿರುವುದು	ಈ ವರ್ಷದ ಬೆಲೆ ಕಳೆದ ವರ್ಷದಿಗಿಂತ ಹೆಚ್ಚಾಗಿದೆ.
1242:歌声	歌声	歌声	పాట స్వరం	దూరం నుంచి అందమైన పాట స్వరం వినిపించింది.	ಹಾಡಿನ ಧ್ವನಿ	ದೂರದಿಂದ ಸುಂದರವಾದ ಹಾಡಿನ ಧ್ವನಿ ಕೇಳಿಬಂತು.
1243:歌手	歌手	歌手	గాయకుడు	ఈ గాయకుడు చాలా ప్రజాదరణ పొందాడు.	ಗಾಯಕ	ಈ ಗಾಯಕ ಬಹಳ ಜನಪ್ರಿಯ.
1245:各地	各地	各地	వివిధ ప్రాంతాలు	వివిధ ప్రాంతాల పర్యాటకులు ఇక్కడికి వస్తున్నారు.	ವಿವಿಧ ಸ್ಥಳಗಳು	ವಿವಿಧ ಸ್ಥಳಗಳ ಪ್ರವಾಸಿಗರು ಇಲ್ಲಿಗೆ ಬರುತ್ತಿದ್ದಾರೆ.
1246:各个	各个	各个	ప్రతి; ఒక్కొక్కటి	ప్రతి తరగతి కార్యక్రమంలో పాల్గొంది.	ಪ್ರತಿ; ಒಂದೊಂದು	ಪ್ರತಿ ತರಗತಿಯೂ ಚಟುವಟಿಕೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿತು.
1247:各位	各位	各位	అందరూ; మీరు అందరూ	గురువులారా, దయచేసి ముందుగా కొంచెం విశ్రాంతి తీసుకోండి.	ಎಲ್ಲರೂ; ನೀವೆಲ್ಲರೂ	ಶಿಕ್ಷಕರೇ, ದಯವಿಟ್ಟು ಮೊದಲು ಸ್ವಲ್ಪ ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೊಳ್ಳಿ.
1248:各种	各种	各种	వివిధ రకాల	సూపర్‌మార్కెట్‌లో వివిధ రకాల పండ్లు ఉన్నాయి.	ಬಗೆಬಗೆಯ	ಸೂಪರ್‌ಮಾರ್ಕೆಟ್‌ನಲ್ಲಿ ಬಗೆಬಗೆಯ ಹಣ್ಣುಗಳಿವೆ.
1249:更加	更加	更加	ఇంకా ఎక్కువగా	చదివిన తరువాత అతను ఇంకా ఎక్కువ ఆత్మవిశ్వాసంతో అయ్యాడు.	ಇನ್ನಷ್ಟು	ಅಧ್ಯಯನದ ನಂತರ ಅವನು ಇನ್ನಷ್ಟು ಆತ್ಮವಿಶ್ವಾಸಿಯಾಗಿದನು.
1252:公共	公共	公共	ప్రజా; పబ్లిక్	బస్ స్టాప్ ముందుంది.	ಸಾರ್ವಜನಿಕ	ಬಸ್ ನಿಲ್ದಾಣ ಮುಂದೆ ಇದೆ.
1253:功课	功课	功课	పాఠశాల పని; పాఠాలు	అతను సాయంత్రం ఇంట్లో పాఠశాల పని చేస్తాడు.	ಪಾಠದ ಕೆಲಸ; ಪಾಠಗಳು	ಅವನು ಸಂಜೆ ಮನೆಯಲ್ಲಿ ಪಾಠದ ಕೆಲಸ ಮಾಡುತ್ತಾನೆ.
1255:公路	公路	公路	రహదారి; హైవే	ఈ రహదారి చాలా పొడవుగా ఉంది.	ರಸ್ತೆ; ಹೆದ್ದಾರಿ	ಈ ರಸ್ತೆ ಬಹಳ ಉದ್ದವಾಗಿದೆ.
1258:共	共	共	మొత్తం	మేము మొత్తం మూడు టికెట్లు కొన్నాము.	ಒಟ್ಟು	ನಾವು ಒಟ್ಟು ಮೂರು ಟಿಕೆಟ್‌ಗಳನ್ನು ಖರೀದಿಸಿದೆವು.
1261:购买	购买	购买	కొనడం; కొనుగోలు చేయడం	దయచేసి టికెట్లను ఆన్‌లైన్‌లో కొనండి.	ಖರೀದಿಸುವುದು	ದಯವಿಟ್ಟು ಟಿಕೆಟ್‌ಗಳನ್ನು ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಖರೀದಿಸಿ.
1270:观看	观看	观看	చూడడం	విద్యార్థులు పోటీని చూస్తున్నారు.	ವೀಕ್ಷಿಸುವುದು	ವಿದ್ಯಾರ್ಥಿಗಳು ಪಂದ್ಯವನ್ನು ವೀಕ್ಷಿಸುತ್ತಿದ್ದಾರೆ.
1272:管	管	管	నిర్వహించడం; బాధ్యత వహించడం	ఈ విషయానికి అతనే బాధ్యత వహిస్తాడు.	ನಿರ್ವಹಿಸುವುದು; ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು	ಈ ವಿಷಯವನ್ನು ಅವನೇ ನೋಡಿಕೊಳ್ಳುತ್ತಾನೆ.
1286:寒冷	寒冷	寒冷	చల్లగా; చలి	చల్లటి శీతాకాలం త్వరలో వస్తోంది.	ಚಳಿ; ತಂಪು	ಚಳಿಯಾದ ಚಳಿಗಾಲ ಬೇಗ ಬರುತ್ತಿದೆ.
1291:好好	好好	好好	బాగా; జాగ్రత్తగా	మీరు బాగా విశ్రాంతి తీసుకోవాలి.	ಚೆನ್ನಾಗಿ; ಜಾಗ್ರತೆಯಿಂದ	ನೀವು ಚೆನ್ನಾಗಿ ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೊಳ್ಳಬೇಕು.
1292:好笑	好笑	好笑	నవ్వించే	ఈ కథ నిజంగా నవ్విస్తుంది.	ನಗಿಸುವ	ಈ ಕಥೆ ನಿಜವಾಗಿಯೂ ನಗಿಸುವಂತಿದೆ.
1295:红包	红包	红包	ఎర్ర కవర్; బహుమతి నగదు కవర్	వసంతోత్సవ సమయంలో పిల్లలకు ఎర్ర కవర్లు వస్తాయి.	ಕೆಂಪು ಲಕೋಟೆ	ವಸಂತ ಹಬ್ಬದ ಸಮಯದಲ್ಲಿ ಮಕ್ಕಳಿಗೆ ಕೆಂಪು ಲಕೋಟೆಗಳು ಸಿಗುತ್ತವೆ.
1302:话剧	话剧	话剧	రంగస్థల నాటకం	ఈ రాత్రి మేము రంగస్థల నాటకం చూడడానికి వెళ్తున్నాము.	ರಂಗನಾಟಕ	ಇಂದು ರಾತ್ರಿ ನಾವು ರಂಗನಾಟಕ ನೋಡಲು ಹೋಗುತ್ತಿದ್ದೇವೆ.
1304:坏处	坏处	坏处	లోపం; హాని	ఈ అలవాటుకు చాలా లోపాలు ఉన్నాయి.	ಕೆಡುಕು; ಹಾನಿ	ಈ ಅಭ್ಯಾಸಕ್ಕೆ ಅನೇಕ ಕೆಡುಕುಗಳಿವೆ.
1305:环保	环保	环保	పర్యావరణ పరిరక్షణ	పర్యావరణ పరిరక్షణ సమస్యలు మరింత ముఖ్యమవుతున్నాయి.	ಪರಿಸರ ಸಂರಕ್ಷಣೆ	ಪರಿಸರ ಸಂರಕ್ಷಣೆಯ ಪ್ರಶ್ನೆಗಳು ಇನ್ನಷ್ಟು ಮುಖ್ಯವಾಗುತ್ತಿವೆ.
1306:换乘	换乘	换乘	మార్చి ఎక్కడం; ట్రాన్స్‌ఫర్	తదుపరి స్టేషన్‌కి చేరడానికి మెట్రో మార్చాలి.	ಬದಲಿಸಿ ಏರುವುದು; ವರ್ಗಾವಣೆ	ಮುಂದಿನ ನಿಲ್ದಾಣಕ್ಕೆ ತಲುಪಲು ಮೆಟ್ರೋ ಬದಲಿಸಬೇಕು.
1307:回复	回复	回复	ప్రత్యుత్తరం ఇవ్వడం	దయచేసి నా ఇమెయిల్‌కు త్వరగా ప్రత్యుత్తరం ఇవ్వండి.	ಉತ್ತರಿಸುವುದು	ದಯವಿಟ್ಟು ನನ್ನ ಇಮೇಲ್‌ಗೆ ಬೇಗ ಉತ್ತರಿಸಿ.
1308:回信	回信	回信	తిరిగి రాయడం; ప్రత్యుత్తర లేఖ	అతను ఇంకా తిరిగి రాయలేదు.	ಮರಳಿ ಪತ್ರ ಬರೆಯುವುದು; ಉತ್ತರ ಪತ್ರ	ಅವನು ಇನ್ನೂ ಮರಳಿ ಪತ್ರ ಬರೆದಿಲ್ಲ.
1310:会员	会员	会员	సభ్యుడు	సభ్యులు తక్కువ ధర టికెట్లు కొనవచ్చు.	ಸದಸ್ಯ	ಸದಸ್ಯರು ಕಡಿಮೆ ಬೆಲೆಯ ಟಿಕೆಟ್‌ಗಳನ್ನು ಖರೀದಿಸಬಹುದು.
1311:活	活	活	బతికివుండడం; జీవించడం	ఈ చెట్టు ఇంకా బతికే ఉంది.	ಬಾಳಿರುವ; ಬದುಕುವುದು	ಈ ಮರ ಇನ್ನೂ ಬದುಕಿದೆ.
1315:货	货	货	సరుకు	ఈ సరుకు బ్యాచ్ ఈ రోజు వచ్చింది.	ಸರಕು	ಈ ಸರಕುಗಳ ಗುಂಪು ಇಂದು ಬಂದಿದೆ.
1317:获奖	获奖	获奖	బహుమతి గెలుచుకోవడం	అతను పోటీలో బహుమతి గెలుచుకున్నాడు.	ಪ್ರಶಸ್ತಿ ಗೆಲ್ಲುವುದು	ಅವನು ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಪ್ರಶಸ್ತಿ ಗೆದ್ದನು.
1318:获取	获取	获取	పొందడం	విద్యార్థులు దాని నుంచి సమాచారం పొందవచ్చు.	ಪಡೆಯುವುದು	ವಿದ್ಯಾರ್ಥಿಗಳು ಅದರಿಂದ ಮಾಹಿತಿಯನ್ನು ಪಡೆಯಬಹುದು.
1320:基本上	基本上	基本上	ప్రధానంగా; దాదాపు	ఈ సమస్య దాదాపు పరిష్కారమైంది.	ಮೂಲತಃ; ಬಹುತೇಕ	ಈ ಸಮಸ್ಯೆ ಬಹುತೇಕ ಪರಿಹಾರವಾಗಿದೆ.
1327:既	既	既	రెండూ; అయినందున	అతనికి చైనీస్ కూడా, ఇంగ్లీష్ కూడా మాట్లాడగలడు.	ಎರಡೂ; ಆಗಿರುವುದರಿಂದ	ಅವನಿಗೆ ಚೀನೀ ಭಾಷೆಯೂ ಇಂಗ್ಲಿಷ್ ಭಾಷೆಯೂ ಬರುತ್ತದೆ.
1336:加快	加快	加快	వేగం పెంచడం	దయచేసి పనివేగాన్ని పెంచండి.	ವೇಗ ಹೆಚ್ಚಿಸುವುದು	ದಯವಿಟ್ಟು ಕೆಲಸದ ವೇಗವನ್ನು ಹೆಚ್ಚಿಸಿ.
1337:加强	加强	加强	బలోపేతం చేయడం	పాఠశాల భద్రతా నిర్వహణను బలోపేతం చేయాలి.	ಬಲಪಡಿಸುವುದು	ಶಾಲೆ ಸುರಕ್ಷತಾ ನಿರ್ವಹಣೆಯನ್ನು ಬಲಪಡಿಸಬೇಕು.
1338:加入	加入	加入	చేరడం	అతను బాస్కెట్‌బాల్ జట్టులో చేరాలనుకుంటున్నాడు.	ಸೇರುವುದು	ಅವನು ಬ್ಯಾಸ್ಕೆಟ್‌ಬಾಲ್ ತಂಡಕ್ಕೆ ಸೇರಲು ಬಯಸುತ್ತಾನೆ.
1339:加上	加上	加上	కలిపి; జోడించి	సేవా రుసుము కలిపితే మొత్తం రెండువందల యువాన్.	ಸೇರಿಸಿ; ಜೊತೆಗೆ	ಸೇವಾ ಶುಲ್ಕ ಸೇರಿಸಿದರೆ ಒಟ್ಟು ಎರಡು ನೂರು ಯುವಾನ್.
1342:加油	加油	加油	ఉత్సాహపరచడం; ఇంధనం పోయడం	విద్యార్థులు కలిసి జట్టు సభ్యులను ఉత్సాహపరిచారు.	ಹುರಿದುಂಬಿಸುವುದು; ಇಂಧನ ಹಾಕುವುದು	ವಿದ್ಯಾರ್ಥಿಗಳು ಒಟ್ಟಿಗೆ ತಂಡದ ಸದಸ್ಯರನ್ನು ಹುರಿದುಂಬಿಸಿದರು.
1344:家长	家长	家长	తల్లిదండ్రి; సంరక్షకుడు	పాఠశాల రేపు తల్లిదండ్రుల సమావేశం నిర్వహిస్తుంది.	ಪೋಷಕ; ಪಾಲಕ	ಶಾಲೆ ನಾಳೆ ಪೋಷಕರ ಸಭೆ ನಡೆಸಲಿದೆ.
1347:价钱	价钱	价钱	ధర	ఈ దుస్తి ధర ఎక్కువగా లేదు.	ಬೆಲೆ	ಈ ಬಟ್ಟೆಯ ಬೆಲೆ ಹೆಚ್ಚು ಇಲ್ಲ.
1348:假日	假日	假日	సెలవు రోజు	సెలవుల్లో షాపింగ్ మాల్‌లో చాలా మంది ఉంటారు.	ರಜಾದಿನ	ರಜಾದಿನಗಳಲ್ಲಿ ಮಾಲ್‌ನಲ್ಲಿ ಜನ ತುಂಬಿರುತ್ತಾರೆ.
1349:减	减	减	తగ్గించడం; తీసివేయడం	దయచేసి చక్కెరను సగం తగ్గించండి.	ಕಡಿಮೆ ಮಾಡುವುದು; ಕಳೆಯುವುದು	ದಯವಿಟ್ಟು ಸಕ್ಕರೆಯನ್ನು ಅರ್ಧಕ್ಕೆ ಕಡಿಮೆ ಮಾಡಿ.
1350:减轻	减轻	减轻	తగ్గించడం; తేలిక చేయడం	వ్యాయామం ఒత్తిడిని తగ్గించగలదు.	ಕಡಿಮೆ ಮಾಡುವುದು; ಹಗುರಗೊಳಿಸುವುದು	ವ್ಯಾಯಾಮ ಒತ್ತಡವನ್ನು ಕಡಿಮೆ ಮಾಡಬಹುದು.
1353:健身房	健身房	健身房	వ్యాయామశాల	అతను పని అయిపోయిన తరువాత వ్యాయామశాలకు వెళ్తాడు.	ವ್ಯಾಯಾಮಶಾಲೆ	ಅವನು ಕೆಲಸ ಮುಗಿದ ನಂತರ ವ್ಯಾಯಾಮಶಾಲೆಗೆ ಹೋಗುತ್ತಾನೆ.
1355:江	江	江	నది	ఈ నది నగర తూర్పు భాగం గుండా ప్రవహిస్తుంది.	ನದಿ	ಈ ನದಿ ನಗರದ ಪೂರ್ವ ಭಾಗದ ಮೂಲಕ ಹರಿಯುತ್ತದೆ.
1356:将	将	将	వెళ్తాడు; చేయబోతున్నాడు	అతను చదువుకోవడానికి బీజింగ్‌కు వెళ్తాడు.	ಮಾಡುವನು; ಆಗಲಿರುವುದು	ಅವನು ಓದಲು ಬೀಜಿಂಗ್‌ಗೆ ಹೋಗುವನು.
1358:将要	将要	将要	త్వరలో జరగబోతోంది	రైలు త్వరలో స్టేషన్‌లోకి ప్రవేశిస్తుంది.	ಇನ್ನೇನು ಆಗಲಿದೆ	ರೈಲು ಇನ್ನೇನು ನಿಲ್ದಾಣಕ್ಕೆ ಪ್ರವೇಶಿಸಲಿದೆ.
1359:奖	奖	奖	బహుమతి; అవార్డు	అతను ఒక పెద్ద బహుమతి పొందాడు.	ಪ್ರಶಸ್ತಿ; ಬಹುಮಾನ	ಅವನು ಒಂದು ದೊಡ್ಡ ಬಹುಮಾನ ಪಡೆದನು.
1361:奖学金	奖学金	奖学金	విద్యార్థి వేతనం	ఆమె విద్యార్థి వేతనం పొందింది.	ವೇತನಧನ; ವಿದ್ಯಾರ್ಥಿವೇತನ	ಅವಳು ವಿದ್ಯಾರ್ಥಿವೇತನ ಪಡೆದಳು.
1362:降	降	降	పడిపోవడం; తగ్గించడం	ఉష్ణోగ్రత ఒక్కసారిగా చాలా తగ్గింది.	ಕಡಿಮೆಯಾಗುವುದು; ಇಳಿಸುವುದು	ತಾಪಮಾನ ಏಕಾಏಕಿ ಬಹಳ ಕಡಿಮೆಯಾಯಿತು.
1364:降价	降价	降价	ధర తగ్గడం	ఈ మోడల్ మొబైల్ ఫోన్ ధర తగ్గడం ప్రారంభమైంది.	ಬೆಲೆ ಇಳಿಯುವುದು	ಈ ಮಾದರಿಯ ಮೊಬೈಲ್ ಫೋನ್ ಬೆಲೆ ಇಳಿಯಲು ಆರಂಭಿಸಿದೆ.
1366:降温	降温	降温	ఉష్ణోగ్రత తగ్గడం; చల్లబడడం	రేపు ఉష్ణోగ్రత తగ్గవచ్చు.	ತಾಪಮಾನ ಇಳಿಯುವುದು; ತಣ್ಣಗಾಗುವುದು	ನಾಳೆ ತಾಪಮಾನ ಇಳಿಯಬಹುದು.
1369:交警	交警	交警	ట్రాఫిక్ పోలీసు	ట్రాఫిక్ పోలీసు కూడలిలో ట్రాఫిక్‌ను నియంత్రిస్తున్నాడు.	ಸಂಚಾರ ಪೊಲೀಸ್	ಸಂಚಾರ ಪೊಲೀಸ್ ಸಂಧಿಯಲ್ಲಿ ಸಂಚಾರವನ್ನು ನಿಯಂತ್ರಿಸುತ್ತಿದ್ದಾರೆ.
1374:教师	教师	教师	గురువు	ఈ గురువుకు చాలా అనుభవం ఉంది.	ಶಿಕ್ಷಕ	ಈ ಶಿಕ್ಷಕರಿಗೆ ಬಹಳ ಅನುಭವ ಇದೆ.
1376:教学	教学	教学	బోధన	కొత్త బోధనా పద్ధతి చాలా ప్రభావవంతంగా ఉంది.	ಬೋಧನೆ	ಹೊಸ ಬೋಧನಾ ವಿಧಾನ ಬಹಳ ಪರಿಣಾಮಕಾರಿಯಾಗಿದೆ.
1378:叫作	叫作	叫作	అని పిలవబడడం	ఈ ప్రదేశాన్ని తూర్పు సరస్సు అని పిలుస్తారు.	ಎಂದು ಕರೆಯಲ್ಪಡುವುದು	ಈ ಸ್ಥಳವನ್ನು ಪೂರ್ವ ಸರೋವರ ಎಂದು ಕರೆಯುತ್ತಾರೆ.
1383:节假日	节假日	节假日	పండుగలు మరియు సెలవులు	సెలవుల్లో ప్రయాణించేటప్పుడు ముందుగానే టికెట్లు బుక్ చేయాలి.	ಹಬ್ಬದ ರಜಾದಿನಗಳು	ರಜಾದಿನಗಳಲ್ಲಿ ಪ್ರಯಾಣಿಸುವಾಗ ಮುಂಚಿತವಾಗಿ ಟಿಕೆಟ್ ಕಾಯ್ದಿರಿಸಬೇಕು.
1387:今后	今后	今后	ఇక నుంచి	ఇక నుంచి నేను ఇంకా ఎక్కువగా కష్టపడతాను.	ಇನ್ನಿನಿಂದ	ಇನ್ನಿನಿಂದ ನಾನು ಇನ್ನಷ್ಟು ಶ್ರಮಿಸುತ್ತೇನೆ.
1388:仅	仅	仅	కేవలం	ఈ కార్యక్రమం కేవలం సభ్యులకు మాత్రమే తెరిచి ఉంది.	ಮಾತ್ರ	ಈ ಚಟುವಟಿಕೆ ಸದಸ್ಯರಿಗೆ ಮಾತ್ರ ಮುಕ್ತವಾಗಿದೆ.
1390:仅仅	仅仅	仅仅	కేవలం; మాత్రమే	అతను కేవలం పది నిమిషాలు మాత్రమే ఉపయోగించాడు.	ಮಾತ್ರ; ಕೇವಲ	ಅವನು ಕೇವಲ ಹತ್ತು ನಿಮಿಷ ಮಾತ್ರ ಬಳಸಿದ.
1392:进入	进入	进入	లోనికి ప్రవేశించడం	దయచేసి హాల్‌లోకి ప్రవేశించడానికి వరుసలో నిలబడండి.	ಪ್ರವೇಶಿಸುವುದು	ದಯವಿಟ್ಟು ಸಭಾಂಗಣಕ್ಕೆ ಪ್ರವೇಶಿಸಲು ಸಾಲಿನಲ್ಲಿ ನಿಲ್ಲಿ.
1401:景点	景点	景点	సుందర ప్రదేశం	ఈ సుందర ప్రదేశం చాలా ప్రజాదరణ పొందింది.	ಪ್ರೇಕ್ಷಣೀಯ ಸ್ಥಳ	ಈ ಪ್ರೇಕ್ಷಣೀಯ ಸ್ಥಳ ಬಹಳ ಜನಪ್ರಿಯವಾಗಿದೆ.
1402:景区	景区	景区	పర్యాటక ప్రాంతం	పర్యాటక ప్రాంతం ప్రవేశద్వారం వద్ద చాలా మంది పర్యాటకులు ఉన్నారు.	ಪ್ರೇಕ್ಷಣೀಯ ಪ್ರದೇಶ	ಪ್ರೇಕ್ಷಣೀಯ ಪ್ರದೇಶದ ಪ್ರವೇಶದ ಬಳಿ ಅನೇಕ ಪ್ರವಾಸಿಗರು ಇದ್ದಾರೆ.
1408:就是	就是	就是	అదే; ఖచ్చితంగా; అవుతుంది	ఇదే నా పాఠశాల.	ಅದೇ; ನಿಖರವಾಗಿ; ಆಗಿದೆ	ಇದೇ ನನ್ನ ಶಾಲೆ.
1411:举例	举例	举例	ఉదాహరణ ఇవ్వడం	గురువు అతనిని ఉదాహరణతో వివరించమని అడిగారు.	ಉದಾಹರಣೆ ಕೊಡುವುದು	ಶಿಕ್ಷಕರು ಅವನಿಗೆ ಉದಾಹರಣೆ ನೀಡಿ ವಿವರಿಸಲು ಹೇಳಿದರು.
1413:聚	聚	聚	కలుసుకోవడం; చేరడం	స్నేహితులు వారాంతంలో కలిసి చేరతారు.	ಸೇರುವುದು; ಕೂಡಿಕೊಳ್ಳುವುದು	ಸ್ನೇಹಿತರು ವಾರಾಂತ್ಯದಲ್ಲಿ ಒಟ್ಟಿಗೆ ಸೇರುತ್ತಾರೆ.
1414:聚餐	聚餐	聚餐	కలిసి భోజనం చేయడం	ఈ రాత్రి మేమంతా కలిసి భోజనం చేస్తున్నాము.	ಒಟ್ಟಿಗೆ ಊಟ ಮಾಡುವುದು	ಇಂದು ರಾತ್ರಿ ನಾವು ಒಟ್ಟಿಗೆ ಊಟ ಮಾಡುತ್ತಿದ್ದೇವೆ.
1418:剧院	剧院	剧院	రంగస్థల థియేటర్	థియేటర్ ప్రవేశద్వారం వద్ద చాలా మంది వరుసలో ఉన్నారు.	ರಂಗಮಂದಿರ	ರಂಗಮಂದಿರದ ಪ್ರವೇಶದ ಬಳಿ ಅನೇಕ ಜನರು ಸಾಲಿನಲ್ಲಿ ನಿಂತಿದ್ದಾರೆ.
1421:烤	烤	烤	కాల్చడం; బేక్ చేయడం	అతను బ్రెడ్ బేక్ చేస్తున్నాడు.	ಬೇಯಿಸುವುದು; ಹೊಯ್ಯುವುದು	ಅವನು ರೊಟ್ಟಿಯನ್ನು ಬೇಯಿಸುತ್ತಿದ್ದಾನೆ.
1423:考生	考生	考生	పరీక్ష అభ్యర్థి	పరీక్ష అభ్యర్థులు తప్పనిసరిగా గుర్తింపు కార్డు తీసుకురావాలి.	ಪರೀಕ್ಷಾರ್ಥಿ	ಪರೀಕ್ಷಾರ್ಥಿಗಳು ಗುರುತಿನ ಚೀಟಿ ಕಡ್ಡಾಯವಾಗಿ ತರಬೇಕು.
1425:科技	科技	科技	శాస్త్ర సాంకేతికం	సాంకేతికం జీవితాన్ని మరింత సౌకర్యవంతం చేస్తుంది.	ವಿಜ್ಞಾನ ಮತ್ತು ತಂತ್ರಜ್ಞಾನ	ತಂತ್ರಜ್ಞಾನ ಜೀವನವನ್ನು ಇನ್ನಷ್ಟು ಸುಲಭಗೊಳಿಸುತ್ತದೆ.
1427:咳	咳	咳	దగ్గడం	జలుబు వచ్చినప్పటి నుంచి అతను ఎప్పటికప్పుడు దగ్గుతున్నాడు.	ಕೆಮ್ಮುವುದು	ಜ್ವರವಾದ ನಂತರ ಅವನು ನಿರಂತರವಾಗಿ ಕೆಮ್ಮುತ್ತಿದ್ದಾನೆ.
1432:客气	客气	客气	మర్యాదగా	మీరు చాలా మర్యాదగా వ్యవహరిస్తున్నారు.	ವಿನಯಶೀಲ	ನೀವು ತುಂಬ ವಿನಯಶೀಲರಾಗಿದ್ದೀರಿ.
1433:课堂	课堂	课堂	తరగతి గది; తరగతి	తరగతిలో అందరూ చాలా శ్రద్ధగా ఉన్నారు.	ತರಗತಿ ಕೊಠಡಿ; ತರಗತಿ	ತರಗತಿಯಲ್ಲಿ ಎಲ್ಲರೂ ತುಂಬ ಗಮನದಿಂದ ಇದ್ದಾರೆ.
1440:口语	口语	口语	మాట్లాడే భాష	అతని చైనీస్ మాట్లాడే నైపుణ్యం త్వరగా మెరుగవుతోంది.	ಮಾತನಾಡುವ ಭಾಷೆ	ಅವನ ಮಾತನಾಡುವ ಚೀನೀ ಭಾಷೆ ಬೇಗ ಸುಧಾರಿಸುತ್ತಿದೆ.
