hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
1243:歌手	歌手	歌手	şarkıcı	Bu şarkıcı çok seviliyor.	mwimbaji	Mwimbaji huyu anapendwa sana.	müğənni	Bu müğənni çox sevilir.	xonanda	Bu xonanda juda mashhur.
1245:各地	各地	各地	çeşitli yerler	Çeşitli yerlerden turistler buraya geliyor.	maeneo mbalimbali	Watalii kutoka maeneo mbalimbali wanakuja hapa.	müxtəlif yerlər	Müxtəlif yerlərdən turistlər buraya gəlir.	turli joylar	Turli joylardan sayyohlar bu yerga kelmoqda.
1246:各个	各个	各个	her biri; her	Her sınıf etkinliğe katıldı.	kila	Kila darasa lilishiriki shughuli hiyo.	hər biri; hər	Hər sinif tədbirdə iştirak etdi.	har bir	Har bir sinf tadbirda qatnashdi.
1247:各位	各位	各位	herkes; sayın herkes	Sayın öğretmenler, lütfen önce biraz dinlenin.	nyote; waheshimiwa	Walimu nyote, tafadhali pumzikeni kwanza.	hörmətli hamınız; hər kəs	Hörmətli müəllimlər, əvvəlcə bir az istirahət edin.	hurmatli barchangiz	Hurmatli o'qituvchilar, avval biroz dam oling.
1248:各种	各种	各种	çeşit çeşit	Süpermarkette çeşit çeşit meyve var.	aina mbalimbali	Dukani kuna aina mbalimbali za matunda.	müxtəlif növ	Supermarketdə müxtəlif növ meyvələr var.	turli xil	Supermarketda turli xil mevalar bor.
1249:更加	更加	更加	daha da	Çalıştıktan sonra daha da özgüvenli oldu.	zaidi	Baada ya kusoma, amekuwa na kujiamini zaidi.	daha da	Oxuduqdan sonra o daha da özünə güvənli oldu.	yanada	O'qigandan keyin u yanada o'ziga ishondi.
1252:公共	公共	公共	kamuya açık; toplu	Otobüs durağı ileride.	ya umma	Kituo cha basi kiko mbele.	ictimai	Avtobus dayanacağı irəlidədir.	jamoatga oid	Avtobus bekati oldinda.
1253:功课	功课	功课	ödev; ders	O akşam evde ödev yapıyor.	kazi ya shule; masomo	Usiku anafanya kazi ya shule nyumbani.	ev tapşırığı; dərs	O axşam evdə tapşırıq edir.	uy vazifasi; dars	U kechqurun uyda uy vazifasini qiladi.
1255:公路	公路	公路	karayolu; otoyol	Bu karayolu çok uzun.	barabara kuu	Barabara hii ni ndefu sana.	avtomobil yolu; şose	Bu avtomobil yolu çox uzundur.	avtomobil yo'li	Bu avtomobil yo'li juda uzun.
1258:共	共	共	toplam; hep birlikte	Toplam üç bilet aldık.	jumla; kwa pamoja	Tumenunua tiketi tatu kwa jumla.	cəmi; birlikdə	Biz cəmi üç bilet aldıq.	jami; hammasi bo'lib	Biz jami uchta chipta sotib oldik.
1261:购买	购买	购买	satın almak	Lütfen biletleri internetten satın alın.	kununua	Tafadhali nunua tiketi mtandaoni.	satın almaq	Zəhmət olmasa biletləri internetdən alın.	sotib olmoq	Iltimos, chiptalarni internetdan sotib oling.
1270:观看	观看	观看	izlemek	Öğrenciler maçı izliyor.	kutazama	Wanafunzi wanatazama mashindano.	baxmaq; izləmək	Şagirdlər yarışı izləyirlər.	tomosha qilmoq	Talabalar musobaqani tomosha qilyapti.
1272:管	管	管	yönetmek; sorumlu olmak	Bu işi o yönetecek.	kusimamia; kushughulikia	Yeye atasimamia jambo hili.	idarə etmək; məsul olmaq	Bu işə o cavabdeh olacaq.	boshqarmoq; javobgar bo'lmoq	Bu ishga u javobgar bo'ladi.
1286:寒冷	寒冷	寒冷	soğuk; dondurucu	Soğuk kış yakında geliyor.	baridi kali	Majira ya baridi kali yanakaribia.	soyuq; şaxtalı	Soyuq qış tezliklə gəlir.	sovuq; izg'irin	Sovuq qish yaqinlashyapti.
1291:好好	好好	好好	iyice; güzelce	İyice dinlenmelisin.	vizuri; kwa makini	Unapaswa kupumzika vizuri.	yaxşıca; diqqətlə	Sən yaxşıca istirahət etməlisən.	yaxshilab	Sen yaxshilab dam olishing kerak.
1292:好笑	好笑	好笑	komik	Bu hikaye gerçekten komik.	kuchekesha	Hadithi hii inachekesha kweli.	gülməli	Bu hekayə həqiqətən gülməlidir.	kulgili	Bu hikoya juda kulgili.
1295:红包	红包	红包	kırmızı zarf	Bahar Bayramı'nda çocuklar kırmızı zarf alır.	bahasha nyekundu	Wakati wa Sikukuu ya Majira ya Kuchipua, watoto hupokea bahasha nyekundu.	qırmızı zərf	Yaz bayramında uşaqlar qırmızı zərf alırlar.	qizil konvert	Bahor bayramida bolalar qizil konvert oladi.
1302:话剧	话剧	话剧	sahne oyunu; tiyatro oyunu	Bu akşam tiyatro oyunu izlemeye gidiyoruz.	tamthilia ya jukwaani	Leo usiku tunaenda kutazama tamthilia ya jukwaani.	teatr tamaşası	Bu axşam teatr tamaşasına baxmağa gedirik.	sahna asari; pyesa	Bugun kechqurun sahna asarini ko'rgani boramiz.
1304:坏处	坏处	坏处	zarar; kötü yan	Bu alışkanlığın birçok zararı var.	madhara; hasara	Tabia hii ina madhara mengi.	zərər; mənfi tərəf	Bu vərdişin çox zərəri var.	zarar; salbiy tomoni	Bu odatning ko'p zarari bor.
1305:环保	环保	环保	çevre koruma	Çevre koruma sorunu giderek daha önemli oluyor.	ulinzi wa mazingira	Suala la ulinzi wa mazingira linazidi kuwa muhimu.	ətraf mühitin qorunması	Ətraf mühitin qorunması məsələsi getdikcə daha vacib olur.	atrof-muhitni muhofaza qilish	Atrof-muhitni muhofaza qilish masalasi tobora muhim bo'lib bormoqda.
1306:换乘	换乘	换乘	aktarma yapmak	Bir sonraki durakta metroya aktarma yapmak gerekiyor.	kubadili usafiri	Kituo kinachofuata tunahitaji kubadili kwenda kwenye metro.	minik dəyişmək	Növbəti stansiyada metroya keçmək lazımdır.	almashib o'tirmoq	Keyingi bekatda metroga almashib o'tish kerak.
1307:回复	回复	回复	cevap vermek	Lütfen e-postama en kısa zamanda cevap ver.	kujibu	Tafadhali jibu barua pepe yangu haraka iwezekanavyo.	cavab vermək	Zəhmət olmasa məktubuma tezliklə cavab ver.	javob bermoq	Iltimos, elektron xatimga imkon qadar tez javob bering.
1308:回信	回信	回信	cevap mektubu yazmak; cevap mektubu	O hâlâ cevap yazmadı.	kujibu barua; barua ya jibu	Bado hajajibu barua.	cavab məktubu yazmaq; cavab məktubu	O hələ cavab məktubu yazmayıb.	javob xati yozmoq; javob xati	U hali javob xati yozmadi.
1310:会员	会员	会员	üye	Üyeler düşük fiyatlı bilet alabilir.	mwanachama	Wanachama wanaweza kununua tiketi za bei ya chini.	üzv	Üzvlər aşağı qiymətli bilet ala bilərlər.	a'zo	A'zolar arzon chipta sotib olishi mumkin.
1311:活	活	活	canlı; yaşamak	Bu ağaç hâlâ canlı.	hai; kuishi	Mti huu bado uko hai.	diri; yaşamaq	Bu ağac hələ diridir.	tirik; yashamoq	Bu daraxt hali tirik.
1315:货	货	货	mal; ürün	Bu parti mal bugün geldi.	bidhaa	Mzigo huu wa bidhaa umefika leo.	mal; məhsul	Bu partiya mal bu gün çatdı.	tovar	Bu partiya tovar bugun yetib keldi.
1317:获奖	获奖	获奖	ödül kazanmak	O yarışmada ödül kazandı.	kushinda tuzo	Alishinda tuzo katika mashindano.	mükafat qazanmaq	O yarışda mükafat qazandı.	mukofot olmoq	U musobaqada mukofot oldi.
1318:获取	获取	获取	elde etmek	Öğrenciler buradan bilgi edinebilir.	kupata	Wanafunzi wanaweza kupata taarifa kutokana na hili.	əldə etmək	Tələbələr buradan məlumat əldə edə bilərlər.	olmoq; qo'lga kiritmoq	Talabalar bundan ma'lumot olishi mumkin.
1320:基本上	基本上	基本上	temelde; büyük ölçüde	Bu sorun temelde çözüldü.	kimsingi	Tatizo hili kimsingi limetatuliwa.	əsasən	Bu problem əsasən həll olunub.	asosan	Bu muammo asosan hal qilindi.
1327:既	既	既	hem; zaten	O hem Çince hem İngilizce biliyor.	pamoja na; pia	Anajua Kichina pamoja na Kiingereza.	həm; artıq	O həm Çin dilini, həm də ingilis dilini bilir.	ham; allaqachon	U ham xitoy tilini, ham ingliz tilini biladi.
1336:加快	加快	加快	hızlandırmak	Lütfen çalışma hızını artırın.	kuongeza kasi	Tafadhali ongeza kasi ya kazi.	sürətləndirmək	Zəhmət olmasa iş sürətini artırın.	tezlashtirmoq	Iltimos, ish tezligini oshiring.
1337:加强	加强	加强	güçlendirmek	Okul güvenlik yönetimini güçlendirecek.	kuimarisha	Shule inapaswa kuimarisha usimamizi wa usalama.	gücləndirmək	Məktəb təhlükəsizlik idarəçiliyini gücləndirməlidir.	kuchaytirmoq	Maktab xavfsizlik boshqaruvini kuchaytirishi kerak.
1338:加入	加入	加入	katılmak	O basketbol takımına katılmak istiyor.	kujiunga	Anataka kujiunga na timu ya mpira wa kikapu.	qoşulmaq	O basketbol komandasına qoşulmaq istəyir.	qo'shilmoq	U basketbol jamoasiga qo'shilmoqchi.
1339:加上	加上	加上	eklemek; üstüne koymak	Hizmet ücretini de ekleyince toplam iki yüz yuan.	kuongeza; pamoja na	Ukiongeza ada ya huduma, jumla ni yuan mia mbili.	əlavə etmək; üstünə gəlmək	Xidmət haqqını da əlavə etsək, cəmi iki yüz yuan edir.	qo'shmoq; ustiga qo'shmoq	Xizmat haqini qo'shsak, jami ikki yuz yuan bo'ladi.
1342:加油	加油	加油	tezahürat yapmak; yakıt eklemek	Sınıf arkadaşları takım üyeleri için birlikte tezahürat yaptı.	kutia moyo; kuongeza mafuta	Wanafunzi walitia moyo wanatimu pamoja.	ruhlandırmaq; yanacaq əlavə etmək	Sinif yoldaşları komanda üzvlərinə birlikdə dəstək verdilər.	ruhlantirmoq; yonilg'i qo'shmoq	Sinfdoshlar jamoa a'zolarini birga ruhlantirdi.
1344:家长	家长	家长	veli; ebeveyn	Yarın okul veli toplantısı yapacak.	mzazi; mlezi	Kesho shule itafanya mkutano wa wazazi.	valideyn; qəyyum	Sabah məktəbdə valideyn iclası keçiriləcək.	ota-ona; vasiy	Ertaga maktabda ota-onalar yig'ilishi bo'ladi.
1347:价钱	价钱	价钱	fiyat	Bu kıyafetin fiyatı yüksek değil.	bei	Bei ya nguo hii si kubwa.	qiymət	Bu paltarın qiyməti yüksək deyil.	narx	Bu kiyimning narxi baland emas.
1348:假日	假日	假日	tatil günü	Tatil günlerinde alışveriş merkezinde çok insan olur.	siku ya mapumziko	Wakati wa siku za mapumziko, madukani kuna watu wengi.	tətil günü	Tətil günlərində ticarət mərkəzində çox adam olur.	dam olish kuni	Dam olish kunlarida savdo markazida odam ko'p bo'ladi.
1349:减	减	减	azaltmak; çıkarmak	Lütfen şekeri yarıya indir.	kupunguza; kutoa	Tafadhali punguza sukari kwa nusu.	azaltmaq; çıxmaq	Zəhmət olmasa şəkəri yarıya endir.	kamaytirmoq; ayirmoq	Iltimos, shakarni yarmiga kamaytiring.
1350:减轻	减轻	减轻	azaltmak; hafifletmek	Spor stresi azaltabilir.	kupunguza; kupunguza uzito wa jambo	Mazoezi yanaweza kupunguza shinikizo.	azaltmaq; yüngülləşdirmək	İdman təzyiqi azalda bilər.	yengillashtirmoq; kamaytirmoq	Sport bosimni kamaytirishi mumkin.
1353:健身房	健身房	健身房	spor salonu	O işten sonra spor salonuna gider.	ukumbi wa mazoezi	Huenda ukumbi wa mazoezi baada ya kazi.	idman zalı	O işdən sonra idman zalına gedir.	sport zali	U ishdan keyin sport zaliga boradi.
1355:江	江	江	nehir	Bu nehir şehrin doğusundan geçiyor.	mto	Mto huu unapita sehemu ya mashariki ya mji.	çay	Bu çay şəhərin şərq hissəsindən keçir.	daryo	Bu daryo shaharning sharqiy qismidan oqib o'tadi.
1356:将	将	将	-ecek; üzere	O Pekin'e okumaya gidecek.	ita; karibu	Atakwenda Beijing kusoma.	olacaq; gedəcək	O, Pekinə oxumağa gedəcək.	kelasi; bo'lmoqchi	U Pekinga o'qishga boradi.
1358:将要	将要	将要	yakında; üzere	Tren istasyona girmek üzere.	karibu; itakuwa	Treni iko karibu kuingia kituoni.	tezliklə	Qatar tezliklə stansiyaya daxil olacaq.	tez orada	Poyezd tez orada bekatga kiradi.
1359:奖	奖	奖	ödül	O büyük bir ödül aldı.	tuzo	Alipata tuzo kubwa.	mükafat	O böyük bir mükafat aldı.	mukofot	U katta mukofot oldi.
1361:奖学金	奖学金	奖学金	burs	O burs kazandı.	ufadhili wa masomo	Alipata ufadhili wa masomo.	təqaüd	O təqaüd qazandı.	stipendiya	U stipendiya oldi.
1362:降	降	降	düşmek; indirmek	Sıcaklık birden çok düştü.	kushuka; kupunguza	Joto lilishuka sana ghafla.	düşmək; endirmək	Temperatur birdən xeyli düşdü.	pasaymoq; tushmoq	Harorat birdan ancha pasaydi.
1364:降价	降价	降价	fiyat düşürmek	Bu telefonun fiyatı düşmeye başladı.	kupunguza bei	Simu hii imeanza kupunguzwa bei.	qiyməti endirmək	Bu telefonun qiyməti enməyə başladı.	narx tushirmoq	Bu telefonning narxi tusha boshladi.
1366:降温	降温	降温	serinlemek; sıcaklık düşmesi	Yarın sıcaklık düşebilir.	kupoa; joto kushuka	Kesho joto linaweza kushuka.	temperaturun düşməsi	Sabah temperatur düşə bilər.	harorat pasayishi	Ertaga harorat pasayishi mumkin.
1369:交警	交警	交警	trafik polisi	Trafik polisi kavşakta trafiği yönlendiriyor.	polisi wa trafiki	Polisi wa trafiki anaongoza magari kwenye makutano.	yol polisi	Yol polisi kəsişmədə hərəkəti idarə edir.	yo'l harakati politsiyasi	Yo'l politsiyasi chorrahada harakatni boshqaryapti.
1374:教师	教师	教师	öğretmen	Bu öğretmen çok deneyimli.	mwalimu	Mwalimu huyu ana uzoefu mwingi.	müəllim	Bu müəllim çox təcrübəlidir.	o'qituvchi	Bu o'qituvchi juda tajribali.
1376:教学	教学	教学	öğretim	Yeni öğretim yöntemi çok etkili.	ufundishaji	Njia mpya ya ufundishaji ina ufanisi sana.	tədris	Yeni tədris metodu çox təsirlidir.	ta'lim berish	Yangi ta'lim berish usuli juda samarali.
1378:叫作	叫作	叫作	diye adlandırılmak	Bu yerin adı Donghu.	kuitwa	Mahali hapa panaitwa Donghu.	adlanmaq	Bu yer Donghu adlanır.	deb atalmoq	Bu joy Donghu deb ataladi.
1383:节假日	节假日	节假日	resmi tatiller; bayram günleri	Tatillerde yolculuk için biletleri önceden ayırtmak gerekir.	sikukuu; siku za mapumziko	Wakati wa sikukuu, safari zinahitaji kuhifadhi tiketi mapema.	bayram və tətil günləri	Bayram günlərində səfər üçün bileti əvvəlcədən bron etmək lazımdır.	bayram va dam olish kunlari	Bayram kunlari safarga oldindan chipta bron qilish kerak.
1387:今后	今后	今后	bundan sonra	Bundan sonra daha çok çalışacağım.	kuanzia sasa	Kuanzia sasa nitajitahidi zaidi.	bundan sonra	Bundan sonra daha çox çalışacağam.	bundan keyin	Bundan keyin yanada ko'proq harakat qilaman.
1388:仅	仅	仅	sadece	Bu etkinlik sadece üyelere açıktır.	tu; pekee	Shughuli hii ni kwa wanachama tu.	yeganə; yalnız	Bu tədbir yalnız üzvlər üçündür.	faqat	Bu tadbir faqat a'zolar uchun.
1390:仅仅	仅仅	仅仅	sadece; yalnızca	O sadece on dakika kullandı.	tu; pekee	Alitumia dakika kumi tu.	sadəcə; yalnız	O sadəcə on dəqiqə istifadə etdi.	faqatgina	U faqatgina o'n daqiqa sarfladi.
1392:进入	进入	进入	girmek	Lütfen sıraya girip salona girin.	kuingia	Tafadhali pangeni foleni na muingie ukumbini.	daxil olmaq	Zəhmət olmasa sıraya düzülüb zala daxil olun.	kirmoq	Iltimos, navbatga turib zalga kiring.
1401:景点	景点	景点	turistik yer	Bu turistik yer çok seviliyor.	kivutio cha utalii	Kivutio hiki cha utalii kinapendwa sana.	görməli yer	Bu görməli yer çox məşhurdur.	diqqatga sazovor joy	Bu diqqatga sazovor joy juda mashhur.
1402:景区	景区	景区	turistik bölge	Turistik bölgenin kapısında çok turist var.	eneo la utalii	Kwenye mlango wa eneo la utalii kuna watalii wengi.	turistik zona	Turistik zonanın girişində çox turist var.	turistik hudud	Turistik hudud kirishida ko'p sayyoh bor.
1408:就是	就是	就是	işte; tam olarak	İşte benim okulum bu.	ndiyo; hasa	Hii ndiyo shule yangu.	elə; məhz	Bu elə mənim məktəbimdir.	aynan; mana	Bu aynan mening maktabim.
1411:举例	举例	举例	örnek vermek	Öğretmen ondan açıklamak için örnek vermesini istedi.	kutoa mfano	Mwalimu alimwomba atoe mfano kueleza.	misal göstərmək	Müəllim ondan izah etmək üçün misal göstərməsini istədi.	misol keltirmoq	O'qituvchi undan tushuntirish uchun misol keltirishni so'radi.
1413:聚	聚	聚	toplanmak	Arkadaşlar hafta sonu bir araya geldi.	kukusanyika	Marafiki walikusanyika pamoja mwishoni mwa wiki.	toplanmaq	Dostlar həftəsonu bir yerə toplandılar.	to'planmoq	Do'stlar dam olish kunida birga to'plandilar.
1414:聚餐	聚餐	聚餐	birlikte yemek yemek	Bu akşam birlikte yemek yiyeceğiz.	kula pamoja	Leo usiku tutakula pamoja.	birlikdə yemək yemək	Bu axşam birlikdə yemək yeyəcəyik.	birga ovqatlanmoq	Bugun kechqurun birga ovqatlanamiz.
1418:剧院	剧院	剧院	tiyatro binası	Tiyatro kapısında çok kişi sıraya girdi.	ukumbi wa michezo	Mlangoni mwa ukumbi wa michezo kuna watu wengi kwenye foleni.	teatr binası	Teatrın qapısında çox adam növbədədir.	teatr binosi	Teatr eshigi oldida ko'p odam navbatda turibdi.
1421:烤	烤	烤	kızartmak; fırınlamak	O ekmek kızartıyor.	kuchoma; kuoka	Anachoma mkate.	bişirmək; qızartmaq	O çörək bişirir.	pishirmoq; qovurmoq	U non pishiryapti.
1423:考生	考生	考生	sınav adayı	Sınav adayları kimlik kartı getirmelidir.	mtahiniwa	Watahiniwa lazima walete kitambulisho.	imtahan iştirakçısı	İmtahan iştirakçıları şəxsiyyət vəsiqəsi gətirməlidirlər.	imtihon topshiruvchi	Imtihon topshiruvchilar shaxsni tasdiqlovchi hujjat olib kelishi kerak.
1425:科技	科技	科技	bilim ve teknoloji	Bilim ve teknoloji hayatı daha kolay hale getiriyor.	sayansi na teknolojia	Sayansi na teknolojia hufanya maisha yawe rahisi zaidi.	elm və texnologiya	Elm və texnologiya həyatı daha rahat edir.	fan va texnologiya	Fan va texnologiya hayotni yanada qulay qiladi.
1427:咳	咳	咳	öksürmek	Soğuk algınlığından sonra sürekli öksürüyor.	kukohoa	Baada ya mafua, ameendelea kukohoa.	öskürmək	Soyuqdəymədən sonra o daim öskürür.	yo'talmoq	Shamollagandan keyin u doim yo'talyapti.
1432:客气	客气	客气	nazik; resmî	Çok naziksin.	kuwa na adabu; rasmi	Una adabu sana.	nəzakətli; rəsmi	Sən çox nəzakətlisən.	iltifotli; muloyim	Siz juda iltifotlisiz.
1433:课堂	课堂	课堂	sınıf; ders	Ders sırasında herkes çok dikkatliydi.	darasa; somo	Darasani kila mtu alikuwa makini.	sinif; dərs	Dərsdə hamı çox diqqətli idi.	sinf; dars	Darsda hamma juda diqqatli edi.
1440:口语	口语	口语	konuşma dili; sözlü dil	Onun Çince konuşması çok ilerledi.	lugha ya mazungumzo	Uwezo wake wa kuzungumza Kichina umeendelea haraka.	danışıq dili	Onun Çin dili danışığı sürətlə inkişaf edir.	og'zaki nutq	Uning xitoycha og'zaki nutqi tez rivojlanmoqda.
1442:快餐	快餐	快餐	hazır yemek; fast food	Öğlen fast food yedik.	chakula cha haraka	Mchana tulikula chakula cha haraka.	fastfud; tez yemək	Günorta fastfud yedik.	tez tayyor ovqat	Tushda tez tayyor ovqat yedik.
1443:快递	快递	快递	ekspres kargo	Kargom hâlâ gelmedi.	wasilisho la haraka	Kifurushi changu bado hakijafika.	sürətli çatdırılma	Sifarişim hələ çatmayıb.	tezkor yetkazma	Buyurtmam hali kelmadi.
1444:快速	快速	快速	hızlı; çabuk	Bu hızlı bir geçiş yoludur.	haraka; wa kasi	Hii ni njia ya kupita haraka.	sürətli	Bu sürətli keçid yoludur.	tez; jadallik	Bu tez o'tish yo'li.
1448:垃圾	垃圾	垃圾	çöp	Lütfen çöpü kovaya koy.	takataka	Tafadhali weka takataka kwenye ndoo.	zibil	Zəhmət olmasa zibilləri vedrəyə at.	axlat	Iltimos, axlatni chelakka soling.
1456:老家	老家	老家	memleket; baba ocağı	Bahar Bayramı'nda memleketine döner.	nyumbani kwa asili	Wakati wa Sikukuu ya Majira ya Kuchipua anarudi nyumbani kwao.	doğma yer; ata yurdu	Yaz bayramında o doğma yerinə qayıdır.	tug'ilgan joy; eski uy	Bahor bayramida u tug'ilgan joyiga qaytadi.
1457:老年	老年	老年	yaşlılık; ileri yaş	Yaşlı insanların da egzersize ihtiyacı vardır.	uzee; umri mkubwa	Wazee pia wanahitaji mazoezi.	qocalıq; yaşlı dövr	Yaşlı insanların da idmana ehtiyacı var.	keksalik	Keksalar ham mashq qilishga muhtoj.
1458:老是	老是	老是	hep; sürekli	O sürekli anahtarlarını getirmeyi unutuyor.	kila mara; daima	Kila mara husahau kuleta funguo.	həmişə; daim	O həmişə açarlarını gətirməyi unudur.	doim; hadeb	U doim kalitlarini unutib keladi.
1467:例子	例子	例子	örnek	Öğretmen bir örnek daha verdi.	mfano	Mwalimu alitoa mfano mwingine.	misal	Müəllim daha bir misal göstərdi.	misol	O'qituvchi yana bir misol keltirdi.
1471:凉	凉	凉	serin; soğumuş	Bu çay artık soğudu.	baridi kiasi; kupoa	Chai hii tayari imepoa.	sərin; soyumuş	Bu çay artıq soyuyub.	salqin; sovigan	Bu choy allaqachon sovigan.
1472:量	量	量	ölçmek	Hemşire çocuğun ateşini ölçüyor.	kupima	Muuguzi anampima mtoto joto la mwili.	ölçmək	Tibb bacısı uşağın temperaturunu ölçür.	o'lchamoq	Hamshira bolaning haroratini o'lchayapti.
1475:列	列	列	listelemek; sıra	Lütfen adları listele.	kuorodhesha; safu	Tafadhali orodhesha majina.	siyahıya salmaq; sıra	Zəhmət olmasa adları siyahıya sal.	ro'yxat qilmoq; qator	Iltimos, ismlarni ro'yxat qilib yozing.
1476:零下	零下	零下	sıfırın altında	Bu sabah sıcaklık sıfırın altında beş dereceydi.	chini ya sifuri	Asubuhi ya leo joto lilikuwa nyuzi tano chini ya sifuri.	sıfırdan aşağı	Bu səhər temperatur sıfırdan beş dərəcə aşağı idi.	noldan past	Bugun ertalab harorat noldan besh daraja past edi.
1477:零花钱	零花钱	零花钱	harçlık	O harçlığını biriktirdi.	pesa za matumizi binafsi	Aliweka akiba pesa zake za matumizi binafsi.	xərclik pulu	O xərclik pulunu yığdı.	cho'ntak puli	U cho'ntak pulini yig'ib qo'ydi.
1480:另	另	另	başka; ayrı	Lütfen başka bir zaman seç.	nyingine; kando	Tafadhali chagua wakati mwingine.	başqa; ayrıca	Zəhmət olmasa başqa vaxt seç.	boshqa; alohida	Iltimos, boshqa vaqt tanlang.
1483:流	流	流	akmak	Küçük nehir köyün yanından akar.	kutiririka	Mto mdogo hutiririka kando ya kijiji.	axmaq	Kiçik çay kəndin yanından axır.	oqmoq	Kichik daryo qishloq yonidan oqib o'tadi.
1485:留下	留下	留下	bırakmak; kalmak	Lütfen telefon numaranı bırak.	kuacha; kubaki	Tafadhali acha nambari yako ya simu.	saxlamaq; qalmaq	Zəhmət olmasa telefon nömrəni saxla.	qoldirmoq; qolmoq	Iltimos, telefon raqamingizni qoldiring.
1487:路过	路过	路过	yanından geçmek	Kitapçının yanından geçerken bir kitap aldım.	kupita karibu na	Nilipopita karibu na duka la vitabu, nilinunua kitabu kimoja.	yanından keçmək	Kitab mağazasının yanından keçəndə bir kitab aldım.	yonidan o'tmoq	Kitob do'koni yonidan o'tayotib bitta kitob oldim.
1488:旅馆	旅馆	旅馆	otel; han	Bu otel istasyona çok yakın.	hoteli; nyumba ya wageni	Hoteli hii iko karibu sana na kituo.	mehmanxana; otel	Bu mehmanxana stansiyaya çox yaxındır.	mehmonxona	Bu mehmonxona bekatga juda yaqin.
1489:旅客	旅客	旅客	yolcu; gezgin	Yolcular uçağa binmek için sırada bekliyor.	msafiri; abiria	Wasafiri wanasimama kwenye foleni kupanda ndege.	səyahətçi; sərnişin	Sərnişinlər təyyarəyə minmək üçün növbəyə durublar.	yo'lovchi; sayyoh	Yo'lovchilar samolyotga chiqish uchun navbatda turibdi.
1493:落	落	落	düşmek	Yapraklar yola düştü.	kuanguka	Majani yameanguka barabarani.	düşmək	Yarpaqlar yola düşdü.	tushmoq	Barglar yo'lga tushdi.
1498:毛衣	毛衣	毛衣	kazak	Bu kazak çok sıcak tutuyor.	sweta	Sweta hili lina joto.	sviter	Bu sviter çox istidir.	sviter	Bu sviter juda issiq.
1500:美	美	美	güzel	Buranın manzarası çok güzel.	zuri	Mandhari ya hapa ni nzuri sana.	gözəl	Buradakı mənzərə çox gözəldir.	chiroyli	Bu yerning manzarasi juda chiroyli.
1501:美好	美好	美好	güzel; mutlu	Herkes güzel bir hayat ister.	nzuri; yenye furaha	Kila mtu anatarajia maisha mazuri.	gözəl; xoşbəxt	Hamı gözəl həyat istəyir.	go'zal; baxtli	Hamma go'zal hayot bo'lishini xohlaydi.
1502:美景	美景	美景	güzel manzara	Dağdaki güzel manzara unutulmaz.	mandhari nzuri	Mandhari nzuri ya mlimani haisahauliki.	gözəl mənzərə	Dağdakı gözəl mənzərə unudulmazdır.	go'zal manzara	Tog'dagi go'zal manzara unutilmaydi.
1504:美食	美食	美食	lezzetli yemek	Burada çok yerel lezzet var.	chakula kitamu	Hapa kuna vyakula vingi vya kienyeji vitamu.	ləzzətli yemək	Burada çox yerli ləzzətli yemək var.	mazali taom	Bu yerda ko'p mahalliy mazali taomlar bor.
1510:面试	面试	面试	mülakat	O yarın sabah mülakata katılacak.	usaili	Kesho asubuhi atahudhuria usaili.	müsahibə	O sabah səhər müsahibəyə gedəcək.	suhbat; intervyu	U ertaga ertalab suhbatda qatnashadi.
1513:末	末	末	son; bitiş	Haziran sonunda okul tatile girer.	mwisho	Shule hufungwa mwishoni mwa Juni.	son; axır	İyunun sonunda məktəb tətilə çıxır.	oxir; so'ng	Iyun oxirida maktab ta'tilga chiqadi.
1514:母女	母女	母女	anne ve kız	Bu anne ve kız birlikte seyahate çıktı.	mama na binti	Mama na binti huyu walisafiri pamoja.	ana və qız	Bu ana və qız birlikdə səyahətə çıxdılar.	ona va qiz	Bu ona va qiz birga sayohatga chiqdi.
1516:母子	母子	母子	anne ve oğul	Bu anne ve oğul güneyde yaşıyor.	mama na mwana	Mama na mwana huyu wanaishi kusini.	ana və oğul	Bu ana və oğul cənubda yaşayırlar.	ona va o'g'il	Bu ona va o'g'il janubda yashaydi.
1519:目的地	目的地	目的地	varış yeri	Varış yerimiz Pekin.	mahali pa kufika	Mahali petu pa kufika ni Beijing.	təyinat yeri	Bizim təyinat yerimiz Pekindir.	manzil	Bizning manzilimiz Pekin.
1522:南部	南部	南部	güney kısmı	Bu ülkenin güneyi çok sıcak.	sehemu ya kusini	Sehemu ya kusini ya nchi hii ina joto.	cənub hissəsi	Bu ölkənin cənub hissəsi çox istidir.	janubiy qism	Bu mamlakatning janubiy qismi juda iliq.
1524:男士	男士	男士	beyefendi; erkek	Erkekler tuvaleti solda.	mwanamume; bwana	Choo cha wanaume kiko kushoto.	kişi; cənab	Kişilər tualeti soldadır.	erkak; janob	Erkaklar hojatxonasi chap tomonda.
1526:难忘	难忘	难忘	unutulmaz	Bu seyahat çok unutulmazdı.	kutosahaulika	Safari hii ilikuwa ya kutosahaulika sana.	unudulmaz	Bu səyahət çox unudulmaz idi.	unutilmas	Bu sayohat juda unutilmas bo'ldi.
