hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
2345:飞行	飞行	飞行	පියාසර කිරීම; ගුවන් ගමන	මෙම ගුවන් ගමනට පැය දෙකක් පමණ ගත වේ.	பறத்தல்; விமானப் பயணம்	இந்த விமானப் பயணத்திற்கு சுமார் இரண்டு மணி நேரம் ஆகும்.
2346:飞行员	飞行员	飞行员	ගුවන් නියමුවා	ඔහුගේ සිහිනය ගුවන් නියමුවෙකු වීමයි.	விமானி	அவரின் கனவு விமானியாக மாறுவது.
2347:非洲	非洲	非洲	අප්‍රිකාව	ඇය අප්‍රිකාවේ වනජීවීන් පිළිබඳ අධ්‍යයනය කරමින් සිටී.	ஆப்பிரிக்கா	அவள் ஆப்பிரிக்காவின் காட்டு விலங்குகளை ஆய்வு செய்து வருகிறாள்.
2351:分类	分类	分类	වර්ග කිරීම	පුස්තකාලය පොත් විෂය අනුව වර්ග කරයි.	வகைப்படுத்துதல்	நூலகம் புத்தகங்களை தலைப்பின்படி வகைப்படுத்துகிறது.
2352:分离	分离	分离	වෙන් කිරීම	යන්ත්‍රයට ජලය සහ තෙල් වෙන් කළ හැකිය.	பிரித்தல்	இயந்திரம் தண்ணீரையும் எண்ணெயையும் பிரிக்க முடியும்.
2356:分享	分享	分享	බෙදා ගැනීම	ඇය මිතුරන් සමඟ අත්දැකීම් බෙදා ගැනීමට කැමතියි.	பகிர்தல்	அவள் நண்பர்களுடன் அனுபவத்தைப் பகிர விரும்புகிறாள்.
2358:丰富多彩	丰富多彩	丰富多彩	විවිධ හා වර්ණවත්	විශ්වවිද්‍යාල ජීවිතය විවිධ හා වර්ණවත්ය.	செழுமையானதும் வண்ணமயமானதும்	பல்கலைக்கழக வாழ்க்கை செழுமையாகவும் வண்ணமயமாகவும் உள்ளது.
2367:福	福	福	වාසනාව; ආශීර්වාදය	වසන්ත උත්සවයේදී මිනිසුන් වාසනාව නියෝජනය කරන අකුරක් අලවන්න කැමතියි.	அதிர்ஷ்டம்; ஆசீர்வாதம்	வசந்தப் பண்டிகையில் மக்கள் அதிர்ஷ்டத்தை குறிக்கும் எழுத்தை ஒட்ட விரும்புகிறார்கள்.
2371:付出	付出	付出	කැප කිරීම; ගෙවීම; යෙදවීම	සාර්ථකත්වයට දිගුකාලීන උත්සාහය කැප කළ යුතුය.	செலுத்துதல்; அர்ப்பணித்தல்	வெற்றிக்கு நீண்டகால முயற்சியை அர்ப்பணிக்க வேண்டும்.
2374:富有	富有	富有	ධනවත්; පිරී ඇති	මෙම ලිපිය හැඟීම්වලින් පිරී ඇත.	செல்வமிக்க; நிறைந்த	இந்த கட்டுரை உணர்ச்சியால் நிறைந்துள்ளது.
2379:改天	改天	改天	වෙනත් දවසක	අද ඉතා කාර්යබහුලයි, අපි වෙනත් දවසක හමුවෙමු.	வேறு நாளில்	இன்று மிகவும் பிஸியாக உள்ளது; நாம் வேறு நாளில் சந்திப்போம்.
2384:敢于	敢于	敢于	කරන්න ධෛර්ය වීම	ඔහු තම අදහස කියන්න ධෛර්ය වෙයි.	செய்யத் துணிதல்	அவர் தனது கருத்தை சொல்லத் துணிகிறார்.
2385:刚好	刚好	刚好	හරියටම; කදිමට	මම බස් නැවතුමට ළඟා වූ විට බසය හරියටම පැමිණියේය.	சரியாக; அப்போதுதான்	நான் பேருந்து நிலையத்தை அடைந்தபோது பேருந்து சரியாக வந்தது.
2386:高大	高大	高大	උස හා විශාල	දොරටුව අසල උස හා විශාල ගස් දෙකක් ඇත.	உயரமானதும் பெரியதும்	நுழைவாயிலில் இரண்டு உயரமான பெரிய மரங்கள் உள்ளன.
2388:高度	高度	高度	උස; ඉහළ මට්ටම	මෙම ගොඩනැගිල්ලේ උස මීටර් සියයකට වඩා වැඩිය.	உயரம்; உயர் அளவு	இந்த கட்டிடத்தின் உயரம் நூறு மீட்டரைத் தாண்டுகிறது.
2390:高科技	高科技	高科技	උසස් තාක්ෂණය	උසස් තාක්ෂණික නිෂ්පාදන ජීවිතය වඩා පහසු කරයි.	உயர் தொழில்நுட்பம்	உயர் தொழில்நுட்ப தயாரிப்புகள் வாழ்க்கையை மேலும் வசதியாக்குகின்றன.
2391:高效	高效	高效	කාර්යක්ෂම	මෙම ක්‍රමය සරලත් කාර්යක්ෂමත්ය.	திறமையான; செயல்திறன் மிக்க	இந்த முறை எளிமையாகவும் திறமையாகவும் உள்ளது.
2394:歌词	歌词	歌词	ගී පද	මම මේ ගීතයේ ගී පදවලට ඉතා කැමතියි.	பாடல்வரிகள்	இந்தப் பாடலின் பாடல்வரிகள் எனக்கு மிகவும் பிடிக்கும்.
2395:歌曲	歌曲	歌曲	ගීතය	මෙම ගීතය අන්තර්ජාලයේ ඉතා ජනප්‍රියය.	பாடல்	இந்தப் பாடல் இணையத்தில் மிகவும் பிரபலமாக உள்ளது.
2396:隔	隔	隔	වෙන්ව තිබීම; අතරින් වෙන් කිරීම	මගේ නිවස සහ පාසල අතර ගඟක් ඇත.	பிரித்திருத்தல்; இடையில் இருத்தல்	என் வீட்டுக்கும் பள்ளிக்கும் இடையில் ஒரு நதி உள்ளது.
2399:各行各业	各行各业	各行各业	සියලු වෘත්තීන් සහ ක්ෂේත්‍ර	සියලු වෘත්තීන්ට වගකීමෙන් කටයුතු කරන පුද්ගලයින් අවශ්‍ය වේ.	அனைத்து தொழில்துறைகளும் தொழில்களும்	அனைத்து தொழில்களிலும் பொறுப்புடன் செயல்படும் மனிதர்கள் தேவை.
2405:更换	更换	更换	ප්‍රතිස්ථාපනය කිරීම; මාරු කිරීම	වායු සමීකරණ පෙරහන නිතිපතා මාරු කළ යුතුය.	மாற்றுதல்; மாற்றிப் பொருத்துதல்	ஏர் கண்டிஷனர் வடிகட்டியை முறையாக மாற்ற வேண்டும்.
2408:工程	工程	工程	ව්‍යාපෘතිය; ඉංජිනේරු කාර්යය	මෙම ව්‍යාපෘතිය ලබන වසරේ අවසන් කිරීමට සැලසුම් කර ඇත.	திட்டம்; பொறியியல் வேலை	இந்த திட்டம் அடுத்த ஆண்டில் முடிக்க திட்டமிடப்பட்டுள்ளது.
2413:公务员	公务员	公务员	රාජ්‍ය සේවකයා	ඔහු උපාධියෙන් පසු රාජ්‍ය සේවා විභාගය සමත් විය.	அரசு ஊழியர்	பட்டப்படிப்புக்குப் பிறகு அவர் அரசு சேவைத் தேர்வில் தேர்ச்சி பெற்றார்.
2416:工艺	工艺	工艺	කලා ශිල්ප තාක්ෂණය; නිෂ්පාදන ක්‍රමය	මෙම සාම්ප්‍රදායික කලා ශිල්ප තාක්ෂණය වසර ගණනාවක් පුරා පැවතී ඇත.	கைவினை; தொழில்நுட்ப முறை	இந்த பாரம்பரிய கைவினை பல ஆண்டுகளாக பரம்பரையாக வந்துள்ளது.
2419:共享	共享	共享	හවුලේ භාවිතා කිරීම; බෙදාගැනීම	මෙම නගරයේ හවුලේ භාවිතා කරන පාපැදි බොහෝ ඇත.	பகிர்ந்து பயன்படுத்து	இந்த நகரத்தில் பல பகிர்வு மிதிவண்டிகள் உள்ளன.
2422:古	古	古	පුරාණ; පැරණි	මෙම පාලම පුරාණ කාලයේ පෙනුම තවමත් රැකගෙන ඇත.	பழமையான; பண்டைய	இந்த பாலம் பண்டைய காலத்தின் தோற்றத்தை பாதுகாத்துள்ளது.
2423:鼓	鼓	鼓	බෙරය	ළමයින් බෙර හඬ ඇසූ විට දිවගෙන ආහ.	முரசு; தப்பு	குழந்தைகள் முரசின் ஒலி கேட்டவுடன் ஓடிவந்தனர்.
2425:古老	古老	古老	පුරාණ; ඉතා පැරණි	මෙම පුරාණ නගරය සංචාරකයින් බොහෝ දෙනෙකු ආකර්ෂණය කරයි.	பழமையான; தொன்மையான	இந்தப் பழமையான நகரம் பல சுற்றுலாப் பயணிகளை ஈர்க்கிறது.
2430:怪	怪	怪	අමුතු; දොස් පැවරීම	අද කාලගුණය ටිකක් අමුතුයි.	விசித்திரமான; குறை கூறுதல்	இன்றைய வானிலை கொஞ்சம் விசித்திரமாக உள்ளது.
2438:光线	光线	光线	ආලෝකය; ආලෝකකරණය	කාමරයේ ආලෝකය ඉතා අඳුරුය, එබැවින් කියවීමට සුදුසු නැත.	ஒளி; வெளிச்சம்	அறையின் வெளிச்சம் மிகவும் மங்கலாக உள்ளது, படிக்க ஏற்றதல்ல.
2439:广	广	广	පුළුල්; විශාල	ඔහුගේ රුචිකත්වයන් ඉතා පුළුල්ය.	பரந்த; விசாலமான	அவரின் ஆர்வங்கள் மிகவும் பரந்தவை.
2446:贵姓	贵姓	贵姓	ඔබේ වාසගම කුමක්ද	කරුණාකර ඔබගේ වාසගම කියන්න පුළුවන්ද?	உங்கள் மரியாதைக்குரிய குடும்பப்பெயர்	தயவுசெய்து உங்கள் குடும்பப்பெயர் என்ன என்று சொல்ல முடியுமா?
2447:柜子	柜子	柜子	කැබිනට්ටුව; අල්මාරිය	ලේඛන සියල්ල කැබිනට්ටුව තුළ තබා ඇත.	அலமாரி; பெட்டி அலமாரி	ஆவணங்கள் அனைத்தும் அலமாரிக்குள் வைக்கப்பட்டுள்ளன.
2450:国画	国画	国画	සාම්ප්‍රදායික චීන චිත්‍රය	සීයා සාම්ප්‍රදායික චීන චිත්‍ර අඳින්න කැමතියි.	பாரம்பரிய சீன ஓவியம்	தாத்தா பாரம்பரிய சீன ஓவியங்களை வரைய விரும்புகிறார்.
2451:国庆	国庆	国庆	ජාතික දිනය	ජාතික දින නිවාඩුවේදී අපි හංෂෝව් වෙත ගියෙමු.	தேசிய தினம்	தேசிய தின விடுமுறையில் நாங்கள் ஹாங்சோவுக்கு சென்றோம்.
2461:海外	海外	海外	විදේශ; විදේශයන්හි	මෙම සමාගමට විදේශීය පාරිභෝගිකයින් බොහෝ ඇත.	வெளிநாடு; வெளிநாட்டு	இந்த நிறுவனத்திற்கு வெளிநாடுகளில் பல வாடிக்கையாளர்கள் உள்ளனர்.
2463:含	含	含	අඩංගු වීම; මුඛයේ තබා ගැනීම	මෙම බීමේ සීනි ප්‍රමාණය ඉතා වැඩිය.	கொண்டிருத்தல்; வாயில் வைத்திருத்தல்	இந்த பானத்தில் சர்க்கரை அளவு மிகவும் அதிகம்.
2464:含量	含量	含量	අඩංගු ප්‍රමාණය	මෙම පලතුරේ විටමින් ප්‍රමාණය ඉහළය.	உள்ளடக்க அளவு; அளவு	இந்த பழத்தில் வைட்டமின் அளவு அதிகமாக உள்ளது.
2465:含有	含有	含有	අඩංගු වීම	කිරි පෝෂ්‍ය පදාර්ථ බහුලව අඩංගු වේ.	கொண்டுள்ளது	பாலில் நிறைய ஊட்டச்சத்துகள் உள்ளன.
2466:汗水	汗水	汗水	දහඩිය	ක්‍රීඩකයාගේ දහඩිය ඇඳුම් සම්පූර්ණයෙන් තෙත් කළේය.	வியர்வை	விளையாட்டு வீரரின் வியர்வை ஆடையை முழுவதும் நனைத்தது.
2467:行	行	行	වෘත්තීය ක්ෂේත්‍රය; කර්මාන්තය	ඔහු ආහාර පාන සේවා ක්ෂේත්‍රයේ වසර දහයක් වැඩ කර ඇත.	தொழில் துறை; பணித்துறை	அவர் உணவு சேவைத் துறையில் பத்து ஆண்டுகள் வேலை செய்துள்ளார்.
2469:好评	好评	好评	හොඳ සමාලෝචනය; ප්‍රශංසාව	මෙම ආපනශාලාවට හොඳ සමාලෝචන බොහෝ ලැබී ඇත.	நல்ல மதிப்புரை; பாராட்டு	இந்த உணவகத்திற்கு பல நல்ல மதிப்புரைகள் கிடைத்துள்ளன.
2470:好运	好运	好运	වාසනාව	ඔබට විභාගයට වාසනාව ලැබේවා.	நல்ல அதிர்ஷ்டம்	தேர்வில் உங்களுக்கு நல்ல அதிர்ஷ்டம் அமையட்டும்.
2471:好转	好转	好转	හොඳ අතට හැරීම	ප්‍රතිකාරයෙන් පසු ඔහුගේ රෝග තත්ත්වය හොඳ අතට හැරීමට පටන් ගත්තේය.	மேம்படுதல்; நல்ல நிலைக்கு மாறுதல்	சிகிச்சைக்குப் பிறகு அவரது நோய்நிலை மேம்படத் தொடங்கியது.
2474:合	合	合	වසා දැමීම; එකතු වීම; ගැළපීම	කරුණාකර පොත වසා මගේ කතාව අසන්න.	மூடுதல்; சேர்த்தல்; பொருந்துதல்	தயவுசெய்து புத்தகத்தை மூடி என் பேச்சைக் கேளுங்கள்.
2476:盒饭	盒饭	盒饭	පෙට්ටි ආහාරය	අපි දවල්ට දුම්රිය ස්ථානයේදී පෙට්ටි ආහාර මිලදී ගත්තෙමු.	பெட்டி உணவு	நண்பகலில் நாங்கள் நிலையத்தில் பெட்டி உணவு வாங்கினோம்.
2478:河流	河流	河流	ගංගාව	මෙම ගංගාව නගර තුනක් හරහා ගලා යයි.	நதி; ஆறு	இந்த நதி மூன்று நகரங்கள் வழியாக செல்கிறது.
2485:厚度	厚度	厚度	ඝනකම	මෙම වීදුරු කැබැල්ලේ ඝනකම මිලිමීටර් පහකි.	தடிமன்	இந்த கண்ணாடித் துண்டின் தடிமன் ஐந்து மில்லிமீட்டர்.
2489:湖	湖	湖	වැව	වැව අසල බොහෝ දෙනෙක් ඇවිදිමින් සිටිති.	ஏரி	ஏரிக்கரையில் பலர் நடந்து கொண்டிருக்கிறார்கள்.
2492:互动	互动	互动	අන්තර්ක්‍රියාව	පන්තියේ අන්තර්ක්‍රියාව සිසුන් වඩාත් සක්‍රීය කරයි.	பரஸ்பர செயல்பாடு; தொடர்பாடல்	வகுப்பில் உள்ள பரஸ்பர தொடர்பு மாணவர்களை மேலும் சுறுசுறுப்பாக்குகிறது.
2493:户外	户外	户外	එළිමහන්; පිටත	සති අන්තයේ අපි එළිමහනේ කඳු නගින්න ගියෙමු.	வெளிப்புற; வெளியில்	வார இறுதியில் நாங்கள் வெளியில் மலை ஏற சென்றோம்.
2494:花费	花费	花费	වියදම් කිරීම; වියදම	මෙම වාහනය අලුත්වැඩියා කිරීමට සෑහෙන මුදලක් වැය විය.	செலவழித்தல்; செலவு	இந்த வாகனத்தை பழுது பார்க்க நிறைய பணம் செலவானது.
2497:化	化	化	දියවීම; බවට වෙනස් වීම	අයිස් සූර්යයා යට සෙමින් දියවිය.	உருகுதல்; ஆக மாறுதல்	பனி வெயிலில் மெதுவாக உருகியது.
2498:话费	话费	话费	දුරකථන බිල; ඇමතුම් ණය	මේ මාසයේ මගේ දුරකථන බිල ටිකක් වැඩිය.	தொலைபேசி கட்டணம்; அழைப்பு இருப்பு	இந்த மாதம் என் தொலைபேசி கட்டணம் கொஞ்சம் அதிகமாக உள்ளது.
2499:画面	画面	画面	රූපය; තිර දර්ශනය	චිත්‍රපටයේ මෙම දර්ශනය ඉතා හදවතට දැනේ.	காட்சி; திரைப் படம்	திரைப்படத்தில் உள்ள இந்த காட்சி மிகவும் நெகிழ்ச்சியூட்டுகிறது.
2504:缓慢	缓慢	缓慢	මන්දගාමී	වයෝවෘද්ධ පුද්ගලයා මන්දගාමීව ඇවිදියි.	மெதுவான	முதியவர் மிகவும் மெதுவாக நடக்கிறார்.
2505:黄瓜	黄瓜	黄瓜	පිපිඤ්ඤා	පිපිඤ්ඤා සලාදය ඉතා නැවුම් අතුරු කෑමකි.	வெள்ளரி	வெள்ளரி சாலட் மிகவும் புத்துணர்ச்சியான பக்க உணவு.
2510:灰色	灰色	灰色	අළු පැහැය	ඔහු අළු පැහැති කබායක් ඇඳ සිටී.	சாம்பல் நிறம்	அவர் சாம்பல் நிற மேலங்கி அணிந்துள்ளார்.
2514:伙	伙	伙	කණ්ඩායම; පිරිස	තරුණයන් පිරිසක් දොරටුව අසල කතා කරමින් සිටිති.	குழு; கூட்டம்	இளைஞர்கள் குழு ஒன்று வாசலில் பேசிக்கொண்டிருக்கிறது.
2516:火锅	火锅	火锅	හොට් පොට්	ශීත කාලයේ හොට් පොට් කෑම ඉතා සනීපදායකයි.	ஹாட் பாட்	குளிர்காலத்தில் ஹாட் பாட் சாப்பிடுவது மிகவும் நன்றாக இருக்கும்.
2517:或是	或是	或是	නැතහොත්	ඔබට මෙට්‍රෝවෙන් යා හැකිය, නැතහොත් ටැක්සියකින් යා හැකිය.	அல்லது	நீங்கள் மெட்ரோவில் செல்லலாம் அல்லது டாக்ஸியில் செல்லலாம்.
2518:货物	货物	货物	භාණ්ඩ; බඩු තොගය	ගබඩාව භාණ්ඩවලින් පිරී ඇත.	சரக்கு; பொருட்கள்	கிடங்கு முழுவதும் சரக்குகளால் நிரம்பியுள்ளது.
2523:机器人	机器人	机器人	රොබෝව	මෙම රොබෝව මිනිසුන්ට ආහාර ගෙන යාමට උදව් කළ හැකිය.	ரோபோ	இந்த ரோபோ மக்கள் உணவு கொண்டு செல்ல உதவ முடியும்.
2525:及	及	及	සහ; මෙන්ම	රැස්වීමේදී ආරක්ෂාව සහ සේවා ගැටලු සාකච්ඡා කෙරිණි.	மற்றும்; அத்துடன்	கூட்டத்தில் பாதுகாப்பு மற்றும் சேவை பிரச்சினைகள் பேசப்பட்டன.
2526:级	级	级	මට්ටම; ශ්‍රේණිය	ඔහු දැන් මධ්‍යම මට්ටමේ චීන දැනුමක් ඇත.	நிலை; தரம்	அவர் இப்போது நடுத்தர நிலை சீனத் திறன் கொண்டவர்.
2527:集	集	集	කථාංගය; එකතුව	මෙම වාර්තා චිත්‍රපටයට මුළු කථාංග හයක් ඇත.	அத்தியாயம்; தொகுப்பு	இந்த ஆவணப்படத்தில் மொத்தம் ஆறு அத்தியாயங்கள் உள்ளன.
2535:急需	急需	急需	හදිසියේ අවශ්‍ය වීම	විපත් ප්‍රදේශයට ආහාර සහ ඖෂධ හදිසියේ අවශ්‍ය වේ.	அவசரமாக தேவைப்படுதல்	பேரிடர் பகுதிக்கு உணவும் மருந்தும் அவசரமாக தேவைப்படுகிறது.
2538:挤	挤	挤	තෙරපීම; තදබද වීම	මෙට්‍රෝවේ මිනිසුන් වැඩි නිසා සියලු දෙනා එකට තෙරපී සිටිති.	நெருக்குதல்; கூட்டமாக இருத்தல்	மெட்ரோவில் மக்கள் அதிகம், அனைவரும் ஒன்றாக நெருக்கப்பட்டுள்ளனர்.
2539:系	系	系	බැඳීම; ගැට ගැසීම	පිටතට යාමට පෙර සපත්තු ලේස් හොඳින් බැඳගන්න.	கட்டுதல்; முடிச்சிடுதல்	வெளியே செல்லும் முன் காலணிக் கயிறுகளை நன்றாக கட்டுங்கள்.
2543:纪录片	纪录片	纪录片	වාර්තා චිත්‍රපටය	මෙම වාර්තා චිත්‍රපටය චීන තේ සංස්කෘතිය හඳුන්වා දෙයි.	ஆவணப்படம்	இந்த ஆவணப்படம் சீன தேநீர் பண்பாட்டை அறிமுகப்படுத்துகிறது.
2544:技能	技能	技能	කුසලතාව	නව කුසලතාවක් ඉගෙන ගැනීමට කාලය අවශ්‍ය වේ.	திறன்	ஒரு புதிய திறனை கற்க நேரம் தேவை.
2546:纪念日	纪念日	纪念日	සමරු දිනය	අද ඔවුන්ගේ විවාහයේ දසවන සංවත්සර දිනයයි.	நினைவு நாள்; ஆண்டு நாள்	இன்று அவர்களின் திருமணத்தின் பத்தாவது ஆண்டு நினைவு நாள்.
2548:计算机	计算机	计算机	පරිගණකය	පාසල නව පරිගණක තොගයක් මිලදී ගත්තේය.	கணினி	பள்ளி புதிய கணினிகளின் தொகுதியை வாங்கியது.
2552:家电	家电	家电	ගෘහ විදුලි උපකරණ	මෙම වෙළඳසැල ගෘහ විදුලි උපකරණ විශේෂයෙන් විකුණයි.	வீட்டு மின்சாதனம்	இந்த கடை வீட்டு மின்சாதனங்களை சிறப்பாக விற்கிறது.
2554:加热	加热	加热	උණු කිරීම; රත් කිරීම	ආහාර සීතල වී ඇත, එය නැවත රත් කළ යුතුය.	சூடாக்குதல்	உணவு குளிர்ந்துவிட்டது; அதை மீண்டும் சூடாக்க வேண்டும்.
2555:加深	加深	加深	ගැඹුරු කිරීම	මෙම සංවාදය අපගේ අවබෝධය ගැඹුරු කළේය.	ஆழப்படுத்துதல்	இந்த உரையாடல் எங்கள் புரிதலை ஆழப்படுத்தியது.
2556:加速	加速	加速	වේගවත් කිරීම	නව ප්‍රතිපත්තිය නගර සංවර්ධනය වේගවත් කරනු ඇත.	வேகப்படுத்துதல்	புதிய கொள்கை நகர வளர்ச்சியை வேகப்படுத்தும்.
2560:架	架	架	රාමුව; රාක්කය; මිනුම් පදය	පොත් රාක්කය පැරණි පොත්වලින් පිරී ඇත.	அமைப்பு; அலமாரி; அளவுச்சொல்	புத்தக அலமாரி பழைய புத்தகங்களால் நிரம்பியுள்ளது.
2562:驾照	驾照	驾照	රියදුරු බලපත්‍රය	ඔහු පසුගිය වසරේ රියදුරු බලපත්‍රය ලබා ගත්තේය.	ஓட்டுநர் உரிமம்	அவர் கடந்த ஆண்டு ஓட்டுநர் உரிமம் பெற்றார்.
2567:剪	剪	剪	කතුරෙන් කැපීම	ඇය කතුරෙන් පැකේජය කපා විවෘත කළාය.	கத்தரிக்கோலால் வெட்டுதல்	அவள் கத்தரிக்கோலால் பொதியை வெட்டி திறந்தாள்.
2572:建	建	建	ඉදිකිරීම	ගම නව පාසලක් ඉදිකිරීමට සූදානම් වේ.	கட்டுதல்	கிராமம் புதிய பள்ளி ஒன்றை கட்டத் தயாராகிறது.
2573:键	键	键	යතුර; බොත්තම	පරිගණක යතුරුපුවරුවේ එක් යතුරක් කැඩී ඇත.	விசை; பொத்தான்	கணினி விசைப்பலகையில் ஒரு விசை பழுதாகியுள்ளது.
2574:渐渐	渐渐	渐渐	ක්‍රමයෙන්	අහස ක්‍රමයෙන් අඳුරු විය.	மெல்ல மெல்ல; படிப்படியாக	வானம் மெல்ல மெல்ல இருண்டது.
2578:建造	建造	建造	ඉදිකිරීම; ගොඩනැගීම	මෙම පාලම ඉදිකිරීමට වසර තුනක් ගත විය.	கட்டுமானம் செய்தல்; கட்டுதல்	இந்த பாலத்தை கட்ட மூன்று ஆண்டுகள் ஆனது.
2581:讲话	讲话	讲话	කතා කිරීම; දේශනය	නායකයා වේදිකාවේ කතා කරමින් සිටී.	பேசுதல்; உரை	தலைவர் மேடையில் பேசிக் கொண்டிருக்கிறார்.
2584:讲述	讲述	讲述	කියවීම; විස්තර කිරීම	මෙම පොත සැබෑ කතාවක් විස්තර කරයි.	சொல்லுதல்; விவரித்தல்	இந்த புத்தகம் ஒரு உண்மையான கதையைச் சொல்கிறது.
2586:降水	降水	降水	වර්ෂාපතනය	මෙම සතියේ වර්ෂාපතනය පැහැදිලිව වැඩි වී ඇත.	மழைப்பொழிவு	இந்த வாரம் மழைப்பொழிவு தெளிவாக அதிகரித்துள்ளது.
2591:脚步	脚步	脚步	පියවර හඬ; ගමනේ වේගය	දොර පිටතින් ඉක්මන් පියවර හඬක් ඇසුණි.	காலடி; நடை வேகம்	கதவுக்கு வெளியே அவசரமான காலடி ஓசை கேட்டது.
2593:较	较	较	සාපේක්ෂව; තරමක්	මෙම සැලැස්ම සාපේක්ෂව සාධාරණය.	ஒப்பீட்டளவில்; சற்றே	இந்த திட்டம் ஒப்பீட்டளவில் நியாயமானது.
2599:接收	接收	接收	ලබා ගැනීම; පිළිගැනීම	තැපැල් පෙට්ටියට ගොනුව දැනටමත් ලැබී ඇත.	பெறுதல்; ஏற்றுக்கொள்ளுதல்	அஞ்சல் பெட்டி ஏற்கனவே கோப்பைப் பெற்றுள்ளது.
2600:结	结	结	ගැටය; ගැට ගැසීම	ඔහු ලණුවට ගැටයක් ගැසුවේය.	முடிச்சு; முடிச்சிடுதல்	அவர் கயிற்றில் ஒரு முடிச்சு போட்டார்.
2606:今日	今日	今日	අද	අද රැස්වීම දැනටමත් අවලංගු කර ඇත.	இன்று	இன்றைய கூட்டம் ஏற்கனவே ரத்து செய்யப்பட்டது.
2607:紧	紧	紧	තද; ආතතියෙන්	සූට්කේසය ඉතා පිරී ඇති නිසා පියන තදින් වැසී ඇත.	இறுக்கமான; பதட்டமான	சூட்கேஸ் மிகவும் நிரம்பியுள்ளது, மூடி மிகவும் இறுக்கமாக மூடப்பட்டுள்ளது.
2611:紧密	紧密	紧密	සමීප; දැඩි	අංශ දෙක සමීප සහයෝගිතාව පවත්වාගෙන යයි.	நெருக்கமான; இறுக்கமான	இரண்டு துறைகள் நெருக்கமான ஒத்துழைப்பை பராமரிக்கின்றன.
2617:近年来	近年来	近年来	මෑත වසරවලදී	මෑත වසරවලදී මෙම නගරය බොහෝ වෙනස් වී ඇත.	சமீப ஆண்டுகளில்	சமீப ஆண்டுகளில் இந்த நகரம் மிகவும் மாறியுள்ளது.
2618:近期	近期	近期	මෑත කාලය; ළඟ කාලය	ළඟ කාලයේදී අපි නව සැලසුම ප්‍රකාශ කරමු.	சமீப காலம்; அண்மைக் காலம்	அண்மைக் காலத்தில் புதிய ஏற்பாட்டை அறிவிப்போம்.
2619:近日	近日	近日	මෑත දිනවල; ඉදිරි දින කිහිපයේ	මෑත දිනවල උෂ්ණත්වය පැහැදිලිව පහත වැටී ඇත.	சமீபத்தில்; அடுத்த சில நாட்களில்	சமீபத்தில் வெப்பநிலை தெளிவாக குறைந்துள்ளது.
2620:进一步	进一步	进一步	තවදුරටත්; තවත් පියවරක්	පාර්ශ්ව දෙක සහයෝගිතාවේ විස්තර තවදුරටත් සාකච්ඡා කරනු ඇත.	மேலும்; இன்னொரு படி	இரு தரப்பும் ஒத்துழைப்பு விவரங்களை மேலும் விவாதிக்கும்.
2624:惊喜	惊喜	惊喜	සතුටුදායක අහම්බය; පුදුම සතුට	මිතුරන් ඇයට සතුටුදායක අහම්බයක් සූදානම් කළහ.	இனிய அதிர்ச்சி; மகிழ்ச்சி தரும் ஆச்சரியம்	நண்பர்கள் அவளுக்காக ஒரு இனிய அதிர்ச்சியைத் தயார் செய்தனர்.
2626:静	静	静	නිහඬ; ස්ථිර	රෑ ගැඹුරු වූ විට වීදිය ඉතා නිහඬ විය.	அமைதியான; அசைவற்ற	இரவு ஆழ்ந்ததும் தெரு மிகவும் அமைதியாக இருந்தது.
2628:久远	久远	久远	ඉතා දුර අතීතයේ; දීර්ඝ කාලයකට පෙර	මෙම පුරාවෘත්තය ඉතා දුර අතීතයකින් පැමිණේ.	தொலைந்த காலத்தைய; நீண்ட காலத்திற்கு முன்	இந்த புராணக் கதை தொலைந்த காலத்திலிருந்து வருகிறது.
2635:橘子	橘子	橘子	මැන්ඩරින් දොඩම්	ඇය නැවුම් මැන්ඩරින් දොඩම් මල්ලක් මිලදී ගත්තාය.	மாண்டரின் ஆரஞ்சு	அவள் புதிய மாண்டரின் ஆரஞ்சுகளின் ஒரு பையை வாங்கினாள்.
2636:据	据	据	අනුව; පදනම්ව	කාලගුණ අනාවැකියට අනුව හෙට වැසි වැටේ.	படி; அடிப்படையில்	வானிலை அறிக்கையின் படி நாளை மழை பெய்யும்.
2637:距	距	距	දුරින් පිහිටීම; සිට දුර	පාසල බස් නැවතුමෙන් කිලෝමීටර් දෙකක් පමණ දුරින් පිහිටා ඇත.	இருந்து தூரம்; தொலைவில் இருத்தல்	பள்ளி நிலையத்திலிருந்து சுமார் இரண்டு கிலோமீட்டர் தொலைவில் உள்ளது.
2639:剧场	剧场	剧场	රංග ශාලාව	නව රංග ශාලාව ලබන සතියේ නිල වශයෙන් විවෘත වේ.	நாடக அரங்கு; திரையரங்கு	புதிய நாடக அரங்கு அடுத்த வாரம் அதிகாரப்பூர்வமாக திறக்கப்படும்.
2643:具有	具有	具有	තිබීම; සතු වීම	මෙම පොතට ඉහළ යොමු වටිනාකමක් ඇත.	கொண்டிருத்தல்; பெற்றிருத்தல்	இந்த புத்தகத்திற்கு உயர்ந்த மேற்கோள் மதிப்பு உள்ளது.
