hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
916:牙	牙	牙	კბილი	კბილი ცოტა მტკივა.	ատամ	Ատամս մի քիչ ցավում է։
917:牙刷	牙刷	牙刷	კბილის ჯაგრისი	ახალი კბილის ჯაგრისი ვიყიდე.	ատամի խոզանակ	Ես նոր ատամի խոզանակ գնեցի։
918:羊	羊	羊	ცხვარი; თხა	მთაზე რამდენიმე ცხვარია.	ոչխար; այծ	Լեռան վրա մի քանի ոչխար կա։
919:养	养	养	გაზრდა; მოვლა	მის ოჯახს ერთი კატა ჰყავს.	պահել; մեծացնել	Նրա ընտանիքը կատու է պահում։
924:一块儿	一块儿	一块儿	ერთად	ერთად წავიდეთ საჭმელად.	միասին	Եկեք միասին գնանք ուտելու։
926:以后	以后	以后	შემდეგ; მოგვიანებით	გაკვეთილის შემდეგ სახლში მივდივარ.	հետո	Դասից հետո ես տուն եմ գնում։
928:以上	以上	以上	ზემოთ; მეტი	თვრამეტზე უფროსებს ბილეთის ყიდვა შეუძლიათ.	ավելի բարձր; ավելի քան	Տասնութ տարեկանից բարձր մարդիկ կարող են տոմս գնել։
929:以外	以外	以外	გარეთ; გარდა	საკლასო ოთახის გარეთ ძალიან მშვიდია.	դրսում; բացի	Դասասենյակից դուրս շատ հանգիստ է։
931:以下	以下	以下	ქვემოთ; შემდეგი	გთხოვ, შემდეგი შინაარსი ყურადღებით წაიკითხე.	ներքևում; հետևյալը	Խնդրում եմ ուշադիր կարդացեք հետևյալ բովանդակությունը։
937:银行卡	银行卡	银行卡	საბანკო ბარათი	ჩემს საბანკო ბარათს ვერ ვპოულობ.	բանկային քարտ	Ես չեմ կարողանում գտնել իմ բանկային քարտը։
942:邮件	邮件	邮件	ელფოსტა; ფოსტა	მე ელფოსტა გავაგზავნე.	էլեկտրոնային նամակ; փոստ	Ես էլեկտրոնային նամակ ուղարկեցի։
943:游客	游客	游客	ტურისტი; სტუმარი	აქ ყოველდღე ბევრი ტურისტია.	զբոսաշրջիկ; այցելու	Այստեղ ամեն օր շատ զբոսաշրջիկներ կան։
945:邮箱	邮箱	邮箱	ელფოსტის ყუთი	გთხოვ, ფაილი ჩემს ელფოსტის ყუთში გამოგზავნე.	էլեկտրոնային փոստարկղ	Խնդրում եմ ֆայլը ուղարկեք իմ էլեկտրոնային փոստարկղին։
946:有关	有关	有关	დაკავშირებული	ეს წიგნი ჩინურ კულტურასთან არის დაკავშირებული.	կապված	Այս գիրքը կապված է չինական մշակույթի հետ։
948:有用	有用	有用	სასარგებლო	ეს მეთოდი ძალიან სასარგებლოა.	օգտակար	Այս մեթոդը շատ օգտակար է։
952:雨衣	雨衣	雨衣	საწვიმარი	წვიმის დროს საწვიმარი ჩაიცვით.	անձրևանոց վերարկու	Անձրևի ժամանակ խնդրում եմ անձրևանոց վերարկու հագեք։
954:遇见	遇见	遇见	შეხვედრა	გზაზე ჩემს მასწავლებელს შევხვდი.	հանդիպել	Ես ճանապարհին հանդիպեցի իմ ուսուցչին։
955:园	园	园	ბაღი; პარკი	ამ ბაღში ბევრი ყვავილია.	պարտեզ; այգի	Այս պարտեզում շատ ծաղիկներ կան։
956:员	员	员	როლის მქონე ადამიანის აღმნიშვნელი სუფიქსი	ჩემი უფროსი ძმა მიმტანია.	մարդու պաշտոնը նշող վերջածանց	Իմ ավագ եղբայրը մատուցող է։
960:运动会	运动会	运动会	სპორტული შეჯიბრება	სკოლა მომავალ კვირას სპორტულ შეჯიბრებას გამართავს.	սպորտային հանդիպում	Դպրոցը հաջորդ շաբաթ սպորտային հանդիպում կանցկացնի։
961:运动员	运动员	运动员	სპორტსმენი	ეს სპორტსმენი ძალიან სწრაფად დარბის.	մարզիկ	Այս մարզիկը շատ արագ է վազում։
964:怎么办	怎么办	怎么办	რა უნდა ქნა; როგორ მოვიქცეთ	არ ვიცი, რა უნდა გავაკეთო.	ինչ անել	Ես չգիտեմ՝ ինչ անել։
965:怎样	怎样	怎样	როგორ; როგორი	ამ მეთოდზე რას ფიქრობ?	ինչպես; ինչպիսի	Ի՞նչ ես մտածում այս մեթոդի մասին։
973:照相	照相	照相	ფოტოს გადაღება	შესასვლელთან ფოტოს ვიღებთ.	լուսանկարվել	Մենք մուտքի մոտ լուսանկարվում ենք։
974:直到	直到	直到	მდე	საღამომდე სახლში არ წავედი.	մինչև	Ես մինչև երեկո տուն չգնացի։
976:纸	纸	纸	ქაღალდი	მაგიდაზე ერთი ფურცელი ქაღალდია.	թուղթ	Սեղանի վրա թղթի մի կտոր կա։
977:只能	只能	只能	მხოლოდ შეუძლია	დღეს წვიმს, ამიტომ მხოლოდ სახლში დარჩენა შეგვიძლია.	միայն կարողանալ	Այսօր անձրև է գալիս, ուստի մենք կարող ենք միայն տանը մնալ։
978:只是	只是	只是	მხოლოდ; უბრალოდ	უბრალოდ მინდა დაგეხმარო.	միայն; պարզապես	Ես պարզապես ուզում եմ քեզ օգնել։
980:只有	只有	只有	მხოლოდ არის	აქ მხოლოდ ერთი ოთახია.	միայն կա	Այստեղ միայն մեկ սենյակ կա։
981:中	中	中	შიგნით; შორის	ფოტოში სამი ადამიანია.	մեջ; շրջանում	Լուսանկարում երեք մարդ կա։
989:住院	住院	住院	საავადმყოფოში დაწოლა	ბაბუა საავადმყოფოშია.	հիվանդանոցում պառկել	Պապիկը հիվանդանոցում է։
990:字典	字典	字典	ლექსიკონი	ახალი სიტყვების მოსაძებნად ლექსიკონს ვიყენებ.	բառարան	Ես նոր բառեր փնտրելու համար բառարան եմ օգտագործում։
992:子	子	子	არსებით სახელებში გამოყენებული სუფიქსი	მაგიდაზე ერთი წიგნია.	գոյականներում օգտագործվող վերջածանց	Սեղանի վրա գիրք կա։
993:总	总	总	ყოველთვის; ზოგადად	ის სკოლაში ყოველთვის ძალიან ადრე მიდის.	միշտ; ընդհանուր առմամբ	Նա միշտ շատ շուտ է դպրոց գալիս։
999:做客	做客	做客	სტუმრად ყოფნა	ამ შაბათ-კვირას მეგობრის სახლში სტუმრად მივდივარ.	հյուր գնալ	Այս հանգստյան օրերին ես ընկերոջս տուն հյուր եմ գնում։
