source_headword	KM	example_KM
glorious	រុងរឿង	ក្រុមនេះទទួលបានជ័យជម្នះដ៏រុងរឿង។
glory	សិរីរុងរឿង	នាងបានស្រមៃពីសិរីរុងរឿងនៅអូឡាំពិក។
governance	អភិបាលកិច្ច	អភិបាលកិច្ចល្អទាមទារឱ្យមានតម្លាភាព។
grace	ភាពសមរម្យ	នាងបានទទួលយកបរាជ័យដោយភាពសមរម្យ។
grasp	យល់	គាត់បរាជ័យក្នុងការយល់ពីគោលគំនិតនេះ។
grave (for dead person)	ផ្នូរ	ផ្នូរត្រូវបានគ្របដណ្តប់ដោយផ្កា។
grave (serious)	ធ្ងន់ធ្ងរ	ស្ថានភាពនៅតែធ្ងន់ធ្ងរ។
gravity	ទំនាញ	ទំនាញផែនដីទាញវត្ថុមកផែនដី។
grid	បណ្តាញក្រឡា	ផែនទីប្រើបណ្តាញក្រឡាសាមញ្ញ។
grief	សេចក្តីសោកសង្រេង	សេចក្តីសោកសង្រេងបានផ្លាស់ប្តូរគ្រួសារទាំងមូលរបស់គាត់។
grin	ស្នាមញញឹមធំ	ក្មេងប្រុសនោះបានញញឹមយ៉ាងធំ។
grind	កិន	កម្មករកិនគ្រាប់កាហ្វេជារៀងរាល់ព្រឹក។
grip	ការចាប់កាន់	ចាប់កាន់ខ្សែពួរឱ្យតឹង។
gross	សរុប	ប្រាក់ចំណូលសរុបបានកើនឡើងយ៉ាងខ្លាំង។
guerrilla	ទ័ពព្រៃ	អ្នកប្រយុទ្ធទ័ពព្រៃបានលាក់ខ្លួននៅតាមភ្នំ។
guidance	ការណែនាំ	មគ្គុទ្ទេសក៍ផ្តល់នូវការណែនាំជាក់ស្តែង។
guilt	កំហុស	នាងមានអារម្មណ៍មានកំហុសបន្ទាប់ពីនិយាយកុហក។
gut	សភាវគតិ	ជឿជាក់លើសភាវគតិរបស់អ្នកក្នុងជម្រើសដ៏លំបាក។
hail	កោតសរសើរ	អ្នកភូមិកោតសរសើរវេជ្ជបណ្ឌិតថាជាវីរបុរស។
halfway	ពាក់កណ្តាលផ្លូវ	យើងបានឈប់នៅពាក់កណ្តាលផ្លូវឡើងភ្នំ។
halt	បញ្ឈប់	រថភ្លើងបានឈប់ភ្លាមៗ។
handful	ចំនួនតិចតួច	អ្នកស្ម័គ្រចិត្តមួយចំនួនតូចបានស្នាក់នៅយឺត។
handling	ការចាត់ចែង	ការចាត់ចែងត្រឹមត្រូវការពារការខូចខាត។
handy	ងាយស្រួលប្រើ	ឧបករណ៍នេះងាយស្រួលប្រើសម្រាប់ការជួសជុល។
harassment	ការបៀតបៀន	ក្រុមហ៊ុនបានស៊ើបអង្កេតពាក្យបណ្តឹងស្តីពីការបៀតបៀន។
hardware	គ្រឿងរឹង	ហាងនេះលក់គ្រឿងរឹងកុំព្យូទ័រ។
harmony	ភាពចុះសម្រុងគ្នា	ក្រុមចម្រៀងបានច្រៀងដោយភាពចុះសម្រុងគ្នាឥតខ្ចោះ។
harsh	ធ្ងន់ធ្ងរ	ចៅក្រមបានផ្តល់ការកាត់ទោសយ៉ាងធ្ងន់ធ្ងរ។
harvest	ការប្រមូលផល	ការប្រមូលផលចាប់ផ្តើមនៅខែកញ្ញា។
haunt	លងបន្លាច	ការចងចាំនោះនៅតែបន្តលងបន្លាចគាត់។
hazard	គ្រោះថ្នាក់	ទឹកកកគឺជាគ្រោះថ្នាក់ចរាចរណ៍ដ៏ធ្ងន់ធ្ងរ។
heighten	បង្កើន	សុន្ទរកថាអាចបង្កើនភាពតានតឹង។
heritage	បេតិកភណ្ឌ	ប្រាសាទនេះគឺជាផ្នែកមួយនៃបេតិកភណ្ឌក្នុងស្រុក។
hierarchy	ឋានានុក្រម	ឋានានុក្រមការិយាល័យត្រូវបានកំណត់យ៉ាងច្បាស់។
high-profile	ដែលមានការចាប់អារម្មណ៍ខ្ពស់	ការជំនុំជម្រះដែលមានការចាប់អារម្មណ៍ខ្ពស់បានទាក់ទាញអ្នកយកព័ត៌មាន។
hint	តម្រុយ	នាងបានផ្តល់ឱ្យខ្ញុំនូវតម្រុយដ៏មានប្រយោជន៍មួយ។
homeland	មាតុភូមិ	គាត់បានត្រឡប់ទៅមាតុភូមិរបស់គាត់វិញ។
hopeful	សង្ឃឹម	វេជ្ជបណ្ឌិតមានសង្ឃឹមចំពោះការជាសះស្បើយ។
horizon	ជើងមេឃ	ព្រះអាទិត្យបានបាត់នៅក្រោមជើងមេឃ។
horn	ស៊ីផ្លេ	ស៊ីផ្លេរថយន្តបានដាស់អ្នកគ្រប់គ្នា។
hostage	ចំណាប់ខ្មាំង	ចំណាប់ខ្មាំងបានត្រឡប់មកផ្ទះវិញ។
hostile	អរិភាព	ហ្វូងមនុស្សបានក្លាយជាមានអរិភាព។
hostility	ភាពជាសត្រូវ	ភាពជាសត្រូវបើកចំហបានបញ្ចប់ការពិភាក្សា។
humanitarian	មនុស្សធម៌	បេសកកម្មមនុស្សធម៌បានផ្តល់អាហារ។
humanity	មនុស្សជាតិ	មនុស្សជាតិប្រឈមមុខនឹងបញ្ហារួម។
humble	សុភាពរាបទាប	នាងនៅតែមានភាពសុភាពរាបទាបបន្ទាប់ពីទទួលបានជោគជ័យ។
hydrogen	អ៊ីដ្រូសែន	អ៊ីដ្រូសែនឆេះយ៉ាងងាយស្រួល។
identification	អត្តសញ្ញាណប័ណ្ណ	អត្តសញ្ញាណប័ណ្ណត្រូវបានទាមទារនៅច្រកចូល។
ideological	មនោគមវិជ្ជា	ជម្លោះនេះមានឫសគល់មនោគមវិជ្ជា។
ideology	មនោគមវិជ្ជា	មនោគមវិជ្ជារបស់គាត់បានជះឥទ្ធិពលដល់រាល់សុន្ទរកថា។
idiot	មនុស្សល្ងង់	កុំហៅនរណាម្នាក់ថាមនុស្សល្ងង់។
ignorance	ភាពល្ងង់ខ្លៅ	ភាពល្ងង់ខ្លៅអាចរាលដាលការភ័យខ្លាច។
imagery	រូបភាព	កំណាព្យនេះប្រើរូបភាពរស់រវើក។
immense	ធំធេង	គម្រោងនេះទាមទារការខិតខំប្រឹងប្រែងយ៉ាងធំធេង។
imminent	ជិតមកដល់	ព្យុះមួយហាក់ដូចជាជិតមកដល់ហើយ។
implementation	ការអនុវត្ត	ការអនុវត្តច្បាប់គឺយឺត។
imprison	ដាក់គុក	របបនេះបានព្យាយាមដាក់គុកអ្នករិះគន់។
imprisonment	ការជាប់ពន្ធនាគារ	ការជាប់ពន្ធនាគាររបស់គាត់មានរយៈពេលប្រាំឆ្នាំ។
inability	អសមត្ថភាព	អសមត្ថភាពរបស់នាងក្នុងការផ្តោតអារម្មណ៍ធ្វើឱ្យគ្រូបារម្ភ។
inadequate	មិនគ្រប់គ្រាន់	ជម្រកនេះមានកំដៅមិនគ្រប់គ្រាន់។
inappropriate	មិនសមរម្យ	រឿងកំប្លែងរបស់គាត់គឺមិនសមរម្យទេ។
incidence	អត្រាកើតមាន	អត្រាកើតមាននៃជំងឺផ្តាសាយបានកើនឡើង។
inclined	មានទំនោរ	នាងមានទំនោរយល់ព្រម។
inclusion	ការដាក់បញ្ចូល	សាលារៀនលើកកម្ពស់ការដាក់បញ្ចូល។
