hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
714:姐妹	姐妹	姐妹	sestry	Jsou sestry.	sestry	Sú sestry.	nővérek; lánytestvérek	Ők lánytestvérek.	surori	Ele sunt surori.	сестри	Те са сестри.	sestre	One su sestre.
716:斤	斤	斤	ťin; jednotka půl kilogramu	Koupil jsem asi kilogram jablek.	ťin; jednotka pol kilogramu	Kúpil som asi kilogram jabĺk.	jin; félkilós egység	Vettem körülbelül egy kiló almát.	jin; unitate de jumătate de kilogram	Am cumpărat aproximativ un kilogram de mere.	дзин; мярка от половин килограм	Купих около килограм ябълки.	jin; jedinica od pola kilograma	Kupio sam oko kilogram jabuka.
720:酒	酒	酒	alkohol; lihovina	Táta večer nepije alkohol.	alkohol; liehovina	Otec večer nepije alkohol.	alkohol; szeszes ital	Apa este nem iszik alkoholt.	alcool; băutură alcoolică	Tata nu bea alcool seara.	алкохол; спиртна напитка	Татко вечер не пие алкохол.	alkohol; žestoko piće	Tata navečer ne pije alkohol.
722:句	句	句	věta; číslovka pro věty	Prosím, řekni ještě jednu větu.	veta; počítadlo pre vety	Prosím, povedz ešte jednu vetu.	mondat; mondatok számlálószava	Kérlek, mondj még egy mondatot.	propoziție; clasificator pentru propoziții	Te rog mai spune o propoziție.	изречение; мерна дума за изречения	Моля, кажи още едно изречение.	rečenica; brojna riječ za rečenice	Molim te, reci još jednu rečenicu.
725:卡	卡	卡	karta; kartička	Moje karta je v tašce.	karta; kartička	Moja karta je v taške.	kártya	A kártyám a táskámban van.	card; cartelă	Cardul meu este în geantă.	карта; картонче	Картата ми е в чантата.	kartica; karta	Moja kartica je u torbi.
726:开花	开花	开花	kvést	Na jaře všechny stromy kvetou.	kvitnúť	Na jar všetky stromy kvitnú.	virágozni	Tavasszal minden fa virágzik.	a înflori	Primăvara toți copacii înfloresc.	цъфтя	През пролетта всички дървета цъфтят.	cvjetati	U proljeće sva stabla cvjetaju.
727:开会	开会	开会	mít schůzi; jednat	Odpoledne ve tři mám schůzi.	mať poradu; rokovať	O tretej popoludní mám poradu.	értekezletet tartani; megbeszélésen lenni	Délután háromkor értekezletem van.	a avea o ședință	Am o ședință la trei după-amiaza.	имам събрание; провеждам среща	Имам събрание в три следобед.	imati sastanak	Popodne u tri imam sastanak.
728:开机	开机	开机	zapnout; spustit	Počítač se spouští velmi pomalu.	zapnúť; spustiť	Počítač sa spúšťa veľmi pomaly.	bekapcsolni; elindítani	A számítógép nagyon lassan indul el.	a porni; a deschide	Calculatorul pornește foarte încet.	включвам; стартирам	Компютърът се включва много бавно.	uključiti; pokrenuti	Računalo se pokreće vrlo sporo.
730:看来	看来	看来	zdá se; vypadá to	Vypadá to, že dnes bude pršet.	zdá sa; vyzerá to	Vyzerá to, že dnes bude pršať.	úgy tűnik; látszólag	Úgy tűnik, ma esni fog.	se pare; aparent	Se pare că astăzi va ploua.	изглежда; явно	Изглежда, че днес ще вали.	čini se; izgleda	Čini se da će danas padati kiša.
731:可	可	可	opravdu; velmi	Je opravdu šťastný.	naozaj; veľmi	Je naozaj šťastný.	igazán; nagyon	Nagyon boldog.	chiar; foarte	El este chiar fericit.	наистина; много	Той е наистина щастлив.	stvarno; vrlo	On je stvarno sretan.
736:课本	课本	课本	učebnice	Prosím, otevři učebnici.	učebnica	Prosím, otvor učebnicu.	tankönyv	Kérlek, nyisd ki a tankönyvet.	manual; carte de curs	Te rog deschide manualul.	учебник	Моля, отвори учебника.	udžbenik	Molim te, otvori udžbenik.
738:课文	课文	课文	text lekce	Tento text lekce není těžký.	text lekcie	Tento text lekcie nie je ťažký.	leckeszöveg	Ez a leckeszöveg nem nehéz.	text de lecție	Acest text de lecție nu este dificil.	текст на урок	Този текст от урока не е труден.	tekst lekcije	Ovaj tekst lekcije nije težak.
746:老人	老人	老人	starší člověk	Tento starší člověk potřebuje pomoc.	starší človek	Tento starší človek potrebuje pomoc.	idős ember	Ennek az idős embernek segítségre van szüksége.	persoană în vârstă	Această persoană în vârstă are nevoie de ajutor.	възрастен човек	Този възрастен човек има нужда от помощ.	starija osoba	Ovoj starijoj osobi treba pomoć.
751:练	练	练	cvičit; procvičovat	Každý den procvičuji čínštinu.	cvičiť; precvičovať	Každý deň precvičujem čínštinu.	gyakorolni	Minden nap gyakorlom a kínait.	a exersa; a practica	Exersez chineza în fiecare zi.	упражнявам; тренирам	Всеки ден упражнявам китайски.	vježbati	Svaki dan vježbam kineski.
755:聊	聊	聊	povídat si; popovídat si	Chci si s tebou popovídat.	rozprávať sa; porozprávať sa	Chcem sa s tebou porozprávať.	beszélgetni	Szeretnék beszélgetni veled.	a discuta; a sta de vorbă	Vreau să stau de vorbă cu tine.	разговарям; побъбрям	Искам да поговоря с теб.	razgovarati; čavrljati	Želim razgovarati s tobom.
756:聊天儿	聊天儿	聊天儿	povídat si; chatovat	Večer si spolu povídáme.	rozprávať sa; četovať	Večer sa spolu rozprávame.	csevegni; beszélgetni	Este együtt beszélgetünk.	a discuta; a sta la povești	Seara stăm de vorbă împreună.	бъбря; разговарям	Вечер разговаряме заедно.	ćaskati; razgovarati	Navečer zajedno razgovaramo.
760:留学生	留学生	留学生	zahraniční student	Je to zahraniční student z Japonska.	zahraničný študent	Je to zahraničný študent z Japonska.	külföldi diák; nemzetközi hallgató	Ő Japánból érkezett külföldi diák.	student internațional; student străin	El este un student străin din Japonia.	чуждестранен студент	Той е чуждестранен студент от Япония.	strani student; međunarodni student	On je strani student iz Japana.
761:楼梯	楼梯	楼梯	schody	Prosím, vyjdi nahoru po schodech.	schody	Prosím, vyjdi hore po schodoch.	lépcső	Kérlek, menj fel a lépcsőn.	scări	Te rog urcă pe scări.	стълби	Моля, качи се по стълбите.	stube; stepenice	Molim te, idi gore stubama.
762:路边	路边	路边	kraj silnice; u krajnice	Zaparkoval auto u kraje silnice.	okraj cesty; pri ceste	Zaparkoval auto pri kraji cesty.	út széle	Az út szélén parkolta le az autót.	marginea drumului	El a parcat mașina la marginea drumului.	край пътя; пътна отбивка	Той паркира колата край пътя.	rub ceste; kraj ceste	Parkirao je auto uz rub ceste.
763:路口	路口	路口	křižovatka	Čekám na tebe na křižovatce.	križovatka	Čakám ťa na križovatke.	kereszteződés	A kereszteződésnél várlak.	intersecție	Te aștept la intersecție.	кръстовище	Чакам те на кръстовището.	raskrižje	Čekam te na raskrižju.
765:马路	马路	马路	silnice; ulice	Buď opatrný při přecházení silnice.	cesta; ulica	Pri prechádzaní cesty buď opatrný.	út; utca	Légy óvatos, amikor átkelsz az úton.	drum; stradă	Fii atent când traversezi strada.	път; улица	Бъди внимателен, когато пресичаш улицата.	cesta; ulica	Budi oprezan kad prelaziš cestu.
770:面前	面前	面前	před; tváří v tvář	Učitel stojí před žáky.	pred; zoči-voči	Učiteľ stojí pred žiakmi.	előtt	A tanár a diákok előtt áll.	în fața	Profesorul stă în fața elevilor.	пред	Учителят стои пред учениците.	ispred	Učitelj stoji ispred učenika.
772:名单	名单	名单	seznam jmen	Prosím, napiš své jméno na seznam.	zoznam mien	Prosím, napíš svoje meno na zoznam.	névlista	Kérlek, írd fel a neved a listára.	listă de nume	Te rog scrie-ți numele pe listă.	списък с имена	Моля, напиши името си в списъка.	popis imena	Molim te, upiši svoje ime na popis.
773:名人	名人	名人	slávná osoba; celebrita	V tomto městě je mnoho slavných lidí.	slávna osoba; celebrita	V tomto meste je veľa slávnych ľudí.	híres ember; híresség	Ebben a városban sok híres ember van.	persoană celebră; celebritate	În acest oraș sunt multe persoane celebre.	известен човек; знаменитост	В този град има много известни хора.	poznata osoba; slavna osoba	U ovom gradu ima mnogo poznatih ljudi.
776:南方	南方	南方	jih; jižní oblast	Zimy na jihu nejsou moc chladné.	juh; južný región	Zimy na juhu nie sú veľmi chladné.	dél; déli vidék	Délen a telek nem túl hidegek.	sud; regiune sudică	Iernile în sud nu sunt prea reci.	юг; южен район	Зимите на юг не са много студени.	jug; južna regija	Zime na jugu nisu jako hladne.
778:难看	难看	难看	ošklivý; nepěkný	Tento kus oblečení je trochu ošklivý.	škaredý; nepekný	Tento kus oblečenia je trochu škaredý.	csúnya; kellemetlen látvány	Ez a ruhadarab kicsit csúnya.	urât; neplăcut la vedere	Această haină este puțin urâtă.	грозен; неприятен на вид	Тази дреха е малко грозна.	ružan; neugodan za gledanje	Ovaj komad odjeće je malo ružan.
780:男生	男生	男生	student; chlapec	Ten chlapec právě hraje basketbal.	žiak; chlapec	Ten chlapec práve hrá basketbal.	fiú diák; fiú	Az a fiú éppen kosárlabdázik.	elev băiat; băiat	Acel băiat joacă baschet.	ученик; момче	Това момче играе баскетбол.	učenik; dječak	Taj dječak igra košarku.
781:难题	难题	难题	těžký problém; obtížný úkol	Tento těžký úkol neumím vyřešit.	ťažký problém; ťažká úloha	Túto ťažkú úlohu neviem vyriešiť.	nehéz feladat; nehéz probléma	Nem tudom megoldani ezt a nehéz feladatot.	problemă dificilă; sarcină grea	Nu pot rezolva această problemă dificilă.	трудна задача; сложен проблем	Не мога да реша тази трудна задача.	težak problem; težak zadatak	Ne mogu riješiti ovaj težak zadatak.
782:难听	难听	难听	nepříjemný na poslech	Ten zvuk je nepříjemný na poslech.	nepríjemný na počutie	Ten zvuk je nepríjemný na počutie.	kellemetlen hangzású	Ez a hang kellemetlen.	neplăcut la auz	Acest sunet este neplăcut la auz.	неприятен за слушане	Този звук е неприятен.	neugodan za slušanje	Taj zvuk je neugodan za slušanje.
785:牛	牛	牛	kráva; vůl	Tato kráva je velmi velká.	krava; vôl	Táto krava je veľmi veľká.	tehén; ökör	Ez a tehén nagyon nagy.	vacă; bou	Această vacă este foarte mare.	крава; вол	Тази крава е много голяма.	krava; vol	Ova krava je vrlo velika.
788:女生	女生	女生	studentka; dívka	Ta dívka velmi pěkně zpívá.	žiačka; dievča	Toto dievča veľmi pekne spieva.	lány diák; lány	Ez a lány nagyon szépen énekel.	elevă; fată	Această fată cântă foarte frumos.	ученичка; момиче	Това момиче пее много хубаво.	učenica; djevojka	Ova djevojka jako lijepo pjeva.
789:爬	爬	爬	lézt; šplhat	Dítě leze po schodech.	liezť; šplhať	Dieťa lezie po schodoch.	mászni	A gyerek a lépcsőn mászik.	a urca; a se cățăra	Copilul urcă scările.	катеря се; пълзя	Детето се качва по стълбите.	penjati se	Dijete se penje stubama.
790:怕	怕	怕	bát se	Bojím se tmy.	báť sa	Bojím sa tmy.	félni	Félek a sötéttől.	a se teme	Mi-e frică de întuneric.	страхувам се	Страх ме е от тъмното.	bojati se	Bojim se mraka.
791:拍照	拍照	拍照	fotit; fotografovat	Fotí se v parku.	fotiť; fotografovať	Fotia sa v parku.	fényképezni	Ők a parkban fényképeznek.	a face fotografii; a fotografia	Ei fac poze în parc.	снимам	Те снимат в парка.	fotografirati; slikati	Oni se fotografiraju u parku.
801:起	起	起	vstát; zvednout se	Prosím, vstaň trochu dřív.	vstať; zdvihnúť sa	Prosím, vstaň trochu skôr.	felkelni; felemelkedni	Kérlek, kelj fel egy kicsit korábban.	a se trezi; a se ridica	Te rog trezește-te puțin mai devreme.	ставам; издигам се	Моля, стани малко по-рано.	ustati; podići se	Molim te, ustani malo ranije.
803:汽车	汽车	汽车	auto; automobil	Toto auto je velmi nové.	auto; automobil	Toto auto je veľmi nové.	autó; személygépkocsi	Ez az autó nagyon új.	mașină; automobil	Această mașină este foarte nouă.	автомобил; кола	Тази кола е много нова.	auto; automobil	Ovaj auto je vrlo nov.
804:铅笔	铅笔	铅笔	tužka	Píšu tužkou.	ceruzka	Píšem ceruzkou.	ceruza	Ceruzával írok.	creion	Scriu cu creionul.	молив	Пиша с молив.	olovka	Pišem olovkom.
805:前年	前年	前年	předloni	Předloni jsem byl v Kantonu.	predvlani	Predvlani som bol v Kantone.	tavalyelőtt	Tavalyelőtt Kantonban jártam.	acum doi ani; anul de dinaintea celui trecut	Acum doi ani am fost la Guangzhou.	предминалата година	Предминалата година бях в Гуанджоу.	pretprošle godine	Pretprošle godine bio sam u Guangzhouu.
806:前天	前天	前天	předevčírem	Předevčírem jsem ho viděl.	predvčerom	Predvčerom som ho videl.	tegnapelőtt	Tegnapelőtt láttam őt.	alaltăieri	L-am văzut alaltăieri.	завчера	Видях го завчера.	prekjučer	Vidio sam ga prekjučer.
809:请客	请客	请客	pozvat; platit útratu	Dnes zvu já.	pozvať; zaplatiť	Dnes pozývam ja.	meghívni; fizetni	Ma én hívlak meg.	a face cinste; a invita	Astăzi fac eu cinste.	черпя; каня за моя сметка	Днес аз черпя.	počastiti; pozvati	Danas ja častim.
810:秋天	秋天	秋天	podzim	Na podzim je počasí příjemné.	jeseň	Na jeseň je počasie príjemné.	ősz	Ősszel kellemes az idő.	toamnă	Vremea este plăcută toamna.	есен	През есента времето е приятно.	jesen	Vrijeme je ugodno u jesen.
811:球场	球场	球场	sportovní hřiště; kurt	Na hřišti je mnoho studentů.	športové ihrisko; kurt	Na ihrisku je veľa študentov.	sportpálya; labdapálya	A sportpályán sok diák van.	teren de sport; teren de joc	Pe terenul de sport sunt mulți elevi.	спортно игрище; площадка	На игрището има много ученици.	sportsko igralište; teren	Na sportskom terenu ima mnogo učenika.
815:认得	认得	认得	poznat; rozeznat	Poznávám tohoto učitele.	poznať; rozoznať	Poznávam tohto učiteľa.	felismerni	Felismerem ezt a tanárt.	a recunoaște	Îl recunosc pe acest profesor.	разпознавам; познавам	Разпознавам този учител.	prepoznati	Prepoznajem ovog učitelja.
821:扫	扫	扫	zametat	Prosím, zameť podlahu dočista.	zametať	Prosím, pozametaj podlahu dočista.	seperni	Kérlek, seperd tisztára a padlót.	a mătura	Te rog mătură podeaua bine.	мета; помитам	Моля, измети пода чисто.	mesti	Molim te, pometi pod.
823:山	山	山	hora	Tato hora je velmi vysoká.	hora	Táto hora je veľmi vysoká.	hegy	Ez a hegy nagyon magas.	munte	Acest munte este foarte înalt.	планина	Тази планина е много висока.	planina	Ova planina je vrlo visoka.
824:上衣	上衣	上衣	vrchní díl oblečení; svršek	Tento vršek je nový.	vrchný diel oblečenia; zvršok	Tento vrchný diel je nový.	felső; felső ruhadarab	Ez a felső új.	bluză; haină de sus	Această bluză este nouă.	горна дреха	Тази горна дреха е нова.	gornji dio odjeće	Ovaj gornji dio odjeće je nov.
826:身边	身边	身边	po boku; kolem sebe	Mám kolem sebe mnoho přátel.	po boku; okolo seba	Mám okolo seba veľa priateľov.	mellett; körülötte	Sok barát van körülöttem.	lângă; în jurul cuiva	Am mulți prieteni în jurul meu.	до себе си; около себе си	Около мен има много приятели.	uz sebe; oko sebe	Imam mnogo prijatelja oko sebe.
827:身高	身高	身高	výška; tělesná výška	Jeho výška je metr osmdesát.	výška; telesná výška	Jeho výška je meter osemdesiat.	testmagasság	A testmagassága egy méter nyolcvan.	înălțime	Înălțimea lui este un metru optzeci.	ръст; височина	Ръстът му е един метър и осемдесет.	visina; tjelesna visina	Njegova visina je jedan metar i osamdeset.
828:声	声	声	zvuk; číslovka pro zvuky	Slyšel jsem jedno zazvonění telefonu.	zvuk; počítadlo pre zvuky	Počul som jedno zazvonenie telefónu.	hang; hangok számlálószava	Hallottam egy telefoncsörgést.	sunet; clasificator pentru sunete	Am auzit telefonul sunând o dată.	звук; мерна дума за звуци	Чух един телефонен звън.	zvuk; brojna riječ za zvukove	Čuo sam jedan zvuk telefonskog zvona.
832:市	市	市	město; obec	Žije v městě Peking.	mesto; obec	Žije v meste Peking.	város; önkormányzat	Peking városában él.	oraș; municipiu	El locuiește în municipiul Beijing.	град; община	Той живее в град Пекин.	grad; općina	Živi u gradu Pekingu.
834:室	室	室	místnost; pokoj	Učitel je v kanceláři.	miestnosť; izba	Učiteľ je v kancelárii.	szoba; helyiség	A tanár az irodában van.	cameră; încăpere	Profesorul este în birou.	стая; помещение	Учителят е в кабинета.	soba; prostorija	Učitelj je u uredu.
837:收到	收到	收到	obdržet; dostat	Dostal jsem tvůj e-mail.	dostať; obdržať	Dostal som tvoj e-mail.	megkapni; kapni	Megkaptam az e-mailedet.	a primi	Am primit e-mailul tău.	получавам	Получих имейла ти.	primiti	Dobio sam tvoju e-poštu.
838:受	受	受	utrpět; dostat	Utrpěl lehké zranění.	utrpieť; dostať	Utrpel ľahké zranenie.	elszenvedni; kapni	Könnyebben megsérült.	a suferi; a primi	El a suferit o rană ușoară.	получавам; търпя	Той получи лека травма.	pretrpjeti; dobiti	Lakše se ozlijedio.
844:刷	刷	刷	čistit kartáčkem	Ráno si čistí zuby.	čistiť kefkou	Ráno si čistí zuby.	kefélni; megmosni	Reggel fogat mos.	a peria	El se spală pe dinți dimineața.	четкам; мия с четка	Сутрин той си мие зъбите.	četkati	Ujutro pere zube.
848:四季	四季	四季	čtyři roční období	Tady jsou všechna čtyři roční období krásná.	štyri ročné obdobia	Tu sú všetky štyri ročné obdobia krásne.	négy évszak	Itt mind a négy évszak szép.	patru anotimpuri	Toate cele patru anotimpuri sunt frumoase aici.	четири сезона	Тук всички четири сезона са красиви.	četiri godišnja doba	Ovdje su sva četiri godišnja doba lijepa.
854:体育馆	体育馆	体育馆	sportovní hala; tělocvična	Zápas se koná ve sportovní hale.	športová hala; telocvičňa	Zápas sa koná v športovej hale.	sportcsarnok; tornaterem	A mérkőzést a sportcsarnokban tartják.	sală de sport; gimnaziu	Meciul se desfășoară în sala de sport.	спортна зала; физкултурен салон	Състезанието се провежда в спортната зала.	sportska dvorana; gimnazija	Utakmica se održava u sportskoj dvorani.
856:跳	跳	跳	skákat	Skáče velmi vysoko.	skákať	Skáče veľmi vysoko.	ugrani	Nagyon magasra ugrik.	a sări	El sare foarte sus.	скачам	Той скача много високо.	skakati	On skače vrlo visoko.
857:听说	听说	听说	slyšet; doslechnout se	Slyšel jsem, že se zítra vrátí.	počuť; dopočuť sa	Počul som, že sa zajtra vráti.	hallani; úgy hallani	Úgy hallottam, holnap visszajön.	a auzi; a afla	Am auzit că el se întoarce mâine.	чувам; научавам	Чух, че той ще се върне утре.	čuti; saznati	Čuo sam da se sutra vraća.
865:外地	外地	外地	jiné místo; mimo město	Přijel z jiného města pracovat do Pekingu.	iné miesto; mimo mesta	Prišiel z iného mesta pracovať do Pekingu.	más vidék; vidékről érkezett	Más városból jött Pekingbe dolgozni.	alt loc; din afara orașului	El a venit din alt oraș să lucreze la Beijing.	друго място; извън града	Той дойде от друг град да работи в Пекин.	drugo mjesto; izvan grada	Došao je iz drugog grada raditi u Peking.
866:外卖	外卖	外卖	jídlo s sebou; rozvoz jídla	Dnes v poledne jsem si objednal jídlo s rozvozem.	jedlo so sebou; donáška jedla	Dnes na obed som si objednal donášku jedla.	elviteles étel; ételkiszállítás	Ma délben ételt rendeltem.	mâncare la pachet; livrare de mâncare	Astăzi la prânz am comandat mâncare.	храна за вкъщи; доставка на храна	Днес на обяд поръчах храна за вкъщи.	hrana za van; dostava hrane	Danas u podne naručio sam dostavu hrane.
867:外语	外语	外语	cizí jazyk	Umí mluvit dvěma cizími jazyky.	cudzí jazyk	Vie hovoriť dvoma cudzími jazykmi.	idegen nyelv	Két idegen nyelven tud beszélni.	limbă străină	Ea poate vorbi două limbi străine.	чужд език	Тя може да говори два чужди езика.	strani jezik	Ona govori dva strana jezika.
870:晚点	晚点	晚点	mít zpoždění; opozdit se	Vlak měl zpoždění deset minut.	meškať; mať meškanie	Vlak meškal desať minút.	késni; késésben lenni	A vonat tíz percet késett.	a întârzia; întârziat	Trenul a întârziat zece minute.	закъснявам; забавям се	Влакът закъсня с десет минути.	kasniti; biti odgođen	Vlak je kasnio deset minuta.
871:晚会	晚会	晚会	večerní oslava; večírek	Dnes večer je ve škole večírek.	večerná oslava; večierok	Dnes večer je v škole večierok.	esti ünnepség; buli	Ma este ünnepség lesz az iskolában.	petrecere de seară; serbare	Diseară este o petrecere la școală.	вечерно тържество; вечерно парти	Тази вечер в училище има тържество.	večernja zabava; priredba	Večeras je zabava u školi.
881:西北	西北	西北	severozápad	Můj domov je na severozápadě města.	severozápad	Môj domov je na severozápade mesta.	északnyugat	Az otthonom a város északnyugati részén van.	nord-vest	Casa mea este în nord-vestul orașului.	северозапад	Домът ми е в северозападната част на града.	sjeverozapad	Moj dom je na sjeverozapadu grada.
882:西方	西方	西方	západ; Západ	Slunce zapadá na západě.	západ; Západ	Slnko zapadá na západe.	nyugat; Nyugat	A nap nyugaton nyugszik le.	vest; Occident	Soarele apune la vest.	запад; Запад	Слънцето залязва на запад.	zapad; Zapad	Sunce zalazi na zapadu.
884:西南	西南	西南	jihozápad	Park je jihozápadně od školy.	juhozápad	Park je juhozápadne od školy.	délnyugat	A park az iskolától délnyugatra van.	sud-vest	Parcul este la sud-vest de școală.	югозапад	Паркът е на югозапад от училището.	jugozapad	Park je jugozapadno od škole.
886:喜爱	喜爱	喜爱	mít rád; milovat	Dědeček má velmi rád pekingskou operu.	mať rád; milovať	Dedko má veľmi rád pekinskú operu.	nagyon szeret; kedvel	A nagypapa nagyon szereti a pekingi operát.	a iubi; a aprecia mult	Bunicului îi place foarte mult opera din Beijing.	обичам; много харесвам	Дядо много обича пекинската опера.	voljeti; jako voljeti	Djed jako voli pekinšku operu.
887:洗衣机	洗衣机	洗衣机	pračka	Pračka se rozbila.	práčka	Práčka sa pokazila.	mosógép	A mosógép elromlott.	mașină de spălat	Mașina de spălat s-a stricat.	пералня	Пералнята се развали.	perilica rublja	Perilica rublja se pokvarila.
889:夏天	夏天	夏天	léto	V létě rád plavu.	leto	V lete rád plávam.	nyár	Nyáron szeretek úszni.	vară	Îmi place să înot vara.	лято	През лятото обичам да плувам.	ljeto	Ljeti volim plivati.
893:箱子	箱子	箱子	krabice; kufr	V krabici je mnoho knih.	krabica; kufor	V krabici je veľa kníh.	doboz; bőrönd	A dobozban sok könyv van.	cutie; valiză	În cutie sunt multe cărți.	кутия; куфар	В кутията има много книги.	kutija; kovčeg	U kutiji ima mnogo knjiga.
896:相机	相机	相机	fotoaparát	Tento fotoaparát je velmi lehký.	fotoaparát	Tento fotoaparát je veľmi ľahký.	fényképezőgép	Ez a fényképezőgép nagyon könnyű.	aparat foto; cameră foto	Acest aparat foto este foarte ușor.	фотоапарат; камера	Този фотоапарат е много лек.	fotoaparat; kamera	Ovaj fotoaparat je vrlo lagan.
897:小区	小区	小区	obytný areál; sídliště	Bydlím v tomto obytném areálu.	obytný areál; sídlisko	Bývam v tomto obytnom areáli.	lakónegyed; lakópark	Ebben a lakónegyedben lakom.	ansamblu rezidențial; cartier	Locuiesc în acest ansamblu rezidențial.	жилищен комплекс; квартал	Живея в този жилищен комплекс.	stambeno naselje; kvart	Živim u ovom stambenom naselju.
899:校园	校园	校园	kampus; školní areál	Ve školním areálu je mnoho stromů.	kampus; školský areál	V školskom areáli je veľa stromov.	iskolai kampusz; iskola területe	Az iskola területén sok fa van.	campus; teren școlar	Pe terenul școlar sunt mulți copaci.	кампус; училищен двор	В училищния двор има много дървета.	kampus; školski prostor	U školskom prostoru ima mnogo stabala.
901:鞋	鞋	鞋	bota; obuv	Tento pár bot je pohodlný.	topánka; obuv	Tento pár topánok je pohodlný.	cipő	Ez a pár cipő kényelmes.	pantof; încălțăminte	Această pereche de pantofi este confortabilă.	обувка; обувки	Този чифт обувки е удобен.	cipela; obuća	Ovaj par cipela je udoban.
902:心里	心里	心里	v srdci; v mysli	Uvnitř se cítím velmi šťastný.	v srdci; v mysli	Vnútri sa cítim veľmi šťastný.	szívében; belül	Belül nagyon boldognak érzem magam.	în inimă; în suflet	În suflet mă simt foarte fericit.	в сърцето; в душата	В душата си се чувствам много щастлив.	u srcu; u sebi	U sebi se osjećam vrlo sretno.
903:新年	新年	新年	Nový rok	Šťastný Nový rok!	Nový rok	Šťastný nový rok!	újév	Boldog új évet!	Anul Nou	La mulți ani de Anul Nou!	Нова година	Честита Нова година!	Nova godina	Sretna Nova godina!
906:信	信	信	dopis	Napsal jsem dopis příteli.	list	Napísal som list priateľovi.	levél	Írtam egy levelet a barátomnak.	scrisoare	Am scris o scrisoare unui prieten.	писмо	Написах писмо на приятел.	pismo	Napisao sam pismo prijatelju.
909:行李	行李	行李	zavazadla	Moje zavazadla jsou těžká.	batožina	Moja batožina je ťažká.	poggyász	A poggyászom nehéz.	bagaj	Bagajul meu este greu.	багаж	Багажът ми е тежък.	prtljaga	Moja prtljaga je teška.
910:兴趣	兴趣	兴趣	zájem; záliba	Má zájem o hudbu.	záujem; záľuba	Má záujem o hudbu.	érdeklődés; érdeklődési kör	Érdekli a zene.	interes; pasiune	El este interesat de muzică.	интерес	Той има интерес към музиката.	interes; zanimanje	Zanima ga glazba.
911:休假	休假	休假	vzít si dovolenou	Příští měsíc si bere dovolenou.	vziať si dovolenku	Budúci mesiac si berie dovolenku.	szabadságra menni	A jövő hónapban szabadságra megy.	a lua vacanță; a lua concediu	Ea își ia concediu luna viitoare.	вземам отпуск	Следващия месец тя излиза в отпуск.	uzeti godišnji odmor	Sljedeći mjesec ide na odmor.
913:选	选	选	vybrat	Vyber prosím jednu odpověď.	vybrať	Vyber prosím jednu odpoveď.	választani	Kérlek, válassz egy választ.	a alege	Te rog alege un răspuns.	избирам	Моля, избери един отговор.	odabrati; izabrati	Molim te, odaberi jedan odgovor.
916:牙	牙	牙	zub	Trochu mě bolí zub.	zub	Trochu ma bolí zub.	fog	Kicsit fáj a fogam.	dinte	Mă doare puțin dintele.	зъб	Зъбът ме боли малко.	zub	Malo me boli zub.
917:牙刷	牙刷	牙刷	zubní kartáček	Koupil jsem si nový zubní kartáček.	zubná kefka	Kúpil som si novú zubnú kefku.	fogkefe	Vettem egy új fogkefét.	periuță de dinți	Am cumpărat o periuță de dinți nouă.	четка за зъби	Купих си нова четка за зъби.	četkica za zube	Kupio sam novu četkicu za zube.
918:羊	羊	羊	ovce; koza	Na hoře je několik ovcí.	ovca; koza	Na hore je niekoľko oviec.	juh; kecske	A hegyen van néhány juh.	oaie; capră	Pe munte sunt câteva oi.	овца; коза	На планината има няколко овце.	ovca; koza	Na planini ima nekoliko ovaca.
919:养	养	养	chovat; vychovávat	Jeho rodina chová kočku.	chovať; vychovávať	Jeho rodina chová mačku.	tartani; nevelni	A családja tart egy macskát.	a crește; a ține	Familia lui are o pisică.	отглеждам; държа животно	Семейството му отглежда котка.	uzgajati; držati	Njegova obitelj drži mačku.
924:一块儿	一块儿	一块儿	spolu	Pojďme spolu na jídlo.	spolu	Poďme sa spolu najesť.	együtt	Menjünk együtt enni.	împreună	Hai să mergem să mâncăm împreună.	заедно	Да отидем да хапнем заедно.	zajedno	Idemo zajedno jesti.
926:以后	以后	以后	potom; po	Po hodině jdu domů.	potom; po	Po hodine idem domov.	után; később	Óra után hazamegyek.	după; mai târziu	După curs merg acasă.	след; по-късно	След часа се прибирам вкъщи.	nakon; poslije	Nakon sata idem kući.
928:以上	以上	以上	nad; více než	Lidé starší osmnácti let si mohou koupit lístek.	nad; viac ako	Ľudia starší ako osemnásť rokov si môžu kúpiť lístok.	felett; több mint	Tizennyolc év felett lehet jegyet venni.	peste; mai mult de	Persoanele peste optsprezece ani pot cumpăra bilete.	над; повече от	Хора над осемнадесет години могат да купят билет.	iznad; više od	Osobe starije od osamnaest godina mogu kupiti kartu.
929:以外	以外	以外	mimo; kromě	Mimo učebnu je velmi ticho.	mimo; okrem	Mimo triedy je veľmi ticho.	kívül; kivéve	Az osztálytermen kívül nagyon csendes.	în afară de; exceptând	În afara clasei este foarte liniște.	извън; освен	Извън класната стая е много тихо.	izvan; osim	Izvan učionice je vrlo tiho.
