hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
828:声	声	声	ශබ්දය; ශබ්ද සඳහා ගණක පදය	මට දුරකථනය එකවරක් නාද වන ශබ්දය ඇසුණා.	ஒலி; ஒலிக்கான அளவுச்சொல்	தொலைபேசி ஒருமுறை ஒலித்ததை நான் கேட்டேன்.
832:市	市	市	නගරය; නගර සභාව	ඔහු බීජිං නගරයේ ජීවත් වෙයි.	நகரம்; மாநகரம்	அவர் பெய்ஜிங் நகரில் வாழ்கிறார்.
834:室	室	室	කාමරය	ගුරුවරයා කාර්යාල කාමරයේ සිටී.	அறை	ஆசிரியர் அலுவலக அறையில் இருக்கிறார்.
837:收到	收到	收到	ලැබීම	මට ඔබේ විද්‍යුත් තැපෑල ලැබුණා.	பெறுதல்	எனக்கு உங்கள் மின்னஞ்சல் கிடைத்தது.
838:受	受	受	විඳීම; ලැබීම	ඔහුට සුළු තුවාලයක් සිදු විය.	பெறுதல்; அனுபவித்தல்	அவருக்கு சிறிய காயம் ஏற்பட்டது.
844:刷	刷	刷	මැදීම	ඔහු උදේ දත් මදියි.	துலக்குதல்	அவர் காலை பற்களைத் துலக்குகிறார்.
848:四季	四季	四季	ඍතු හතර	මෙහි ඍතු හතරම ලස්සනයි.	நான்கு பருவங்கள்	இங்கே நான்கு பருவங்களும் அழகாக உள்ளன.
854:体育馆	体育馆	体育馆	ක්‍රීඩා ශාලාව	තරගය ක්‍රීඩා ශාලාවේ පැවැත්වේ.	விளையாட்டு அரங்கம்	போட்டி விளையாட்டு அரங்கத்தில் நடக்கிறது.
856:跳	跳	跳	පැනීම	ඔහු ඉතා උසට පනිනවා.	குதித்தல்	அவர் மிகவும் உயரமாக குதிக்கிறார்.
857:听说	听说	听说	අසා තිබීම	ඔහු හෙට ආපසු එන බව මම අසා තිබෙනවා.	கேள்விப்படுதல்	அவர் நாளை திரும்ப வருவார் என்று நான் கேள்விப்பட்டேன்.
865:外地	外地	外地	වෙනත් ප්‍රදේශය	ඔහු වෙනත් ප්‍රදේශයකින් බීජිංට වැඩ කිරීමට ආවා.	வேறு இடம்; வெளியூர்	அவர் வெளியூரிலிருந்து பெய்ஜிங்கில் வேலை செய்ய வந்தார்.
866:外卖	外卖	外卖	බාහිර ආහාර ඇණවුම	අද දවල් මම බාහිර ආහාර ඇණවුම් කළා.	வெளியிலிருந்து உணவு; உணவு விநியோகம்	இன்று மதியம் நான் வெளியிலிருந்து உணவு ஆர்டர் செய்தேன்.
867:外语	外语	外语	විදේශ භාෂාව	ඇයට විදේශ භාෂා දෙකක් කතා කළ හැක.	வெளிநாட்டு மொழி	அவளுக்கு இரண்டு வெளிநாட்டு மொழிகள் பேசத் தெரியும்.
870:晚点	晚点	晚点	ප්‍රමාද වීම	දුම්රිය විනාඩි දහයකින් ප්‍රමාද විය.	தாமதமாகுதல்	ரயில் பத்து நிமிடம் தாமதமானது.
871:晚会	晚会	晚会	සවස උත්සවය	අද රාත්‍රියේ පාසලේ සවස උත්සවයක් තියෙනවා.	மாலை விழா	இன்றிரவு பள்ளியில் மாலை விழா உள்ளது.
881:西北	西北	西北	වයඹ	මගේ ගෙදර නගරයේ වයඹ පැත්තේ තියෙනවා.	வடமேற்கு	என் வீடு நகரத்தின் வடமேற்கில் உள்ளது.
882:西方	西方	西方	බටහිර; බටහිර ලෝකය	ඉර බටහිරින් බැස යයි.	மேற்கு; மேற்குலகம்	சூரியன் மேற்கில் மறைகிறது.
884:西南	西南	西南	නිරිත	උද්‍යානය පාසලේ නිරිත පැත්තේ තියෙනවා.	தென்மேற்கு	பூங்கா பள்ளியின் தென்மேற்கில் உள்ளது.
886:喜爱	喜爱	喜爱	ආදරයෙන් කැමති වීම	සීයා බෙයිජිං ඔපෙරාවට ඉතා කැමතියි.	மிக விரும்புதல்	தாத்தா பெய்ஜிங் நாடகத்தை மிகவும் விரும்புகிறார்.
887:洗衣机	洗衣机	洗衣机	රෙදි සෝදන යන්ත්‍රය	රෙදි සෝදන යන්ත්‍රය කැඩී ඇත.	துவைக்கலை இயந்திரம்	துவைக்கலை இயந்திரம் பழுதாகியுள்ளது.
889:夏天	夏天	夏天	ගිම්හානය	ගිම්හානයේදී මම පිහිනීමට කැමතියි.	கோடைக்காலம்	கோடையில் எனக்கு நீந்துவது பிடிக்கும்.
893:箱子	箱子	箱子	පෙට්ටිය; සූට්කේස්	පෙට්ටියේ පොත් ගොඩක් තියෙනවා.	பெட்டி; பயணப்பெட்டி	பெட்டியில் பல புத்தகங்கள் உள்ளன.
896:相机	相机	相机	කැමරාව	මෙම කැමරාව ඉතා සැහැල්ලුයි.	கேமரா	இந்த கேமரா மிகவும் இலகுவானது.
897:小区	小区	小区	නේවාසික ප්‍රදේශය	මම මෙම නේවාසික ප්‍රදේශයේ ජීවත් වෙමි.	குடியிருப்பு வளாகம்	நான் இந்த குடியிருப்பு வளாகத்தில் வசிக்கிறேன்.
899:校园	校园	校园	පාසල් භූමිය	පාසල් භූමියේ ගස් බොහෝ ඇත.	வளாகம்	வளாகத்தில் பல மரங்கள் உள்ளன.
901:鞋	鞋	鞋	සපත්තුව	මෙම සපත්තු යුගලය පහසුයි.	காலணி	இந்த காலணி ஜோடி வசதியாக உள்ளது.
902:心里	心里	心里	හදවතේ; සිතේ	මගේ සිතේ ඉතා සතුටක් දැනෙනවා.	மனதில்; உள்ளத்தில்	என் மனதில் மிகவும் மகிழ்ச்சியாக உணர்கிறேன்.
903:新年	新年	新年	අලුත් අවුරුද්ද	සුබ අලුත් අවුරුද්දක්!	புத்தாண்டு	புத்தாண்டு வாழ்த்துகள்!
906:信	信	信	ලිපිය	මම මිතුරෙකුට ලිපියක් ලිව්වා.	கடிதம்	நான் ஒரு நண்பருக்கு கடிதம் எழுதினேன்.
909:行李	行李	行李	ගමන් මලු	මගේ ගමන් මලු බරයි.	சுமை; பயணப்பைகள்	என் பயணப்பைகள் கனமாக உள்ளன.
910:兴趣	兴趣	兴趣	උනන්දුව	ඔහුට සංගීතය ගැන උනන්දුවක් තියෙනවා.	ஆர்வம்	அவருக்கு இசையில் ஆர்வம் உள்ளது.
911:休假	休假	休假	නිවාඩු ගැනීම	ඇය ලබන මාසයේ නිවාඩු ගන්නවා.	விடுப்பு எடுதல்	அவள் அடுத்த மாதம் விடுப்பு எடுக்கிறாள்.
913:选	选	选	තෝරා ගැනීම	කරුණාකර පිළිතුරක් තෝරන්න.	தேர்வு செய்தல்	தயவுசெய்து ஒரு பதிலைத் தேர்வு செய்யுங்கள்.
916:牙	牙	牙	දත	මගේ දත ටිකක් රිදෙනවා.	பல்	என் பல் கொஞ்சம் வலிக்கிறது.
917:牙刷	牙刷	牙刷	දත් බුරුසුව	මම නව දත් බුරුසුවක් මිලදී ගත්තා.	பல் துலக்கி	நான் புதிய பல் துலக்கி வாங்கினேன்.
918:羊	羊	羊	බැටළුවා; එළුවා	කන්දේ බැටළුවන් කිහිප දෙනෙක් සිටිති.	ஆடு; செம்மறியாடு	மலையில் சில ஆடுகள் உள்ளன.
919:养	养	养	ඇති කිරීම; පෝෂණය කිරීම	ඔහුගේ පවුලේ බළලෙක් ඇති කරනවා.	வளர்த்தல்	அவருடைய குடும்பம் ஒரு பூனை வளர்க்கிறது.
924:一块儿	一块儿	一块儿	එකට	අපි එකට කෑමට යමු.	சேர்ந்து	நாம் சேர்ந்து சாப்பிடப் போகலாம்.
926:以后	以后	以后	පසුව; ඉන් පසු	පන්තියෙන් පසු මම ගෙදර යනවා.	பிறகு	வகுப்புக்குப் பிறகு நான் வீட்டிற்கு செல்கிறேன்.
928:以上	以上	以上	ඉහළ; වඩා වැඩි	දහඅටට වැඩි පුද්ගලයන්ට ටිකට් මිලදී ගත හැක.	மேல்; அதற்கு மேல்	பதினெட்டுக்கு மேற்பட்டவர்கள் டிக்கெட் வாங்கலாம்.
929:以外	以外	以外	පිටත; හැර	පන්ති කාමරයෙන් පිටත ඉතා නිහඬයි.	வெளியே; தவிர	வகுப்பறைக்கு வெளியே மிகவும் அமைதியாக உள்ளது.
931:以下	以下	以下	පහත; පහත සඳහන්	කරුණාකර පහත අන්තර්ගතය සැලකිල්ලෙන් කියවන්න.	கீழே; பின்வரும்	தயவுசெய்து பின்வரும் உள்ளடக்கத்தை கவனமாகப் படிக்கவும்.
937:银行卡	银行卡	银行卡	බැංකු කාඩ්පත	මට මගේ බැංකු කාඩ්පත හොයාගන්න බැහැ.	வங்கி அட்டை	என் வங்கி அட்டையை நான் கண்டுபிடிக்க முடியவில்லை.
942:邮件	邮件	邮件	විද්‍යුත් තැපෑල; තැපෑල	මම විද්‍යුත් තැපෑලක් යැව්වා.	மின்னஞ்சல்; அஞ்சல்	நான் ஒரு மின்னஞ்சல் அனுப்பினேன்.
943:游客	游客	游客	සංචාරකයා	මෙහි දිනපතා සංචාරකයන් බොහෝ දෙනෙක් සිටිති.	சுற்றுலாப் பயணி	இங்கே தினமும் பல சுற்றுலாப் பயணிகள் உள்ளனர்.
945:邮箱	邮箱	邮箱	විද්‍යුත් තැපැල් පෙට්ටිය	කරුණාකර ගොනුව මගේ විද්‍යුත් තැපැල් පෙට්ටියට යවන්න.	மின்னஞ்சல் பெட்டி	தயவுசெய்து கோப்பை என் மின்னஞ்சல் பெட்டிக்கு அனுப்புங்கள்.
946:有关	有关	有关	සම්බන්ධ	මෙම පොත චීන සංස්කෘතියට සම්බන්ධයි.	தொடர்புடைய	இந்த புத்தகம் சீன கலாச்சாரத்துடன் தொடர்புடையது.
948:有用	有用	有用	ප්‍රයෝජනවත්	මෙම ක්‍රමය ඉතා ප්‍රයෝජනවත්.	பயனுள்ள	இந்த முறை மிகவும் பயனுள்ளது.
952:雨衣	雨衣	雨衣	වැසි කබාය	වැසි වැටෙන විට කරුණාකර වැසි කබායක් අඳින්න.	மழைக்கோட்	மழை பெய்யும் போது தயவுசெய்து மழைக்கோட் அணியுங்கள்.
954:遇见	遇见	遇见	හමු වීම	මට මාර්ගයේදී මගේ ගුරුවරයා හමු වුණා.	சந்தித்தல்	சாலையில் என் ஆசிரியரை சந்தித்தேன்.
955:园	园	园	උද්‍යානය; වත්ත	මෙම උද්‍යානයේ මල් බොහෝ ඇත.	தோட்டம்; பூங்கா	இந்த தோட்டத்தில் பல மலர்கள் உள்ளன.
956:员	员	员	භූමිකාවක් දක්වන පුද්ගල උපසර්ගය	මගේ අයියා සේවකයෙකි.	ஒரு பணியாளரை குறிக்கும் பின்சேர்க்கை	என் அண்ணன் ஒரு பணியாளர்.
960:运动会	运动会	运动会	ක්‍රීඩා උළෙල	පාසල ලබන සතියේ ක්‍රීඩා උළෙලක් පවත්වයි.	விளையாட்டு விழா	பள்ளி அடுத்த வாரம் விளையாட்டு விழா நடத்தும்.
961:运动员	运动员	运动员	ක්‍රීඩකයා	මෙම ක්‍රීඩකයා ඉතා වේගයෙන් දුවයි.	விளையாட்டு வீரர்	இந்த விளையாட்டு வீரர் மிகவும் வேகமாக ஓடுகிறார்.
964:怎么办	怎么办	怎么办	මොකක් කරන්නද; කොහොම විසඳන්නද	මට මොකක් කරන්නද කියලා දන්නේ නැහැ.	என்ன செய்வது	என்ன செய்வது என்று எனக்குத் தெரியவில்லை.
965:怎样	怎样	怎样	කෙසේද; කුමන ආකාරයේද	මෙම ක්‍රමය ගැන ඔබේ අදහස කෙසේද?	எப்படி; எப்படிப்பட்ட	இந்த முறையைப் பற்றி நீ என்ன நினைக்கிறாய்?
973:照相	照相	照相	ඡායාරූපයක් ගැනීම	අපි දොරටුවේ ඡායාරූපයක් ගන්නවා.	புகைப்படம் எடுதல்	நாங்கள் நுழைவாயிலில் புகைப்படம் எடுக்கிறோம்.
974:直到	直到	直到	තෙක්	මම සවස වන තුරු ගෙදර ගියේ නැහැ.	வரை	நான் மாலை வரை வீட்டிற்கு செல்லவில்லை.
976:纸	纸	纸	කඩදාසි	මේසය මත කඩදාසි කැබැල්ලක් තියෙනවා.	காகிதம்	மேசையின் மேல் ஒரு காகிதத் துண்டு உள்ளது.
977:只能	只能	只能	කළ හැක්කේ පමණයි	අද වැසි නිසා අපට ගෙදරම ඉන්න පමණයි පුළුවන්.	மட்டுமே முடியும்	இன்று மழை பெய்கிறது, எனவே நாங்கள் வீட்டிலேயே இருக்க மட்டுமே முடியும்.
978:只是	只是	只是	පමණයි; සරලව	මට ඔබට උදව් කරන්න පමණයි ඕන.	மட்டுமே; வெறும்	நான் உனக்கு உதவவே விரும்புகிறேன்.
980:只有	只有	只有	පමණක් තියෙනවා	මෙහි එක කාමරයක් පමණක් තියෙනවා.	மட்டுமே உள்ளது	இங்கே ஒரு அறை மட்டுமே உள்ளது.
981:中	中	中	තුළ; අතර	ඡායාරූපයේ පුද්ගලයන් තුන් දෙනෙක් සිටිති.	உள்ளே; மத்தியில்	புகைப்படத்தில் மூன்று பேர் உள்ளனர்.
989:住院	住院	住院	රෝහල්ගත වීම	සීයා රෝහලේ ඇතුළත් වී සිටී.	மருத்துவமனையில் சேருதல்	தாத்தா மருத்துவமனையில் உள்ளார்.
990:字典	字典	字典	ශබ්දකෝෂය	නව වචන සොයා බැලීමට මම ශබ්දකෝෂයක් භාවිතා කරමි.	அகராதி	புதிய சொற்களைத் தேட நான் அகராதி பயன்படுத்துகிறேன்.
992:子	子	子	නාම පදවල භාවිතා වන උපසර්ගය	මේසය මත පොතක් තියෙනවා.	பெயர்ச்சொற்களில் வரும் பின்சேர்க்கை	மேசையின் மேல் ஒரு புத்தகம் உள்ளது.
993:总	总	总	සෑම විටම; සාමාන්‍යයෙන්	ඔහු සෑම විටම පාසලට ඉතා කලින් පැමිණේ.	எப்போதும்; பொதுவாக	அவர் எப்போதும் பள்ளிக்கு மிகவும் சீக்கிரம் வருகிறார்.
999:做客	做客	做客	අමුත්තෙකු ලෙස යාම	මෙම සති අන්තයේ මම මිතුරෙකුගේ ගෙදර අමුත්තෙකු ලෙස යනවා.	விருந்தினராக செல்வது	இந்த வார இறுதியில் நான் நண்பரின் வீட்டிற்கு விருந்தினராக செல்கிறேன்.
