source_headword	LO	example_LO
occurrence	ເຫດການ	ເຫດການດັ່ງກ່າວແມ່ນຫາໄດ້ຍາກ.
odds	ໂອກາດ	ໂອກາດແຫ່ງຄວາມສຳເລັດໄດ້ດີຂຶ້ນ.
offering	ສິ່ງທີ່ສະເໜີໃຫ້	ມະຫາວິທະຍາໄລໄດ້ຂະຫຍາຍສິ່ງທີ່ສະເໜີໃຫ້.
offspring	ລູກຫຼານ	ໝາຈອກປົກປ້ອງລູກຫຼານຂອງມັນ.
operational	ພ້ອມໃຊ້ງານ	ລະບົບໃໝ່ພ້ອມໃຊ້ງານແລ້ວ.
opt	ເລືອກ	ນັກຮຽນຫຼາຍຄົນເລືອກຮຽນແບບອອນລາຍ.
optical	ກ່ຽວກັບສາຍຕາ	ເລນສາຍຕາຈຳເປັນຕ້ອງທຳຄວາມສະອາດ.
optimism	ການມອງໂລກໃນແງ່ດີ	ການມອງໂລກໃນແງ່ດີກັບຄືນມາຫຼັງຈາກການປະກາດ.
oral	ທາງປາກ	ການສອບເສັງທາງປາກເລີ່ມມື້ອື່ນ.
organizational	ກ່ຽວກັບການຈັດຕັ້ງ	ການປ່ຽນແປງກ່ຽວກັບການຈັດຕັ້ງໄດ້ເລີ່ມຂຶ້ນທັນທີ.
orientation	ການປະຖົມນິເທດ	ກອງປະຊຸມກວມເອົາການປະຖົມນິເທດພະນັກງານ.
originate	ມີຕົ້ນກຳເນີດ	ປະເພນີຫຼາຍຢ່າງມີຕົ້ນກຳເນີດຢູ່ໃນໝູ່ບ້ານຊົນນະບົດ.
outbreak	ການລະບາດ	ການລະບາດໄດ້ແຜ່ລາມໄປທົ່ວເມືອງ.
outing	ການອອກໄປທ່ຽວ	ຫ້ອງຮຽນມີຄວາມສຸກກັບການອອກໄປທ່ຽວພິພິທະພັນ.
outlet	ຮ້ານຂາຍເຄື່ອງ	ຮ້ານຂາຍເຄື່ອງຂາຍເສື້ອຜ້າຫຼຸດລາຄາ.
outlook	ທັດສະນະ	ທັດສະນະທາງເສດຖະກິດຍັງຄົງບໍ່ແນ່ນອນ.
outrage	ຄວາມຄຽດແຄ້ນ	ການຕັດສິນໃຈດັ່ງກ່າວເຮັດໃຫ້ປະຊາຊົນມີຄວາມຄຽດແຄ້ນ.
outsider	ຄົນພາຍນອກ	ໃນຖານະຄົນພາຍນອກ, ນາງໄດ້ສັງເກດເຫັນບັນຫາຕ່າງໆ.
overlook	ເບິ່ງຂ້າມ	ຢ່າເບິ່ງຂ້າມລາຍລະອຽດເລັກນ້ອຍ.
overly	ເກີນໄປ	ຄຳແນະນຳມີຄວາມຊັບຊ້ອນເກີນໄປ.
oversee	ຄວບຄຸມດູແລ	ນາງຈະຄວບຄຸມດູແລໂຄງການນີ້.
overturn	ຍົກເລີກ	ສານອາດຈະຍົກເລີກຄຳຕັດສິນ.
overwhelm	ເຮັດໃຫ້ຮັບບໍ່ໄຫວ	ຂໍ້ມູນຫຼາຍເກີນໄປອາດເຮັດໃຫ້ນັກຮຽນຮັບບໍ່ໄຫວ.
overwhelming	ທີ່ຫຼາຍລົ້ນ	ຫຼັກຖານມີຢ່າງຫຼາຍລົ້ນ.
pad	ແຜ່ນຮອງ	ໃຊ້ແຜ່ນຮອງເພື່ອປົກປ້ອງຫົວເຂົ່າ.
parameter	ຕົວ ກຳນົດ	ປັບຄ່າຕົວ ກຳນົດເທື່ອລະອັນ.
parental	ຂອງພໍ່ແມ່	ການສະໜັບສະໜູນຂອງພໍ່ແມ່ເຮັດໃຫ້ການເຂົ້າຮຽນດີຂຶ້ນ.
parish	ເຂດໂບດ	ເຂດໂບດໄດ້ຈັດງານລ້ຽງອາຫານຄ່ຳເພື່ອການກຸສົນ.
parliamentary	ຂອງລັດຖະສະພາ	ການໂຕ້ວາທີຂອງລັດຖະສະພາແກ່ຍາວເປັນເວລາຫຼາຍຊົ່ວໂມງ.
partial	ບາງສ່ວນ	ບົດລາຍງານໄດ້ໃຫ້ຄຳຕອບພຽງບາງສ່ວນ.
partially	ບາງສ່ວນ	ປ່ອງຢ້ຽມເປີດຢູ່ບາງສ່ວນ.
passing	ການຈາກໄປ	ການຈາກໄປຂອງນາງແມ່ນເກີດຂຶ້ນຢ່າງກະທັນຫັນ.
passive	ທີ່ຢູ່ເສີຍໆ	ນັກລົງທຶນທີ່ຢູ່ເສີຍໆຍອມຮັບຜົນຕອບແທນທີ່ໝັ້ນຄົງ.
pastor	ສິດຍາພິບານ	ສິດຍາພິບານໄດ້ໄປຢ້ຽມຢາມຄອບຄົວ.
patch	ແຜ່ນຕິດ	ເສື້ອກັນໜາວຕ້ອງການແຜ່ນຕິດນ້ອຍໆ.
patent	ສິດທິບັດ	ບໍລິສັດໄດ້ຍື່ນຂໍສິດທິບັດ.
pathway	ເສັ້ນທາງ	ເສັ້ນທາງນີ້ພາໄປສູ່ການຮັບຮອງ.
patrol	ລາດຕະເວນ	ຕຳຫຼວດລາດຕະເວນພື້ນທີ່ໃນຕອນກາງຄືນ.
patron	ຜູ້ອຸປະຖຳ	ພິພິທະພັນໄດ້ຂອບໃຈຜູ້ອຸປະຖຳ.
peak	ຈຸດສູງສຸດ	ຄວາມຕ້ອງການບັນລຸຈຸດສູງສຸດໃນລະດູໜາວ.
peasant	ຊາວນາ	ຊາວນາມີທີ່ດິນພຽງໜ້ອຍດຽວ.
peculiar	ແປກປະຫຼາດ	ຫ້ອງມີກິ່ນແປກປະຫຼາດ.
persist	ຍັງຄົງຢູ່	ອາການອາດຈະຍັງຄົງຢູ່ເປັນເວລາຫຼາຍມື້.
persistent	ທີ່ຍັງຄົງຢູ່	ອາການໄອທີ່ຍັງຄົງຢູ່ຕ້ອງການຄວາມເອົາໃຈໃສ່.
personnel	ບຸກຄະລາກອນ	ບັນທຶກບຸກຄະລາກອນແມ່ນຄວາມລັບ.
petition	ຄຳຮ້ອງສະໜອງ	ຄຳຮ້ອງສະໜອງໄດ້ລວບລວມລາຍເຊັນຫຼາຍພັນຄົນ.
philosopher	ນັກປັດຊະຍາ	ນັກປັດຊະຍາຕັ້ງຄຳຖາມກ່ຽວກັບຂໍ້ສົມມຸດຕິຖານທົ່ວໄປ.
philosophical	ທາງປັດຊະຍາ	ການສົນທະນາກາຍເປັນເລື່ອງທາງປັດຊະຍາ.
physician	ແພດ	ແພດໄດ້ສັ່ງໃຫ້ກວດເລືອດ.
pioneer	ຜູ້ບຸກເບີກ	ນາງໄດ້ກາຍເປັນຜູ້ບຸກເບີກໃນດ້ານການແພດ.
pipeline	ທໍ່ສົ່ງ	ທໍ່ສົ່ງອາຍແກັດລົງໃຕ້ດິນ.
pirate	ໂຈນສະລັດ	ເຮືອໂຈນສະລັດປະກົດຂຶ້ນຢູ່ນອກຝັ່ງ.
pit	ຂຸມ	ຄົນງານໄດ້ຂຸດຂຸມເລິກ.
plea	ຄຳອ້ອນວອນ	ຄຳອ້ອນວອນຂໍຄວາມຊ່ວຍເຫຼືອຂອງລາວຖືກເພິກເສີຍ.
plead	ຮັບສາລະພາບ	ຜູ້ຕ້ອງສົງໄສຈະໃຫ້ການຮັບສາລະພາບ.
pledge	ໃຫ້ຄຳໝັ້ນສັນຍາ	ພວກເຂົາໃຫ້ຄຳໝັ້ນສັນຍາວ່າຈະສະໜັບສະໜູນການປະຕິຮູບ.
plug	ສຽບປລັກ	ສຽບສາຍເຄເບິນໃສ່ເຕົ້າຮັບ.
plunge	ຕົກລົງຢ່າງໄວວາ	ລາຄາອາດຈະຕົກລົງຢ່າງໄວວາຫຼັງຈາກເລື່ອງອື້ສາວ.
pole	ເສົາ	ທຸງຖືກແຂວນໄວ້ກັບເສົາ.
poll	ການສຳຫຼວດ	ການສຳຫຼວດສະແດງໃຫ້ເຫັນຄວາມຄິດເຫັນທີ່ປ່ຽນແປງ.
pond	ໜອງນ້ຳ	ເປັດຂ້າມໜອງນ້ຳທີ່ເປັນນ້ຳກ້ອນ.
pop	ແຕກ	ປູມເປົ້າແຕກເມື່ອຢູ່ໃກ້ກັບຂອງແຫຼມຄົມ.
portfolio	ກຸ່ມການລົງທຶນ	ກຸ່ມການລົງທຶນຂອງນາງລວມມີທຸລະກິດໃໝ່ຫຼາຍແຫ່ງ.
portray	ພັນລະນາ	ຮູບເງົາຈະພັນລະນາເຖິງຊີວິດຊົນນະບົດ.
postpone	ເລື່ອນ	ພວກເຂົາຕັດສິນໃຈເລື່ອນການໄຕ່ສວນ.
post-war	ຫຼັງສົງຄາມ	ທີ່ຢູ່ອາໄສຫຼັງສົງຄາມເປັນທີ່ຕ້ອງການຢ່າງຮີບດ່ວນ.
practitioner	ຜູ້ຊ່ຽວຊານ	ຜູ້ຊ່ຽວຊານໄດ້ອະທິບາຍການປິ່ນປົວ.
preach	ເທດສະໜາ	ສິດຍາພິບານຈະເທດສະໜາໃນວັນອາທິດ.
precedent	ສິ່ງທີ່ເຄີຍເກີດຂຶ້ນກ່ອນ	ຄຳຕັດສິນນີ້ເປັນສິ່ງທີ່ເຄີຍເກີດຂຶ້ນກ່ອນທີ່ສຳຄັນ.
precision	ຄວາມຊັດເຈນ	ເຄື່ອງຈັກຕັດດ້ວຍຄວາມຊັດເຈນ.
predator	ຜູ້ລ້າ	ຜູ້ລ້າລໍຖ້າຢູ່ໃກ້ກັບແມ່ນ້ຳ.
predecessor	ຜູ້ກ່ອນໜ້າ	ຜູ້ກ່ອນໜ້າຂອງນາງໄດ້ປະບັນທຶກລາຍລະອຽດໄວ້.
predominantly	ສ່ວນໃຫຍ່ແລ້ວ	ພື້ນທີ່ນີ້ສ່ວນໃຫຍ່ແລ້ວແມ່ນເປັນທີ່ຢູ່ອາໄສ.
pregnancy	ການຖືພາ	ການຖືພາຮຽກຮ້ອງໃຫ້ມີການດູແລທາງການແພດເປັນປະຈຳ.
prejudice	ອະຄະຕິ	ການໂຄສະນາໄດ້ທ້າທາຍອະຄະຕິທາງເຊື້ອຊາດ.
preliminary	ເບື້ອງຕົ້ນ	ຜົນໄດ້ຮັບເບື້ອງຕົ້ນເບິ່ງຄືວ່າມີຄວາມຫວັງ.
premier	ນາຍົກລັດຖະມົນຕີ	ນາຍົກລັດຖະມົນຕີໄດ້ກ່າວປາໄສຕໍ່ລັດຖະສະພາໃນມື້ນີ້.
premise	ຂໍ້ສົມມຸດ	ການໂຕ້ຖຽງຂຶ້ນຢູ່ກັບຂໍ້ສົມມຸດທີ່ຜິດພາດ.
premium	ຄ່າພຣີມຽມ	ລູກຄ້າຈ່າຍເງິນພິເສດສຳລັບຄວາມໄວ.
prescribe	ສັ່ງຢາ	ແພດສັ່ງຢາຕ້ານເຊື້ອຢ່າງລະມັດລະວັງ.
prescription	ໃບສັ່ງຢາ	ໃບສັ່ງຢາຈະໝົດອາຍຸໃນເດືອນໜ້າ.
presently	ໃນປັດຈຸບັນ	ນາງບໍ່ຫວ່າງໃນຕອນນີ້.
preservation	ການອະນຸລັກ	ການອະນຸລັກປົກປ້ອງອາຄານປະຫວັດສາດ.
preside	ເປັນປະທານ	ຜູ້ພິພາກສາຈະເປັນປະທານໃນການພິຈາລະນາຄະດີ.
presidency	ຕຳແໜ່ງປະທານາທິບໍດີ	ຕຳແໜ່ງປະທານາທິບໍດີຂອງລາວແກ່ຍາວເຖິງແປດປີ.
presidential	ຂອງປະທານາທິບໍດີ	ການເລືອກຕັ້ງປະທານາທິບໍດີໄດ້ດຶງດູດຄວາມສົນໃຈ.
prestigious	ທີ່ມີກຽດ	ນາງໄດ້ຮັບທຶນການສຶກສາທີ່ມີກຽດ.
presumably	ສັນນິຖານວ່າ	ຫ້ອງການໜ້າຈະປິດໃນມື້ນີ້.
presume	ສັນນິຖານ	ພວກເຮົາສັນນິຖານວ່າເອກະສານດັ່ງກ່າວເປັນຂອງແທ້.
prevail	ມີອຳນາດເໜືອກວ່າ	ສາມັນສຳນຶກຄວນຈະມີອຳນາດເໜືອກວ່າ.
prevalence	ຄວາມແຜ່ຫຼາຍ	ຄວາມແຜ່ຫຼາຍຂອງພະຍາດຫືດເພີ່ມຂຶ້ນ.
prevention	ການປ້ອງກັນ	ການປ້ອງກັນມີລາຄາຖືກກວ່າການສ້ອມແປງ.
