source_headword	KN	example_KN
racing	ಓಟದ ಸ್ಪರ್ಧೆ	ಕುದುರೆ ಓಟದ ಸ್ಪರ್ಧೆ ಅಲ್ಲಿ ಜನಪ್ರಿಯ.
range	ವ್ಯಾಪ್ತಿ	ಅಂಗಡಿ ವಿಶಾಲ ವ್ಯಾಪ್ತಿಯ ವಸ್ತುಗಳನ್ನು ಮಾರುತ್ತದೆ.
rare	ಅಪರೂಪ	ಈ ಹಕ್ಕಿ ಅಪರೂಪ.
rarely	ಅಪರೂಪವಾಗಿ	ನಾವು ಅಪರೂಪವಾಗಿ ಹೊರಗೆ ಊಟ ಮಾಡುತ್ತೇವೆ.
reaction	ಪ್ರತಿಕ್ರಿಯೆ	ಅವಳ ಪ್ರತಿಕ್ರಿಯೆ ನನಗೆ ಆಶ್ಚರ್ಯ ತಂದಿತು.
reality	ವಾಸ್ತವ	ವಾಸ್ತವ ಅವನ ಕನಸಿನಿಂದ ವಿಭಿನ್ನವಾಗಿತ್ತು.
receipt	ರಸೀದಿ	ರಸೀದಿಯನ್ನು ಇಟ್ಟುಕೋ.
recommendation	ಶಿಫಾರಸು	ಶಿಫಾರಸಿಗೆ ಧನ್ಯವಾದಗಳು.
reference	ಉಲ್ಲೇಖ	ಕೊನೆಯಲ್ಲಿ ಒಂದು ಉಲ್ಲೇಖ ಸೇರಿಸಿ.
reflect	ಪ್ರತಿಬಿಂಬಿಸು	ಕನ್ನಡಿ ಬೆಳಕನ್ನು ಪ್ರತಿಬಿಂಬಿಸಬಹುದು.
regularly	ನಿಯಮಿತವಾಗಿ	ಅವಳು ನಿಯಮಿತವಾಗಿ ವ್ಯಾಯಾಮ ಮಾಡುತ್ತಾಳೆ.
reject	ತಿರಸ್ಕರಿಸು	ಅವರು ಆ ಪ್ರಸ್ತಾಪವನ್ನು ತಿರಸ್ಕರಿಸಬಹುದು.
relate	ಸಂಬಂಧಿಸು	ನಾನು ಆ ಕಥೆಗೆ ಸಂಬಂಧಿಸಬಹುದು.
related	ಸಂಬಂಧಿತ	ಎರಡು ಸಮಸ್ಯೆಗಳು ಸಂಬಂಧಿತವಾಗಿವೆ.
relation	ಸಂಬಂಧ	ಅವುಗಳ ನಡುವೆ ಸಂಬಂಧ ಇದೆ.
relative	ಸಾಪೇಕ್ಷ	ವೇಗ ಸಾಪೇಕ್ಷವಾಗಿದೆ.
relaxed	ಆರಾಮದಾಯಕ	ರಾತ್ರಿ ಊಟದ ನಂತರ ಅವನು ಆರಾಮದಾಯಕನಾಗಿದ್ದನು.
relaxing	ವಿಶ್ರಾಂತಿ ನೀಡುವ	ಸಂಗೀತ ವಿಶ್ರಾಂತಿ ನೀಡುವಂತಿತ್ತು.
release	ಬಿಡುಗಡೆಮಾಡು	ಅವರು ಚಿತ್ರವನ್ನು ಬೇಗ ಬಿಡುಗಡೆಮಾಡುತ್ತಾರೆ.
reliable	ನಂಬಲರ್ಹ	ಈ ಬಸ್ ಸಾಮಾನ್ಯವಾಗಿ ನಂಬಲರ್ಹ.
religion	ಧರ್ಮ	ಧರ್ಮ ಅವಳಿಗೆ ಮುಖ್ಯ.
religious	ಧಾರ್ಮಿಕ	ಅವರು ಧಾರ್ಮಿಕ ಕಟ್ಟಡಕ್ಕೆ ಭೇಟಿ ನೀಡಿದರು.
remain	ಉಳಿಯು	ದಯವಿಟ್ಟು ಶಾಂತವಾಗಿಯೇ ಉಳಿಯಿರಿ.
remind	ನೆನಪಿಸು	ನಾಳೆ ನನಗೆ ನೆನಪಿಸು.
remote	ದೂರದ	ಅವರು ದೂರದ ಗ್ರಾಮದಲ್ಲಿ ವಾಸಿಸುತ್ತಾರೆ.
rent	ಬಾಡಿಗೆ	ಬಾಡಿಗೆ ಇಂದು ಕೊಡಬೇಕಾಗಿದೆ.
repeated	ಪುನರಾವರ್ತಿತ	ಪುನರಾವರ್ತಿತ ತಪ್ಪುಗಳು ಕೆಲಸವನ್ನು ನಿಧಾನಗೊಳಿಸಿದವು.
represent	ಪ್ರತಿನಿಧಿಸು	ನಕ್ಷತ್ರ ಆಶೆಯನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ.
require	ಅಗತ್ಯವಿರು	ಈ ಕೆಲಸಕ್ಕೆ ತರಬೇತಿ ಅಗತ್ಯವಿರುತ್ತದೆ.
reservation	ಕಾಯ್ದಿರಿಸುವಿಕೆ	ನಾನು ಕಾಯ್ದಿರಿಸುವಿಕೆ ಮಾಡಿದೆ.
resource	ಸಂಪನ್ಮೂಲ	ಗ್ರಂಥಾಲಯ ಉಪಯುಕ್ತ ಸಂಪನ್ಮೂಲ.
respect	ಗೌರವ	ನಿನ್ನ ಸಹಪಾಠಿಗಳಿಗೆ ಗೌರವ ಕೊಡು.
responsibility	ಜವಾಬ್ದಾರಿ	ಮಕ್ಕಳ ಆರೈಕೆ ದೊಡ್ಡ ಜವಾಬ್ದಾರಿ.
responsible	ಜವಾಬ್ದಾರಿಯುತ	ಟಿಕೆಟ್‌ಗಳಿಗೆ ಅವಳು ಜವಾಬ್ದಾರಿಯುತಳು.
retire	ನಿವೃತ್ತಿಯಾಗು	ನನ್ನ ತಂದೆ ಬೇಗ ನಿವೃತ್ತಿಯಾಗುತ್ತಾರೆ.
retired	ನಿವೃತ್ತ	ಅವರು ನಿವೃತ್ತ ಶಿಕ್ಷಕ.
revise	ತಿದ್ದುಪಡಿ ಮಾಡು	ಇಂದು ರಾತ್ರಿ ನಿನ್ನ ಪ್ರಬಂಧವನ್ನು ತಿದ್ದುಪಡಿ ಮಾಡು.
risk	ಅಪಾಯ	ಮಳೆಯ ಅಪಾಯ ಇದೆ.
robot	ರೋಬೋಟ್	ರೋಬೋಟ್ ನೆಲವನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿತು.
roll	ಉರುಳಿಸು	ಚೆಂಡನ್ನು ನನ್ನ ಕಡೆಗೆ ಉರುಳಿಸು.
romantic	ಪ್ರೇಮಭರಿತ	ಅವರಿಗೆ ಪ್ರೇಮಭರಿತ ರಾತ್ರಿ ಊಟವಿತ್ತು.
rope	ಕಯಿ	ಕಯಿಯನ್ನು ಬಿಗಿಯಾಗಿ ಕಟ್ಟಿ.
rough	ಕಠಿಣ	ರಸ್ತೆ ಕಠಿಣವಾಗಿತ್ತು.
row1	ಸಾಲು	ಮುಂಭಾಗದ ಸಾಲಿನಲ್ಲಿ ಕುಳಿತುಕೋ.
royal	ರಾಜ	ರಾಜ ಕುಟುಂಬ ಬಂದಿದೆ.
rugby	ರಗ್ಬಿ	ನಾವು ದೂರದರ್ಶನದಲ್ಲಿ ರಗ್ಬಿ ನೋಡಿದೆವು.
safety	ಸುರಕ್ಷತೆ	ಕೆಲಸದಲ್ಲಿ ಸುರಕ್ಷತೆ ಮುಖ್ಯ.
sailor	ನಾವಿಕ	ನಾವಿಕನು ದೋಣಿಯನ್ನು ದುರಸ್ತಿ ಮಾಡಿದನು.
sample	ಮಾದರಿ	ನರ್ಸ್ ರಕ್ತದ ಮಾದರಿ ತೆಗೆದುಕೊಂಡಳು.
sand	ಮರಳು	ಮರಳು ನನ್ನ ಪಾದರಕ್ಷೆಗಳನ್ನು ಮುಚ್ಚಿತು.
scan	ಸ್ಕ್ಯಾನ್ ಮಾಡು	ಮೊದಲು ದಾಖಲೆ ಸ್ಕ್ಯಾನ್ ಮಾಡು.
scientific	ವೈಜ್ಞಾನಿಕ	ಇದು ವೈಜ್ಞಾನಿಕ ವಿಧಾನ.
script	ಚಿತ್ರಕಥೆ	ನಟನು ಚಿತ್ರಕಥೆ ಓದಿದನು.
sculpture	ಶಿಲ್ಪ	ಶಿಲ್ಪ ಹೊರಗೆ ನಿಂತಿದೆ.
secondary	ದ್ವಿತೀಯ	ಇದು ದ್ವಿತೀಯ ಸಮಸ್ಯೆ.
security	ಭದ್ರತೆ	ಭದ್ರತೆ ನಮ್ಮ ಚೀಲಗಳನ್ನು ಪರಿಶೀಲಿಸಿತು.
seed	ಬೀಜ	ಬೀಜವನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ನೆಡು.
sensible	ವಿವೇಕಿ	ಅದು ವಿವೇಕಿ ಯೋಚನೆ.
seriously	ಗಂಭೀರವಾಗಿ	ಈ ಸಮಸ್ಯೆಯನ್ನು ಗಂಭೀರವಾಗಿ ತೆಗೆದುಕೋ.
servant	ಸೇವಕ	ಸೇವಕನು ಬಾಗಿಲು ತೆರೆದನು.
set (put)	ಇಡು	ಗಾಜನ್ನು ಮೇಜಿನ ಮೇಲೆ ಇಡು.
set (group)	ಸಮೂಹ	ಈ ಸಮೂಹದಲ್ಲಿ ಆರು ಕಪ್‌ಗಳಿವೆ.
setting	ಹಿನ್ನೆಲೆ	ಕಥೆಗೆ ನಗರದ ಹಿನ್ನೆಲೆ ಇದೆ.
sex	ಲಿಂಗ	ಫಾರ್ಮ್ ವಯಸ್ಸು ಮತ್ತು ಲಿಂಗ ಕೇಳುತ್ತದೆ.
sexual	ಲೈಂಗಿಕ	ತರಗತಿ ಲೈಂಗಿಕ ಆರೋಗ್ಯದ ಬಗ್ಗೆ ಚರ್ಚಿಸಿತು.
sharp	ತೀಕ್ಷ್ಣ	ಈ ಚಾಕು ತೀಕ್ಷ್ಣವಾಗಿದೆ.
shelf	ತಾಕು	ಪುಸ್ತಕವನ್ನು ತಾಕಿನ ಮೇಲೆ ಇಡು.
shell	ಚಿಪ್ಪು	ಚಿಪ್ಪು ಖಾಲಿಯಿತ್ತು.
shift	ಪಾಳಿ	ನನ್ನ ಪಾಳಿ ಎಂಟಕ್ಕೆ ಆರಂಭವಾಗುತ್ತದೆ.
shine	ಹೊಳೆಯು	ನಕ್ಷತ್ರಗಳು ರಾತ್ರಿ ಹೊಳೆಯುತ್ತವೆ.
shiny	ಹೊಳೆಯುವ	ಅವಳ ಪಾದರಕ್ಷೆಗಳು ಹೊಳೆಯುವಂತಿವೆ.
shoot	ಚಿತ್ರೀಕರಿಸು	ಛಾಯಾಗ್ರಾಹಕ ದೃಶ್ಯವನ್ನು ಚಿತ್ರೀಕರಿಸುತ್ತಾನೆ.
shy	ನಾಚಿಕೆಪಡುವ	ಅವನು ಅಪರಿಚಿತರೊಂದಿಗೆ ನಾಚಿಕೆಪಡುವನು.
sight	ದೃಶ್ಯ	ಪರ್ವತವು ಸುಂದರ ದೃಶ್ಯವಾಗಿತ್ತು.
signal	ಸಂಕೇತ	ಸಂಕೇತ ದುರ್ಬಲವಾಗಿತ್ತು.
silent	ಮೌನ	ಕೊಠಡಿ ಮೌನವಾಗಿತು.
silly	ಮೂರ್ಖ	ಅದು ಮೂರ್ಖ ತಪ್ಪು.
similarity	ಸಾಮ್ಯತೆ	ಸ್ಪಷ್ಟ ಸಾಮ್ಯತೆ ಇದೆ.
similarly	ಅದೇ ರೀತಿ	ಎರಡನೇ ಯೋಜನೆ ಅದೇ ರೀತಿ ಕೆಲಸಮಾಡುತ್ತದೆ.
simply	ಸರಳವಾಗಿ	ಸರಳವಾಗಿ ಈ ಗುಂಡಿಯನ್ನು ಒತ್ತು.
sink	ಮುಳುಗು	ಭಾರಿ ಕಲ್ಲುಗಳು ಬೇಗ ಮುಳುಗುತ್ತವೆ.
slice	ತುಂಡು	ನಾನು ಕೇಕ್ ತುಂಡು ತಿಂದೆ.
slightly	ಸ್ವಲ್ಪ	ಕೊಠಡಿ ಸ್ವಲ್ಪ ಬೆಚ್ಚಗಿದೆ.
smart	ಸೊಗಸಾದ	ಅವಳು ಸೊಗಸಾದ ಜಾಕೆಟ್ ಧರಿಸಿದ್ದಳು.
smooth	ಮೃದುವಾದ	ರಸ್ತೆ ಮೃದುವಾಗಿದೆ.
software	ತಂತ್ರಾಂಶ	ತಂತ್ರಾಂಶಕ್ಕೆ ನವೀಕರಣ ಬೇಕು.
soil	ಮಣ್ಣು	ಮಣ್ಣು ಒಣಗಿದೆ.
solid	ಘನ	ಗೋಡೆ ಘನವಾಗಿದೆ.
southern	ದಕ್ಷಿಣ	ಅವರು ದಕ್ಷಿಣ ಕರಾವಳಿಯಲ್ಲಿ ವಾಸಿಸುತ್ತಾರೆ.
specifically	ವಿಶೇಷವಾಗಿ	ನಾನು ವಿಶೇಷವಾಗಿ ಚಹಾ ಕೇಳಿದೆ.
spending	ವೆಚ್ಚ	ಸರ್ಕಾರಿ ವೆಚ್ಚ ಹೆಚ್ಚಾಯಿತು.
spicy	ಖಾರವಾದ	ಈ ಕರ್ರಿ ಖಾರವಾಗಿದೆ.
spirit	ಉತ್ಸಾಹ	ತಂಡ ದೊಡ್ಡ ಉತ್ಸಾಹ ತೋರಿಸಿತು.
spoken	ಮಾತಿನ	ಮಾತಿನ ಆಂಗ್ಲ ಅಭ್ಯಾಸದಿಂದ ಸುಧಾರಿಸುತ್ತದೆ.
spot	ಸ್ಥಳ	ಈ ಸ್ಥಳ ಪರಿಪೂರ್ಣ.
spread	ಹಚ್ಚು	ರೊಟ್ಟಿಯ ಮೇಲೆ ಬೆಣ್ಣೆ ಹಚ್ಚು.
stadium	ಕ್ರೀಡಾಂಗಣ	ಕ್ರೀಡಾಂಗಣ ತುಂಬಿತ್ತು.
staff	ಸಿಬ್ಬಂದಿ	ಸಿಬ್ಬಂದಿ ಸಹಾಯಕರು.
standard	ಮಾನದಂಡ	ಮಾನದಂಡ ಉನ್ನತವಾಗಿತ್ತು.
statistic	ಅಂಕಿಅಂಶ	ಈ ಅಂಕಿಅಂಶ ಆಶ್ಚರ್ಯಕರವಾಗಿದೆ.
statue	ಪ್ರತಿಮೆ	ಪ್ರತಿಮೆ ಚೌಕದಲ್ಲಿ ನಿಂತಿದೆ.
stick (push into/attach)	ಅಂಟಿಸು	ಲೇಬಲ್ ಅನ್ನು ಪೆಟ್ಟಿಗೆಯ ಮೇಲೆ ಅಂಟಿಸು.
stick (piece of wood)	ಕಡ್ಡಿ	ಅವನು ಕಡ್ಡಿಯನ್ನು ಎತ್ತಿಕೊಂಡನು.
