hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
5200:由来	由来	由来	उत्पत्ति; कारण	इस रिवाज की उत्पत्ति बहुत रोचक है।	উৎপত্তি; সূত্র	এই রীতির উৎপত্তি খুব আকর্ষণীয়।	pinagmulan; dahilan	Kawili-wili ang pinagmulan ng kaugaliang ito.
5201:游人	游人	游人	पर्यटक; आगंतुक	वसंत में पार्क में पर्यटकों की संख्या बहुत अधिक होती है।	পর্যটক; দর্শনার্থী	বসন্তে পার্কে দর্শনার্থী বিশেষভাবে বেশি থাকে।	turista; bisita	Maraming bisita sa parke kapag tagsibol.
5203:有机	有机	有机	जैविक; ऑर्गेनिक	यह खेत केवल जैविक सब्ज़ियाँ बेचता है।	জৈব; অর্গানিক	এই খামার শুধু জৈব সবজি বিক্রি করে।	organiko	Organikong gulay lamang ang ibinebenta ng sakahang ito.
5204:有劲	有劲	有劲	रोचक; जोशभरा	यह फ़िल्म जितनी देखते जाओ, उतनी रोचक लगती है।	মজার; প্রাণবন্ত	এই সিনেমা যত দেখা যায়, ততই মজার লাগে।	nakakaengganyo; masigla	Habang pinapanood, lalong nagiging nakakaengganyo ang pelikulang ito.
5205:有序	有序	有序	व्यवस्थित	दर्शक व्यवस्थित रूप से सभागार में दाखिल हुए।	সুশৃঙ্খল; গোছানো	দর্শকেরা সুশৃঙ্খলভাবে সভাস্থলে প্রবেশ করল।	maayos; organisado	Maayos na pumasok ang mga manonood sa bulwagan.
5206:于	于	于	पर; में	बैठक सुबह नौ बजे शुरू हुई।	তে; সময়ে	সভা সকাল নয়টায় শুরু হয়েছে।	sa; noong	Nagsimula ang pulong nang alas nuwebe ng umaga.
5207:余额	余额	余额	शेष राशि; बैलेंस	कृपया पहले बैंक कार्ड की शेष राशि देखें।	অবশিষ্ট টাকা; ব্যালান্স	আগে ব্যাংক কার্ডের ব্যালান্স দেখুন।	balanse; natitirang halaga	Pakisuri muna ang balanse ng bank card.
5210:预定	预定	预定	आरक्षित करना; बुक करना	मैंने कल रात की सीट पहले ही आरक्षित कर ली है।	বুক করা; সংরক্ষণ করা	আমি আগামী রাতের আসন আগেই বুক করেছি।	magpa-reserve; i-book	Nakapagpa-reserve na ako ng upuan para bukas ng gabi.
5213:浴室	浴室	浴室	स्नानघर; बाथरूम	स्नानघर का फ़र्श थोड़ा फिसलन भरा है।	বাথরুম; স্নানঘর	বাথরুমের মেঝে একটু পিচ্ছিল।	banyo	Medyo madulas ang sahig ng banyo.
5215:原本	原本	原本	मूल रूप से; पहले	मैं मूल रूप से सप्ताहांत में बीजिंग जाने वाला था।	মূলত; আসলে	আমি মূলত সপ্তাহান্তে বেইজিং যেতে চেয়েছিলাম।	orihinal na; dati	Orihinal kong balak pumunta sa Beijing sa katapusan ng linggo.
5216:原材料	原材料	原材料	कच्चा माल	कारखाने को कच्चे माल की स्थिर आपूर्ति चाहिए।	কাঁচামাল	কারখানার স্থির কাঁচামালের সরবরাহ দরকার।	hilaw na materyales	Kailangan ng pabrika ng matatag na suplay ng hilaw na materyales.
5224:元宵	元宵	元宵	युआनशियाओ; मीठे चावल के गोले	लालटेन उत्सव के दिन हमने युआनशियाओ खाया।	ইউয়ানশিয়াও; মিষ্টি চালের বল	লণ্ঠন উৎসবের দিন আমরা ইউয়ানশিয়াও খেয়েছিলাম।	yuanxiao; matatamis na bola ng malagkit na bigas	Kumain kami ng yuanxiao noong Pista ng mga Parol.
5225:源于	源于	源于	से उत्पन्न होना	यह परंपरा प्राचीन त्योहार से उत्पन्न हुई है।	উৎপত্তি হওয়া; থেকে আসা	এই ঐতিহ্যের উৎস প্রাচীন উৎসবে।	nagmumula sa	Nagmumula ang tradisyong ito sa sinaunang pista.
5226:远程	远程	远程	दूरस्थ; रिमोट	कंपनी ने दूरस्थ साक्षात्कार की व्यवस्था की।	দূরবর্তী; রিমোট	কোম্পানি দূরবর্তী সাক্ষাৎকারের ব্যবস্থা করেছে।	malayuan; remote	Nag-ayos ang kumpanya ng panayam na malayuan.
5227:远方	远方	远方	दूर स्थान; दूर देश	वह अक्सर दूर रहने वाले परिवार को याद करता है।	দূরদেশ; দূরবর্তী স্থান	সে প্রায়ই দূরের পরিবারের কথা ভাবে।	malayong lugar	Madalas niyang naiisip ang pamilya sa malayo.
5229:月光	月光	月光	चाँदनी	चाँदनी शांत झील की सतह पर पड़ रही थी।	চাঁদের আলো	চাঁদের আলো শান্ত হ্রদের পৃষ্ঠে পড়ছিল।	liwanag ng buwan	Tumatama ang liwanag ng buwan sa tahimik na ibabaw ng lawa.
5231:月球	月球	月球	चंद्रमा	वैज्ञानिक चंद्रमा की सतह का अध्ययन कर रहे हैं।	চাঁদ; চন্দ্রলোক	বিজ্ঞানীরা চাঁদের পৃষ্ঠ নিয়ে গবেষণা করছেন।	buwan	Pinag-aaralan ng mga siyentipiko ang ibabaw ng buwan.
5232:乐曲	乐曲	乐曲	संगीत रचना; धुन	यह संगीत रचना सुनने में बहुत सुंदर लगती है।	সুর; সংগীতরচনা	এই সুরটি শুনতে খুব সুন্দর লাগে।	piyesa ng musika; tugtugin	Maganda pakinggan ang piyesang ito ng musika.
5234:晕车	晕车	晕车	वाहन में चक्कर आना	लंबी बस यात्रा में उसे आसानी से चक्कर आ जाता है।	গাড়িতে মাথা ঘোরা; বমিভাব	দীর্ঘ বাসযাত্রায় তার সহজে বমিভাব হয়।	mabiyahilo; mahilo sa sasakyan	Madali siyang mahilo sa mahabang biyahe sa bus.
5235:运送	运送	运送	ले जाना; पहुँचाना	ये सामग्री आपदा-क्षेत्र में पहुँचाई जाएगी।	পরিবহন করা; পাঠানো	এই সরঞ্জামগুলো দুর্যোগ এলাকায় পাঠানো হবে।	ihatid; dalhin	Ihahatid ang mga suplay na ito sa lugar ng sakuna.
5237:运营	运营	运营	संचालित करना; प्रबंधन करना	यह मंच पेशेवर टीम द्वारा संचालित है।	পরিচালনা করা	এই প্ল্যাটফর্মটি পেশাদার দল পরিচালনা করে।	patakbuhin; operahan	Pinapatakbo ng propesyonal na koponan ang platapormang ito.
5238:杂	杂	杂	मिश्रित; तरह-तरह का	इस दराज़ में बहुत सी तरह-तरह की चीज़ें रखी हैं।	মিশ্র; নানান	এই ড্রয়ারে অনেক নানান জিনিস রাখা আছে।	halo-halo; sari-sari	Maraming sari-saring bagay sa drawer na ito.
5239:灾	灾	灾	आपदा; विपत्ति	इस आपदा से गाँव को बहुत नुकसान हुआ।	দুর্যোগ; বিপর্যয়	এই দুর্যোগে গ্রামের বড় ক্ষতি হয়েছে।	sakuna; kalamidad	Malaki ang pinsalang idinulot ng sakunang ito sa nayon.
5242:灾区	灾区	灾区	आपदा-क्षेत्र	स्वयंसेवक भोजन आपदा-क्षेत्र में ले गए।	দুর্যোগ এলাকা	স্বেচ্ছাসেবীরা খাবার দুর্যোগ এলাকায় নিয়ে গেল।	lugar ng sakuna	Dinala ng mga boluntaryo ang pagkain sa lugar ng sakuna.
5244:再生	再生	再生	पुनर्चक्रित करना; फिर से उपयोग करना	इन सामग्रियों को पुनर्चक्रित करके फिर से उपयोग किया जा सकता है।	পুনর্ব্যবহার করা; পুনরায় ব্যবহার করা	এই উপকরণগুলো পুনর্ব্যবহার করা যায়।	i-recycle; muling gamitin	Maaaring i-recycle at muling gamitin ang mga materyales na ito.
5246:赞赏	赞赏	赞赏	प्रशंसा करना; सराहना करना	शिक्षक ने उसके गंभीर रवैये की सराहना की।	প্রশংসা করা; মর্যাদা দেওয়া	শিক্ষক তার আন্তরিক মনোভাবের প্রশংসা করলেন।	pahalagahan; purihin	Pinuri ng guro ang kanyang seryosong saloobin.
5247:赞同	赞同	赞同	सहमत होना; समर्थन करना	अधिकांश सदस्यों ने इस निर्णय का समर्थन किया।	সমর্থন করা; একমত হওয়া	অধিকাংশ সদস্য এই সিদ্ধান্তে একমত।	sumang-ayon; suportahan	Sumang-ayon ang karamihan ng miyembro sa desisyong ito.
5248:遭到	遭到	遭到	का सामना करना; झेलना	इस योजना को कुछ विरोध का सामना करना पड़ा।	সম্মুখীন হওয়া; ভোগ করা	এই পরিকল্পনাটি কিছু বিরোধিতার সম্মুখীন হয়েছে।	makaranas; makatanggap	Nakaranas ng ilang pagtutol ang planong ito.
5251:噪声	噪声	噪声	शोर	निर्माण-कार्य के शोर ने आसपास के निवासियों को प्रभावित किया।	শব্দদূষণ; আওয়াজ	নির্মাণের আওয়াজ আশেপাশের বাসিন্দাদের প্রভাবিত করেছে।	ingay	Naapektuhan ng ingay ng konstruksiyon ang mga kalapit na residente.
5255:炸	炸	炸	फटना; विस्फोट होना	पटाखा अचानक फट गया और सब डर गए।	ফেটে যাওয়া; বিস্ফোরিত হওয়া	পটকাটি হঠাৎ ফেটে গেল, সবাই চমকে উঠল।	sumabog	Biglang sumabog ang paputok at nagulat ang lahat.
5256:粘	粘	粘	चिपकाना; चिपकना	गोंद ने कागज़ों को आपस में चिपका दिया।	আঠা দিয়ে লাগানো; লেগে থাকা	আঠা কাগজগুলো একসঙ্গে লাগিয়ে দিল।	idikit; dumikit	Pinagdikit ng pandikit ang mga papel.
5259:占比	占比	占比	अनुपात; हिस्सा	ऑनलाइन बिक्री का हिस्सा आधे से अधिक हो चुका है।	অনুপাত; অংশ	অনলাইন বিক্রির অংশ ইতিমধ্যে অর্ধেকের বেশি হয়েছে।	proporsyon; bahagdan	Lumampas na sa kalahati ang proporsyon ng online na benta.
5262:战胜	战胜	战胜	जीतना; पार पाना	आख़िरकार उन्होंने सभी कठिनाइयों पर विजय पा ली।	জয় করা; কাটিয়ে ওঠা	অবশেষে তারা সব বাধা কাটিয়ে উঠেছে।	magtagumpay laban sa; malampasan	Sa wakas nalampasan nila ang lahat ng hirap.
5263:占有	占有	占有	कब्ज़ा रखना; हिस्सा पाना	इस कंपनी के पास बाज़ार का बड़ा हिस्सा है।	দখল করা; অধিকার রাখা	এই কোম্পানির বাজারের বড় অংশ আছে।	magmay-ari; magkaroon ng bahagi	May malaking bahagi sa merkado ang kumpanyang ito.
5265:章	章	章	अध्याय	कृपया तीसरे अध्याय की सामग्री पढ़ें।	অধ্যায়	অনুগ্রহ করে তৃতীয় অধ্যায়ের বিষয়বস্তু পড়ুন।	kabanata	Pakibasa ang nilalaman ng ikatlong kabanata.
5268:账单	账单	账单	बिल; हिसाब	वेटर ने बिल मेज़ पर रख दिया।	বিল; হিসাব	ওয়েটার বিলটি টেবিলে রাখল।	bill; kuwenta	Inilagay ng waiter ang bill sa mesa.
5269:招	招	招	भर्ती करना	कंपनी नए कर्मचारियों की भर्ती कर रही है।	নিয়োগ করা	কোম্পানি নতুন কর্মী নিয়োগ করছে।	mag-hire; kumuha ng empleyado	Nagha-hire ang kumpanya ng bagong empleyado.
5271:招生	招生	招生	छात्र भर्ती; प्रवेश लेना	यह स्कूल इस साल पाँच सौ छात्रों को प्रवेश देने की योजना बना रहा है।	ছাত্র ভর্তি	এই স্কুল এ বছর পাঁচশ শিক্ষার্থী ভর্তি করার পরিকল্পনা করছে।	pagtanggap ng estudyante	Plano ng paaralang ito na tumanggap ng limang daang estudyante ngayong taon.
5272:招手	招手	招手	हाथ हिलाना	उसने स्टेशन पर हमें हाथ हिलाकर बुलाया।	হাত নাড়া	সে স্টেশনে আমাদের দিকে হাত নাড়ল।	kumaway	Kumaway siya sa amin sa istasyon.
5274:照明	照明	照明	रोशनी; प्रकाश व्यवस्था	इस कमरे की रोशनी बहुत अच्छी है।	আলোকসজ্জা; আলো	এই ঘরের আলোর ব্যবস্থা খুব ভালো।	ilaw; pag-iilaw	Maganda ang pag-iilaw sa kuwartong ito.
5276:针	针	针	सुई; इंजेक्शन	नर्स ने मरीज को एक इंजेक्शन लगाया।	সুঁই; ইনজেকশন	নার্স রোগীকে একটি ইনজেকশন দিলেন।	karayom; iniksyon	Binigyan ng nars ng isang iniksyon ang pasyente.
5280:镇	镇	镇	कस्बा	यह कस्बा समुद्र के पास है।	ছোট শহর; মফস্বল	এই ছোট শহরটি সমুদ্রের কাছে।	bayan; maliit na lungsod	Malapit sa dagat ang bayang ito.
5281:阵雨	阵雨	阵雨	बौछार; अल्पकालिक बारिश	दोपहर में बौछार पड़ सकती है।	ঝিরিঝিরি বৃষ্টি; স্বল্পস্থায়ী বৃষ্টি	বিকেলে স্বল্পস্থায়ী বৃষ্টি হতে পারে।	panandaliang ulan; ambon	Maaaring magkaroon ng panandaliang ulan sa hapon.
5283:争吵	争吵	争吵	झगड़ना; बहस	वे छोटी-सी बात पर झगड़ पड़े।	ঝগড়া করা; তর্ক	তারা ছোট বিষয়ে ঝগড়া শুরু করল।	magtalo; pag-aaway	Nagtalo sila dahil sa maliit na bagay.
5290:正面	正面	正面	सामने की ओर; अगला हिस्सा	कृपया फ़ोटो का सामने वाला भाग ऊपर की ओर रखें।	সামনের দিক; মুখ	অনুগ্রহ করে ছবির সামনের দিকটি ওপরের দিকে রাখুন।	harapan; unahang bahagi	Pakilagay ang harapan ng litrato nang nakaharap pataas.
5299:之所以	之所以	之所以	जिस कारण; इसलिए कि	वह इसलिए देर से पहुँचा क्योंकि रास्ते में जाम था।	যে কারণে; তাই	সে দেরি করেছে কারণ পথে যানজট ছিল।	ang dahilan kung bakit	Ang dahilan kung bakit siya nahuli ay trapiko sa daan.
5303:职员	职员	职员	कर्मचारी	कंपनी के सभी कर्मचारियों ने प्रशिक्षण में भाग लिया।	কর্মচারী	কোম্পানির কর্মচারীরা সবাই প্রশিক্ষণে অংশ নিয়েছে।	empleyado	Lumahok sa pagsasanay ang lahat ng empleyado ng kumpanya.
5304:职责	职责	职责	कर्तव्य; ज़िम्मेदारी	डॉक्टर का कर्तव्य मरीजों के स्वास्थ्य की रक्षा करना है।	দায়িত্ব; কর্তব্য	ডাক্তারের দায়িত্ব রোগীর স্বাস্থ্য রক্ষা করা।	tungkulin; responsibilidad	Tungkulin ng doktor na protektahan ang kalusugan ng pasyente.
5306:只得	只得	只得	मजबूर होना; और उपाय न होना	बारिश बहुत तेज़ थी, इसलिए हमें गतिविधि रद्द करनी पड़ी।	বাধ্য হওয়া; আর উপায় না থাকা	বৃষ্টি খুব বেশি ছিল, তাই আমাদের কার্যক্রম বাতিল করতে হলো।	mapilitan; wala nang magawa	Masyadong malakas ang ulan, kaya napilitan kaming kanselahin ang aktibidad.
5308:只顾	只顾	只顾	सिर्फ़ ध्यान देना; केवल देखना	वह सिर्फ़ फ़ोन देखता रहा और मेरी बात नहीं सुनी।	শুধু খেয়াল করা; শুধু ব্যস্ত থাকা	সে শুধু ফোন দেখছিল, আমি যা বলেছি তা শোনেনি।	iniintindi lamang; abala lamang sa	Inintindi lang niya ang cellphone at hindi narinig ang sinabi ko.
5312:制	制	制	बनाना; निर्मित करना	यह दवा स्थानीय दवा-कारखाने में बनाई जाती है।	তৈরি করা; উৎপাদন করা	এই ওষুধ স্থানীয় ওষুধ কারখানায় তৈরি হয়।	gawin; likhain	Ginagawa ang gamot na ito ng lokal na pabrika ng gamot.
5313:至关重要	至关重要	至关重要	अत्यंत महत्वपूर्ण	सुरक्षा प्रशिक्षण नए कर्मचारियों के लिए अत्यंत महत्वपूर्ण है।	অত্যন্ত গুরুত্বপূর্ণ	নতুন কর্মীদের জন্য নিরাপত্তা প্রশিক্ষণ অত্যন্ত গুরুত্বপূর্ণ।	napakahalaga	Napakahalaga ng pagsasanay sa kaligtasan para sa bagong empleyado.
5316:制品	制品	制品	उत्पाद; निर्मित वस्तु	यह दुकान तरह-तरह की लकड़ी की वस्तुएँ बेचती है।	পণ্য; তৈরি জিনিস	এই দোকানে নানা ধরনের কাঠের পণ্য বিক্রি হয়।	produkto; yari	Nagbebenta ang tindahang ito ng iba't ibang produktong kahoy.
5318:质疑	质疑	质疑	सवाल उठाना; संदेह करना	पत्रकार ने इस रिपोर्ट के आँकड़ों पर सवाल उठाया।	প্রশ্ন তোলা; সন্দেহ করা	সাংবাদিক এই প্রতিবেদনের তথ্য নিয়ে প্রশ্ন তুলেছেন।	kuwestiyunin; pagdudahan	Kinuwestiyon ng reporter ang datos sa ulat na ito.
5320:中等	中等	中等	मध्यम	यह कपड़ा मध्यम आकार का है।	মাঝারি	এই পোশাকটি মাঝারি মাপের।	katamtaman	Katamtamang laki ang damit na ito.
5324:钟头	钟头	钟头	घंटा	हमने दो घंटे इंतज़ार किया।	ঘণ্টা	আমরা দুই ঘণ্টা অপেক্ষা করেছি।	oras	Naghintay kami nang dalawang oras.
5327:肿	肿	肿	सूजना; सूजा हुआ	उसका टखना सूज गया।	ফুলে যাওয়া; ফোলা	তার গোড়ালি ফুলে উঠেছে।	mamaga	Namamaga ang bukung-bukong niya.
5328:中	中	中	लगना; जीतना	उसे इनाम लगा और वह खुशी से बोल नहीं पाया।	লাগা; জেতা	সে পুরস্কার জিতল, আনন্দে কথা বলতে পারছিল না।	manalo; tumama	Nanalo siya ng gantimpala at sa tuwa ay hindi makapagsalita.
5329:种地	种地	种地	खेती करना; जमीन जोतना	दादाजी युवावस्था में हमेशा गाँव में खेती करते थे।	চাষ করা; জমি চাষ করা	দাদু তরুণ বয়সে সবসময় গ্রামে চাষ করতেন।	magsaka; magbungkal ng lupa	Noong bata pa si lolo, palagi siyang nagsasaka sa baryo.
5330:中毒	中毒	中毒	ज़हर चढ़ना; विषाक्तता	खराब भोजन से ज़हर चढ़ सकता है।	বিষক্রিয়া; বিষ লাগা	নষ্ট খাবার বিষক্রিয়া ঘটাতে পারে।	pagkalason	Maaaring magdulot ng pagkalason ang sirang pagkain.
5331:中奖	中奖	中奖	इनाम लगना; पुरस्कार जीतना	उसने पहली बार लॉटरी टिकट खरीदा और इनाम जीत गई।	পুরস্কার জেতা; লটারি জেতা	সে প্রথমবার লটারি কিনেই পুরস্কার জিতেছিল।	manalo ng premyo; manalo sa lotto	Unang beses niyang bumili ng tiket sa lotto at nanalo siya.
5332:众人	众人	众人	सब लोग; भीड़	समाचार सुनकर सब लोग बहुत हैरान हुए।	সবাই; লোকজন	খবর শুনে সবাই খুব অবাক হয়েছিল।	lahat; mga tao	Labis na nagulat ang lahat nang marinig ang balita.
5333:中暑	中暑	中暑	लू लगना; हीट स्ट्रोक	मौसम बहुत गर्म हो तो बुज़ुर्गों को आसानी से लू लग सकती है।	হিট স্ট্রোক; লু লাগা	আবহাওয়া খুব গরম হলে বয়স্কদের সহজে হিট স্ট্রোক হতে পারে।	heat stroke; tama ng init	Kapag sobrang init ng panahon, madaling tamaan ng heat stroke ang matatanda.
5342:珠宝	珠宝	珠宝	आभूषण; रत्न	यह दुकान विशेष रूप से आभूषण डिज़ाइन करती है।	গয়না; রত্ন	এই দোকান বিশেষভাবে গয়না ডিজাইন করে।	alahas; hiyas	Dalubhasa ang tindahang ito sa pagdidisenyo ng alahas.
5343:诸多	诸多	诸多	कई; अनेक	यह परियोजना अनेक चुनौतियों का सामना कर रही है।	অনেক; বহু	এই প্রকল্প অনেক চ্যালেঞ্জের মুখোমুখি।	marami; napakarami	Maraming hamon ang kinakaharap ng proyektong ito.
5345:主播	主播	主播	एंकर; प्रस्तोता	वह इस कार्यक्रम की एंकर है।	উপস্থাপক; অ্যাঙ্কর	সে এই অনুষ্ঠানের উপস্থাপক।	host; anchor	Siya ang host ng programang ito.
5348:主角	主角	主角	मुख्य पात्र	इस फ़िल्म का मुख्य पात्र एक डॉक्टर है।	প্রধান চরিত্র	এই সিনেমার প্রধান চরিত্র একজন ডাক্তার।	pangunahing tauhan	Doktor ang pangunahing tauhan ng pelikulang ito.
5350:主演	主演	主演	मुख्य भूमिका निभाना	इस नाटक में युवा अभिनेता मुख्य भूमिका निभाते हैं।	প্রধান চরিত্রে অভিনয় করা	এই নাটকে তরুণ অভিনেতারা প্রধান চরিত্রে অভিনয় করছেন।	gumanap bilang bida	Mga batang aktor ang gumanap bilang bida sa dulang ito.
5355:祝愿	祝愿	祝愿	शुभकामना देना	मैं दिल से तुम्हारे सुख की कामना करता हूँ।	শুভেচ্ছা জানানো; কামনা করা	আমি আন্তরিকভাবে তোমাদের সুখ কামনা করি।	bumati; maghangad	Taos-puso kong hinihiling ang inyong kaligayahan.
5359:专科	专科	专科	विशेष विभाग; विशेषज्ञता	इस अस्पताल में नेत्र-विभाग की विशेष ओपीडी है।	বিশেষ বিভাগ; বিশেষায়িত শাখা	এই হাসপাতালে চোখের বিশেষ বহির্বিভাগ আছে।	espesyalidad; espesyal na departamento	May espesyal na klinika sa mata ang ospital na ito.
5362:专用	专用	专用	विशेष उपयोग का; केवल के लिए	यह रास्ता केवल कर्मचारियों के लिए है।	বিশেষ ব্যবহারের; কেবল জন্য	এই পথটি শুধু কর্মীদের জন্য।	nakalaan; para lamang sa	Para lamang sa mga empleyado ang daanang ito.
5363:专注	专注	专注	एकाग्र; ध्यान केंद्रित	प्रयोग करते समय वह बहुत एकाग्र रहती है।	মনোযোগী; একাগ্র	পরীক্ষা করার সময় সে খুব মনোযোগী থাকে।	nakatuon; konsentrado	Napakakonsentrado niya kapag gumagawa ng eksperimento.
5364:转换	转换	转换	बदलना; रूपांतरित करना	कृपया फ़ाइल को PDF प्रारूप में बदल दें।	রূপান্তর করা; বদলানো	অনুগ্রহ করে ফাইলটি PDF ফরম্যাটে রূপান্তর করুন।	i-convert; palitan	Paki-convert ang file sa format na PDF.
5365:转交	转交	转交	सौंपना; आगे देना	कृपया यह पत्र प्रबंधक को सौंप दें।	হস্তান্তর করা; পৌঁছে দেওয়া	অনুগ্রহ করে এই চিঠিটি ম্যানেজারকে পৌঁছে দিন।	ipasa; iabot	Pakiabot ang liham na ito sa manager.
5367:转身	转身	转身	मुड़ना; पीछे मुड़ना	आवाज़ सुनते ही वह तुरंत मुड़ गया।	ঘুরে দাঁড়ানো	শব্দ শুনে সে সঙ্গে সঙ্গে ঘুরে দাঁড়াল।	lumingon; humarap pabalik	Agad siyang lumingon nang marinig ang tunog.
5370:转动	转动	转动	घूमना; घुमाना	मशीन के पहिए घूमने लगे।	ঘোরা; ঘোরানো	মেশিনের চাকা ঘুরতে শুরু করল।	umikot; paikutin	Nagsimulang umikot ang mga gulong ng makina.
5374:捉	捉	捉	पकड़ना	बच्चे आँगन में तितलियाँ पकड़ रहे थे।	ধরা; ধরতে চেষ্টা করা	শিশুরা উঠোনে প্রজাপতি ধরছিল।	huliin; manghuli	Nanghuhuli ng paru-paro ang mga bata sa bakuran.
5378:自来水	自来水	自来水	नल का पानी	यहाँ का नल का पानी सीधे पिया जा सकता है।	কলের জল	এখানকার কলের জল সরাসরি পান করা যায়।	tubig sa gripo	Maaaring direktang inumin ang tubig sa gripo rito.
5379:自律	自律	自律	आत्म-अनुशासन	पढ़ाई के लिए आत्म-अनुशासन बनाए रखना बहुत महत्वपूर्ण है।	আত্মশৃঙ্খলা	পড়াশোনার জন্য আত্মশৃঙ্খলা বজায় রাখা খুব গুরুত্বপূর্ণ।	disiplina sa sarili	Mahalaga sa pag-aaral ang pagpapanatili ng disiplina sa sarili.
5381:自杀	自杀	自杀	आत्महत्या	समाचार रिपोर्टों को आत्महत्या के मामलों को सावधानी से संभालना चाहिए।	আত্মহত্যা	সংবাদ প্রতিবেদনে আত্মহত্যার ঘটনা সতর্কভাবে উপস্থাপন করা উচিত।	pagpapakamatay	Dapat maingat na talakayin ng balita ang mga kaso ng pagpapakamatay.
5382:自我	自我	自我	स्वयं; आत्म	यात्रा ने उसे स्वयं को बेहतर समझने में मदद की।	নিজস্ব সত্তা; আত্ম	ভ্রমণ তাকে নিজেকে আরও ভালোভাবে বুঝতে সাহায্য করেছে।	sarili; pagkatao	Mas nakilala niya ang sarili dahil sa paglalakbay.
5383:自言自语	自言自语	自言自语	अपने आप से बोलना	वह किताबों की अलमारी सजाते हुए अपने आप से बोल रही थी।	নিজের সঙ্গে কথা বলা	সে বইয়ের তাক গোছাতে গোছাতে নিজের সঙ্গে কথা বলছিল।	magsalita sa sarili	Habang inaayos niya ang estante ng libro, nagsasalita siya sa sarili.
5385:自助	自助	自助	स्व-सेवा; सेल्फ-सर्विस	यह रेस्तराँ स्व-सेवा नाश्ता देता है।	স্ব-সেবা	এই রেস্তোরাঁ স্ব-সেবা নাশতা দেয়।	self-service; sariling kuha	Nag-aalok ang restawrang ito ng self-service na almusal.
5388:总计	总计	总计	कुल मिलाकर	इस गतिविधि में कुल मिलाकर दो सौ लोग शामिल हुए।	মোট; সর্বমোট	এই কার্যক্রমে সর্বমোট দুইশ জন অংশ নিয়েছে।	kabuuan; lahat-lahat	Kabuuang dalawang daang tao ang lumahok sa aktibidad na ito.
5391:粽子	粽子	粽子	ज़ोंगज़ी; चावल की पोटली	ड्रैगन बोट उत्सव पर हमने बहुत से ज़ोंगज़ी बनाए।	জংজি; চালের পোটলা	ড্রাগন বোট উৎসবে আমরা অনেক জংজি বানিয়েছিলাম।	zongzi; balot na malagkit na bigas	Gumawa kami ng maraming zongzi noong Dragon Boat Festival.
5393:足	足	足	पर्याप्त	यह रकम टिकट खरीदने के लिए पर्याप्त है।	যথেষ্ট	এই টাকা টিকিট কেনার জন্য যথেষ্ট।	sapat	Sapat ang perang ito para bumili ng tiket.
5396:阻挡	阻挡	阻挡	रोकना; बाधा डालना	भारी बर्फ़ ने वाहनों की आगे बढ़ने की राह रोक दी।	রোধ করা; বাধা দেওয়া	ভারী তুষার যানবাহনের অগ্রগতি রোধ করেছে।	harangin; hadlangan	Hinarang ng makapal na niyebe ang pag-usad ng mga sasakyan.
5399:钻	钻	钻	घुसना; रेंगकर जाना	बच्चा मेज़ के नीचे घुस गया।	ঢোকা; গুটিয়ে ঢোকা	শিশুটি টেবিলের নিচে ঢুকে গেল।	sumuot; gumapang papasok	Sumuot ang bata sa ilalim ng mesa.
5400:罪	罪	罪	अपराध; दोष	उसने अपना अपराध स्वीकार किया।	অপরাধ; দোষ	সে নিজের অপরাধ স্বীকার করেছে।	krimen; kasalanan	Inamin niya ang kanyang krimen.
