source_headword	KN	example_KN
burst	ಸಿಡಿಯು	ಒತ್ತಡದಿಂದ ಪೈಪ್ ಸಿಡಿಯಬಹುದು.
cabinet	ಕ್ಯಾಬಿನೆಟ್	ಸಚಿವ ಸಂಪುಟವು ಯೋಜನೆಯನ್ನು ಅನುಮೋದಿಸಿತು.
calculation	ಲೆಕ್ಕಾಚಾರ	ಲೆಕ್ಕಾಚಾರವು ಹಲವು ನಿಮಿಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿತು.
canvas	ಕ್ಯಾನ್ವಾಸ್	ಕಲಾವಿದ ದೊಡ್ಡ ಕ್ಯಾನ್ವಾಸ್ ಮೇಲೆ ಚಿತ್ರ ಬಿಡಿಸಿದನು.
capability	ಸಾಮರ್ಥ್ಯ	ಸಾಧನವು ನಿಸ್ತಂತು ಸಾಮರ್ಥ್ಯವನ್ನು ಹೊಂದಿದೆ.
capitalism	ಬಂಡವಾಳಶಾಹಿ	ಬಂಡವಾಳಶಾಹಿಯು ಆಧುನಿಕ ಆರ್ಥಿಕತೆಯನ್ನು ರೂಪಿಸಿತು.
capitalist	ಬಂಡವಾಳಶಾಹಿ	ಬಂಡವಾಳಶಾಹಿ ವ್ಯವಸ್ಥೆಯು ಖಾಸಗಿ ಹೂಡಿಕೆಗೆ ಬಹುಮಾನ ನೀಡುತ್ತದೆ.
cargo	ಸರಕು	ಹಡಗು ವೈದ್ಯಕೀಯ ಸರಕುಗಳನ್ನು ಸಾಗಿಸಿತು.
carriage	ಬೋಗಿ	ರೈಲಿನ ಬೋಗಿ ಬಹುತೇಕ ಖಾಲಿಯಾಗಿತ್ತು.
carve	ಕೆತ್ತು	ಅವನು ಮರವನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಕೆತ್ತುತ್ತಾನೆ.
casino	ಕ್ಯಾಸಿನೊ	ಹೋಟೆಲ್ ಬಳಿ ಕ್ಯಾಸಿನೊ ತೆರೆಯಿತು.
casualty	ಸಾವುನೋವು	ಅಪಘಾತವು ಒಂದು ಸಾವಿಗೆ ಕಾರಣವಾಯಿತು.
catalogue	ಕ್ಯಾಟಲಾಗ್	ಕ್ಯಾಟಲಾಗ್ ಪ್ರತಿಯೊಂದು ಉತ್ಪನ್ನವನ್ನು ಪಟ್ಟಿ ಮಾಡುತ್ತದೆ.
cater	ಊಟೋಪಚಾರ ಮಾಡು	ರೆಸ್ಟೋರೆಂಟ್ ದೊಡ್ಡ ಕಾರ್ಯಕ್ರಮಗಳಿಗೆ ಊಟೋಪಚಾರ ಮಾಡಬಲ್ಲದು.
cattle	ದನಕರುಗಳು	ದನಕರುಗಳು ನದಿಯ ಬಳಿ ಮೇಯುತ್ತಿದ್ದವು.
caution	ಎಚ್ಚರಿಕೆ	ಹಿಮಾವೃತ ರಸ್ತೆಗಳಲ್ಲಿ ಎಚ್ಚರಿಕೆ ವಹಿಸಿ.
cautious	ಎಚ್ಚರಿಕೆಯ	ಹೂಡಿಕೆದಾರರು ಈ ವಾರ ಎಚ್ಚರಿಕೆಯಿಂದಿದ್ದಾರೆ.
cease	ನಿಲ್ಲಿಸು	ಕಾರ್ಖಾನೆಯು ಶೀಘ್ರದಲ್ಲೇ ಉತ್ಪಾದನೆಯನ್ನು ನಿಲ್ಲಿಸುತ್ತದೆ.
cemetery	ಸ್ಮಶಾನ	ಸ್ಮಶಾನವು ಸಮುದ್ರಕ್ಕೆ ಮುಖಮಾಡಿದೆ.
chamber	ಕೊಠಡಿ	ಮತದಾನದ ಸಮಯದಲ್ಲಿ ಚೇಂಬರ್ ನಿಶ್ಯಬ್ದವಾಗಿತ್ತು.
chaos	ಗೊಂದಲ	ವಿಳಂಬವು ವಿಮಾನ ನಿಲ್ದಾಣದಲ್ಲಿ ಗೊಂದಲವನ್ನು ಉಂಟುಮಾಡಿತು.
characterize	ಗುಣಲಕ್ಷಣಗಳನ್ನು ವಿವರಿಸು	ತಜ್ಞರು ಈ ಯೋಜನೆಯನ್ನು ಅಪಾಯಕಾರಿ ಎಂದು ವಿವರಿಸುತ್ತಾರೆ.
charm	ಮೋಡಿ	ಪಟ್ಟಣವು ಹಳೆಯ ಪ್ರಪಂಚದ ಆಕರ್ಷಣೆಯನ್ನು ಹೊಂದಿದೆ.
charter	ಸನ್ನದು	ಸನ್ನದು ಮೂಲಭೂತ ಹಕ್ಕುಗಳನ್ನು ರಕ್ಷಿಸುತ್ತದೆ.
chronic	ದೀರ್ಘಕಾಲದ	ಅವರು ದೀರ್ಘಕಾಲದ ಬೆನ್ನುನೋವಿನಿಂದ ಬಳಲುತ್ತಿದ್ದಾರೆ.
chunk	ತುಂಡು	ಚೀಸ್ ಅನ್ನು ಒಂದು ತುಂಡಾಗಿ ಕತ್ತರಿಸಿ.
circulate	ಹರಡು	ದಯವಿಟ್ಟು ಇಂದು ಕಾರ್ಯಸೂಚಿಯನ್ನು ಪ್ರಸಾರ ಮಾಡಿ.
circulation	ಪ್ರಸರಣ	ಪತ್ರಿಕೆಯ ಪ್ರಸರಣವು ತೀವ್ರವಾಗಿ ಕುಸಿಯಿತು.
citizenship	ಪೌರತ್ವ	ಅವಳು ಫ್ರೆಂಚ್ ಪೌರತ್ವಕ್ಕಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದಳು.
civic	ನಾಗರಿಕ	ನಾಗರಿಕ ಮುಖಂಡರು ಸಭೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದರು.
civilian	ನಾಗರಿಕ	ಹಲವಾರು ನಾಗರಿಕರ ಮನೆಗಳಿಗೆ ಹಾನಿಯಾಗಿದೆ.
clarity	ಸ್ಪಷ್ಟತೆ	ರೇಖಾಚಿತ್ರವು ವರದಿಗೆ ಸ್ಪಷ್ಟತೆಯನ್ನು ಸೇರಿಸಿತು.
clash	ಘರ್ಷಣೆ	ಮೆರವಣಿಗೆಯ ನಂತರ ಘರ್ಷಣೆ ಪ್ರಾರಂಭವಾಯಿತು.
classification	ವರ್ಗೀಕರಣ	ವರ್ಗೀಕರಣವು ಗಾತ್ರವನ್ನು ಅವಲಂಬಿಸಿರುತ್ತದೆ.
cling	ಅಂಟಿಕೊಳ್ಳು	ಒದ್ದೆಯಾದ ಬಟ್ಟೆಗಳು ಚರ್ಮಕ್ಕೆ ಅಂಟಿಕೊಳ್ಳುತ್ತವೆ.
clinical	ಕ್ಲಿನಿಕಲ್	ಕ್ಲಿನಿಕಲ್ ಪ್ರಯೋಗವು ಮುಂದಿನ ತಿಂಗಳು ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
closure	ಮುಕ್ತಾಯ	ಪ್ರಕರಣದ ನಂತರ ಕುಟುಂಬವು ಮುಕ್ತಾಯವನ್ನು ಬಯಸಿತು.
cluster	ಗುಂಪು	ಹತ್ತಿರದಲ್ಲಿ ಮನೆಗಳ ಗುಂಪು ನಿಂತಿತ್ತು.
coalition	ಒಕ್ಕೂಟ	ಒಕ್ಕೂಟವು ತನ್ನ ಬಹುಮತವನ್ನು ಕಳೆದುಕೊಂಡಿತು.
coastal	ಕರಾವಳಿಯ	ಕರಾವಳಿ ಗ್ರಾಮಗಳು ಪ್ರವಾಹಕ್ಕೆ ಸಿದ್ಧವಾದವು.
cocktail	ಕಾಕ್ಟೇಲ್	ಅವಳು ಹಣ್ಣಿನ ಕಾಕ್ಟೇಲ್ ಅನ್ನು ಆರ್ಡರ್ ಮಾಡಿದಳು.
cognitive	ಅರಿವಿನ	ಅಭ್ಯಾಸದೊಂದಿಗೆ ಅರಿವಿನ ಕೌಶಲ್ಯಗಳು ಸುಧಾರಿಸುತ್ತವೆ.
coincide	ಹೊಂದಿಕೆಯಾಗು	ಹಬ್ಬವು ಪದವಿಯೊಂದಿಗೆ ಹೊಂದಿಕೆಯಾಗುತ್ತದೆ.
collaborate	ಸಹಕರಿಸು	ತಂಡಗಳು ಸಾಫ್ಟ್‌ವೇರ್‌ನಲ್ಲಿ ಸಹಕರಿಸುತ್ತವೆ.
collaboration	ಸಹಯೋಗ	ಅವರ ಸಹಯೋಗವು ಬಲವಾದ ಫಲಿತಾಂಶಗಳನ್ನು ನೀಡಿತು.
collective	ಸಾಮೂಹಿಕ	ನಿರ್ಧಾರವು ಸಾಮೂಹಿಕ ಪ್ರಯತ್ನವಾಗಿತ್ತು.
collision	ಡಿಕ್ಕಿ	ಡಿಕ್ಕಿಯು ಹೆದ್ದಾರಿಯನ್ನು ತಡೆಯಿತು.
colonial	ವಸಾಹತುಶಾಹಿ	ಈ ಕಟ್ಟಡವು ವಸಾಹತುಶಾಹಿ ವಾಸ್ತುಶಿಲ್ಪವನ್ನು ಹೊಂದಿದೆ.
columnist	ಅಂಕಣಕಾರ	ಅಂಕಣಕಾರರು ನೀತಿಯನ್ನು ಟೀಕಿಸಿದರು.
combat	ಕಾಳಗ	ಸೈನಿಕರು ಕಾಳಗಕ್ಕಾಗಿ ತರಬೇತಿ ಪಡೆದರು.
commence	ಪ್ರಾರಂಭಿಸು	ಸಮಾರಂಭವು ಮಧ್ಯಾಹ್ನ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
commentary	ವೀಕ್ಷಕ ವಿವರಣೆ	ಪಂದ್ಯದ ವೀಕ್ಷಕ ವಿವರಣೆಯು ಉತ್ಸಾಹಭರಿತವಾಗಿತ್ತು.
commentator	ವೀಕ್ಷಕ ವಿವರಣೆಗಾರ	ವೀಕ್ಷಕ ವಿವರಣೆಗಾರ ನಿರ್ಧಾರವನ್ನು ವಿವರಿಸಿದರು.
commerce	ವಾಣಿಜ್ಯ	ಆನ್‌ಲೈನ್ ವಾಣಿಜ್ಯವು ವೇಗವಾಗಿ ಬೆಳೆಯಿತು.
commissioner	ಆಯುಕ್ತರು	ಆಯುಕ್ತರು ಹೊಸ ನಿಯಮಗಳನ್ನು ಪ್ರಕಟಿಸಿದರು.
commodity	ಸರಕು	ಗೋಧಿ ಒಂದು ಪ್ರಮುಖ ಸರಕು.
communist	ಕಮ್ಯುನಿಸ್ಟ್	ಕಮ್ಯುನಿಸ್ಟ್ ಪಕ್ಷವು ಸಭೆಯನ್ನು ನಡೆಸಿತು.
companion	ಸಂಗಾತಿ	ಅವಳ ನಾಯಿ ನಿಷ್ಠಾವಂತ ಸಂಗಾತಿ.
comparable	ಹೋಲಿಸಬಹುದಾದ	ಎರಡು ನಗರಗಳು ಗಾತ್ರದಲ್ಲಿ ಹೋಲಿಸಬಹುದಾಗಿವೆ.
compassion	ಕರುಣೆ	ನರ್ಸ್ ಅಪಾರ ಕರುಣೆಯನ್ನು ತೋರಿದರು.
compel	ಒತ್ತಾಯಿಸು	ಸಾಕ್ಷ್ಯವು ಪ್ರತಿಕ್ರಿಯೆಗೆ ಒತ್ತಾಯಿಸಬಹುದು.
compelling	ಬಲವಾದ	ಸಾಕ್ಷ್ಯಚಿತ್ರವು ಬಲವಾದ ಕಾರಣವನ್ನು ನೀಡಿತು.
compensate	ಪರಿಹಾರ ನೀಡು	ಕಂಪನಿಯು ಬಾಧಿತ ಗ್ರಾಹಕರಿಗೆ ಪರಿಹಾರ ನೀಡುತ್ತದೆ.
compensation	ಪರಿಹಾರ	ಕಾರ್ಮಿಕರು ನ್ಯಾಯಯುತ ಪರಿಹಾರವನ್ನು ಒತ್ತಾಯಿಸಿದರು.
competence	ಸಾಮರ್ಥ್ಯ	ಪರೀಕ್ಷೆಯು ವೃತ್ತಿಪರ ಸಾಮರ್ಥ್ಯವನ್ನು ಅಳೆಯುತ್ತದೆ.
competent	ಸಮರ್ಥ	ಅವಳು ಸಮರ್ಥ ಎಂಜಿನಿಯರ್ ಆಗಿದ್ದಾಳೆ.
compile	ಸಂಗ್ರಹಿಸು	ಸಂಶೋಧಕರು ಆಸ್ಪತ್ರೆಗಳಿಂದ ಡೇಟಾವನ್ನು ಸಂಗ್ರಹಿಸುತ್ತಾರೆ.
complement	ಪೂರಕವಾಗಿರು	ವೈನ್ ಊಟಕ್ಕೆ ಪೂರಕವಾಗಿರುತ್ತದೆ.
complexity	ಸಂಕೀರ್ಣತೆ	ಯೋಜನೆಯು ಅನಿರೀಕ್ಷಿತ ಸಂಕೀರ್ಣತೆಯನ್ನು ಹೊಂದಿದೆ.
compliance	ಪಾಲನೆ	ಲೆಕ್ಕಪರಿಶೋಧನೆಯು ಕಾನೂನು ಪಾಲನೆಯನ್ನು ಪರಿಶೀಲಿಸಿತು.
complication	ತೊಡಕು	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯಲ್ಲಿ ಒಂದು ತೊಡಕು ಇತ್ತು.
comply	ಪಾಲಿಸು	ಕಂಪನಿಗಳು ನಿಯಮಗಳನ್ನು ಪಾಲಿಸಬೇಕು.
composition	ಸಂಯೋಜನೆ	ಸಂಯೋಜನೆಯು ಪಿಟೀಲು ಮತ್ತು ಪಿಯಾನೋವನ್ನು ಒಳಗೊಂಡಿದೆ.
compromise	ರಾಜಿ	ರಾಜಿಯು ಎರಡೂ ಕಡೆಯವರನ್ನು ತೃಪ್ತಿಪಡಿಸಿತು.
compute	ಲೆಕ್ಕಾಚಾರ ಮಾಡು	ಪ್ರೋಗ್ರಾಂ ಒಟ್ಟು ಮೊತ್ತವನ್ನು ಲೆಕ್ಕಾಚಾರ ಮಾಡಬಹುದು.
conceal	ಮುಚ್ಚಿಡು	ಅವನು ಹಾನಿಯನ್ನು ಮುಚ್ಚಿಡಲು ಪ್ರಯತ್ನಿಸಿದನು.
concede	ಒಪ್ಪಿಕೊಳ್ಳು	ಮಂತ್ರಿಯು ಸೋಲನ್ನು ಒಪ್ಪಿಕೊಳ್ಳಲು ನಿರಾಕರಿಸಿದರು.
conceive	ರೂಪಿಸು	ಅವರು ಉತ್ತಮ ಯೋಜನೆಯನ್ನು ಕಲ್ಪಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.
conception	ಕಲ್ಪನೆ	ಚಲನಚಿತ್ರವು ಇತಿಹಾಸದ ಬಗ್ಗೆ ನನ್ನ ಕಲ್ಪನೆಯನ್ನು ಬದಲಾಯಿಸಿತು.
concession	ರಿಯಾಯಿತಿ	ಕಂಪನಿಯು ಒಂದು ರಿಯಾಯಿತಿಯನ್ನು ನೀಡಿತು.
condemn	ಖಂಡಿಸು	ನಾಯಕರು ದಾಳಿಯನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಖಂಡಿಸುತ್ತಾರೆ.
confer	ಪ್ರದಾನ ಮಾಡು	ಪ್ರಶಸ್ತಿಯು ಪ್ರತಿಷ್ಠೆಯನ್ನು ಪ್ರದಾನ ಮಾಡುತ್ತದೆ.
confession	ತಪ್ಪೊಪ್ಪಿಗೆ	ಅವನ ತಪ್ಪೊಪ್ಪಿಗೆ ನ್ಯಾಯಾಲಯವನ್ನು ಆಶ್ಚರ್ಯಗೊಳಿಸಿತು.
configuration	ಸಂರಚನೆ	ಸಂರಚನೆಯು ನೆಟ್‌ವರ್ಕ್ ಪ್ರವೇಶವನ್ನು ನಿಯಂತ್ರಿಸುತ್ತದೆ.
confine	ಸೀಮಿತಗೊಳಿಸು	ನಿಯಮಗಳು ನಾಯಿಗಳನ್ನು ಈ ಪ್ರದೇಶಕ್ಕೆ ಸೀಮಿತಗೊಳಿಸುತ್ತವೆ.
confirmation	ದೃಢೀಕರಣ	ನಾವು ಇಮೇಲ್ ಮೂಲಕ ದೃಢೀಕರಣವನ್ನು ಸ್ವೀಕರಿಸಿದ್ದೇವೆ.
confront	ಎದುರಿಸು	ಅವಳು ಸಮಸ್ಯೆಯನ್ನು ಎದುರಿಸಲು ನಿರ್ಧರಿಸಿದಳು.
confrontation	ಸಂಘರ್ಷ	ಸಂಘರ್ಷವು ಹಿಂಸಾಚಾರವಿಲ್ಲದೆ ಕೊನೆಗೊಂಡಿತು.
congratulate	ಅಭಿನಂದಿಸು	ನಾನು ನನ್ನ ತಂಗಿಯನ್ನು ಅಭಿನಂದಿಸಲು ಕರೆ ಮಾಡಿದೆ.
congregation	ಸಭಿಕರು	ಸಭಿಕರು ಒಟ್ಟಿಗೆ ಹಾಡಿದರು.
congressional	ಕಾಂಗ್ರೆಸ್‌ನ	ಕಾಂಗ್ರೆಸ್‌ನ ವಿಚಾರಣೆಯು ಗಂಟೆಗಳ ಕಾಲ ನಡೆಯಿತು.
conquer	ಜಯಿಸು	ತಂಡವು ಮಾರುಕಟ್ಟೆಯನ್ನು ಗೆಲ್ಲಲು ಆಶಿಸುತ್ತಿದೆ.
conscience	ಆತ್ಮಸಾಕ್ಷಿ	ಅವನ ಆತ್ಮಸಾಕ್ಷಿಯು ಸುಳ್ಳು ಹೇಳಲು ಬಿಡುತ್ತಿರಲಿಲ್ಲ.
consciousness	ಪ್ರಜ್ಞೆ	ಅಪಘಾತವು ಅವನ ಪ್ರಜ್ಞೆಯ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರಿತು.
consecutive	ಸತತ	ಅವಳು ಸತತ ಮೂರು ಪಂದ್ಯಗಳನ್ನು ಗೆದ್ದಳು.
consensus	ಒಮ್ಮತ	ಸಮಿತಿಯು ಶೀಘ್ರವಾಗಿ ಒಮ್ಮತವನ್ನು ತಲುಪಿತು.
consent	ಸಮ್ಮತಿ	ಲಿಖಿತ ಸಮ್ಮತಿ ಅಗತ್ಯವಿದೆ.
conserve	ಸಂರಕ್ಷಿಸು	ನಾವು ಬರಗಾಲದಲ್ಲಿ ನೀರನ್ನು ಸಂರಕ್ಷಿಸುತ್ತೇವೆ.
consistency	ಸ್ಥಿರತೆ	ಭಾಷಾ ಅಧ್ಯಯನದಲ್ಲಿ ಸ್ಥಿರತೆಯು ಮುಖ್ಯವಾಗಿದೆ.
consolidate	ಕ್ರೋಢೀಕರಿಸು	ಕಂಪನಿಯು ಎರಡು ಕಚೇರಿಗಳನ್ನು ಕ್ರೋಢೀಕರಿಸುತ್ತದೆ.
constituency	ಕ್ಷೇತ್ರ	ಅಭ್ಯರ್ಥಿಯು ಪ್ರತಿಯೊಂದು ಕ್ಷೇತ್ರಕ್ಕೂ ಭೇಟಿ ನೀಡಿದರು.
constitute	ರಚಿಸು	ಮಹಿಳೆಯರು ಸಮಿತಿಯ ಅರ್ಧದಷ್ಟು ಭಾಗವನ್ನು ರಚಿಸುತ್ತಾರೆ.
constitution	ಸಂವಿಧಾನ	ಸಂವಿಧಾನವು ವಾಕ್ ಸ್ವಾತಂತ್ರ್ಯವನ್ನು ಖಾತರಿಪಡಿಸುತ್ತದೆ.
constitutional	ಸಾಂವಿಧಾನಿಕ	ನ್ಯಾಯಾಲಯವು ಸಾಂವಿಧಾನಿಕ ಹಕ್ಕುಗಳನ್ನು ಪರಿಶೀಲಿಸಿತು.
constraint	ನಿರ್ಬಂಧ	ಬಜೆಟ್ ನಿರ್ಬಂಧವು ಯೋಜನೆಯನ್ನು ಸೀಮಿತಗೊಳಿಸಿತು.
consultation	ಸಮಾಲೋಚನೆ	ಸಮಾಲೋಚನೆಯು ಎರಡು ವಾರಗಳ ಕಾಲ ನಡೆಯಿತು.
contemplate	ಆಲೋಚಿಸು	ಪ್ರಸ್ತಾಪವನ್ನು ಆಲೋಚಿಸಲು ಅವಳು ವಿರಾಮಗೊಳಿಸಿದಳು.
contempt	ತಿರಸ್ಕಾರ	ಅವನು ನಿಯಮಗಳ ಬಗ್ಗೆ ತಿರಸ್ಕಾರ ತೋರಿದನು.
contend	ಸ್ಪರ್ಧಿಸು	ಗುತ್ತಿಗೆಗಾಗಿ ಹಲವು ಸಂಸ್ಥೆಗಳು ಸ್ಪರ್ಧಿಸುತ್ತವೆ.
contender	ಸ್ಪರ್ಧಿ	ಅವಳು ಬಲವಾದ ಸ್ಪರ್ಧಿ.
content2	ತೃಪ್ತ	ಅವನು ಫಲಿತಾಂಶದಿಂದ ತೃಪ್ತನಾಗಿದ್ದನು.
contention	ವಿವಾದ	ಮುಖ್ಯ ವಿವಾದವು ಹಣಕಾಸಿಗೆ ಸಂಬಂಧಿಸಿದೆ.
continually	ನಿರಂತರವಾಗಿ	ಸಿಸ್ಟಮ್ ನಿರಂತರವಾಗಿ ದೋಷಗಳನ್ನು ಪರಿಶೀಲಿಸುತ್ತದೆ.
contractor	ಗುತ್ತಿಗೆದಾರ	ಗುತ್ತಿಗೆದಾರನು ಛಾವಣಿಯನ್ನು ಸರಿಪಡಿಸಿದನು.
contradiction	ವಿರೋಧಾಭಾಸ	ಅವನ ಹೇಳಿಕೆಯು ವಿರೋಧಾಭಾಸವನ್ನು ಹೊಂದಿತ್ತು.
contrary	ವಿರುದ್ಧ	ವಿರುದ್ಧ ಸಾಕ್ಷ್ಯವು ಪ್ರಕರಣವನ್ನು ಬದಲಾಯಿಸಿತು.
contributor	ಕೊಡುಗೆದಾರ	ಅವಳು ನಿಯಮಿತ ಕೊಡುಗೆದಾರಳು.
conversion	ಪರಿವರ್ತನೆ	ಪರಿವರ್ತನೆಯು ಡಾಲರ್‌ಗಳನ್ನು ಯುರೋಗಳಾಗಿ ಬದಲಾಯಿಸಿತು.
convict	ದೋಷಿ ಎಂದು ನಿರ್ಣಯಿಸು	ತೀರ್ಪುಗಾರರು ಶಂಕಿತನನ್ನು ದೋಷಿ ಎಂದು ನಿರ್ಣಯಿಸಬಹುದು.
conviction	ಅಪರಾಧ ನಿರ್ಣಯ	ಅವನ ಅಪರಾಧ ನಿರ್ಣಯವು ಸಾರ್ವಜನಿಕರನ್ನು ಆಘಾತಗೊಳಿಸಿತು.
cooperate	ಸಹಕರಿಸು	ದಯವಿಟ್ಟು ತನಿಖೆಯೊಂದಿಗೆ ಸಹಕರಿಸಿ.
cooperative	ಸಹಕಾರಿ	ಸಿಬ್ಬಂದಿ ಸಹಕಾರಿ ಮತ್ತು ಶಾಂತವಾಗಿದ್ದರು.
coordinate	ಸಮನ್ವಯಗೊಳಿಸು	ಅವರು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ ವಿತರಣೆಗಳನ್ನು ಸಮನ್ವಯಗೊಳಿಸುತ್ತಾರೆ.
coordination	ಸಮನ್ವಯ	ಉತ್ತಮ ಸಮನ್ವಯವು ಸಮಯವನ್ನು ಉಳಿಸಿತು.
coordinator	ಸಂಯೋಜಕ	ಸಂಯೋಜಕರು ಪ್ರತಿಯೊಂದು ಕಾರ್ಯವನ್ನು ನಿಯೋಜಿಸಿದರು.
cop	ಪೊಲೀಸ್	ನಿಲ್ದಾಣದ ಹೊರಗೆ ಒಬ್ಬ ಪೊಲೀಸ್ ನಿಂತಿದ್ದನು.
copper	ತಾಮ್ರ	ಪೈಪ್ ಅನ್ನು ತಾಮ್ರದಿಂದ ಮಾಡಲಾಗಿದೆ.
copyright	ಕೃತಿಸ್ವಾಮ್ಯ	ಚಿತ್ರವನ್ನು ಕೃತಿಸ್ವಾಮ್ಯದಿಂದ ರಕ್ಷಿಸಲಾಗಿದೆ.
correction	ತಿದ್ದುಪಡಿ	ಶಿಕ್ಷಕರು ಒಂದು ತಿದ್ದುಪಡಿಯನ್ನು ಮಾಡಿದರು.
correlate	ಪರಸ್ಪರ ಸಂಬಂಧ ಹೊಂದಿರು	ಅಧಿಕ ಒತ್ತಡವು ಅನಾರೋಗ್ಯದೊಂದಿಗೆ ಪರಸ್ಪರ ಸಂಬಂಧ ಹೊಂದಿರಬಹುದು.
correlation	ಪರಸ್ಪರ ಸಂಬಂಧ	ಅಧ್ಯಯನವು ಬಲವಾದ ಪರಸ್ಪರ ಸಂಬಂಧವನ್ನು ಕಂಡುಕೊಂಡಿದೆ.
correspond	ಹೊಂದಿಕೆಯಾಗು	ಈ ಸಂಖ್ಯೆಗಳು ಲೇಬಲ್‌ಗಳಿಗೆ ಹೊಂದಿಕೆಯಾಗುತ್ತವೆ.
correspondence	ಪತ್ರವ್ಯವಹಾರ	ಅವರ ಪತ್ರವ್ಯವಹಾರವು ವರ್ಷಗಳ ಕಾಲ ನಡೆಯಿತು.
correspondent	ವರದಿಗಾರ	ವರದಿಗಾರ ಕೈರೋದಿಂದ ವರದಿ ಮಾಡಿದರು.
corresponding	ಅನುಗುಣವಾದ	ಪ್ರತಿ ಬಟನ್ ಅನುಗುಣವಾದ ಬೆಳಕನ್ನು ಹೊಂದಿದೆ.
corrupt	ಭ್ರಷ್ಟ	ಭ್ರಷ್ಟ ಅಧಿಕಾರಿಯು ಹಣವನ್ನು ಸ್ವೀಕರಿಸಿದರು.
corruption	ಭ್ರಷ್ಟಾಚಾರ	ಭ್ರಷ್ಟಾಚಾರವು ಸಾರ್ವಜನಿಕ ವಿಶ್ವಾಸವನ್ನು ದುರ್ಬಲಗೊಳಿಸಿತು.
costly	ದುಬಾರಿ	ಈ ದೋಷವು ತಂಡಕ್ಕೆ ದುಬಾರಿಯಾಗಿತ್ತು.
councillor	ಕೌನ್ಸಿಲರ್	ಕೌನ್ಸಿಲರ್ ನಿವಾಸಿಗಳ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದರು.
counselling	ಆಪ್ತಸಮಾಲೋಚನೆ	ಅಪಘಾತದ ನಂತರ ಅವಳು ಆಪ್ತಸಮಾಲೋಚನೆಯನ್ನು ಪಡೆದಳು.
counsellor	ಆಪ್ತಸಮಾಲೋಚಕ	ಆಪ್ತಸಮಾಲೋಚಕರು ಹೊಸ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಹಾಯ ಮಾಡಿದರು.
counter (argue against)	ವಿರೋಧಿಸು	ಅವಳು ಅವನ ವಾದವನ್ನು ವಿರೋಧಿಸಲು ಪ್ರಯತ್ನಿಸಿದಳು.
counterpart	ಸಹವರ್ತಿ	ಅವನು ತನ್ನ ಜಪಾನೀಸ್ ಸಹವರ್ತಿಯನ್ನು ಭೇಟಿಯಾದನು.
countless	ಅಸಂಖ್ಯಾತ	ಅಸಂಖ್ಯಾತ ಸ್ವಯಂಸೇವಕರು ಶೋಧದಲ್ಲಿ ಸೇರಿಕೊಂಡರು.
coup	ಕ್ಷಿಪ್ರಕ್ರಾಂತಿ	ಕ್ಷಿಪ್ರಕ್ರಾಂತಿಯು ಅಧ್ಯಕ್ಷರನ್ನು ತೆಗೆದುಹಾಕಿತು.
courtesy	ಸೌಜನ್ಯ	ಅವಳು ಅವರ ಸೌಜನ್ಯಕ್ಕಾಗಿ ಧನ್ಯವಾದ ಹೇಳಿದಳು.
