hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
2252:当作	当作	当作	と見なす; として扱う	私は彼を一番の友人だと思っています。	로 여기다; 로 삼다	저는 그를 가장 좋은 친구로 여깁니다.	coi như; xem là	Tôi xem anh ấy là người bạn tốt nhất.	ถือว่าเป็น; นับว่าเป็น	ฉันถือว่าเขาเป็นเพื่อนที่ดีที่สุด.	menganggap sebagai	Saya menganggap dia sebagai kawan terbaik saya.	menganggap sebagai	Saya menganggapnya sebagai sahabat terbaik.
2258:到期	到期	到期	期限が切れる; 満期になる	私のパスポートは来月期限が切れます。	만기가 되다; 기한이 끝나다	제 여권은 다음 달에 만료됩니다.	hết hạn; đến hạn	Hộ chiếu của tôi hết hạn vào tháng sau.	หมดอายุ; ถึงกำหนด	หนังสือเดินทางของฉันจะหมดอายุเดือนหน้า.	tamat tempoh; sampai tarikh akhir	Pasport saya akan tamat tempoh bulan depan.	kedaluwarsa; jatuh tempo	Paspor saya kedaluwarsa bulan depan.
2259:登	登	登	登る; 掲載する; ログインする	彼らは朝早く出発して山に登りに行きました。	오르다; 게재하다; 로그인하다	그들은 이른 아침 산에 오르러 출발했습니다.	leo; đăng; đăng nhập	Họ xuất phát từ sáng sớm để leo núi.	ปีน; ลงตีพิมพ์; เข้าสู่ระบบ	พวกเขาออกเดินทางแต่เช้าเพื่อไปปีนเขา.	mendaki; menyiarkan; log masuk	Mereka bertolak awal pagi untuk mendaki gunung.	mendaki; memuat; masuk	Mereka berangkat pagi-pagi untuk mendaki gunung.
2260:灯光	灯光	灯光	照明; 明かり	舞台上の照明はとてもきれいです。	조명; 불빛	무대 위의 조명이 매우 아름답습니다.	ánh đèn; ánh sáng	Ánh đèn trên sân khấu rất đẹp.	แสงไฟ; ไฟส่องสว่าง	แสงไฟบนเวทีสวยมาก.	lampu; pencahayaan	Pencahayaan di atas pentas sangat cantik.	pencahayaan; cahaya lampu	Pencahayaan di panggung sangat indah.
2266:低头	低头	低头	頭を下げる; うつむく	彼は頭を下げて携帯電話をちらっと見ました。	고개를 숙이다	그는 고개를 숙여 휴대폰을 한번 보았습니다.	cúi đầu; hạ đầu	Anh ấy cúi đầu nhìn qua điện thoại.	ก้มหน้า; ก้มหัว	เขาก้มหน้ามองโทรศัพท์แวบหนึ่ง.	menundukkan kepala	Dia menundukkan kepala dan melihat telefon sekilas.	menundukkan kepala	Ia menundukkan kepala dan melirik ponsel.
2271:地面	地面	地面	地面; 床面	雨の後は地面が滑りやすいので、歩く時は気をつけてください。	지면; 바닥	비 온 뒤 바닥이 미끄러우니 걸을 때 조심해야 합니다.	mặt đất; mặt sàn	Sau mưa, mặt đất rất trơn nên đi phải cẩn thận.	พื้นดิน; พื้น	หลังฝนตกพื้นลื่นมาก เวลาเดินต้องระวัง.	permukaan tanah; lantai	Selepas hujan, permukaan tanah licin, jadi berhati-hati ketika berjalan.	permukaan tanah; lantai	Setelah hujan, permukaan tanah licin, jadi berhati-hatilah saat berjalan.
2274:地下	地下	地下	地下の; 地下	この都市には大きな地下駐車場があります。	지하	이 도시에는 큰 지하 주차장이 있습니다.	dưới đất; tầng hầm	Thành phố này có bãi đỗ xe ngầm rất lớn.	ใต้ดิน	เมืองนี้มีลานจอดรถใต้ดินขนาดใหญ่.	bawah tanah	Bandar ini mempunyai tempat letak kereta bawah tanah yang besar.	bawah tanah	Kota ini memiliki tempat parkir bawah tanah yang besar.
2277:点赞	点赞	点赞	いいねを押す	多くのネットユーザーがこの動画にいいねを押しました。	좋아요를 누르다	많은 네티즌이 이 영상에 좋아요를 눌렀습니다.	bấm thích; thả like	Nhiều cư dân mạng đã bấm thích video này.	กดถูกใจ	ชาวเน็ตจำนวนมากกดถูกใจวิดีโอนี้.	menekan suka; memberi tanda suka	Ramai pengguna internet menekan suka pada video ini.	menyukai; memberi like	Banyak warganet memberi like pada video ini.
2279:电动	电动	电动	電動の	彼は電動自転車を一台買いました。	전동의; 전기로 움직이는	그는 전동 자전거 한 대를 샀습니다.	chạy điện; điện động	Anh ấy mua một chiếc xe đạp điện.	ไฟฟ้า; ขับเคลื่อนด้วยไฟฟ้า	เขาซื้อจักรยานไฟฟ้าหนึ่งคัน.	elektrik; berkuasa elektrik	Dia membeli sebuah basikal elektrik.	listrik; bertenaga listrik	Ia membeli sebuah sepeda listrik.
2280:电器	电器	电器	電気製品	台所の電気製品はどれも新しいです。	전기제품	주방의 전기제품은 모두 새것입니다.	đồ điện; thiết bị điện	Các thiết bị điện trong bếp đều rất mới.	เครื่องใช้ไฟฟ้า	เครื่องใช้ไฟฟ้าในครัวล้วนใหม่มาก.	peralatan elektrik	Peralatan elektrik di dapur semuanya baharu.	peralatan listrik	Peralatan listrik di dapur semuanya baru.
2281:电商	电商	电商	電子商取引; EC	電子商取引プラットフォームは多くの人の買い物習慣を変えました。	전자상거래	전자상거래 플랫폼은 많은 사람의 쇼핑 습관을 바꾸었습니다.	thương mại điện tử	Các nền tảng thương mại điện tử đã thay đổi thói quen mua sắm của nhiều người.	อีคอมเมิร์ซ; พาณิชย์อิเล็กทรอนิกส์	แพลตฟอร์มอีคอมเมิร์ซเปลี่ยนนิสัยการซื้อของของหลายคน.	e-dagang	Platform e-dagang telah mengubah tabiat membeli-belah ramai orang.	e-commerce; perdagangan elektronik	Platform e-commerce telah mengubah kebiasaan belanja banyak orang.
2282:电视台	电视台	电视台	テレビ局	彼女は卒業後、テレビ局で働きに行きました。	방송국; 텔레비전 방송국	그녀는 졸업 후 방송국에 가서 일했습니다.	đài truyền hình	Sau khi tốt nghiệp, cô ấy đến làm việc ở đài truyền hình.	สถานีโทรทัศน์	หลังเรียนจบ เธอไปทำงานที่สถานีโทรทัศน์.	stesen televisyen	Selepas tamat pengajian, dia pergi bekerja di stesen televisyen.	stasiun televisi	Setelah lulus, ia pergi bekerja di stasiun televisi.
2283:电子版	电子版	电子版	電子版	会議資料には電子版も紙版もあります。	전자판; 전자 버전	회의 자료에는 전자판도 있고 종이판도 있습니다.	bản điện tử	Tài liệu cuộc họp có bản điện tử và bản giấy.	ฉบับอิเล็กทรอนิกส์	เอกสารการประชุมมีทั้งฉบับอิเล็กทรอนิกส์และฉบับกระดาษ.	versi elektronik	Bahan mesyuarat ada versi elektronik dan versi kertas.	versi elektronik	Materi rapat memiliki versi elektronik dan versi kertas.
2284:调1	调1	调	異動させる; 転勤させる	彼は来月、上海支社へ異動になります。	전근시키다; 이동시키다	그는 다음 달 상하이 지사로 발령될 것입니다.	điều chuyển; chuyển công tác	Tháng sau anh ấy sẽ được điều chuyển đến chi nhánh Thượng Hải.	ย้าย; โยกย้าย	เดือนหน้าเขาจะถูกย้ายไปสาขาเซี่ยงไฮ้.	menukarkan; memindahkan	Dia akan ditukarkan ke cawangan Shanghai bulan depan.	memindahkan; dipindahkan	Ia akan dipindahkan ke cabang Shanghai bulan depan.
2285:调研	调研	调研	調査研究する; リサーチする	チームは若者の消費習慣を調査しています。	조사 연구하다; 조사하다	팀은 젊은 사람들의 소비 습관을 조사하고 있습니다.	nghiên cứu khảo sát; điều tra	Nhóm đang khảo sát thói quen tiêu dùng của giới trẻ.	วิจัยสำรวจ; สำรวจ	ทีมกำลังสำรวจนิสัยการบริโภคของคนหนุ่มสาว.	menyelidik; membuat kajian	Pasukan sedang mengkaji tabiat penggunaan golongan muda.	meneliti; melakukan survei	Tim sedang meneliti kebiasaan konsumsi anak muda.
2287:丢失	丢失	丢失	紛失する	証明書をなくした場合は、できるだけ早く警察に通報してください。	분실하다; 잃어버리다	신분증을 분실하면 가능한 한 빨리 경찰에 신고해야 합니다.	mất; thất lạc	Nếu giấy tờ bị mất, hãy báo cảnh sát càng sớm càng tốt.	สูญหาย; ทำหาย	ถ้าเอกสารสูญหาย ต้องรีบแจ้งตำรวจโดยเร็ว.	hilang; kehilangan	Jika dokumen pengenalan hilang, laporkan kepada polis secepat mungkin.	hilang; kehilangan	Jika identitas hilang, segera lapor polisi.
2290:动画	动画	动画	アニメーション; アニメ	子どもたちはこのアニメを見るのが好きです。	애니메이션	아이들은 이 애니메이션 보는 것을 좋아합니다.	hoạt hình; phim hoạt hình	Bọn trẻ thích xem bộ phim hoạt hình này.	แอนิเมชัน; การ์ตูน	เด็ก ๆ ชอบดูแอนิเมชันเรื่องนี้.	animasi	Kanak-kanak suka menonton animasi ini.	animasi; kartun	Anak-anak suka menonton animasi ini.
2291:动人	动人	动人	感動的な; 心を打つ	彼女の物語はとても感動的です。	감동적이다; 마음을 울리다	그녀의 이야기는 매우 감동적입니다.	cảm động; lay động lòng người	Câu chuyện của cô ấy rất cảm động.	ซาบซึ้ง; ประทับใจ	เรื่องราวของเธอซาบซึ้งมาก.	menyentuh hati; mengharukan	Kisahnya sangat menyentuh hati.	mengharukan; menyentuh	Ceritanya sangat mengharukan.
2294:豆浆	豆浆	豆浆	豆乳	朝食に温かい豆乳を一杯飲みました。	두유	아침 식사로 따뜻한 두유 한 잔을 마셨습니다.	sữa đậu nành	Bữa sáng tôi uống một cốc sữa đậu nành nóng.	นมถั่วเหลือง	อาหารเช้าฉันดื่มนมถั่วเหลืองร้อนหนึ่งแก้ว.	susu soya	Untuk sarapan, saya minum segelas susu soya panas.	susu kedelai	Saat sarapan, saya minum segelas susu kedelai hangat.
2297:读音	读音	读音	読み方; 発音	この字にはよく使われる読み方が二つあります。	발음; 읽는 소리	이 글자는 흔한 발음이 두 가지 있습니다.	cách đọc; phát âm	Chữ này có hai cách đọc phổ biến.	การอ่านออกเสียง; เสียงอ่าน	ตัวอักษรนี้มีเสียงอ่านที่พบบ่อยสองแบบ.	sebutan; cara baca	Aksara ini mempunyai dua sebutan yang biasa.	pelafalan; cara baca	Karakter ini memiliki dua pelafalan umum.
2298:独自	独自	独自	一人で; 独自に	彼女はこの任務を一人で完成させました。	혼자; 독자적으로	그녀는 이 임무를 혼자 완성했습니다.	một mình; tự mình	Cô ấy một mình hoàn thành nhiệm vụ này.	ลำพัง; ด้วยตนเอง	เธอทำภารกิจนี้เสร็จด้วยตนเอง.	seorang diri; sendiri	Dia menyelesaikan tugas ini seorang diri.	sendiri; secara mandiri	Ia menyelesaikan tugas ini sendiri.
2299:堵	堵	堵	詰まる; 塞ぐ	朝のラッシュ時、この道はよく渋滞します。	막히다; 막다	아침 출근 시간에는 이 길이 자주 막힙니다.	tắc; chặn	Giờ cao điểm buổi sáng, con đường này thường bị tắc.	ติด; ปิดกั้น	ช่วงชั่วโมงเร่งด่วนตอนเช้า ถนนเส้นนี้มักติด.	tersumbat; menghalang	Pada waktu puncak pagi, jalan ini sering sesak.	macet; menyumbat	Pada jam sibuk pagi, jalan ini sering macet.
2300:度	度	度	度; 程度	今日の気温は十度しかありません。	도; 정도	오늘 기온은 10도밖에 되지 않습니다.	độ; mức độ	Nhiệt độ hôm nay chỉ có mười độ.	องศา; ระดับ	วันนี้อุณหภูมิมีแค่สิบองศา.	darjah; tahap	Suhu hari ini hanya sepuluh darjah.	derajat; tingkat	Suhu hari ini hanya sepuluh derajat.
2301:短处	短处	短处	短所; 弱点	誰にでも自分の長所と短所があります。	단점; 약점	모든 사람에게는 자기만의 장점과 단점이 있습니다.	điểm yếu; khuyết điểm	Ai cũng có điểm mạnh và điểm yếu của riêng mình.	ข้อเสีย; จุดอ่อน	ทุกคนมีจุดเด่นและจุดอ่อนของตนเอง.	kekurangan; kelemahan	Setiap orang ada kelebihan dan kekurangan sendiri.	kekurangan; kelemahan	Setiap orang memiliki kelebihan dan kekurangannya sendiri.
2302:短期	短期	短期	短期の	短期計画は簡単で明確であるべきです。	단기; 단기간	단기 계획은 간단하고 명확해야 합니다.	ngắn hạn	Kế hoạch ngắn hạn cần đơn giản và rõ ràng.	ระยะสั้น	แผนระยะสั้นควรง่ายและชัดเจน.	jangka pendek	Rancangan jangka pendek harus ringkas dan jelas.	jangka pendek	Rencana jangka pendek harus sederhana dan jelas.
2312:躲	躲	躲	隠れる; 避ける	子どもはドアの後ろに隠れて笑っていました。	숨다; 피하다	아이가 문 뒤에 숨어서 웃었습니다.	trốn; tránh	Đứa trẻ trốn sau cửa và cười.	ซ่อน; หลบ	เด็กซ่อนอยู่หลังประตูแล้วหัวเราะ.	bersembunyi; mengelak	Anak itu bersembunyi di belakang pintu sambil ketawa.	bersembunyi; menghindar	Anak itu bersembunyi di balik pintu dan tertawa.
2313:儿女	儿女	儿女	子ども; 息子と娘	お年寄りは子どもたちがよく家に帰って顔を見せてくれることを望んでいます。	자녀; 아들과 딸	노인은 자녀들이 자주 집에 와서 들르기를 바랍니다.	con cái; con trai con gái	Người già mong con cái thường về nhà thăm.	ลูก ๆ; ลูกชายลูกสาว	ผู้สูงอายุหวังว่าลูก ๆ จะกลับบ้านมาเยี่ยมบ่อย ๆ.	anak-anak; anak lelaki dan perempuan	Orang tua itu berharap anak-anaknya kerap pulang melawat.	anak-anak; putra-putri	Orang tua itu berharap anak-anaknya sering pulang berkunjung.
2314:二手	二手	二手	中古の; セカンドハンド	これは中古の自転車です。	중고의	이것은 중고 자전거입니다.	đồ cũ; đã qua sử dụng	Đây là một chiếc xe đạp cũ.	มือสอง	นี่คือจักรยานมือสองคันหนึ่ง.	terpakai; barang terpakai	Ini ialah sebuah basikal terpakai.	bekas; second-hand	Ini adalah sepeda bekas.
2315:二维码	二维码	二维码	QRコード	テーブルの上のQRコードを読み取って注文してください。	QR 코드	탁자 위의 QR 코드를 스캔해서 주문하세요.	mã QR	Xin hãy quét mã QR trên bàn để gọi món.	คิวอาร์โค้ด	กรุณาสแกนคิวอาร์โค้ดบนโต๊ะเพื่อสั่งอาหาร.	kod QR	Sila imbas kod QR di atas meja untuk membuat pesanan.	kode QR	Silakan pindai kode QR di atas meja untuk memesan.
2321:发起	发起	发起	始める; 立ち上げる	彼らは環境保護活動を一つ立ち上げました。	시작하다; 발의하다	그들은 환경 보호 활동을 시작했습니다.	phát động; khởi xướng	Họ phát động một hoạt động bảo vệ môi trường.	ริเริ่ม; เปิดตัว	พวกเขาริเริ่มกิจกรรมอนุรักษ์สิ่งแวดล้อมครั้งหนึ่ง.	memulakan; melancarkan	Mereka memulakan satu kempen perlindungan alam sekitar.	memulai; meluncurkan	Mereka memulai sebuah kegiatan perlindungan lingkungan.
2323:发音	发音	发音	発音する; 発音	彼の中国語の発音はますますはっきりしてきました。	발음하다; 발음	그의 중국어 발음은 점점 더 분명해지고 있습니다.	phát âm; cách phát âm	Phát âm tiếng Trung của anh ấy ngày càng rõ hơn.	ออกเสียง; การออกเสียง	การออกเสียงภาษาจีนของเขาชัดขึ้นเรื่อย ๆ.	sebutan; menyebut	Sebutan bahasa Cinanya semakin jelas.	pelafalan; mengucapkan	Pelafalan bahasa Mandarinnya semakin jelas.
2324:罚	罚	罚	罰する; 罰金を科す	運転手はスピード違反で二百元の罰金を科されました。	벌하다; 벌금을 부과하다	운전자는 과속 때문에 200위안의 벌금을 물었습니다.	phạt; phạt tiền	Tài xế bị phạt hai trăm nhân dân tệ vì chạy quá tốc độ.	ลงโทษ; ปรับ	คนขับถูกปรับสองร้อยหยวนเพราะขับเร็วเกินกำหนด.	menghukum; mendenda	Pemandu itu didenda dua ratus yuan kerana memandu laju.	menghukum; mendenda	Pengemudi itu didenda dua ratus yuan karena ngebut.
2328:番茄	番茄	番茄	トマト	私はトマトでスープを作るのが好きです。	토마토	저는 토마토로 수프를 만드는 것을 좋아합니다.	cà chua	Tôi thích dùng cà chua để nấu canh.	มะเขือเทศ	ฉันชอบใช้มะเขือเทศทำซุป.	buah tomato	Saya suka menggunakan tomato untuk membuat sup.	tomat	Saya suka menggunakan tomat untuk membuat sup.
2330:反	反	反	反対の; 逆に	彼は反対方向に歩いたので、当然ドアを見つけられませんでした。	반대의; 거꾸로	그는 반대 방향으로 걸어서 당연히 문을 찾지 못했습니다.	ngược; phản đối	Anh ấy đi ngược hướng nên tất nhiên không tìm thấy cửa.	ตรงข้าม; ต่อต้าน	เขาเดินไปในทิศทางตรงข้าม จึงหาประตูไม่เจอแน่นอน.	bertentangan; melawan	Dia berjalan ke arah bertentangan, jadi tentu tidak menemui pintu.	berlawanan; menentang	Ia berjalan ke arah berlawanan, jadi tentu tidak menemukan pintu.
2333:返回	返回	返回	戻る; 引き返す	観光客は午後ホテルに戻って休みました。	돌아가다; 반환하다	관광객들은 오후에 호텔로 돌아가 쉬었습니다.	trở về; quay lại	Buổi chiều du khách trở về khách sạn nghỉ ngơi.	กลับ; กลับคืน	นักท่องเที่ยวกลับโรงแรมตอนบ่ายเพื่อพักผ่อน.	kembali	Pelancong kembali ke hotel pada waktu petang untuk berehat.	kembali	Para wisatawan kembali ke hotel pada sore hari untuk beristirahat.
2340:防	防	防	防ぐ; 備える	夏は日焼け対策に注意してください。	막다; 예방하다	여름에는 자외선 차단에 주의해야 합니다.	phòng; chống	Mùa hè cần chú ý chống nắng.	ป้องกัน; กัน	ฤดูร้อนต้องระวังการป้องกันแดด.	mencegah; melindungi	Pada musim panas, perhatikan perlindungan daripada matahari.	mencegah; melindungi	Pada musim panas, perhatikan perlindungan dari matahari.
2341:房屋	房屋	房屋	家屋; 建物	豪雨の後、いくつかの家屋は修理が必要になりました。	주택; 건물	폭우 뒤 일부 주택은 수리가 필요했습니다.	nhà cửa; nhà	Sau trận mưa bão, một số ngôi nhà cần sửa chữa.	บ้านเรือน; อาคาร	หลังฝนตกหนัก บ้านบางหลังต้องซ่อมแซม.	rumah; bangunan	Selepas hujan lebat, beberapa rumah perlu dibaiki.	rumah; bangunan	Setelah hujan lebat, beberapa rumah perlu diperbaiki.
2345:飞行	飞行	飞行	飛行; フライト	今回の飛行は約二時間かかります。	비행	이번 비행은 약 두 시간이 걸립니다.	chuyến bay; bay	Chuyến bay này mất khoảng hai giờ.	การบิน; เที่ยวบิน	เที่ยวบินครั้งนี้ใช้เวลาประมาณสองชั่วโมง.	penerbangan	Penerbangan kali ini mengambil masa kira-kira dua jam.	penerbangan	Penerbangan ini memakan waktu sekitar dua jam.
2346:飞行员	飞行员	飞行员	パイロット	彼の夢はパイロットになることです。	조종사; 파일럿	그의 꿈은 조종사가 되는 것입니다.	phi công	Ước mơ của anh ấy là trở thành phi công.	นักบิน	ความฝันของเขาคือการเป็นนักบิน.	juruterbang	Impian dia adalah menjadi juruterbang.	penerbang; pilot	Cita-citanya adalah menjadi pilot.
2347:非洲	非洲	非洲	アフリカ	彼女はアフリカの野生動物を研究しています。	아프리카	그녀는 아프리카의 야생동물을 연구하고 있습니다.	châu Phi	Cô ấy đang nghiên cứu động vật hoang dã châu Phi.	แอฟริกา	เธอกำลังศึกษาสัตว์ป่าในแอฟริกา.	Afrika	Dia sedang mengkaji haiwan liar Afrika.	Afrika	Ia sedang meneliti satwa liar Afrika.
2351:分类	分类	分类	分類する; 仕分ける	図書館は本をテーマごとに分類しています。	분류하다	도서관은 책을 주제별로 분류합니다.	phân loại	Thư viện phân loại sách theo chủ đề.	จำแนก; แบ่งประเภท	ห้องสมุดจัดหมวดหมู่หนังสือตามหัวข้อ.	mengelaskan; mengkategorikan	Perpustakaan mengelaskan buku mengikut topik.	mengklasifikasikan; mengelompokkan	Perpustakaan mengelompokkan buku berdasarkan topik.
2352:分离	分离	分离	分離する	機械は水と油を分離できます。	분리하다	기계는 물과 기름을 분리할 수 있습니다.	tách; phân tách	Máy có thể tách nước và dầu.	แยก; แยกออก	เครื่องสามารถแยกน้ำกับน้ำมันได้.	memisahkan	Mesin boleh memisahkan air dan minyak.	memisahkan	Mesin dapat memisahkan air dan minyak.
2356:分享	分享	分享	共有する; 分かち合う	彼女は友達と経験を分かち合う気があります。	공유하다; 나누다	그녀는 친구들과 경험을 나누고 싶어 합니다.	chia sẻ	Cô ấy sẵn lòng chia sẻ kinh nghiệm với bạn bè.	แบ่งปัน	เธอยินดีแบ่งปันประสบการณ์กับเพื่อน ๆ.	berkongsi	Dia sudi berkongsi pengalaman dengan kawan-kawan.	berbagi	Ia bersedia berbagi pengalaman dengan teman-teman.
2358:丰富多彩	丰富多彩	丰富多彩	豊かで多彩な	大学生活は豊かで多彩です。	풍부하고 다채롭다	대학 생활은 풍부하고 다채롭습니다.	phong phú đa dạng	Cuộc sống đại học rất phong phú đa dạng.	หลากหลายและมีสีสัน	ชีวิตมหาวิทยาลัยหลากหลายและมีสีสัน.	kaya dan berwarna-warni	Kehidupan universiti kaya dan berwarna-warni.	kaya dan berwarna-warni	Kehidupan universitas kaya dan berwarna-warni.
2367:福	福	福	福; 幸運	春節には、人々は福の字を貼るのが好きです。	복; 행운	설날에는 사람들이 복을 뜻하는 글자를 붙이기 좋아합니다.	phúc; may mắn	Dịp Tết, mọi người thích dán chữ biểu thị phúc lành.	โชคดี; ความสุข	ช่วงตรุษจีน ผู้คนชอบติดตัวอักษรที่หมายถึงโชคดี.	tuah; keberkatan	Semasa Tahun Baharu Cina, orang suka menampal aksara yang melambangkan tuah.	keberuntungan; berkah	Saat Tahun Baru Imlek, orang suka menempel tulisan yang melambangkan keberuntungan.
2371:付出	付出	付出	払う; 注ぐ	成功には長期的な努力を払う必要があります。	바치다; 들이다	성공하려면 오랫동안 노력을 들여야 합니다.	bỏ ra; cống hiến	Thành công cần bỏ ra nỗ lực lâu dài.	ทุ่มเท; จ่ายออก	ความสำเร็จต้องอาศัยการทุ่มเทความพยายามระยะยาว.	mencurahkan; membayar	Kejayaan memerlukan usaha yang dicurahkan dalam jangka panjang.	mencurahkan; mengorbankan	Keberhasilan membutuhkan usaha jangka panjang.
2374:富有	富有	富有	豊かな; 富んだ	この文章は感情に富んでいます。	풍부하다; 부유하다	이 글은 감정이 풍부합니다.	giàu; đầy	Bài viết này giàu cảm xúc.	เต็มไปด้วย; ร่ำรวย	บทความนี้เต็มไปด้วยอารมณ์ความรู้สึก.	kaya dengan; kaya	Artikel ini kaya dengan perasaan.	kaya; penuh	Artikel ini penuh dengan perasaan.
2379:改天	改天	改天	別の日に	今日は忙しすぎるので、別の日にまた会いましょう。	다른 날; 나중에	오늘은 너무 바쁘니 우리 다른 날에 다시 만납시다.	hôm khác; ngày khác	Hôm nay bận quá, chúng ta gặp nhau hôm khác nhé.	วันอื่น; คราวหน้า	วันนี้ยุ่งมาก ไว้เราเจอกันวันอื่นเถอะ.	hari lain; lain kali	Hari ini terlalu sibuk; kita jumpa hari lain.	lain hari; kapan-kapan	Hari ini terlalu sibuk; mari bertemu lain hari.
2384:敢于	敢于	敢于	あえてする; 勇気を持つ	彼は自分の意見を言う勇気があります。	감히 하다; 용기를 내다	그는 자신의 의견을 말할 용기가 있습니다.	dám; dám làm	Anh ấy dám nói ra ý kiến của mình.	กล้าที่จะ	เขากล้าที่จะแสดงความคิดเห็นของตนเอง.	berani untuk; sanggup	Dia berani menyatakan pendapat sendiri.	berani untuk	Ia berani menyampaikan pendapatnya sendiri.
2385:刚好	刚好	刚好	ちょうど; ぴったり	私が駅に着いた時、ちょうどバスが来ました。	마침; 딱 좋다	제가 역에 도착했을 때 차가 마침 왔습니다.	vừa đúng; vừa hay	Khi tôi đến ga, xe vừa hay tới.	พอดี; พอดิบพอดี	ตอนฉันถึงสถานี รถก็มาพอดี.	kebetulan; tepat sekali	Apabila saya tiba di stesen, bas baru sahaja sampai.	kebetulan; tepat	Saat saya tiba di stasiun, bus baru saja datang.
2386:高大	高大	高大	高くて大きい	入口には高く大きな木が二本あります。	크고 높다	입구에는 크고 높은 나무 두 그루가 있습니다.	cao lớn	Ở cửa có hai cây cao lớn.	สูงใหญ่	หน้าประตูมีต้นไม้สูงใหญ่สองต้น.	tinggi dan besar	Di pintu masuk ada dua pokok yang tinggi dan besar.	tinggi besar	Di pintu masuk ada dua pohon tinggi besar.
2388:高度	高度	高度	高さ; 高度	この建物の高さは百メートルを超えています。	높이; 고도	이 건물의 높이는 100미터가 넘습니다.	chiều cao; độ cao	Chiều cao của tòa nhà này vượt quá một trăm mét.	ความสูง; ระดับสูง	ความสูงของอาคารนี้เกินหนึ่งร้อยเมตร.	ketinggian; tahap tinggi	Ketinggian bangunan ini melebihi seratus meter.	ketinggian; tingkat tinggi	Ketinggian gedung ini melebihi seratus meter.
2390:高科技	高科技	高科技	ハイテク; 高度技術	ハイテク製品は生活をより便利にします。	첨단 기술; 하이테크	첨단 기술 제품은 생활을 더 편리하게 만듭니다.	công nghệ cao	Các sản phẩm công nghệ cao làm cuộc sống tiện lợi hơn.	เทคโนโลยีขั้นสูง; ไฮเทค	ผลิตภัณฑ์ไฮเทคทำให้ชีวิตสะดวกขึ้น.	teknologi tinggi	Produk teknologi tinggi menjadikan kehidupan lebih mudah.	teknologi tinggi	Produk berteknologi tinggi membuat hidup lebih mudah.
2391:高效	高效	高效	効率的な	この方法は簡単で効率的です。	효율적이다	이 방법은 간단하고 효율적입니다.	hiệu quả cao	Phương pháp này đơn giản và hiệu quả cao.	มีประสิทธิภาพสูง	วิธีนี้เรียบง่ายและมีประสิทธิภาพสูง.	cekap; berkesan	Kaedah ini ringkas dan cekap.	efisien	Metode ini sederhana dan efisien.
2394:歌词	歌词	歌词	歌詞	私はこの歌の歌詞がとても好きです。	가사	저는 이 노래의 가사를 아주 좋아합니다.	lời bài hát	Tôi rất thích lời bài hát này.	เนื้อเพลง	ฉันชอบเนื้อเพลงของเพลงนี้มาก.	lirik lagu	Saya sangat suka lirik lagu ini.	lirik lagu	Saya sangat menyukai lirik lagu ini.
2395:歌曲	歌曲	歌曲	歌曲; 歌	この歌はネットでとても人気があります。	노래; 곡	이 노래는 인터넷에서 매우 인기가 있습니다.	bài hát	Bài hát này rất được yêu thích trên mạng.	เพลง	เพลงนี้ได้รับความนิยมมากทางออนไลน์.	lagu	Lagu ini sangat popular dalam talian.	lagu	Lagu ini sangat populer di internet.
2396:隔	隔	隔	隔てる; 離れている	私の家と学校の間には川が一本あります。	사이에 두다; 떨어져 있다	우리 집과 학교 사이에는 강 하나가 있습니다.	cách; ngăn cách	Nhà tôi và trường học bị ngăn cách bởi một con sông.	กั้น; ห่างกัน	บ้านฉันกับโรงเรียนมีแม่น้ำคั่นอยู่สายหนึ่ง.	memisahkan; berjauhan	Rumah saya dan sekolah dipisahkan oleh sebatang sungai.	memisahkan; berjarak	Rumah saya dan sekolah terpisah oleh sebuah sungai.
2399:各行各业	各行各业	各行各业	あらゆる業界; 各分野	あらゆる業界で真面目で責任感のある人が必要です。	각계각층; 모든 업종	모든 업종에는 성실하고 책임감 있는 사람이 필요합니다.	mọi ngành nghề	Mọi ngành nghề đều cần người nghiêm túc và có trách nhiệm.	ทุกสาขาอาชีพ; ทุกวงการ	ทุกสาขาอาชีพต้องการคนจริงจังและรับผิดชอบ.	semua bidang pekerjaan; semua industri	Semua bidang pekerjaan memerlukan orang yang bersungguh-sungguh dan bertanggungjawab.	semua bidang usaha; semua profesi	Semua bidang usaha membutuhkan orang yang serius dan bertanggung jawab.
2405:更换	更换	更换	交換する; 取り替える	エアコンのフィルターは定期的に交換する必要があります。	교체하다; 바꾸다	에어컨 필터는 정기적으로 교체해야 합니다.	thay; thay thế	Bộ lọc điều hòa cần được thay định kỳ.	เปลี่ยน; เปลี่ยนใหม่	แผ่นกรองแอร์ต้องเปลี่ยนเป็นประจำ.	mengganti; menukar	Penapis penghawa dingin perlu diganti secara berkala.	mengganti; menukar	Filter AC perlu diganti secara berkala.
