source_headword	MY	example_MY
standing	အဆင့်အတန်း	ပါတီမှာ သူမရဲ့ အဆင့်အတန်းက မြင့်တက်လာတယ်။
stark	သိသိသာသာ	ရလဒ်တွေက သိသိသာသာ ကွဲလွဲနေတာကို ပြသနေတယ်။
statistical	စာရင်းအင်းဆိုင်ရာ	ဒီလေ့လာမှုမှာ စာရင်းအင်းနည်းလမ်းတွေကို အသုံးပြုခဲ့တယ်။
steer	ဦးဆောင်	သူက ငြင်းခုံမှုကို ဦးဆောင်ဖို့ ကြိုးစားခဲ့တယ်။
stem	ပင်စည်	မုန်တိုင်းထဲမှာ ပင်စည် ကျိုးသွားတယ်။
stereotype	ပုံသေကားကျအမြင်	ဒီရုပ်ရှင်က ပုံသေကားကျအမြင်ကို စိန်ခေါ်ခဲ့တယ်။
stimulus	လှုံ့ဆော်မှု	အစီအစဉ်က စီးပွားရေး လှုံ့ဆော်မှုကို ပေးခဲ့တယ်။
stir	မွှေ	ဆော့စ်ကို ဖြည်းဖြည်းချင်း မွှေပေးပါ။
storage	သိုလှောင်မှု	စက်ရုံက လုံခြုံတဲ့ သိုလှောင်မှုကို ပေးတယ်။
straightforward	ရှင်းလင်းသော	ညွှန်ကြားချက်တွေက ရှင်းလင်းတယ်။
strain	ဖိအား	အချိန်ကြာမြင့်စွာ နှောင့်နှေးမှုက ဖိအားကို ဖြစ်စေခဲ့တယ်။
strand	အမျှင်	ဆံပင်တစ်မျှင် ကျလာတယ်။
strategic	ဗျူဟာမြောက်	ကုမ္ပဏီက ဗျူဟာမြောက် ရင်းနှီးမြှုပ်နှံမှုတစ်ခု လုပ်ခဲ့တယ်။
strip (long narrow piece)	အစအန	စက္ကူအမြှောင်းရှည်လေးကို ဖြတ်ပါ။
strip (remove clothes/a layer)	ခွာ	ဆေးဟောင်းကို ဂရုတစိုက် ခွာပါ။
strive	ကြိုးပမ်း	သူတို့က အကောင်းဆုံးဖြစ်အောင် ကြိုးပမ်းကြတယ်။
structural	ဖွဲ့စည်းပုံဆိုင်ရာ	တံတားမှာ ဖွဲ့စည်းပုံဆိုင်ရာ ပျက်စီးမှုတွေ ရှိနေတယ်။
stumble	ခလုတ်တိုက်	သူက လှေကားပေါ်မှာ ခလုတ်တိုက်မိတယ်။
stun	မင်သက်	သတင်းက လူတွေကို မင်သက်သွားစေနိုင်တယ်။
submission	တင်သွင်းမှု	တင်သွင်းရမယ့် နောက်ဆုံးရက် ကုန်ဆုံးသွားပြီ။
subscriber	စာရင်းသွင်းသူ	စာရင်းသွင်းသူတိုင်းက အသစ်ထွက်တာတွေကို ရရှိတယ်။
subscription	စာရင်းသွင်းခြင်း	စာရင်းသွင်းခြင်းက အလိုအလျောက် သက်တမ်းတိုးတယ်။
subsidy	ထောက်ပံ့ကြေး	ထောက်ပံ့ကြေးက လောင်စာဆီစရိတ်တွေကို လျှော့ချပေးခဲ့တယ်။
substantial	သိသိသာသာ	ပရောဂျက်က သိသိသာသာ ရန်ပုံငွေ လိုအပ်တယ်။
substantially	သိသိသာသာ	ဈေးနှုန်းက သိသိသာသာ မြင့်တက်လာတယ်။
substitute	အစားထိုး	နွားနို့ကို အစားထိုးအနေနဲ့ သုံးပါ။
substitution	အစားထိုးခြင်း	အစားထိုးခြင်းက ဟင်းချက်နည်းကို ပြောင်းလဲသွားစေတယ်။
subtle	သိမ်မွေ့သော	ပန်းချီကားမှာ သိမ်မွေ့တဲ့ အသေးစိတ်တွေ ပါဝင်တယ်။
suburban	ဆင်ခြေဖုံး	သူတို့က ဆင်ခြေဖုံးရပ်ကွက်ကို ပြောင်းရွှေ့ခဲ့ကြတယ်။
succession	ဆက်တိုက်	ကျရှုံးမှုတွေ ဆက်တိုက်ဖြစ်ပြီးနောက် အကျပ်အတည်း ဖြစ်လာခဲ့တယ်။
successive	ဆက်တိုက်ဖြစ်သော	ဆက်တိုက်တက်လာတဲ့ အစိုးရတွေက ဒီပြဿနာကို လျစ်လျူရှုခဲ့ကြတယ်။
successor	အရိုက်အရာဆက်ခံသူ	အရိုက်အရာဆက်ခံသူက တနင်္လာနေ့မှာ စတင်လိမ့်မယ်။
suck	စုပ်	စက်က ဖုန်မှုန့်တွေကို စုပ်ယူနိုင်တယ်။
sue	တရားစွဲ	သူမက ကုမ္ပဏီကို တရားစွဲဖို့ ဆုံးဖြတ်ခဲ့တယ်။
suicide	မိမိကိုယ်ကိုသတ်သေမှု	မိမိကိုယ်ကိုသတ်သေမှု တားဆီးရေးအတွက် စဉ်ဆက်မပြတ် ရန်ပုံငွေ လိုအပ်တယ်။
suite	အခန်းတွဲ	ဟိုတယ်အခန်းတွဲက မြစ်ကို စီးမိုးမြင်ရတယ်။
summit	ထိပ်သီးအစည်းအဝေး	ခေါင်းဆောင်တွေက ထိပ်သီးအစည်းအဝေးမှာ တွေ့ဆုံခဲ့ကြတယ်။
superb	အလွန်ကောင်းမွန်သော	ဖျော်ဖြေမှုက အလွန်ကောင်းမွန်ခဲ့တယ်။
superior	သာလွန်သော	မော်ဒယ်အသစ်က ပိုသာလွန်တယ်။
supervise	ကြီးကြပ်	သူမက သင်တန်းသားတွေကို ကြီးကြပ်လိမ့်မယ်။
supervision	ကြီးကြပ်မှု	ကလေးတွေကို လူကြီးတွေရဲ့ ကြီးကြပ်မှု လိုအပ်တယ်။
supervisor	ကြီးကြပ်ရေးမှူး	သင့်ကြီးကြပ်ရေးမှူးကို အရင်မေးပါ။
supplement	ဖြည့်စွက်ချက်	အစီရင်ခံစာမှာ ဖြည့်စွက်ချက်တစ်ခု ပါဝင်တယ်။
supportive	အားပေးကူညီသော	သူမရဲ့ မိသားစုက အားပေးကူညီခဲ့ကြတယ်။
supposedly	ဟုယူဆရသော	ဖိုင်ကို ဖျက်လိုက်ပြီလို့ ယူဆရတယ်။
suppress	ဖိနှိပ်	အစိုးရက ဆန္ဒပြမှုတွေကို ဖိနှိပ်ဖို့ ကြိုးစားခဲ့တယ်။
supreme	အမြင့်ဆုံး	တရားလွှတ်တော်ချုပ်က အမှုအခင်းကို ကြားနာခဲ့တယ်။
surge	ရုတ်တရက်တက်လာမှု	ရုတ်တရက် တက်လာမှုကြောင့် စက်ပစ္စည်းကို ပျက်စီးစေခဲ့တယ်။
surgical	ခွဲစိတ်မှုဆိုင်ရာ	လူနာက ခွဲစိတ်ကုသမှု လိုအပ်တယ်။
surplus	ပိုလျှံမှု	ဂိုဒေါင်မှာ ပိုလျှံနေတာတွေ ရှိတယ်။
surrender	လက်နက်ချ	စစ်သားတွေက လက်နက်ချဖို့ သဘောတူခဲ့ကြတယ်။
surveillance	စောင့်ကြည့်လေ့လာခြင်း	စောင့်ကြည့်ကင်မရာတွေက ဝင်ပေါက်ကို မှတ်တမ်းတင်ထားတယ်။
suspension	ဆိုင်းငံ့ခြင်း	ဆိုင်းငံ့ထားမှုက နှစ်ပတ်ကြာခဲ့တယ်။
suspicion	သံသယ	သူ့အမူအကျင့်က သံသယဖြစ်စေခဲ့တယ်။
suspicious	သံသယဖြစ်ဖွယ်	ပါဆယ်ထုပ်က သံသယဖြစ်စရာ ကောင်းနေတယ်။
sustain	ဆက်လက်ထိန်းသိမ်း	ဒီပရောဂျက်က ဒေသတွင်း အလုပ်အကိုင်တွေကို ဆက်လက်ထိန်းသိမ်းပေးနိုင်တယ်။
swing	လွှဲ	တံခါးက လွှဲလာတယ်။
sword	ဓား	ဓားကို နံရံမှာ ချိတ်ထားတယ်။
symbolic	သင်္ကေတပြသော	ဒီအပြုအမူက သင်္ကေတပြတာ ဖြစ်တယ်။
syndrome	ရောဂါလက္ခဏာစု	ရောဂါလက္ခဏာစုက မှတ်ဉာဏ်ကို ထိခိုက်စေတယ်။
synthesis	ပေါင်းစပ်မှု	ဒီအခန်းက ပေါင်းစပ်မှုတစ်ခုကို ပေးထားတယ်။
systematic	စနစ်တကျ	ဒီသုံးသပ်ချက်က စနစ်တကျ ဖြစ်ခဲ့တယ်။
tactic	နည်းဗျူဟာ	နည်းဗျူဟာက မြန်မြန်ပဲ ကျရှုံးသွားခဲ့တယ်။
tactical	နည်းဗျူဟာကျကျ	အသင်းက နည်းဗျူဟာပိုင်း အပြောင်းအလဲတစ်ခုကို လုပ်ခဲ့တယ်။
taxpayer	အခွန်ထမ်း	အခွန်ထမ်းပြည်သူတွေရဲ့ ငွေနဲ့ တံတားကို တည်ဆောက်ခဲ့တယ်။
tempt	သွေးဆောင်	ဒီကမ်းလှမ်းမှုက ရင်းနှီးမြှုပ်နှံသူတွေကို သွေးဆောင်နိုင်တယ်။
tenant	အိမ်ငှား	အိမ်ငှားက အိမ်လခကို စောစောပေးခဲ့တယ်။
tender	နူးညံ့သော	သူမက နူးညံ့တဲ့ အပြုံးတစ်ခုကို ပေးခဲ့တယ်။
tenure	သက်တမ်း	သူ့ရဲ့ သက်တမ်းက ခြောက်နှစ်ကြာခဲ့တယ်။
terminal	အဆုံးစွန်	လူနာမှာ ကုသလို့မရတဲ့ ရောဂါတစ်ခု ရှိနေတယ်။
terminate	ရပ်စဲ	ကုမ္ပဏီက စာချုပ်ကို ရပ်စဲနိုင်တယ်။
terrain	မြေမျက်နှာသွင်ပြင်	မြေမျက်နှာသွင်ပြင်က ခက်ခဲကြမ်းတမ်းတယ်။
terrific	အလွန်ကောင်းသော	မြင်ကွင်းက အလွန်ကောင်းခဲ့တယ်။
testify	သက်သေထွက်ဆို	သူမက သက်သေထွက်ဆိုဖို့ သဘောတူခဲ့တယ်။
testimony	သက်သေထွက်ဆိုချက်	သူ့ရဲ့ သက်သေထွက်ဆိုချက်က အသေးစိတ်ကျတယ်။
texture	အထိအတွေ့	အထည်က ကြမ်းတမ်းတဲ့ အထိအတွေ့ ရှိတယ်။
thankfully	ကံကောင်းထောက်မစွာ	ကံကောင်းထောက်မစွာနဲ့ ဘယ်သူမှ ဒဏ်ရာမရခဲ့ဘူး။
theatrical	ပြဇာတ်ဆန်သော	မိန့်ခွန်းက ပြဇာတ်ဆန်နေတယ်။
theology	ဓမ္မပညာ	သူက တက္ကသိုလ်မှာ ဓမ္မပညာကို သင်ယူခဲ့တယ်။
theoretical	သီအိုရီအရ	မော်ဒယ်က သီအိုရီသက်သက်ပဲ ဖြစ်တယ်။
thereafter	ထိုနောက်	ထိုနောက်မှာတော့ စည်းမျဉ်းတွေ ပြောင်းလဲသွားတယ်။
thereby	ထိုသို့ဖြင့်	အပြောင်းအလဲက ကုန်ကျစရိတ်တွေကို လျှော့ချပေးပြီး ထိုမှတစ်ဆင့် အလုပ်အကိုင်တွေကို ကယ်တင်နိုင်ခဲ့တယ်။
thoughtful	စဉ်းစားဆင်ခြင်တတ်သော	သူမရဲ့ တုံ့ပြန်မှုက စဉ်းစားဆင်ခြင်မှု ရှိတယ်။
thought-provoking	တွေးစရာဖြစ်စေသော	ဆောင်းပါးက တွေးစရာဖြစ်စေတယ်။
thread	အပ်ချည်	အပ်ချည်ကြိုးက အလွယ်တကူ ပြတ်သွားတယ်။
threshold	သတ်မှတ်ချက်	မဲအရေအတွက်က သတ်မှတ်ချက်ကို ကျော်လွန်သွားတယ်။
thrilled	စိတ်လှုပ်ရှား	သူမက သတင်းကြောင့် အရမ်းဝမ်းသာသွားတယ်။
thrive	အောင်မြင်ကြီးပွား	လုပ်ငန်းငယ်တွေက ဒီမှာ အောင်မြင်နိုင်တယ်။
tide	ဒီရေ	ဒီရေက မြန်မြန်တက်လာတယ်။
tighten	ကျပ်	အဖုံးကို သေချာကျပ်ပါ။
timber	သစ်တော	အိမ်က ဒေသထွက်သစ်ကို အသုံးပြုထားတယ်။
timely	အချိန်ကိုက်	သတိပေးချက်က အချိန်ကိုက် ဖြစ်ခဲ့တယ်။
tobacco	ဆေးရွက်ကြီး	ဆေးရွက်ကြီး အရောင်းကျဆင်းသွားတယ်။
tolerance	သည်းခံခြင်း	မူဝါဒက သည်းခံမှုကို အားပေးတယ်။
tolerate	သည်းခံ	ငါတို့က အနိုင်ကျင့်စော်ကားမှုကို သည်းမခံနိုင်ဘူး။
toll	ထိခိုက်ဆုံးရှုံးမှု	မုန်တိုင်းက ဆုံးရှုံးမှုကြီးမားစေခဲ့တယ်။
top	ထိပ်ဆုံး	အရောင်းက မနှစ်က စံချိန်ထက် ကျော်လွန်သွားနိုင်တယ်။
torture	ညှဉ်းပန်းနှိပ်စက်	စာချုပ်က ညှဉ်းပန်းနှိပ်စက်မှုကို လုံးဝတားမြစ်ထားတယ်။
