source_headword	KN	example_KN
shirt	ಶರ್ಟ್	ಅವನ ಶರ್ಟ್ ಸ್ವಚ್ಛವಾಗಿದೆ.
shoe	ಪಾದರಕ್ಷೆ	ಒಂದು ಪಾದರಕ್ಷೆ ಹಾಸಿಗೆಯ ಕೆಳಗೆ ಇದೆ.
shop	ಅಂಗಡಿ	ಅಂಗಡಿ ಬೇಗ ಮುಚ್ಚುತ್ತದೆ.
shopping	ಖರೀದಿ	ಇಂದು ಖರೀದಿ ಮೋಜಾಗಿದೆ.
short	ಚಿಕ್ಕ	ಈ ಕಥೆ ಚಿಕ್ಕದು.
should modal	ಬೇಕು	ನೀನು ಇಂದು ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೊಳ್ಳಬೇಕು.
show	ತೋರಿಸು	ನಿನ್ನ ಟಿಕೆಟ್ ನನಗೆ ತೋರಿಸು.
shower	ಸ್ನಾನ	ನಾನು ಸ್ನಾನ ಮಾಡುತ್ತೇನೆ.
sick	ಅಸ್ವಸ್ಥ	ನಾನು ಇಂದು ಅಸ್ವಸ್ಥನಾಗಿದ್ದೇನೆ.
similar	ಹೋಲುವ	ನಮ್ಮ ಚೀಲಗಳು ಹೋಲುತ್ತವೆ.
sing	ಹಾಡು	ನಾನು ತರಗತಿಯಲ್ಲಿ ಹಾಡುತ್ತೇನೆ.
singer	ಗಾಯಕ; ಗಾಯಕಿ	ಗಾಯಕ ಪ್ರಸಿದ್ಧನು.
sister	ಅಕ್ಕ; ತಂಗಿ	ನನ್ನ ತಂಗಿ ಚಿಕ್ಕವಳು.
sit	ಕುಳಿತುಕೋ	ಕಿಟಕಿಯ ಹತ್ತಿರ ಕುಳಿತುಕೋ.
situation	ಪರಿಸ್ಥಿತಿ	ಈ ಪರಿಸ್ಥಿತಿ ಹೊಸದು.
six	ಆರು	ಇಲ್ಲಿ ಆರು ಪುಸ್ತಕಗಳಿವೆ.
sixteen	ಹದಿನಾರು	ಅವಳಿಗೆ ಹದಿನಾರು ವರ್ಷ.
sixty	ಅರವತ್ತು	ನನ್ನ ತಂದೆಗೆ ಅರವತ್ತು ವರ್ಷ.
skill	ಕೌಶಲ್ಯ	ಈ ಕೌಶಲ್ಯ ಉಪಯುಕ್ತವಾಗಿದೆ.
skirt	ಸ್ಕರ್ಟ್	ಅವಳ ಸ್ಕರ್ಟ್ ನೀಲಿ.
sleep	ನಿದ್ರೆ ಮಾಡು	ನಾನು ಎಂಟು ಗಂಟೆ ನಿದ್ರೆ ಮಾಡುತ್ತೇನೆ.
slow	ನಿಧಾನ	ಬಸ್ ನಿಧಾನವಾಗಿದೆ.
small	ಚಿಕ್ಕ	ಕೊಠಡಿ ಚಿಕ್ಕದು.
snake	ಹಾವು	ಹಾವು ಉದ್ದವಾಗಿದೆ.
snow	ಹಿಮ	ಚಳಿಗಾಲದಲ್ಲಿ ಹಿಮ ಬೀಳುತ್ತದೆ.
so	ಆದ್ದರಿಂದ	ನಾನು ದಣಿದಿದ್ದೇನೆ, ಆದ್ದರಿಂದ ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೊಳ್ಳುತ್ತೇನೆ.
some	ಕೆಲವು	ನನಗೆ ಸ್ವಲ್ಪ ನೀರು ಬೇಕು.
somebody	ಯಾರೋ ಒಬ್ಬರು	ಬಾಗಿಲಿನ ಬಳಿ ಯಾರೋ ಇದ್ದಾರೆ.
someone	ಯಾರೋ ಒಬ್ಬರು	ಯಾರೋ ಸಂದೇಶ ಬಿಟ್ಟಿದ್ದಾರೆ.
something	ಏನೋ ಒಂದು	ನನಗೆ ಕುಡಿಯಲು ಏನೋ ಬೇಕು.
sometimes	ಕೆಲವೊಮ್ಮೆ	ನಾನು ಕೆಲವೊಮ್ಮೆ ಶಾಲೆಗೆ ನಡೆದು ಹೋಗುತ್ತೇನೆ.
son	ಮಗ	ಅವಳ ಮಗ ಶಾಲೆಯಲ್ಲಿ ಇದ್ದಾನೆ.
song	ಹಾಡು	ಈ ಹಾಡು ಹೊಸದು.
soon	ಶೀಘ್ರದಲ್ಲೇ	ಶೀಘ್ರದಲ್ಲೇ ನೋಡೋಣ.
sorry	ಕ್ಷಮಿಸಿ	ಕ್ಷಮಿಸಿ.
sound	ಶಬ್ದ	ಶಬ್ದ ಜೋರಾಗಿದೆ.
soup	ಸೂಪ್	ಸೂಪ್ ಬಿಸಿಯಾಗಿದೆ.
south	ದಕ್ಷಿಣ	ಹೋಟೆಲ್ ಇಲ್ಲಿಂದ ದಕ್ಷಿಣದಲ್ಲಿದೆ.
space	ಜಾಗ	ಒಂದು ಕುರ್ಚಿಗೆ ಜಾಗ ಇದೆ.
speak	ಮಾತನಾಡು	ದಯವಿಟ್ಟು ನಿಧಾನವಾಗಿ ಮಾತನಾಡು.
special	ವಿಶೇಷ	ಇಂದು ವಿಶೇಷ ದಿನ.
spell	ಅಕ್ಷರಗಳನ್ನು ಹೇಳು	ನಿನ್ನ ಹೆಸರಿನ ಅಕ್ಷರಗಳನ್ನು ಹೇಳು.
spelling	ಅಕ್ಷರಕ್ರಮ	ನಿನ್ನ ಅಕ್ಷರಕ್ರಮ ಪರಿಶೀಲಿಸು.
spend	ಖರ್ಚು ಮಾಡು	ನಾನು ಆಹಾರಕ್ಕೆ ಹಣ ಖರ್ಚು ಮಾಡುತ್ತೇನೆ.
sport	ಕ್ರೀಡೆ	ಫುಟ್ಬಾಲ್ ಜನಪ್ರಿಯ ಕ್ರೀಡೆ.
spring	ವಸಂತ	ವಸಂತದಲ್ಲಿ ಹೂಗಳು ಬೆಳೆಯುತ್ತವೆ.
stand	ನಿಂತುಕೋ	ಬಾಗಿಲಿನ ಹತ್ತಿರ ನಿಂತುಕೋ.
star	ನಕ್ಷತ್ರ	ನನಗೆ ಪ್ರಕಾಶಮಾನ ನಕ್ಷತ್ರ ಕಾಣುತ್ತದೆ.
start	ಪ್ರಾರಂಭಿಸು	ಈಗ ಪಾಠ ಪ್ರಾರಂಭಿಸು.
statement	ಹೇಳಿಕೆ	ಈ ಹೇಳಿಕೆ ಸತ್ಯ.
station	ನಿಲ್ದಾಣ	ನಿಲ್ದಾಣ ಹತ್ತಿರದಲ್ಲಿದೆ.
stay	ಇರು	ಇಂದು ಮನೆಯಲ್ಲಿ ಇರು.
still	ಇನ್ನೂ	ನನಗೆ ಇನ್ನೂ ಹಸಿವು ಇದೆ.
stop	ನಿಲ್ಲು	ಮೂಲೆಯಲ್ಲಿ ನಿಲ್ಲು.
story	ಕಥೆ	ನನಗೆ ಒಂದು ಕಥೆ ಹೇಳು.
street	ಬೀದಿ	ಈ ಬೀದಿ ನಿಶ್ಶಬ್ದವಾಗಿದೆ.
strong	ಬಲವಾದ	ಅವನು ಬಲವಾಗಿದ್ದಾನೆ.
student	ವಿದ್ಯಾರ್ಥಿ	ವಿದ್ಯಾರ್ಥಿ ಪುಸ್ತಕ ಓದುತ್ತಾನೆ.
study	ಅಧ್ಯಯನ ಮಾಡು; ಓದು	ನಾನು ಇಂಗ್ಲಿಷ್ ಓದುತ್ತೇನೆ.
style	ಶೈಲಿ	ನನಗೆ ಈ ಶೈಲಿ ಇಷ್ಟ.
subject	ವಿಷಯ	ಇಂಗ್ಲಿಷ್ ನನ್ನ ಮುಖ್ಯ ವಿಷಯ.
success	ಯಶಸ್ಸು	ಯಶಸ್ಸಿಗೆ ಅಭ್ಯಾಸ ಬೇಕು.
sugar	ಸಕ್ಕರೆ	ಚಹಾಗೆ ಸಕ್ಕರೆ ಹಾಕು.
summer	ಬೇಸಿಗೆ	ಇಲ್ಲಿ ಬೇಸಿಗೆ ಬಿಸಿಯಾಗಿದೆ.
sun	ಸೂರ್ಯ	ಸೂರ್ಯ ಪ್ರಕಾಶಮಾನವಾಗಿದೆ.
Sunday	ಭಾನುವಾರ	ನಾವು ಭಾನುವಾರ ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೊಳ್ಳುತ್ತೇವೆ.
supermarket	ಸೂಪರ್ ಮಾರುಕಟ್ಟೆ	ಸೂಪರ್ ಮಾರುಕಟ್ಟೆ ತೆರೆದಿದೆ.
sure	ಖಚಿತ	ನನಗೆ ಖಚಿತವಾಗಿದೆ.
sweater	ಸ್ವೆಟರ್	ನನ್ನ ಸ್ವೆಟರ್ ಬೆಚ್ಚಗಿದೆ.
swim	ಈಜು	ನಾನು ಪ್ರತಿವಾರ ಈಜುತ್ತೇನೆ.
swimming	ಈಜುವುದು	ಈಜುವುದು ಒಳ್ಳೆಯ ವ್ಯಾಯಾಮ.
table	ಮೇಜು	ಕೀಲಿಗಳು ಮೇಜಿನ ಮೇಲೆ ಇವೆ.
