hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
5113:言语	言语	言语	စကား; အပြောအဆို	သူ့စကားတွေက အလွန်ရိုးသားတယ်။	ពាក្យសម្តី; សុន្ទរកថា	ពាក្យសម្តីរបស់គាត់ស្មោះត្រង់ណាស់។	ຄຳເວົ້າ; ການເວົ້າ	ຄຳເວົ້າຂອງລາວຈິງໃຈຫຼາຍ.	बोली; शब्द	उसका शब्दहरू धेरै इमानदार थिए।
5114:炎症	炎症	炎症	ရောင်ရမ်းခြင်း	ဒီဆေးက ရောင်ရမ်းခြင်းကို လျော့စေနိုင်တယ်။	ការរលាក	ថ្នាំនេះអាចបន្ថយការរលាកបាន។	ການອັກເສບ	ຢານີ້ຊ່ວຍຫຼຸດການອັກເສບໄດ້.	सूजन; प्रदाह	यो औषधिले सूजन कम गर्न सक्छ।
5116:眼看	眼看	眼看	မကြာခင်; မျက်စိနဲ့မြင်သည်	မကြာခင် မှောင်တော့မယ်၊ ကျွန်တော်တို့ ပြန်သင့်ပြီ။	ជិតនឹង; ឃើញផ្ទាល់ភ្នែក	ជិតងងឹតហើយ យើងគួរត្រឡប់ទៅវិញ។	ໃກ້ຈະ; ເຫັນກັບຕາ	ໃກ້ຈະມືດແລ້ວ ພວກເຮົາຄວນກັບໄປ.	अब छिट्टै; आँखाले देख्नु	अब छिट्टै अँध्यारो हुन लाग्यो, हामी फर्कनुपर्छ।
5120:仰	仰	仰	မော့ကြည့်သည်; အပေါ်မျက်နှာမူသည်	ကလေးက ခေါင်းမော့ပြီး ကြယ်တွေကို ကြည့်နေတယ်။	ងើយមើល; បែរឡើងលើ	ក្មេងងើយក្បាលមើលផ្កាយ។	ເງີຍເບິ່ງ; ຫງາຍຂຶ້ນ	ເດັກເງີຍຫົວເບິ່ງດາວ.	माथि हेर्नु; माथितिर फर्कनु	बच्चाले टाउको उठाएर ताराहरू हेर्यो।
5122:养老	养老	养老	သက်ကြီးဘဝအတွက် ထောက်ပံ့ခြင်း; အငြိမ်းစားဘဝစီစဉ်ခြင်း	သူတို့က အငြိမ်းစားပြီးနောက် သက်ကြီးဘဝကို စီစဉ်နေကြတယ်။	ថែទាំពេលចាស់; រៀបចំជីវិតចាស់	ពួកគេកំពុងរៀបចំជីវិតពេលចាស់បន្ទាប់ពីចូលនិវត្តន៍។	ການດູແລຍາມເຖົ້າ; ການວາງແຜນຊີວິດຫຼັງກະສຽນ	ພວກເຂົາກຳລັງວາງແຜນຊີວິດຍາມເຖົ້າຫຼັງກະສຽນ.	बुढेसकालको व्यवस्था; वृद्धावस्थाको पालनपोषण	उनीहरू अवकाशपछि बुढेसकालको जीवन योजना गर्दै छन्।
5123:养老院	养老院	养老院	ဘိုးဘွားရိပ်သာ; သက်ကြီးစောင့်ရှောက်ရေးဂေဟာ	ဒီဘိုးဘွားရိပ်သာက ဆေးရုံနဲ့ အလွန်နီးတယ်။	មណ្ឌលថែទាំមនុស្សចាស់; ផ្ទះមនុស្សចាស់	មណ្ឌលថែទាំមនុស្សចាស់នេះនៅជិតមន្ទីរពេទ្យណាស់។	ບ້ານພັກຄົນຊະລາ; ສູນດູແລຜູ້ສູງອາຍຸ	ບ້ານພັກຄົນຊະລານີ້ຢູ່ໃກ້ໂຮງໝໍຫຼາຍ.	वृद्धाश्रम; वृद्ध हेरचाह केन्द्र	यो वृद्धाश्रम अस्पतालसँग धेरै नजिक छ।
5125:样	样	样	မျိုး; အမျိုးအစား; ပစ္စည်း	သူက မုန့်သုံးမျိုး ဝယ်ခဲ့တယ်။	ប្រភេទ; មុខ	គាត់បានទិញនំចំណីបីប្រភេទ។	ຢ່າງ; ຊະນິດ	ລາວຊື້ຂອງຫວານສາມຢ່າງ.	प्रकार; थरी	उसले तीन थरी खाजा किन्यो।
5128:要么	要么	要么	ဖြစ်စေ; သို့မဟုတ်	မင်း အခုထွက်ဖြစ်စေ၊ မနက်ဖြန်အထိ စောင့်ဖြစ်စေ ရွေးပါ။	ឬ; មិនដូច្នោះទេ	អ្នកឬចេញឥឡូវនេះ ឬរង់ចាំដល់ថ្ងៃស្អែក។	ບໍ່ກໍ; ຫຼືບໍ່ກໍ	ເຈົ້າບໍ່ກໍໄປຕອນນີ້ ຫຼືບໍ່ກໍລໍຖ້າຮອດມື້ອື່ນ.	कि; वा त	कि त अहिले जाऊ, वा भोलिसम्म पर्ख।
5130:野	野	野	တောရိုင်း; မစိုက်ပျိုးထားသော	ဒီတောင်ပိုင်းမှာ တောပန်းတွေ အများကြီးရှိတယ်။	ព្រៃ; មិនបានដាំដុះ	តំបន់ភ្នំនេះមានផ្កាព្រៃច្រើន។	ປ່າ; ທີ່ບໍ່ໄດ້ປູກ	ໃນເຂດພູນີ້ມີດອກໄມ້ປ່າຫຼາຍ.	जंगली; असंस्कृत	यो पहाडी क्षेत्रमा धेरै जंगली फूल छन्।
5131:也好	也好	也好	ဖြစ်ဖြစ်; လည်းကောင်း	မင်းသွားဖြစ်ဖြစ် မသွားဖြစ်ဖြစ် ငါ့ကို ပြောရမယ်။	ក៏បាន; ទោះជា	អ្នកទៅក៏បាន មិនទៅក៏បាន ត្រូវប្រាប់ខ្ញុំ។	ກໍດີ; ບໍ່ກໍດີ	ເຈົ້າຈະໄປກໍດີ ບໍ່ໄປກໍດີ ຕ້ອງບອກຂ້ອຍ.	चाहे; भए पनि	तिमी जाऊ वा नजाऊ, मलाई भन्नैपर्छ।
5132:野生	野生	野生	တောရိုင်း; သဘာဝတွင်ပေါက်သော	ဒီနေရာမှာ တောရိုင်းတိရစ္ဆာန် ဖမ်းတာကို တားမြစ်ထားတယ်။	ព្រៃ; រស់នៅក្នុងព្រៃ	ទីនេះហាមចាប់សត្វព្រៃ។	ສັດປ່າ; ຂຶ້ນເອງຕາມທຳມະຊາດ	ບ່ອນນີ້ຫ້າມຈັບສັດປ່າ.	जंगली; वन्य	यहाँ जंगली जनावर समात्न निषेध छ।
5133:野外	野外	野外	ပြင်ပ; တောပြင်	ကျောင်းသားတွေက တောပြင်မှာ အပင်တွေကို လေ့လာကြတယ်။	ទីវាល; ក្រៅធម្មជាតិ	សិស្សបានសង្កេតរុក្ខជាតិក្នុងទីវាល។	ກາງແຈ້ງ; ພາກສະໜາມ	ນັກຮຽນສັງເກດພືດຢູ່ພາກສະໜາມ.	बाहिर; मैदानमा	विद्यार्थीहरूले मैदानमा बिरुवा अवलोकन गरे।
5134:业	业	业	လုပ်ငန်း; အလုပ်အကိုင်	ဝန်ဆောင်မှုလုပ်ငန်းက ကျွမ်းကျင်သူတွေ ပိုလိုအပ်တယ်။	ឧស្សាហកម្ម; មុខរបរ	ឧស្សាហកម្មសេវាកម្មត្រូវការអ្នកជំនាញច្រើនទៀត។	ອຸດສາຫະກຳ; ອາຊີບ	ອຸດສາຫະກຳບໍລິການຕ້ອງການມືອາຊີບຫຼາຍຂຶ້ນ.	उद्योग; पेशा	सेवा उद्योगलाई अझ धेरै पेशेवर चाहिन्छ।
5139:衣食住行	衣食住行	衣食住行	စားဝတ်နေရေးနှင့်သွားလာရေး; နေ့စဉ်လိုအပ်ချက်များ	ဒီအစီရင်ခံစာက မြို့နေပြည်သူတွေရဲ့ စားဝတ်နေရေးနှင့်သွားလာရေးကို ခွဲခြမ်းစိတ်ဖြာတယ်။	សម្លៀកបំពាក់ អាហារ ទីលំនៅ និងការធ្វើដំណើរ	របាយការណ៍នេះវិភាគពីសម្លៀកបំពាក់ អាហារ ទីលំនៅ និងការធ្វើដំណើររបស់ប្រជាជនទីក្រុង។	ເຄື່ອງນຸ່ງ ອາຫານ ທີ່ຢູ່ ແລະການເດີນທາງ	ລາຍງານນີ້ວິເຄາະເລື່ອງເຄື່ອງນຸ່ງ ອາຫານ ທີ່ຢູ່ ແລະການເດີນທາງຂອງຊາວເມືອງ.	लुगा, खाना, बसोबास र यात्रा	यो प्रतिवेदनले शहरवासीका लुगा, खाना, बसोबास र यात्राबारे विश्लेषण गर्छ।
5140:医药	医药	医药	ဆေးဝါး; ဆေးပညာ	မကြာသေးမီနှစ်တွေမှာ ဆေးဝါးကုန်ကျစရိတ် အနည်းငယ် မြင့်တက်လာတယ်။	ឱសថ; វេជ្ជសាស្ត្រ	ប៉ុន្មានឆ្នាំថ្មីៗនេះ ថ្លៃឱសថនិងវេជ្ជសាស្ត្របានកើនឡើងខ្លះ។	ຢາແລະແພດສາດ; ຢາຮັກສາໂລກ	ຄ່າຢາແລະການແພດໃນບໍ່ກີ່ປີນີ້ເພີ່ມຂຶ້ນບາງສ່ວນ.	औषधि; चिकित्सा	पछिल्ला वर्षहरूमा औषधि र चिकित्साको खर्च केही बढेको छ।
5141:一一	一一	一一	တစ်ခုချင်းစီ; တစ်ယောက်ချင်း	ဆရာက မေးခွန်းတွေကို တစ်ခုချင်းစီ ရှင်းပြပေးတယ်။	មួយៗ; តាមលំដាប់	គ្រូបានពន្យល់សំណួរមួយៗឱ្យច្បាស់។	ເທື່ອລະອັນ; ເທື່ອລະຂໍ້	ຄູອະທິບາຍຄຳຖາມແຕ່ລະຂໍ້ໃຫ້ຊັດເຈນ.	एक एक गरी; पालैपालो	शिक्षकले प्रश्नहरू एक एक गरी स्पष्ट पारे।
5142:姨	姨	姨	အဒေါ်; မိခင်ဘက်အဒေါ်	ဒီနေ့ ကျွန်တော့်အဒေါ်က အိမ်မှာ ထမင်းစားဖို့ လာမယ်။	មីង; ប្អូនស្រីឬបងស្រីខាងម្តាយ	ថ្ងៃនេះមីងរបស់ខ្ញុំនឹងមកញ៉ាំបាយនៅផ្ទះ។	ນ້າ; ປ້າຝ່າຍແມ່	ມື້ນີ້ນ້າຂອງຂ້ອຍຈະມາກິນເຂົ້າຢູ່ເຮືອນ.	माइजू; आमाकी दिदी वा बहिनी	आज मेरी माइजू घरमा खाना खान आउँदै हुनुहुन्छ।
5146:一带	一带	一带	ပတ်ဝန်းကျင်; ဒေသ	ကျောင်းပတ်ဝန်းကျင်မှာ စာအုပ်ဆိုင်တွေ အများကြီးရှိတယ်။	តំបន់ជុំវិញ; បរិវេណ	តំបន់ជុំវិញសាលាមានហាងលក់សៀវភៅច្រើន។	ແຖບ; ບໍລິເວນ	ບໍລິເວນໂຮງຮຽນມີຮ້ານປຶ້ມຫຼາຍ.	वरपरको क्षेत्र; इलाका	विद्यालय वरपर धेरै पुस्तक पसल छन्।
5147:一道	一道	一道	အတူတကွ; တစ်ပြိုင်နက်	ပြပွဲကို အတူတကွ သွားကြည့်ကြရအောင်။	ជាមួយគ្នា; ព្រមគ្នា	យើងទៅមើលពិព័រណ៍ជាមួយគ្នាទៅ។	ດ້ວຍກັນ; ພ້ອມກັນ	ພວກເຮົາໄປເບິ່ງນິທັດສະການດ້ວຍກັນເຖີດ.	सँगै; एकसाथ	हामी प्रदर्शनी सँगै हेर्न जाऔँ।
5155:一系列	一系列	一系列	စီးရီးတစ်ခု; အစီအစဉ်တစ်စုံ	ကုမ္ပဏီက ထုတ်ကုန်အသစ်တွေ စီးရီးတစ်ခု မိတ်ဆက်ခဲ့တယ်။	ស៊េរីមួយ; ជាបន្តបន្ទាប់	ក្រុមហ៊ុនបានដាក់ចេញផលិតផលថ្មីមួយស៊េរី។	ຊຸດໜຶ່ງ; ຕໍ່ເນື່ອງກັນ	ບໍລິສັດເປີດຕົວຜະລິດຕະພັນໃໝ່ຊຸດໜຶ່ງ.	श्रृंखला; एक सिलसिला	कम्पनीले नयाँ उत्पादनहरूको श्रृंखला सार्वजनिक गर्यो।
5157:一阵	一阵	一阵	တစ်ချက်; ခဏတာ	ပြတင်းပေါက်အပြင်က အေးမြတဲ့လေတစ်ချက် ဝင်လာတယ်။	មួយរលក; មួយភ្លែត	ខ្យល់ត្រជាក់មួយរលកបានបក់ចូលពីក្រៅបង្អួច។	ລະລອກໜຶ່ງ; ຊົ່ວຂະນະ	ລົມເຢັນລະລອກໜຶ່ງພັດເຂົ້າມາຈາກນອກປ່ອງຢ້ຽມ.	एक झोंका; केही समय	झ्यालबाहिरबाट चिसो हावाको एक झोंका आयो।
5158:遗址	遗址	遗址	သမိုင်းဝင်အကြွင်းအကျန်; ရှေးဟောင်းနေရာ	ဒီရှေးဟောင်းမြို့အကြွင်းအကျန်က ခရီးသွားအများကြီးကို ဆွဲဆောင်တယ်။	ទីតាំងបុរាណ; ប្រាសាទបាក់បែក	ទីតាំងបុរាណនៃទីក្រុងចាស់នេះទាក់ទាញភ្ញៀវទេសចរជាច្រើន។	ຊາກບູຮານ; ສະຖານທີ່ປະຫວັດສາດ	ຊາກເມືອງເກົ່ານີ້ດຶງດູດນັກທ່ອງທ່ຽວຫຼາຍ.	भग्नावशेष; ऐतिहासिक स्थल	यो प्राचीन शहरको भग्नावशेषले धेरै पर्यटक आकर्षित गरेको छ।
5163:益处	益处	益处	အကျိုးကျေးဇူး; ကောင်းကျိုး	နေ့တိုင်း လေ့ကျင့်ခန်းလုပ်တာက ကျန်းမာရေးအတွက် အကျိုးကျေးဇူးများတယ်။	អត្ថប្រយោជន៍; គុណប្រយោជន៍	ការហាត់ប្រាណរាល់ថ្ងៃមានអត្ថប្រយោជន៍ច្រើនចំពោះសុខភាព។	ປະໂຫຍດ; ຂໍ້ດີ	ການອອກກຳລັງກາຍທຸກມື້ມີປະໂຫຍດຫຼາຍຕໍ່ສຸຂະພາບ.	लाभ; फाइदा	दैनिक व्यायाम स्वास्थ्यका लागि धेरै लाभदायक छ।
5164:一帆风顺	一帆风顺	一帆风顺	အဆင်ပြေချောမွေ့; အောင်မြင်ချောမွေ့	သင့်အလုပ်အသစ် အားလုံးအဆင်ပြေချောမွေ့ပါစေလို့ ဆုတောင်းပါတယ်။	រលូនជោគជ័យ; ដំណើរការល្អ	ខ្ញុំសូមជូនពរឱ្យការងារថ្មីរបស់អ្នករលូនជោគជ័យ។	ລາບລື່ນ; ສຳເລັດດີ	ຂ້ອຍຂໍໃຫ້ວຽກໃໝ່ຂອງເຈົ້າລາບລື່ນ.	सहज सफल; सब कुरा राम्ररी चल्नु	तिम्रो नयाँ काम सहज र सफल होस्।
5165:一口气	一口气	一口气	တစ်ရှူတည်း; မနားဘဲ	သူက မနားဘဲ တောင်ထိပ်အထိ ပြေးသွားတယ်။	មួយដង្ហើម; មិនឈប់	គាត់បានរត់ឡើងដល់កំពូលភ្នំដោយមិនឈប់។	ບໍ່ພັກ; ໃນລົມຫາຍໃຈດຽວ	ລາວແລ່ນໄປຮອດຍອດພູໂດຍບໍ່ພັກ.	एकै सासमा; नरोकिई	ऊ नरोकिई डाँडाको टुप्पोसम्म दौडियो।
5167:一模一样	一模一样	一模一样	တစ်ထပ်တည်းတူ; လုံးဝတူ	ဒီဓာတ်ပုံနှစ်ပုံက တစ်ထပ်တည်းတူသလို မြင်ရတယ်။	ដូចគ្នាទាំងស្រុង; ដូចបេះបិទ	រូបថតទាំងពីរនេះមើលទៅដូចគ្នាទាំងស្រុង។	ຄືກັນແທ້ໆ; ເໝືອນກັນທຸກຢ່າງ	ຮູບສອງໃບນີ້ເບິ່ງຄືກັນແທ້ໆ.	ठ्याक्कै उस्तै; बिलकुल समान	यी दुई फोटो ठ्याक्कै उस्तै देखिन्छन्।
5168:艺人	艺人	艺人	အနုပညာရှင်; ဖျော်ဖြေသူ	ဒီအနုပညာရှင်က စင်ပေါ်မှာ အလွန်ယုံကြည်မှုရှိတယ်။	សិល្បករ; អ្នកសម្តែង	សិល្បកររូបនេះមានទំនុកចិត្តណាស់លើឆាក។	ສິລະປິນ; ນັກສະແດງ	ສິລະປິນຄົນນີ້ມີຄວາມໝັ້ນໃຈຫຼາຍຢູ່ເທິງເວທີ.	कलाकार; प्रस्तोता	यो कलाकार मञ्चमा धेरै आत्मविश्वासी छ।
5169:一身	一身	一身	တစ်ကိုယ်လုံး; ဝတ်စုံတစ်စုံ	သူက အနက်ရောင်ဝတ်စုံတစ်စုံ ဝတ်ထားတယ်။	ទាំងខ្លួន; មួយឈុត	គាត់ពាក់ឈុតខ្មៅទាំងមូល។	ທັງຕົວ; ຊຸດໜຶ່ງ	ລາວນຸ່ງຊຸດສີດຳທັງຕົວ.	पूरै शरीर; एक जोर लुगा	उसले पूरै कालो सूट लगाएको थियो।
5170:一时	一时	一时	ခဏတာ; ယာယီ	ခဏတာ သူ့နာမည်ကို မမှတ်မိနိုင်ခဲ့ဘူး။	មួយរយៈខ្លី; ភ្លាមៗ	ខ្ញុំនឹកឈ្មោះរបស់គាត់មិនឃើញមួយភ្លែត។	ຊົ່ວຄາວ; ຂະນະໜຶ່ງ	ຂ້ອຍຈື່ຊື່ຂອງລາວບໍ່ອອກຊົ່ວຂະນະໜຶ່ງ.	क्षणभर; केही समयका लागि	क्षणभर म उसको नाम सम्झिन सकिनँ।
5171:一同	一同	一同	အတူတကွ	ကျွန်တော်တို့က ဒီစီမံကိန်းကို အတူတကွ ပြီးစီးခဲ့တယ်။	ជាមួយគ្នា	យើងបានបញ្ចប់គម្រោងនេះជាមួយគ្នា។	ດ້ວຍກັນ	ພວກເຮົາເຮັດໂຄງການນີ້ສຳເລັດດ້ວຍກັນ.	सँगै	हामीले यो परियोजना सँगै पूरा गर्यौं।
5172:易于	易于	易于	လွယ်ကူသည်; လွယ်လင့်တကူ	ဒီဆော့ဖ်ဝဲက အသုံးပြုရတာ လွယ်ကူတယ်။	ងាយស្រួលក្នុងការ; ងាយ	កម្មវិធីនេះងាយស្រួលប្រើ។	ງ່າຍຕໍ່ການ; ງ່າຍ	ຊອບແວນີ້ໃຊ້ງ່າຍ.	गर्न सजिलो; सजिलै	यो सफ्टवेयर चलाउन सजिलो छ।
5173:抑制	抑制	抑制	တားဆီးသည်; ထိန်းချုပ်သည်	ဒီဆေးက နာကျင်မှုကို ထိန်းချုပ်နိုင်တယ်။	ទប់ស្កាត់; រារាំង	ថ្នាំនេះអាចទប់ស្កាត់ការឈឺចាប់បាន។	ຍັບຍັ້ງ; ຄວບຄຸມ	ຢານີ້ສາມາດຍັບຍັ້ງຄວາມເຈັບໄດ້.	नियन्त्रण गर्नु; दबाउनु	यो औषधिले पीडा दबाउन सक्छ।
5174:因	因	因	ကြောင့်; အကြောင်းရင်းအဖြစ်	မိုးကြီးတာကြောင့် အစည်းအဝေးကို ရွှေ့ဆိုင်းခဲ့တယ်။	ដោយសារ; ព្រោះ	កិច្ចប្រជុំត្រូវបានពន្យារពេលដោយសារភ្លៀងធំ។	ເນື່ອງຈາກ; ເພາະ	ກອງປະຊຸມຖືກເລື່ອນເນື່ອງຈາກຝົນໜັກ.	कारण; किनकि	ठूलो वर्षाका कारण बैठक सारियो।
5175:音节	音节	音节	အသံအပိုင်း; syllable	ဒီစကားလုံးမှာ အသံအပိုင်း သုံးခုရှိတယ်။	ព្យាង្គ	ពាក្យនេះមានព្យាង្គបី។	ພະຍາງ	ຄຳນີ້ມີສາມພະຍາງ.	अक्षरांश	यो शब्दमा तीन अक्षरांश छन्।
5177:银牌	银牌	银牌	ငွေတံဆိပ်	သူမက ပြိုင်ပွဲမှာ ငွေတံဆိပ်ရခဲ့တယ်။	មេដាយប្រាក់	នាងបានឈ្នះមេដាយប្រាក់ក្នុងការប្រកួត។	ຫຼຽນເງິນ	ນາງໄດ້ຮັບຫຼຽນເງິນໃນການແຂ່ງຂັນ.	रजत पदक	उसले प्रतियोगितामा रजत पदक जिती।
5178:引	引	引	ဦးဆောင်သည်; ကိုးကားသည်	ဆရာက အမြင်ကိုရှင်းပြဖို့ ရှေးကဗျာတစ်ကြောင်းကို ကိုးကားခဲ့တယ်။	ដឹកនាំ; ដកស្រង់	គ្រូបានដកស្រង់កំណាព្យបុរាណមួយឃ្លា ដើម្បីពន្យល់ទស្សនៈ។	ນຳ; ອ້າງອີງ	ຄູໄດ້ອ້າງອີງກະວີເກົ່າປະໂຫຍກໜຶ່ງເພື່ອອະທິບາຍຄວາມເຫັນ.	नेतृत्व गर्नु; उद्धृत गर्नु	शिक्षकले आफ्नो विचार बुझाउन पुरानो कविताको एउटा पंक्ति उद्धृत गरे।
5179:隐藏	隐藏	隐藏	ဝှက်ထားသည်; ဖုံးကွယ်သည်	ဖိုင်ကို စနစ်ဖိုင်တွဲထဲမှာ ဝှက်ထားတယ်။	លាក់; បិទបាំង	ឯកសារត្រូវបានលាក់ក្នុងថតប្រព័ន្ធ។	ເຊື່ອງ; ປິດບັງ	ໄຟລ໌ຖືກເຊື່ອງໄວ້ໃນໂຟນເດີລະບົບ.	लुकाउनु; गोप्य राख्नु	फाइल प्रणाली फोल्डरमा लुकाइएको थियो।
5181:引发	引发	引发	ဖြစ်ပေါ်စေသည်; အစပြုစေသည်	ဒီသတင်းက ပြင်းပြင်းထန်ထန် ဆွေးနွေးမှုကို ဖြစ်ပေါ်စေတယ်။	បង្ក; ធ្វើឱ្យកើតឡើង	ព័ត៌មាននេះបានបង្កការពិភាក្សាក្តៅគគុក។	ກໍ່ໃຫ້ເກີດ; ກະຕຸ້ນ	ຂ່າວນີ້ກໍ່ໃຫ້ເກີດການຖົກຖຽງຢ່າງຄຶກຄື້ນ.	उत्पन्न गराउनु; ट्रिगर गर्नु	यो समाचारले तातो छलफल उत्पन्न गरायो।
5182:引入	引入	引入	မိတ်ဆက်အသုံးပြုသည်; ထည့်သွင်းသည်	ကျောင်းက သင်ကြားနည်းအသစ်ကို မိတ်ဆက်အသုံးပြုဖို့ စီစဉ်နေတယ်။	នាំចូល; ដាក់ឱ្យប្រើ	សាលាគ្រោងនឹងដាក់ឱ្យប្រើវិធីបង្រៀនថ្មី។	ນຳເຂົ້າ; ເອົາເຂົ້າມາໃຊ້	ໂຮງຮຽນວາງແຜນນຳວິທີສອນໃໝ່ເຂົ້າມາໃຊ້.	भित्र्याउनु; परिचय गराउनु	विद्यालयले नयाँ शिक्षण विधि भित्र्याउने योजना बनाएको छ।
5184:饮用水	饮用水	饮用水	သောက်သုံးရေ	ဒီနေရာက သောက်သုံးရေကို တင်းကျပ်စွာ စစ်ဆေးထားတယ်။	ទឹកផឹក	ទឹកផឹកនៅទីនេះបានឆ្លងកាត់ការត្រួតពិនិត្យយ៉ាងតឹងរ៉ឹង។	ນ້ຳດື່ມ	ນ້ຳດື່ມຢູ່ນີ້ຜ່ານການກວດສອບຢ່າງເຂັ້ມງວດ.	पिउने पानी	यहाँको पिउने पानी कडाइका साथ परीक्षण गरिएको छ।
5185:印	印	印	ပုံနှိပ်သည်; တံဆိပ်နှိပ်သည်	ကျေးဇူးပြုပြီး ဒီနေရာမှာ ကုမ္ပဏီလိုဂိုကို ပုံနှိပ်ပါ။	បោះពុម្ព; បោះត្រា	សូមបោះពុម្ពស្លាកសញ្ញាក្រុមហ៊ុននៅទីនេះ។	ພິມ; ປະທັບຕາ	ກະລຸນາພິມໂລໂກ້ບໍລິສັດຢູ່ບ່ອນນີ້.	छाप्नु; मोहर लगाउनु	कृपया यहाँ कम्पनीको लोगो छाप्नुहोस्।
5192:用餐	用餐	用餐	ထမင်းစားသည်; အစားစားသည်	ဧည့်သည်တွေက စားသောက်ဆိုင်မှာ ထမင်းစားနေကြတယ်။	ញ៉ាំអាហារ; បរិភោគ	ភ្ញៀវកំពុងញ៉ាំអាហារនៅភោជនីយដ្ឋាន។	ຮັບປະທານອາຫານ; ກິນເຂົ້າ	ແຂກກຳລັງຮັບປະທານອາຫານຢູ່ຮ້ານອາຫານ.	भोजन गर्नु; खाना खानु	पाहुनाहरू रेस्टुरेन्टमा भोजन गरिरहेका छन्।
5193:用处	用处	用处	အသုံးဝင်မှု; အသုံး	ဒီဓားသေးက အသုံးများတယ်။	ប្រយោជន៍; ការប្រើប្រាស់	កាំបិតតូចនេះមានប្រយោជន៍ច្រើន។	ປະໂຫຍດ; ການໃຊ້ງານ	ມີດນ້ອຍນີ້ມີປະໂຫຍດຫຼາຍ.	प्रयोग; उपयोगिता	यो सानो चक्कुको धेरै उपयोगिता छ।
5195:用人	用人	用人	လူခန့်ထားသည်; ဝန်ထမ်းရွေးသည်	ဒီကုမ္ပဏီက လူခန့်ထားရာမှာ အလွန်သတိထားတယ်။	ជ្រើសរើសបុគ្គលិក; ប្រើមនុស្ស	ក្រុមហ៊ុននេះប្រុងប្រយ័ត្នណាស់ក្នុងការជ្រើសរើសបុគ្គលិក។	ຈ້າງຄົນ; ເລືອກພະນັກງານ	ບໍລິສັດນີ້ລະມັດລະວັງຫຼາຍເວລາຈ້າງຄົນ.	मान्छे नियुक्त गर्नु; कर्मचारी छान्नु	यो कम्पनी कर्मचारी नियुक्त गर्दा धेरै सावधान हुन्छ।
5196:用心	用心	用心	ဂရုတစိုက်; စိတ်ပါလက်ပါ	ဒီလက်ဆောင်ကို အများကြီး ဂရုတစိုက် ပြင်ဆင်ထားတာ မြင်သာတယ်။	ដោយយកចិត្តទុកដាក់; ចិត្តទុកដាក់	អាចឃើញថា អំណោយនេះត្រូវបានរៀបចំដោយយកចិត្តទុកដាក់ខ្លាំង។	ໃສ່ໃຈ; ຢ່າງລະອຽດຮອບຄອບ	ເບິ່ງອອກວ່າຂອງຂວັນນີ້ຖືກກຽມຢ່າງໃສ່ໃຈຫຼາຍ.	ध्यानपूर्वक; मन लगाएर	यो उपहार धेरै ध्यान दिएर तयार गरिएको देखिन्छ।
5197:优化	优化	优化	ပိုကောင်းအောင်ပြုပြင်သည်; အကောင်းဆုံးဖြစ်စေသည်	အင်ဂျင်နီယာက စနစ်ရဲ့ မြန်နှုန်းကို ပိုကောင်းအောင် ပြုပြင်နေတယ်။	ធ្វើឱ្យប្រសើរឡើង; បង្កើនប្រសិទ្ធភាព	វិស្វករកំពុងធ្វើឱ្យល្បឿនប្រព័ន្ធប្រសើរឡើង។	ປັບໃຫ້ດີຂຶ້ນ; ເຮັດໃຫ້ເໝາະສົມທີ່ສຸດ	ວິສະວະກອນກຳລັງປັບຄວາມໄວຂອງລະບົບໃຫ້ດີຂຶ້ນ.	अनुकूलन गर्नु; सुधार गर्नु	इन्जिनियरले प्रणालीको गति अनुकूलन गर्दै छ।
5200:由来	由来	由来	အရင်းအမြစ်; ဖြစ်ပေါ်လာပုံ	ဒီဓလေ့ရဲ့ အရင်းအမြစ်က အလွန်စိတ်ဝင်စားစရာကောင်းတယ်။	ប្រភពដើម; មូលហេតុ	ប្រភពដើមនៃទំនៀមនេះគួរឱ្យចាប់អារម្មណ៍ណាស់។	ທີ່ມາ; ສາເຫດ	ທີ່ມາຂອງປະເພນີນີ້ນ່າສົນໃຈຫຼາຍ.	उत्पत्ति; कारण	यो चलनको उत्पत्ति धेरै रोचक छ।
5201:游人	游人	游人	ခရီးသွား; လာရောက်သူ	နွေဦးမှာ ပန်းခြံထဲက ခရီးသွားတွေ အထူးများတယ်။	ភ្ញៀវទេសចរ; អ្នកមកលេង	រដូវផ្ការីកមានភ្ញៀវទេសចរច្រើនណាស់ក្នុងសួន។	ນັກທ່ອງທ່ຽວ; ຜູ້ມາຢ້ຽມຢາມ	ໃນລະດູບານໃໝ່ມີນັກທ່ອງທ່ຽວໃນສວນຫຼາຍເປັນພິເສດ.	पर्यटक; आगन्तुक	वसन्तमा पार्कमा विशेष गरी धेरै पर्यटक हुन्छन्।
5203:有机	有机	有机	အော်ဂဲနစ်; သဘာဝ	ဒီလယ်ယာက အော်ဂဲနစ်ဟင်းသီးဟင်းရွက်ပဲ ရောင်းတယ်။	សរីរាង្គ; អ័រហ្គានិក	កសិដ្ឋាននេះលក់តែបន្លែអ័រហ្គានិកប៉ុណ្ណោះ។	ອິນຊີ; ອອການິກ	ຟາມນີ້ຂາຍແຕ່ຜັກອິນຊີເທົ່ານັ້ນ.	जैविक; अर्गानिक	यो फार्मले केवल जैविक तरकारी बेच्छ।
