source_headword	KM	example_KM
severely	យ៉ាងធ្ងន់ធ្ងរ	ព្យុះបានបំផ្លាញផ្លូវយ៉ាងធ្ងន់ធ្ងរ។
sexy	សិចស៊ី	រ៉ូបនេះត្រូវបានគេចាត់ទុកថាសិចស៊ី។
shocking	គួរឱ្យតក់ស្លុត	ព័ត៌មាននេះគួរឱ្យតក់ស្លុតណាស់។
shore	ច្រាំង	យើងបានដើរតាមបណ្តោយច្រាំង។
shortage	ការខ្វះខាត	ទីក្រុងនេះប្រឈមមុខនឹងការខ្វះខាតទឹក។
shortly	មិនយូរប៉ុន្មាន	រថយន្តក្រុងមកដល់មិនយូរប៉ុន្មានបន្ទាប់ពីពេលថ្ងៃត្រង់។
short-term	រយៈពេលខ្លី	ផែនការនេះមានអត្ថប្រយោជន៍រយៈពេលខ្លី។
sibling	បងប្អូនបង្កើត	បងប្អូនម្នាក់ៗទទួលបានអំណោយមួយ។
signature	ហត្ថលេខា	សូមបញ្ចូលហត្ថលេខារបស់អ្នក។
significance	សារៈសំខាន់	របកគំហើញនេះមានសារៈសំខាន់ណាស់។
skilled	ដែលមានជំនាញ	កម្មករដែលមានជំនាញបានជួសជុលដំបូល។
slogan	ពាក្យស្លោក	យុទ្ធនាការនេះបានប្រើពាក្យស្លោកសាមញ្ញមួយ។
so-called	ដែលគេហៅថា	អ្នកដែលគេហៅថាអ្នកជំនាញបានធ្វើខុស។
somehow	តាមរបៀបណាមួយ	តាមរបៀបណាមួយសោបានបាត់។
sometime	ពេលណាមួយ	មកលេងយើងនៅពេលណាមួយនៅសប្តាហ៍ក្រោយ។
sophisticated	ទំនើប	កម្មវិធីនេះមានលក្ខណៈទំនើប។
spare	បម្រុង	យើងទុកសោបម្រុងមួយ។
specialize	ជំនាញ	វេជ្ជបណ្ឌិតមានជំនាញក្នុងវិស័យផ្សេងៗគ្នា។
specify	បញ្ជាក់	សូមបញ្ជាក់ម៉ោងមកដល់របស់អ្នក។
spectacular	អស្ចារ្យ	កាំជ្រួចគឺអស្ចារ្យណាស់។
spectator	អ្នកទស្សនា	អ្នកទស្សនាម្នាក់ៗទទួលបានកម្មវិធីមួយ។
speculate	សន្និដ្ឋាន	អ្នកជំនាញសន្និដ្ឋានអំពីមូលហេតុ។
speculation	ការសន្និដ្ឋាន	អត្ថបទនេះបានជំរុញឱ្យមានការសន្និដ្ឋាន។
spice	គ្រឿងទេស	បន្ថែមគ្រឿងទេសម្តងមួយមុខ។
spill	កំពប់	កុំធ្វើឱ្យកំពប់ទឹកផ្លែឈើ។
spite	ទោះបីជា	គាត់ទទួលបានជោគជ័យទោះបីជាមានបញ្ហាក៏ដោយ។
spoil	ធ្វើឱ្យខូច	អំបិលច្រើនពេកអាចធ្វើឱ្យខូចស៊ុប។
spokesman	អ្នកនាំពាក្យ	អ្នកនាំពាក្យបានឆ្លើយសំណួរ។
spokesperson	អ្នកនាំពាក្យ	អ្នកនាំពាក្យបានអានសេចក្តីថ្លែងការណ៍។
spokeswoman	អ្នកនាំពាក្យស្ត្រី	អ្នកនាំពាក្យស្ត្រីបានថ្លែងទៅកាន់សារព័ត៌មាន។
sponsorship	ការឧបត្ថម្ភ	ក្រុមត្រូវការការឧបត្ថម្ភ។
sporting	កីឡា	ទីក្រុងនេះធ្វើជាម្ចាស់ផ្ទះព្រឹត្តិការណ៍កីឡា។
stall	តូប	តូបទីផ្សារលក់ផ្លែឈើ។
stance	ជំហរ	រដ្ឋមន្ត្រីបានផ្លាស់ប្តូរជំហររបស់គាត់។
starve	ដាច់ពោះស្លាប់	បើគ្មានអាហារសត្វអាចនឹងដាច់ពោះស្លាប់។
steadily	យ៉ាងថេរ	ក្រុមហ៊ុនបានរីកចម្រើនយ៉ាងថេរ។
steam	ចំហាយទឹក	ចំហាយទឹកហុយចេញពីស៊ុប។
stimulate	ជំរុញ	ពណ៌ភ្លឺអាចជំរុញចំណាប់អារម្មណ៍។
