source_headword	ML	example_ML
formula	ഫോർമുല	ഫോർമുല പ്രശ്നം പരിഹരിച്ചു.
formulate	ആവിഷ്കരിക്കുക	ശാസ്ത്രജ്ഞർ ഒരു പുതിയ സിദ്ധാന്തം ആവിഷ്കരിക്കുന്നു.
forth	മുന്നോട്ട്	നദി തോണിയെ മുന്നോട്ട് കൊണ്ടുപോയി.
forthcoming	വരാനിരിക്കുന്ന	വരാനിരിക്കുന്ന റിപ്പോർട്ട് എല്ലാം വിശദീകരിക്കും.
foster	വളർത്തുക	ഈ പ്രോഗ്രാം സ്വയംപര്യാപ്തത വളർത്താൻ സഹായിക്കുന്നു.
fragile	പൊട്ടുന്ന	പൊട്ടുന്ന പൂപ്പാത്രം ശ്രദ്ധയോടെ കൈകാര്യം ചെയ്യേണ്ടതുണ്ട്.
franchise	ഫ്രാഞ്ചൈസി	റസ്റ്റോറന്റ് ഒരു ആഗോള ഫ്രാഞ്ചൈസിയായി മാറി.
frankly	തുറന്നുപറഞ്ഞാൽ	തുറന്നുപറഞ്ഞാൽ, ഞങ്ങൾക്ക് കൂടുതൽ സമയം ആവശ്യമാണ്.
frustrated	നിരാശരായ	കാലതാമസത്തിൽ തൊഴിലാളികൾ നിരാശരായി.
frustrating	നിരാശാജനകമായ	വേഗത കുറഞ്ഞ കണക്ഷൻ നിരാശാജനകമായിരുന്നു.
frustration	നിരാശ	മീറ്റിംഗിൽ നിരാശ വർദ്ധിച്ചു.
functional	പ്രവർത്തനക്ഷമമായ	പഴയ അടുക്കള ഇപ്പോഴും പ്രവർത്തനക്ഷമമാണ്.
fundraising	ധനസമാഹരണം	അടുത്ത ആഴ്ച ധനസമാഹരണം ആരംഭിക്കുന്നു.
funeral	ശവസംസ്കാരം	ശവസംസ്കാരം വെള്ളിയാഴ്ച നടന്നു.
gallon	ഗ്യാലൻ	ടാങ്കിൽ ഒരു ഗ്യാലൻ ഉൾക്കൊള്ളും.
gambling	ചൂതാട്ടം	ചൂതാട്ടം നിയമപ്രകാരം പരിമിതപ്പെടുത്തിയിരിക്കുന്നു.
gathering	ഒത്തുചേരൽ	ഒത്തുചേരൽ സമാധാനപരമായി അവസാനിച്ചു.
gaze	നോട്ടം	അവൾ അവന്റെ നോട്ടം പെട്ടെന്ന് പിടിച്ചുനിർത്തി.
gear	ഉപകരണങ്ങൾ	കയറുന്നതിന് മുമ്പ് സുരക്ഷാ ഉപകരണങ്ങൾ പായ്ക്ക് ചെയ്യുക.
generic	പൊതുവായ	പൊതുവായ പതിപ്പിന് വില കുറവാണ്.
genocide	വംശഹത്യ	വംശഹത്യ അഗാധമായ ദേശീയ ആഘാതം അവശേഷിപ്പിച്ചു.
glance	നോട്ടം	അവൻ ഒരു പെട്ടെന്നുള്ള നോട്ടം നൽകി.
glimpse	ഒരു നോട്ടം	എനിക്ക് കടലിന്റെ ഒരു ചെറിയ കാഴ്ച ലഭിച്ചു.
glorious	മഹത്തായ	ടീം ഒരു മഹത്തായ വിജയം ആസ്വദിച്ചു.
glory	മഹത്വം	അവൾ ഒളിമ്പിക് മഹത്വം സ്വപ്നം കണ്ടു.
governance	ഭരണം	നല്ല ഭരണത്തിന് സുതാര്യത ആവശ്യമാണ്.
grace	മാന്യത	അവൾ പരാജയം മാന്യതയോടെ സ്വീകരിച്ചു.
grasp	മനസ്സിലാക്കുക	അദ്ദേഹത്തിന് ആശയം മനസ്സിലാക്കാൻ കഴിഞ്ഞില്ല.
grave (for dead person)	ശവക്കുഴി	ശവക്കുഴി പൂക്കൾ കൊണ്ട് മൂടിയിരുന്നു.
grave (serious)	ഗുരുതരമായ	സ്ഥിതിഗതികൾ ഗുരുതരമായി തുടരുന്നു.
gravity	ഗുരുത്വാകർഷണം	ഗുരുത്വാകർഷണം വസ്തുക്കളെ ഭൂമിയിലേക്ക് വലിക്കുന്നു.
grid	ഗ്രിഡ്	ഭൂപടം ലളിതമായ ഒരു ഗ്രിഡ് ഉപയോഗിക്കുന്നു.
grief	ദുഃഖം	ദുഃഖം അവന്റെ മുഴുവൻ കുടുംബത്തെയും മാറ്റിമറിച്ചു.
grin	പുഞ്ചിരി	ആൺകുട്ടി ഒരു വലിയ പുഞ്ചിരി നൽകി.
grind	പൊടിക്കുക	തൊഴിലാളികൾ എല്ലാ ദിവസവും രാവിലെ കാപ്പിക്കുരു പൊടിക്കുന്നു.
grip	പിടി	കയറിൽ ഒരു ഉറച്ച പിടി വയ്ക്കുക.
gross	മൊത്തം	മൊത്ത വരുമാനം കുത്തനെ ഉയർന്നു.
guerrilla	ഒളിപ്പോരാളി	ഒളിപ്പോരാളികൾ കുന്നുകളിൽ ഒളിച്ചു.
guidance	മാർഗ്ഗനിർദ്ദേശം	ഗൈഡ് പ്രായോഗിക മാർഗ്ഗനിർദ്ദേശം നൽകുന്നു.
guilt	കുറ്റബോധം	നുണ പറഞ്ഞതിന് ശേഷം അവൾക്ക് കുറ്റബോധം തോന്നി.
gut	അന്തർബോധം	ബുദ്ധിമുട്ടുള്ള തിരഞ്ഞെടുപ്പുകളിൽ നിങ്ങളുടെ അന്തർബോധത്തെ വിശ്വസിക്കുക.
hail	വാഴ്ത്തുക	ഗ്രാമീണർ ഡോക്ടറെ ഒരു നായകനായി വാഴ്ത്തുന്നു.
halfway	പാതിവഴിയിൽ	കുന്നിന്റെ പാതിവഴിയിൽ ഞങ്ങൾ നിർത്തി.
halt	നിർത്തുക	ട്രെയിൻ പെട്ടെന്ന് നിന്നു.
handful	ഒരു പിടി	ഒരു പിടി സന്നദ്ധപ്രവർത്തകർ വൈകി നിന്നു.
handling	കൈകാര്യം ചെയ്യൽ	ശരിയായ കൈകാര്യം ചെയ്യൽ കേടുപാടുകൾ തടയുന്നു.
handy	ഉപയോഗപ്രദമായ	ഈ ഉപകരണം അറ്റകുറ്റപ്പണികൾക്ക് ഉപയോഗപ്രദമാണ്.
harassment	ശല്യപ്പെടുത്തൽ	ശല്യപ്പെടുത്തൽ പരാതികളെക്കുറിച്ച് കമ്പനി അന്വേഷിച്ചു.
hardware	ഹാർഡ്‌വെയർ	സ്റ്റോർ കമ്പ്യൂട്ടർ ഹാർഡ്‌വെയർ വിൽക്കുന്നു.
harmony	ഐക്യം	ഗായകസംഘം തികഞ്ഞ ഐക്യത്തോടെ പാടി.
harsh	കഠിനമായ	ജഡ്ജി കഠിനമായ ശിക്ഷ നൽകി.
harvest	വിളവെടുപ്പ്	വിളവെടുപ്പ് സെപ്റ്റംബറിൽ ആരംഭിക്കുന്നു.
haunt	വേട്ടയാടുക	ആ ഓർമ്മ അവനെ വേട്ടയാടിക്കൊണ്ടിരുന്നു.
hazard	അപകടം	മഞ്ഞ് ഒരു ഗുരുതരമായ റോഡ് അപകടമാണ്.
heighten	വർദ്ധിപ്പിക്കുക	പ്രസംഗം പിരിമുറുക്കം വർദ്ധിപ്പിച്ചേക്കാം.
heritage	പൈതൃകം	കോട്ട പ്രാദേശിക പൈതൃകത്തിന്റെ ഭാഗമാണ്.
hierarchy	ശ്രേണി	ഓഫീസ് ശ്രേണി വ്യക്തമായി നിർവചിച്ചിരിക്കുന്നു.
high-profile	ഉന്നതതലത്തിലുള്ള	ഉന്നതതലത്തിലുള്ള വിചാരണ റിപ്പോർട്ടർമാരെ ആകർഷിച്ചു.
hint	സൂചന	അവൾ എനിക്ക് ഉപയോഗപ്രദമായ ഒരു സൂചന നൽകി.
homeland	മാതൃരാജ്യം	അവൻ തന്റെ മാതൃരാജ്യത്തേക്ക് മടങ്ങി.
hopeful	പ്രതീക്ഷയുള്ള	സുഖം പ്രാപിക്കുന്നതിനെക്കുറിച്ച് ഡോക്ടർമാർക്ക് പ്രതീക്ഷയുണ്ട്.
horizon	ചക്രവാളം	സൂര്യൻ ചക്രവാളത്തിന് താഴെ മറഞ്ഞു.
horn	ഹോൺ	കാർ ഹോൺ എല്ലാവരെയും ഉണർത്തി.
hostage	ബന്ദി	ബന്ദി വീട്ടിലേക്ക് മടങ്ങി.
hostile	ശത്രുതയുള്ള	ജനക്കൂട്ടം ശത്രുതയുള്ളവരായി മാറി.
hostility	ശത്രുത	തുറന്ന ശത്രുത ചർച്ചകൾ അവസാനിപ്പിച്ചു.
humanitarian	മാനുഷികമായ	മാനുഷിക ദൗത്യം ഭക്ഷണം എത്തിച്ചു.
humanity	മാനവികത	മാനവികത പൊതുവായ വെല്ലുവിളികൾ നേരിടുന്നു.
humble	വിനയമുള്ള	വിജയത്തിനുശേഷവും അവൾ വിനയമുള്ളവളായി തുടർന്നു.
hydrogen	ഹൈഡ്രജൻ	ഹൈഡ്രജൻ വളരെ എളുപ്പത്തിൽ കത്തുന്നു.
identification	തിരിച്ചറിയൽ രേഖ	പ്രവേശന കവാടത്തിൽ തിരിച്ചറിയൽ രേഖ ആവശ്യമാണ്.
ideological	ആശയപരമായ	തർക്കത്തിന് ആശയപരമായ വേരുകൾ ഉണ്ടായിരുന്നു.
ideology	പ്രത്യയശാസ്ത്രം	അദ്ദേഹത്തിന്റെ പ്രത്യയശാസ്ത്രം ഓരോ പ്രസംഗത്തെയും രൂപപ്പെടുത്തി.
idiot	വിഡ്ഢി	ആരെയും വിഡ്ഢി എന്ന് വിളിക്കരുത്.
ignorance	അജ്ഞത	അജ്ഞതയ്ക്ക് ഭയം പടർത്താൻ കഴിയും.
imagery	ചിത്രീകരണം	കവിത ഉജ്ജ്വലമായ ചിത്രീകരണം ഉപയോഗിക്കുന്നു.
immense	അപാരമായ	ഈ പദ്ധതിക്ക് അപാരമായ പരിശ്രമം ആവശ്യമായിരുന്നു.
imminent	ആസന്നമായ	ഒരു കൊടുങ്കാറ്റ് ആസന്നമാണെന്ന് തോന്നി.
implementation	നടപ്പാക്കൽ	നിയമം നടപ്പാക്കുന്നത് മന്ദഗതിയിലായിരുന്നു.
imprison	ജയിലിലടയ്ക്കുക	ഭരണകൂടം വിമർശകരെ ജയിലിലടയ്ക്കാൻ ശ്രമിച്ചു.
imprisonment	തടവ്	അദ്ദേഹത്തിന്റെ തടവ് അഞ്ച് വർഷം നീണ്ടുനിന്നു.
inability	കഴിവില്ലായ്മ	ശ്രദ്ധ കേന്ദ്രീകരിക്കാനുള്ള അവളുടെ കഴിവില്ലായ്മ അധ്യാപകരെ ആശങ്കപ്പെടുത്തി.
inadequate	അപര്യാപ്തമായ	അഭയകേന്ദ്രത്തിൽ അപര്യാപ്തമായ ചൂടാക്കൽ സംവിധാനമേ ഉണ്ടായിരുന്നുള്ളൂ.
inappropriate	അനുചിതമായ	അവന്റെ തമാശ അനുചിതമായിരുന്നു.
incidence	നിരക്ക്	പനിയുടെ നിരക്ക് വർദ്ധിച്ചു.
inclined	ചായ്‌വുള്ള	അവൾ സമ്മതിക്കാൻ ചായ്‌വുള്ളവളാണ്.
inclusion	ഉൾപ്പെടുത്തൽ	സ്കൂൾ ഉൾപ്പെടുത്തലിനെ പ്രോത്സാഹിപ്പിക്കുന്നു.
