hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
801:起	起	起	उठना; उठ खड़ा होना	कृपया थोड़ा जल्दी उठो।	ওঠা	দয়া করে একটু আগে ওঠো।	bumangon; tumaas	Bumangon ka nang mas maaga.
803:汽车	汽车	汽车	कार; मोटरगाड़ी	यह कार बहुत नई है।	গাড়ি; মোটরগাড়ি	এই গাড়িটি খুব নতুন।	kotse; sasakyan	Bago ang kotseng ito.
804:铅笔	铅笔	铅笔	पेंसिल	मैं पेंसिल से लिखता हूँ।	পেন্সিল	আমি পেন্সিল দিয়ে লিখি।	lapis	Nagsusulat ako gamit ang lapis.
805:前年	前年	前年	पिछले साल से भी पिछला साल	पिछले साल से भी पिछले साल मैं ग्वांगझोउ गया था।	গত বছরের আগের বছর	গত বছরের আগের বছর আমি গুয়াংঝৌ গিয়েছিলাম।	taon bago ang nakaraang taon	Pumunta ako sa Guangzhou noong taon bago ang nakaraang taon.
806:前天	前天	前天	बीता परसों	मैंने उसे बीते परसों देखा था।	গত পরশু	গত পরশু আমি তাকে দেখেছিলাম।	kamakalawa	Nakita ko siya kamakalawa.
809:请客	请客	请客	दावत देना; खिलाना	आज मेरी तरफ़ से है।	আপ্যায়ন করা; খাওয়ানো	আজ আমি আপ্যায়ন করব।	manlibre; mag-host	Libre ko ngayon.
810:秋天	秋天	秋天	पतझड़; शरद ऋतु	पतझड़ का मौसम बहुत आरामदायक है।	শরৎকাল	শরতের আবহাওয়া খুব আরামদায়ক।	taglagas	Komportable ang panahon sa taglagas.
811:球场	球场	球场	खेल मैदान; कोर्ट	मैदान में बहुत से छात्र हैं।	খেলার মাঠ	মাঠে অনেক ছাত্র আছে।	palaruan; larangan	Maraming estudyante sa palaruan.
815:认得	认得	认得	पहचानना	मैं इस शिक्षक को पहचानता हूँ।	চেনা	আমি এই শিক্ষককে চিনি।	makilala	Nakikilala ko ang gurong ito.
821:扫	扫	扫	झाड़ू लगाना	कृपया फ़र्श साफ़ झाड़ दो।	ঝাড়ু দেওয়া	দয়া করে মেঝেটা ঝাড়ু দিয়ে পরিষ্কার করো।	walisan	Walisan mo ang sahig.
823:山	山	山	पहाड़	यह पहाड़ बहुत ऊँचा है।	পাহাড়	এই পাহাড়টি খুব উঁচু।	bundok	Mataas ang bundok na ito.
824:上衣	上衣	上衣	ऊपरी कपड़ा	यह ऊपरी कपड़ा नया है।	উপরের পোশাক	এই জামাটি নতুন।	pang-itaas na damit	Bago ang pang-itaas na damit na ito.
826:身边	身边	身边	पास; आसपास	मेरे आसपास बहुत से दोस्त हैं।	পাশে; আশেপাশে	আমার আশেপাশে অনেক বন্ধু আছে।	sa tabi; sa paligid	Marami akong kaibigan sa paligid ko.
827:身高	身高	身高	कद	उसका कद एक मीटर अस्सी है।	উচ্চতা	তার উচ্চতা এক মিটার আশি।	tangkad	Isang metro at otsenta ang tangkad niya.
828:声	声	声	आवाज़; ध्वनि का माप-शब्द	मैंने फोन की एक घंटी सुनी।	শব্দ; ধ্বনির গণনাবাচক শব্দ	আমি ফোনের একবার রিং শুনেছি।	tunog; pangbilang ng tunog	Narinig ko ang isang tunog ng telepono.
832:市	市	市	शहर; नगरपालिका	वह बीजिंग शहर में रहता है।	শহর; পৌর এলাকা	সে বেইজিং শহরে থাকে।	lungsod; munisipalidad	Nakatira siya sa lungsod ng Beijing.
834:室	室	室	कमरा	शिक्षक दफ़्तर में हैं।	ঘর; কক্ষ	শিক্ষক অফিসে আছেন।	silid; kuwarto	Nasa opisina ang guro.
837:收到	收到	收到	प्राप्त करना	मुझे तुम्हारा ईमेल मिला।	পাওয়া; গ্রহণ করা	আমি তোমার ই-মেইল পেয়েছি।	makatanggap	Natanggap ko ang email mo.
838:受	受	受	सहना; पाना	उसे थोड़ी चोट लगी।	ভোগ করা; পাওয়া	সে একটু আঘাত পেয়েছে।	makaranas; tumanggap	Medyo nasugatan siya.
844:刷	刷	刷	ब्रश करना	वह सुबह दाँत ब्रश करता है।	ব্রাশ করা	সে সকালে দাঁত ব্রাশ করে।	magsipilyo	Nagsisipilyo siya sa umaga.
848:四季	四季	四季	चार ऋतुएँ	यहाँ चारों ऋतुएँ सुंदर हैं।	চার ঋতু	এখানে চার ঋতুই সুন্দর।	apat na panahon	Maganda rito ang apat na panahon.
854:体育馆	体育馆	体育馆	खेल भवन; व्यायामशाला	मैच खेल भवन में होगा।	ক্রীড়া হল	খেলা ক্রীড়া হলে অনুষ্ঠিত হবে।	bulwagang pampalakasan	Gaganapin ang laro sa bulwagang pampalakasan.
856:跳	跳	跳	कूदना	वह बहुत ऊँचा कूदता है।	লাফানো	সে খুব উঁচুতে লাফায়।	tumalon	Mataas siyang tumalon.
857:听说	听说	听说	सुनना; पता चलना	मैंने सुना है कि वह कल लौटेगा।	শোনা; জানতে পারা	আমি শুনেছি সে কাল ফিরবে।	marinig; mabalitaan	Narinig kong babalik siya bukas.
865:外地	外地	外地	बाहरी जगह; दूसरे शहर से	वह दूसरे शहर से बीजिंग काम करने आया।	অন্য জায়গা; বাইরের শহর	সে বাইরে থেকে বেইজিংয়ে কাজ করতে এসেছে।	ibang lugar; mula sa labas	Galing siya sa ibang lugar para magtrabaho sa Beijing.
866:外卖	外卖	外卖	टेकअवे खाना; भोजन डिलीवरी	आज दोपहर मैंने खाना मँगाया।	বাইরের খাবার; খাবার ডেলিভারি	আজ দুপুরে আমি খাবার ডেলিভারি অর্ডার করেছি।	pagkaing ihahatid; pagkain para iuwi	Nag-order ako ng ihahatid na pagkain ngayong tanghali.
867:外语	外语	外语	विदेशी भाषा	वह दो विदेशी भाषाएँ बोल सकती है।	বিদেশি ভাষা	সে দুইটি বিদেশি ভাষা বলতে পারে।	banyagang wika	Marunong siyang magsalita ng dalawang banyagang wika.
870:晚点	晚点	晚点	देर होना; विलंबित होना	ट्रेन दस मिनट देर हो गई।	দেরি হওয়া	ট্রেন দশ মিনিট দেরি করেছে।	maantala; mahuli	Naantala ng sampung minuto ang tren.
871:晚会	晚会	晚会	शाम की पार्टी	आज रात स्कूल में कार्यक्रम है।	সান্ধ্য অনুষ্ঠান	আজ রাতে স্কুলে অনুষ্ঠান আছে।	pagtitipon sa gabi	May pagtitipon sa paaralan ngayong gabi.
881:西北	西北	西北	उत्तर-पश्चिम	मेरा घर शहर के उत्तर-पश्चिम में है।	উত্তর-পশ্চিম	আমার বাড়ি শহরের উত্তর-পশ্চিমে।	hilagang-kanluran	Nasa hilagang-kanluran ng lungsod ang bahay ko.
882:西方	西方	西方	पश्चिम; पश्चिमी दुनिया	सूरज पश्चिम में डूबता है।	পশ্চিম; পাশ্চাত্য	সূর্য পশ্চিমে অস্ত যায়।	kanluran; Kanluran	Lumulubog ang araw sa kanluran.
884:西南	西南	西南	दक्षिण-पश्चिम	पार्क स्कूल के दक्षिण-पश्चिम में है।	দক্ষিণ-পশ্চিম	পার্কটি স্কুলের দক্ষিণ-পশ্চিমে।	timog-kanluran	Nasa timog-kanluran ng paaralan ang parke.
886:喜爱	喜爱	喜爱	पसंद करना; प्रेम करना	दादाजी को पेइचिंग ओपेरा बहुत पसंद है।	ভালোবাসা; পছন্দ করা	দাদু পেকিং অপেরা খুব ভালোবাসেন।	maibigan; mahalin	Mahilig si Lolo sa Peking opera.
887:洗衣机	洗衣机	洗衣机	वॉशिंग मशीन	वॉशिंग मशीन खराब हो गई है।	ওয়াশিং মেশিন	ওয়াশিং মেশিনটি নষ্ট হয়েছে।	makinang panlaba	Sira ang makinang panlaba.
889:夏天	夏天	夏天	गर्मी; ग्रीष्म	गर्मियों में मुझे तैरना पसंद है।	গ্রীষ্মকাল	গ্রীষ্মে আমি সাঁতার পছন্দ করি।	tag-init	Mahilig akong lumangoy sa tag-init.
893:箱子	箱子	箱子	डिब्बा; सूटकेस	डिब्बे में बहुत-सी किताबें हैं।	বাক্স; স্যুটকেস	বাক্সে অনেক বই আছে।	kahon; maleta	Maraming libro sa kahon.
896:相机	相机	相机	कैमरा	यह कैमरा बहुत हल्का है।	ক্যামেরা	এই ক্যামেরাটি খুব হালকা।	kamera	Magaan ang kamerang ito.
897:小区	小区	小区	आवासीय कॉलोनी	मैं इसी आवासीय कॉलोनी में रहता हूँ।	আবাসিক এলাকা	আমি এই আবাসিক এলাকায় থাকি।	tirahang komunidad	Nakatira ako sa komunidad na ito.
899:校园	校园	校园	कैंपस; स्कूल परिसर	कैंपस में बहुत से पेड़ हैं।	ক্যাম্পাস; স্কুল এলাকা	ক্যাম্পাসে অনেক গাছ আছে।	paaralang bakuran; kampus	Maraming puno sa kampus.
901:鞋	鞋	鞋	जूता	यह जूतों की जोड़ी आरामदायक है।	জুতো	এই জুতার জোড়া আরামদায়ক।	sapatos	Komportable ang pares ng sapatos na ito.
902:心里	心里	心里	दिल में; मन में	मेरे मन में बहुत खुशी है।	মনে; হৃদয়ে	আমার মনে খুব আনন্দ।	sa puso; sa isip	Masaya ako sa loob ko.
903:新年	新年	新年	नया साल	नया साल मुबारक!	নতুন বছর	শুভ নববর্ষ!	Bagong Taon	Manigong Bagong Taon!
906:信	信	信	पत्र	मैंने दोस्त को एक पत्र लिखा।	চিঠি	আমি বন্ধুকে একটি চিঠি লিখেছি।	liham	Sumulat ako ng liham sa kaibigan.
909:行李	行李	行李	सामान; लगेज	मेरा सामान बहुत भारी है।	লাগেজ; মালপত্র	আমার লাগেজ খুব ভারী।	bagahe	Mabigat ang bagahe ko.
910:兴趣	兴趣	兴趣	रुचि	उसे संगीत में रुचि है।	আগ্রহ	তার সঙ্গীতে আগ্রহ আছে।	hilig; interes	May hilig siya sa musika.
911:休假	休假	休假	छुट्टी लेना	वह अगले महीने छुट्टी लेगी।	ছুটি নেওয়া	সে আগামী মাসে ছুটি নেবে।	magbakasyon; mag-leave	Magbabakasyon siya sa susunod na buwan.
913:选	选	选	चुनना	कृपया एक उत्तर चुनो।	বেছে নেওয়া	দয়া করে একটি উত্তর বেছে নাও।	pumili	Pumili ka ng isang sagot.
916:牙	牙	牙	दाँत	मेरे दाँत में थोड़ा दर्द है।	দাঁত	আমার দাঁতে একটু ব্যথা।	ngipin	Medyo masakit ang ngipin ko.
917:牙刷	牙刷	牙刷	टूथब्रश	मैंने नया टूथब्रश खरीदा।	টুথব্রাশ	আমি একটি নতুন টুথব্রাশ কিনেছি।	sipilyo	Bumili ako ng bagong sipilyo.
918:羊	羊	羊	भेड़; बकरी	पहाड़ पर कुछ भेड़ें हैं।	ভেড়া; ছাগল	পাহাড়ে কয়েকটি ভেড়া আছে।	tupa; kambing	May ilang tupa sa bundok.
919:养	养	养	पालना; रखना	उसके घर में एक बिल्ली पाली जाती है।	পালন করা; পোষা	তার বাড়িতে একটি বিড়াল পোষা হয়।	mag-alaga; magpalaki	May inaalagaang pusa ang pamilya niya.
924:一块儿	一块儿	一块儿	साथ-साथ	चलो साथ में खाना खाने चलते हैं।	একসঙ্গে	চলো একসঙ্গে খেতে যাই।	magkasama	Kumain tayo nang magkasama.
926:以后	以后	以后	बाद में; के बाद	कक्षा के बाद मैं घर जाता हूँ।	পরে	ক্লাসের পরে আমি বাড়ি যাই।	pagkatapos; kalaunan	Pagkatapos ng klase, uuwi ako.
928:以上	以上	以上	से ऊपर; से अधिक	अठारह साल से ऊपर के लोग टिकट खरीद सकते हैं।	এর বেশি; উপরে	আঠারো বছরের বেশি হলে টিকিট কেনা যায়।	mahigit; pataas	Maaaring bumili ng tiket ang mahigit labingwalong taong gulang.
929:以外	以外	以外	के बाहर; छोड़कर	कक्षा के बाहर बहुत शांति है।	বাইরে; ছাড়া	শ্রেণিকক্ষের বাইরে খুব শান্ত।	sa labas; maliban	Tahimik sa labas ng silid-aralan.
931:以下	以下	以下	नीचे; निम्नलिखित	कृपया नीचे की सामग्री ध्यान से पढ़ो।	নিচে; নিম্নলিখিত	নিম্নলিখিত বিষয়টি মন দিয়ে পড়ো।	sa ibaba; sumusunod	Basahin nang mabuti ang sumusunod na nilalaman.
937:银行卡	银行卡	银行卡	बैंक कार्ड	मेरा बैंक कार्ड नहीं मिल रहा है।	ব্যাংক কার্ড	আমার ব্যাংক কার্ড খুঁজে পাচ্ছি না।	tarheta sa bangko	Hindi ko makita ang tarheta ko sa bangko.
942:邮件	邮件	邮件	ईमेल; डाक	मैंने एक ईमेल भेजा।	ই-মেইল; ডাক	আমি একটি ই-মেইল পাঠিয়েছি।	elektronikong liham	Nagpadala ako ng elektronikong liham.
943:游客	游客	游客	पर्यटक; आगंतुक	यहाँ हर दिन बहुत से पर्यटक आते हैं।	পর্যটক; দর্শনার্থী	এখানে প্রতিদিন অনেক পর্যটক আসে।	turista; bisita	Maraming turista rito araw-araw.
945:邮箱	邮箱	邮箱	ईमेल बॉक्स; डाक-पेटी	कृपया फ़ाइल मेरे ईमेल बॉक्स में भेजो।	ই-মেইল বাক্স; ডাকবাক্স	দয়া করে ফাইলটি আমার ই-মেইল বাক্সে পাঠাও।	kahong pang-liham; inbox	Ipadala mo ang file sa kahon ko ng elektronikong liham.
946:有关	有关	有关	संबंधित; के बारे में	यह किताब चीनी संस्कृति से संबंधित है।	সম্পর্কিত; বিষয়ে	এই বইটি চীনা সংস্কৃতির সঙ্গে সম্পর্কিত।	kaugnay; tungkol sa	Kaugnay ng kulturang Tsino ang librong ito.
948:有用	有用	有用	उपयोगी	यह तरीका बहुत उपयोगी है।	উপকারী; কাজে লাগে	এই পদ্ধতিটি খুব কাজে লাগে।	kapaki-pakinabang	Kapaki-pakinabang ang paraang ito.
952:雨衣	雨衣	雨衣	रेनकोट	बारिश में कृपया रेनकोट पहनना।	রেইনকোট	বৃষ্টি হলে রেইনকোট পরো।	kapote	Magsuot ng kapote kapag umuulan.
954:遇见	遇见	遇见	मिलना; अचानक मिलना	मैं रास्ते में शिक्षक से मिला।	দেখা হওয়া; হঠাৎ দেখা	রাস্তায় শিক্ষকের সঙ্গে আমার দেখা হয়েছে।	makasalubong; makatagpo	Nakasalubong ko ang guro sa daan.
955:园	园	园	बगीचा; पार्क	इस बगीचे में बहुत फूल हैं।	বাগান; পার্ক	এই বাগানে অনেক ফুল আছে।	hardin; parke	Maraming bulaklak sa harding ito.
956:员	员	员	भूमिका बताने वाला प्रत्यय	मेरा बड़ा भाई वेटर है।	ভূমিকাসূচক প্রত্যয়	আমার বড় ভাই একজন ওয়েটার।	panlaping pantao ayon sa tungkulin	Waiter ang kuya ko.
960:运动会	运动会	运动会	खेलकूद प्रतियोगिता	स्कूल अगले सप्ताह खेलकूद प्रतियोगिता करेगा।	ক্রীড়া প্রতিযোগিতা	স্কুল আগামী সপ্তাহে ক্রীড়া প্রতিযোগিতা করবে।	palarong pampalakasan	Magdaraos ang paaralan ng palaro sa susunod na linggo.
961:运动员	运动员	运动员	खिलाड़ी	यह खिलाड़ी बहुत तेज़ दौड़ता है।	ক্রীড়াবিদ	এই ক্রীড়াবিদ খুব দ্রুত দৌড়ায়।	atleta	Mabilis tumakbo ang atletang ito.
964:怎么办	怎么办	怎么办	क्या करना; कैसे संभालना	मुझे नहीं पता क्या करना है।	কী করা; কীভাবে সামলানো	আমি জানি না কী করব।	ano ang gagawin	Hindi ko alam ang gagawin.
965:怎样	怎样	怎样	कैसा; कैसे	तुम्हें यह तरीका कैसा लगता है?	কেমন; কীভাবে	এই পদ্ধতিটি তোমার কেমন লাগে?	paano; anong uri	Ano ang tingin mo sa paraang ito?
973:照相	照相	照相	फोटो लेना	हम दरवाज़े पर फोटो ले रहे हैं।	ছবি তোলা	আমরা দরজার কাছে ছবি তুলছি।	kumuha ng larawan	Kumukuha kami ng larawan sa pasukan.
974:直到	直到	直到	तक; जब तक	मैं रात तक घर नहीं लौटा।	পর্যন্ত	আমি রাত পর্যন্ত বাড়ি ফিরিনি।	hanggang	Hindi ako umuwi hanggang gabi.
976:纸	纸	纸	कागज़	मेज़ पर एक कागज़ है।	কাগজ	টেবিলে একটি কাগজ আছে।	papel	May isang papel sa mesa.
977:只能	只能	只能	केवल कर सकते हैं	आज बारिश है, हम केवल घर पर रह सकते हैं।	শুধু পারা	আজ বৃষ্টি, আমরা শুধু বাড়িতে থাকতে পারি।	maaari lamang	Umuulan ngayon, kaya maaari lamang kaming manatili sa bahay.
978:只是	只是	只是	सिर्फ़; बस	मैं बस तुम्हारी मदद करना चाहता हूँ।	শুধু; কেবল	আমি শুধু তোমাকে সাহায্য করতে চাই।	basta; lamang	Gusto ko lamang tumulong sa iyo.
980:只有	只有	只有	केवल; सिर्फ़ है	यहाँ केवल एक कमरा है।	শুধু আছে; মাত্র	এখানে মাত্র একটি ঘর আছে।	mayroon lamang	Mayroon lamang isang kuwarto rito.
981:中	中	中	में; बीच में	तस्वीर में तीन लोग हैं।	মধ্যে; ভেতরে	ছবিতে তিনজন মানুষ আছে।	sa; kabilang sa	May tatlong tao sa larawan.
989:住院	住院	住院	अस्पताल में भर्ती होना	दादाजी अस्पताल में भर्ती हैं।	হাসপাতালে ভর্তি থাকা	দাদু হাসপাতালে ভর্তি আছেন।	maospital	Nasa ospital si Lolo.
990:字典	字典	字典	शब्दकोश	मैं नए शब्द देखने के लिए शब्दकोश इस्तेमाल करता हूँ।	অভিধান	আমি নতুন শব্দ খুঁজতে অভিধান ব্যবহার করি।	diksyunaryo	Gumagamit ako ng diksyunaryo para hanapin ang bagong salita.
992:子	子	子	संज्ञा प्रत्यय	मेज़ पर एक किताब है।	বিশেষ্য প্রত্যয়	টেবিলে একটি বই আছে।	panlaping pangngalan	May libro sa mesa.
993:总	总	总	हमेशा; आम तौर पर	वह हमेशा स्कूल जल्दी पहुँचता है।	সবসময়; সাধারণত	সে সবসময় স্কুলে তাড়াতাড়ি পৌঁছায়।	palagi; karaniwan	Palagi siyang maagang dumarating sa paaralan.
999:做客	做客	做客	मेहमान बनना	सप्ताहांत में मैं दोस्त के घर मेहमान बनकर जाऊँगा।	অতিথি হওয়া	সপ্তাহান্তে আমি বন্ধুর বাড়িতে অতিথি হয়ে যাব।	maging bisita	Pupunta ako sa bahay ng kaibigan bilang bisita sa katapusan ng linggo.
