hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
838:受	受	受	അനുഭവിക്കുക; ലഭിക്കുക	അവന് ചെറിയ പരിക്ക് പറ്റി.	көру; алу	Ол жеңіл жарақат алды.
844:刷	刷	刷	ബ്രഷ് ചെയ്യുക	അവൻ രാവിലെ പല്ല് ബ്രഷ് ചെയ്യുന്നു.	тазалау; щеткамен жуу	Ол таңертең тісін тазалайды.
848:四季	四季	四季	നാല് ഋതുക്കൾ	ഇവിടത്തെ നാല് ഋതുക്കളും മനോഹരമാണ്.	төрт маусым	Мұнда төрт маусымның бәрі әдемі.
854:体育馆	体育馆	体育馆	കായികശാല	കളി കായികശാലയിൽ നടക്കുന്നു.	спорт залы	Ойын спорт залында өтеді.
856:跳	跳	跳	ചാടുക	അവൻ വളരെ ഉയരത്തിൽ ചാടുന്നു.	секіру	Ол өте биік секіреді.
857:听说	听说	听说	കേട്ടറിയുക	അവൻ നാളെ തിരികെ വരുമെന്ന് ഞാൻ കേട്ടു.	есту; естуімше	Оның ертең қайтып келетінін естідім.
865:外地	外地	外地	മറ്റൊരു സ്ഥലം; പുറംനാട്	അവൻ പുറംനാടിൽ നിന്ന് ബീജിംഗിലേക്ക് ജോലി ചെയ്യാൻ വന്നു.	басқа жер; сырт қала	Ол басқа жерден Бейжіңге жұмыс істеуге келді.
866:外卖	外卖	外卖	പുറത്ത് നിന്ന് ഓർഡർ ചെയ്യുന്ന ഭക്ഷണം	ഇന്ന് ഉച്ചയ്ക്ക് ഞാൻ പുറത്ത് നിന്ന് ഭക്ഷണം ഓർഡർ ചെയ്തു.	жеткізілетін тамақ	Бүгін түсте мен жеткізілетін тамаққа тапсырыс бердім.
867:外语	外语	外语	വിദേശ ഭാഷ	അവൾക്ക് രണ്ട് വിദേശ ഭാഷകൾ സംസാരിക്കാൻ കഴിയും.	шет тілі	Ол екі шет тілінде сөйлей алады.
870:晚点	晚点	晚点	വൈകുക; താമസിക്കുക	ട്രെയിൻ പത്ത് മിനിറ്റ് വൈകി.	кешігу	Пойыз он минут кешікті.
871:晚会	晚会	晚会	വൈകുന്നേര വിരുന്ന്	ഇന്ന് രാത്രി സ്കൂളിൽ വൈകുന്നേര പരിപാടി ഉണ്ട്.	кешкі кеш	Бүгін кешке мектепте кешкі кеш бар.
881:西北	西北	西北	വടക്കുപടിഞ്ഞാറ്	എന്റെ വീട് നഗരത്തിന്റെ വടക്കുപടിഞ്ഞാറിലാണ്.	солтүстік-батыс	Менің үйім қаланың солтүстік-батысында.
882:西方	西方	西方	പടിഞ്ഞാറ്; പാശ്ചാത്യം	സൂര്യൻ പടിഞ്ഞാറിൽ അസ്തമിക്കുന്നു.	батыс; батыс әлемі	Күн батыста батады.
884:西南	西南	西南	തെക്കുപടിഞ്ഞാറ്	പാർക്ക് സ്കൂളിന്റെ തെക്കുപടിഞ്ഞാറിലാണ്.	оңтүстік-батыс	Саябақ мектептің оңтүстік-батысында.
886:喜爱	喜爱	喜爱	വളരെ ഇഷ്ടപ്പെടുക	മുത്തച്ഛന് ബീജിംഗ് ഓപ്പറ വളരെ ഇഷ്ടമാണ്.	жақсы көру; ұнату	Атам Бейжің операсын өте жақсы көреді.
887:洗衣机	洗衣机	洗衣机	വസ്ത്രം കഴുകുന്ന യന്ത്രം	വസ്ത്രം കഴുകുന്ന യന്ത്രം തകരാറിലായി.	кір жуғыш машина	Кір жуғыш машина бұзылып қалды.
889:夏天	夏天	夏天	വേനൽക്കാലം	വേനൽക്കാലത്ത് എനിക്ക് നീന്തൽ ഇഷ്ടമാണ്.	жаз	Жазда мен жүзуді жақсы көремін.
893:箱子	箱子	箱子	പെട്ടി; സ്യൂട്ട്‌കേസ്	പെട്ടിയിൽ വളരെ അധികം പുസ്തകങ്ങൾ ഉണ്ട്.	қорап; шабадан	Қорапта көп кітап бар.
896:相机	相机	相机	ക്യാമറ	ഈ ക്യാമറ വളരെ ലഘുവാണ്.	камера	Бұл камера өте жеңіл.
897:小区	小区	小区	വാസസ്ഥല സമുച്ചയം	ഞാൻ ഈ വാസസ്ഥല സമുച്ചയത്തിൽ താമസിക്കുന്നു.	тұрғын үй ауданы	Мен осы тұрғын үй ауданында тұрамын.
899:校园	校园	校园	ക്യാമ്പസ്; സ്കൂൾ പരിസരം	ക്യാമ്പസിൽ നിരവധി മരങ്ങൾ ഉണ്ട്.	кампус; мектеп ауласы	Кампуста көп ағаш бар.
901:鞋	鞋	鞋	ചെരുപ്പ്; ഷൂ	ഈ ചെരുപ്പിന്റെ ജോഡി സുഖകരമാണ്.	аяқ киім	Бұл аяқ киім өте ыңғайлы.
902:心里	心里	心里	മനസ്സിൽ	എന്റെ മനസ്സിൽ വളരെ സന്തോഷം തോന്നുന്നു.	ішінде; көңілінде	Көңілімде үлкен қуаныш бар.
903:新年	新年	新年	പുതുവർഷം	പുതുവത്സരാശംസകൾ!	жаңа жыл	Жаңа жылыңызбен!
906:信	信	信	കത്ത്	ഞാൻ ഒരു സുഹൃത്തിന് കത്ത് എഴുതി.	хат	Мен досыма хат жаздым.
909:行李	行李	行李	സാമാനം	എന്റെ സാമാനം ഭാരമുള്ളതാണ്.	жүк	Менің жүгім ауыр.
910:兴趣	兴趣	兴趣	താൽപര്യം	അവന് സംഗീതത്തിൽ താൽപര്യമുണ്ട്.	қызығушылық	Оның музыкаға қызығушылығы бар.
911:休假	休假	休假	അവധി എടുക്കുക	അവൾ അടുത്ത മാസം അവധി എടുക്കുന്നു.	демалыс алу	Ол келесі айда демалыс алады.
913:选	选	选	തിരഞ്ഞെടുക്കുക	ദയവായി ഒരു ഉത്തരമെടുത്ത് തിരഞ്ഞെടുക്കുക.	таңдау	Бір жауапты таңдаңыз.
916:牙	牙	牙	പല്ല്	എന്റെ പല്ലിന് കുറച്ച് വേദനയുണ്ട്.	тіс	Менің тісім аздап ауырады.
917:牙刷	牙刷	牙刷	ടൂത്ത്‌ബ്രഷ്	ഞാൻ പുതിയ ടൂത്ത്‌ബ്രഷ് വാങ്ങി.	тіс щеткасы	Мен жаңа тіс щеткасын сатып алдым.
918:羊	羊	羊	ആട്; ചെമ്മരിയാട്	മലയിൽ കുറച്ച് ആടുകൾ ഉണ്ട്.	қой; ешкі	Тауда бірнеше қой бар.
919:养	养	养	വളർത്തുക; പരിപാലിക്കുക	അവന്റെ കുടുംബം ഒരു പൂച്ചയെ വളർത്തുന്നു.	асырау; бағу	Оның отбасы бір мысық асырайды.
924:一块儿	一块儿	一块儿	ഒരുമിച്ച്	നമുക്ക് ഒരുമിച്ച് ഭക്ഷണം കഴിക്കാൻ പോകാം.	бірге	Бірге тамақтануға барайық.
926:以后	以后	以后	ശേഷം; പിന്നീട്	ക്ലാസ് കഴിഞ്ഞാൽ ഞാൻ വീട്ടിലേക്ക് പോകുന്നു.	кейін	Сабақтан кейін мен үйге барамын.
928:以上	以上	以上	മുകളിൽ; അതിലധികം	പതിനെട്ടിന് മുകളിൽ പ്രായമുള്ളവർക്ക് ടിക്കറ്റ് വാങ്ങാം.	жоғары; артық	Он сегізден асқан адамдар билет сатып ала алады.
929:以外	以外	以外	പുറത്ത്; ഒഴികെ	ക്ലാസ് മുറിയുടെ പുറത്തു വളരെ ശാന്തമാണ്.	сыртында; басқа	Сынып бөлмесінің сыртында өте тыныш.
931:以下	以下	以下	താഴെ; താഴെ പറയുന്ന	ദയവായി താഴെ പറയുന്ന ഉള്ളടക്കം ശ്രദ്ധയായി വായിക്കുക.	төмендегі	Төмендегі мазмұнды мұқият оқыңыз.
937:银行卡	银行卡	银行卡	ബാങ്ക് കാർഡ്	എന്റെ ബാങ്ക് കാർഡ് കണ്ടെത്താൻ കഴിയുന്നില്ല.	банк картасы	Мен банк картамды таба алмай тұрмын.
942:邮件	邮件	邮件	ഇമെയിൽ; മെയിൽ	ഞാൻ ഒരു ഇമെയിൽ അയച്ചു.	электрондық хат; пошта	Мен электрондық хат жібердім.
943:游客	游客	游客	സഞ്ചാരി; സന്ദർശകൻ	ഇവിടെ ഓരോ ദിവസവും നിരവധി സഞ്ചാരികൾ ഉണ്ട്.	турист; келуші	Мұнда күн сайын көп турист бар.
945:邮箱	邮箱	邮箱	ഇമെയിൽ പെട്ടി	ദയവായി ഫയൽ എന്റെ ഇമെയിൽ പെട്ടിയിലേക്ക് അയക്കുക.	электрондық пошта жәшігі	Файлды менің электрондық пошта жәшігіме жіберіңіз.
946:有关	有关	有关	ബന്ധപ്പെട്ട	ഈ പുസ്തകം ചൈനീസ് സംസ്കാരവുമായി ബന്ധപ്പെട്ടതാണ്.	байланысты	Бұл кітап қытай мәдениетіне байланысты.
948:有用	有用	有用	ഉപയോഗപ്രദം	ഈ രീതി വളരെ ഉപയോഗപ്രദമാണ്.	пайдалы	Бұл әдіс өте пайдалы.
952:雨衣	雨衣	雨衣	മഴക്കോട്ട്	മഴപെയ്യുമ്പോൾ ദയവായി മഴക്കോട്ട് ധരിക്കുക.	жаңбырлық	Жаңбыр жауғанда жаңбырлық киіңіз.
954:遇见	遇见	遇见	കണ്ടുമുട്ടുക	റോഡിൽ ഞാൻ എന്റെ അധ്യാപകനെ കണ്ടുമുട്ടി.	кездесу; жолығу	Жолда мұғалімімді кездестірдім.
955:园	园	园	തോട്ടം; പാർക്ക്	ഈ തോട്ടത്തിൽ വളരെ അധികം പൂക്കൾ ഉണ്ട്.	бақ; саябақ	Бұл бақта көп гүл бар.
956:员	员	员	ഒരു ജോലി ചെയ്യുന്ന വ്യക്തിയെ സൂചിപ്പിക്കുന്ന പ്രത്യയം	എന്റെ ചേട്ടൻ വെയിറ്ററാണ്.	қызметтегі адамды білдіретін жұрнақ	Менің ағам даяшы.
960:运动会	运动会	运动会	കായികമേള	സ്കൂൾ അടുത്ത ആഴ്ച കായികമേള നടത്തും.	спорт жарысы	Мектеп келесі аптада спорт жарысын өткізеді.
961:运动员	运动员	运动员	കായികതാരം	ഈ കായികതാരം വളരെ വേഗത്തിൽ ഓടുന്നു.	спортшы	Бұл спортшы өте жылдам жүгіреді.
964:怎么办	怎么办	怎么办	എന്ത് ചെയ്യണം; എങ്ങനെ കൈകാര്യം ചെയ്യണം	എന്ത് ചെയ്യണമെന്ന് എനിക്ക് അറിയില്ല.	не істеу керек	Не істеу керегін білмеймін.
965:怎样	怎样	怎样	എങ്ങനെ; എങ്ങനെയുള്ള	ഈ രീതിയെ കുറിച്ച് നിനക്ക് എന്ത് തോന്നുന്നു?	қалай; қандай	Бұл әдіс туралы не ойлайсың?
973:照相	照相	照相	ഫോട്ടോ എടുക്കുക	ഞങ്ങൾ പ്രവേശന കവാടത്തിൽ ഫോട്ടോ എടുക്കുന്നു.	суретке түсу	Біз кіреберісте суретке түсіп жатырмыз.
974:直到	直到	直到	വരെ	വൈകുന്നേരം വരെ ഞാൻ വീട്ടിലേക്ക് പോയില്ല.	дейін	Мен кешке дейін үйге барған жоқпын.
976:纸	纸	纸	കടലാസ്	മേശപ്പുറത്ത് ഒരു കടലാസ് കഷണം ഉണ്ട്.	қағаз	Үстел үстінде бір парақ қағаз бар.
977:只能	只能	只能	മാത്രമേ കഴിയൂ	ഇന്ന് മഴയാണ്, അതിനാൽ നമുക്ക് വീട്ടിൽ തന്നെ ഇരിക്കാനേ കഴിയൂ.	тек қана істей алу	Бүгін жаңбыр жауып тұр, сондықтан біз тек үйде қала аламыз.
978:只是	只是	只是	മാത്രം; വെറും	എനിക്ക് നിന്നെ സഹായിക്കാനാണ് മാത്രം ആഗ്രഹം.	тек; жай ғана	Мен саған тек көмектескім келеді.
980:只有	只有	只有	മാത്രമേ ഉള്ളൂ	ഇവിടെ ഒരു മുറി മാത്രമേ ഉള്ളൂ.	тек қана бар	Мұнда тек бір бөлме бар.
981:中	中	中	അകത്ത്; ഇടയിൽ	ഫോട്ടോയിൽ മൂന്ന് പേർ ഉണ്ട്.	ішінде; арасында	Фотода үш адам бар.
989:住院	住院	住院	ആശുപത്രിയിൽ പ്രവേശിക്കുക	മുത്തച്ഛൻ ആശുപത്രിയിലാണ്.	ауруханаға жату	Атам ауруханада жатыр.
990:字典	字典	字典	നിഘണ്ടു	പുതിയ വാക്കുകൾ അന്വേഷിക്കാൻ ഞാൻ നിഘണ്ടു ഉപയോഗിക്കുന്നു.	сөздік	Жаңа сөздерді іздеу үшін сөздік қолданамын.
992:子	子	子	നാമങ്ങളിൽ ഉപയോഗിക്കുന്ന പ്രത്യയം	മേശപ്പുറത്ത് ഒരു പുസ്തകം ഉണ്ട്.	зат есімдерде қолданылатын жұрнақ	Үстел үстінде бір кітап бар.
993:总	总	总	എപ്പോഴും; സാധാരണയായി	അവൻ എപ്പോഴും സ്കൂളിൽ വളരെ നേരത്തെ എത്തുന്നു.	әрқашан; жалпы	Ол мектепке әрқашан өте ерте келеді.
999:做客	做客	做客	അതിഥിയായി പോകുക	ഈ വാരാന്ത്യത്തിൽ ഞാൻ സുഹൃത്തിന്റെ വീട്ടിൽ അതിഥിയായി പോകുന്നു.	қонақ болу	Осы демалыс күндері мен досымның үйіне қонаққа барамын.
