hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
2470:好运	好运	好运	good luck	祝你考试好运。	Zhù nǐ kǎo shì hǎo yùn.	I wish you good luck on the exam.
2471:好转	好转	好转	to improve; get better	经过治疗，他的病情开始好转。	Jīng guò zhì liáo, tā de bìng qíng kāi shǐ hǎo zhuǎn.	After treatment, his condition began to improve.
2474:合	合	合	to close; combine; fit	请把书合上，听我讲。	Qǐng bǎ shū hé shang, tīng wǒ jiǎng.	Please close your book and listen to me.
2476:盒饭	盒饭	盒饭	boxed meal	中午我们在车站买了盒饭。	Zhōng wǔ wǒ men zài chē zhàn mǎi le hé fàn.	At noon, we bought boxed meals at the station.
2478:河流	河流	河流	river	这条河流经过三个城市。	Zhè tiáo hé liú jīng guò sān ge chéng shì.	This river passes through three cities.
2485:厚度	厚度	厚度	thickness	这块玻璃的厚度是五毫米。	Zhè kuài bō li de hòu dù shì wǔ háo mǐ.	The thickness of this glass is five millimeters.
2489:湖	湖	湖	lake	湖边有很多人在散步。	Hú biān yǒu hěn duō rén zài sàn bù.	Many people are walking by the lake.
2492:互动	互动	互动	interaction	课堂上的互动让学生更积极。	Kè táng shang de hù dòng ràng xué sheng gèng jī jí.	Interaction in class makes students more active.
2493:户外	户外	户外	outdoor; outdoors	周末我们去户外爬山。	Zhōu mò wǒ men qù hù wài pá shān.	On the weekend, we went outdoors to climb a mountain.
2494:花费	花费	花费	to spend; cost	修这辆车花费了不少钱。	Xiū zhè liàng chē huā fèi le bù shǎo qián.	Repairing this car cost quite a lot of money.
2497:化	化	化	to melt; change into	冰在太阳下慢慢化了。	Bīng zài tài yáng xià màn màn huà le.	The ice slowly melted in the sun.
2498:话费	话费	话费	phone bill; call credit	我的话费这个月有点儿高。	Wǒ de huà fèi zhè ge yuè yǒu diǎnr gāo.	My phone bill is a little high this month.
2499:画面	画面	画面	picture; screen image	电影里的这个画面很动人。	Diàn yǐng lǐ de zhè ge huà miàn hěn dòng rén.	This scene in the film is very moving.
2504:缓慢	缓慢	缓慢	slow	老人走路比较缓慢。	Lǎo rén zǒu lù bǐ jiào huǎn màn.	The elderly person walks rather slowly.
2505:黄瓜	黄瓜	黄瓜	cucumber	凉拌黄瓜是很清爽的小菜。	Liáng bàn huáng guā shì hěn qīng shuǎng de xiǎo cài.	Cold cucumber salad is a refreshing side dish.
2510:灰色	灰色	灰色	gray	他穿着一件灰色外套。	Tā chuān zhe yí jiàn huī sè wài tào.	He is wearing a gray coat.
2514:伙	伙	伙	group; gang	一伙年轻人在门口聊天。	Yì huǒ nián qīng rén zài mén kǒu liáo tiān.	A group of young people are chatting at the entrance.
2516:火锅	火锅	火锅	hot pot	冬天吃火锅很舒服。	Dōng tiān chī huǒ guō hěn shū fu.	Eating hot pot in winter feels very nice.
2517:或是	或是	或是	or	你可以坐地铁，或是打车去。	Nǐ kě yǐ zuò dì tiě, huò shì dǎ chē qù.	You can take the subway or take a taxi.
2518:货物	货物	货物	goods; cargo	仓库里堆满了货物。	Cāng kù lǐ duī mǎn le huò wù.	The warehouse is full of goods.
2523:机器人	机器人	机器人	robot	这个机器人会帮人送餐。	Zhè ge jī qì rén huì bāng rén sòng cān.	This robot can help deliver meals.
2525:及	及	及	and; as well as	会议讨论了安全及服务问题。	Huì yì tǎo lùn le ān quán jí fú wù wèn tí.	The meeting discussed safety and service issues.
2526:级	级	级	level; grade	他现在是中级中文水平。	Tā xiàn zài shì zhōng jí Zhōng wén shuǐ píng.	He is now at an intermediate Chinese level.
2527:集	集	集	episode; collection	这部纪录片一共有六集。	Zhè bù jì lù piàn yí gòng yǒu liù jí.	This documentary has six episodes in total.
2535:急需	急需	急需	to urgently need	灾区急需食品和药品。	Zāi qū jí xū shí pǐn hé yào pǐn.	The disaster area urgently needs food and medicine.
2538:挤	挤	挤	to squeeze; crowded	地铁里人太多，大家挤在一起。	Dì tiě lǐ rén tài duō, dà jiā jǐ zài yì qǐ.	There are too many people in the subway, and everyone is squeezed together.
2539:系	系	系	to fasten; tie	出门前请把鞋带系好。	Chū mén qián qǐng bǎ xié dài jì hǎo.	Please tie your shoelaces before going out.
2543:纪录片	纪录片	纪录片	documentary	这部纪录片介绍了中国茶文化。	Zhè bù jì lù piàn jiè shào le Zhōng guó chá wén huà.	This documentary introduces Chinese tea culture.
2544:技能	技能	技能	skill	学习一门新技能需要时间。	Xué xí yì mén xīn jì néng xū yào shí jiān.	Learning a new skill takes time.
2546:纪念日	纪念日	纪念日	anniversary	今天是他们结婚十周年纪念日。	Jīn tiān shì tā men jié hūn shí zhōu nián jì niàn rì.	Today is their tenth wedding anniversary.
2548:计算机	计算机	计算机	computer	学校新买了一批计算机。	Xué xiào xīn mǎi le yì pī jì suàn jī.	The school bought a new batch of computers.
2552:家电	家电	家电	household appliance	这家店专门卖家电。	Zhè jiā diàn zhuān mén mài jiā diàn.	This shop specializes in household appliances.
2554:加热	加热	加热	to heat	饭凉了，需要再加热一下。	Fàn liáng le, xū yào zài jiā rè yí xià.	The food is cold and needs to be heated again.
2555:加深	加深	加深	to deepen	这次谈话加深了我们的了解。	Zhè cì tán huà jiā shēn le wǒ men de liǎo jiě.	This conversation deepened our understanding.
2556:加速	加速	加速	to speed up	新政策将加速城市发展。	Xīn zhèng cè jiāng jiā sù chéng shì fā zhǎn.	The new policy will speed up urban development.
2560:架	架	架	frame; shelf; measure word	书架上放满了旧书。	Shū jià shang fàng mǎn le jiù shū.	The bookshelf is full of old books.
2562:驾照	驾照	驾照	driver's license	他去年拿到了驾照。	Tā qù nián ná dào le jià zhào.	He got his driver's license last year.
2567:剪	剪	剪	to cut with scissors	她用剪刀剪开了包装。	Tā yòng jiǎn dāo jiǎn kāi le bāo zhuāng.	She cut open the package with scissors.
2572:建	建	建	to build	村里准备建一所新学校。	Cūn lǐ zhǔn bèi jiàn yì suǒ xīn xué xiào.	The village plans to build a new school.
2573:键	键	键	key; button	电脑键盘上有一个键坏了。	Diàn nǎo jiàn pán shang yǒu yí ge jiàn huài le.	One key on the computer keyboard is broken.
2574:渐渐	渐渐	渐渐	gradually	天色渐渐暗了下来。	Tiān sè jiàn jiàn àn le xià lái.	The sky gradually grew dark.
2578:建造	建造	建造	to construct	这座桥用了三年时间建造。	Zhè zuò qiáo yòng le sān nián shí jiān jiàn zào.	This bridge took three years to construct.
2581:讲话	讲话	讲话	to speak; speech	领导正在台上讲话。	Lǐng dǎo zhèng zài tái shang jiǎng huà.	The leader is speaking on the stage.
2584:讲述	讲述	讲述	to tell; narrate	这本书讲述了一个真实故事。	Zhè běn shū jiǎng shù le yí ge zhēn shí gù shi.	This book tells a true story.
2586:降水	降水	降水	precipitation; rainfall	本周降水明显增多。	Běn zhōu jiàng shuǐ míng xiǎn zēng duō.	Precipitation has clearly increased this week.
2591:脚步	脚步	脚步	footstep; pace	门外传来急促的脚步声。	Mén wài chuán lái jí cù de jiǎo bù shēng.	Rapid footsteps came from outside the door.
2593:较	较	较	relatively; comparatively	这个方案较为合理。	Zhè ge fāng àn jiào wéi hé lǐ.	This plan is comparatively reasonable.
2599:接收	接收	接收	to receive; accept	邮箱已经接收到了文件。	Yóu xiāng yǐ jīng jiē shōu dào le wén jiàn.	The mailbox has already received the file.
2600:结	结	结	to knot; form	他把绳子打了一个结。	Tā bǎ shéng zi dǎ le yí ge jié.	He tied a knot in the rope.
2606:今日	今日	今日	today	今日的会议已经取消。	Jīn rì de huì yì yǐ jīng qǔ xiāo.	Today's meeting has been canceled.
2607:紧	紧	紧	tight; tense	箱子太满，盖子关得很紧。	Xiāng zi tài mǎn, gài zi guān de hěn jǐn.	The suitcase is too full, and the lid is closed very tightly.
2611:紧密	紧密	紧密	close; tight	两个部门保持紧密合作。	Liǎng ge bù mén bǎo chí jǐn mì hé zuò.	The two departments maintain close cooperation.
2617:近年来	近年来	近年来	in recent years	近年来，这个城市变化很大。	Jìn nián lái, zhè ge chéng shì biàn huà hěn dà.	In recent years, this city has changed a lot.
2618:近期	近期	近期	recent period; near future	近期我们会公布新的安排。	Jìn qī wǒ men huì gōng bù xīn de ān pái.	We will announce the new arrangements in the near future.
2619:近日	近日	近日	recently; in the next few days	近日气温明显下降。	Jìn rì qì wēn míng xiǎn xià jiàng.	Recently, the temperature has dropped noticeably.
2620:进一步	进一步	进一步	further; one step further	双方将进一步讨论合作细节。	Shuāng fāng jiāng jìn yí bù tǎo lùn hé zuò xì jié.	Both sides will further discuss the details of cooperation.
2624:惊喜	惊喜	惊喜	pleasant surprise	朋友们给她准备了一个惊喜。	Péng you men gěi tā zhǔn bèi le yí ge jīng xǐ.	Her friends prepared a surprise for her.
2626:静	静	静	quiet; still	夜深了，街上很静。	Yè shēn le, jiē shang hěn jìng.	Late at night, the street is very quiet.
2628:久远	久远	久远	remote; long ago	这个传说来自久远的年代。	Zhè ge chuán shuō lái zì jiǔ yuǎn de nián dài.	This legend comes from a remote age.
2635:橘子	橘子	橘子	mandarin orange	她买了一袋新鲜橘子。	Tā mǎi le yì dài xīn xiān jú zi.	She bought a bag of fresh mandarin oranges.
2636:据	据	据	according to; based on	据天气预报，明天会下雨。	Jù tiān qì yù bào, míng tiān huì xià yǔ.	According to the weather forecast, it will rain tomorrow.
2637:距	距	距	to be apart from; distance from	学校距车站大约两公里。	Xué xiào jù chē zhàn dà yuē liǎng gōng lǐ.	The school is about two kilometers from the station.
2639:剧场	剧场	剧场	theater	新剧场下周正式开幕。	Xīn jù chǎng xià zhōu zhèng shì kāi mù.	The new theater will officially open next week.
2643:具有	具有	具有	to have; possess	这本书具有很高的参考价值。	Zhè běn shū jù yǒu hěn gāo de cān kǎo jià zhí.	This book has high reference value.
2651:开幕	开幕	开幕	to open; begin	电影节今晚正式开幕。	Diàn yǐng jié jīn wǎn zhèng shì kāi mù.	The film festival officially opens tonight.
2654:开通	开通	开通	to open; activate service	这条地铁线明天开通。	Zhè tiáo dì tiě xiàn míng tiān kāi tōng.	This subway line opens tomorrow.
2655:开业	开业	开业	to open for business	新书店下周开业。	Xīn shū diàn xià zhōu kāi yè.	The new bookstore opens for business next week.
2659:看作	看作	看作	to regard as	大家把他看作团队的核心。	Dà jiā bǎ tā kàn zuò tuán duì de hé xīn.	Everyone regards him as the core of the team.
2661:靠近	靠近	靠近	to approach; be close to	请不要靠近危险区域。	Qǐng bú yào kào jìn wēi xiǎn qū yù.	Please do not go near the dangerous area.
2663:科研	科研	科研	scientific research	这所大学很重视科研工作。	Zhè suǒ dà xué hěn zhòng shì kē yán gōng zuò.	This university attaches great importance to scientific research.
2668:客服	客服	客服	customer service	我联系了客服解决订单问题。	Wǒ lián xì le kè fú jiě jué dìng dān wèn tí.	I contacted customer service to solve the order problem.
2672:空中	空中	空中	in the air	风筝在空中飞得很高。	Fēng zheng zài kōng zhōng fēi de hěn gāo.	The kite is flying high in the air.
2674:口袋	口袋	口袋	pocket	他把钥匙放进口袋。	Tā bǎ yào shi fàng jìn kǒu dai.	He put the key into his pocket.
2676:库	库	库	warehouse; database	公司把资料存进数据库。	Gōng sī bǎ zī liào cún jìn shù jù kù.	The company stored the materials in the database.
2678:宽度	宽度	宽度	width	这张桌子的宽度是一米。	Zhè zhāng zhuō zi de kuān dù shì yì mǐ.	The width of this table is one meter.
2679:亏	亏	亏	to lose money; be short	这家店上个月亏了不少钱。	Zhè jiā diàn shàng ge yuè kuī le bù shǎo qián.	This shop lost quite a lot of money last month.
2686:老公	老公	老公	husband	她老公今天加班到很晚。	Tā lǎo gōng jīn tiān jiā bān dào hěn wǎn.	Her husband worked overtime until late today.
2689:姥爷	姥爷	姥爷	maternal grandfather	我小时候常去姥爷家过暑假。	Wǒ xiǎo shí hou cháng qù lǎo ye jiā guò shǔ jià.	When I was little, I often spent summer vacation at my maternal grandfather's home.
2692:泪	泪	泪	tear	她听到这个消息后流下了泪。	Tā tīng dào zhè ge xiāo xi hòu liú xià le lèi.	After hearing the news, she shed tears.
2693:类	类	类	category; kind	这类问题需要认真处理。	Zhè lèi wèn tí xū yào rèn zhēn chǔ lǐ.	This kind of problem needs to be handled carefully.
2694:泪水	泪水	泪水	tears	泪水从她脸上流下来。	Lèi shuǐ cóng tā liǎn shang liú xià lái.	Tears flowed down her face.
2700:离职	离职	离职	to resign; leave a job	他下个月准备离职。	Tā xià ge yuè zhǔn bèi lí zhí.	He plans to resign next month.
2702:里头	里头	里头	inside	盒子里头放着一封信。	Hé zi lǐ tou fàng zhe yì fēng xìn.	There is a letter inside the box.
2704:力	力	力	strength; force	一个人的力有限，团队更重要。	Yí ge rén de lì yǒu xiàn, tuán duì gèng zhòng yào.	One person's strength is limited; the team is more important.
2712:连接	连接	连接	to connect	这条路连接两个城区。	Zhè tiáo lù lián jiē liǎng ge chéng qū.	This road connects two urban districts.
2715:脸色	脸色	脸色	complexion; facial expression	他的脸色不太好，可能累了。	Tā de liǎn sè bú tài hǎo, kě néng lèi le.	His complexion does not look good; he may be tired.
2719:量	量	量	quantity; amount	这次作业的量有点儿大。	Zhè cì zuò yè de liàng yǒu diǎnr dà.	The amount of homework this time is a bit large.
2725:领	领	领	to receive; collar	请到前台领会议资料。	Qǐng dào qián tái lǐng huì yì zī liào.	Please go to the front desk to receive the meeting materials.
2726:领带	领带	领带	necktie	他今天戴了一条蓝色领带。	Tā jīn tiān dài le yì tiáo lán sè lǐng dài.	He wore a blue necktie today.
2728:领取	领取	领取	to receive; collect	学生可以凭证件领取教材。	Xué sheng kě yǐ píng zhèng jiàn lǐng qǔ jiào cái.	Students can collect textbooks with their ID.
2731:令	令	令	to make; cause	这个结果令大家很满意。	Zhè ge jié guǒ lìng dà jiā hěn mǎn yì.	This result made everyone very satisfied.
2733:流感	流感	流感	flu; influenza	最近流感比较严重。	Zuì jìn liú gǎn bǐ jiào yán zhòng.	The flu has been rather serious recently.
2735:留言	留言	留言	to leave a message; message	如果我不在，请给我留言。	Rú guǒ wǒ bú zài, qǐng gěi wǒ liú yán.	If I am not here, please leave me a message.
2738:录	录	录	to record	老师把这段对话录了下来。	Lǎo shī bǎ zhè duàn duì huà lù le xià lái.	The teacher recorded this conversation.
2741:路人	路人	路人	passerby	几位路人帮老人叫了车。	Jǐ wèi lù rén bāng lǎo rén jiào le chē.	Several passersby helped the elderly person call a car.
2742:路线	路线	路线	route	导游给我们讲了今天的路线。	Dǎo yóu gěi wǒ men jiǎng le jīn tiān de lù xiàn.	The guide explained today's route to us.
2745:旅行社	旅行社	旅行社	travel agency	我们通过旅行社订了机票。	Wǒ men tōng guò lǚ xíng shè dìng le jī piào.	We booked the tickets through a travel agency.
2749:买卖	买卖	买卖	business; transaction	这笔买卖双方都很满意。	Zhè bǐ mǎi mai shuāng fāng dōu hěn mǎn yì.	Both sides are satisfied with this transaction.
2752:毛笔	毛笔	毛笔	Chinese writing brush	爷爷用毛笔写春联。	Yé ye yòng máo bǐ xiě chūn lián.	Grandpa writes Spring Festival couplets with a brush.
2755:没法儿	没法儿	没法儿	to have no way; cannot	雨下得太大，我们没法儿出门。	Yǔ xià de tài dà, wǒ men méi fǎr chū mén.	The rain is too heavy; we cannot go out.
2756:玫瑰	玫瑰	玫瑰	rose	花店门口摆着很多玫瑰。	Huā diàn mén kǒu bǎi zhe hěn duō méi gui.	Many roses are displayed at the flower shop entrance.
2759:美味	美味	美味	delicious food; delicious	这道菜很美味。	Zhè dào cài hěn měi wèi.	This dish is delicious.
2761:门诊	门诊	门诊	outpatient clinic	他上午去医院看门诊。	Tā shàng wǔ qù yī yuàn kàn mén zhěn.	He went to the hospital outpatient clinic in the morning.
2762:迷	迷	迷	fan; enthusiast	他是一个篮球迷。	Tā shì yí ge lán qiú mí.	He is a basketball fan.
2767:面2	面2	面	side; surface	墙的这一面需要重新刷漆。	Qiáng de zhè yì miàn xū yào chóng xīn shuā qī.	This side of the wall needs to be repainted.
2770:面向	面向	面向	to face; be aimed at	这个课程面向初学者。	Zhè ge kè chéng miàn xiàng chū xué zhě.	This course is aimed at beginners.
2771:描述	描述	描述	to describe	请描述一下事情的经过。	Qǐng miáo shù yí xià shì qing de jīng guò.	Please describe what happened.
2773:名称	名称	名称	name; title	请在表格里填写公司名称。	Qǐng zài biǎo gé lǐ tián xiě gōng sī míng chēng.	Please fill in the company name on the form.
2779:命1	命1	命	life; fate	这次手术救了他的命。	Zhè cì shǒu shù jiù le tā de mìng.	This operation saved his life.
2790:难度	难度	难度	difficulty	这道题的难度不小。	Zhè dào tí de nán dù bù xiǎo.	This problem is quite difficult.
2791:难以	难以	难以	difficult to	这个问题难以在短期内解决。	Zhè ge wèn tí nán yǐ zài duǎn qī nèi jiě jué.	This problem is difficult to solve in the short term.
2792:男子	男子	男子	man; male	一名年轻男子正在问路。	Yì míng nián qīng nán zǐ zhèng zài wèn lù.	A young man is asking for directions.
2793:闹	闹	闹	noisy; to make trouble	外面太闹，我没法儿休息。	Wài miàn tài nào, wǒ méi fǎr xiū xi.	It is too noisy outside; I cannot rest.
2794:闹钟	闹钟	闹钟	alarm clock	我把闹钟定在早上六点。	Wǒ bǎ nào zhōng dìng zài zǎo shang liù diǎn.	I set the alarm clock for six in the morning.
2797:年初	年初	年初	beginning of the year	年初公司制订了新的计划。	Nián chū gōng sī zhì dìng le xīn de jì huà.	At the beginning of the year, the company made a new plan.
2800:年夜饭	年夜饭	年夜饭	New Year's Eve dinner	全家人一起吃年夜饭。	Quán jiā rén yì qǐ chī nián yè fàn.	The whole family eats New Year's Eve dinner together.
2806:女子	女子	女子	woman; female	那名女子正在接受采访。	Nà míng nǚ zǐ zhèng zài jiē shòu cǎi fǎng.	That woman is being interviewed.
2810:拍摄	拍摄	拍摄	to shoot; film; photograph	他们在海边拍摄婚纱照。	Tā men zài hǎi biān pāi shè hūn shā zhào.	They are taking wedding photos by the sea.
2813:派出所	派出所	派出所	police station	他把丢失的钱包交到派出所。	Tā bǎ diū shī de qián bāo jiāo dào pài chū suǒ.	He handed the lost wallet to the police station.
2814:跑道	跑道	跑道	running track; runway	运动员站在跑道起点。	Yùn dòng yuán zhàn zài pǎo dào qǐ diǎn.	The athlete stood at the starting point of the track.
2815:赔	赔	赔	to compensate; pay for loss	他打破了杯子，主动赔了钱。	Tā dǎ pò le bēi zi, zhǔ dòng péi le qián.	He broke the cup and took the initiative to pay for it.
2816:陪伴	陪伴	陪伴	to accompany	家人的陪伴让她安心很多。	Jiā rén de péi bàn ràng tā ān xīn hěn duō.	The company of her family made her feel much more at ease.
2819:配	配	配	to match; allocate	这条领带和西装很配。	Zhè tiáo lǐng dài hé xī zhuāng hěn pèi.	This tie matches the suit well.
2821:配送	配送	配送	to deliver; distribute	平台会在两小时内配送货物。	Píng tái huì zài liǎng xiǎo shí nèi pèi sòng huò wù.	The platform will deliver the goods within two hours.
2824:碰见	碰见	碰见	to run into; meet by chance	我在超市碰见了老同学。	Wǒ zài chāo shì pèng jiàn le lǎo tóng xué.	I ran into an old classmate at the supermarket.
2830:拼	拼	拼	to piece together; spell; fight hard	孩子把这些图画拼在一起。	Hái zi bǎ zhè xiē tú huà pīn zài yì qǐ.	The child pieced these pictures together.
2832:品	品	品	grade; product; to taste	这家店卖很多地方特产品。	Zhè jiā diàn mài hěn duō dì fāng tè chǎn pǐn.	This shop sells many local specialty products.
2833:品牌	品牌	品牌	brand	这个品牌的家电质量很好。	Zhè ge pǐn pái de jiā diàn zhì liàng hěn hǎo.	This brand's home appliances are of good quality.
2836:聘请	聘请	聘请	to hire; engage	学校聘请了一位新老师。	Xué xiào pìn qǐng le yí wèi xīn lǎo shī.	The school hired a new teacher.
2838:评	评	评	to comment on; evaluate	老师会评每个学生的作文。	Lǎo shī huì píng měi ge xué sheng de zuò wén.	The teacher will evaluate each student's essay.
2843:凭借	凭借	凭借	to rely on; by means of	他凭借努力考上了大学。	Tā píng jiè nǔ lì kǎo shàng le dà xué.	He got into university through hard work.
2847:平台	平台	平台	platform	这个平台可以在线学习中文。	Zhè ge píng tái kě yǐ zài xiàn xué xí Zhōng wén.	This platform allows online Chinese study.
2852:齐	齐	齐	neat; complete; together	大家把桌椅摆齐了。	Dà jiā bǎ zhuō yǐ bǎi qí le.	Everyone arranged the tables and chairs neatly.
2853:其	其	其	its; their	这家公司正在扩大其海外业务。	Zhè jiā gōng sī zhèng zài kuò dà qí hǎi wài yè wù.	This company is expanding its overseas business.
2857:气球	气球	气球	balloon	孩子手里拿着一个红气球。	Hái zi shǒu lǐ ná zhe yí ge hóng qì qiú.	The child is holding a red balloon.
2860:签订	签订	签订	to sign; conclude	双方明天签订合作协议。	Shuāng fāng míng tiān qiān dìng hé zuò xié yì.	Both sides will sign the cooperation agreement tomorrow.
2861:签名	签名	签名	signature; to sign one's name	请在表格下面签名。	Qǐng zài biǎo gé xià miàn qiān míng.	Please sign your name below the form.
2862:签字	签字	签字	to sign	合同需要本人签字。	Hé tong xū yào běn rén qiān zì.	The contract needs to be signed by the person concerned.
2863:前进	前进	前进	to move forward	队伍继续向山顶前进。	Duì wu jì xù xiàng shān dǐng qián jìn.	The team continued moving toward the mountain top.
2864:前来	前来	前来	to come; arrive	很多观众前来观看比赛。	Hěn duō guān zhòng qián lái guān kàn bǐ sài.	Many spectators came to watch the match.
2866:前往	前往	前往	to go to; head for	代表团明天前往上海。	Dài biǎo tuán míng tiān qián wǎng Shàng hǎi.	The delegation will head to Shanghai tomorrow.
2870:强大	强大	强大	powerful; strong	这个团队非常强大。	Zhè ge tuán duì fēi cháng qiáng dà.	This team is very strong.
2872:强度	强度	强度	intensity; strength	训练强度太大，大家都很累。	Xùn liàn qiáng dù tài dà, dà jiā dōu hěn lèi.	The training intensity is too high, and everyone is tired.
2878:亲	亲	亲	to kiss; close	妈妈亲了孩子的脸。	Mā ma qīn le hái zi de liǎn.	The mother kissed the child's face.
2880:亲朋好友	亲朋好友	亲朋好友	relatives and friends	春节时，亲朋好友都来家里吃饭。	Chūn jié shí, qīn péng hǎo yǒu dōu lái jiā lǐ chī fàn.	During Spring Festival, relatives and friends all came home for dinner.
2882:亲情	亲情	亲情	family affection	这部电影讲的是亲情。	Zhè bù diàn yǐng jiǎng de shì qīn qíng.	This film is about family affection.
2883:亲人	亲人	亲人	family member; loved one	生病时，亲人的陪伴很重要。	Shēng bìng shí, qīn rén de péi bàn hěn zhòng yào.	When one is ill, the company of family is important.
2888:轻重	轻重	轻重	importance; weight	处理事情要分清轻重。	Chǔ lǐ shì qing yào fēn qīng qīng zhòng.	When handling matters, one must distinguish what is more or less important.
2889:情感	情感	情感	emotion; feeling	音乐能表达复杂的情感。	Yīn yuè néng biǎo dá fù zá de qíng gǎn.	Music can express complex emotions.
2898:权	权	权	right; authority	这个决定权在经理手里。	Zhè ge jué dìng quán zài jīng lǐ shǒu lǐ.	The authority to decide is in the manager's hands.
2900:全力	全力	全力	with full strength	医生正在全力抢救病人。	Yī shēng zhèng zài quán lì qiǎng jiù bìng rén.	The doctors are doing everything they can to save the patient.
2902:全体	全体	全体	all; entire group	全体员工都参加了培训。	Quán tǐ yuán gōng dōu cān jiā le péi xùn.	All employees attended the training.
2903:全新	全新	全新	brand-new	他买了一台全新的计算机。	Tā mǎi le yì tái quán xīn de jì suàn jī.	He bought a brand-new computer.
2910:群体	群体	群体	group; community	老年人是需要关注的群体。	Lǎo nián rén shì xū yào guān zhù de qún tǐ.	Elderly people are a group that needs attention.
2914:热量	热量	热量	heat; calories	这种饮料热量很高。	Zhè zhǒng yǐn liào rè liàng hěn gāo.	This drink is high in calories.
2919:人际	人际	人际	interpersonal	良好的人际关系对工作有帮助。	Liáng hǎo de rén jì guān xì duì gōng zuò yǒu bāng zhù.	Good interpersonal relationships help at work.
2922:人力	人力	人力	manpower; human resources	这个项目需要更多人力。	Zhè ge xiàng mù xū yào gèng duō rén lì.	This project needs more manpower.
2923:人民	人民	人民	the people	这座纪念馆向人民免费开放。	Zhè zuò jì niàn guǎn xiàng rén mín miǎn fèi kāi fàng.	This memorial hall is open to the people for free.
2925:人群	人群	人群	crowd; group of people	节日的人群挤满了广场。	Jié rì de rén qún jǐ mǎn le guǎng chǎng.	The holiday crowd filled the square.
2926:人体	人体	人体	human body	这门课介绍人体的基本结构。	Zhè mén kè jiè shào rén tǐ de jī běn jié gòu.	This course introduces the basic structure of the human body.
2928:忍	忍	忍	to endure; bear	疼痛很强，但他一直忍着。	Téng tòng hěn qiáng, dàn tā yì zhí rěn zhe.	The pain was strong, but he kept enduring it.
2929:认	认	认	to recognize; admit	我一眼就认出了他。	Wǒ yì yǎn jiù rèn chū le tā.	I recognized him at a glance.
2932:如	如	如	as; if	结果如我们预期的一样。	Jié guǒ rú wǒ men yù qī de yí yàng.	The result was as we expected.
2933:如此	如此	如此	so; like this	我没想到问题会如此复杂。	Wǒ méi xiǎng dào wèn tí huì rú cǐ fù zá.	I did not expect the problem to be so complicated.
2936:如同	如同	如同	like; as if	夜晚的湖面如同一面镜子。	Yè wǎn de hú miàn rú tóng yí miàn jìng zi.	The lake surface at night is like a mirror.
2937:如下	如下	如下	as follows	具体安排如下。	Jù tǐ ān pái rú xià.	The specific arrangements are as follows.
2942:赛场	赛场	赛场	competition field; arena	运动员们已经进入赛场。	Yùn dòng yuán men yǐ jīng jìn rù sài chǎng.	The athletes have already entered the arena.
2945:沙子	沙子	沙子	sand	孩子在海边玩沙子。	Hái zi zài hǎi biān wán shā zi.	The child is playing with sand by the sea.
2948:删	删	删	to delete	请把重复的内容删掉。	Qǐng bǎ chóng fù de nèi róng shān diào.	Please delete the repeated content.
2949:扇	扇	扇	to fan	她用扇子轻轻扇风。	Tā yòng shàn zi qīng qīng shān fēng.	She gently fanned herself with a fan.
2951:山区	山区	山区	mountain area	山区的夜晚很安静。	Shān qū de yè wǎn hěn ān jìng.	Nights in the mountain area are very quiet.
2956:伤	伤	伤	injury; to hurt	他的手受了伤。	Tā de shǒu shòu le shāng.	His hand was injured.
2958:商家	商家	商家	merchant; seller	很多商家参加了这次促销。	Hěn duō shāng jiā cān jiā le zhè cì cù xiāo.	Many merchants took part in this promotion.
2959:商人	商人	商人	businessperson	这位商人经常去海外出差。	Zhè wèi shāng rén jīng cháng qù hǎi wài chū chāi.	This businessperson often travels overseas for work.
2962:赏	赏	赏	to enjoy; admire	游客们在湖边赏花。	Yóu kè men zài hú biān shǎng huā.	The tourists admired flowers by the lake.
2963:上传	上传	上传	to upload	请把照片上传到平台。	Qǐng bǎ zhào piàn shàng chuán dào píng tái.	Please upload the photos to the platform.
2964:上升	上升	上升	to rise	今年的销量继续上升。	Jīn nián de xiāo liàng jì xù shàng shēng.	This year's sales continue to rise.
2965:上下	上下	上下	up and down; about	这座楼上下共有十层。	Zhè zuò lóu shàng xià gòng yǒu shí céng.	This building has ten floors altogether.
2966:上涨	上涨	上涨	to rise; go up	最近蔬菜价格上涨了。	Zuì jìn shū cài jià gé shàng zhǎng le.	Vegetable prices have risen recently.
2967:烧	烧	烧	to burn; cook; have a fever	锅里的水已经烧开了。	Guō lǐ de shuǐ yǐ jīng shāo kāi le.	The water in the pot has already boiled.
2968:烧烤	烧烤	烧烤	barbecue	周末我们去河边吃烧烤。	Zhōu mò wǒ men qù hé biān chī shāo kǎo.	On the weekend, we went to the riverside to eat barbecue.
2971:舍得	舍得	舍得	to be willing to part with	为了孩子，她舍得花时间陪伴。	Wèi le hái zi, tā shě de huā shí jiān péi bàn.	For her child, she is willing to spend time keeping them company.
2981:深度	深度	深度	depth	这个湖的深度超过二十米。	Zhè ge hú de shēn dù chāo guò èr shí mǐ.	The depth of this lake exceeds twenty meters.
2983:深厚	深厚	深厚	deep; profound	他们之间有深厚的友谊。	Tā men zhī jiān yǒu shēn hòu de yǒu yì.	There is a deep friendship between them.
