source_headword	ML	example_ML
similarly	അതുപോലെ	രണ്ടാമത്തെ പദ്ധതി അതുപോലെ പ്രവർത്തിക്കുന്നു.
simply	വെറും	വെറും ഈ ബട്ടൺ അമർത്തുക.
sink	മുങ്ങുക	ഭാരമുള്ള കല്ലുകൾ വേഗത്തിൽ മുങ്ങും.
slice	കഷണം	ഞാൻ കേക്കിന്റെ ഒരു കഷണം തിന്നു.
slightly	ചെറുതായി	മുറി ചെറുതായി കൂടുതൽ ചൂടാണ്.
smart	സുന്ദരമായ	അവൾ സുന്ദരമായ ജാക്കറ്റ് ധരിച്ചു.
smooth	മിനുസമുള്ള	വഴി മിനുസമുള്ളതാണ്.
software	സോഫ്റ്റ്‌വെയർ	സോഫ്റ്റ്‌വെയറിന് പുതുക്കൽ വേണം.
soil	മണ്ണ്	മണ്ണ് വരണ്ടതാണ്.
solid	ഉറച്ച	ചുമർ ഉറച്ചതാണ്.
southern	തെക്കൻ	അവർ തെക്കൻ തീരത്ത് താമസിക്കുന്നു.
specifically	പ്രത്യേകമായി	ഞാൻ പ്രത്യേകമായി ചായ ചോദിച്ചു.
spending	ചെലവ്	സർക്കാർ ചെലവ് വർധിച്ചു.
spicy	കാരം ഉള്ള	ഈ കറി കാരം ഉള്ളതാണ്.
spirit	ആത്മാവ്	സംഘം വലിയ ആത്മാവ് കാണിച്ചു.
spoken	സംസാരിക്കുന്ന	പരിശീലനത്തോടെ സംസാരിക്കുന്ന ഇംഗ്ലീഷ് മെച്ചപ്പെടുന്നു.
spot	സ്ഥലം	ഈ സ്ഥലം പൂർണ്ണമാണ്.
spread	പരത്തുക	അപ്പത്തിൽ വെണ്ണ പരത്തുക.
stadium	സ്റ്റേഡിയം	സ്റ്റേഡിയം നിറഞ്ഞിരുന്നു.
staff	ജീവനക്കാർ	ജീവനക്കാർ സഹായകരമായിരുന്നു.
standard	നിലവാരം	നിലവാരം ഉയർന്നതായിരുന്നു.
statistic	സ്ഥിതിവിവരക്കണക്ക്	ഈ സ്ഥിതിവിവരക്കണക്ക് അതിശയിപ്പിക്കുന്നതാണ്.
statue	പ്രതിമ	പ്രതിമ ചത്വരത്തിൽ നിൽക്കുന്നു.
stick (push into/attach)	ഒട്ടിക്കുക	ലേബൽ പെട്ടിയിൽ ഒട്ടിക്കുക.
stick (piece of wood)	വടി	അവൻ ഒരു വടി എടുത്തു.
