source_headword	LO	example_LO
stretch	ຢືດ	ຢືດຂາຂອງທ່ານຫຼັງຈາກການບິນ.
strict	ເຂັ້ມງວດ	ໂຮງຮຽນມີກົດລະບຽບທີ່ເຂັ້ມງວດ.
strike	ປະທ້ວງ	ຄົນງານອາດຈະປະທ້ວງໃນມື້ອື່ນ.
struggle	ດີ້ນລົນ	ຫຼາຍຄອບຄົວດີ້ນລົນກັບຄ່າເຊົ່າ.
submit	ສົ່ງ	ສົ່ງແບບຟອມພາຍໃນວັນສຸກ.
sum	ຈຳນວນເງິນ	ຈຳນວນເງິນແມ່ນສູງກວ່າທີ່ຄາດໄວ້.
surgery	ການຜ່າຕັດ	ການຜ່າຕັດໃຊ້ເວລາສອງຊົ່ວໂມງ.
surround	ອ້ອມຮອບ	ຕົ້ນໄມ້ສູງອ້ອມຮອບເຮືອນ.
surrounding	ທີ່ອ້ອມຮອບ	ພື້ນທີ່ອ້ອມຮອບແມ່ນງຽບສະຫງົບ.
suspect	ສົງໄສ	ຕຳຫຼວດສົງໄສຊາຍໃນທ້ອງຖິ່ນ.
swear	ເວົ້າຄຳຫຍາບ	ຢ່າເວົ້າຄຳຫຍາບໃນຫ້ອງຮຽນ.
sweep	ກວາດ	ກວາດພື້ນກ່ອນແຂກຈະມາຮອດ.
sympathy	ຄວາມເຫັນໃຈ	ນາງໄດ້ສະແດງຄວາມເຫັນໃຈຕໍ່ຜູ້ເຄາະຮ້າຍ.
tale	ນິທານ	ແມ່ຕູ້ເລົ່ານິທານທີ່ແປກປະຫຼາດ.
tank	ຖັງນ້ຳ	ຖັງມີນ້ຳສະອາດ.
tear1	ຈີກ	ຢ່າຈີກເອກະສານ.
tear2	ນ້ຳຕາ	ນ້ຳຕາໄຫຼລົງມາຕາມແກ້ມຂອງນາງ.
temporary	ຊົ່ວຄາວ	ຫ້ອງການແມ່ນບ່ອນພັກເຊົາຊົ່ວຄາວ.
therapy	ການບຳບັດ	ການບຳບັດທາງກາຍະພາບຊ່ວຍໃຫ້ລາວຟື້ນຕົວ.
threat	ການຂົ່ມຂູ່	ຂໍ້ຄວາມມີການຂົ່ມຂູ່.
threaten	ຂົ່ມຂູ່	ພາຍຸອາດຈະຂົ່ມຂູ່ຕໍ່ຜົນລະປູກ.
thus	ດັ່ງນັ້ນ	ຖະໜົນຖືກປິດ;ດັ່ງນັ້ນພວກເຮົາຈຶ່ງລໍຖ້າ.
tone	ນ້ຳສຽງ	ນ້ຳສຽງຂອງລາວຟັງເບິ່ງສະຫງົບ.
tough	ຍາກ	ການສຳພາດແມ່ນຍາກ.
transfer	ໂອນ	ພວກເຂົາໂອນຂໍ້ມູນທຸກໆຄືນ.
transform	ປ່ຽນແປງ	ນະໂຍບາຍໃໝ່ຈະປ່ຽນແປງການບໍລິການ.
transition	ການປ່ຽນຜ່ານ	ການປ່ຽນຜ່ານໃຊ້ເວລາຫຼາຍເດືອນ.
trial	ການທົດລອງ	ການທົດລອງເລີ່ມຕົ້ນອາທິດໜ້າ.
tropical	ເຂດຮ້ອນ	ພາຍຸເຂດຮ້ອນແມ່ນເກີດຂຶ້ນເລື້ອຍໆຢູ່ທີ່ນີ້.
truly	ຢ່າງແທ້ຈິງ	ຂ້ອຍຮູ້ສຶກຂອບໃຈຢ່າງແທ້ຈິງສຳລັບການຊ່ວຍເຫຼືອຂອງທ່ານ.
trust	ຄວາມໄວ້ວາງໃຈ	ຄວາມໄວ້ວາງໃຈໃຊ້ເວລາໃນການສ້າງ.
tune	ທຳນອງ	ວົງດົນຕີໄດ້ຫຼິ້ນທຳນອງທີ່ມ່ວນຊື່ນ.
tunnel	ອຸມົງ	ອຸມົງແລ່ນຜ່ານໃຕ້ແມ່ນໍ້າ.
ultimately	ໃນທີ່ສຸດ	ໃນທີ່ສຸດ, ແຜນການກໍ່ປະສົບຄວາມສຳເລັດ.
unconscious	ໝົດສະຕິ	ຄົນເຈັບຍັງຄົງໝົດສະຕິ.
unexpected	ທີ່ບໍ່ໄດ້ຄາດຄິດ	ການຊັກຊ້າແມ່ນສິ່ງທີ່ບໍ່ໄດ້ຄາດຄິດ.
unique	ເປັນເອກະລັກ	ແຕ່ລະການອອກແບບແມ່ນເປັນເອກະລັກ.
universe	ຈັກກະວານ	ຈັກກະວານກຳລັງຂະຫຍາຍຕົວ.
unknown	ທີ່ບໍ່ຮູ້ຈັກ	ຊື່ຍັງຄົງເປັນທີ່ບໍ່ຮູ້ຈັກ.
upper	ຊັ້ນເທິງ	ຊັ້ນວາງເທິງແມ່ນວ່າງເປົ່າ.
upwards	ຂຶ້ນເທິງ	ຄວັນໄຟໄດ້ລອຍຂຶ້ນເທິງ.
urban	ຕົວເມືອງ	ເຂດຕົວເມືອງຕ້ອງການການຂົນສົ່ງທີ່ດີກວ່າ.
urge	ຮຽກຮ້ອງ	ທ່ານໝໍຮຽກຮ້ອງໃຫ້ຜູ້ຄົນອອກກຳລັງກາຍ.
vary	ແຕກຕ່າງກັນ	ລາຄາແຕກຕ່າງກັນໄປຕາມພາກພື້ນ.
vast	ກວ້າງໃຫຍ່	ທະເລຊາຍກວມເອົາພື້ນທີ່ກວ້າງໃຫຍ່.
venue	ສະຖານທີ່	ສະຖານທີ່ນີ້ສາມາດຮອງຮັບຄົນໄດ້ຫ້າຮ້ອຍຄົນ.
via	ຜ່ານ	ສົ່ງເອກະສານຜ່ານທາງອີເມວ.
victory	ໄຊຊະນະ	ທີມໄດ້ສະຫຼອງໄຊຊະນະຂອງພວກເຂົາ.
violence	ຄວາມຮຸນແຮງ	ເມືອງໄດ້ປະສົບກັບຄວາມຮຸນແຮງທາງການເມືອງ.
virtual	ສະເໝືອນຈິງ	ການປະຊຸມແມ່ນແບບສະເໝືອນຈິງ.
vision	ວິໄສທັດ	ວິໄສທັດຂອງນາງໄດ້ສ້າງຕັ້ງບໍລິສັດ.
visual	ທາງສາຍຕາ	ບົດລາຍງານລວມມີຕົວຢ່າງທາງສາຍຕາ.
vital	ສຳຄັນຫຼາຍ	ນໍ້າແມ່ນສຳຄັນຫຼາຍສຳລັບຊີວິດ.
vitamin	ວິຕາມິນ	ໝາກກ້ຽງມີວິຕາມິນຊີ.
volume	ລະດັບສຽງ	ຫຼຸດລະດັບສຽງລົງ.
wage	ຄ່າຈ້າງ	ຄົນງານຮຽກຮ້ອງຄ່າຈ້າງທີ່ສູງຂຶ້ນ.
weakness	ຈຸດອ່ອນ	ແຜນການມີຈຸດອ່ອນໜຶ່ງຈຸດ.
wealth	ຄວາມຮັ່ງມີ	ຄວາມຮັ່ງມີຂອງລາວມາຈາກການຄ້າຂາຍ.
wealthy	ຮັ່ງມີ	ຄອບຄົວທີ່ຮັ່ງມີໄດ້ໃຫ້ທຶນສະໜັບສະໜູນຫໍພິພິທະພັນ.
whereas	ໃນຂະນະທີ່	ລາວມັກຊາ, ໃນຂະນະທີ່ຂ້ອຍມັກກາເຟ.
wherever	ບ່ອນໃດກໍຕາມ	ນັ່ງບ່ອນໃດກໍຕາມທີ່ເຈົ້າຮູ້ສຶກສະບາຍ.
whisper	ກະຊິບ	ກະລຸນາກະຊິບໃນລະຫວ່າງພິທີ.
whom	ໃຜ	ເຈົ້າໄດ້ເຊີນໃຜ?
widely	ຢ່າງກວ້າງຂວາງ	ປຶ້ມຫົວນີ້ຖືກອ່ານຢ່າງກວ້າງຂວາງ.
wildlife	ສັດປ່າ	ສວນສາທາລະນະປົກປ້ອງສັດປ່າໃນທ້ອງຖິ່ນ.
willing	ເຕັມໃຈ	ລາວເຕັມໃຈທີ່ຈະຊ່ວຍເຫຼືອ.
wind2	ມ້ວນ	ມ້ວນສາຍເຄເບິນອ້ອມມ້ວນ.
wire	ສາຍໄຟ	ສາຍໄຟເຊື່ອມຕໍ່ສອງອຸປະກອນ.
wise	ສະຫຼາດ	ນັ້ນແມ່ນການເລືອກທີ່ສະຫຼາດ.
witness	ພະຍານ	ພະຍານໄດ້ອະທິບາຍເຖິງອຸປະຕິເຫດ.
wound	ບາດແຜ	ອະນາໄມບາດແຜຢ່າງລະມັດລະວັງ.
wrap	ຫໍ່	ຫໍ່ຂອງຂວັນດ້ວຍເຈ້ຍ.
zone	ເຂດ	ເຂດນີ້ຖືກປິດບໍ່ໃຫ້ລົດສັນຈອນ.
