source_headword	ML	example_ML
sweep	അടിച്ചുവാരി വൃത്തിയാക്കുക	അതിഥികൾ വരുന്നതിന് മുൻപ് തറ അടിച്ചുവാരി വൃത്തിയാക്കുക.
sympathy	സഹതാപം	അവൾ ഇരകളോട് സഹതാപം പ്രകടിപ്പിച്ചു.
tale	കഥ	മുത്തശ്ശി വിചിത്രമായ ഒരു കഥ പറഞ്ഞു.
tank	ടാങ്ക്	ടാങ്കിൽ ശുദ്ധജലമുണ്ട്.
tear1	കീറുക	രേഖകൾ കീറരുത്.
tear2	കണ്ണുനീർ	അവളുടെ കവിളിലൂടെ കണ്ണുനീർ ഒഴുകി.
temporary	താൽക്കാലിക	ഈ ഓഫീസ് ഒരു താൽക്കാലിക അഭയകേന്ദ്രമാണ്.
therapy	ചികിത്സ	ഫിസിക്കൽ തെറാപ്പി അവന്റെ രോഗശാന്തിക്ക് സഹായിച്ചു.
threat	ഭീഷണി	സന്ദേശത്തിൽ ഒരു ഭീഷണി ഉണ്ടായിരുന്നു.
threaten	ഭീഷണിപ്പെടുത്തുക	കൊടുങ്കാറ്റ് വിളകൾക്ക് ഭീഷണിയായേക്കാം.
thus	അതിനാൽ	റോഡ് അടച്ചിരുന്നു; അതിനാൽ, ഞങ്ങൾ കാത്തിരുന്നു.
tone	സ്വരം	അവന്റെ സ്വരം ശാന്തമായിരുന്നു.
tough	കഠിനമായ	അഭിമുഖം കഠിനമായിരുന്നു.
transfer	കൈമാറുക	അവർ എല്ലാ രാത്രിയും ഡാറ്റ കൈമാറുന്നു.
transform	രൂപാന്തരപ്പെടുത്തുക	പുതിയ നയം സേവനങ്ങളെ രൂപാന്തരപ്പെടുത്തും.
transition	പരിവർത്തനം	പരിവർത്തനത്തിന് നിരവധി മാസങ്ങളെടുത്തു.
trial	വിചാരണ	വിചാരണ അടുത്ത ആഴ്ച ആരംഭിക്കും.
tropical	ഉഷ്ണമേഖലാ	ഉഷ്ണമേഖലാ കൊടുങ്കാറ്റുകൾ ഇവിടെ സാധാരണമാണ്.
truly	ശരിക്കും	നിങ്ങളുടെ സഹായത്തെ ഞാൻ ശരിക്കും വിലമതിക്കുന്നു.
trust	വിശ്വാസം	വിശ്വാസം വളർത്തിയെടുക്കാൻ സമയമെടുക്കും.
tune	ഈണം	ബാൻഡ് സന്തോഷകരമായ ഒരു ഈണം വായിച്ചു.
tunnel	തുരങ്കം	തുരങ്കം നദിക്കടിയിലൂടെ പോകുന്നു.
ultimately	ആത്യന്തികമായി	ആത്യന്തികമായി, പദ്ധതി വിജയിച്ചു.
unconscious	അബോധാവസ്ഥയിലുള്ള	രോഗി അബോധാവസ്ഥയിൽ തുടർന്നു.
unexpected	അപ്രതീക്ഷിതമായ	കാലതാമസം അപ്രതീക്ഷിതമായിരുന്നു.
unique	അദ്വിതീയമായ	ഓരോ രൂപകൽപ്പനയും അദ്വിതീയമാണ്.
universe	പ്രപഞ്ചം	പ്രപഞ്ചം വികസിച്ചുകൊണ്ടിരിക്കുകയാണ്.
unknown	അജ്ഞാതമായ	പേര് അജ്ഞാതമായി തുടരുന്നു.
upper	മുകളിലത്തെ	മുകളിലത്തെ ഷെൽഫ് കാലിയാണ്.
upwards	മുകളിലേക്ക്	പുക മുകളിലേക്ക് നീങ്ങി.
urban	നഗര	നഗരപ്രദേശങ്ങൾക്ക് മികച്ച ഗതാഗതം ആവശ്യമാണ്.
urge	നിർബന്ധിക്കുക	വ്യായാമം ചെയ്യാൻ ഡോക്ടർമാർ ആളുകളെ നിർബന്ധിക്കുന്നു.
vary	വ്യത്യാസപ്പെട്ടിരിക്കുക	പ്രദേശത്തിനനുസരിച്ച് വിലകൾ വ്യത്യാസപ്പെട്ടിരിക്കും.
vast	വിശാലമായ	മരുഭൂമി വിശാലമായ പ്രദേശം ഉൾക്കൊള്ളുന്നു.
venue	വേദി	വേദിയിൽ അഞ്ഞൂറ് ആളുകളെ ഉൾക്കൊള്ളാൻ കഴിയും.
via	വഴി	ഇമെയിൽ വഴി പ്രമാണം അയയ്ക്കുക.
victory	വിജയം	ടീം അതിന്റെ വിജയം ആഘോഷിച്ചു.
violence	അക്രമം	നഗരം രാഷ്ട്രീയ അക്രമം അനുഭവിച്ചു.
virtual	വെർച്വൽ	മീറ്റിംഗ് വെർച്വൽ ആണ്.
vision	കാഴ്ചപ്പാട്	അവളുടെ കാഴ്ചപ്പാട് കമ്പനിയെ രൂപപ്പെടുത്തി.
visual	ദൃശ്യ	റിപ്പോർട്ടിൽ ദൃശ്യ ഉദാഹരണങ്ങൾ ഉൾപ്പെടുന്നു.
vital	സുപ്രധാനമായ	ജീവന് ജലം സുപ്രധാനമാണ്.
vitamin	വിറ്റാമിൻ	ഓറഞ്ചിൽ വിറ്റാമിൻ സി അടങ്ങിയിട്ടുണ്ട്.
volume	ശബ്ദം	ശബ്ദം കുറയ്ക്കുക.
wage	വേതനം	തൊഴിലാളികൾ ഉയർന്ന വേതനം ആവശ്യപ്പെട്ടു.
weakness	പോരായ്മ	പദ്ധതിക്ക് ഒരു പോരായ്മയുണ്ട്.
wealth	സമ്പത്ത്	അവന്റെ സമ്പത്ത് കച്ചവടത്തിൽ നിന്നാണ് വന്നത്.
wealthy	സമ്പന്നമായ	സമ്പന്നമായ കുടുംബം മ്യൂസിയത്തിന് ധനസഹായം നൽകി.
whereas	അതേസമയം	അവൾക്ക് ചായ ഇഷ്ടമാണ്, അതേസമയം എനിക്ക് കോഫിയാണ് കൂടുതൽ ഇഷ്ടം.
wherever	എവിടെയായാലും	നിങ്ങൾക്ക് സൗകര്യപ്രദമായി എവിടെയാണോ അവിടെ ഇരിക്കുക.
whisper	മന്ത്രിക്കുക	ചടങ്ങിനിടെ ദയവായി മന്ത്രിക്കുക.
whom	ആരെ	നിങ്ങൾ ആരെയാണ് ക്ഷണിച്ചത്?
widely	വ്യാപകമായി	ഈ പുസ്തകം വ്യാപകമായി വായിക്കപ്പെടുന്നു.
wildlife	വന്യജീവികൾ	പാർക്ക് പ്രാദേശിക വന്യജീവികളെ സംരക്ഷിക്കുന്നു.
willing	സന്നദ്ധമായ	അവൾ സഹായിക്കാൻ സന്നദ്ധയാണ്.
wind2	ചുറ്റുക	കേബിൾ റീലിന് ചുറ്റും ചുറ്റുക.
wire	വയർ	വയർ രണ്ട് ഉപകരണങ്ങളെയും ബന്ധിപ്പിക്കുന്നു.
wise	ബുദ്ധിമാനായ	അതൊരു ബുദ്ധിപരമായ തിരഞ്ഞെടുപ്പായിരുന്നു.
witness	സാക്ഷി	ഒരു സാക്ഷി അപകടം വിവരിച്ചു.
wound	മുറിവ്	മുറിവ് ശ്രദ്ധാപൂർവ്വം വൃത്തിയാക്കുക.
wrap	പൊതിയുക	സമ്മാനം പേപ്പറിൽ പൊതിയുക.
zone	മേഖല	ഈ മേഖല ഗതാഗതത്തിനായി അടച്ചിരിക്കുന്നു.
