source_headword	TE	example_TE
premium	ప్రీమియం	వేగంగా పంపడానికి వినియోగదారులు అదనపు ధర చెల్లించారు.
prescribe	సిఫార్సు చేయు	వైద్యులు యాంటీబయాటిక్స్‌ను జాగ్రత్తగా సిఫార్సు చేస్తారు.
prescription	ప్రిస్క్రిప్షన్	ఈ ప్రిస్క్రిప్షన్ వచ్చే నెలతో ముగుస్తుంది.
presently	ప్రస్తుతం	ఆమె ప్రస్తుతం అందుబాటులో లేదు.
preservation	సంరక్షణ	సంరక్షణ చారిత్రక భవనాలను కాపాడుతుంది.
preside	అధ్యక్షత వహించు	ఈ విచారణకు న్యాయమూర్తి అధ్యక్షత వహిస్తారు.
presidency	అధ్యక్ష పదవి	అతని అధ్యక్ష పదవి ఎనిమిదేళ్లపాటు కొనసాగింది.
presidential	అధ్యక్ష	అధ్యక్ష ఎన్నికలు దృష్టిని ఆకర్షించాయి.
prestigious	ప్రతిష్టాత్మకమైన	ఆమె ఒక ప్రతిష్టాత్మకమైన స్కాలర్‌షిప్‌ను గెలుచుకుంది.
presumably	బహుశా	బహుశా కార్యాలయం ఈరోజు మూసివేయబడి ఉండవచ్చు.
presume	ఊహించు	పత్రాలు అసలైనవని మేము భావిస్తున్నాము.
prevail	ప్రబలు	ఇంగితజ్ఞానం గెలవాలి.
prevalence	వ్యాప్తి	ఆస్తమా వ్యాప్తి పెరిగింది.
prevention	నివారణ	మరమ్మత్తు కంటే నివారణ తక్కువ ఖర్చుతో కూడుకున్నది.
