source_headword	LO	example_LO
graduate	ຜູ້ຈົບການສຶກສາ	ລາວເປັນຜູ້ຈົບໃໝ່.
grain	ເມັດພືດ	ເມັດເຂົ້າຕົກລົງ.
grateful	ຮູ້ບຸນຄຸນ	ຂ້ອຍຮູ້ບຸນຄຸນສຳລັບການສະໜັບສະໜູນ.
growth	ການເຕີບໂຕ	ພືດສະແດງການເຕີບໂຕສະໝ່ຳສະເໝີ.
guard	ຍາມ	ຍາມກວດປີ້ຂອງພວກເຮົາ.
guilty	ຮູ້ສຶກຜິດ	ລາວຮູ້ສຶກຜິດເລື່ອງການຕົວະ.
hang	ແຂວນ	ແຂວນເສື້ອຄຸມຂອງເຈົ້າທີ່ນີ້.
happiness	ຄວາມສຸກ	ເງິນຊື້ຄວາມສຸກບໍ່ໄດ້.
hardly	ແທບຈະບໍ່	ຂ້ອຍແທບຈະບໍ່ໄດ້ຍິນເຈົ້າ.
headline	ຫົວຂ່າວ	ຫົວຂ່າວດຶງດູດຄວາມສົນໃຈຂອງຂ້ອຍ.
heating	ລະບົບທຳຄວາມຮ້ອນ	ລະບົບທຳຄວາມຮ້ອນຢຸດເຮັດວຽກ.
heavily	ຢ່າງໜັກ	ຝົນຕົກຢ່າງໜັກທັງຄືນ.
helicopter	ເຮລິຄອບເຕີ	ເຮລິຄອບເຕີລົງຈອດໃກ້ໆ.
highlight	ເນັ້ນ	ກະລຸນາເນັ້ນຄວາມຄິດຫຼັກ.
highly	ຢ່າງສູງ	ນາງໄດ້ຮັບຄວາມນັບຖືຢ່າງສູງ.
hire	ເຊົ່າ	ພວກເຮົາຕ້ອງເຊົ່າລົດ.
historic	ສຳຄັນທາງປະຫວັດສາດ	ພວກເຮົາໄປຢາມອາຄານປະຫວັດສາດ.
historical	ທາງປະຫວັດສາດ	ນາງມັກນິຍາຍປະຫວັດສາດ.
honest	ຊື່ສັດ	ກະລຸນາໃຫ້ຄຳຕອບທີ່ຊື່ສັດ.
horrible	ໜ້າຢ້ານ	ກິ່ນນັ້ນໜ້າຢ້ານ.
horror	ຄວາມສະຫຍອງ	ລາວມັກຮູບເງົາສະຫຍອງ.
host	ເຈົ້າພາບ	ເຈົ້າພາບຕ້ອນຮັບແຂກທຸກຄົນ.
