source_headword	ML	example_ML
exit	എക്സിറ്റ്	പുറത്തേക്കുള്ള വഴി സ്റ്റേജിന് പിന്നിലാണ്.
exotic	വിദേശീയമായ	കടയിൽ വിദേശ പഴങ്ങൾ വിൽക്കുന്നു.
expansion	വിപുലീകരണം	കമ്പനി ഒരു വികസനം ആസൂത്രണം ചെയ്തു.
expertise	വൈദഗ്ദ്ധ്യം	അവളുടെ വൈദഗ്ദ്ധ്യം പ്രോജക്റ്റ് മെച്ചപ്പെടുത്തി.
exploit	ചൂഷണം ചെയ്യുക	കുറ്റവാളികൾ ദുർബലമായ പാസ്‌വേഡുകൾ ചൂഷണം ചെയ്യുന്നു.
exposure	എക്സ്പോഷർ	സൂര്യനുമായുള്ള സമ്പർക്കം ചർമ്മത്തിന് കേടുവരുത്തും.
extension	വിപുലീകരണം	സമയപരിധി നീട്ടിയത് എല്ലാവരെയും സഹായിച്ചു.
extensive	വിപുലമായ	ലൈബ്രറിക്ക് വിപുലമായ വിഭവങ്ങളുണ്ട്.
extensively	വിപുലമായി	വിഷയം വിപുലമായി പഠിച്ചു.
extract	സത്ത്	വാനില സത്ത് രുചി നൽകുന്നു.
fabric	തുണി	തുണിക്ക് മൃദുത്വം തോന്നുന്നു.
fabulous	അവിശ്വസനീയമായ	ഭക്ഷണം അതിശയകരമായിരുന്നു.
failed	പരാജയപ്പെട്ട	പരാജയപ്പെട്ട ശ്രമം നമ്മെ എന്തെങ്കിലും പഠിപ്പിച്ചു.
fake	വ്യാജമായ	വെബ്സൈറ്റ് വ്യാജ ടിക്കറ്റുകൾ വിറ്റു.
fame	പ്രശസ്തി	പ്രശസ്തി അവന്റെ സ്വകാര്യ ജീവിതം മാറ്റി.
fantasy	ഭാവന	നോവൽ ഒരു സങ്കൽപ്പമാണ്.
fare	യാത്രാക്കൂലി	ബസ് യാത്രാക്കൂലി വർദ്ധിച്ചു.
federal	ഫെഡറൽ	ഫെഡറൽ സർക്കാർ ഫണ്ട് പ്രഖ്യാപിച്ചു.
fever	പനി	കുട്ടിക്ക് പനിയുണ്ട്.
firefighter	അഗ്നിശമനസേനാംഗം	ഫയർഫോഴ്സുകാരൻ നായയെ രക്ഷിച്ചു.
firework	വെടിക്കെട്ട്	പാർക്കിന് മുകളിൽ ഒരു വെടിക്കെട്ട് പൊട്ടിത്തെറിച്ചു.
firm	ഉറപ്പുള്ള	മെത്തയ്ക്ക് നല്ല ഉറപ്പുണ്ട്.
firmly	ഉറപ്പായി	അവൾ വാതിൽ ശക്തിയായി അടച്ചു.
flavour	സ്വാദ്	സൂപ്പിന് നല്ല സ്വാദുണ്ട്.
fond	പ്രിയമുള്ള	അവന് ജാസ് സംഗീതം ഇഷ്ടമാണ്.
fool	വിഡ്ഢി	ഒരു വിഡ്ഢിയെപ്പോലെ പെരുമാറരുത്.
forbid	വിലക്കുക	ഇവിടെ പുകവലിക്കുന്നത് നിയമം വിലക്കുന്നു.
forecast	പ്രവചനം	കാലാവസ്ഥാ പ്രവചനം മഴയുണ്ടാകുമെന്ന് സൂചിപ്പിക്കുന്നു.
format	ഫോർമാറ്റ്	ശരിയായ ഫയൽ ഫോർമാറ്റ് ഉപയോഗിക്കുക.
formation	രൂപീകരണം	മേഘങ്ങളുടെ രൂപീകരണം വേഗത്തിൽ മാറുന്നു.
formerly	മുമ്പ്	ഈ കെട്ടിടം മുൻപ് ഒരു സ്കൂൾ ആയിരുന്നു.
fortunate	ഭാഗ്യമുള്ള	നേരത്തെ എത്താൻ കഴിഞ്ഞത് ഞങ്ങളുടെ ഭാഗ്യമാണ്.
forum	ഫോറം	ഫോറം കാലാവസ്ഥാ നയത്തെക്കുറിച്ച് ചർച്ച ചെയ്തു.
fossil	ഫോസിൽ	ആ കല്ലിൽ നിന്ന് ഒരു ഫോസിൽ കണ്ടെത്തി.
foundation	അടിത്തറ	വീടിന് ശക്തമായ തറയുണ്ട്.
founder	സ്ഥാപകൻ	സ്ഥാപകൻ അതിഥികളെ സ്വാഗതം ചെയ്തു.
fraction	ഭിന്നസംഖ്യ	വിദ്യാർത്ഥികളുടെ ഒരു ചെറിയ ഭാഗം മാത്രമേ വന്നുള്ളൂ.
fragment	ശകലം	ഒരു ഗ്ലാസ് കഷണം തറയിൽ കിടപ്പുണ്ടായിരുന്നു.
framework	ചട്ടക്കൂട്	നിയമം വ്യക്തമായ ഒരു ചട്ടക്കൂട് ഉണ്ടാക്കുന്നു.
fraud	തട്ടിപ്പ്	ബാങ്ക് തട്ടിപ്പ് കണ്ടെത്തി.
freely	സ്വതന്ത്രമായി	കുട്ടികൾ പുറത്ത് സ്വതന്ത്രമായി കളിച്ചു.
frequent	ഇടയ്ക്കിടെയുള്ള	കൂടെക്കൂടെയുള്ള ഇടവേളകൾ ശ്രദ്ധ വർദ്ധിപ്പിക്കുന്നു.
fulfil	നിറവേറ്റുക	എന്റെ വാഗ്ദാനം നിറവേറ്റാൻ കഴിയുമെന്ന് ഞാൻ പ്രതീക്ഷിക്കുന്നു.
full-time	മുഴുവൻ സമയ	അവൾക്ക് ഒരു മുഴുവൻ സമയ ജോലിയുണ്ട്.
fundamentally	അടിസ്ഥാനപരമായി	പദ്ധതി അടിസ്ഥാനപരമായി വ്യത്യസ്തമാണ്.
furious	ക്ഷുഭിതമായ	വൈകിയതിൽ അദ്ദേഹം കോപാകുലനായിരുന്നു.
gaming	ഗെയിമിംഗ്	ഗെയിമിംഗ് പ്രതികരണ വേഗത വർദ്ധിപ്പിക്കും.
gay	സ്വവർഗ്ഗാനുരാഗിയായ	അദ്ദേഹം ഗേ അവകാശങ്ങളെ പിന്തുണയ്ക്കുന്നു.
gender	ലിംഗഭേദം	സർവേ ലിംഗഭേദത്തെക്കുറിച്ച് ചോദിച്ചു.
gene	ജീൻ	ജീൻ കണ്ണിന്റെ നിറത്തെ സ്വാധീനിക്കുന്നു.
genetic	ജനിതകമായ	രോഗത്തിന് ജനിതക കാരണങ്ങളുണ്ട്.
genius	പ്രതിഭ	ആ യുവ പിയാനിസ്റ്റ് ഒരു പ്രതിഭയാണ്.
genuine	യഥാർത്ഥമായ	അവളുടെ പുഞ്ചിരി ആത്മാർത്ഥമാണെന്ന് തോന്നി.
genuinely	ആത്മാർത്ഥമായി	അവന് ആത്മാർത്ഥമായി സഹായിക്കാൻ ആഗ്രഹമുണ്ടായിരുന്നു.
gesture	ആംഗ്യം	അവൾ സൗഹൃദപരമായ ഒരു ആംഗ്യം കാണിച്ചു.
gig	ഗിഗ്	ബാൻഡ് നഗരത്തിൽ ഒരു സംഗീതപരിപാടി നടത്തി.
globalization	ആഗോളവൽക്കരണം	ആഗോളവൽക്കരണം പ്രാദേശിക ബിസിനസ്സുകളെ ബാധിക്കുന്നു.
globe	ഗ്ലോബ്	ഭൂഗോളം എല്ലാ ഭൂഖണ്ഡങ്ങളെയും കാണിക്കുന്നു.
golden	സുവർണ്ണമായ	സൂര്യാസ്തമയം സ്വർണ്ണ നിറമായി മാറി.
goodness	നന്മ	അവൾ മനുഷ്യരിലെ നന്മയിൽ വിശ്വസിക്കുന്നു.
gorgeous	മനോഹരമായ	പൂന്തോട്ടം വളരെ മനോഹരമായി കാണപ്പെട്ടു.
governor	ഗവർണർ	ഗവർണ്ണർ ബില്ലിൽ ഒപ്പുവച്ചു.
graphic	ഗ്രാഫിക്	ആ ഗ്രാഫിക് ചിത്രം കാഴ്ചക്കാരെ ഞെട്ടിച്ചു.
graphics	ഗ്രാഫിക്സ്	ഈ ഗെയിമിന് ലളിതമായ ഗ്രാഫിക്സ് ആണുള്ളത്.
greatly	വളരെയധികം	നിങ്ങളുടെ ഉപദേശം വളരെയധികം സഹായിച്ചു.
greenhouse	ഹരിതഗൃഹം	തക്കാളി ഗ്രീൻഹൗസിനുള്ളിൽ വളരുന്നു.
grocery	പലചരക്ക്	ജോലി കഴിഞ്ഞ ശേഷം അവൾ പലചരക്ക് സാധനങ്ങൾ വാങ്ങി.
guideline	മാർഗ്ഗനിർദ്ദേശം	സുരക്ഷിതമായ രീതികളെക്കുറിച്ച് ഈ മാർഗ്ഗനിർദ്ദേശം വിശദീകരിക്കുന്നു.
habitat	ആവാസവ്യവസ്ഥ	ഈ കാട് പക്ഷികളുടെ ഒരു വാസസ്ഥലമാണ്.
harbour	തുറമുഖം	ബോട്ട് തുറമുഖത്ത് പ്രവേശിച്ചു.
headquarters	ആസ്ഥാനം	കമ്പനിയുടെ ആസ്ഥാനം നഗരത്തിലേക്ക് മാറ്റി.
